ApsimVersion = 6.1
Title = 
    LeafGreenWt    StemGreenWt           year            day   paddockstate         litter            alw  stocking_rate      acc_eaten
           2.92           1.90           1988            189          empty         1465.0          0.000          0.000            0.0
           3.34           2.18           1988            190          empty         1419.2          0.000          0.000            0.0
           3.34           2.18           1988            190          empty         1419.2          0.000          0.000            0.0
           3.84           2.51           1988            191          empty         1376.3          0.000          0.000            0.0
           3.84           2.51           1988            191          empty         1376.3          0.000          0.000            0.0
           4.27           2.80           1988            192          empty         1332.2          0.000          0.000            0.0
           4.27           2.80           1988            192          empty         1332.2          0.000          0.000            0.0
           4.57           3.00           1988            193          empty         1275.2          0.000          0.000            0.0
           4.57           3.00           1988            193          empty         1275.2          0.000          0.000            0.0
           4.96           3.26           1988            194          empty         1215.0          0.000          0.000            0.0
           4.96           3.26           1988            194          empty         1215.0          0.000          0.000            0.0
           5.56           3.66           1988            195          empty         1161.9          0.000          0.000            0.0
           5.56           3.66           1988            195          empty         1161.9          0.000          0.000            0.0
           6.28           4.14           1988            196          empty         1120.5          0.000          0.000            0.0
           6.28           4.14           1988            196          empty         1120.5          0.000          0.000            0.0
           7.11           4.69           1988            197          empty         1086.3          0.000          0.000            0.0
           7.11           4.69           1988            197          empty         1086.3          0.000          0.000            0.0
           7.98           5.29           1988            198          empty         1059.6          0.000          0.000            0.0
           7.98           5.29           1988            198          empty         1059.6          0.000          0.000            0.0
           9.01           5.99           1988            199          empty         1033.3          0.000          0.000            0.0
           9.01           5.99           1988            199          empty         1033.3          0.000          0.000            0.0
          10.24           6.82           1988            200          empty         1019.7          0.000          0.000            0.0
          10.24           6.82           1988            200          empty         1019.7          0.000          0.000            0.0
          11.70           7.81           1988            201          empty         1010.4          0.000          0.000            0.0
          11.70           7.81           1988            201          empty         1010.4          0.000          0.000            0.0
          13.18           8.81           1988            202          empty         1002.1          0.000          0.000            0.0
          13.18           8.81           1988            202          empty         1002.1          0.000          0.000            0.0
          14.44           9.68           1988            203          empty          995.8          0.000          0.000            0.0
          14.44           9.68           1988            203          empty          995.8          0.000          0.000            0.0
          15.57          10.46           1988            204          empty          942.8          0.000          0.000            0.0
          15.57          10.46           1988            204          empty          942.8          0.000          0.000            0.0
          17.50          11.76           1988            205          empty          919.7          0.000          0.000            0.0
          17.50          11.76           1988            205          empty          919.7          0.000          0.000            0.0
          19.61          13.19           1988            206          empty          903.0          0.000          0.000            0.0
          19.61          13.19           1988            206          empty          903.0          0.000          0.000            0.0
          22.18          14.92           1988            207          empty          881.3          0.000          0.000            0.0
          22.18          14.92           1988            207          empty          881.3          0.000          0.000            0.0
          25.17          16.95           1988            208          empty          849.5          0.000          0.000            0.0
          25.17          16.95           1988            208          empty          849.5          0.000          0.000            0.0
          28.18          18.98           1988            209          empty          836.7          0.000          0.000            0.0
          28.18          18.98           1988            209          empty          836.7          0.000          0.000            0.0
          31.79          21.41           1988            210          empty          825.2          0.000          0.000            0.0
          31.79          21.41           1988            210          empty          825.2          0.000          0.000            0.0
          35.14          23.68           1988            211          empty          813.7          0.000          0.000            0.0
          35.14          23.68           1988            211          empty          813.7          0.000          0.000            0.0
          38.94          26.25           1988            212          empty          798.7          0.000          0.000            0.0
          38.94          26.25           1988            212          empty          798.7          0.000          0.000            0.0
          43.57          29.37           1988            213          empty          789.9          0.000          0.000            0.0
          43.57          29.37           1988            213          empty          789.9          0.000          0.000            0.0
          48.41          32.63           1988            214          empty          783.1          0.000          0.000            0.0
          48.41          32.63           1988            214          empty          783.1          0.000          0.000            0.0
          53.15          35.84           1988            215          empty          776.6          0.000          0.000            0.0
          53.15          35.84           1988            215          empty          776.6          0.000          0.000            0.0
          58.88          39.71           1988            216          empty          771.7          0.000          0.000            0.0
          58.88          39.71           1988            216          empty          771.7          0.000          0.000            0.0
          64.33          43.40           1988            217          empty          769.6          0.000          0.000            0.0
          64.33          43.40           1988            217          empty          769.6          0.000          0.000            0.0
          69.01          46.67           1988            218          empty          769.6          0.000          0.000            0.0
          69.01          46.67           1988            218          empty          769.6          0.000          0.000            0.0
          72.84          49.44           1988            219          empty          769.6          0.000          0.000            0.0
          72.84          49.44           1988            219          empty          769.6          0.000          0.000            0.0
          77.29          52.54           1988            220          empty          769.6          0.000          0.000            0.0
          77.29          52.54           1988            220          empty          769.6          0.000          0.000            0.0
          81.58          55.52           1988            221          empty          769.6          0.000          0.000            0.0
          81.58          55.52           1988            221          empty          769.6          0.000          0.000            0.0
          86.02          58.60           1988            222          empty          769.6          0.000          0.000            0.0
          86.02          58.60           1988            222          empty          769.6          0.000          0.000            0.0
          90.30          61.59           1988            223          empty          769.6          0.000          0.000            0.0
          90.30          61.59           1988            223          empty          769.6          0.000          0.000            0.0
          94.19          64.39           1988            224          empty          769.6          0.000          0.000            0.0
          94.19          64.39           1988            224          empty          769.6          0.000          0.000            0.0
          97.45          67.14           1988            225          empty          769.6          0.000          0.000            0.0
          97.45          67.14           1988            225          empty          769.6          0.000          0.000            0.0
         100.43          70.05           1988            226          empty          769.6          0.000          0.000            0.0
         100.43          70.05           1988            226          empty          769.6          0.000          0.000            0.0
         103.04          73.07           1988            227          empty          769.6          0.000          0.000            0.0
         103.04          73.07           1988            227          empty          769.6          0.000          0.000            0.0
         105.34          76.24           1988            228          empty          769.6          0.000          0.000            0.0
         105.34          76.24           1988            228          empty          769.6          0.000          0.000            0.0
         107.52          79.91           1988            229          empty          769.6          0.000          0.000            0.0
         107.52          79.91           1988            229          empty          769.6          0.000          0.000            0.0
         109.43          83.72           1988            230          empty          769.6          0.000          0.000            0.0
         109.43          83.72           1988            230          empty          769.6          0.000          0.000            0.0
         110.84          87.47           1988            231          empty          769.6          0.000          0.000            0.0
         110.84          87.47           1988            231          empty          769.6          0.000          0.000            0.0
         112.11          91.65           1988            232          empty          769.6          0.000          0.000            0.0
         112.11          91.65           1988            232          empty          769.6          0.000          0.000            0.0
         113.53          96.97           1988            233          empty          769.6          0.000          0.000            0.0
         113.53          96.97           1988            233          empty          769.6          0.000          0.000            0.0
         114.42         102.20           1988            234          empty          769.6          0.000          0.000            0.0
         114.42         102.20           1988            234          empty          769.6          0.000          0.000            0.0
         114.49         105.69           1988            235          empty          769.6          0.000          0.000            0.0
         114.49         105.69           1988            235          empty          769.6          0.000          0.000            0.0
         114.68         110.27           1988            236          empty          711.0          0.000          0.000            0.0
         114.68         110.27           1988            236          empty          711.0          0.000          0.000            0.0
         115.12         115.59           1988            237          empty          687.7          0.000          0.000            0.0
         115.12         115.59           1988            237          empty          687.7          0.000          0.000            0.0
         115.63         122.63           1988            238          empty          665.8          0.000          0.000            0.0
         115.63         122.63           1988            238          empty          665.8          0.000          0.000            0.0
         115.74         129.60           1988            239          empty          634.9          0.000          0.000            0.0
         115.74         129.60           1988            239          empty          634.9          0.000          0.000            0.0
         115.08         134.69           1988            240          empty          599.7          0.000          0.000            0.0
         115.08         134.69           1988            240          empty          599.7          0.000          0.000            0.0
         114.36         140.94           1988            241          empty          566.3          0.000          0.000            0.0
         114.36         140.94           1988            241          empty          566.3          0.000          0.000            0.0
         113.80         150.42           1988            242          empty          549.2          0.000          0.000            0.0
         113.80         150.42           1988            242          empty          549.2          0.000          0.000            0.0
         112.96         160.26           1988            243          empty          529.5          0.000          0.000            0.0
         112.96         160.26           1988            243          empty          529.5          0.000          0.000            0.0
         112.01         165.96           1988            244          empty          506.2          0.000          0.000            0.0
         112.01         165.96           1988            244          empty          506.2          0.000          0.000            0.0
         110.96         171.56           1988            245          empty          478.7          0.000          0.000            0.0
         110.96         171.56           1988            245          empty          478.7          0.000          0.000            0.0
         109.82         180.66           1988            246          empty          448.4          0.000          0.000            0.0
         109.82         180.66           1988            246          empty          448.4          0.000          0.000            0.0
         108.55         191.66           1988            247          empty          415.6          0.000          0.000            0.0
         108.55         191.66           1988            247          empty          415.6          0.000          0.000            0.0
         107.25         200.89           1988            248          empty          382.9          0.000          0.000            0.0
         107.25         200.89           1988            248          empty          382.9          0.000          0.000            0.0
         106.10         206.97           1988            249          empty          359.1          0.000          0.000            0.0
         106.10         206.97           1988            249          empty          359.1          0.000          0.000            0.0
         104.93         214.83           1988            250          empty          337.1          0.000          0.000            0.0
         104.93         214.83           1988            250          empty          337.1          0.000          0.000            0.0
         103.80         221.72           1988            251          empty          313.5          0.000          0.000            0.0
         103.80         221.72           1988            251          empty          313.5          0.000          0.000            0.0
         102.15         233.08           1988            252          empty          293.7          0.000          0.000            0.0
         102.15         233.08           1988            252          empty          293.7          0.000          0.000            0.0
         100.32         243.33           1988            253          empty          277.7          0.000          0.000            0.0
         100.32         243.33           1988            253          empty          277.7          0.000          0.000            0.0
          98.27         253.22           1988            254          empty          259.7          0.000          0.000            0.0
          98.27         253.22           1988            254          empty          259.7          0.000          0.000            0.0
          95.92         262.89           1988            255          empty          239.8          0.000          0.000            0.0
          95.92         262.89           1988            255          empty          239.8          0.000          0.000            0.0
          93.76         269.94           1988            256          empty          219.6          0.000          0.000            0.0
          93.76         269.94           1988            256          empty          219.6          0.000          0.000            0.0
          91.77         280.77           1988            257          empty          204.1          0.000          0.000            0.0
          91.77         280.77           1988            257          empty          204.1          0.000          0.000            0.0
          90.53         284.79           1988            258          empty          198.5          0.000          0.000            0.0
          90.53         284.79           1988            258          empty          198.5          0.000          0.000            0.0
          88.61         294.22           1988            259          empty          185.3          0.000          0.000            0.0
          88.61         294.22           1988            259          empty          185.3          0.000          0.000            0.0
          86.69         303.98           1988            260          empty          173.1          0.000          0.000            0.0
          86.69         303.98           1988            260          empty          173.1          0.000          0.000            0.0
          84.50         316.44           1988            261          empty          159.2          0.000          0.000            0.0
          84.50         316.44           1988            261          empty          159.2          0.000          0.000            0.0
          82.45         328.86           1988            262          empty          148.8          0.000          0.000            0.0
          82.45         328.86           1988            262          empty          148.8          0.000          0.000            0.0
          80.81         339.92           1988            263          empty          143.0          0.000          0.000            0.0
          80.81         339.92           1988            263          empty          143.0          0.000          0.000            0.0
          79.37         350.82           1988            264          empty          139.0          0.000          0.000            0.0
          79.37         350.82           1988            264          empty          139.0          0.000          0.000            0.0
          77.75         362.13           1988            265          empty          134.4          0.000          0.000            0.0
          77.75         362.13           1988            265          empty          134.4          0.000          0.000            0.0
          75.95         372.49           1988            266          empty          129.4          0.000          0.000            0.0
          75.95         372.49           1988            266          empty          129.4          0.000          0.000            0.0
          73.82         380.93           1988            267          empty          123.6          0.000          0.000            0.0
          73.82         380.93           1988            267          empty          123.6          0.000          0.000            0.0
          71.15         388.08           1988            268          empty          117.8          0.000          0.000            0.0
          71.15         388.08           1988            268          empty          117.8          0.000          0.000            0.0
          68.44         395.96           1988            269          empty          112.9          0.000          0.000            0.0
          68.44         395.96           1988            269          empty          112.9          0.000          0.000            0.0
          65.65         397.67           1988            270          empty          108.9          0.000          0.000            0.0
          65.65         397.67           1988            270          empty          108.9          0.000          0.000            0.0
          62.77         395.05           1988            271          empty          105.6          0.000          0.000            0.0
          62.77         395.05           1988            271          empty          105.6          0.000          0.000            0.0
          59.74         393.85           1988            272          empty           95.6          0.000          0.000            0.0
          59.74         393.85           1988            272          empty           95.6          0.000          0.000            0.0
          56.95         395.98           1988            273          empty           87.3          0.000          0.000            0.0
          56.95         395.98           1988            273          empty           87.3          0.000          0.000            0.0
          53.53         394.16           1988            274          empty           80.4          0.000          0.000            0.0
          53.53         394.16           1988            274          empty           80.4          0.000          0.000            0.0
          50.40         391.37           1988            275          empty           74.6          0.000          0.000            0.0
          50.40         391.37           1988            275          empty           74.6          0.000          0.000            0.0
          47.80         392.71           1988            276          empty           70.1          0.000          0.000            0.0
          47.80         392.71           1988            276          empty           70.1          0.000          0.000            0.0
          45.11         393.45           1988            277          empty           66.1          0.000          0.000            0.0
          45.11         393.45           1988            277          empty           66.1          0.000          0.000            0.0
          41.82         390.17           1988            278          empty           62.8          0.000          0.000            0.0
          41.82         390.17           1988            278          empty           62.8          0.000          0.000            0.0
          39.37         381.70           1988            279          empty           60.3          0.000          0.000            0.0
          39.37         381.70           1988            279          empty           60.3          0.000          0.000            0.0
          37.19         374.18           1988            280          empty           58.4          0.000          0.000            0.0
          37.19         374.18           1988            280          empty           58.4          0.000          0.000            0.0
          34.87         370.07           1988            281          empty           57.1          0.000          0.000            0.0
          34.87         370.07           1988            281          empty           57.1          0.000          0.000            0.0
          32.70         365.33           1988            282          empty           56.2          0.000          0.000            0.0
          32.70         365.33           1988            282          empty           56.2          0.000          0.000            0.0
          30.31         359.38           1988            283          empty           55.8          0.000          0.000            0.0
          30.31         359.38           1988            283          empty           55.8          0.000          0.000            0.0
          28.23         354.98           1988            284          empty           55.8          0.000          0.000            0.0
          28.23         354.98           1988            284          empty           55.8          0.000          0.000            0.0
          26.36         351.52           1988            285          empty           55.8          0.000          0.000            0.0
          26.36         351.52           1988            285          empty           55.8          0.000          0.000            0.0
          24.11         345.69           1988            286          empty           55.8          0.000          0.000            0.0
          24.11         345.69           1988            286          empty           55.8          0.000          0.000            0.0
          21.61         338.28           1988            287          empty           55.8          0.000          0.000            0.0
          21.61         338.28           1988            287          empty           55.8          0.000          0.000            0.0
          19.08         329.89           1988            288          empty           55.8          0.000          0.000            0.0
          19.08         329.89           1988            288          empty           55.8          0.000          0.000            0.0
          16.88         321.00           1988            289          empty           55.8          0.000          0.000            0.0
          16.88         321.00           1988            289          empty           55.8          0.000          0.000            0.0
          14.53         312.24           1988            290          empty           55.8          0.000          0.000            0.0
          14.53         312.24           1988            290          empty           55.8          0.000          0.000            0.0
          13.57         302.64           1988            291          empty           55.8          0.000          0.000            0.0
          13.57         302.64           1988            291          empty           55.8          0.000          0.000            0.0
          12.80         300.42           1988            292          empty           55.8          0.000          0.000            0.0
          12.80         300.42           1988            292          empty           55.8          0.000          0.000            0.0
          11.98         301.87           1988            293          empty           55.8          0.000          0.000            0.0
          11.98         301.87           1988            293          empty           55.8          0.000          0.000            0.0
          11.00         303.57           1988            294          empty           55.8          0.000          0.000            0.0
          11.00         303.57           1988            294          empty           55.8          0.000          0.000            0.0
          10.03         303.57           1988            295          empty           55.8          0.000          0.000            0.0
          10.03         303.57           1988            295          empty           55.8          0.000          0.000            0.0
           0.00         303.57           1988            296          empty           55.8          0.000          0.000            0.0
           0.00         303.57           1988            296          empty           55.8          0.000          0.000            0.0
           0.00           0.00           1988            297          empty         5572.6          0.000          0.000            0.0
           0.00           0.00           1988            297          empty         5572.6          0.000          0.000            0.0
           0.00           0.00           1988            298          empty         5572.6          0.000          0.000            0.0
           0.00           0.00           1988            298          empty         5572.6          0.000          0.000            0.0
           0.00           0.00           1988            299          empty         5572.6          0.000          0.000            0.0
           0.00           0.00           1988            299          empty         5572.6          0.000          0.000            0.0
           0.00           0.00           1988            300          empty         5572.6          0.000          0.000            0.0
           0.00           0.00           1988            300          empty         5572.6          0.000          0.000            0.0
           0.00           0.00           1988            301          empty         5572.6          0.000          0.000            0.0
           0.00           0.00           1988            301          empty         5572.6          0.000          0.000            0.0
           0.00           0.00           1988            302          empty         5572.6          0.000          0.000            0.0
           0.00           0.00           1988            302          empty         5572.6          0.000          0.000            0.0
           0.00           0.00           1988            303          empty         5572.6          0.000          0.000            0.0
           0.00           0.00           1988            303          empty         5572.6          0.000          0.000            0.0
           0.00           0.00           1988            304          empty         5572.6          0.000          0.000            0.0
           0.00           0.00           1988            304          empty         5572.6          0.000          0.000            0.0
           0.00           0.00           1988            305          empty         5572.6          0.000          0.000            0.0
           0.00           0.00           1988            305          empty         5572.6          0.000          0.000            0.0
           0.00           0.00           1988            306          empty         5572.6          0.000          0.000            0.0
           0.00           0.00           1988            306          empty         5572.6          0.000          0.000            0.0
           0.00           0.00           1988            307          empty         5572.6          0.000          0.000            0.0
           0.00           0.00           1988            307          empty         5572.6          0.000          0.000            0.0
           0.00           0.00           1988            308          empty         5572.6          0.000          0.000            0.0
           0.00           0.00           1988            308          empty         5572.6          0.000          0.000            0.0
           0.00           0.00           1988            309          empty         5572.6          0.000          0.000            0.0
           0.00           0.00           1988            309          empty         5572.6          0.000          0.000            0.0
           0.00           0.00           1988            310          empty         5572.6          0.000          0.000            0.0
           0.00           0.00           1988            310          empty         5572.6          0.000          0.000            0.0
           0.00           0.00           1988            311          empty         5572.6          0.000          0.000            0.0
           0.00           0.00           1988            311          empty         5572.6          0.000          0.000            0.0
           0.00           0.00           1988            312          empty         5572.6          0.000          0.000            0.0
           0.00           0.00           1988            312          empty         5572.6          0.000          0.000            0.0
           0.00           0.00           1988            313          empty         5572.6          0.000          0.000            0.0
           0.00           0.00           1988            313          empty         5572.6          0.000          0.000            0.0
           0.00           0.00           1988            314          empty         5572.6          0.000          0.000            0.0
           0.00           0.00           1988            314          empty         5572.6          0.000          0.000            0.0
           0.00           0.00           1988            315          empty         5572.6          0.000          0.000            0.0
           0.00           0.00           1988            315          empty         5572.6          0.000          0.000            0.0
           0.00           0.00           1988            316          empty         5572.6          0.000          0.000            0.0
           0.00           0.00           1988            316          empty         5572.6          0.000          0.000            0.0
           0.00           0.00           1988            317          empty         5572.6          0.000          0.000            0.0
           0.00           0.00           1988            317          empty         5572.6          0.000          0.000            0.0
           0.00           0.00           1988            318          empty         5572.6          0.000          0.000            0.0
           0.00           0.00           1988            318          empty         5572.6          0.000          0.000            0.0
           0.00           0.00           1988            319          empty         5572.6          0.000          0.000            0.0
           0.00           0.00           1988            319          empty         5572.6          0.000          0.000            0.0
           0.00           0.00           1988            320          empty         5572.6          0.000          0.000            0.0
           0.00           0.00           1988            320          empty         5572.6          0.000          0.000            0.0
           0.00           0.00           1988            321          empty         5518.8          0.000          0.000            0.0
           0.00           0.00           1988            321          empty         5518.8          0.000          0.000            0.0
           0.00           0.00           1988            322          empty         5468.6          0.000          0.000            0.0
           0.00           0.00           1988            322          empty         5468.6          0.000          0.000            0.0
