APSIM output file, version = 5.3
Title = Continuous spring wheat at Dingxi
            day           year           date          event           flag           rain           w_ep          sw(1)          sw(2)          sw(3)          sw(4)          sw(5)          sw(6)          sw(7)          sw(8)             es         runoff          drain         sw_dep          nh4()        tot_no3         no3(1)         no3(2)         no3(3)         no3(4)         no3(5)         no3(6)         no3(7)         no3(8)           dnit       hum_c(1)      biom_c(1)       fom_c(1)    surfaceom_n   surfaceom_wt          w_lai        w_yield      w_biomass      w_root_wt     w_root_dep       w_biom_n          w_mat       n_stress       w_stress             eo
            334           1970     30/11/1970          0.000          0.000          0.200          0.000          0.185          0.202          0.213          0.214          0.209          0.191          0.178          0.181         11.326          0.000          0.000        393.852          1.638         84.136          8.320         10.405         12.365         17.260         13.613          9.365          6.469          6.340          0.000       9481.176        284.210         61.283          0.431         46.666          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000         34.281
            365           1970     31/12/1970          0.000          0.000          0.000          0.000          0.164          0.187          0.202          0.206          0.205          0.196          0.185          0.183          6.941          0.000          0.000        386.911          1.656         84.417          9.595          9.741         11.773         16.677         13.492          9.836          6.853          6.450          0.000       9481.109        284.174         61.104          0.431         46.666          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000         14.741
             31           1971     31/01/1971          0.000          0.000          1.000          0.000          0.145          0.177          0.194          0.201          0.201          0.197          0.190          0.187          6.795          0.000          0.000        381.116          1.659         84.473         10.589          9.238         11.329         16.220         13.342         10.009          7.142          6.604          0.000       9481.109        284.173         61.103          0.431         46.666          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000         12.084
             59           1971     28/02/1971          0.000          1.000          2.900          0.000          0.125          0.170          0.189          0.197          0.198          0.196          0.192          0.191          7.578          0.000          0.000        376.438          1.617         84.642         11.356          8.967         11.039         15.910         13.214         10.080          7.323          6.752          0.000       9481.051        284.141         60.947          0.431         46.666          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000         32.651
             90           1971     31/03/1971          0.000          0.000          8.300          0.000          0.135          0.167          0.185          0.193          0.196          0.196          0.194          0.194          9.105          0.000          0.000        375.633         15.728        101.456         27.825          9.363         10.950         15.708         13.100         10.131          7.475          6.903          0.000       9480.097        283.693         60.174          0.384         41.621          0.000          0.000          0.000          0.000        118.110          0.000              0          1.000          1.000         87.109
            120           1971     30/04/1971          0.000          0.000          8.100         10.786          0.095          0.132          0.168          0.190          0.194          0.195          0.195          0.197         12.087          0.000          0.000        360.860        124.452         92.591         24.337          6.271          8.560         15.619         13.017         10.171          7.592          7.024          0.000       9479.387        283.306         62.140          0.384         41.621          0.800          0.000        673.591         47.031        443.930          1.650              0          0.929          0.840        110.455
            151           1971     31/05/1971          0.000          0.000         24.200         30.672          0.089          0.121          0.134          0.150          0.186          0.194          0.196          0.199         17.291          0.000          0.000        337.097         19.662        165.394         96.468          9.103          8.443         14.016         12.369         10.176          7.692          7.127          0.000       9477.257        282.822         63.618          0.348         37.646          0.726          0.000       2252.574         88.597        918.890          3.763              0          0.942          0.561        149.416
            181           1971     30/06/1971          0.000          0.000         57.900         33.238          0.183          0.183          0.133          0.124          0.143          0.176          0.194          0.200         28.904          0.000          0.000        332.855          3.469        167.019         61.559         49.152          9.322         12.909         10.397          8.860          7.632          7.189          0.000       9474.521        284.686         60.836          0.165         17.865          0.393        499.881       3857.679         94.337       1515.110          5.136              0          1.000          0.800        170.427
            208           1971     27/07/1971          2.000          0.000         38.400         35.801          0.129          0.156          0.141          0.119          0.133          0.162          0.182          0.198         24.741          0.000          0.000        310.712          0.529        135.946         30.375         43.833         15.203         13.026         10.343          8.644          7.387          7.135          0.000       9467.156        281.249         48.555          0.085          9.175          0.002       1847.393       5200.844         82.810       1689.586          8.992            206          1.000          1.000        158.466
            212           1971     31/07/1971          0.000          0.000          0.200          0.000          0.088          0.154          0.141          0.120          0.133          0.163          0.182          0.197          4.618          0.000          0.000        306.294          0.550        136.349         30.827         43.605         15.316         13.073         10.364          8.655          7.397          7.113          0.000       9467.144        281.258         90.305          1.843        168.131          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000         29.807
            243           1971     31/08/1971          0.000          0.000         38.600          0.000          0.170          0.149          0.140          0.121          0.135          0.164          0.182          0.194         31.057          0.000          0.000        313.837          0.555        138.908         31.771         44.306         15.736         13.403         10.512          8.724          7.424          7.031          0.000       9465.334        291.373         74.390          1.138        103.817          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000        150.436
            273           1971     30/09/1971          0.000          0.000        107.300          0.000          0.243          0.246          0.243          0.148          0.138          0.164          0.181          0.192         50.813          1.542          0.000        368.783          1.393        142.568         13.104         39.150         36.946         19.430         10.704          8.788          7.440          7.005          0.052       9460.322        295.820         55.191          0.594         54.177          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000         73.244
            304           1971     31/10/1971          0.000          0.000         11.500          0.000          0.194          0.209          0.210          0.175          0.145          0.165          0.180          0.190         20.946          0.000          0.000        359.336          1.643        145.825         18.239         33.951         32.469         26.353         11.503          8.849          7.458          7.003          0.000       9457.175        293.944         48.137          0.538         49.051          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000         61.027
            334           1971     30/11/1971          0.000          0.000          9.700          0.000          0.174          0.193          0.197          0.181          0.153          0.165          0.179          0.188         13.713          0.000          0.000        355.323          1.730        147.213         20.342         31.666         30.744         28.370         12.710          8.913          7.465          7.004          0.000       9456.249        293.204         46.385          0.530         48.384          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000         32.355
            365           1971     31/12/1971          0.000          0.000          0.000          0.000          0.135          0.175          0.186          0.179          0.161          0.167          0.179          0.187          7.802          0.000          0.000        347.521          1.734        147.526         23.584         28.849         29.103         28.674         13.866          8.990          7.464          6.996          0.000       9456.213        293.174         46.325          0.530         48.384          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000         16.676
             31           1972     31/01/1972          0.000          0.000          2.900          0.000          0.124          0.166          0.179          0.177          0.166          0.168          0.178          0.186          6.565          0.000          0.000        343.856          1.726        147.645         25.690         27.263         27.992         28.466         14.696          9.093          7.461          6.983          0.000       9456.204        293.166         46.308          0.530         48.384          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000         16.110
             60           1972     29/02/1972          0.000          1.000         10.100          0.000          0.149          0.169          0.175          0.175          0.168          0.170          0.178          0.186          7.145          0.000          0.000        346.810          1.727        147.665         24.735         28.454         27.426         28.225         15.197          9.202          7.459          6.967          0.000       9456.204        293.165         46.308          0.530         48.384          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000          7.662
             91           1972     31/03/1972          0.000          0.000         14.700          0.000          0.164          0.170          0.173          0.173          0.170          0.172          0.178          0.185         13.086          0.000          0.000        348.425         19.032        161.212         37.030         29.413         27.298         28.138         15.562          9.332          7.474          6.965          0.000       9455.086        292.327         46.076          0.466         42.485          0.000          0.000          0.000          0.000        115.740          0.000              0          1.000          1.000         80.126
            121           1972     30/04/1972          0.000          0.000         25.600         15.372          0.141          0.145          0.166          0.172          0.171          0.173          0.178          0.185         18.738          0.000          0.000        339.914        107.958        143.696         32.132         22.219         21.437         28.170         15.821          9.452          7.496          6.969          0.000       9452.692        290.859         46.768          0.413         37.710          1.167          0.000        876.502         61.548        394.810          3.861              0          1.000          0.912        112.489
            152           1972     31/05/1972          0.000          0.000         67.300         47.973          0.175          0.150          0.134          0.141          0.167          0.173          0.179          0.185         31.528          0.000          0.000        327.713          8.624        201.846         59.366         55.540         21.732         25.412         15.724          9.557          7.531          6.984          0.000       9449.453        291.509         57.009          0.173         15.780          1.457          0.000       3742.616        140.020        924.610          6.641              0          1.000          0.641        140.150
            182           1972     30/06/1972          0.000          0.000         59.900         45.194          0.142          0.141          0.131          0.119          0.132          0.160          0.177          0.185         41.832          0.000          0.000        300.587          0.617        189.771         32.923         69.822         22.392         25.365         15.475          9.323          7.470          7.002          0.000       9444.896        291.294         62.639          0.043          3.955          0.562        725.166       5801.471        143.980       1501.536          8.517              0          1.000          0.691        169.627
            213           1972     31/07/1972          2.000          0.000         51.400         28.935          0.091          0.151          0.132          0.115          0.124          0.148          0.169          0.183         35.048          0.000          0.000        288.004          0.522        132.469          9.393         37.901         23.490         24.378         14.690          8.694          6.953          6.970          0.000       9437.987        288.366         60.490          0.008          0.706          0.002       2858.053       7099.043        123.878       1665.754         14.516            211          1.000          0.938        139.153
            213           1972     31/07/1972          2.000          0.000          0.000          0.000          0.085          0.151          0.132          0.115          0.124          0.148          0.169          0.183          0.685          0.000          0.000        287.319          0.538        132.533          9.475         37.854         23.506         24.387         14.693          8.696          6.954          6.968          0.000       9437.987        288.366        180.456          3.122        212.085          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000          7.713
            244           1972     31/08/1972          0.000          0.000         77.300          0.000          0.217          0.227          0.174          0.118          0.126          0.149          0.169          0.181         39.777          0.000          0.000        324.842          1.226        141.286         11.833         36.149         30.634         25.164         14.800          8.779          6.990          6.937          0.000       9429.164        315.193         82.609          1.694        115.068          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000        163.233
            274           1972     30/09/1972          0.000          0.000          2.400          0.000          0.142          0.181          0.179          0.125          0.127          0.150          0.168          0.179         16.190          0.000          0.000        311.052          1.226        147.698         19.159         31.745         32.073         26.997         14.934          8.847          7.016          6.927          0.000       9423.029        311.067         62.449          1.685        114.450          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000        104.657
            305           1972     31/10/1972          0.000          0.000         11.700          0.000          0.123          0.168          0.172          0.130          0.129          0.151          0.168          0.178         15.810          0.000          0.000        306.942          1.124        151.009         22.004         31.089         31.310         28.612         15.125          8.905          7.038          6.926          0.000       9420.566        310.087         56.203          1.536        104.321          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000         68.398
            335           1972     30/11/1972          0.000          0.000          6.300          0.000          0.111          0.159          0.165          0.134          0.131          0.151          0.167          0.177          9.504          0.000          0.000        303.738          0.969        152.251         24.043         29.883         30.325         29.730         15.345          8.945          7.052          6.927          0.000       9420.308        309.832         55.643          1.536        104.318          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000         35.370
            366           1972     31/12/1972          0.000          0.000          0.900          0.000          0.080          0.149          0.159          0.136          0.133          0.152          0.167          0.176          6.022          0.000          0.000        298.615          0.953        152.508         26.005         28.166         29.323         30.492         15.582          8.965          7.054          6.922          0.000       9420.303        309.830         55.634          1.535        104.302          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000         13.205
             31           1973     31/01/1973          0.000          0.000          4.100          0.000          0.068          0.141          0.154          0.138          0.134          0.152          0.166          0.175          7.284          0.000          0.000        295.431          0.953        152.601         27.850         26.580         28.436         30.982         15.819          8.974          7.048          6.913          0.000       9420.303        309.830         55.634          1.535        104.302          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000         13.132
             59           1973     28/02/1973          0.000          1.000          0.000          0.000          0.040          0.133          0.151          0.139          0.136          0.152          0.166          0.174          4.552          0.000          0.000        290.879          0.903        152.776         29.562         25.202         27.774         31.279         16.028          8.982          7.043          6.906          0.000       9420.303        309.830         55.634          1.535        104.302          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000         36.266
             90           1973     31/03/1973          0.000          0.000         10.000          0.000          0.037          0.127          0.147          0.139          0.138          0.152          0.165          0.174         11.977          0.000          0.000        288.902         30.733        153.104         31.145         24.124         27.173         31.497         16.244          8.989          7.036          6.897          0.000       9420.325        310.039         59.750          1.363         92.562          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000         72.164
            120           1973     30/04/1973          0.000          0.000         44.900          0.279          0.223          0.169          0.145          0.140          0.139          0.153          0.165          0.173         17.809          0.000          0.000        315.714        127.359        176.255         43.361         34.989         26.871         31.672         16.440          9.001          7.032          6.890          0.000       9419.567        311.490         58.518          1.125         76.431          0.042          0.000         37.640          5.063        163.606          0.174              0          1.000          0.569        131.738
            151           1973     31/05/1973          0.000          0.000         52.900         25.560          0.116          0.140          0.141          0.140          0.140          0.153          0.164          0.173         44.278          0.000          0.000        298.775          9.358        254.231         95.613         57.912         29.202         31.955         16.627          9.014          7.027          6.880          0.000       9414.916        312.416         52.586          0.497         33.746          1.106          0.000       1549.705         50.557        520.162          3.490              0          1.000          0.872        137.697
            181           1973     30/06/1973          0.000          0.000         61.300         14.993          0.248          0.139          0.130          0.122          0.139          0.153          0.164          0.172         41.176          0.000          0.000        303.906          2.841        260.378         86.490         72.948         29.160         32.151         16.697          9.030          7.027          6.874          0.000       9413.661        314.026         59.798          0.192         13.067          0.251         51.118       2365.919         58.191        936.252          3.466              0          1.000          0.519        146.173
            212           1973     31/07/1973          0.000          0.000         55.400         23.677          0.209          0.131          0.130          0.115          0.125          0.147          0.163          0.172         45.724          0.000          0.000        289.905          0.578        229.006         51.163         76.825         30.147         31.770         16.330          8.868          7.028          6.876          0.000       9408.292        310.423         56.225          0.069          4.709          0.208       1385.875       3348.387         49.913       1404.042          7.126              0          1.000          0.940        175.394
            217           1973     05/08/1973          2.000          0.000          0.000          2.298          0.117          0.130          0.130          0.115          0.124          0.145          0.163          0.172          8.036          0.000          0.000        279.571          0.504        229.377         50.962         77.345         30.142         31.814         16.341          8.873          7.025          6.876          0.000       9407.532        309.876         55.501          0.057          3.901          0.002       1385.875       3394.255         48.922       1413.038          7.126            215          1.000          1.000         27.396
            243           1973     31/08/1973          0.000          0.000        160.700          0.000          0.270          0.275          0.273          0.153          0.125          0.146          0.162          0.171         54.614         21.861          0.000        363.796          1.348        232.266         12.279         62.831         71.002         46.866         16.468          8.917          7.019          6.885          0.201       9404.737        322.159         87.881          0.507         32.382          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000        134.313
            273           1973     30/09/1973          0.000          0.000         42.100          0.000          0.213          0.222          0.222          0.209          0.141          0.147          0.162          0.170         45.878          1.368          0.000        358.650          1.826        239.579         23.006         45.999         56.396         69.735         21.484          9.001          7.044          6.915          0.030       9398.276        319.693         62.312          0.323         20.614          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000         99.607
            304           1973     31/10/1973          0.000          0.000         30.800          0.000          0.204          0.217          0.218          0.206          0.161          0.149          0.161          0.170         28.039          0.000          0.000        361.411          1.973        243.188         22.374         44.065         54.756         70.021         28.640          9.325          7.069          6.939          0.000       9395.729        317.702         55.844          0.257         16.383          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000         54.342
            334           1973     30/11/1973          0.000          0.000          3.900          0.000          0.164          0.191          0.202          0.198          0.174          0.154          0.161          0.169         13.537          0.000          0.000        351.775          2.026        245.142         28.507         39.681         51.045         68.042         33.656         10.145          7.106          6.960          0.000       9394.671        316.573         53.563          0.257         16.383          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000         38.641
            365           1973     31/12/1973          0.000          0.000          0.000          0.000          0.134          0.176          0.191          0.191          0.178          0.159          0.162          0.169          7.272          0.000          0.000        344.502          2.033        245.493         32.911         36.873         48.349         65.824         36.092         11.310          7.161          6.972          0.000       9394.641        316.540         53.500          0.257         16.383          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000         16.910
             31           1974     31/01/1974          0.000          0.000          7.500          0.000          0.144          0.170          0.184          0.186          0.179          0.164          0.163          0.169          8.687          0.000          0.000        343.315          2.037        245.584         35.079         35.970         46.584         64.172         37.099         12.439          7.257          6.984          0.000       9394.641        316.539         53.499          0.257         16.383          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000         13.089
             59           1974     28/02/1974          0.000          1.000          7.700          0.000          0.133          0.166          0.180          0.183          0.178          0.167          0.164          0.169         10.232          0.000          0.000        340.783          1.955        245.922         36.635         35.427         45.563         63.092         37.526         13.295          7.380          7.004          0.000       9394.514        316.400         53.233          0.257         16.379          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000         34.938
             90           1974     31/03/1974          0.000          0.000         16.000          0.000          0.147          0.165          0.176          0.180          0.177          0.169          0.166          0.169         15.285          0.000          0.000        341.497         17.675        261.084         51.444         36.159         44.860         62.209         37.787         14.051          7.539          7.036          0.000       9393.620        315.548         52.021          0.216         13.789          0.000          0.000          0.000          0.000        119.690          0.000              0          1.000          1.000         70.969
            120           1974     30/04/1974          0.000          0.000          9.200         12.784          0.090          0.126          0.157          0.177          0.176          0.171          0.167          0.170         13.759          0.000          0.000        324.154        124.363        240.852         49.121         26.244         36.570         61.531         37.964         14.636          7.705          7.081          0.000       9392.793        314.645         54.976          0.216         13.789          0.672          0.000        760.118         52.425        452.520          2.554              0          1.000          0.678        131.950
            151           1974     31/05/1974          0.000          0.000         35.300         30.719          0.118          0.127          0.133          0.142          0.169          0.171          0.169          0.171         18.534          0.000          0.000        310.201         11.981        333.542        126.256         45.132         37.001         57.780         37.310         15.055          7.872          7.135          0.000       9389.602        312.340         54.934          0.129          8.215          0.766          0.000       2446.311         92.686        946.260          3.853              0          1.000          0.624        147.684
            181           1974     30/06/1974          0.000          0.000         19.900         28.442          0.090          0.120          0.130          0.120          0.132          0.156          0.168          0.172         18.115          0.000          0.000        283.544          1.480        329.151        128.941         49.637         36.857         52.330         32.796         13.630          7.768          7.192          0.000       9387.694        310.988         61.143          0.083          5.303          0.299        540.595       3708.241         94.305       1469.115          5.282              0          1.000          0.694        168.602
            209           1974     28/07/1974          2.000          0.000         48.200         17.000          0.149          0.124          0.130          0.114          0.122          0.143          0.162          0.172         35.476          0.000          0.000        279.267          0.506        302.691         97.259         59.097         36.857         50.294         31.335         13.077          7.566          7.206          0.000       9382.957        307.840         56.144          0.022          1.431          0.002       1614.793       4354.104         82.368       1618.888          8.173            207          1.000          0.797        158.092
            212           1974     31/07/1974          0.000          0.000         16.300          0.000          0.198          0.136          0.130          0.114          0.122          0.143          0.162          0.172          8.972          0.000          0.000        286.596          0.479        303.025         88.485         68.159         36.870         50.317         31.348         13.081          7.563          7.204          0.000       9382.432        313.199        107.875          1.396        109.343          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000         20.162
            243           1974     31/08/1974          0.000          0.000         54.500          0.000          0.154          0.161          0.131          0.115          0.123          0.143          0.161          0.171         53.649          0.000          0.000        287.446          0.752        306.572         71.762         87.096         37.688         50.724         31.447         13.109          7.548          7.197          0.000       9375.908        320.610         68.268          0.621         48.683          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000        171.618
            273           1974     30/09/1974          0.000          0.000         82.200          0.000          0.216          0.209          0.207          0.127          0.124          0.144          0.160          0.170         45.850          1.507          0.000        322.289          1.552        311.494         42.656         81.876         70.391         57.040         31.627         13.141          7.557          7.206          0.058       9369.900        316.923         52.232          0.396         31.042          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000         87.975
            304           1974     31/10/1974          0.000          0.000         44.100          0.000          0.205          0.220          0.213          0.151          0.126          0.144          0.160          0.169         34.090          0.000          0.000        332.299          1.751        314.708         34.676         76.271         73.539         69.840         32.427         13.166          7.570          7.219          0.003       9367.160        314.449         47.069          0.324         25.392          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000         60.350
            334           1974     30/11/1974          0.000          0.000         11.300          0.000          0.175          0.197          0.198          0.164          0.130          0.145          0.159          0.169         17.140          0.000          0.000        326.459          1.846        316.318         40.608         67.952         68.889         76.737         34.132         13.190          7.580          7.230          0.000       9366.147        313.260         45.433          0.321         25.175          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000         28.556
            365           1974     31/12/1974          0.000          0.000          6.000          0.000          0.200          0.190          0.188          0.168          0.136          0.145          0.159          0.168          4.117          0.000          0.000        328.342          1.859        316.450         41.517         65.949         65.276         79.251         36.446         13.212          7.574          7.225          0.000       9366.135        313.245         45.413          0.321         25.172          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000          4.140
             31           1975     31/01/1975          0.000          0.000          1.900          0.000          0.145          0.177          0.181          0.169          0.141          0.146          0.159          0.167          9.561          0.000          0.000        320.682          1.866        316.525         45.235         61.476         63.049         79.877         38.842         13.259          7.568          7.219          0.000       9366.135        313.245         45.413          0.321         25.172          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000         12.283
             59           1975     28/02/1975          0.000          1.000          2.900          0.000          0.109          0.166          0.175          0.168          0.145          0.147          0.158          0.167          8.962          0.000          0.000        314.619          1.823        316.682         49.586         57.601         60.981         79.578         40.794         13.365          7.565          7.212          0.000       9366.119        313.224         45.386          0.321         25.172          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000         28.362
