APSIM output file, version = 5.3
Title = sysbal Sample Simulation
            day           year        biomass          no3()          nh4()       biom_n()        fom_n()         runoff             ep          drain             es           pond       sw_dep()  n_loss_system  n_gain_system   n_dlt_system  n_dlt_surface     n_dlt_crop     n_dlt_soil n_error_system n_cum_error_system n_state_system n_state_surface   n_state_crop   n_state_soil  p_loss_system  p_gain_system   p_dlt_system  p_dlt_surface     p_dlt_crop     p_dlt_soil p_error_system p_cum_error_system p_state_system p_state_surface   p_state_crop   p_state_soil  c_loss_system  c_gain_system   c_dlt_system  c_dlt_surface     c_dlt_crop     c_dlt_soil c_error_system c_cum_error_system c_state_system c_state_surface   c_state_crop   c_state_soil dm_loss_system dm_gain_system  dm_dlt_system dm_dlt_surface    dm_dlt_crop    dm_dlt_soil dm_error_system dm_cum_error_system dm_state_system dm_state_surface  dm_state_crop  dm_state_soil sw_loss_system sw_gain_system  sw_dlt_system sw_dlt_surface    sw_dlt_crop    sw_dlt_soil sw_error_system sw_cum_error_system sw_state_system sw_state_surface  sw_state_crop  sw_state_soil
          (day)         (year)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)           (mm)            (?)           (mm)           (mm)           (mm)           (mm)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (kg/ha)        (kg/ha)         (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (kg/ha)        (kg/ha)         (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (kg/ha)        (kg/ha)         (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)         (kg/ha)             (kg/ha)         (kg/ha)          (kg/ha)        (kg/ha)        (kg/ha)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)            (mm)                (mm)            (mm)             (mm)           (mm)           (mm)
            288           1988       8761.204         28.788          1.432        144.406          3.443          0.000              ?          0.000          0.295          0.000        626.937          0.000          0.000          0.000          0.000          0.398         -0.398          0.000              0.563      10549.178           0.744         86.486      10461.947          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          7.671         16.515          8.859          0.000         13.936         -5.078          0.015              7.008     154435.453          22.317       4017.672     150395.469         19.177         41.287         22.125          0.000         34.841        -12.719           0.015              17.527      386088.625           55.793      10044.179     375988.656          2.034          0.000         -2.034          0.000          0.000         -2.034           0.000               0.000         626.937            0.000          0.000        626.937
            289           1988       8795.092         28.868          1.433        144.182          3.396          0.000              ?          0.000          0.287          0.000        625.268          0.000          0.000          0.000          0.000          0.396         -0.396          0.000              0.563      10549.178           0.744         86.882      10461.552          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          8.178         13.555          5.375          0.000         10.989         -5.625         -0.002              7.006     154440.828          22.317       4028.660     150389.844         20.445         33.888         13.406          0.000         27.473        -14.062          -0.036              17.491      386102.031           55.793      10071.651     375974.594          1.669          0.000         -1.669          0.000          0.000         -1.669          -0.000              -0.000         625.268            0.000          0.000        625.268
            290           1988       8821.088         28.958          1.458        143.943          3.345          0.000              ?          0.000          0.279          0.000        623.738          0.000          0.000          0.000          0.000          0.396         -0.396          0.000              0.563      10549.178           0.744         87.278      10461.155          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          8.709         10.398          1.688          0.000          7.845         -6.156         -0.002              7.004     154442.516          22.317       4036.506     150383.688         21.773         25.996          4.250          0.000         19.613        -15.375           0.027              17.517      386106.281           55.793      10091.265     375959.219          1.530          0.000         -1.530          0.000          0.000         -1.530          -0.000              -0.000         623.738            0.000          0.000        623.738
            291           1988       8840.252         29.054          1.475        143.704          3.296          0.000              ?          0.000          0.273          0.000        622.859          0.000          0.000          0.000          0.000          0.396         -0.396          0.000              0.563      10549.178           0.744         87.674      10460.760          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          8.673          7.666         -1.016          0.000          5.125         -6.141         -0.009              6.995     154441.500          22.317       4041.631     150377.547         21.682         19.164         -2.531          0.000         12.813        -15.344          -0.014              17.503      386103.750           55.793      10104.078     375943.875          0.879          0.000         -0.879          0.000          0.000         -0.879           0.000              -0.000         622.859            0.000          0.000        622.859
            292           1988       8856.211         29.143          1.468        143.478          3.252          0.000              ?          0.000          0.266          0.000        622.037          0.000          0.000          0.001          0.000          0.397         -0.396          0.001              0.564      10549.179           0.744         88.071      10460.363          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          8.170          6.384         -1.781          0.000          3.856         -5.625          0.005              7.000     154439.719          22.317       4045.487     150371.922         20.424         15.959         -4.438          0.000          9.640        -14.062           0.028              17.531      386099.312           55.793      10113.718     375929.812          0.822          0.000         -0.822          0.000          0.000         -0.822           0.000               0.000         622.037            0.000          0.000        622.037
            293           1988       8870.648         29.579          1.446        143.265          3.213          0.000              ?          0.000          0.261          0.000        621.213          0.000          0.000         -0.001          0.000          0.039         -0.039         -0.001              0.563      10549.178           0.744         88.110      10460.324          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          7.753          5.775         -1.984          0.000          3.260         -5.250         -0.007              6.993     154437.734          22.317       4048.747     150366.672         19.381         14.438         -4.969          0.000          8.149        -13.125          -0.025              17.506      386094.344           55.793      10121.867     375916.688          0.825          0.000         -0.825          0.000          0.000         -0.825          -0.000              -0.000         621.213            0.000          0.000        621.213
            294           1988       8887.653         29.999          1.432        143.051          3.175          0.000              ?          0.000          0.255          0.000        619.983          0.000          0.000          0.001          0.000          0.049         -0.048          0.001              0.564      10549.179           0.744         88.159      10460.276          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          7.774          6.802         -0.969          0.000          4.299         -5.266          0.003              6.996     154436.766          22.317       4053.046     150361.406         19.434         17.005         -2.438          0.000         10.749        -13.188          -0.008              17.498      386091.906           55.793      10132.616     375903.500          1.230          0.000         -1.230          0.000          0.000         -1.230          -0.000              -0.000         619.983            0.000          0.000        619.983
            295           1988       8887.653         30.497          1.429        142.833          3.136          0.000              ?          0.000          0.250          0.000        618.139          0.000          0.000         -0.001          0.000         -0.031          0.030         -0.001              0.563      10549.178           0.744         88.128      10460.307          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          7.942          0.000         -7.938          0.000         -2.490         -5.453          0.005              7.001     154428.828          22.317       4050.557     150355.953         19.856          0.000        -19.844          0.000         -6.225        -13.625           0.012              17.510      386072.062           55.793      10126.392     375889.875          1.844          0.000         -1.844          0.000          0.000         -1.844           0.000               0.000         618.139            0.000          0.000        618.139
            296           1988       8887.653         31.001          1.443        142.606          3.094          0.000              ?          0.000          0.245          0.000        617.894          0.000          0.000          0.000          0.000         -0.031          0.030          0.000              0.563      10549.178           0.744         88.097      10460.337          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          8.286          0.000         -8.297          0.000         -2.478         -5.812         -0.011              6.990     154420.531          22.317       4048.079     150350.141         20.716          0.000        -20.719          0.000         -6.193        -14.531          -0.003              17.507      386051.344           55.793      10120.198     375875.344          0.245          0.000         -0.245          0.000          0.000         -0.245          -0.000              -0.000         617.894            0.000          0.000        617.894
            297           1988          0.000         31.395          1.150        143.524         17.721          0.000              ?          0.000          0.241          0.000        617.653         52.150          0.000        -52.150         20.449        -88.097         15.498         -0.000              0.563      10497.027          21.193          0.000      10475.835          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000       1371.873          0.000      -1371.875       2206.732      -4048.079        469.469         -0.002              6.988     153048.656        2229.049          0.000     150819.609       3429.683          0.000      -3429.688       5516.830     -10120.198       1173.688          -0.005              17.502      382621.656         5572.622          0.000     377049.031          0.241          0.000         -0.240          0.000          0.000         -0.240           0.000              -0.000         617.653            0.000          0.000        617.653
            298           1988          0.000         31.726          0.970        144.321         16.923          0.000              ?          0.000          1.106          0.000        618.747          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.563      10497.027          21.193          0.000      10475.835          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000         22.128          0.000        -22.109          0.000          0.000        -22.109          0.018              7.007     153026.547        2229.049          0.000     150797.500         55.319          0.000        -55.281          0.000          0.000        -55.281           0.038              17.540      382566.375         5572.622          0.000     376993.750          1.106          2.200          1.094          0.000          0.000          1.094          -0.000              -0.000         618.747            0.000          0.000        618.747
            299           1988          0.000         32.012          0.846        144.937         16.284          0.000              ?          0.000          1.544          0.000        617.603          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.563      10497.027          21.193          0.000      10475.835          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000         18.195          0.000        -18.219          0.000          0.000        -18.219         -0.024              6.983     153008.328        2229.049          0.000     150779.281         45.488          0.000        -45.562          0.000          0.000        -45.562          -0.075              17.465      382520.812         5572.622          0.000     376948.188          1.544          0.400         -1.144          0.000          0.000         -1.144          -0.000              -0.000         617.603            0.000          0.000        617.603
            300           1988          0.000         32.264          0.762        145.427         15.754          0.000              ?          0.000          0.235          0.000        617.368          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.563      10497.027          21.193          0.000      10475.835          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000         15.442          0.000        -15.438          0.000          0.000        -15.438          0.005              6.988     152992.891        2229.049          0.000     150763.844         38.605          0.000        -38.594          0.000          0.000        -38.594           0.012              17.477      382482.219         5572.622          0.000     376909.594          0.235          0.000         -0.235          0.000          0.000         -0.235           0.000               0.000         617.368            0.000          0.000        617.368
            301           1988          0.000         32.484          0.709        145.827         15.306          0.000              ?          0.000          0.231          0.000        617.137          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.563      10497.027          21.193          0.000      10475.835          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000         13.333          0.000        -13.328          0.000          0.000        -13.328          0.004              6.992     152979.562        2229.049          0.000     150750.516         33.331          0.000        -33.312          0.000          0.000        -33.312           0.019              17.496      382448.906         5572.622          0.000     376876.281          0.231          0.000         -0.231          0.000          0.000         -0.231          -0.000              -0.000         617.137            0.000          0.000        617.137
            302           1988          0.000         32.701          0.678        146.203         14.867          0.000              ?          0.000          0.227          0.000        616.909          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.563      10497.027          21.193          0.000      10475.835          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000         13.295          0.000        -13.297          0.000          0.000        -13.297         -0.002              6.990     152966.266        2229.049          0.000     150737.219         33.237          0.000        -33.250          0.000          0.000        -33.250          -0.013              17.483      382415.656         5572.622          0.000     376843.031          0.227          0.000         -0.227          0.000          0.000         -0.227           0.000              -0.000         616.909            0.000          0.000        616.909
            303           1988          0.000         32.936          0.674        146.596         14.388          0.000              ?          0.000          0.224          0.000        616.686          0.000          0.000          0.001          0.000          0.000          0.001          0.001              0.564      10497.028          21.193          0.000      10475.836          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000         14.819          0.000        -14.812          0.000          0.000        -14.812          0.006              6.996     152951.453        2229.049          0.000     150722.406         37.047          0.000        -37.031          0.000          0.000        -37.031           0.016              17.499      382378.625         5572.622          0.000     376806.000          0.224          0.000         -0.224          0.000          0.000         -0.224           0.000              -0.000         616.686            0.000          0.000        616.686
            304           1988          0.000         33.183          0.701        146.984         13.889          0.000              ?          0.000          0.220          0.000        616.465          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.564      10497.028          21.193          0.000      10475.836          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000         15.760          0.000        -15.750          0.000          0.000        -15.750          0.010              7.006     152935.703        2229.049          0.000     150706.656         39.400          0.000        -39.375          0.000          0.000        -39.375           0.025              17.523      382339.250         5572.622          0.000     376766.625          0.220          0.000         -0.220          0.000          0.000         -0.220          -0.000              -0.000         616.465            0.000          0.000        616.465
            305           1988          0.000         33.449          0.747        147.351         13.389          0.000              ?          0.000          0.217          0.000        616.249          0.000          0.000         -0.001          0.000          0.000         -0.001         -0.001              0.563      10497.027          21.193          0.000      10475.835          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000         16.213          0.000        -16.234          0.000          0.000        -16.234         -0.021              6.985     152919.469        2229.049          0.000     150690.422         40.533          0.000        -40.562          0.000          0.000        -40.562          -0.029              17.494      382298.688         5572.622          0.000     376726.062          0.217          0.000         -0.217          0.000          0.000         -0.217           0.000              -0.000         616.249            0.000          0.000        616.249
            306           1988          0.000         33.732          0.796        147.675         12.917          0.000              ?          0.000          0.214          0.000        616.035          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.563      10497.027          21.193          0.000      10475.835          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000         15.720          0.000        -15.719          0.000          0.000        -15.719          0.002              6.987     152903.750        2229.049          0.000     150674.703         39.301          0.000        -39.312          0.000          0.000        -39.312          -0.012              17.483      382259.375         5572.622          0.000     376686.750          0.214          0.000         -0.214          0.000          0.000         -0.214          -0.000              -0.000         616.035            0.000          0.000        616.035
            307           1988          0.000         34.031          0.845        147.952         12.477          0.000              ?          0.000          0.211          0.000        615.824          0.000          0.000          0.001          0.000          0.000          0.001          0.001              0.564      10497.028          21.193          0.000      10475.836          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000         15.036          0.000        -15.031          0.000          0.000        -15.031          0.004              6.991     152888.719        2229.049          0.000     150659.672         37.589          0.000        -37.562          0.000          0.000        -37.562           0.026              17.509      382221.812         5572.622          0.000     376649.188          0.211          0.000         -0.211          0.000          0.000         -0.211           0.000               0.000         615.824            0.000          0.000        615.824
            308           1988          0.000         34.344          0.889        148.186         12.070          0.000              ?          0.000          0.208          0.000        615.617          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.564      10497.028          21.193          0.000      10475.836          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000         14.297          0.000        -14.297          0.000          0.000        -14.297          0.001              6.992     152874.422        2229.049          0.000     150645.375         35.744          0.000        -35.750          0.000          0.000        -35.750          -0.006              17.503      382186.062         5572.622          0.000     376613.438          0.208          0.000         -0.208          0.000          0.000         -0.208          -0.000              -0.000         615.617            0.000          0.000        615.617
            309           1988          0.000         34.669          0.929        148.380         11.692          0.000              ?          0.000          0.205          0.000        615.412          0.000          0.000         -0.001          0.000          0.000         -0.001         -0.001              0.563      10497.027          21.193          0.000      10475.835          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000         13.621          0.000        -13.625          0.000          0.000        -13.625         -0.004              6.987     152860.797        2229.049          0.000     150631.750         34.051          0.000        -34.062          0.000          0.000        -34.062          -0.011              17.491      382152.000         5572.622          0.000     376579.375          0.205          0.000         -0.205          0.000          0.000         -0.205          -0.000              -0.000         615.412            0.000          0.000        615.412
            310           1988          0.000         35.006          0.965        148.541         11.339          0.000              ?          0.000          0.202          0.000        615.210          0.000          0.000         -0.001          0.000          0.000         -0.001         -0.001              0.562      10497.026          21.193          0.000      10475.834          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000         13.028          0.000        -13.031          0.000          0.000        -13.031         -0.004              6.983     152847.766        2229.049          0.000     150618.719         32.569          0.000        -32.594          0.000          0.000        -32.594          -0.025              17.466      382119.406         5572.622          0.000     376546.781          0.202          0.000         -0.202          0.000          0.000         -0.202          -0.000              -0.000         615.210            0.000          0.000        615.210
            311           1988          0.000         35.340          0.967        148.660         11.044          0.000              ?          0.000          0.666          0.000        615.143          0.000          0.000          0.001          0.000          0.000          0.001          0.001              0.563      10497.027          21.193          0.000      10475.835          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000         11.159          0.000        -11.156          0.000          0.000        -11.156          0.003              6.986     152836.609        2229.049          0.000     150607.562         27.898          0.000        -27.875          0.000          0.000        -27.875           0.023              17.489      382091.531         5572.622          0.000     376518.906          0.666          0.600         -0.066          0.000          0.000         -0.066           0.000               0.000         615.143            0.000          0.000        615.143
            312           1988          0.000         35.673          0.983        148.747         10.760          0.000              ?          0.000          1.395          0.000        617.749          0.000          0.000          0.001          0.000          0.000          0.001          0.001              0.564      10497.028          21.193          0.000      10475.836          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000         10.939          0.000        -10.922          0.000          0.000        -10.922          0.017              7.004     152825.688        2229.049          0.000     150596.641         27.348          0.000        -27.312          0.000          0.000        -27.312           0.035              17.525      382064.219         5572.622          0.000     376491.594          1.395          4.000          2.605          0.000          0.000          2.605          -0.000               0.000         617.749            0.000          0.000        617.749
            313           1988          0.000         35.975          0.975        148.812         10.533          0.000              ?          0.000          1.718          0.000        616.031          0.000          0.000         -0.002          0.000          0.000         -0.002         -0.002              0.562      10497.026          21.193          0.000      10475.834          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          8.933          0.000         -8.938          0.000          0.000         -8.938         -0.005              6.999     152816.750        2229.049          0.000     150587.703         22.332          0.000        -22.344          0.000          0.000        -22.344          -0.012              17.512      382041.875         5572.622          0.000     376469.250          1.718          0.000         -1.718          0.000          0.000         -1.718          -0.000              -0.000         616.031            0.000          0.000        616.031
            314           1988          0.000         36.260          0.959        148.865         10.337          0.000              ?          0.000          1.086          0.000        614.945          0.000          0.000          0.001          0.000          0.000          0.001          0.001              0.563      10497.027          21.193          0.000      10475.835          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          7.905          0.000         -7.906          0.000          0.000         -7.906         -0.001              6.998     152808.844        2229.049          0.000     150579.797         19.764          0.000        -19.750          0.000          0.000        -19.750           0.014              17.526      382022.125         5572.622          0.000     376449.500          1.086          0.000         -1.086          0.000          0.000         -1.086          -0.000              -0.000         614.945            0.000          0.000        614.945
            315           1988          0.000         36.530          0.945        148.908         10.156          0.000              ?          0.000          0.196          0.000        614.748          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.563      10497.027          21.193          0.000      10475.835          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          7.386          0.000         -7.391          0.000          0.000         -7.391         -0.005              6.993     152801.453        2229.049          0.000     150572.406         18.465          0.000        -18.500          0.000          0.000        -18.500          -0.035              17.491      382003.625         5572.622          0.000     376431.000          0.196          0.000         -0.196          0.000          0.000         -0.196           0.000               0.000         614.748            0.000          0.000        614.748
            316           1988          0.000         36.826          0.942        148.947          9.958          0.000              ?          0.000          0.194          0.000        614.554          0.000          0.000         -0.001          0.000          0.000         -0.001         -0.001              0.562      10497.026          21.193          0.000      10475.834          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          8.201          0.000         -8.203          0.000          0.000         -8.203         -0.002              6.991     152793.250        2229.049          0.000     150564.203         20.502          0.000        -20.500          0.000          0.000        -20.500           0.002              17.494      381983.125         5572.622          0.000     376410.500          0.194          0.000         -0.194          0.000          0.000         -0.194           0.000               0.000         614.554            0.000          0.000        614.554
            317           1988          0.000         37.140          0.947        148.978          9.751          0.000              ?          0.000          0.192          0.000        614.363          0.000          0.000          0.001          0.000          0.000          0.001          0.001              0.563      10497.027          21.193          0.000      10475.835          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          8.682          0.000         -8.672          0.000          0.000         -8.672          0.010              7.001     152784.578        2229.049          0.000     150555.531         21.704          0.000        -21.688          0.000          0.000        -21.688           0.016              17.510      381961.438         5572.622          0.000     376388.812          0.192          0.000         -0.192          0.000          0.000         -0.192          -0.000              -0.000         614.363            0.000          0.000        614.363
            318           1988          0.000         37.464          0.957        149.001          9.545          0.000              ?          0.000          0.189          0.000        614.173          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.563      10497.027          21.193          0.000      10475.835          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          8.858          0.000         -8.875          0.000          0.000         -8.875         -0.017              6.984     152775.703        2229.049          0.000     150546.656         22.145          0.000        -22.188          0.000          0.000        -22.188          -0.042              17.468      381939.250         5572.622          0.000     376366.625          0.189          0.000         -0.189          0.000          0.000         -0.189          -0.000              -0.000         614.173            0.000          0.000        614.173
            319           1988          0.000         37.794          0.969        149.013          9.343          0.000              ?          0.000          0.187          0.000        613.986          0.000          0.000         -0.001          0.000          0.000         -0.001         -0.001              0.562      10497.026          21.193          0.000      10475.834          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          8.811          0.000         -8.812          0.000          0.000         -8.812         -0.002              6.982     152766.891        2229.049          0.000     150537.844         22.027          0.000        -22.031          0.000          0.000        -22.031          -0.004              17.464      381917.219         5572.622          0.000     376344.594          0.187          0.000         -0.187          0.000          0.000         -0.187           0.000              -0.000         613.986            0.000          0.000        613.986
            320           1988          0.000         38.126          0.984        149.016          9.146          0.000              ?          0.000          0.185          0.000        613.801          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.562      10497.026          21.193          0.000      10475.834          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          8.744          0.000         -8.750          0.000          0.000         -8.750         -0.006              6.977     152758.141        2229.049          0.000     150529.094         21.861          0.000        -21.875          0.000          0.000        -21.875          -0.014              17.450      381895.344         5572.622          0.000     376322.719          0.185          0.000         -0.185          0.000          0.000         -0.185           0.000              -0.000         613.801            0.000          0.000        613.801
            321           1988          0.000         37.803          0.951        149.936          8.902          0.000              ?          0.000          1.245          0.000        629.556          0.000          0.000          0.001         -0.211          0.000          0.212          0.001              0.563      10497.027          20.982          0.000      10476.046          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000         23.820          0.000        -23.828        -21.495          0.000         -2.328         -0.008              6.969     152734.312        2207.554          0.000     150526.766         59.551          0.000        -59.562        -53.738          0.000         -5.812          -0.012              17.438      381835.781         5518.884          0.000     376316.906          1.245         17.000         15.755          0.000          0.000         15.755           0.000               0.000         629.556            0.000          0.000        629.556
            322           1988          0.000         37.484          0.950        150.779          8.682          0.000              ?          0.000          1.742          0.000        627.814          0.000          0.000          0.001         -0.197          0.000          0.198          0.001              0.564      10497.028          20.784          0.000      10476.244          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000         22.188          0.000        -22.156        -20.104          0.000         -2.062          0.032              7.001     152712.156        2187.450          0.000     150524.703         55.470          0.000        -55.406        -50.259          0.000         -5.156           0.064              17.502      381780.375         5468.625          0.000     376311.750          1.742          0.000         -1.742          0.000          0.000         -1.742          -0.000              -0.000         627.814            0.000          0.000        627.814
