ApsimVersion = 6.1
Title = Sweet Sorghum Sample Simulation
           Date           rain DaysAfterSowing    zadok_stage     day_length          stage            lai        biomass          yield     root_depth             ep    swdef_photo    swdef_expan    nfact_photo temp_stress_photo           maxt           mint           radn  TTAfterSowing             TT    LeafGreenWt    StemGreenWt
             ()           (mm)           (day)            (?)        (hours)             ()      (m^2/m^2)        (kg/ha)        (kg/ha)           (mm)           (mm)             ()             ()             ()                ()           (oC)           (oC)       (MJ/m^2)    (deg. days)     (deg. day)        (g/m^2)        (g/m^2)
    26/Jan/1999          0.000              49              ?         14.390          5.823          3.745         7229.4            0.0       1440.000          4.794          1.000          1.000          1.000             1.000         31.000         22.500         20.000        658.391         15.627         184.12         529.40
    27/Jan/1999          0.000              50              ?         14.369          5.867          3.742         7551.4            0.0       1470.000          4.675          1.000          1.000          1.000             1.000         31.000         19.000         20.000        672.310         13.920         183.99         555.69
    28/Jan/1999          0.800              51              ?         14.349          5.914          3.739         7825.0            0.0       1500.000          4.052          1.000          1.000          1.000             1.000         31.500         21.000         17.000        687.343         15.032         183.84         576.61
    29/Jan/1999          1.200              52              ?         14.327          5.963          3.736         8179.0            0.0       1530.000          5.383          1.000          1.000          1.000             1.000         34.000         21.000         22.000        702.905         15.563         183.69         601.77
    30/Jan/1999          5.600              53              ?         14.306          6.000          3.733         8581.2            0.0       1560.000          6.020          1.000          1.000          1.000             1.000         33.500         19.500         25.000        717.699         14.793         183.55         628.72
    31/Jan/1999          3.200              54              ?         14.284          6.224          3.728         8951.1            0.0       1590.000          5.450          1.000          1.000          1.000             1.000         31.000         21.000         23.000        732.598         14.900         183.28         653.50
    01/Feb/1999          5.200              55              ?         14.262          6.371          3.723         9144.1            0.0       1620.000          1.417          1.000          1.000          1.000             1.000         24.500         21.000         12.000        744.348         11.750         183.05         666.43
    02/Feb/1999         18.200              56              ?         14.239          6.527          3.718         9401.2            0.0       1650.000          3.606          1.000          1.000          1.000             1.000         27.500         19.500         16.000        756.848         12.500         182.80         683.66
    03/Feb/1999          0.200              57              ?         14.216          6.689          3.713         9786.8            0.0       1680.000          5.479          1.000          1.000          1.000             1.000         29.000         19.000         24.000        769.848         13.000         182.55         709.49
    04/Feb/1999          0.200              58              ?         14.193          6.842          3.708        10156.2            0.0       1710.000          5.190          1.000          1.000          1.000             1.000         29.000         17.500         23.000        782.098         12.250         182.31         734.24
    05/Feb/1999          0.200              59              ?         14.169          7.000          3.703        10573.7            0.0       1740.000          5.964          1.000          1.000          1.000             1.000         31.500         16.000         26.000        794.705         12.607         182.06         775.99
    06/Feb/1999          0.000              60              ?         14.145          7.085          3.697        10926.1            0.0       1770.000          5.676          1.000          1.000          1.000             1.000         32.000         19.500         24.000        809.142         14.437         181.78         811.23
    07/Feb/1999          0.000              61              ?         14.121          7.161          3.692        11127.9            0.0       1800.000          3.407          1.000          1.000          1.000             1.000         28.000         20.000         15.000        822.142         13.000         181.51         831.41
    08/Feb/1999         22.200              62              ?         14.097          7.233          3.687        11263.1            0.0       1800.000          0.796          1.000          1.000          1.000             1.000         24.500         22.000         11.000        834.392         12.250         181.25         844.94
    09/Feb/1999        102.800              63              ?         14.072          7.301          3.682        11408.8            0.0       1800.000          1.656          1.000          1.000          1.000             1.000         25.000         20.000         13.000        845.892         11.500         181.01         859.50
    10/Feb/1999          8.400              64              ?         14.047          7.381          3.676        11617.2            0.0       1800.000          4.349          1.000          1.000          1.000             1.000         28.500         20.500         21.000        859.392         13.500         180.72         880.34
    11/Feb/1999          0.800              65              ?         14.022          7.451          3.671        11775.5            0.0       1800.000          3.053          1.000          1.000          1.000             1.000         27.000         19.000         18.000        871.392         12.000         180.47         896.17
    12/Feb/1999          1.000              66              ?         13.996          7.520          3.666        11913.7            0.0       1800.000          3.862          1.000          1.000          1.000             1.000         28.500         17.000         18.000        883.142         11.750         180.23         910.00
    13/Feb/1999          0.200              67              ?         13.970          7.600          3.658        12054.7            0.0       1800.000          4.722          1.000          1.000          1.000             1.000         30.500         18.500         22.000        896.625         13.482         179.84         924.10
    14/Feb/1999          0.000              68              ?         13.944          7.681          3.641        12182.4            0.0       1800.000          4.988          1.000          1.000          1.000             1.000         31.500         18.500         25.000        910.444         13.820         178.99         936.86
    15/Feb/1999          0.000              69              ?         13.918          7.770          3.621        12277.9            0.0       1800.000          4.338          1.000          1.000          1.000             1.000         33.000         20.500         26.000        925.610         15.166         178.05         946.41
    16/Feb/1999          0.000              70              ?         13.892          7.864          3.601        12329.8            0.0       1800.000          3.538          1.000          1.000          1.000             1.000         35.500         21.500         24.000        941.654         16.043         177.06         951.60
    17/Feb/1999          0.000              71              ?         13.865          7.961          3.581        12345.2            0.0       1800.000          1.346          1.000          1.000          1.000             1.000         32.500         23.500         25.000        958.106         16.452         176.04         953.14
    18/Feb/1999          0.000              72              ?         13.839          8.000          3.560        12345.2          713.3       1800.000          0.794          1.000          1.000          1.000             1.000         37.500         21.000         26.000        974.162         16.057         175.05         881.81
    19/Feb/1999          0.000              73              ?         13.812          8.092          3.539        12345.2         1294.1       1800.000          0.000          1.000          1.000          1.000             1.000         29.000         20.000         24.000        987.662         13.500         174.00         823.73
    20/Feb/1999          0.000              74              ?         13.785          8.133          3.519        12345.2         1784.3       1800.000          0.000          1.000          1.000          1.000             1.000         27.000         15.500         21.000        997.912         10.250         173.00         774.72
    21/Feb/1999          0.000              75              ?         13.758          8.175          3.498        12345.2         2281.4       1800.000          0.000          1.000          1.000          1.000             1.000         27.500         15.500         19.000       1008.412         10.500         171.98         725.00
    22/Feb/1999          0.000              76              ?         13.730          8.219          3.476        12345.2         2792.5       1800.000          0.000          1.000          1.000          1.000             1.000         28.500         15.500         21.000       1019.412         11.000         170.91         673.90
    23/Feb/1999          0.000              77              ?         13.703          8.267          3.453        12345.2         3331.4       1800.000          0.000          1.000          1.000          1.000             1.000         30.000         16.000         24.000       1031.412         12.000         169.75         620.00
    24/Feb/1999          0.000              78              ?         13.675          8.309          3.432        12345.2         3336.0       1800.000          0.000          1.000          1.000          1.000             1.000         26.000         17.000         12.000       1041.912         10.500         168.73         619.54
    25/Feb/1999         14.200              79              ?         13.647          8.354          3.410        12345.2         3336.0       1800.000          0.000          1.000          1.000          1.000             1.000         28.500         16.000         21.000       1053.162         11.250         167.63         619.54
    26/Feb/1999          2.400              80              ?         13.620          8.404          3.385        12345.2         3336.0       1800.000          0.000          1.000          1.000          1.000             1.000         27.500         19.500         18.000       1065.662         12.500         166.42         619.54
    27/Feb/1999          0.200              81              ?         13.592          8.456          3.350        12345.2         3336.0       1800.000          0.000          1.000          1.000          1.000             1.000         27.500         20.500         17.000       1078.662         13.000         164.71         619.54
    28/Feb/1999          0.000              82              ?         13.564          8.504          3.315        12345.2         3336.0       1800.000          0.000          1.000          1.000          1.000             1.000         25.500         20.500          8.000       1090.662         12.000         163.00         619.54
    01/Mar/1999         12.600              83              ?         13.536          8.557          3.277        12345.2         3336.0       1800.000          0.000          1.000          1.000          1.000             1.000         28.000         20.500         14.000       1103.912         13.250         161.10         619.54
    02/Mar/1999         23.600              84              ?         13.507          8.612          3.237        12345.2         3336.0       1800.000          0.000          1.000          1.000          1.000             1.000         28.000         21.500         13.000       1117.662         13.750         159.14         619.54
    03/Mar/1999         22.100              85              ?         13.479          8.676          3.190        12345.2         3336.0       1800.000          0.000          1.000          1.000          1.000             1.000         30.500         23.500         12.000       1133.626         15.964         156.86         619.54
    04/Mar/1999         37.000              86              ?         13.451          8.733          3.149        12345.2         3336.0       1800.000          0.000          1.000          1.000          1.000             1.000         31.500         19.500         22.000       1147.931         14.305         154.82         619.54
    05/Mar/1999          0.000              87              ?         13.423          8.791          3.081        12345.2         3336.0       1800.000          0.000          1.000          1.000          1.000             1.000         33.000         19.000         26.000       1162.390         14.459         151.47         619.54
    06/Mar/1999          0.000              88              ?         13.394          8.849          2.977        12345.2         3336.0       1800.000          0.000          1.000          1.000          1.000             1.000         31.500         20.000         25.000       1176.937         14.547         146.36         619.54
    07/Mar/1999          0.000              89              ?         13.366          8.904          2.878        12345.2         3336.0       1800.000          0.000          1.000          1.000          1.000             1.000         31.500         18.500         26.000       1190.757         13.820         141.50         619.54
    08/Mar/1999          0.000              90              ?         13.337          8.960          2.778        12345.2         3336.0       1800.000          0.000          1.000          1.000          1.000             1.000         29.500         20.500         16.000       1204.757         14.000         136.58         619.54
    09/Mar/1999          0.000              91              ?         13.309          9.000          2.687        12345.2         3336.0       1800.000          0.000          1.000          1.000          1.000             1.000         27.500         20.000         20.000       1217.507         12.750         132.10         619.54
    10/Mar/1999          0.000              92              ?         13.280         10.000          2.599        12345.2         3336.0       1800.000          0.000          1.000          1.000          1.000             1.000         29.000         17.500         22.000       1229.757         12.250         127.79         619.54
    11/Mar/1999          0.000               0              ?         13.252          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         29.500         17.500         21.000          0.000          0.000           0.00           0.00
    12/Mar/1999          0.000               0              ?         13.223          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         29.000         19.000         20.000          0.000          0.000           0.00           0.00
    13/Mar/1999          0.600               0              ?         13.194          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         29.500         18.500         21.000          0.000          0.000           0.00           0.00
    14/Mar/1999          0.000               0              ?         13.166          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         29.500         18.000         22.000          0.000          0.000           0.00           0.00
    15/Mar/1999          0.000               0              ?         13.137          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         30.500         17.500         24.000          0.000          0.000           0.00           0.00
    16/Mar/1999          0.000               0              ?         13.109          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         31.000         18.000         23.000          0.000          0.000           0.00           0.00
    17/Mar/1999          0.000               0              ?         13.080          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         29.500         20.500         20.000          0.000          0.000           0.00           0.00
    18/Mar/1999          0.000               0              ?         13.052          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         28.500         20.000         20.000          0.000          0.000           0.00           0.00
    19/Mar/1999          0.000               0              ?         13.023          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         28.000         17.000         16.000          0.000          0.000           0.00           0.00
    20/Mar/1999          0.000               0              ?         12.995          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         26.500         19.000         11.000          0.000          0.000           0.00           0.00
    21/Mar/1999          0.000               0              ?         12.966          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         29.000         19.000         13.000          0.000          0.000           0.00           0.00
    22/Mar/1999          0.000               0              ?         12.938          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         34.500         20.000         21.000          0.000          0.000           0.00           0.00
    23/Mar/1999          0.000               0              ?         12.910          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         26.000         19.000         16.000          0.000          0.000           0.00           0.00
    24/Mar/1999          0.000               0              ?         12.882          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         26.500         14.000         18.000          0.000          0.000           0.00           0.00
    25/Mar/1999          0.200               0              ?         12.853          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         28.000         14.500         19.000          0.000          0.000           0.00           0.00
    26/Mar/1999          0.000               0              ?         12.825          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         28.000         15.500         22.000          0.000          0.000           0.00           0.00
    27/Mar/1999          0.000               0              ?         12.797          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         28.000         16.500         21.000          0.000          0.000           0.00           0.00
    28/Mar/1999          0.000               0              ?         12.769          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         32.500         15.500         23.000          0.000          0.000           0.00           0.00
    29/Mar/1999          0.600               0              ?         12.741          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         24.500         18.500         13.000          0.000          0.000           0.00           0.00
    30/Mar/1999          0.000               0              ?         12.714          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         27.000         18.000         13.000          0.000          0.000           0.00           0.00
    31/Mar/1999          0.000               0              ?         12.686          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         28.000         18.000         12.000          0.000          0.000           0.00           0.00
    01/Apr/1999          0.000               0              ?         12.658          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         29.000         17.000         18.000          0.000          0.000           0.00           0.00
    02/Apr/1999          0.000               0              ?         12.631          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         29.000         17.500         14.000          0.000          0.000           0.00           0.00
    03/Apr/1999          0.000               0              ?         12.603          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         26.500         20.000         12.000          0.000          0.000           0.00           0.00
    04/Apr/1999          0.000               0              ?         12.576          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         27.000         19.000         12.000          0.000          0.000           0.00           0.00
    05/Apr/1999          0.000               0              ?         12.549          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         26.500         20.000         11.000          0.000          0.000           0.00           0.00
    06/Apr/1999          4.000               0              ?         12.522          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         29.000         19.000         19.000          0.000          0.000           0.00           0.00
    07/Apr/1999          0.000               0              ?         12.495          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         26.500         13.000         20.000          0.000          0.000           0.00           0.00
    08/Apr/1999          0.000               0              ?         12.468          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         24.500         13.000         12.000          0.000          0.000           0.00           0.00
    09/Apr/1999          0.000               0              ?         12.441          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         26.000         14.500         17.000          0.000          0.000           0.00           0.00
    10/Apr/1999          0.000               0              ?         12.415          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         23.000         17.500         13.000          0.000          0.000           0.00           0.00
    11/Apr/1999          0.000               0              ?         12.388          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         25.000         13.000         15.000          0.000          0.000           0.00           0.00
    12/Apr/1999          0.300               0              ?         12.362          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         25.500         12.500         18.000          0.000          0.000           0.00           0.00
    13/Apr/1999          0.000               0              ?         12.336          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         26.000         10.500         19.000          0.000          0.000           0.00           0.00
    14/Apr/1999          0.000               0              ?         12.310          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         27.000         12.000         19.000          0.000          0.000           0.00           0.00
    15/Apr/1999          0.000               0              ?         12.285          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         25.000         12.500         17.000          0.000          0.000           0.00           0.00
    16/Apr/1999          0.000               0              ?         12.259          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         26.500         11.500         17.000          0.000          0.000           0.00           0.00
    17/Apr/1999          0.000               0              ?         12.234          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         24.000         13.500         11.000          0.000          0.000           0.00           0.00
    18/Apr/1999          0.400               0              ?         12.208          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         26.000         13.000         14.000          0.000          0.000           0.00           0.00
    19/Apr/1999          6.200               0              ?         12.183          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         26.000         12.000         19.000          0.000          0.000           0.00           0.00
    20/Apr/1999          0.000               0              ?         12.158          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         27.000         12.000         18.000          0.000          0.000           0.00           0.00
    21/Apr/1999          0.000               0              ?         12.134          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         27.500         16.000         17.000          0.000          0.000           0.00           0.00
    22/Apr/1999          0.000               0              ?         12.109          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         23.500          9.500         19.000          0.000          0.000           0.00           0.00
    23/Apr/1999          0.000               0              ?         12.085          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         23.000          6.000         18.000          0.000          0.000           0.00           0.00
    24/Apr/1999          0.000               0              ?         12.061          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         25.500          6.000         19.000          0.000          0.000           0.00           0.00
    25/Apr/1999          0.000               0              ?         12.037          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         27.000          8.000         19.000          0.000          0.000           0.00           0.00
    26/Apr/1999          0.000               0              ?         12.014          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         24.500          8.000         17.000          0.000          0.000           0.00           0.00
    27/Apr/1999          0.000               0              ?         11.990          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         25.000         11.000         19.000          0.000          0.000           0.00           0.00
    28/Apr/1999          0.000               0              ?         11.967          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         21.500          6.500         19.000          0.000          0.000           0.00           0.00
    29/Apr/1999          0.000               0              ?         11.945          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         25.500         10.500         19.000          0.000          0.000           0.00           0.00
    30/Apr/1999          0.000               0              ?         11.922          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         25.500          8.000         18.000          0.000          0.000           0.00           0.00
    01/May/1999          0.000               0              ?         11.900          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         25.000          8.000         15.000          0.000          0.000           0.00           0.00
    02/May/1999         13.800               0              ?         11.878          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         22.500          9.000         15.000          0.000          0.000           0.00           0.00
    03/May/1999          0.000               0              ?         11.856          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         24.000          7.500         16.000          0.000          0.000           0.00           0.00
    04/May/1999          0.000               0              ?         11.834          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         24.000         10.500         15.000          0.000          0.000           0.00           0.00
    05/May/1999          0.000               0              ?         11.813          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         24.500         10.000         14.000          0.000          0.000           0.00           0.00
    06/May/1999          0.200               0              ?         11.792          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         23.000         10.500         14.000          0.000          0.000           0.00           0.00
    07/May/1999          7.800               0              ?         11.771          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         21.500         14.000         12.000          0.000          0.000           0.00           0.00
    08/May/1999          1.600               0              ?         11.751          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         23.000         12.000         12.000          0.000          0.000           0.00           0.00
    09/May/1999          2.600               0              ?         11.731          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         22.500         11.500         11.000          0.000          0.000           0.00           0.00
    10/May/1999          0.800               0              ?         11.711          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         20.500         17.000          7.000          0.000          0.000           0.00           0.00
    11/May/1999          7.600               0              ?         11.692          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         23.500         16.500         10.000          0.000          0.000           0.00           0.00
    12/May/1999          0.000               0              ?         11.673          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         25.500         12.500         14.000          0.000          0.000           0.00           0.00
    13/May/1999          6.200               0              ?         11.654          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         23.500         15.000         15.000          0.000          0.000           0.00           0.00
    14/May/1999          0.100               0              ?         11.636          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         23.500         11.000         12.000          0.000          0.000           0.00           0.00
    15/May/1999          0.000               0              ?         11.618          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         27.500          8.000         13.000          0.000          0.000           0.00           0.00
    16/May/1999          0.000               0              ?         11.600          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         26.000          9.500         16.000          0.000          0.000           0.00           0.00
    17/May/1999          0.000               0              ?         11.583          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         23.000         11.000         15.000          0.000          0.000           0.00           0.00
    18/May/1999          0.000               0              ?         11.566          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         22.500          8.500         12.000          0.000          0.000           0.00           0.00
    19/May/1999          0.200               0              ?         11.549          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         21.500         15.000          9.000          0.000          0.000           0.00           0.00
    20/May/1999          0.000               0              ?         11.533          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         23.500         16.000         11.000          0.000          0.000           0.00           0.00
    21/May/1999          0.000               0              ?         11.517          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         24.000         15.000         11.000          0.000          0.000           0.00           0.00
    22/May/1999          1.800               0              ?         11.502          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         22.000         14.000         12.000          0.000          0.000           0.00           0.00
    23/May/1999          0.800               0              ?         11.487          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         24.500         13.500         13.000          0.000          0.000           0.00           0.00
    24/May/1999          0.000               0              ?         11.472          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         25.000         11.000         14.000          0.000          0.000           0.00           0.00
    25/May/1999          0.000               0              ?         11.458          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         25.000         10.500         11.000          0.000          0.000           0.00           0.00
    26/May/1999          0.000               0              ?         11.444          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         22.400         12.500          9.000          0.000          0.000           0.00           0.00
    27/May/1999          0.000               0              ?         11.431          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         26.200         13.700         14.000          0.000          0.000           0.00           0.00
    28/May/1999          0.000               0              ?         11.418          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         25.200         12.600         14.000          0.000          0.000           0.00           0.00
    29/May/1999          0.000               0              ?         11.406          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         24.200         11.500         14.000          0.000          0.000           0.00           0.00
    30/May/1999          0.000               0              ?         11.394          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         23.600          8.500         15.000          0.000          0.000           0.00           0.00
    31/May/1999          0.000               0              ?         11.382          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         27.200          8.400         14.000          0.000          0.000           0.00           0.00
    01/Jun/1999          0.000               0              ?         11.371          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         23.700         11.200         15.000          0.000          0.000           0.00           0.00
    02/Jun/1999          0.000               0              ?         11.361          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         22.700          7.600         13.000          0.000          0.000           0.00           0.00
    03/Jun/1999          0.000               0              ?         11.350          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         21.400         10.200          9.000          0.000          0.000           0.00           0.00
    04/Jun/1999          0.000               0              ?         11.341          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         23.500         10.300         13.000          0.000          0.000           0.00           0.00
    05/Jun/1999          0.000               0              ?         11.332          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         20.300          5.100          8.000          0.000          0.000           0.00           0.00
    06/Jun/1999          1.800               0              ?         11.323          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         22.300         14.500         11.000          0.000          0.000           0.00           0.00
    07/Jun/1999          0.500               0              ?         11.315          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         23.800         10.600         12.000          0.000          0.000           0.00           0.00
    08/Jun/1999          0.000               0              ?         11.307          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         21.000         14.300          8.000          0.000          0.000           0.00           0.00
    09/Jun/1999          1.000               0              ?         11.300          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         20.700         14.800          7.000          0.000          0.000           0.00           0.00
    10/Jun/1999          4.300               0              ?         11.293          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         21.500         14.500          8.000          0.000          0.000           0.00           0.00
    11/Jun/1999          0.200               0              ?         11.287          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         18.900          8.200         15.000          0.000          0.000           0.00           0.00
    12/Jun/1999          0.000               0              ?         11.281          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         20.300          5.400         15.000          0.000          0.000           0.00           0.00
    13/Jun/1999          0.000               0              ?         11.276          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         20.700          0.500         11.000          0.000          0.000           0.00           0.00
    14/Jun/1999          0.000               0              ?         11.271          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         18.600          7.300         15.000          0.000          0.000           0.00           0.00
    15/Jun/1999          0.000               0              ?         11.267          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         17.000          6.000         15.000          0.000          0.000           0.00           0.00
    16/Jun/1999          0.000               0              ?         11.263          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         17.200          5.600         15.000          0.000          0.000           0.00           0.00
    17/Jun/1999          0.000               0              ?         11.260          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         19.300          5.600         15.000          0.000          0.000           0.00           0.00
    18/Jun/1999          0.000               0              ?         11.257          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         20.600          2.500         15.000          0.000          0.000           0.00           0.00
    19/Jun/1999          0.000               0              ?         11.255          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         21.100          3.200         15.000          0.000          0.000           0.00           0.00
    20/Jun/1999          0.000               0              ?         11.253          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         22.000          0.500         15.000          0.000          0.000           0.00           0.00
    21/Jun/1999          0.000               0              ?         11.252          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         21.700          1.300         14.000          0.000          0.000           0.00           0.00
    22/Jun/1999          0.000               0              ?         11.252          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         21.200          2.200         14.000          0.000          0.000           0.00           0.00
    23/Jun/1999          0.000               0              ?         11.252          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         18.100          3.400          9.000          0.000          0.000           0.00           0.00
    24/Jun/1999          3.200               0              ?         11.252          0.000          0.000            0.0            0.0          0.000          0.000          1.000          1.000          1.000             1.000         19.700          9.900         12.000          0.000          0.000           0.00           0.00
