Summary_file = output\xifeng_w.sum
Title = Continuous winter wheat at Xifeng
       day      year           date          event           flag           rain           w_ep              sw(1)              sw(2)              sw(3)              sw(4)              sw(5)              sw(6)              sw(7)              sw(8)              sw(9)             es         runoff          drain         sw_dep          nh4()        tot_no3             no3(1)             no3(2)             no3(3)             no3(4)             no3(5)             no3(6)             no3(7)             no3(8)             no3(9)           dnit       hum_c(1)      biom_c(1)       fom_c(1)      residue_n     residue_wt          w_lai        w_yield      w_biomass      w_root_wt     w_root_dep       w_biom_n     w_mat       n_stress       w_stress             eo
     (day)    (year)             ()            (?)             ()           (mm)           (mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)           (mm)           (mm)           (mm)           (mm)        (kg/ha)        (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)      (m^2/m^2)        (kg/ha)        (kg/ha)        (g/m^2)           (mm)        (g/m^2)     (doy)             ()             ()           (mm)
       152      1984     31/05/1984          0.000          0.000         76.800         17.336              0.244              0.250              0.260              0.262              0.262              0.265              0.270              0.280              0.280         51.137          0.034          0.000        804.082          1.506        350.231             37.529             52.039             29.491             31.468             34.010             32.671             47.101             42.092             43.831          0.202      11626.846        273.022         40.888          0.053          3.961          0.345          0.000       2547.975         58.062       1708.510          4.740         0          1.000          1.000        146.207
       182      1984     30/06/1984          0.000          0.000         82.100         17.596              0.245              0.252              0.264              0.269              0.270              0.271              0.271              0.282              0.282         34.792          3.311         15.886        814.596          1.345        322.255             13.662             34.007             43.301             35.018             33.352             31.763             45.615             41.616             43.922          0.479      11612.401        265.261         31.914          0.019          1.388          0.345       1573.250       3792.913         50.378       2359.810          7.745         0          1.000          1.000        146.640
       194      1984     12/07/1984          2.000          2.000         72.600          2.986              0.343              0.321              0.295              0.288              0.282              0.278              0.273              0.282              0.281         13.763          7.336          3.536        859.575          1.279        323.268              6.356             29.567             47.981             39.428             35.345             32.780             46.262             41.828             43.721          0.235      11606.609        261.866         29.226          0.011          0.808          0.002       1841.709       4039.551         47.675       2541.910          7.826       192          0.818          1.000         43.601
       213      1984     31/07/1984          0.000          0.000         81.700          0.000              0.263              0.266              0.274              0.274              0.274              0.274              0.273              0.283              0.284         41.703         13.666         57.967        827.939          1.459        311.198              5.969             17.305             39.793             39.614             36.676             34.044             49.305             44.620             43.872          0.671      11597.499        270.009         40.949          0.650         37.687          0.000          0.000          0.000          0.000          0.000          0.000         0          0.000          0.000         86.998
       244      1984     31/08/1984          0.000          1.000         67.100          0.000              0.257              0.261              0.270              0.271              0.272              0.273              0.272              0.282              0.282         56.124          1.784         15.647        821.485          1.488        319.167              9.056             19.384             40.136             39.932             37.301             34.527             49.964             45.118             43.751          0.172      11578.121        261.568         24.592          0.226         13.080          0.000          0.000          0.000          0.000          0.000          0.000         0          0.000          0.000        173.799
       264      1984     20/09/1984          0.000          3.000         53.800          0.000              0.245              0.251              0.262              0.270              0.270              0.270              0.270              0.280              0.281         31.112          7.793         24.589        811.791          1.585        316.372              8.897             17.120             37.218             39.698             37.783             35.013             50.881             45.942             43.821          0.265      11570.729        257.128         21.174          0.144          8.378          0.000          0.000          0.000          0.000          0.000          0.000         0          0.000          0.000         69.044
       274      1984     30/09/1984          0.000          0.000         47.300          0.000              0.257              0.261              0.271              0.274              0.276              0.277              0.274              0.284              0.284         17.512          1.520         11.318        828.740         16.031        329.845             14.595             18.999             36.406             39.691             38.975             36.542             52.656             47.365             44.616          0.227      11568.567        255.823         20.625          0.107          6.221          0.000          0.000          0.000          0.000        119.580          0.000         0          0.000          0.818         21.720
       305      1984     31/10/1984          0.000          0.000         15.000          6.493              0.234              0.238              0.251              0.263              0.270              0.270              0.270              0.280              0.280         23.096          0.000         11.633        802.517          3.312        301.416             11.381             11.594             22.436             38.447             38.398             35.852             52.149             47.006             44.154          0.050      11562.752        252.113         23.653          0.094          5.477          1.048          0.000        627.973         54.371        441.660          3.277         0          1.000          1.000         66.166
       335      1984     30/11/1984          0.000          0.000          9.900          4.012              0.242              0.245              0.248              0.256              0.264              0.270              0.270              0.280              0.280          8.714          0.000          0.000        799.691          2.573        274.680              3.683              6.265             10.365             37.462             37.634             35.912             52.183             47.014             44.162          0.000      11561.247        251.323         36.428          0.094          5.477          1.267          0.000       1164.666         83.443        569.940          5.498         0          1.000          1.000         26.929
       366      1984     31/12/1984          0.000          0.000         14.200          0.071              0.257              0.259              0.263              0.264              0.267              0.270              0.270              0.280              0.280          2.110          0.000          0.000        811.709          2.055        275.506              3.124              6.601             10.987             37.388             38.097             35.932             52.192             47.018             44.166          0.001      11559.916        251.517         47.536          0.056          3.230          0.002          0.000       1176.372         72.143        573.480          5.515         0          1.000          1.000          5.038
        31      1985     31/01/1985          0.000          0.000          2.600          0.000              0.248              0.252              0.259              0.266              0.270              0.270              0.270              0.280              0.280          4.753          0.000          0.000        809.557          1.934        275.757              3.456              6.463             10.861             37.127             38.525             35.938             52.198             47.020             44.169          0.000      11559.483        251.606         58.463          0.045          2.607          0.002          0.000       1176.373         61.761        573.600          5.515         0          1.000          1.000          9.927
        59      1985     28/02/1985          0.000          0.000          1.700          0.003              0.230              0.236              0.248              0.259              0.267              0.270              0.270              0.280              0.280         12.643          0.000          0.000        798.611          1.817        276.008              4.729              6.221             11.304             36.256             38.154             35.946             52.204             47.022             44.172          0.000      11559.186        251.709         66.819          0.043          2.510          0.002          0.000       1176.731         53.695        603.120          5.515         0          1.000          1.000         26.408
        90      1985     31/03/1985          0.000          0.000          8.400          0.022              0.219              0.229              0.242              0.254              0.263              0.269              0.270              0.280              0.280         15.852          0.000          0.000        791.137         99.226        278.788              7.987              6.383             12.075             35.561             37.499             35.878             52.208             47.023             44.174          0.000      11558.419        252.131         72.614          0.043          2.495          0.005          0.000       1179.083         46.096        698.760          5.515         0          1.000          1.000         58.721
       120      1985     30/04/1985          0.000          0.000         25.700          5.887              0.223              0.232              0.243              0.251              0.260              0.268              0.270              0.280              0.280         20.361          0.000          0.000        790.589         10.542        368.908             83.693             18.842             14.071             35.851             37.353             35.670             52.225             47.027             44.177          0.016      11551.336        253.807         58.086          0.033          1.914          0.341          0.000       1572.636         51.324       1113.360          5.577         0          1.000          1.000        131.661
       151      1985     31/05/1985          0.000          0.000         92.900         18.380              0.255              0.259              0.270              0.273              0.274              0.274              0.272              0.282              0.282         39.985          0.587          2.144        822.393          1.194        374.626             21.598             49.554             42.286             39.857             39.900             36.754             52.630             47.560             44.489          0.468      11540.123        251.896         45.723          0.009          0.541          0.374          0.000       2955.938         68.993       1666.200          6.266         0          1.000          1.000        142.393
       181      1985     30/06/1985          0.000          0.000         80.200         22.436              0.321              0.305              0.285              0.277              0.269              0.266              0.270              0.279              0.280         29.049          5.134          9.139        836.834          1.068        344.625             10.397             36.796             48.871             40.179             36.440             33.030             48.827             45.662             44.424          0.332      11523.525        245.687         33.337          0.004          0.254          0.374       1765.906       4378.991         59.868       2337.180          9.698         0          1.000          1.000        158.931
       192      1985     11/07/1985          2.000          2.000         15.300          6.905              0.308              0.273              0.267              0.268              0.270              0.270              0.270              0.280              0.280         13.558          0.000          8.476        823.194          1.107        343.574             12.370             32.068             47.162             40.509             37.199             34.020             49.512             46.193             44.539          0.160      11516.759        242.553         29.852          0.003          0.169          0.002       2177.085       4745.878         56.941       2514.480          9.840       190          0.800          1.000         66.830
       212      1985     31/07/1985          0.000          0.000         67.100          0.000              0.260              0.264              0.271              0.273              0.274              0.274              0.272              0.282              0.281         48.063          4.712         13.803        823.716          1.367        348.519             12.392             27.451             48.606             43.152             38.868             35.295             50.793             47.043             44.921          0.303      11502.550        252.584         40.702          1.004         54.954          0.000          0.000          0.000          0.000          0.000          0.000         0          0.000          0.000        132.376
       243      1985     31/08/1985          0.000          1.000         64.100          0.000              0.250              0.257              0.269              0.272              0.273              0.274              0.273              0.283              0.283         45.559          2.810         17.695        821.753          1.474        355.543             12.084             26.873             49.475             44.954             40.285             36.396             52.086             47.975             45.415          0.334      11482.252        246.125         24.000          0.460         25.184          0.000          0.000          0.000          0.000          0.000          0.000         0          0.000          0.000        145.339
       264      1985     21/09/1985          0.000          3.000        138.000          0.000              0.254              0.258              0.269              0.273              0.275              0.277              0.276              0.287              0.288         34.000         20.529         74.238        830.986          1.554        334.018              2.576             11.643             34.896             42.341             42.963             40.564             58.095             52.667             48.273          0.986      11476.825        244.425         21.399          0.241         13.203          0.000          0.000          0.000          0.000          0.000          0.000         0          0.000          0.000         46.841
       273      1985     30/09/1985          0.000          0.000          1.000          0.000              0.241              0.247              0.259              0.269              0.270              0.270              0.270              0.280              0.280          7.977          0.000         15.068        808.941         13.008        349.476             23.038             12.433             34.170             41.838             42.270             39.581             57.148             51.744             47.254          0.043      11473.975        242.745         20.699          0.208         11.399          0.080          0.000         18.400          3.980        121.630          0.108         0          0.100          0.800         33.025
       304      1985     31/10/1985          0.000          0.000         52.100          4.418              0.234              0.244              0.258              0.268              0.270              0.270              0.270              0.280              0.280         24.132          0.923         24.355        807.214          2.651        321.517              7.926             11.424             20.394             39.612             41.978             40.290             58.733             53.079             48.082          0.289      11467.825        239.357         23.238          0.172          9.441          0.847          0.000        500.109         45.197        458.350          2.691         0          1.000          1.000         61.216
       334      1985     30/11/1985          0.000          0.000          0.000          1.906              0.216              0.228              0.244              0.258              0.266              0.270              0.270              0.280              0.280         11.829          0.000          0.074        793.405          2.252        313.701              8.311              9.100             16.402             38.130             41.496             40.345             58.761             53.080             48.077          0.000      11466.592        238.810         31.945          0.171          9.382          0.387          0.000        757.622         58.172        546.610          3.316         0          1.000          1.000         34.641
       365      1985     31/12/1985          0.000          0.000          0.700          0.103              0.217              0.225              0.239              0.252              0.261              0.268              0.270              0.280              0.280          6.269          0.000          0.000        787.733          2.185        313.911              9.523              9.178             17.066             37.358             40.722             40.121             58.775             53.085             48.083          0.000      11466.367        238.752         41.530          0.171          9.382          0.002          0.000        771.647         50.734        559.150          3.325         0          1.000          1.000         13.212
        31      1986     31/01/1986          0.000          0.000          0.400          0.000              0.209              0.220              0.235              0.248              0.258              0.265              0.270              0.280              0.280          6.419          0.000          0.000        781.714          2.148        314.061             10.648              9.149             17.574             36.880             40.196             39.655             58.785             53.088             48.087          0.000      11466.283        238.753         49.835          0.171          9.382          0.002          0.000        771.695         43.436        565.090          3.325         0          1.000          1.000         19.082
        59      1986     28/02/1986          0.000          0.000          1.300          0.002              0.207              0.216              0.232              0.245              0.255              0.262              0.270              0.280              0.280          5.791          0.000          0.000        777.221          2.063        314.248             11.590              9.229             17.976             36.485             39.749             39.250             58.790             53.090             48.089          0.000      11466.078        238.791         55.894          0.171          9.382          0.002          0.000        771.969         37.767        585.910          3.325         0          1.000          1.000         28.540
        90      1986     31/03/1986          0.000          0.000         19.800          0.029              0.225              0.230              0.238              0.245              0.253              0.261              0.269              0.280              0.280         14.515          0.000          0.000        782.477         99.324        317.398             12.061             11.545             18.907             36.592             39.488             38.983             58.676             53.054             48.091          0.000      11464.838        239.258         58.425          0.156          8.540          0.007          0.000        775.492         32.535        716.590          3.325         0          1.000          1.000         65.764
       120      1986     30/04/1986          0.000          0.000         28.300          3.450              0.248              0.250              0.248              0.245              0.252              0.260              0.269              0.279              0.280         16.586          0.000          0.000        790.741         19.520        398.978             61.797             39.169             23.023             37.084             39.434             38.871             58.544             52.963             48.094          0.003      11459.221        239.943         50.000          0.130          7.094          0.405          0.000       1106.017         37.944       1069.630          3.338         0          1.000          1.000        110.039
       151      1986     31/05/1986          0.000          0.000         11.100         33.017              0.193              0.205              0.215              0.224              0.240              0.253              0.266              0.278              0.280         16.610          0.000          0.000        752.214          1.220        399.814             68.532             37.621             23.384             36.785             38.047             37.063             57.528             52.757             48.098          0.000      11446.502        237.457         37.739          0.084          4.602          0.656          0.000       3425.878         78.639       1680.971          4.989         0          1.000          1.000        156.708
       181      1986     30/06/1986          0.000          0.000         92.100         35.933              0.262              0.264              0.263              0.222              0.229              0.243              0.257              0.272              0.280         35.212          2.445          0.000        770.723          1.102        366.252             16.680             46.657             46.472             37.806             35.189             33.558             52.079             49.707             48.103          0.149      11429.894        231.597         28.776          0.018          1.010          0.507       2205.301       5654.475         68.609       2355.550          9.070         0          1.000          1.000        150.892
       194      1986     13/07/1986          2.000          2.000         75.600          6.404              0.262              0.265              0.274              0.275              0.275              0.273              0.269              0.270              0.280         18.441          3.989          0.000        817.489          1.107        362.776              7.234             25.949             48.537             47.779             43.603             38.214             54.415             49.032             48.014          0.491      11423.702        229.008         26.718          0.008          0.433          0.002       2914.845       6066.446         64.604       2558.891          9.658       192          0.833          1.000         58.023
       212      1986     31/07/1986          0.000          0.000          7.200          0.000              0.251              0.254              0.259              0.266              0.270              0.270              0.270              0.279              0.280         15.040          0.000          0.000        809.649          1.177        371.175             13.567             28.118             47.813             46.635             43.132             38.144             54.936             50.798             48.032          0.019      11409.978        234.360         38.416          1.516        122.091          0.000          0.000          0.000          0.000          0.000          0.000         0          0.000          0.000        126.444
       243      1986     31/08/1986          0.000          1.000         55.800          0.000              0.251              0.256              0.266              0.270              0.270              0.270              0.270              0.280              0.281         42.426          2.625          5.764        814.633          1.363        380.810             15.218             28.423             50.931             48.280             43.934             38.817             55.534             51.405             48.269          0.131      11390.768        235.495         22.630          0.599         48.259          0.000          0.000          0.000          0.000          0.000          0.000         0          0.000          0.000        183.492
       264      1986     21/09/1986          0.000          3.000         22.000          0.000              0.242              0.248              0.261              0.269              0.270              0.270              0.270              0.280              0.280         19.365          1.639          5.736        809.893          1.458        384.736             17.837             28.191             50.645             48.653             44.410             39.215             55.884             51.583             48.318          0.111      11381.252        231.304         18.591          0.488         39.339          0.000          0.000          0.000          0.000          0.000          0.000         0          0.000          0.000         82.480
       273      1986     30/09/1986          0.000          0.000          8.300          0.157              0.236              0.244              0.256              0.266              0.270              0.270              0.270              0.280              0.280         12.024          0.000          0.092        805.919          6.281        412.334             44.793             29.249             50.519             48.177             44.532             39.273             55.905             51.579             48.307          0.000      11376.249        228.547         18.192          0.440         35.405          0.096          0.000         28.071          4.922        136.340          0.163         0          0.200          0.800         41.506
       304      1986     31/10/1986          0.000          0.000         20.400          8.711              0.226              0.236              0.250              0.261              0.268              0.270              0.270              0.280              0.280         17.929          0.000          0.000        799.679          1.878        364.841             19.629             22.338             35.652             47.581             44.385             39.388             55.958             51.592             48.319          0.000      11369.700        225.864         23.646          0.369         29.739          1.126          0.000        902.534         79.323        485.420          4.291         0          1.000          1.000         73.973
       334      1986     30/11/1986          0.000          0.000         11.800          3.228              0.243              0.246              0.250              0.256              0.263              0.270              0.270              0.280              0.280          8.124          0.000          0.000        800.126          1.699        349.842             13.182             20.600             30.321             46.697             43.726             39.404             55.986             51.599             48.327          0.000      11368.489        225.747         39.403          0.343         27.663          0.262          0.000       1276.205         95.760        571.160          5.451         0          1.000          1.000         24.750
       365      1986     31/12/1986          0.000          0.000          8.200          0.034              0.242              0.246              0.253              0.259              0.264              0.269              0.270              0.280              0.280          6.413          0.000          0.000        801.879          1.632        350.107             12.095             20.977             30.937             46.984             43.806             39.370             56.001             51.604             48.332          0.000      11368.321        226.055         55.058          0.319         25.710          0.002          0.000       1282.154         82.386        583.220          5.451         0          1.000          1.000         14.411
        31      1987     31/01/1987          0.000          0.000          0.200          0.001              0.216              0.229              0.244              0.255              0.263              0.269              0.270              0.280              0.280         10.635          0.000          0.000        791.443          1.551        350.325             15.472             19.506             30.128             46.264             43.642             39.355             56.013             51.608             48.337          0.000      11368.165        226.278         68.277          0.307         24.766          0.002          0.000       1282.295         70.539        600.380          5.451         0          1.000          1.000         23.425
        59      1987     28/02/1987          0.000          0.000          8.200          0.008              0.219              0.229              0.240              0.251              0.260              0.267              0.270              0.280              0.280         11.802          0.000          0.000        787.833          1.311        350.738             16.341             20.462             30.251             45.516             43.158             39.038             56.021             51.611             48.340          0.000      11367.534        226.893         76.249          0.298         24.012          0.002          0.000       1283.347         61.370        675.320          5.451         0          1.000          1.000         40.443
        90      1987     31/03/1987          0.000          0.000         23.500          0.037              0.242              0.243              0.249              0.254              0.260              0.265              0.270              0.280              0.280         15.137          0.000          0.000        796.158         98.505        353.764             15.597             22.433             31.828             45.954             43.128             38.841             56.028             51.613             48.342          0.000      11366.163        228.401         80.001          0.275         22.136          0.005          0.000       1287.012         52.727        814.040          5.451         0          1.000          1.000         66.217
       120      1987     30/04/1987          0.000          0.000         30.800          4.733              0.234              0.242              0.251              0.253              0.258              0.265              0.270              0.280              0.280         26.845          0.000          0.000        795.380          9.613        443.394             79.895             43.490             35.495             46.431             43.241             38.836             56.043             51.616             48.346          0.088      11359.148        232.875         63.323          0.192         15.441          0.236          0.000       1617.419         55.025       1226.960          5.521         0          1.000          1.000        136.942
       151      1987     31/05/1987          0.000          0.000         59.500         12.692              0.270              0.275              0.271              0.265              0.256              0.261              0.270              0.280              0.280         29.457          0.000          0.000        812.732          1.007        449.385             33.740             72.667             55.167             50.353             43.488             38.303             55.710             51.607             48.349          0.231      11347.563        233.910         47.612          0.092          7.400          0.249          0.000       2546.972         63.084       1787.060          6.148         0          1.000          1.000        143.605
       181      1987     30/06/1987          0.000          0.000         64.200         15.352              0.245              0.252              0.265              0.269              0.270              0.270              0.270              0.280              0.280         48.694          0.000          0.401        812.484          1.045        428.036             24.063             51.738             62.799             52.107             45.264             38.815             54.313             50.530             48.405          0.233      11332.616        230.796         35.560          0.015          1.222          0.249       1399.901       3541.901         54.393       2439.621          8.855         0          1.000          1.000        160.770
       190      1987     09/07/1987          2.000          2.000          2.400          4.974              0.230              0.240              0.254              0.263              0.267              0.270              0.270              0.279              0.280          7.937          0.000          0.197        801.776          0.977        428.767             29.536             49.881             61.213             51.318             44.981             38.771             54.323             50.365             48.379          0.000      11325.883        228.309         30.999          0.014          1.162          0.002       1591.470       3766.504         52.255       2603.421          9.081       188          0.750          1.000         60.161
       212      1987     31/07/1987          0.000          0.000         73.600          0.000              0.259              0.263              0.271              0.273              0.274              0.274              0.273              0.282              0.282         40.720          6.552          3.467        824.637          1.448        438.823             21.986             47.295             69.835             56.215             47.553             40.378             55.517             51.232             48.812          0.372      11310.697        238.092         40.334          1.015         45.749          0.000          0.000          0.000          0.000          0.000          0.000         0          0.000          0.000        141.693
       243      1987     31/08/1987          0.000          1.000         49.800          0.000              0.255              0.259              0.269              0.270              0.271              0.271              0.271              0.281              0.281         37.394          4.919         14.391        817.734          1.295        448.453             25.651             45.761             72.580             58.093             48.596             41.108             56.259             51.554             48.851          0.338      11287.851        229.508         22.498          0.681         30.673          0.000          0.000          0.000          0.000          0.000          0.000         0          0.000          0.000        187.433
       264      1987     21/09/1987          0.000          3.000         34.400          0.000              0.245              0.251              0.261              0.269              0.270              0.270              0.270              0.280              0.280         25.347          3.194         12.899        810.694          1.392        450.357             26.158             42.720             71.179             59.910             50.051             42.142             57.230             52.008             48.958          0.301      11277.434        225.169         18.338          0.443         19.970          0.000          0.000          0.000          0.000          0.000          0.000         0          0.000          0.000         90.166
       273      1987     30/09/1987          0.000          0.000          3.200          0.198              0.237              0.245              0.257              0.266              0.270              0.270              0.270              0.280              0.280          7.228          0.000          0.004        806.465          5.751        478.580             55.183             42.758             70.656             59.379             50.169             42.204             57.256             52.013             48.962          0.000      11272.206        222.296         17.409          0.399         17.973          0.096          0.000         28.012          4.917        141.450          0.163         0          0.200          0.800         39.826
       304      1987     31/10/1987          0.000          0.000         51.100         10.123              0.259              0.261              0.260              0.268              0.270              0.270              0.270              0.280              0.280         21.498          0.356         12.096        813.491          1.534        424.696             17.807             36.407             52.847             61.598             51.961             43.572             58.547             52.697             49.260          0.319      11262.591        217.843         21.750          0.302         13.612          1.396          0.000        852.845         76.768        556.530          4.674         0          1.000          1.000         77.725
       334      1987     30/11/1987          0.000          0.000         31.000          7.429              0.270              0.270              0.270              0.270              0.270              0.270              0.270              0.280              0.280         11.947          0.001          5.071        820.044          1.427        373.592              8.391             23.462             39.132             44.803             52.186             44.133             59.107             52.992             49.385          0.091      11260.700        217.783         36.503          0.230         10.359          0.002          0.000       1684.195        129.990        714.810          8.569         0          1.000          1.000         33.661
       365      1987     31/12/1987          0.000          0.000          0.000          0.002              0.251              0.255              0.262              0.270              0.270              0.270              0.270              0.280              0.280          7.492          0.000          0.047        812.503          1.325        373.965             10.923             22.317             38.095             44.745             52.214             44.158             59.126             52.998             49.389          0.000      11260.187        217.981         53.988          0.208          9.374          0.002          0.000       1684.409        111.298        745.950          8.569         0          1.000          1.000         19.176
        31      1988     31/01/1988          0.000          0.000          1.500          0.000              0.242              0.248              0.257              0.265              0.270              0.270              0.270              0.280              0.280          6.710          0.000          0.000        807.293          1.288        374.066             12.850             21.883             37.442             43.974             52.224             44.167             59.133             53.001             49.393          0.000      11260.055        218.189         69.415          0.190          8.549          0.002          0.000       1684.413         95.280        746.370          8.569         0          1.000          1.000         17.061
        60      1988     29/02/1988          0.000          0.000         11.700          0.001              0.261              0.262              0.260              0.262              0.268              0.270              0.270              0.280              0.280          7.528          0.000          0.000        811.464          1.205        374.188             11.462             23.721             37.901             43.567             51.832             44.172             59.137             53.003             49.395          0.000      11259.834        218.445         81.245          0.181          8.166          0.002          0.000       1684.541         82.398        757.890          8.569         0          1.000          1.000         19.158
        91      1988     31/03/1988          0.000          0.000         46.500          0.004              0.267              0.270              0.273              0.273              0.274              0.274              0.272              0.282              0.282         11.410          0.000         19.870        826.679        100.934        367.215              4.235             18.419             37.026             43.310             50.580             46.455             62.100             54.772             50.317          0.194      11259.551        218.844         91.486          0.173          7.803          0.003          0.000       1685.140         70.577        803.130          8.569         0          1.000          1.000         31.213
       121      1988     30/04/1988          0.000          0.000         11.200          5.205              0.222              0.233              0.247              0.258              0.267              0.270              0.270              0.280              0.280         25.670          0.000         10.477        796.527         16.009        448.598             91.662             18.138             34.078             41.488             49.386             46.152             62.434             54.970             50.289          0.048      11253.972        224.281         74.639          0.150          6.752          0.447          0.000       2020.077         71.273       1182.510          8.569         0          1.000          1.000        133.133
       152      1988     31/05/1988          0.000          0.000         76.600         33.940              0.229              0.240              0.252              0.258              0.263              0.268              0.270              0.280              0.280         40.659          0.000          0.436        798.092          0.783        454.805             38.664             55.212             52.305             45.801             49.706             45.822             61.984             55.004             50.307          0.417      11242.394        227.322         55.481          0.037          1.670          0.761          0.000       4642.685        118.402       1751.550          9.541         0          1.000          1.000        151.485
       182      1988     30/06/1988          0.000          0.000         89.100         50.353              0.257              0.260              0.262              0.251              0.255              0.261              0.266              0.276              0.280         33.786          0.130          5.441        797.483          0.791        394.478             12.789             36.603             58.783             45.834             43.135             39.779             56.167             50.895             50.494          0.438      11225.205        224.975         39.374          0.009          0.413          0.761       2812.262       7709.481        106.332       2466.090         15.873         0          1.000          1.000        184.181
       197      1988     15/07/1988          2.000          2.000         68.700          9.401              0.250              0.255              0.267              0.270              0.271              0.273              0.273              0.283              0.284         19.069          0.049         17.415        820.248          0.892        385.646              5.556             20.772             51.307             52.085             47.971             43.327             59.784             53.450             51.395          0.589      11218.008        222.942         36.005          0.003          0.143          0.002       3919.211       8386.154         99.126       2703.690         16.345       195          0.857          1.000         64.758
