APSIM output file, version = 5.4
Title = Continuous winter wheat at Xifeng with low N
            day           year           date          event           flag           rain           w_ep          sw(1)          sw(2)          sw(3)          sw(4)          sw(5)          sw(6)          sw(7)          sw(8)          sw(9)             es         runoff          drain         sw_dep          nh4()        tot_no3         no3(1)         no3(2)         no3(3)         no3(4)         no3(5)         no3(6)         no3(7)         no3(8)         no3(9)           dnit       hum_c(1)      biom_c(1)       fom_c(1)    surfaceom_n   surfaceom_wt          w_lai        w_yield      w_biomass      w_root_wt     w_root_dep       w_biom_n          w_mat       n_stress       w_stress             eo
             31           1973     31/01/1973          0.000          0.000          8.500          0.000          0.253          0.256          0.259          0.262          0.267          0.270          0.270          0.280          0.280          4.424          0.000          0.000        809.002          1.275         93.178          2.066          4.520          6.729          8.913         10.212          9.945         16.100         17.303         17.391          0.000      12621.426        181.274         56.448          0.161          4.517          0.002          0.000       1529.934         65.724        657.490          4.351              0          1.000          1.000         10.663
             59           1973     28/02/1973          0.000          0.000          0.700          0.005          0.209          0.229          0.248          0.260          0.267          0.270          0.270          0.280          0.280         14.316          0.000          0.000        795.381          1.141         93.357          2.955          4.105          6.506          8.819         10.227          9.946         16.101         17.305         17.393          0.000      12620.953        181.656         64.556          0.160          4.462          0.002          0.000       1530.481         57.139        694.930          4.353              0          1.000          1.000         35.322
             90           1973     31/03/1973          0.000          0.000         19.400          0.182          0.219          0.231          0.246          0.257          0.265          0.270          0.270          0.280          0.280         20.001          0.000          0.000        794.598          0.607         94.184          3.412          4.460          6.659          8.758         10.138          9.948         16.104         17.308         17.397          0.000      12617.593        184.380         63.016          0.144          4.033          0.013          0.000       1542.722         49.272        907.090          4.355              0          1.000          1.000         78.659
            120           1973     30/04/1973          0.000          0.000         42.900          0.984          0.312          0.270          0.257          0.256          0.262          0.269          0.270          0.280          0.280         23.445          0.000          0.000        813.069          0.618         95.867          3.053          6.008          7.336          8.754          9.993          9.899         16.109         17.313         17.401          0.005      12607.063        188.882         48.299          0.081          2.253          0.018          0.000       1599.521         43.714       1334.830          4.375              0          1.000          1.000        124.563
            151           1973     31/05/1973          0.000          0.000         37.100          1.294          0.251          0.256          0.264          0.263          0.265          0.270          0.270          0.280          0.280         39.085          0.000          0.000        809.790          0.850         92.308          3.602          6.142          7.726          8.126          8.915          8.760         14.316         17.318         17.405          0.004      12593.251        190.479         37.279          0.025          0.692          0.018        288.775       1674.900         37.644       1884.490          5.062              0          1.000          1.000        152.359
            174           1973     23/06/1973          2.000          2.000         43.800          1.029          0.247          0.253          0.265          0.270          0.270          0.271          0.271          0.281          0.281         24.860          1.433         11.509        814.758          0.924         94.068          4.022          6.751          8.936          8.386          8.845          8.654         14.115         16.902         17.457          0.062      12577.531        189.645         28.149          0.011          0.319          0.000        338.159       1726.632         33.713       2328.310          5.210            172          1.000          1.000        127.970
            181           1973     30/06/1973          0.000          0.000         15.200          0.000          0.285          0.269          0.263          0.268          0.270          0.270          0.270          0.280          0.280          9.219          0.024          1.983        818.732          1.217         97.299          4.948          8.539          9.655          8.396          8.854          8.636         14.080         16.827         17.365          0.005      12570.272        193.729         48.389          1.970         62.496          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000         54.736
            212           1973     31/07/1973          0.000          0.000         43.700          0.000          0.255          0.258          0.263          0.269          0.270          0.270          0.270          0.280          0.280         46.776          0.677          1.267        813.712          1.134        110.347          9.663         13.094         13.009          8.701          8.931          8.660         14.100         16.820         17.369          0.010      12541.979        195.737         23.113          1.037         32.898          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000        202.462
            243           1973     31/08/1973          0.000          1.000        224.900          0.000          0.270          0.291          0.291          0.290          0.288          0.286          0.279          0.288          0.287         57.400         76.729         45.867        858.616          1.220        116.263          2.223          9.655         18.797         15.118         11.575          9.867         14.847         16.641         17.541          0.403      12515.663        192.389         14.437          0.250          7.926          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000        163.939
            264           1973     21/09/1973          0.000          3.000         56.600          0.000          0.247          0.253          0.265          0.270          0.270          0.270          0.270          0.281          0.281         39.131          1.817         60.341        813.928          1.284        113.061          3.614          7.541         16.591         15.056         12.284         10.291         15.004         15.917         16.762          0.178      12506.568        190.313         12.690          0.107          3.388          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000         74.825
            273           1973     30/09/1973          0.000          0.000         28.000          0.000          0.252          0.256          0.268          0.270          0.271          0.271          0.271          0.281          0.281         16.519          2.053          6.238        817.118          7.228        128.230         14.914         10.130         16.971         15.274         12.574         10.507         15.157         15.941         16.762          0.044      12502.611        189.218         12.160          0.077          2.434          0.000          0.000          0.000          0.000        119.620          0.000              0          1.000          1.000         31.180
            304           1973     31/10/1973          0.000          0.000         92.500          2.595          0.241          0.251          0.265          0.270          0.270          0.270          0.270          0.280          0.280         39.240         12.925         42.928        811.931          2.662        110.580          4.089          5.496         10.980         16.139         13.809         11.579         16.017         15.974         16.496          0.223      12497.908        188.016         14.778          0.052          1.637          0.609          0.000        349.229         28.154        402.840          1.594              0          1.000          1.000         55.372
            334           1973     30/11/1973          0.000          0.000          4.900          3.244          0.220          0.231          0.247          0.260          0.268          0.270          0.270          0.280          0.280         16.545          0.000          0.159        796.881          1.990         99.930          2.489          2.910          5.109         15.587         13.747         11.583         16.024         15.980         16.500          0.000      12495.715        187.597         21.203          0.048          1.512          1.159          0.000        773.281         47.661        538.080          2.581              0          0.981          1.000         37.976
            365           1973     31/12/1973          0.000          0.000          0.000          0.173          0.213          0.225          0.240          0.253          0.262          0.269          0.270          0.280          0.280          7.789          0.000          0.000        788.919          1.940         99.666          2.849          2.832          5.331         15.129         13.444         11.559         16.029         15.986         16.507          0.000      12495.516        187.577         29.121          0.048          1.512          0.002          0.000        796.218         41.805        545.280          2.620              0          1.000          1.000         16.552
             31           1974     31/01/1974          0.000          0.000          6.500          0.000          0.235          0.238          0.242          0.251          0.259          0.266          0.270          0.280          0.280          4.137          0.000          0.000        791.282          1.925         99.720          2.665          3.214          5.716         14.915         13.253         11.426         16.031         15.989         16.510          0.000      12495.476        187.580         35.984          0.048          1.512          0.002          0.000        796.222         35.789        545.820          2.620              0          1.000          1.000          9.093
             59           1974     28/02/1974          0.000          0.000          6.900          0.002          0.231          0.236          0.245          0.253          0.259          0.265          0.270          0.280          0.280          6.414          0.000          0.000        791.766          1.870         99.823          2.546          3.340          5.828         14.967         13.232         11.377         16.032         15.990         16.512          0.000      12495.311        187.622         41.081          0.048          1.512          0.002          0.000        796.494         31.114        565.920          2.621              0          1.000          1.000         18.061
             90           1974     31/03/1974          0.000          0.000         25.300          0.058          0.242          0.247          0.254          0.258          0.262          0.267          0.270          0.280          0.280         16.144          0.000          0.000        800.864          1.503        100.486          2.311          3.702          6.119         14.950         13.409         11.456         16.033         15.992         16.514          0.001      12493.989        188.072         43.642          0.044          1.406          0.009          0.000        801.227         26.789        674.520          2.622              0          1.000          1.000         63.536
            120           1974     30/04/1974          0.000          0.000         11.700          2.221          0.227          0.235          0.246          0.254          0.261          0.268          0.270          0.280          0.280         16.966          0.000          0.000        793.377          0.938        103.294          4.054          4.692          6.549         14.633         13.294         11.520         16.038         15.996         16.518          0.000      12483.619        189.462         33.504          0.038          1.206          0.044          0.000        940.169         26.802       1095.720          2.672              0          1.000          1.000        144.855
            151           1974     31/05/1974          0.000          0.000         78.300          3.473          0.248          0.253          0.263          0.270          0.270          0.270          0.270          0.280          0.281         34.030          2.405         19.073        812.696          0.965        100.914          2.868          5.348          7.941         12.399         12.672         11.249         15.805         16.133         16.498          0.089      12468.965        188.503         25.558          0.024          0.759          0.044        182.779       1138.859         24.504       1666.559          3.133              0          1.000          1.000        166.124
            181           1974     30/06/1974          0.000          0.000         42.900          4.323          0.250          0.254          0.261          0.266          0.270          0.270          0.270          0.280          0.280         39.779          0.000          0.559        810.934          1.032        101.308          5.193          7.764          9.095         11.104         11.303         10.145         14.490         15.746         16.467          0.004      12446.488        184.642         17.966          0.007          0.219          0.000        447.569       1338.891         21.083       2278.919          3.860            180          1.000          1.000        195.726
            182           1974     01/07/1974          2.000          2.000              ?              ?          0.250          0.254          0.261          0.266          0.270          0.270          0.270          0.280          0.280              ?              ?              ?        810.934          1.032        101.308          5.193          7.764          9.095         11.104         11.303         10.145         14.490         15.746         16.467              ?      12446.488        184.642         17.966          0.007          0.219          0.000        447.569       1338.891         21.083       2278.919          3.860            180              ?              ?              ?
            212           1974     31/07/1974          0.000          0.000         82.100          0.000          0.305          0.291          0.277          0.274          0.272          0.271          0.270          0.280          0.280         51.290          7.330          1.784        832.631          1.086        114.121          6.507         13.547         13.774         11.715         11.494         10.259         14.576         15.770         16.478          0.034      12417.615        186.189         17.609          0.459         15.179          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000        201.880
            243           1974     31/08/1974          0.000          1.000         57.000          0.000          0.244          0.249          0.259          0.268          0.270          0.270          0.270          0.280          0.280         37.769         16.489         26.198        809.175          1.152        121.307          9.848         13.529         16.242         12.413         11.635         10.557         15.040         15.699         16.344          0.137      12393.505        180.919         11.591          0.296          9.798          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000        189.859
            264           1974     21/09/1974          0.000          3.000        101.300          0.000          0.252          0.256          0.267          0.270          0.271          0.271          0.271          0.282          0.282         33.120         11.853         48.185        817.318          1.242        119.502          4.147          9.982         17.819         14.987         12.835         11.397         16.116         15.934         16.286          0.298      12384.547        179.210         10.212          0.148          4.885          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000         66.782
            273           1974     30/09/1974          0.000          0.000         32.100          0.016          0.325          0.293          0.279          0.275          0.273          0.272          0.271          0.280          0.280          7.924          1.842          2.998        836.637          6.089        136.079         12.594         15.711         19.537         15.523         13.052         11.467         16.128         15.884         16.184          0.057      12380.026        178.042          9.853          0.126          4.153          0.085          0.000         21.687          4.287        132.930          0.127              0          1.000          1.000         33.369
            304           1974     31/10/1974          0.000          0.000         56.400          4.235          0.261          0.264          0.270          0.271          0.271          0.271          0.270          0.280          0.280         32.507          1.522         35.802        818.971          2.197        108.789          2.514          4.218         10.056         16.518         14.039         12.169         16.942         16.178         16.155          0.188      12374.806        176.952         14.443          0.091          3.009          0.890          0.000        527.250         42.213        428.190          2.370              0          1.000          1.000         62.306
            334           1974     30/11/1974          0.000          0.000         30.000          2.991          0.303          0.272          0.270          0.270          0.270          0.270          0.270          0.280          0.280         13.388          0.000          8.929        823.663          1.770        100.587          1.244          2.719          4.963         15.597         14.188         12.329         17.136         16.258         16.153          0.022      12373.016        176.789         23.962          0.082          2.716          1.543          0.000        963.810         61.266        553.170          3.039              0          0.854          1.000         29.240
            365           1974     31/12/1974          0.000          0.000         13.600          0.006          0.279          0.273          0.271          0.271          0.270          0.270          0.270          0.280          0.280          1.513          0.000         13.488        822.256          1.765         98.870          0.757          2.466          4.722         13.940         14.267         12.632         17.492         16.419         16.174          0.026      12372.996        176.789         34.712          0.082          2.715          0.002          0.000        966.991         52.596        554.310          3.052              0          0.982          1.000          3.079
             31           1975     31/01/1975          0.000          0.000          2.200          0.000          0.259          0.263          0.269          0.270          0.270          0.270          0.270          0.280          0.280          4.951          0.000          2.157        817.347          1.765         98.617          0.828          2.342          4.668         13.719         14.236         12.660         17.542         16.444         16.178          0.003      12372.996        176.789         43.931          0.082          2.715          0.002          0.000        966.991         45.027        554.310          3.053              0          1.000          1.000          9.387
             59           1975     28/02/1975          0.000          0.000          5.100          0.004          0.240          0.245          0.258          0.268          0.270          0.270          0.270          0.280          0.280         14.841          0.000          0.000        807.603          1.675         98.752          1.280          2.242          4.558         13.606         14.238         12.660         17.543         16.445         16.181          0.000      12372.752        176.928         50.510          0.081          2.686          0.003          0.000        967.413         39.151        584.490          3.054              0          1.000          1.000         28.148
             90           1975     31/03/1975          0.000          0.000         20.500          0.067          0.244          0.249          0.257          0.263          0.269          0.270          0.270          0.280          0.280         21.234          0.000          0.000        806.802          1.246         99.416          1.671          2.537          4.794         13.365         14.213         12.661         17.545         16.447         16.183          0.000      12371.204        177.892         53.322          0.074          2.463          0.016          0.000        975.918         33.792        722.130          3.057              0          1.000          1.000         68.010
            120           1975     30/04/1975          0.000          0.000         47.900          1.329          0.283          0.271          0.269          0.270          0.270          0.270          0.270          0.280          0.280         26.869          0.159          5.148        821.198          0.783         99.829          1.505          3.119          5.282         12.729         14.025         12.756         17.688         16.521         16.203          0.017      12366.202        180.241         48.031          0.061          2.015          0.072          0.000       1102.229         32.639       1028.130          3.095              0          1.000          1.000         99.903
            151           1975     31/05/1975          0.000          0.000         43.300          4.478          0.241          0.248          0.259          0.266          0.270          0.270          0.270          0.280          0.280         46.086          0.000          5.929        808.006          0.805         99.445          2.554          3.564          5.496         11.624         13.211         12.345         17.842         16.597         16.212          0.014      12356.036        182.499         37.871          0.028          0.930          0.072         49.057       1403.421         32.179       1509.870          3.307              0          1.000          1.000        150.006
            181           1975     30/06/1975          0.000          0.000         42.600          7.088          0.244          0.250          0.260          0.265          0.268          0.270          0.270          0.280          0.280         35.605          0.039          0.000        807.874          0.908         92.138          3.858          5.500          6.583          9.477         10.236          9.739         14.526         16.001         16.219          0.006      12334.723        181.773         24.379          0.010          0.317          0.072        596.908       1730.878         27.709       2200.590          4.687              0          1.000          1.000        180.115
            189           1975     08/07/1975          2.000          2.000         12.300          0.812          0.249          0.253          0.261          0.265          0.268          0.270          0.270          0.280          0.280          9.633          0.000          0.000        809.729          0.942         93.450          4.184          6.307          7.057          9.444         10.200          9.687         14.453         15.898         16.220          0.000      12329.335        181.078         22.294          0.006          0.210          0.000        613.212       1760.190         26.753       2298.870          4.736            187          1.000          1.000         29.385
            212           1975     31/07/1975          0.000          0.000        200.600          0.000          0.263          0.266          0.274          0.277          0.279          0.280          0.277          0.287          0.287         55.292         73.497         44.193        837.347          1.147         96.464          2.596          6.143          9.761          9.595         10.138         10.196         15.429         16.124         16.482          0.225      12311.283        188.408         27.195          0.454         16.494          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000        141.829
            243           1975     31/08/1975          0.000          1.000         36.700          0.000          0.254          0.256          0.257          0.266          0.270          0.270          0.270          0.280          0.280         41.656          0.447         21.417        810.527          1.123        105.590          7.360         10.106         11.894          9.517          9.887          9.844         15.178         15.746         16.059          0.032      12284.620        184.021         15.272          0.247          8.947          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000        179.629
            264           1975     21/09/1975          0.000          3.000        149.100          0.000          0.270          0.277          0.278          0.276          0.275          0.274          0.272          0.282          0.282         37.791         38.580         52.006        831.250          1.230        103.080          2.242          7.180         13.471         11.727         10.584         10.133         15.728         15.933         16.082          0.261      12276.614        182.732         13.298          0.090          3.272          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000         46.223
            273           1975     30/09/1975          0.000          0.000         99.700          0.000          0.318          0.305          0.294          0.292          0.291          0.289          0.280          0.289          0.288         15.697         13.189         30.315        871.749          9.786        112.169          4.360          8.553         13.710         13.109         11.919         11.051         16.562         16.480         16.425          0.221      12273.985        182.151         12.862          0.058          2.108          0.000          0.000          0.000          0.000        119.300          0.000              0          1.000          1.000         16.708
            304           1975     31/10/1975          0.000          0.000         81.500          1.965          0.259          0.263          0.270          0.271          0.272          0.272          0.272          0.283          0.283         33.019          1.272         94.450        822.542          2.718         94.019          1.543          2.751          6.318         11.056         11.548         11.070         16.921         16.579         16.232          0.256      12268.531        180.904         15.856          0.035          1.275          0.568          0.000        323.386         26.615        434.170          1.395              0          1.000          1.000         51.377
            334           1975     30/11/1975          0.000          0.000         30.300          0.259          0.251          0.255          0.266          0.270          0.270          0.270          0.270          0.280          0.280         13.185          0.000         25.530        813.869          2.433         88.346          0.923          1.852          3.855          9.690         11.212         11.054         17.030         16.598         16.132          0.047      12267.832        180.796         21.728          0.033          1.199          0.052          0.000        428.687         29.020        517.090          1.667              0          1.000          1.000         20.666
            365           1975     31/12/1975          0.000          0.000         18.300          0.007          0.261          0.264          0.270          0.270          0.270          0.270          0.270          0.280          0.280          4.775          0.011          9.513        817.863          2.391         87.342          0.670          1.815          3.790          9.048         11.000         11.056         17.124         16.672         16.166          0.014      12267.722        180.788         27.412          0.033          1.195          0.002          0.000        430.006         24.909        524.590          1.668              0          1.000          1.000          6.744
             31           1976     31/01/1976          0.000          0.000          0.000          0.000          0.248          0.252          0.260          0.268          0.270          0.270          0.270          0.280          0.280          7.017          0.000          0.000        810.846          2.391         87.353          0.871          1.773          3.694          8.988         11.001         11.057         17.126         16.674         16.170          0.000      12267.722        180.788         32.349          0.033          1.195          0.002          0.000        430.006         21.325        524.590          1.669              0          1.000          1.000          9.879
             60           1976     29/02/1976          0.000          0.000         14.900          0.001          0.253          0.255          0.258          0.263          0.269          0.270          0.270          0.280          0.280         16.331          0.000          0.000        809.413          2.321         87.493          0.980          1.906          3.779          8.824         10.972         11.057         17.127         16.676         16.173          0.000      12267.563        180.813         36.100          0.033          1.195          0.002          0.000        430.156         18.447        537.550          1.669              0          1.000          1.000         23.587
             91           1976     31/03/1976          0.000          0.000          4.900          0.015          0.226          0.234          0.247          0.259          0.266          0.270          0.270          0.280          0.280         17.225          0.000          0.000        797.074          1.950         88.138          1.754          1.946          3.839          8.698         10.861         11.058         17.128         16.678         16.174          0.000      12266.580        181.045         38.155          0.033          1.184          0.004          0.000        432.350         15.881        637.750          1.669              0          1.000          1.000         69.101
            121           1976     30/04/1976          0.000          0.000         51.200          0.633          0.253          0.256          0.261          0.264          0.268          0.270          0.270          0.280          0.280         37.068          0.000          0.000        810.572          1.110         90.428          2.256          3.048          4.471          8.724         10.880         11.061         17.131         16.680         16.177          0.003      12261.000        181.965         33.284          0.024          0.872          0.032          0.000        477.605         14.968        944.710          1.680              0          1.000          1.000        102.278
            152           1976     31/05/1976          0.000          0.000         32.400          2.350          0.259          0.260          0.258          0.261          0.267          0.270          0.270          0.280          0.280         30.909          0.000          0.000        809.713          1.041         93.837          3.236          5.060          5.436          8.591         10.590         10.921         17.137         16.685         16.181          0.000      12247.971        181.573         24.736          0.013          0.477          0.033         13.373        619.723         15.347       1472.830          1.760              0          1.000          1.000        156.043
            182           1976     30/06/1976          0.000          0.000         63.900          2.823          0.253          0.257          0.267          0.270          0.270          0.270          0.270          0.280          0.281         39.182          2.424         13.828        815.355          1.051         92.976          3.482          6.203          7.579          8.090          9.414          9.745         15.646         16.548         16.269          0.058      12228.836        178.594         17.578          0.005          0.195          0.033        250.003        762.139         13.238       2132.170          2.352              0          1.000          1.000        168.427
            193           1976     11/07/1976          2.000          2.000          0.500          0.663          0.239          0.246          0.258          0.267          0.270          0.270          0.270          0.280          0.280          6.809          0.000          0.660        807.723          1.045         94.639          4.991          6.760          7.880          7.998          9.328          9.636         15.477         16.339         16.231          0.000      12221.862        177.212         15.827          0.005          0.189          0.000        277.611        792.250         12.591       2295.791          2.435            191          1.000          1.000         52.183
            213           1976     31/07/1976          0.000          0.000         70.400          0.000          0.264          0.267          0.273          0.272          0.271          0.271          0.270          0.280          0.280         31.609         14.559         10.972        820.984          1.154        101.405          5.457          9.570         10.819          8.503          9.292          9.627         15.546         16.339         16.252          0.059      12203.689        176.989         17.813          0.557         16.661          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000        118.376
            244           1976     31/08/1976          0.000          1.000        215.200          0.000          0.263          0.267          0.274          0.279          0.283          0.286          0.281          0.292          0.293         64.527         37.162         85.308        849.187          1.170         98.660          0.996          4.365         10.815         11.191         10.618         10.289         16.401         16.985         17.001          0.412      12186.986        175.290         12.722          0.113          3.373          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000        114.649
            264           1976     20/09/1976          0.000          3.000         58.900          0.000          0.261          0.264          0.269          0.270          0.270          0.270          0.270          0.280          0.280         29.489         15.054         45.614        817.929          1.205         97.318          2.217          4.911         10.781         10.856         10.313          9.838         15.849         16.294         16.259          0.089      12177.896        173.221         10.933          0.086          2.561          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000         64.196
            274           1976     30/09/1976          0.000          0.000          0.000          0.125          0.246          0.251          0.262          0.269          0.270          0.270          0.270          0.280          0.280          6.553          0.000          0.125        811.126          6.529        113.330         17.529          5.340         10.988         10.889         10.336          9.843         15.853         16.296         16.256          0.000      12173.615        172.195         10.388          0.073          2.177          0.093          0.000         26.350          4.751        142.490          0.154              0          1.000          1.000         37.831
            305           1976     31/10/1976          0.000          0.000         10.100          8.954          0.219          0.229          0.245          0.260          0.269          0.270          0.270          0.280          0.280         16.272          0.000          0.000        796.000          1.630         92.557          4.224          3.422          5.649         10.630         10.330          9.856         15.868         16.310         16.268          0.000      12165.807        170.537         14.468          0.063          1.871          1.302          0.000        797.244         57.719        504.110          2.398              0          0.952          1.000         69.036
            335           1976     30/11/1976          0.000          0.000          5.400          1.627          0.222          0.229          0.242          0.254          0.263          0.269          0.270          0.280          0.280          8.347          0.000          0.000        791.426          1.489         90.452          3.283          3.225          5.124         10.391         10.120          9.841         15.874         16.317         16.276          0.000      12164.623        170.385         24.669          0.063          1.871          0.002          0.000       1001.700         60.335        564.530          2.625              0          0.795          1.000         24.145
            366           1976     31/12/1976          0.000          0.000          5.100          0.000          0.229          0.234          0.243          0.252          0.260          0.267          0.270          0.280          0.280          5.186          0.000          0.000        791.340          1.468         90.542          3.196          3.464          5.287         10.322         10.033          9.758         15.878         16.322         16.282          0.000      12164.549        170.393         34.338          0.063          1.871          0.002          0.000       1001.717         51.653        566.930          2.626              0          1.000          1.000         11.364
             31           1977     31/01/1977          0.000          0.000          3.900          0.000          0.238          0.240          0.243          0.251          0.259          0.265          0.270          0.280          0.280          3.055          0.000          0.000        792.184          1.468         90.528          3.071          3.673          5.391         10.255          9.960          9.690         15.879         16.324         16.285          0.000      12164.549        170.393         42.690          0.063          1.871          0.002          0.000       1001.717         44.219        566.930          2.627              0          1.000          1.000          6.080
             59           1977     28/02/1977          0.000          0.000          3.000          0.008          0.223          0.230          0.241          0.251          0.258          0.264          0.270          0.280          0.280          7.592          0.000          0.000        787.584          1.367         90.667          3.301          3.625          5.415         10.244          9.934          9.655         15.880         16.326         16.287          0.000      12164.202        170.585         48.356          0.063          1.871          0.003          0.000       1002.403         38.461        606.590          2.629              0          1.000          1.000         31.618
             90           1977     31/03/1977          0.000          0.000          2.000          0.131          0.213          0.222          0.236          0.247          0.256          0.263          0.270          0.280          0.280          8.205          0.000          0.000        781.249          0.839         91.655          4.233          3.824          5.578         10.049          9.865          9.603         15.883         16.329         16.290          0.000      12160.767        172.286         46.773          0.063          1.871          0.011          0.000       1013.727         33.273        822.290          2.635              0          1.000          1.000         83.545
            120           1977     30/04/1977          0.000          0.000         62.200          0.811          0.265          0.268          0.270          0.270          0.268          0.265          0.270          0.280          0.280         25.665          0.236          0.000        816.736          0.743         93.143          2.055          5.156          7.071         10.395         10.275          9.681         15.887         16.330         16.293          0.016      12153.039        174.545         39.040          0.036          1.075          0.023          0.000       1076.883         30.271       1199.930          2.658              0          1.000          1.000        114.305
            151           1977     31/05/1977          0.000          0.000         31.800          1.625          0.249          0.253          0.260          0.265          0.270          0.270          0.270          0.280          0.280         37.078          0.000          0.000        809.834          0.837         92.456          3.582          5.667          7.117          9.584          9.651          9.228         14.994         16.336         16.297          0.002      12140.639        175.525         29.949          0.017          0.511          0.023        158.424       1179.589         26.668       1725.470          3.047              0          1.000          1.000        160.091
            181           1977     30/06/1977          0.000          0.000         31.000          2.040          0.253          0.257          0.265          0.264          0.267          0.270          0.270          0.280          0.280         26.981          0.106          0.000        811.706          0.903         95.097          5.042          8.013          8.682          9.158          9.003          8.679         14.129         16.088         16.303          0.010      12119.702        173.715         20.220          0.010          0.301          0.000        302.440       1274.070         22.945       2341.970          3.439            180          1.000          1.000        184.374
            182           1977     01/07/1977          2.000          2.000              ?              ?          0.253          0.257          0.265          0.264          0.267          0.270          0.270          0.280          0.280              ?              ?              ?        811.706          0.903         95.097          5.042          8.013          8.682          9.158          9.003          8.679         14.129         16.088         16.303              ?      12119.702        173.715         20.220          0.010          0.301          0.000        302.440       1274.070         22.945       2341.970          3.439            180              ?              ?              ?
            212           1977     31/07/1977          0.000          0.000        164.600          0.000          0.259          0.262          0.269          0.270          0.270          0.270          0.270          0.280          0.280         54.532         55.962         48.804        817.008          1.064        100.003          5.237          8.989         11.623          9.714          9.330          8.921         14.309         15.715         16.166          0.203      12094.311        178.189         20.265          0.462         16.815          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000        192.699
