APSIM output file, version = 5.4
Title = Continuous winter wheat at Xifeng with low N
            day           year           date          event           flag           rain           w_ep          sw(1)          sw(2)          sw(3)          sw(4)          sw(5)          sw(6)          sw(7)          sw(8)          sw(9)             es         runoff          drain         sw_dep          nh4()        tot_no3         no3(1)         no3(2)         no3(3)         no3(4)         no3(5)         no3(6)         no3(7)         no3(8)         no3(9)           dnit       hum_c(1)      biom_c(1)       fom_c(1)    surfaceom_n   surfaceom_wt          w_lai        w_yield      w_biomass      w_root_wt     w_root_dep       w_biom_n          w_mat       n_stress       w_stress             eo
            181           1999     30/06/1999          0.000          0.000         28.800          0.000          0.240          0.247          0.259          0.268          0.270          0.270          0.270          0.280          0.280         22.961          2.227         10.409        808.438          0.875         65.717          4.007          4.901          5.932          4.442          5.836          6.404         10.402         12.032         11.762          0.022       9907.324        172.856         42.060          1.523         60.219          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000        105.027
            212           1999     31/07/1999          0.000          0.000        142.800          0.000          0.252          0.256          0.266          0.270          0.270          0.270          0.270          0.281          0.281         62.112         22.398         51.086        815.643          0.862         69.722          3.474          6.102          8.547          5.984          5.661          6.060         10.390         11.682         11.821          0.152       9890.658        175.537         23.538          0.473         18.714          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000        175.136
            243           1999     31/08/1999          0.000          1.000         25.700          0.000          0.251          0.255          0.263          0.269          0.270          0.270          0.270          0.280          0.280         27.468          0.005          1.404        812.466          0.951         79.449          6.806          9.823         11.013          6.198          5.715          6.065         10.388         11.660         11.781          0.003       9870.721        168.959         14.513          0.295         11.677          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000        177.927
            264           1999     21/09/1999          0.000          3.000         20.200          0.000          0.255          0.258          0.262          0.266          0.270          0.270          0.270          0.280          0.280         20.182          0.000          0.000        812.484          1.033         84.593          8.056         12.146         12.416          6.294          5.749          6.073         10.399         11.670         11.789          0.000       9860.555        165.183         11.993          0.216          8.538          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000         73.197
            273           1999     30/09/1999          0.000          0.000         12.400          0.008          0.264          0.265          0.261          0.266          0.270          0.270          0.270          0.280          0.280         10.119          0.000          0.000        814.758          5.476        101.813         21.584         15.143         13.012          6.362          5.763          6.077         10.404         11.674         11.793          0.000       9856.957        163.834         11.625          0.172          6.789          0.085          0.000         21.706          4.289        139.220          0.127              0          1.000          1.000         27.765
            304           1999     31/10/1999          0.000          0.000         32.600          9.138          0.250          0.252          0.248          0.261          0.269          0.270          0.270          0.280          0.280         24.893          0.000          8.670        804.656          1.387         73.019          4.514          7.215          8.248          7.250          5.910          6.062         10.396         11.631         11.793          0.051       9850.907        161.775         15.319          0.141          5.586          1.317          0.000        809.689         57.743        526.460          2.846              0          0.982          1.000         68.249
            334           1999     30/11/1999          0.000          0.000          6.000          5.542          0.223          0.230          0.243          0.255          0.263          0.270          0.270          0.280          0.280         12.367          0.000          0.000        792.746          1.185         60.738          2.325          3.378          4.799          4.523          5.804          6.064         10.404         11.639         11.801          0.000       9849.140        161.539         26.346          0.118          4.665          0.555          0.000       1519.667         82.400        689.960          3.930              0          0.673          1.000         34.030
            365           1999     31/12/1999          0.000          0.000          0.700          0.116          0.209          0.222          0.238          0.251          0.260          0.267          0.270          0.280          0.280          8.304          0.000          0.000        785.027          1.128         60.621          2.749          3.212          4.666          4.392          5.736          6.007         10.408         11.644         11.807          0.000       9848.929        161.573         38.400          0.117          4.632          0.002          0.000       1536.762         71.142        716.720          3.949              0          1.000          1.000         20.661
             31           2000     31/01/2000          0.000          0.000         10.300          0.000          0.239          0.240          0.243          0.249          0.257          0.264          0.270          0.280          0.280          4.123          0.000          0.000        791.204          1.102         60.677          2.335          3.667          4.795          4.395          5.678          5.941         10.410         11.647         11.811          0.000       9848.855        161.598         48.889          0.117          4.628          0.002          0.000       1536.827         60.905        725.780          3.949              0          1.000          1.000          9.953
             60           2000     29/02/2000          0.000          0.000          7.000          0.002          0.226          0.235          0.242          0.249          0.257          0.263          0.270          0.280          0.280         10.321          0.000          0.000        787.881          1.052         60.737          2.445          3.652          4.795          4.401          5.661          5.912         10.411         11.648         11.813          0.000       9848.734        161.695         57.030          0.117          4.608          0.002          0.000       1537.079         52.673        745.220          3.950              0          1.000          1.000         31.709
             91           2000     31/03/2000          0.000          0.000          6.100          0.160          0.214          0.224          0.237          0.247          0.255          0.262          0.270          0.280          0.280         12.118          0.000          0.000        781.703          0.506         61.450          3.107          3.740          4.823          4.380          5.632          5.888         10.413         11.651         11.815          0.000       9846.235        163.827         55.439          0.103          4.075          0.009          0.000       1549.809         45.458        993.440          3.954              0          1.000          1.000         98.418
            121           2000     30/04/2000          0.000          0.000         15.900          0.566          0.216          0.226          0.238          0.247          0.255          0.261          0.270          0.280          0.280         15.350          0.000          0.000        781.687          0.485         62.706          3.650          4.250          5.060          4.395          5.607          5.870         10.406         11.649         11.819          0.000       9839.052        166.697         43.508          0.087          3.447          0.009          0.000       1587.553         39.825       1420.520          3.966              0          1.000          1.000        142.305
            152           2000     31/05/2000          0.000          0.000         16.600          0.976          0.218          0.227          0.239          0.247          0.254          0.261          0.269          0.280          0.280         15.547          0.000          0.000        781.764          0.726         60.631          4.399          5.089          5.311          3.988          4.820          4.955          8.662         11.585         11.823          0.000       9823.759        166.309         28.342          0.064          2.532          0.009        268.095       1632.390         34.136       2116.400          4.613              0          1.000          1.000        185.733
            165           2000     13/06/2000          2.000          2.000         22.300          0.223          0.237          0.244          0.252          0.253          0.255          0.261          0.269          0.279          0.280         10.951          0.000          0.000        792.890          0.754         62.549          4.260          6.124          6.273          4.156          4.835          4.941          8.625         11.510         11.825          0.010       9817.605        165.284         24.844          0.038          1.489          0.000        276.874       1642.858         32.143       2326.340          4.639            163          1.000          1.000         63.931
            182           2000     30/06/2000          0.000          0.000         76.500          0.000          0.249          0.255          0.267          0.271          0.271          0.272          0.272          0.282          0.282         38.200          6.613          6.248        818.329          1.091         66.630          3.673          6.586          8.545          5.429          5.164          5.162          8.707         11.470         11.896          0.051       9809.529        173.234         37.350          0.871         29.993          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000         96.063
            213           2000     31/07/2000          0.000          0.000         57.300          0.000          0.251          0.255          0.262          0.269          0.270          0.270          0.270          0.280          0.280         48.710          3.662         10.923        812.334          0.900         76.898          7.420         10.123         11.291          6.002          5.240          5.136          8.657         11.249         11.781          0.028       9788.019        170.096         18.646          0.388         13.354          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000        203.818
            244           2000     31/08/2000          0.000          1.000         99.800          0.000          0.240          0.247          0.260          0.269          0.270          0.270          0.270          0.280          0.280         53.549         18.821         30.542        809.222          0.955         82.864          7.224         10.559         14.339          8.342          5.972          5.303          8.675         10.818         11.630          0.119       9771.229        164.662         12.787          0.131          4.514          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000        152.103
            264           2000     20/09/2000          0.000          3.000         16.100          0.000          0.237          0.244          0.257          0.266          0.270          0.270          0.270          0.280          0.280         18.643          0.180          0.027        806.471          0.973         87.501          9.354         11.845         15.397          8.442          6.003          5.311          8.685         10.826         11.637          0.007       9762.256        161.081         10.883          0.106          3.668          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000         86.102
            274           2000     30/09/2000          0.000          0.000         58.400          0.012          0.279          0.283          0.280          0.280          0.279          0.279          0.275          0.284          0.283         15.039          3.432          5.678        840.710          5.682        103.799          9.707         18.544         20.151         11.251          7.007          5.674          8.867         10.867         11.731          0.121       9758.860        159.810         10.478          0.072          2.495          0.085          0.000         21.658          4.284        136.550          0.126              0          1.000          1.000         21.494
            305           2000     31/10/2000          0.000          0.000         65.500          1.504          0.248          0.254          0.265          0.270          0.270          0.270          0.270          0.280          0.280         33.387          9.197         48.961        813.161          1.949         89.656          5.265          9.258         15.045         13.971          8.971          6.483          9.077         10.311         11.275          0.161       9755.009        158.465         13.529          0.047          1.619          0.498          0.000        278.895         22.782        447.110          1.349              0          1.000          1.000         47.772
            335           2000     30/11/2000          0.000          0.000         13.100          2.023          0.245          0.250          0.259          0.266          0.270          0.270          0.270          0.280          0.280         15.266          0.000          0.004        808.969          1.645         82.576          4.356          7.131         11.121         13.815          8.982          6.486          9.083         10.318         11.282          0.000       9753.987        158.188         18.914          0.044          1.522          0.455          0.000        473.888         30.693        531.110          1.973              0          1.000          1.000         28.187
            366           2000     31/12/2000          0.000          0.000          0.800          0.224          0.225          0.234          0.248          0.259          0.267          0.270          0.270          0.280          0.280         11.922          0.000          0.000        797.624          1.555         82.935          5.778          6.784         10.861         13.423          8.900          6.489          9.088         10.324         11.288          0.000       9753.676        158.161         24.278          0.044          1.513          0.201          0.000        507.288         27.908        568.670          1.973              0          1.000          1.000         22.707
             31           2001     31/01/2001          0.000          0.000         12.300          0.009          0.248          0.251          0.253          0.257          0.263          0.270          0.270          0.280          0.280          7.088          0.000          0.000        802.826          1.544         82.994          4.862          7.762         11.195         13.219          8.767          6.481          9.090         10.327         11.292          0.000       9753.644        158.161         29.212          0.044          1.513          0.002          0.000        508.524         23.943        571.670          1.973              0          1.000          1.000         12.933
             59           2001     28/02/2001          0.000          0.000         13.900          0.004          0.236          0.243          0.251          0.258          0.264          0.270          0.270          0.280          0.280         16.715          0.000          0.000        800.007          1.456         83.196          5.016          7.756         11.172         13.262          8.791          6.484          9.091         10.329         11.294          0.000       9753.356        158.214         32.571          0.043          1.477          0.002          0.000        509.159         20.833        617.150          1.973              0          1.000          1.000         34.770
             90           2001     31/03/2001          0.000          0.000          6.300          0.195          0.225          0.233          0.245          0.255          0.262          0.269          0.270          0.280          0.280         12.727          0.000          0.000        793.385          0.988         84.509          6.412          7.898         11.174         13.090          8.744          6.468          9.094         10.331         11.297          0.000       9750.581        158.647         31.351          0.040          1.378          0.015          0.000        523.791         18.261        854.870          1.975              0          1.000          1.000         96.810
            120           2001     30/04/2001          0.000          0.000         38.900          0.774          0.254          0.257          0.262          0.261          0.263          0.268          0.270          0.280          0.280         23.788          0.000          0.000        807.722          0.853         86.350          4.746          9.592         12.720         13.363          8.758          6.441          9.097         10.334         11.300          0.003       9744.803        158.647         26.884          0.031          1.071          0.019          0.000        576.811         17.000       1220.750          1.995              0          1.000          1.000        105.750
            151           2001     31/05/2001          0.000          0.000          9.200          1.914          0.225          0.233          0.246          0.255          0.263          0.269          0.270          0.280          0.280         21.157          0.000          0.000        793.851          0.849         87.585          7.739          9.851         12.404         12.387          8.441          6.262          8.858         10.339         11.304          0.000       9730.945        156.209         18.625          0.023          0.783          0.019        155.157        671.724         14.943       1870.910          2.381              0          1.000          1.000        188.123
            173           2001     22/06/2001          2.000          2.000         39.100          1.227          0.247          0.252          0.261          0.266          0.267          0.270          0.270          0.280          0.280         22.208          0.336          0.000        809.179          0.850         90.893          6.721         11.409         14.644         12.891          8.597          6.244          8.790         10.289         11.308          0.019       9719.104        153.049         14.635          0.012          0.422          0.000        200.802        721.435         13.450       2294.089          2.518            171          1.000          1.000        122.438
            181           2001     30/06/2001          0.000          0.000         27.500          0.000          0.262          0.265          0.271          0.271          0.271          0.270          0.270          0.280          0.280         14.344          2.837          0.031        819.468          1.022         94.315          6.667         12.517         16.302         13.326          8.827          6.271          8.800         10.295         11.311          0.026       9712.739        153.570         22.302          0.832         21.659          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000         65.196
            212           2001     31/07/2001          0.000          0.000         81.000          0.000          0.258          0.262          0.271          0.273          0.274          0.275          0.273          0.283          0.283         56.477          6.120         12.590        825.280          0.961        104.611          7.218         14.472         20.081         14.919         10.121          7.025          9.160         10.297         11.318          0.128       9689.867        149.475         11.477          0.328          8.531          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000        214.932
            243           2001     31/08/2001          0.000          1.000         92.600          0.000          0.270          0.279          0.276          0.275          0.275          0.274          0.272          0.282          0.282         43.671         15.808         27.697        830.704          0.951        111.551          5.179         14.854         23.127         17.345         11.886          8.122          9.750         10.189         11.098          0.180       9670.225        143.698          7.849          0.158          4.115          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000        166.130
            264           2001     21/09/2001          0.000          3.000         81.000          0.000          0.310          0.299          0.287          0.284          0.280          0.278          0.273          0.282          0.282         36.084          9.472         18.181        847.967          0.990        113.478          3.317         12.724         23.599         19.395         13.622          9.211         10.383         10.236         10.990          0.125       9663.155        141.683          7.027          0.077          2.013          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000         59.560
            273           2001     30/09/2001          0.000          0.000        115.200          0.000          0.265          0.268          0.279          0.280          0.281          0.281          0.277          0.287          0.287         19.595         41.954         59.952        841.667         11.262        119.181          7.589          8.363         18.171         19.464         16.822         12.799         13.636         11.255         11.081          0.281       9661.521        141.229          6.932          0.049          1.288          0.000          0.000          0.000          0.000        120.210          0.000              0          1.000          1.000         21.852
            304           2001     31/10/2001          0.000          0.000         30.400          4.213          0.241          0.247          0.256          0.267          0.270          0.270          0.270          0.280          0.280         32.936          0.000         27.611        807.307          2.137        101.024          3.932          3.945          8.686         18.525         16.501         12.914         14.215         11.433         10.872          0.056       9656.278        139.812         10.962          0.031          0.813          0.954          0.000        572.443         43.421        488.870          2.229              0          1.000          1.000         60.495
            334           2001     30/11/2001          0.000          0.000          6.400          4.994          0.218          0.228          0.244          0.258          0.267          0.270          0.270          0.280          0.280         14.809          0.000          0.002        793.902          1.504         85.910          2.402          2.555          4.881         10.298         16.311         12.919         14.223         11.442         10.880          0.000       9654.527        139.607         20.623          0.030          0.790          1.955          0.000       1273.455         71.674        646.010          3.572              0          0.665          1.000         38.660
            365           2001     31/12/2001          0.000          0.000          2.300          0.001          0.223          0.232          0.243          0.254          0.262          0.269          0.270          0.280          0.280          4.355          0.000          0.000        791.846          1.491         85.939          2.529          2.663          5.081         10.232         16.015         12.864         14.226         11.446         10.885          0.000       9654.496        139.610         32.105          0.030          0.790          0.002          0.000       1273.938         61.377        646.850          3.574              0          0.954          1.000         10.097
             31           2002     31/01/2002          0.000          0.000          6.100          0.004          0.229          0.235          0.243          0.252          0.260          0.266          0.270          0.280          0.280          6.616          0.000          0.000        791.326          1.313         86.253          2.576          2.974          5.284         10.257         15.844         12.750         14.229         11.450         10.889          0.000       9654.070        139.790         41.023          0.030          0.790          0.002          0.000       1274.344         52.558        693.470          3.575              0          1.000          1.000         21.998
             59           2002     28/02/2002          0.000          0.000          5.900          0.010          0.220          0.231          0.240          0.250          0.258          0.265          0.270          0.280          0.280         10.273          0.000          0.000        786.943          1.079         86.579          2.870          3.131          5.365         10.239         15.726         12.673         14.231         11.452         10.892          0.000       9653.471        140.219         46.861          0.030          0.790          0.004          0.000       1275.577         45.711        771.830          3.576              0          1.000          1.000         39.418
             90           2002     31/03/2002          0.000          0.000         13.100          0.196          0.222          0.230          0.240          0.249          0.257          0.263          0.270          0.280          0.280         13.923          0.000          0.000        785.924          0.559         87.428          3.220          3.550          5.600         10.278         15.599         12.597         14.233         11.455         10.895          0.000       9650.647        142.188         45.631          0.027          0.708          0.009          0.000       1292.187         39.605       1035.890          3.581              0          1.000          1.000         93.092
            120           2002     30/04/2002          0.000          0.000         64.300          0.393          0.235          0.244          0.255          0.264          0.270          0.270          0.270          0.280          0.280         25.764          8.096         11.006        804.965          0.510         87.692          2.587          3.486          5.908          9.692         15.205         13.291         14.837         11.734         10.952          0.040       9644.628        144.575         38.412          0.023          0.597          0.009          0.000       1319.958         34.550       1420.010          3.589              0          1.000          1.000        116.176
            151           2002     31/05/2002          0.000          0.000         91.500          0.546          0.239          0.247          0.261          0.269          0.270          0.270          0.270          0.280          0.280         44.622          4.247         37.138        809.913          0.596         81.277          1.832          3.074          5.627          7.874         11.567         11.995         15.311         12.718         11.280          0.085       9636.585        145.914         31.168          0.008          0.204          0.009        223.926       1357.353         29.610       1953.890          4.124              0          1.000          1.000        145.488
            169           2002     18/06/2002          2.000          2.000         60.700          0.548          0.253          0.257          0.267          0.270          0.271          0.271          0.271          0.282          0.283         19.817          4.313         27.556        818.378          0.654         81.589          1.946          3.497          5.973          7.268         10.246         11.504         16.052         13.401         11.702          0.089       9625.888        145.517         22.898          0.005          0.139          0.000        245.637       1381.034         27.192       2315.090          4.189            167          1.000          1.000        125.740
            181           2002     30/06/2002          0.000          0.000         68.500          0.000          0.253          0.257          0.269          0.271          0.273          0.273          0.272          0.283          0.283         35.806          9.664         19.799        821.609          0.966         83.474          2.512          4.085          6.567          7.119          9.607         11.210         16.505         13.901         11.968          0.062       9619.171        151.611         36.175          1.075         34.000          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000         80.702
            212           2002     31/07/2002          0.000          0.000         96.300          0.000          0.253          0.258          0.268          0.271          0.271          0.272          0.272          0.282          0.283         53.547         16.473         27.767        820.121          0.934         90.781          3.944          6.836          9.170          7.575          9.002         10.633         16.768         14.489         12.364          0.089       9599.160        152.125         17.736          0.398         12.581          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000        202.374
            243           2002     31/08/2002          0.000          1.000         33.900          0.000          0.240          0.246          0.258          0.267          0.270          0.270          0.270          0.280          0.280         39.486          0.326          6.533        807.676          0.764         99.072          7.710          9.475         11.134          7.779          8.979         10.507         16.684         14.464         12.339          0.011       9580.879        147.401         11.264          0.221          6.994          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000        163.308
            264           2002     21/09/2002          0.000          3.000         93.300          0.000          0.339          0.301          0.285          0.280          0.278          0.276          0.273          0.283          0.283         19.781         16.299         15.369        849.527          0.948        102.125          3.093         10.158         14.537          9.984          9.275         10.387         16.953         14.988         12.751          0.133       9571.112        144.438          9.307          0.167          5.276          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000         71.878
            273           2002     30/09/2002          0.000          0.000          4.900          0.000          0.253          0.257          0.267          0.270          0.270          0.270          0.270          0.280          0.281         15.260          0.000         23.454        815.713          6.307        116.158         18.367          9.457         14.020         10.209          9.198          9.970         16.758         15.189         12.990          0.055       9567.959        143.535          8.975          0.122          3.848          0.080          0.000         18.400          3.980        122.850          0.108              0          1.000          1.000         43.249
            304           2002     31/10/2002          0.000          0.000         46.000         13.242          0.249          0.252          0.261          0.269          0.270          0.270          0.270          0.280          0.280         20.100          1.776         14.809        811.786          1.116         86.293          2.377          3.622          5.787          9.945          9.361          9.868         16.731         15.394         13.208          0.060       9560.209        141.387         15.078          0.105          3.323          1.692          0.000       1054.083         76.121        531.030          2.962              0          0.883          1.000         87.728
            334           2002     30/11/2002          0.000          0.000          0.200          6.221          0.206          0.222          0.241          0.256          0.266          0.270          0.270          0.280          0.280         15.435          0.000          0.353        789.978          0.931         77.044          1.943          2.272          3.627          4.766          9.236          9.870         16.734         15.393         13.203          0.000       9557.848        141.345         28.306          0.098          3.107          2.690          0.000       1762.532         99.108        710.310          3.808              0          0.235          1.000         58.123
            365           2002     31/12/2002          0.000          0.000         16.600          0.274          0.249          0.251          0.253          0.255          0.261          0.268          0.270          0.280          0.280          5.142          0.000          0.000        801.161          0.896         76.309          1.336          2.604          3.704          4.438          9.086          9.799         16.737         15.397         13.209          0.000       9557.654        141.392         43.704          0.098          3.107          0.002          0.000       1816.535         86.697        724.650          3.878              0          0.846          1.000         16.027
             31           2003     31/01/2003          0.000          0.000          6.700          0.001          0.247          0.250          0.250          0.256          0.262          0.268          0.270          0.280          0.280          7.601          0.000          0.000        800.259          0.840         76.354          1.365          2.622          3.688          4.437          9.095          9.796         16.739         15.400         13.212          0.000       9557.524        141.514         56.721          0.098          3.087          0.002          0.000       1816.725         74.226        740.790          3.880              0          1.000          1.000         21.643
             59           2003     28/02/2003          0.000          0.000          5.300          0.007          0.241          0.239          0.245          0.254          0.261          0.268          0.270          0.280          0.280          9.947          0.000          0.000        795.605          0.677         76.476          1.608          2.565          3.656          4.416          9.083          9.789         16.740         15.402         13.215          0.000       9557.113        142.071         65.231          0.094          2.969          0.003          0.000       1817.543         64.530        808.050          3.882              0          1.000          1.000         31.763
             90           2003     31/03/2003          0.000          0.000         56.200          0.044          0.342          0.293          0.272          0.268          0.266          0.270          0.270          0.280          0.280         20.257          0.604          0.000        830.899          0.342         76.676          0.991          2.661          4.090          4.606          9.101          9.866         16.742         15.404         13.217          0.005       9555.891        143.705         69.425          0.076          2.409          0.004          0.000       1820.401         55.326        965.190          3.887              0          1.000          1.000         54.492
            120           2003     30/04/2003          0.000          0.000         16.900          0.141          0.238          0.245          0.257          0.267          0.270          0.270          0.270          0.280          0.280         28.083          0.000         12.537        807.038          0.149         75.760          1.448          2.160          3.823          4.475          8.476          9.697         16.702         15.568         13.411          0.022       9551.152        147.903         60.416          0.051          1.628          0.004          0.000       1830.516         47.829       1313.610          3.890              0          1.000          1.000         95.643
            151           2003     31/05/2003          0.000          0.000         37.300          0.240          0.251          0.257          0.268          0.270          0.270          0.270          0.270          0.280          0.280         27.934          0.000          0.550        815.615          0.428         70.791          1.616          2.507          3.870          4.183          7.264          8.195         14.135         15.583         13.439          0.008       9542.162        152.255         44.310          0.019          0.592          0.004        266.398       1843.195         40.996       1859.010          4.504              0          1.000          1.000        114.560
            176           2003     25/06/2003          2.000          2.000         23.700          0.289          0.275          0.278          0.270          0.266          0.270          0.270          0.270          0.280          0.280         17.356          0.011          0.735        820.924          0.606         73.939          2.524          4.229          4.674          4.168          7.235          8.132         14.034         15.505         13.438          0.009       9529.129        153.047         30.038          0.012          0.395          0.000        276.352       1853.732         36.349       2364.630          4.534            174          1.000          1.000        115.024
            181           2003     30/06/2003          0.000          0.000         11.500          0.000          0.254          0.258          0.269          0.270          0.271          0.271          0.271          0.281          0.281         11.749          0.382          2.406        817.887          0.764         75.036          3.014          4.341          5.020          4.298          7.107          8.122         14.069         15.538         13.528          0.009       9526.312        159.125         56.623          1.383         56.047          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000         24.896
            212           2003     31/07/2003          0.000          0.000        146.100          0.000          0.243          0.249          0.260          0.269          0.270          0.270          0.270          0.280          0.280         43.112         60.994         50.037        809.844          0.803         77.260          3.768          5.330          6.844          5.072          6.109          7.345         13.639         15.145         14.007          0.123       9511.317        165.896         29.269          0.384         15.580          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000        122.894
            243           2003     31/08/2003          0.000          1.000        238.600          0.000          0.308          0.298          0.291          0.293          0.295          0.296          0.286          0.295          0.295         41.693         70.278         56.022        880.450          0.891         77.826          0.590          3.546          7.927          7.639          7.053          7.308         13.427         15.321         15.014          0.288       9498.317        163.845         19.610          0.087          3.514          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000         84.864
            264           2003     21/09/2003          0.000          3.000         78.100          0.000          0.281          0.289          0.281          0.279          0.277          0.275          0.272          0.281          0.281         28.362         16.359         76.828        837.000          0.935         73.680          1.119          3.585          7.437          7.361          6.890          6.763         12.251         13.999         14.275          0.133       9490.957        161.404         16.267          0.043          1.740          0.000          0.000          0.000          0.000          0.000          0.000              0          1.000          1.000         61.484
            273           2003     30/09/2003          0.000          0.000         63.500          0.004          0.349          0.315          0.294          0.289          0.285          0.282          0.275          0.284          0.283         10.239          7.943         17.606        864.708          6.139         88.085          6.294          9.557          9.517          7.959          7.255          6.970         12.244         13.947         14.343          0.132       9488.025        160.335         15.324          0.029          1.191          0.082          0.000         19.485          4.068        133.090          0.114              0          1.000          1.000         18.771
            304           2003     31/10/2003          0.000          0.000         88.100          2.977          0.237          0.246          0.258          0.268          0.270          0.270          0.270          0.280          0.280         32.426          6.955        102.747        807.703          2.102         73.082          2.532          2.643          5.825          8.666          7.785          7.159         11.776         12.994         13.702          0.248       9484.617        159.180         16.970          0.020          0.818          0.487          0.000        272.692         22.262        428.710          0.928              0          0.979          1.000         48.989
            334           2003     30/11/2003          0.000          0.000         19.600          1.045          0.237          0.246          0.259          0.269          0.270          0.270          0.270          0.280          0.280         16.117          0.000          1.806        808.336          1.680         72.072          2.151          2.774          5.074          8.606          7.815          7.177         11.784         12.990         13.700          0.005       9483.474        158.838         21.371          0.020          0.795          0.087          0.000        373.371         24.822        515.050          1.072              0          0.894          1.000         28.584
