Summary_file = output\dingxi_w.sum
Title = Continuous spring wheat at Dingxi
       day      year           date          event           flag           rain           w_ep              sw(1)              sw(2)              sw(3)              sw(4)              sw(5)              sw(6)              sw(7)              sw(8)             es         runoff          drain         sw_dep          nh4()        tot_no3             no3(1)             no3(2)             no3(3)             no3(4)             no3(5)             no3(6)             no3(7)             no3(8)           dnit       hum_c(1)      biom_c(1)       fom_c(1)    surfaceom_n   surfaceom_wt          w_lai        w_yield      w_biomass      w_root_wt     w_root_dep       w_biom_n     w_mat       n_stress       w_stress             eo
     (day)    (year)             ()             ()             ()           (mm)           (mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)           (mm)           (mm)           (mm)           (mm)        (kg/ha)        (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)      (m^2/m^2)        (kg/ha)        (kg/ha)        (g/m^2)           (mm)        (g/m^2)     (doy)             ()             ()           (mm)
       365      1994     31/12/1994          0.000          0.000          2.000          0.000              0.143              0.174              0.191              0.195              0.191              0.175              0.159              0.159          6.764          0.000          0.000        351.494          2.383       1092.497             91.742             89.684            130.588            259.474            282.362            156.453             51.231             30.963          0.000       9012.636        370.632         30.523          0.035          1.344          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         15.818
        31      1995     31/01/1995          0.000          0.000          1.300          0.000              0.121              0.167              0.185              0.191              0.188              0.177              0.163              0.161          6.270          0.000          0.000        346.523          2.387       1092.572             98.988             86.792            126.280            252.970            277.656            163.038             55.433             31.416          0.000       9012.636        370.632         30.523          0.035          1.344          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         10.193
        59      1995     28/02/1995          0.000          1.000          2.400          0.000              0.107              0.161              0.180              0.187              0.186              0.178              0.166              0.162          6.009          0.000          0.000        342.915          2.348       1092.746            104.595             84.725            123.353            248.273            274.014            166.681             59.110             31.996          0.000       9012.629        370.614         30.518          0.035          1.344          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         28.954
        90      1995     31/03/1995          0.000          0.000          7.300          0.000              0.117              0.155              0.176              0.184              0.184              0.178              0.169              0.165          8.527          0.000          0.000        341.688         29.874       1095.803            112.764             82.739            120.886            244.026            270.548            169.294             62.757             32.788          0.000       9012.596        370.536         30.548          0.030          1.179          0.000          0.000          0.000          0.000        100.000          0.000         0          1.000          0.968         77.418
       120      1995     30/04/1995          0.000          0.000         16.300          5.131              0.123              0.143              0.173              0.181              0.182              0.178              0.171              0.167         13.779          0.000          0.000        339.078        123.037       1095.314            119.868             77.628            119.114            240.623            267.634            171.004             65.799             33.644          0.000       9011.703        368.517         32.164          0.028          1.082          0.671          0.000        405.385         33.685        299.060          2.277         0          1.000          0.984        107.826
       151      1995     31/05/1995          0.000          0.000          8.100         20.101              0.082              0.121              0.135              0.155              0.179              0.178              0.172              0.169         11.952          0.000          0.000        315.125         81.771       1124.404            159.950             77.308            114.519            234.627            262.807            172.143             68.489             34.561          0.000       9011.488        368.041         41.101          0.028          1.082          0.829          0.000       1503.382         69.528        843.500          2.911         0          1.000          0.566        156.310
       181      1995     30/06/1995          0.000          0.000         17.200         27.230              0.105              0.120              0.130              0.124              0.139              0.163              0.172              0.171         13.723          0.000          0.000        291.372         19.331       1176.801            219.499             78.061            114.211            236.311            256.988            166.688             69.645             35.398          0.000       9010.606        366.523         46.865          0.013          0.516          0.458        225.299       2780.869         75.988       1468.202          3.824         0          1.000          0.806        173.061
       210      1995     29/07/1995          2.000          0.000         76.400         19.896              0.197              0.220              0.149              0.118              0.129              0.151              0.166              0.172         33.527          0.000          0.000        314.349          1.238       1175.130            102.169            184.759            131.696            235.827            253.903            162.659             68.429             35.688          0.000       9003.597        353.782         39.427          0.003          0.115          0.002       1604.964       3813.056         66.038       1641.988          6.253       208          1.000          0.932        154.176
       212      1995     31/07/1995          0.000          0.000         18.500          0.000              0.247              0.247              0.160              0.119              0.129              0.151              0.166              0.172          5.813          0.000          0.000        327.036          1.257       1175.896             81.138            197.381            140.456            236.263            254.018            162.580             68.368             35.694          0.000       9003.113        356.283         77.111          1.091         90.950          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000          6.235
       243      1995     31/08/1995          0.000          0.000        124.100          0.000              0.257              0.259              0.256              0.192              0.133              0.151              0.165              0.172         69.448          9.534          0.000        372.155          1.865       1186.149             45.699            117.649            180.049            317.567            259.800            161.797             67.870             35.717          0.468       8994.987        352.845         46.049          0.298         24.818          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000        148.416
       273      1995     30/09/1995          0.000          0.000         39.600          0.000              0.223              0.224              0.228              0.223              0.167              0.153              0.164              0.171         35.120          0.436          0.000        376.198          2.157       1195.912             51.349             89.373            145.265            330.726            312.163            163.775             67.546             35.714          0.181       8988.064        341.531         35.509          0.174         14.530          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         93.025
       304      1995     31/10/1995          0.000          0.000         37.900          0.000              0.206              0.221              0.224              0.215              0.191              0.161              0.164              0.171         34.179          0.000          0.000        379.920          2.311       1201.896             47.565             84.646            136.688            307.600            344.109            177.975             67.611             35.702          0.000       8984.438        335.245         31.721          0.144         12.004          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         65.038
       334      1995     30/11/1995          0.000          0.000          0.300          0.000              0.167              0.193              0.205              0.206              0.195              0.171              0.166              0.171         11.349          0.000          0.000        368.871          2.373       1204.399             61.773             76.013            125.758            291.236            346.839            197.600             69.446             35.734          0.000       8983.312        333.213         30.711          0.144         11.993          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         35.561
       365      1995     31/12/1995          0.000          0.000          0.200          0.000              0.141              0.179              0.195              0.198              0.193              0.178              0.169              0.172          7.039          0.000          0.000        362.032          2.385       1204.723             70.392             72.285            119.413            280.311            340.282            212.496             73.577             35.968          0.000       8983.305        333.201         30.705          0.144         11.993          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         12.679
        31      1996     31/01/1996          0.000          0.000          4.400          0.000              0.148              0.174              0.188              0.193              0.191              0.182              0.172              0.173          5.941          0.000          0.000        360.491          2.383       1204.862             74.953             71.603            115.393            272.847            333.932            220.863             78.744             36.526          0.000       8983.299        333.191         30.700          0.144         11.993          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         10.482
        60      1996     29/02/1996          0.000          1.000          0.700          0.000              0.125              0.167              0.184              0.189              0.189              0.183              0.175              0.174          5.458          0.000          0.000        355.732          2.307       1205.196             80.151             69.580            112.701            267.676            329.104            225.199             83.459             37.326          0.000       8983.211        333.032         30.623          0.144         11.993          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         26.169
        91      1996     31/03/1996          0.000          0.000         17.100          0.000              0.155              0.161              0.179              0.186              0.187              0.183              0.177              0.177         16.245          0.000          0.000        356.587         27.478       1210.522             89.348             68.575            110.429            263.146            324.825            227.934             87.890             38.375          0.000       8983.007        332.667         30.923          0.129         10.794          0.000          0.000          0.000          0.000        108.160          0.000         0          1.000          0.968         63.872
       121      1996     30/04/1996          0.000          0.000         17.500          6.174              0.135              0.147              0.176              0.183              0.185              0.183              0.179              0.179         17.053          0.000          0.000        350.860        116.326       1214.786            101.696             62.638            108.969            259.591            321.324            229.588             91.519             39.462          0.000       8981.671        330.506         31.762          0.109          9.118          0.783          0.000        460.028         37.966        311.400          2.254         0          1.000          0.999         95.338
       152      1996     31/05/1996          0.000          0.000         19.400         30.227              0.108              0.125              0.136              0.159              0.182              0.182              0.180              0.181         11.425          0.000          0.000        328.607          9.834       1273.357            169.786             80.429             97.178            243.953            316.221            230.558             94.667             40.565          0.000       8979.484        327.445         42.489          0.079          6.594          1.416          0.000       2410.836        104.520        810.720          5.703         0          1.000          0.641        141.429
       182      1996     30/06/1996          0.000          0.000         71.100         53.114              0.120              0.137              0.132              0.128              0.144              0.170              0.180              0.183         39.715          0.000          0.000        306.878          0.843       1259.116             87.398            161.917            102.564            244.033            301.592            223.938             96.161             41.513          0.000       8974.496        321.927         49.189          0.022          1.849          1.057          0.000       5364.619        138.683       1412.100          7.733         0          1.000          0.897        155.803
       213      1996     31/07/1996          0.000          0.000         75.100         38.024              0.210              0.182              0.136              0.118              0.128              0.152              0.171              0.182         33.982          0.000          0.000        309.973          0.817       1220.569             42.479            181.575            114.873            241.864            292.989            212.315             92.920             41.555          0.000       8968.960        316.206         52.561          0.006          0.474          0.284       2927.608       7244.730        118.724       1668.962         12.037       213          1.000          0.921        166.052
       215      1996     02/08/1996          2.000          0.000          0.000          0.000              0.190              0.182              0.136              0.118              0.128              0.152              0.171              0.182          1.903          0.000          0.000        308.069          0.845       1220.726             42.319            181.515            115.195            241.925            293.048            212.289             92.892             41.543          0.000       8968.646        315.885         52.236          0.005          0.442          0.002       2927.608       7244.730        118.130       1668.962         12.037       213          1.000          1.000          5.708
       244      1996     31/08/1996          0.000          0.000         74.700          0.000              0.218              0.229              0.213              0.129              0.130              0.153              0.170              0.181         43.634          0.371          0.000        338.764          1.553       1229.656             37.134            134.934            162.982            254.622            295.158            211.476             92.099             41.251          0.152       8963.114        338.022         86.825          1.455        120.269          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000        148.282
       274      1996     30/09/1996          0.000          0.000         23.200          0.000              0.176              0.193              0.198              0.146              0.132              0.153              0.169              0.179         32.012          0.000          0.000        329.952          1.679       1239.565             60.831            111.077            151.287            274.079            299.241            210.633             91.393             41.024          0.000       8956.267        334.394         59.005          1.118         92.367          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000        117.804
       305      1996     31/10/1996          0.000          0.000         40.400          0.000              0.190              0.206              0.199              0.156              0.136              0.154              0.169              0.178         32.449          0.000          0.000        337.902          1.925       1244.780             54.594            110.175            149.076            284.198            305.315            209.857             90.739             40.826          0.000       8953.020        332.712         50.390          0.832         68.757          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         69.486
       335      1996     30/11/1996          0.000          0.000          3.300          0.000              0.125              0.178              0.186              0.162              0.140              0.154              0.168              0.177         15.207          0.000          0.000        325.995          1.950       1246.393             69.344             95.943            138.909            289.396            312.648            209.329             90.171             40.651          0.000       8952.487        331.966         49.293          0.828         68.398          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         25.639
       366      1996     31/12/1996          0.000          0.000          0.000          0.000              0.078              0.164              0.176              0.164              0.144              0.155              0.168              0.177          8.104          0.000          0.000        317.891          1.934       1246.776             78.439             88.720            131.594            288.523            320.220            209.135             89.658             40.487          0.000       8952.487        331.966         49.292          0.828         68.398          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         16.932
        31      1997     31/01/1997          0.000          0.000          3.300          0.000              0.064              0.152              0.169              0.163              0.148              0.156              0.167              0.176          7.638          0.000          0.000        313.553          1.925       1246.986             86.409             83.019            126.398            285.601            326.681            209.308             89.231             40.340          0.000       8952.487        331.966         49.292          0.828         68.398          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         18.244
        59      1997     28/02/1997          0.000          1.000          3.600          0.000              0.042              0.143              0.164              0.162              0.151              0.156              0.167              0.175          8.263          0.000          0.000        308.889          1.903       1247.120             93.188             78.412            122.737            282.620            331.298            209.724             88.920             40.222          0.000       8952.487        331.966         49.292          0.828         68.398          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         28.629
        90      1997     31/03/1997          0.000          0.000          1.100          0.000              0.021              0.133              0.159              0.160              0.153              0.157              0.167              0.175          5.839          0.000          0.000        304.150         31.597       1247.831            100.444             73.963            119.510            279.589            335.045            210.508             88.660             40.112          0.000       8952.487        331.966         52.028          0.745         61.559          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         77.345
       120      1997     30/04/1997          0.000          0.000         31.000          1.662              0.132              0.131              0.156              0.159              0.154              0.158              0.167              0.174         19.271          0.000          0.000        314.218        131.979       1260.010            116.010             72.350            117.065            277.071            337.531            211.477             88.483             40.023          0.000       8951.949        331.852         51.370          0.681         56.258          0.225          0.000        115.263         12.074        126.705          0.721         0          1.000          0.950        117.673
       151      1997     31/05/1997          0.000          0.000         21.800         11.751              0.102              0.125              0.144              0.158              0.156              0.159              0.167              0.174         16.407          0.000          0.000        307.859          9.541       1368.628            206.462             91.943            115.101            274.959            339.264            212.573             88.371             39.955          0.000       8949.460        329.922         54.218          0.538         44.434          0.521          0.000        817.816         33.788        489.707          1.852         0          1.000          0.555        164.988
       181      1997     30/06/1997          0.000          0.000         12.800         15.209              0.071              0.120              0.131              0.131              0.146              0.159              0.167              0.174         15.036          0.000          0.000        290.415          2.707       1371.548            213.049             92.554            115.501            273.303            335.919            213.001             88.313             39.908          0.000       8948.867        330.109         64.300          0.453         37.428          0.239          0.000       1538.599         40.130       1130.927          2.220         0          1.000          0.742        179.147
       212      1997     31/07/1997          2.000          0.000         78.600         16.888              0.175              0.183              0.133              0.124              0.136              0.153              0.166              0.173         45.710          0.000          0.000        306.417          0.984       1362.373            103.731            197.246            119.836            273.277            330.950            209.553             87.912             39.867          0.000       8942.420        326.189         53.006          0.147         12.120          0.002        909.395       2420.299         34.528       1540.781          3.809       210          1.000          1.000        176.389
       212      1997     31/07/1997          2.000          0.000          5.700          0.000              0.200              0.184              0.134              0.124              0.136              0.153              0.166              0.173          2.906          0.000          0.000        309.211          1.017       1362.614            102.583            198.187            120.234            273.345            330.974            209.529             87.896             39.865          0.000       8942.228        327.539        116.266          0.770         70.546          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000          2.955
       243      1997     31/08/1997          0.000          0.000         59.800          0.000              0.193              0.208              0.200              0.131              0.137              0.153              0.165              0.173         39.412          1.019          0.000        328.580          1.584       1372.810             81.365            166.241            174.045            283.154            331.963            208.788             87.456             39.799          0.260       8933.327        327.856         61.516          0.460         42.103          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000        156.142
       273      1997     30/09/1997          0.000          0.000         34.800          0.000              0.183              0.212              0.204              0.144              0.138              0.153              0.164              0.172         30.445          0.000          0.000        332.935          1.843       1381.829             79.514            156.315            176.800            299.809            334.426            208.129             87.099             39.737          0.000       8925.838        318.837         44.509          0.379         34.698          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000        112.789
       304      1997     31/10/1997          0.000          0.000          4.600          0.000              0.126              0.180              0.187              0.154              0.141              0.153              0.164              0.172         16.289          0.000          0.000        321.246          1.631       1387.485            103.101            135.108            163.620            312.413            339.161            207.625             86.780             39.676          0.000       8922.769        314.677         39.812          0.351         32.164          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         78.285
       334      1997     30/11/1997          0.000          0.000          7.200          0.000              0.136              0.166              0.176              0.158              0.144              0.153              0.164              0.172          9.356          0.000          0.000        319.090          1.471       1389.173            115.193            125.656            154.355            315.766            344.692            207.392             86.506             39.613          0.000       8922.596        314.423         39.578          0.351         32.164          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         31.329
       365      1997     31/12/1997          0.000          0.000          0.100          0.000              0.090              0.157              0.169              0.159              0.147              0.154              0.163              0.171          6.832          0.000          0.000        312.358          1.453       1389.531            123.445            119.256            148.118            315.330            350.140            207.439             86.260             39.544          0.000       8922.593        314.421         39.574          0.351         32.148          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         13.356
        31      1998     31/01/1998          0.000          0.000          5.900          0.000              0.099              0.151              0.164              0.158              0.149              0.154              0.163              0.171          6.814          0.000          0.000        311.445          1.454       1389.646            130.032            114.499            143.590            313.446            354.777            207.768             86.059             39.476          0.000       8922.593        314.421         39.574          0.351         32.145          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         12.348
        59      1998     28/02/1998          0.000          1.000          0.000          0.000              0.064              0.144              0.160              0.158              0.151              0.155              0.163              0.170          5.210          0.000          0.000        306.235          1.413       1389.877            136.693            109.536            140.431            311.428            358.056            208.384             85.925             39.424          0.000       8922.593        314.425         39.574          0.351         32.116          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         31.995
        90      1998     31/03/1998          0.000          0.000         17.000          0.000              0.104              0.137              0.157              0.157              0.152              0.155              0.163              0.170         14.902          0.000          0.000        308.332         29.098       1392.452            145.973            104.650            137.388            309.178            360.747            209.322             85.822             39.372          0.000       8922.602        314.591         40.840          0.302         27.629          0.000          0.000          0.000          0.000        100.521          0.000         0          1.000          0.968         64.430
       120      1998     30/04/1998          0.000          0.000         67.900         16.154              0.225              0.226              0.156              0.156              0.153              0.156              0.163              0.170         21.734          0.000          0.000        338.345        112.464       1391.101             68.802            177.824            138.349            307.942            362.681            210.394             85.773             39.337          0.000       8919.143        310.477         40.723          0.229         20.998          1.199          0.000        860.340         56.677        485.104          3.170         0          1.000          0.918        131.180
       151      1998     31/05/1998          0.000          0.000         85.900         68.121              0.225              0.169              0.161              0.143              0.150              0.157              0.163              0.170         32.933          0.001          0.000        323.190          6.698       1380.660             82.308            150.794            172.351            285.087            353.647            211.409             85.758             39.307          0.165       8913.966        305.954         51.756          0.077          7.025          3.501          0.000       6426.220        204.426        998.699         12.126         0          1.000          0.948        128.777
       181      1998     30/06/1998          0.000          0.000         28.500         50.103              0.100              0.123              0.132              0.118              0.124              0.145              0.163              0.170         24.823          0.000          0.000        276.764          1.512       1336.886             69.224            156.145            174.400            276.669            336.370            199.784             85.009             39.286          0.000       8912.515        305.339         82.373          0.023          2.134          0.837       2144.486       8989.988        208.452       1446.671         16.628         0          1.000          0.538        170.928
       203      1998     22/07/1998          2.000          0.000         72.600         19.739              0.181              0.203              0.177              0.117              0.121              0.141              0.161              0.169         22.712          0.000          0.000        306.913          0.775       1302.536             32.392            138.375            202.199            277.890            332.805            195.793             83.847             39.235          0.053       8906.600        304.729         71.297          0.006          0.552          0.002       3203.948      10131.018        187.625       1568.392         20.382       201          1.000          0.893        110.838
       212      1998     31/07/1998          0.000          0.000         25.000          0.000              0.216              0.225              0.193              0.120              0.122              0.141              0.160              0.169         12.859          0.000          0.000        319.054          1.436       1306.069             36.224            125.760            210.078            282.163            333.319            195.708             83.616             39.201          0.000       8906.320        334.965        190.835          4.096        277.706          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         57.209
       243      1998     31/08/1998          0.000          0.000        106.300          0.000              0.246              0.248              0.246              0.197              0.126              0.142              0.159              0.169         58.068          5.929          0.000        361.357          1.889       1317.258             28.071             76.193            180.160            374.045            341.281            195.413             83.000             39.096          0.284       8902.020        371.095         99.804          0.988         67.015          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000        144.747
       273      1998     30/09/1998          0.000          0.000         12.100          0.000              0.204              0.215              0.218              0.207              0.145              0.143              0.159              0.168         19.919          0.000          0.000        353.538          2.061       1330.115             38.551             69.475            155.603            371.984            376.626            196.343             82.529             39.005          0.000       8894.181        361.895         65.097          0.794         53.801          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000        117.446
       304      1998     31/10/1998          0.000          0.000         27.000          0.000              0.183              0.205              0.212              0.205              0.164              0.146              0.158              0.167         26.639          0.000          0.000        353.899          2.287       1336.710             40.984             64.050            144.174            355.381            408.677            202.342             82.191             38.911          0.000       8890.642        357.466         55.404          0.573         38.854          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         62.888
       334      1998     30/11/1998          0.000          0.000          0.000          0.000              0.146              0.184              0.197              0.196              0.174              0.151              0.158              0.167          9.196          0.000          0.000        344.703          2.242       1340.329             50.506             60.766            134.596            336.425            423.123            213.968             82.112             38.833          0.000       8889.272        354.996         52.516          0.573         38.854          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         43.604
       365      1998     31/12/1998          0.000          0.000          0.000          0.000              0.115              0.171              0.188              0.189              0.177              0.157              0.159              0.166          6.788          0.000          0.000        337.915          2.203       1341.166             56.876             58.904            128.176            323.586            424.335            227.879             82.636             38.774          0.000       8889.200        354.862         52.368          0.573         38.854          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         20.576
        31      1999     31/01/1999          0.000          0.000          0.000          0.000              0.088              0.163              0.181              0.184              0.177              0.162              0.160              0.166          5.560          0.000          0.000        332.355          2.199       1341.370             61.807             57.659            123.609            314.888            420.540            239.885             84.223             38.758          0.000       8889.200        354.862         52.368          0.573         38.854          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         18.263
        59      1999     28/02/1999          0.000          1.000          0.000          0.000              0.069              0.154              0.176              0.181              0.176              0.165              0.162              0.166          4.384          0.000          0.000        327.971          2.131       1341.752             66.378             56.313            120.353            309.046            416.235            248.244             86.356             38.828          0.000       8889.200        354.862         52.368          0.573         38.854          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         40.976
        90      1999     31/03/1999          0.000          0.000          5.500          0.000              0.073              0.148              0.171              0.178              0.175              0.167              0.163              0.167          7.384          0.000          0.000        326.087         31.922       1342.521             70.610             55.707            117.532            303.827            411.660            255.018             89.124             39.044          0.000       8889.220        355.047         53.891          0.498         33.757          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         81.454
       120      1999     30/04/1999          0.000          0.000         26.000          3.186              0.172              0.162              0.169              0.175              0.174              0.168              0.165              0.167         10.822          0.000          0.000        338.080        126.386       1354.891             73.669             66.340            116.365            299.794            407.721            259.691             91.931             39.381          0.000       8887.465        352.478         51.271          0.426         28.873          0.461          0.000        255.931         22.142        238.161          1.276         0          1.000          0.967        121.645
       151      1999     31/05/1999          0.000          0.000         70.600         46.631              0.207              0.164              0.143              0.162              0.173              0.169              0.166              0.168         28.723          0.000          0.000        333.325          6.980       1391.003             82.767            127.565            114.947            264.719            403.297            263.113             94.759             39.836          0.000       8883.493        347.813         56.763          0.198         13.399          2.937          0.000       3321.978        125.080        730.401          7.890         0          1.000          0.774        144.576
       181      1999     30/06/1999          0.000          0.000         65.600         63.005              0.102              0.166              0.141              0.130              0.145              0.163              0.167              0.169         32.050          0.000          0.000        303.870          1.134       1361.178             42.212            151.473            131.164            259.345            382.111            257.589             96.940             40.345          0.000       8878.059        342.169         68.758          0.035          2.355          2.146          0.000       7442.268        174.256       1338.700         10.790         0          1.000          0.883        136.253
       212      1999     31/07/1999          0.000          0.000        142.200         68.234              0.188              0.208              0.212              0.173              0.133              0.150              0.164              0.170         34.171          4.018          0.000        339.647          1.380       1290.708             17.779             75.466            147.341            303.553            367.615            242.965             95.312             40.676          0.432       8868.872        333.133         65.446          0.004          0.262          0.811       4742.369      11695.825        149.340       1609.030         18.550         0          1.000          0.973        157.725
       215      1999     03/08/1999          2.000          0.000          0.000          2.887              0.175              0.201              0.206              0.172              0.133              0.150              0.164              0.170          1.321          0.000          0.000        335.440          1.387       1291.711             19.025             75.019            146.166            304.194            368.443            242.914             95.270             40.680          0.000       8867.839        331.971         63.912          0.004          0.259          0.002       4742.369      11695.825        147.851       1609.030         18.550       213          1.000          1.000         11.809
       243      1999     31/08/1999          0.000          0.000         29.700          0.000              0.162              0.201              0.197              0.177              0.140              0.150              0.163              0.169         29.756          0.000          0.000        335.384          1.838       1304.037             26.408             73.652            139.208            306.098            380.702            242.538             94.738             40.694          0.000       8865.599        378.472        132.055          2.096        195.453          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000        143.692
       273      1999     30/09/1999          0.000          0.000         40.700          0.000              0.181              0.190              0.191              0.177              0.147              0.151              0.162              0.169         39.967          0.000          0.000        336.117          1.791       1315.409             32.789             72.418            135.221            304.069            392.815            243.064             94.346             40.687          0.000       8861.376        388.185         88.772          0.957         89.191          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000        112.053
