APSIM output file, version = 5.3
Title = Gunnedah 750mm wet soil
           date            day           year   in_crop_rain eff_in_crop_rain            lai        biomass          yield             hi            nhi         sum_ep   n_conc_grain        grain_n          no3()            esw flowering_date
             ()          (day)         (year)            (?)              (?)      (m^2/m^2)        (kg/ha)        (kg/ha)            (?)            (?)           (mm)            (%)        (g/m^2)        (kg/ha)           (mm)          (doy)
     26/10/1981            299           1981        291.200          272.352          0.001      11487.011       3914.059          0.341          0.795        166.020          2.715         10.626         40.157         61.394            258
     23/10/1982            296           1982         75.400           75.400          0.001       5640.270       1456.817          0.258          0.517         93.580          2.892          4.214        102.961          2.956            251
     25/10/1983            298           1983        302.400          298.215          0.001      14516.777       5469.903          0.377          0.776        212.585          2.039         11.153         35.879         57.808            256
     25/10/1984            299           1984        180.000          176.372          0.001      10825.924       4176.838          0.386          0.807        160.646          2.569         10.729         54.688         21.785            252
     26/10/1985            299           1985        254.200          254.110          0.001       8312.010       3379.978          0.407          0.790        132.494          2.886          9.753         73.540         79.440            257
     29/10/1986            302           1986        322.000          296.847          0.001      15596.507       5672.458          0.364          0.764        229.071          1.974         11.195         32.407         59.737            256
     24/10/1987            297           1987        211.600          211.600          0.001       8633.816       3433.904          0.398          0.829        135.639          2.839          9.747         76.049         52.336            255
     18/10/1988            292           1988        264.400          257.617          0.001      12686.375       5442.200          0.429          0.811        191.465          2.045         11.128         43.555         35.063            250
     26/10/1989            299           1989        220.800          207.456          0.001      12278.027       4434.220          0.361          0.796        186.875          2.369         10.506         39.272         24.640            259
     29/10/1990            302           1990        296.200          288.958          0.001      14058.737       5260.855          0.374          0.776        199.499          2.005         10.548         34.655         56.807            259
     18/10/1991            291           1991        279.200          241.962          0.001      11774.453       4718.234          0.401          0.816        188.663          2.252         10.627         41.973         41.252            251
     27/10/1992            301           1992        105.200          105.200          0.001       6501.870       2168.915          0.334          0.796         99.926          2.720          5.898        118.026          5.159            257
     21/10/1993            294           1993        333.200          324.765          0.001      13231.821       5176.751          0.391          0.791        195.942          2.116         10.952         42.402         96.112            249
     20/10/1994            293           1994         65.200           65.200          0.001       6253.467       1458.774          0.233          0.626         97.403          2.879          4.200        119.822          2.447            252
     17/10/1995            290           1995        183.100          178.067          0.001       9246.792       3548.986          0.384          0.782        146.886          2.901         10.297         48.205         16.714            247
     22/10/1996            296           1996        289.100          280.767          0.001      12608.729       5197.889          0.412          0.806        190.064          2.135         11.097         45.911         69.904            253
     22/10/1997            295           1997        278.400          267.357          0.001       9489.728       3856.134          0.406          0.759        158.167          2.870         11.067         47.875         89.674            252
     19/10/1998            292           1998        513.900          472.365          0.001      12254.050       4453.565          0.363          0.782        183.499          2.568         11.438         30.585        267.014            250
     15/10/1999            288           1999        220.400          220.336          0.001       9714.773       3906.852          0.402          0.840        145.448          2.856         11.157         54.627         48.710            246
     20/10/2000            294           2000        206.700          206.700          0.001       8780.225       2296.820          0.262          0.530        131.780          2.892          6.643         52.455         57.478            258
     22/10/2001            295           2001        189.000          187.793          0.001       9771.287       3212.307          0.329          0.746        148.718          2.906          9.334         54.201         12.516            253
     15/10/2002            288           2002         75.200           75.200          0.001       4932.449       1757.524          0.356          0.777         86.200          2.326          4.087        155.398          6.390            248
