APSIM output file, version = 5.4
Title = Mingenew 300mm wet soil RedSCL
           date            day           year   in_crop_rain eff_in_crop_rain            lai        biomass          yield             hi            nhi         sum_ep   n_conc_grain        grain_n          no3()            esw flowering_date
             ()          (day)         (year)            (?)              (?)      (m^2/m^2)        (kg/ha)        (kg/ha)            (?)            (?)           (mm)            (%)        (g/m^2)        (kg/ha)           (mm)          (doy)
     07/10/1970            280           1970        281.600          265.557          0.000         8425.3         3254.1          0.386          0.808        137.880          2.328           7.57           49.0         13.486            231
     16/10/1971            289           1971        258.900          252.923          0.000         8646.2         3397.4          0.393          0.776        144.500          1.913           6.50           56.2          1.184            241
     01/10/1972            275           1972        291.700          286.707          0.000         8227.3         2997.9          0.364          0.794        136.405          2.673           8.01           44.4         53.258            230
     10/10/1973            283           1973        316.100          315.073          0.000        10749.5         3652.1          0.340          0.746        176.719          2.009           7.34           46.3         25.571            235
     05/10/1974            278           1974        343.300          335.411          0.000        10127.2         3697.2          0.365          0.774        168.523          2.205           8.15           33.6         74.995            235
     07/10/1975            280           1975        290.500          284.465          0.000        10503.7         4022.4          0.383          0.764        172.268          1.794           7.21           48.2         17.631            234
     29/09/1976            273           1976        147.100          147.028          0.000         4103.2         1427.7          0.348          0.630         65.579          2.879           4.11           77.0          0.286            226
     01/10/1977            274           1977        158.600          158.484          0.000         4298.1         1430.7          0.333          0.742         69.699          2.889           4.13           87.4          8.133            227
     11/10/1978            284           1978        300.500          297.042          0.000        12105.5         4178.9          0.345          0.732        185.797          1.771           7.40           38.3         12.097            236
     10/10/1979            283           1979        161.100          158.285          0.000         5292.5         1705.0          0.322          0.756         82.209          2.710           4.62           79.6          0.415            236
     05/10/1980            279           1980        223.700          222.093          0.000         8711.6         3187.9          0.366          0.784        136.005          2.166           6.91           54.7          1.118            234
     09/10/1981            282           1981        331.300          314.220          0.000        11598.6         3872.3          0.334          0.740        182.198          1.943           7.52           35.1         37.634            238
     05/10/1982            278           1982        240.300          227.005          0.000         7099.0         2253.4          0.317          0.748        114.048          2.588           5.83           63.9         14.874            233
     27/09/1983            270           1983        294.500          287.989          0.000         8433.2         3002.4          0.356          0.792        139.158          2.676           8.03           44.7         54.505            225
     09/10/1984            283           1984        223.200          217.996          0.000         7692.8         2660.6          0.346          0.777        108.503          2.423           6.45           59.1          0.802            236
     01/10/1985            274           1985        195.400          195.397          0.000         7194.1         2880.3          0.400          0.815        112.749          2.295           6.61           65.5          1.354            228
     14/10/1986            287           1986        352.100          335.026          0.000        12554.1         4107.1          0.327          0.735        187.431          1.916           7.87           29.8         60.500            240
     01/10/1987            274           1987        182.000          181.269          0.000         6820.7         2511.2          0.368          0.808        109.695          2.572           6.46           64.6          0.765            229
     02/10/1988            276           1988        314.000          281.641          0.000        10601.9         3687.6          0.348          0.762        171.462          2.044           7.54           45.3         11.221            229
     10/10/1989            283           1989        230.000          220.272          0.000         7994.9         2201.5          0.275          0.716        129.900          2.407           5.30           64.6          0.384            237
     13/10/1990            286           1990        386.700          352.118          0.000         9010.1         3268.2          0.363          0.762        131.195          2.025           6.62           51.5        109.418            243
     04/10/1991            277           1991        232.500          224.358          0.000         7781.8         2995.9          0.385          0.796        122.716          2.279           6.83           57.0          2.351            229
     10/10/1992            284           1992        328.800          322.906          0.000        10509.7         3404.2          0.324          0.737        156.994          2.190           7.46           44.1         63.667            231
     13/10/1993            286           1993        259.400          254.601          0.000        10646.7         3802.8          0.357          0.744        166.987          1.805           6.86           48.3          2.517            237
     27/09/1994            270           1994        245.200          237.150          0.000         7689.2         2954.2          0.384          0.815        137.821          2.432           7.18           54.8          1.611            227
     07/10/1995            280           1995        246.000          240.224          0.000         9497.9         3578.8          0.377          0.767        159.251          1.885           6.75           50.9          2.884            235
     29/09/1996            273           1996        362.000          351.530          0.000         8121.3         2747.5          0.338          0.736        121.447          2.877           7.90           35.7        128.745            226
     06/10/1997            279           1997        274.400          263.959          0.000         9178.1         3292.7          0.359          0.771        155.101          2.120           6.98           56.5          4.648            233
     06/10/1998            279           1998        300.600          280.163          0.000        10040.2         3445.7          0.343          0.774        156.643          2.333           8.04           38.2         15.582            231
     04/10/1999            277           1999        465.200          351.086          0.000        11561.1         4108.5          0.355          0.759        200.819          2.013           8.27           35.3         31.229            230
     03/10/2000            277           2000        201.700          201.698          0.000         8204.8         3278.8          0.400          0.801        130.451          2.079           6.82           60.6          1.602            231
     06/10/2001            279           2001        215.100          215.080          0.000         5303.9         1495.4          0.282          0.707         94.154          2.800           4.19           83.5         28.494            232
     01/10/2002            274           2002        148.600          148.600          0.000         4345.2         1206.1          0.278          0.631         68.433          2.893           3.49           90.8          0.099            226
