Summary data matching this run is in the file : peanut.sum
Title =run  of peanut model
   year    day    das            gdd            lai            eff           ftsw           atsw           ttsw             hi            veg          yield            phs      sw_dep(1)      sw_dep(2)      sw_dep(3)      sw_dep(4)      sw_dep(5)
   1984     15      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         45.812         67.008         81.900         92.700         96.300
   1984     16      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         43.529         67.196         81.900         92.700         96.300
   1984     17      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         51.346         67.843         81.900         92.700         96.300
   1984     18      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         46.055         68.126         81.900         92.700         96.300
   1984     19      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         45.204         68.372         81.900         92.700         96.300
   1984     20      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         44.416         68.587         81.900         92.700         96.300
   1984     21      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         43.683         68.777         81.900         92.700         96.300
   1984     22      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         42.997         68.944         81.900         92.700         96.300
   1984     23      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         42.352         69.091         81.900         92.700         96.300
   1984     24      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         41.743         69.221         81.900         92.700         96.300
   1984     25      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         43.232         69.394         81.900         92.700         96.300
   1984     26      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         40.999         69.504         81.900         92.700         96.300
   1984     27      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         40.455         69.601         81.900         92.700         96.300
   1984     28      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         39.937         69.687         81.900         92.700         96.300
   1984     29      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         39.443         69.761         81.900         92.700         96.300
   1984     30      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         42.793         69.919         81.900         92.700         96.300
   1984     31      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         43.395         70.095         81.900         92.700         96.300
   1984     32      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         38.642         70.153         81.900         92.700         96.300
   1984     33      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         38.195         70.203         81.900         92.700         96.300
   1984     34      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         37.765         70.245         81.900         92.700         96.300
   1984     35      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         37.350         70.281         81.900         92.700         96.300
   1984     36      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         36.951         70.311         81.900         92.700         96.300
   1984     37      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         36.564         70.335         81.900         92.700         96.300
   1984     38      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         36.190         70.355         81.900         92.700         96.300
   1984     39      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         35.828         70.369         81.900         92.700         96.300
   1984     40      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         42.559         70.518         81.900         92.700         96.300
   1984     41      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         37.648         70.557         81.900         92.700         96.300
   1984     42      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         37.232         70.589         81.900         92.700         96.300
   1984     43      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         36.831         70.616         81.900         92.700         96.300
   1984     44      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         36.444         70.637         81.900         92.700         96.300
   1984     45      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         36.070         70.653         81.900         92.700         96.300
   1984     46      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         35.707         70.665         81.900         92.700         96.300
   1984     47      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         35.356         70.673         81.900         92.700         96.300
   1984     48      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         35.014         70.676         81.900         92.700         96.300
   1984     49      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         34.682         70.677         81.900         92.700         96.300
   1984     50      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         34.360         70.674         81.900         92.700         96.300
   1984     51      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         44.941         70.904         81.900         92.700         96.300
   1984     52      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         42.342         71.044         81.900         92.700         96.300
   1984     53      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         39.834         71.121         81.900         92.700         96.300
   1984     54      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         39.307         71.186         81.900         92.700         96.300
   1984     55      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         43.194         71.351         81.900         92.700         96.300
   1984     56      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         38.644         71.403         81.900         92.700         96.300
   1984     57      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         38.169         71.446         81.900         92.700         96.300
   1984     58      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         37.714         71.482         81.900         92.700         96.300
   1984     59      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         37.277         71.510         81.900         92.700         96.300
   1984     60      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         36.858         71.532         81.900         92.700         96.300
   1984     61      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         36.454         71.549         81.900         92.700         96.300
   1984     62      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         36.064         71.560         81.900         92.700         96.300
   1984     63      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         49.379         72.031         81.900         92.700         96.300
   1984     64      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         43.628         72.208         81.900         92.700         96.300
   1984     65      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         42.762         72.355         81.900         92.700         96.300
   1984     66      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         41.975         72.478         81.900         92.700         96.300
   1984     67      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         41.251         72.580         81.900         92.700         96.300
   1984     68      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         40.580         72.666         81.900         92.700         96.300
   1984     69      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         39.954         72.736         81.900         92.700         96.300
   1984     70      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         41.443         72.843         81.900         92.700         96.300
   1984     71      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         39.264         72.898         81.900         92.700         96.300
   1984     72      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         38.713         72.942         81.900         92.700         96.300
   1984     73      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         39.090         72.993         81.900         92.700         96.300
   1984     74      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         38.141         73.027         81.900         92.700         96.300
   1984     75      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         37.647         73.052         81.900         92.700         96.300
   1984     76      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         37.176         73.070         81.900         92.700         96.300
   1984     77      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         36.727         73.082         81.900         92.700         96.300
   1984     78      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         36.296         73.087         81.900         92.700         96.300
   1984     79      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         35.883         73.087         81.900         92.700         96.300
   1984     80      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         35.485         73.083         81.900         92.700         96.300
   1984     81      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         35.102         73.074         81.900         92.700         96.300
   1984     82      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         34.732         73.061         81.900         92.700         96.300
   1984     83      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         34.375         73.045         81.900         92.700         96.300
   1984     84      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         34.029         73.026         81.900         92.700         96.300
   1984     85      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         33.693         73.003         81.900         92.700         96.300
   1984     86      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         33.368         72.978         81.900         92.700         96.300
   1984     87      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         33.052         72.951         81.900         92.700         96.300
   1984     88      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         32.744         72.921         81.900         92.700         96.300
   1984     89      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         32.445         72.890         81.900         92.700         96.300
   1984     90      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         32.153         72.856         81.900         92.700         96.300
   1984     91      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         31.870         72.819         81.900         92.700         96.300
   1984     92      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         31.594         72.780         81.900         92.700         96.300
   1984     93      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         31.326         72.739         81.900         92.700         96.300
   1984     94      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         31.064         72.696         81.900         92.700         96.300
   1984     95      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         30.809         72.650         81.900         92.700         96.300
   1984     96      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         30.561         72.603         81.900         92.700         96.300
   1984     97      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         30.318         72.553         81.900         92.700         96.300
   1984     98      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         30.962         72.510         81.900         92.700         96.300
   1984     99      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         54.715        110.772         95.650         92.722         96.300
   1984    100      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         55.359        111.060        106.349         92.828         96.300
   1984    101      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         52.076        110.331        106.482         92.936         96.300
   1984    102      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         49.152        109.445        106.537         93.043         96.300
   1984    103      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         47.139        108.556        106.556         93.151         96.300
   1984    104      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         46.439        107.738        106.545         93.258         96.300
   1984    105      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         46.018        106.989        106.509         93.364         96.300
   1984    106      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         45.726        106.302        106.451         93.470         96.300
   1984    107      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         45.506        105.670        106.377         93.574         96.300
   1984    108      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         48.098        105.225        106.293         93.677         96.300
   1984    109      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         48.825        104.871        106.202         93.778         96.300
   1984    110      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         46.024        104.380        106.101         93.879         96.300
   1984    111      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         45.813        103.918        105.992         93.977         96.300
   1984    112      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         48.563        103.653        105.881         94.074         96.300
   1984    113      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         53.071        105.347        105.821         94.171         96.300
   1984    114      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         49.288        105.007        105.753         94.266         96.300
   1984    115      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         48.220        104.614        105.678         94.360         96.300
   1984    116      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         47.677        104.219        105.594         94.452         96.300
   1984    117      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         47.245        103.829        105.504         94.544         96.300
   1984    118      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         46.889        103.449        105.407         94.633         96.301
   1984    119      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         46.587        103.081        105.305         94.721         96.301
   1984    120      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         46.325        102.726        105.198         94.807         96.302
   1984    121      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         46.094        102.384        105.087         94.892         96.303
   1984    122      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         45.887        102.055        104.973         94.975         96.305
   1984    123      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         45.700        101.738        104.856         95.056         96.306
   1984    124      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         45.529        101.432        104.736         95.135         96.308
   1984    125      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         45.371        101.138        104.615         95.212         96.310
   1984    126      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         45.224        100.855        104.492         95.288         96.313
   1984    127      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         45.087        100.581        104.368         95.362         96.315
   1984    128      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         44.957        100.317        104.243         95.434         96.318
   1984    129      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         44.835        100.062        104.117         95.504         96.321
   1984    130      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         44.718         99.815        103.991         95.573         96.325
   1984    131      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         44.607         99.575        103.865         95.640         96.328
   1984    132      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         44.501         99.343        103.739         95.705         96.332
   1984    133      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         44.398         99.118        103.613         95.769         96.336
   1984    134      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         44.300         98.900        103.487         95.830         96.340
   1984    135      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         53.569         99.663        103.380         95.891         96.344
   1984    136      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         50.326         99.820        103.280         95.950         96.348
   1984    137      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         46.778         99.671        103.180         96.007         96.353
   1984    138      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         46.521         99.513        103.080         96.064         96.358
   1984    139      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         46.286         99.350        102.981         96.119         96.363
   1984    140      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         46.068         99.183        102.882         96.172         96.368
   1984    141      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         45.880         99.014        102.783         96.225         96.373
   1984    142      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         45.690         98.844        102.684         96.276         96.378
   1984    143      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         45.513         98.673        102.585         96.325         96.384
   1984    144      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         45.346         98.502        102.486         96.374         96.390
   1984    145      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         45.188         98.331        102.388         96.421         96.396
   1984    146      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         45.039         98.161        102.290         96.467         96.402
   1984    147      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         44.897         97.992        102.192         96.512         96.408
   1984    148      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         44.762         97.824        102.094         96.555         96.414
   1984    149      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         44.633         97.659        101.996         96.598         96.420
   1984    150      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         44.509         97.494        101.899         96.639         96.427
   1984    151      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         44.390         97.332        101.802         96.679         96.434
   1984    152      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         44.276         97.172        101.706         96.718         96.440
   1984    153      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         44.166         97.014        101.609         96.756         96.447
   1984    154      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         44.059         96.857        101.514         96.793         96.454
   1984    155      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         43.956         96.703        101.418         96.828         96.461
   1984    156      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         43.856         96.551        101.323         96.863         96.469
   1984    157      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         43.760         96.401        101.229         96.897         96.476
   1984    158      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         43.665         96.253        101.135         96.929         96.483
   1984    159      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         43.574         96.107        101.042         96.961         96.491
   1984    160      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         43.507         95.964        100.949         96.991         96.498
   1984    161      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         43.419         95.822        100.857         97.021         96.506
   1984    162      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         43.333         95.683        100.765         97.049         96.514
   1984    163      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         45.449         95.636        100.675         97.077         96.521
   1984    164      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         43.346         95.502        100.586         97.104         96.529
   1984    165      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         43.259         95.370        100.497         97.130         96.537
   1984    166      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         43.174         95.239        100.409         97.155         96.545
   1984    167      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         43.092         95.110        100.322         97.179         96.553
   1984    168      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         43.011         94.982        100.235         97.202         96.561
   1984    169      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         42.932         94.855        100.149         97.224         96.570
   1984    170      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         49.703         95.146        100.069         97.246         96.578
   1984    171      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         48.174         95.286         99.993         97.267         96.586
   1984    172      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         46.344         95.292         99.919         97.287         96.594
   1984    173      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         44.299         95.196         99.846         97.307         96.603
   1984    174      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         44.166         95.098         99.773         97.325         96.611
   1984    175      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         44.039         94.998         99.701         97.344         96.620
   1984    176      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         43.918         94.896         99.629         97.361         96.628
   1984    177      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         43.800         94.793         99.557         97.378         96.637
   1984    178      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         54.216         95.832         99.502         97.394         96.645
   1984    179      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         51.083         96.224         99.454         97.410         96.654
   1984    180      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         47.847         96.276         99.408         97.425         96.663
   1984    181      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         46.345         96.225         99.363         97.440         96.671
   1984    182      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         46.114         96.163         99.317         97.455         96.680
   1984    183      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         45.897         96.092         99.272         97.469         96.689
   1984    184      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         45.693         96.013         99.227         97.482         96.697
   1984    185      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         45.502         95.926         99.182         97.496         96.706
   1984    186      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         45.321         95.835         99.136         97.508         96.715
   1984    187      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         45.149         95.738         99.090         97.521         96.724
   1984    188      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         44.986         95.638         99.044         97.533         96.733
   1984    189      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         44.830         95.535         98.998         97.544         96.741
   1984    190      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         44.682         95.429         98.951         97.556         96.750
   1984    191      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         44.540         95.321         98.903         97.566         96.759
   1984    192      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         44.403         95.212         98.856         97.577         96.768
   1984    193      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         44.273         95.101         98.808         97.587         96.777
   1984    194      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         44.147         94.989         98.759         97.596         96.786
   1984    195      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         47.933         95.096         98.714         97.605         96.795
   1984    196      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         55.170        111.127        108.678         97.712         96.804
   1984    197      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         55.152        111.300        113.793        109.053         96.877
   1984    198      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         54.167        111.099        113.514        109.436         96.953
   1984    199      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         51.468        110.519        113.110        109.759         97.031
   1984    200      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         54.658        111.214        113.832        113.805         97.147
   1984    201      0          0.000          0.000          0.000          0.000          0.000          0.000          0.001          0.000          0.000          0.000         51.971        110.680        113.464        114.057         97.266
