Summary_file = Egrandis.sum
Title = forest Sample Simulation
           date            age             fw           fvpd             ft             fn            lai         height           stem         branch           bark
     30/11/1988          1.917          1.000          0.921          0.925          0.573          6.986      12195.846      28534.197       8593.180       4326.510
     31/12/1988          2.001          1.000          0.957          1.000          0.562          6.952      12495.228      30288.291       9022.798       4589.909
     31/01/1989          2.086          1.000          0.971          0.800          0.547          7.022      12806.658      32188.020       9494.484       4875.298
     28/02/1989          2.163          1.000          1.000          1.000          0.567          6.910      13026.718      33555.367       9786.835       5079.458
     31/03/1989          2.248          1.000          1.000          1.000          0.589          6.767      13251.997      34979.168      10077.243       5291.632
     30/04/1989          2.330          1.000          1.000          1.000          0.620          6.581      13435.862      36222.902      10305.696       5476.252
     31/05/1989          2.415          1.000          1.000          0.917          0.661          6.333      13592.851      37268.922      10463.810       5630.562
     30/06/1989          2.497          1.000          1.000          0.867          0.650          6.270      13745.305      38306.980      10674.021       5785.086
     31/07/1989          2.582          1.000          1.000          0.800          0.632          6.233      13885.612      39292.008      10880.250       5931.873
     31/08/1989          2.667          1.000          1.000          0.800          0.574          6.331      14086.406      40720.164      11222.461       6145.850
     30/09/1989          2.749          1.000          1.000          0.967          0.530          6.386      14311.216      42340.629      11587.010       6387.964
     31/10/1989          2.834          1.000          0.976          1.000          0.518          6.367      14536.664      44021.852      11933.707       6638.244
     30/11/1989          2.916          1.000          0.959          1.000          0.510          6.313      14743.443      45577.520      12236.000       6869.262
     31/12/1989          3.001          1.000          0.964          1.000          0.501          6.297      14960.574      47260.672      12573.427       7119.440
     31/01/1990          3.086          1.000          0.967          1.000          0.498          6.303      15173.132      48926.176      12904.802       7366.872
     28/02/1990          3.162          1.000          1.000          1.000          0.507          6.285      15336.803      50235.641      13154.533       7561.062
     31/03/1990          3.247          1.000          1.000          1.000          0.541          6.111      15487.639      51464.488      13318.904       7741.230
     30/04/1990          3.329          1.000          1.000          0.883          0.572          5.915      15610.706      52489.676      13426.943       7890.614
     31/05/1990          3.414          1.000          1.000          1.000          0.593          5.747      15738.389      53548.598      13545.963       8045.061
     30/06/1990          3.496          1.000          1.000          0.617          0.588          5.674      15851.672      54498.363      13684.312       8184.469
     31/07/1990          3.581          1.000          1.000          0.650          0.569          5.644      15977.853      55563.535      13860.870       8341.423
     31/08/1990          3.666          1.000          1.000          0.867          0.517          5.727      16133.062      56923.191      14139.952       8543.349
     30/09/1990          3.748          1.000          1.000          0.933          0.495          5.718      16282.399      58249.473      14366.912       8738.921
     31/10/1990          3.833          1.000          0.987          1.000          0.486          5.679      16449.498      59746.586      14602.878       8959.001
     30/11/1990          3.915          1.000          0.878          1.000          0.468          5.687      16622.637      61317.242      14870.330       9190.437
     31/12/1990          4.000          1.000          1.000          0.850          0.468          5.664      16776.803      62706.496      15091.810       9394.620
     31/01/1991          4.085          1.000          0.969          0.850          0.478          5.593      16909.309      63950.281      15260.610       9576.451
     28/02/1991          4.161          1.000          1.000          1.000          0.480          5.540      17036.031      65146.691      15426.066       9751.395
     31/03/1991          4.246          1.000          1.000          1.000          0.487          5.447      17176.828      66455.188      15582.815       9941.895
     30/04/1991          4.329          1.000          1.000          0.967          0.514          5.309      17292.941      67582.547      15679.834      10104.726
     31/05/1991          4.413          1.000          1.000          0.867          0.552          5.117      17388.893      68521.008      15710.498      10238.574
     30/06/1991          4.496          1.000          1.000          0.850          0.555          5.026      17487.674      69493.078      15798.866      10378.964
     31/07/1991          4.580          1.000          0.983          0.600          0.524          5.042      17596.123      70568.695      15966.014      10536.540
     31/08/1991          4.665          1.000          0.915          0.717          0.488          5.076      17713.979      71746.680      16158.812      10709.410
     30/09/1991          4.747          1.000          0.746          1.000          0.462          5.096      17844.748      73068.617      16361.687      10902.918
     31/10/1991          4.832          1.000          0.994          0.943          0.465          5.036      17974.963      74398.836      16511.494      11095.765
     30/11/1991          4.914          1.000          0.903          0.950          0.465          4.991      18103.795      75712.781      16664.295      11286.326
     31/12/1991          4.999          1.000          0.997          0.885          0.455          4.958      18238.039      77107.992      16831.781      11488.764
     31/01/1992          5.084          1.000          1.000          0.995          0.448          4.948      18369.625      78481.500      17010.443      11688.454
     29/02/1992          5.164          1.000          1.000          1.000          0.469          4.836      18464.426      79495.211      17071.498      11833.340
     31/03/1992          5.248          1.000          1.000          1.000          0.492          4.695      18565.797      80571.109      17111.771      11986.157
     30/04/1992          5.331          1.000          1.000          1.000          0.523          4.532      18650.863      81482.891      17108.910      12114.260
     31/05/1992          5.415          1.000          1.000          0.833          0.552          4.376      18722.723      82265.617      17088.139      12223.484
     30/06/1992          5.498          1.000          1.000          0.763          0.527          4.367      18804.367      83150.188      17187.102      12351.218
     31/07/1992          5.583          1.000          1.000          0.750          0.505          4.353      18886.287      84063.203      17285.029      12482.869
     31/08/1992          5.667          1.000          1.000          0.707          0.476          4.356      18978.822      85083.172      17406.627      12630.346
     30/09/1992          5.750          1.000          0.897          0.780          0.454          4.340      19079.391      86215.500      17522.562      12793.330
     31/10/1992          5.834          1.000          0.983          1.000          0.434          4.321      19191.260      87468.633      17648.141      12973.528
     30/11/1992          5.917          1.000          0.978          1.000          0.424          4.283      19296.471      88658.375      17748.920      13143.854
     31/12/1992          6.001          1.000          1.000          1.000          0.432          4.198      19395.158      89773.391      17799.840      13301.774
     31/01/1993          6.086          1.000          1.000          0.920          0.438          4.167      19497.867      90961.719      17873.381      13470.686
     28/02/1993          6.163          1.000          0.983          0.785          0.451          4.116      19580.848      91923.938      17906.977      13606.393
     31/03/1993          6.248          1.000          1.000          0.947          0.463          4.053      19673.078      92994.648      17934.262      13756.911
     30/04/1993          6.330          1.000          1.000          0.973          0.479          3.981      19755.953      93960.836      17940.730      13891.930
     31/05/1993          6.415          1.000          1.000          0.840          0.500          3.893      19825.908      94777.773      17915.543      14004.799
     30/06/1993          6.497          1.000          1.000          0.550          0.491          3.882      19892.322      95568.812      17955.191      14116.508
     31/07/1993          6.582          1.000          1.000          0.833          0.511          3.794      19951.479      96284.875      17915.174      14214.572
     31/08/1993          6.667          1.000          1.000          0.953          0.478          3.828      20032.131      97247.945      18004.344      14352.054
     30/09/1993          6.749          1.000          1.000          0.827          0.455          3.839      20115.016      98246.305      18072.312      14493.536
     31/10/1993          6.834          1.000          1.000          1.000          0.438          3.835      20207.410      99351.820      18132.707      14649.526
     30/11/1993          6.916          1.000          0.970          1.000          0.437          3.801      20291.104     100402.859      18158.521      14796.451
     31/12/1993          7.001          1.000          0.964          0.870          0.422          3.798      20384.932     101551.672      18216.150      14958.117
     31/01/1994          7.086          1.000          1.000          1.000          0.401          3.831      20479.154     102702.531      18309.703      15121.467
     28/02/1994          7.162          1.000          1.000          1.000          0.410          3.778      20551.740     103610.906      18305.715      15247.094
     31/03/1994          7.247          1.000          1.000          1.000          0.419          3.708      20626.791     104542.766      18281.762      15375.019
     30/04/1994          7.329          1.000          1.000          1.000          0.440          3.619      20690.143     105332.539      18225.777      15481.812
     31/05/1994          7.414          1.000          1.000          0.950          0.455          3.556      20750.391     106095.711      18188.500      15585.600
     30/06/1994          7.496          1.000          1.000          0.553          0.447          3.548      20803.980     106776.180      18201.828      15680.058
     31/07/1994          7.581          1.000          1.000          0.633          0.428          3.560      20857.863     107463.664      18236.418      15776.356
     31/08/1994          7.666          1.000          1.000          0.687          0.408          3.577      20917.238     108223.672      18279.852      15883.004
     30/09/1994          7.748          1.000          0.896          0.925          0.392          3.584      20989.393     109152.586      18318.381      16012.659
     31/10/1994          7.833          1.000          1.000          1.000          0.400          3.545      21062.785     110105.930      18309.316      16143.500
     30/11/1994          7.915          1.000          0.864          1.000          0.401          3.535      21142.855     111140.344      18329.936      16286.691
     31/12/1994          8.000          1.000          1.000          1.000          0.394          3.534      21224.557     112192.812      18359.217      16432.629
     31/01/1995          8.085          1.000          0.785          0.400          0.400          3.521      21299.467     113192.711      18373.766      16570.582
     28/02/1995          8.162          1.000          1.000          1.000          0.419          3.456      21355.127     113923.602      18323.217      16668.564
     31/03/1995          8.247          1.000          0.967          1.000          0.421          3.432      21428.684     114895.750      18318.832      16801.613
     30/04/1995          8.329          1.000          1.000          1.000          0.442          3.359      21488.570     115682.703      18254.609      16906.416
     31/05/1995          8.414          1.000          1.000          0.933          0.474          3.258      21536.805     116323.156      18149.789      16989.127
     30/06/1995          8.496          1.000          1.000          0.533          0.472          3.233      21585.393     116980.359      18125.340      17077.773
     31/07/1995          8.581          1.000          1.000          0.733          0.448          3.247      21640.256     117715.758      18144.154      17179.068
     31/08/1995          8.665          1.000          1.000          0.867          0.440          3.228      21696.186     118478.891      18126.080      17282.328
     30/09/1995          8.748          1.000          1.000          0.983          0.427          3.216      21762.258     119372.344      18116.430      17403.668
     31/10/1995          8.833          1.000          1.000          1.000          0.420          3.195      21830.924     120308.672      18094.514      17530.133
     30/11/1995          8.915          1.000          1.000          0.975          0.407          3.196      21898.406     121228.156      18096.492      17655.342
     31/12/1995          9.000          1.000          1.000          1.000          0.389          3.203      21972.268     122236.852      18105.326      17792.904
     31/01/1996          9.084          1.000          0.913          0.525          0.387          3.198      22036.605     123135.969      18099.986      17914.762
     29/02/1996          9.164          1.000          1.000          0.900          0.386          3.197      22098.016     123968.602      18100.707      18027.807
     31/03/1996          9.249          1.000          1.000          1.000          0.410          3.146      22156.256     124791.344      18041.143      18136.373
     30/04/1996          9.331          1.000          1.000          1.000          0.447          3.056      22204.793     125447.555      17933.377      18219.789
     31/05/1996          9.416          1.000          1.000          0.950          0.477          2.971      22248.416     126064.242      17822.889      18297.539
     30/06/1996          9.498          1.000          1.000          0.717          0.483          2.932      22291.246     126676.086      17761.111      18376.998
     31/07/1996          9.583          1.000          1.000          0.650          0.457          2.948      22340.309     127366.891      17765.500      18470.457
     31/08/1996          9.668          1.000          1.000          0.817          0.439          2.949      22393.283     128118.734      17751.107      18571.104
     30/09/1996          9.750          1.000          1.000          1.000          0.414          2.965      22456.682     129003.727      17754.410      18690.543
     31/10/1996          9.835          1.000          1.000          1.000          0.408          2.953      22518.270     129895.711      17723.535      18808.998
     30/11/1996          9.917          1.000          0.791          0.600          0.384          2.991      22584.729     130854.297      17752.049      18939.441
     31/12/1996         10.002          1.000          0.939          0.875          0.373          2.987      22646.766     131742.922      17733.838      19057.900
