APSIM output file, version = 5.4
Title = 
     green_pool      dead_pool           year            day   paddockstate         litter            alw  stocking_rate      acc_eaten
        123.616          8.545           1988             83          empty        118.386          0.000          0.000          0.000
        125.788          8.775           1988             84          empty        118.403          0.000          0.000          0.000
        128.172          9.009           1988             85          empty        118.421          0.000          0.000          0.000
        130.500          9.248           1988             86          empty        118.439          0.000          0.000          0.000
        132.974          9.490           1988             87          empty        118.457          0.000          0.000          0.000
        135.276          9.737           1988             88          empty        118.476          0.000          0.000          0.000
        137.422          9.988           1988             89          empty        118.495          0.000          0.000          0.000
        139.721         10.243           1988             90          empty        118.515          0.000          0.000          0.000
        142.087         10.502           1988             91          empty        118.536          0.000          0.000          0.000
        144.108         10.765           1988             92          empty        107.340          0.000          0.000          0.000
        147.268         11.032           1988             93          empty         97.204          0.000          0.000          0.000
        150.857         11.304           1988             94          empty         88.028          0.000          0.000          0.000
        154.308         11.583           1988             95          empty         79.720          0.000          0.000          0.000
        158.001         11.869           1988             96          empty         72.461          0.000          0.000          0.000
        160.855         12.161           1988             97          empty         65.627          0.000          0.000          0.000
        163.680         12.459           1988             98          empty         60.347          0.000          0.000          0.000
        166.404         12.761           1988             99          empty         54.660          0.000          0.000          0.000
        169.908         13.068           1988            100          empty         49.980          0.000          0.000          0.000
        173.682         13.382           1988            101          empty         46.746          0.000          0.000          0.000
        175.254         13.703           1988            102          empty         43.761          0.000          0.000          0.000
        177.613         14.026           1988            103          empty         39.811          0.000          0.000          0.000
        181.725         14.353           1988            104          empty         36.235          0.000          0.000          0.000
        184.846         14.688           1988            105          empty         33.505          0.000          0.000          0.000
        187.990         15.028           1988            106          empty         31.496          0.000          0.000          0.000
        191.281         15.374           1988            107          empty         30.077          0.000          0.000          0.000
        195.097         15.726           1988            108          empty         29.199          0.000          0.000          0.000
        199.051         16.084           1988            109          empty         28.677          0.000          0.000          0.000
        201.777         16.450           1988            110          empty         28.152          0.000          0.000          0.000
        205.529         16.821           1988            111          empty         27.699          0.000          0.000          0.000
        209.014         17.198           1988            112          empty         27.616          0.000          0.000          0.000
        211.745         17.582           1988            113          empty         27.651          0.000          0.000          0.000
        214.669         17.970           1988            114          empty         27.686          0.000          0.000          0.000
        217.482         18.364           1988            115          empty         27.722          0.000          0.000          0.000
        220.902         18.762           1988            116          empty         27.758          0.000          0.000          0.000
        224.375         19.166           1988            117          empty         27.796          0.000          0.000          0.000
        227.424         19.577           1988            118          empty         27.834          0.000          0.000          0.000
        230.884         19.992           1988            119          empty         27.873          0.000          0.000          0.000
        234.869         20.414           1988            120          empty         25.833          0.000          0.000          0.000
        237.408         20.843           1988            121          empty         23.676          0.000          0.000          0.000
        240.830         21.276           1988            122          empty         21.972          0.000          0.000          0.000
        245.547         21.715           1988            123          empty         20.608          0.000          0.000          0.000
        249.581         22.163           1988            124          empty         19.591          0.000          0.000          0.000
        253.142         22.618           1988            125          empty         18.895          0.000          0.000          0.000
        256.485         23.079           1988            126          empty         18.470          0.000          0.000          0.000
        260.018         23.546           1988            127          empty         18.324          0.000          0.000          0.000
        263.406         24.019           1988            128          empty         18.371          0.000          0.000          0.000
        267.658         24.497           1988            129          empty         18.419          0.000          0.000          0.000
        271.676         24.984           1988            130          empty         18.468          0.000          0.000          0.000
        275.240         25.477           1988            131          empty         18.518          0.000          0.000          0.000
        276.308         25.977           1988            132          empty         18.569          0.000          0.000          0.000
        279.618         26.477           1988            133          empty         18.621          0.000          0.000          0.000
        282.150         26.984           1988            134          empty         18.674          0.000          0.000          0.000
        285.775         27.494           1988            135          empty         18.728          0.000          0.000          0.000
        290.318         28.010           1988            136          empty         18.783          0.000          0.000          0.000
        293.863         28.535           1988            137          empty         18.839          0.000          0.000          0.000
        297.994         29.066           1988            138          empty         18.896          0.000          0.000          0.000
        304.429         29.604           1988            139          empty         17.443          0.000          0.000          0.000
        304.782         30.153           1988            140          empty         16.744          0.000          0.000          0.000
        304.172         30.702           1988            141          empty         16.238          0.000          0.000          0.000
        303.564         31.249           1988            142          empty         15.775          0.000          0.000          0.000
        302.957         31.794           1988            143          empty         15.387          0.000          0.000          0.000
        306.718         32.336           1988            144          empty         14.916          0.000          0.000          0.000
        312.914         32.885           1988            145          empty         14.508          0.000          0.000          0.000
        312.288         33.445           1988            146          empty         14.360          0.000          0.000          0.000
        316.438         34.003           1988            147          empty         14.182          0.000          0.000          0.000
        321.218         34.568           1988            148          empty         14.072          0.000          0.000          0.000
        320.575         35.141           1988            149          empty         14.076          0.000          0.000          0.000
        319.934         35.712           1988            150          empty         14.141          0.000          0.000          0.000
        319.294         36.280           1988            151          empty         14.212          0.000          0.000          0.000
        318.656         36.846           1988            152          empty         14.285          0.000          0.000          0.000
        321.538         37.410           1988            153          empty         14.358          0.000          0.000          0.000
        325.021         37.978           1988            154          empty         14.433          0.000          0.000          0.000
        328.965         38.552           1988            155          empty         14.509          0.000          0.000          0.000
        332.895         39.133           1988            156          empty         14.586          0.000          0.000          0.000
        338.596         39.721           1988            157          empty         13.273          0.000          0.000          0.000
        343.987         40.318           1988            158          empty         12.465          0.000          0.000          0.000
        343.299         40.926           1988            159          empty         12.066          0.000          0.000          0.000
        342.612         41.531           1988            160          empty         11.844          0.000          0.000          0.000
        341.927         42.133           1988            161          empty         11.596          0.000          0.000          0.000
        344.469         42.732           1988            162          empty         11.283          0.000          0.000          0.000
        343.780         43.336           1988            163          empty         11.140          0.000          0.000          0.000
        343.092         43.937           1988            164          empty         11.100          0.000          0.000          0.000
        240.165        146.777           1988            165          empty         11.080          0.000          0.000          0.000
        192.132        194.516           1988            166          empty         11.286          0.000          0.000          0.000
        172.919        213.340           1988            167          empty         11.613          0.000          0.000          0.000
        172.573        213.259           1988            168          empty         12.008          0.000          0.000          0.000
        172.228        213.178           1988            169          empty         12.435          0.000          0.000          0.000
        173.229        213.096           1988            170          empty         12.861          0.000          0.000          0.000
        172.883        213.016           1988            171          empty         13.287          0.000          0.000          0.000
        172.537        212.936           1988            172          empty         13.713          0.000          0.000          0.000
        172.192        212.855           1988            173          empty         14.139          0.000          0.000          0.000
        171.847        212.774           1988            174          empty         14.565          0.000          0.000          0.000
        171.504        212.692           1988            175          empty         14.990          0.000          0.000          0.000
        171.161        212.610           1988            176          empty         15.416          0.000          0.000          0.000
        170.818        212.527           1988            177          empty         15.841          0.000          0.000          0.000
        170.477        212.443           1988            178          empty         16.266          0.000          0.000          0.000
        171.416        212.359           1988            179          empty         16.691          0.000          0.000          0.000
        171.073        212.277           1988            180          empty         17.116          0.000          0.000          0.000
        170.731        212.195           1988            181          empty         17.540          0.000          0.000          0.000
         68.292        314.209           1988            182          empty         17.964          0.000          0.000          0.000
         68.156        313.717           1988            183          empty         18.593          0.000          0.000          0.000
         68.019        313.226           1988            184          empty         19.220          0.000          0.000          0.000
         68.009        312.736           1988            185          empty         19.847          0.000          0.000          0.000
         67.941        312.246           1988            186          empty         20.472          0.000          0.000          0.000
         69.045        311.758           1988            187          empty         19.626          0.000          0.000          0.000
         69.723        311.272           1988            188          empty         19.142          0.000          0.000          0.000
         69.584        310.789           1988            189          empty         19.119          0.000          0.000          0.000
         69.445        310.307           1988            190          empty         19.133          0.000          0.000          0.000
         69.306        309.825           1988            191          empty         19.176          0.000          0.000          0.000
         69.737        309.344           1988            192          empty         19.192          0.000          0.000          0.000
         69.598        308.865           1988            193          empty         18.959          0.000          0.000          0.000
         69.591        308.386           1988            194          empty         18.655          0.000          0.000          0.000
         69.777        307.909           1988            195          empty         18.440          0.000          0.000          0.000
         69.637        307.432           1988            196          empty         18.398          0.000          0.000          0.000
         69.498        306.957           1988            197          empty         18.465          0.000          0.000          0.000
         69.359        306.482           1988            198          empty         18.650          0.000          0.000          0.000
         69.844        306.008           1988            199          empty         18.854          0.000          0.000          0.000
         69.705        305.535           1988            200          empty         19.271          0.000          0.000          0.000
         69.565        305.064           1988            201          empty         19.778          0.000          0.000          0.000
         69.805        304.593           1988            202          empty         20.362          0.000          0.000          0.000
         70.664        304.123           1988            203          empty         20.971          0.000          0.000          0.000
         71.017        303.656           1988            204          empty         20.416          0.000          0.000          0.000
         70.875        303.191           1988            205          empty         20.517          0.000          0.000          0.000
         70.733        302.726           1988            206          empty         20.764          0.000          0.000          0.000
         70.592        302.262           1988            207          empty         20.920          0.000          0.000          0.000
         71.604        301.799           1988            208          empty         20.922          0.000          0.000          0.000
         71.461        301.339           1988            209          empty         21.311          0.000          0.000          0.000
         50.022        322.174           1988            210          empty         21.764          0.000          0.000          0.000
         49.922        321.630           1988            211          empty         22.315          0.000          0.000          0.000
         50.272        321.086           1988            212          empty         22.958          0.000          0.000          0.000
         50.171        320.545           1988            213          empty         23.601          0.000          0.000          0.000
         50.071        320.004           1988            214          empty         24.242          0.000          0.000          0.000
         50.333        319.464           1988            215          empty         24.882          0.000          0.000          0.000
         51.091        318.926           1988            216          empty         25.521          0.000          0.000          0.000
         51.895        318.390           1988            217          empty         26.158          0.000          0.000          0.000
         52.683        317.857           1988            218          empty         26.795          0.000          0.000          0.000
         53.483        317.327           1988            219          empty         27.431          0.000          0.000          0.000
         53.376        316.799           1988            220          empty         28.066          0.000          0.000          0.000
         53.269        316.272           1988            221          empty         28.699          0.000          0.000          0.000
         10.654        358.255           1988            222          empty         29.332          0.000          0.000          0.000
          0.000        368.193           1988            223        stocked         30.048        400.110          0.800         36.819
          0.000        367.456           1988            224        stocked         30.785        400.219          0.800         73.565
          0.000        366.721           1988            225        stocked         31.520        400.329          0.800        110.237
          0.000        365.988           1988            226        stocked         32.253        400.438          0.800        146.836
          0.000        365.256           1988            227        stocked         32.985        400.548          0.800        183.361
          0.000        364.525           1988            228        stocked         33.715        400.658          0.800        219.814
          0.196        363.796           1988            229        stocked         34.445        400.767          0.800        256.213
          0.468        363.069           1988            230        stocked         35.172        400.877          0.800        292.567
          1.034        362.343           1988            231        stocked         35.898        400.986          0.800        328.905
          1.533        361.619           1988            232        stocked         36.623        401.096          0.800        365.220
          2.034        360.897           1988            233        stocked         37.346        401.205          0.800        401.514
          2.821        360.177           1988            234        stocked         38.068        401.315          0.800        437.814
          3.430        359.459           1988            235        stocked         38.788        401.425          0.800        474.104
          3.857        358.743           1988            236        stocked         36.402        401.534          0.800        510.364
          3.846        358.029           1988            237        stocked         35.945        401.644          0.800        546.553
          3.834        357.317           1988            238        stocked         35.673        401.753          0.800        582.669
          3.891        356.607           1988            239        stocked         35.199        401.863          0.800        618.719
          4.105        355.897           1988            240        stocked         34.719        401.973          0.800        654.720
          4.245        355.190           1988            241        stocked         33.397        402.082          0.800        690.664
          4.232        354.484           1988            242        stocked         33.184        402.192          0.800        726.537
          4.219        353.779           1988            243        stocked         32.991        402.301          0.800        762.338
          4.252        353.076           1988            244        stocked         32.729        402.411          0.800        798.071
          4.411        352.374           1988            245        stocked         32.370        402.795          0.800        833.750
          4.806        351.674           1988            246        stocked         32.165        403.178          0.800        869.399
          5.467        350.975           1988            247        stocked         32.332        403.562          0.800        905.045
          6.147        350.278           1988            248        stocked         32.791        403.945          0.800        940.688
          6.478        349.583           1988            249        stocked         33.479        404.329          0.800        976.296
          6.885        348.890           1988            250        stocked         34.178        404.712          0.800       1011.875
          7.207        348.199           1988            251        stocked         32.360        405.096          0.800       1047.417
          7.546        347.510           1988            252        stocked         31.233        405.480          0.800       1082.924
          7.771        346.822           1988            253        stocked         30.673        405.863          0.800       1118.384
          8.233        346.136           1988            254        stocked         30.248        406.247          0.800       1153.823
          9.018        345.451           1988            255        stocked         30.101        406.630          0.800       1189.272
          9.527        344.769           1988            256        stocked         28.129        407.014          0.800       1224.703
          9.931        344.089           1988            257        stocked         26.722        407.397          0.800       1260.107
          9.902        343.411           1988            258        stocked         26.676        407.781          0.800       1295.441
         10.219        342.734           1988            259        stocked         25.499        408.165          0.800       1330.738
         10.535        342.058           1988            260        stocked         24.626        408.548          0.800       1365.999
         11.198        341.384           1988            261        stocked         23.899        408.932          0.800       1401.260
         11.695        340.712           1988            262        stocked         23.840        409.315          0.800       1436.503
         11.732        340.043           1988            263        stocked         24.298        409.699          0.800       1471.682
         11.696        339.375           1988            264        stocked         24.978        410.082          0.800       1506.792
         11.682        338.708           1988            265        stocked         25.657        410.466          0.800       1541.833
         11.896        338.042           1988            266        stocked         26.334        410.850          0.800       1576.829
         12.436        337.377           1988            267        stocked         27.010        411.233          0.800       1611.813
         13.193        336.715           1988            268        stocked         27.685        411.617          0.800       1646.807
         13.990        336.054           1988            269        stocked         28.359        412.000          0.800       1681.814
         14.857        335.395           1988            270        stocked         29.031        412.384          0.800       1716.842
         15.732        334.738           1988            271        stocked         29.702        412.767          0.800       1751.892
         16.814        334.083           1988            272        stocked         27.409        413.151          0.800       1786.985
         17.705        333.431           1988            273        stocked         26.058        413.535          0.800       1822.102
         19.042        332.781           1988            274        stocked         25.586        413.918          0.800       1857.288
         20.219        332.134           1988            275        stocked         25.708        414.302          0.800       1892.528
         20.899        331.489           1988            276        stocked         26.372        414.685          0.800       1927.771
         21.671        330.846           1988            277        stocked         27.035        415.069          0.800       1963.027
         22.984        330.205           1988            278        stocked         27.697        415.453          0.800       1998.350
         24.294        329.566           1988            279        stocked         28.357        415.836          0.800       2033.741
         25.607        328.930           1988            280        stocked         29.017        416.220          0.800       2069.200
         26.860        328.297           1988            281        stocked         29.674        416.603          0.800       2104.721
         27.888        327.666           1988            282        stocked         30.331        416.987          0.800       2140.282
         29.169        327.038           1988            283        stocked         30.986        417.370          0.800       2175.908
         30.078        326.412           1988            284        stocked         31.640        417.754          0.800       2211.563
         30.680        325.789           1988            285        stocked         32.293        418.138          0.800       2247.217
         31.846        325.167           1988            286        stocked         32.945        418.521          0.800       2282.924
         33.149        324.547           1988            287        stocked         33.595        418.905          0.800       2318.701
         34.440        323.930           1988            288        stocked         34.244        419.288          0.800       2354.545
         35.741        323.316           1988            289        stocked         34.892        419.672          0.800       2390.458
         37.041        322.704           1988            290        stocked         35.539        420.055          0.800       2426.439
         38.332        322.094           1988            291        stocked         36.184        420.439          0.800       2462.490
         39.091        321.488           1988            292        stocked         36.828        420.823          0.800       2498.555
         40.003        320.883           1988            293        stocked         37.471        421.206          0.800       2534.652
         41.309        320.280           1988            294        stocked         38.113        421.590          0.800       2570.819
         42.605        319.680           1988            295        stocked         38.754        421.973          0.800       2607.056
         43.895        319.082           1988            296        stocked         39.393        422.357          0.800       2643.363
         45.079        318.486           1988            297        stocked         40.031        422.740          0.800       2679.728
         46.279        317.893           1988            298        stocked         40.668        423.124          0.800       2716.155
         47.073        317.303           1988            299        stocked         41.304        423.508          0.800       2752.602
         48.087        316.715           1988            300        stocked         41.939        423.891          0.800       2789.092
         49.158        316.128           1988            301        stocked         42.572        424.275          0.800       2825.630
         50.433        315.544           1988            302        stocked         43.204        424.658          0.800       2862.238
         51.703        314.962           1988            303        stocked         43.835        425.042          0.800       2898.914
         52.964        314.383           1988            304        stocked         44.465        425.425          0.800       2935.660
         54.220        313.806           1988            305        stocked         45.094        425.809          0.800       2972.473
         55.442        313.231           1988            306        stocked         45.722        426.193          0.800       3009.352
         56.687        312.659           1988            307        stocked         46.348        426.576          0.800       3046.298
         57.937        312.090           1988            308        stocked         46.973        426.960          0.800       3083.312
         59.177        311.522           1988            309        stocked         47.598        427.343          0.800       3120.394
         60.420        310.957           1988            310        stocked         48.221        427.727          0.800       3157.543
         62.333        310.394           1988            311        stocked         48.843        428.111          0.800       3194.829
         63.715        309.834           1988            312        stocked         49.463        428.494          0.800       3232.196
         65.336        309.277           1988            313        stocked         50.083        428.878          0.800       3269.671
         66.491        308.722           1988            314        stocked         50.702        429.261          0.800       3307.205
         67.750        308.170           1988            315        stocked         51.319        429.645          0.800       3344.811
         69.211        307.620           1988            316        stocked         51.935        430.028          0.800       3382.508
         70.852        307.073           1988            317        stocked         52.551        430.412          0.800       3420.314
         72.483        306.528           1988            318        stocked         53.165        430.796          0.800       3458.230
         73.796        305.986           1988            319        stocked         53.778        431.179          0.800       3496.223
         75.346        305.446           1988            320        stocked         54.390        431.563          0.800       3534.317
         77.608        304.909           1988            321        stocked         51.392        431.946          0.800       3572.584
         79.386        304.375           1988            322        stocked         49.382        432.330          0.800       3610.976
         80.892        303.844           1988            323        stocked         47.697        432.713          0.800       3649.466
         82.195        303.316           1988            324        stocked         47.591        433.097          0.800       3688.034
         84.062        302.790           1988            325        stocked         48.197        433.481          0.800       3726.736
         85.712        302.266           1988            326        stocked         48.803        433.864          0.800       3765.551
         87.336        301.746           1988            327        stocked         49.407        434.248          0.800       3804.476
         88.734        301.229           1988            328        stocked         50.011        434.631          0.800       3843.490
         90.287        300.713           1988            329        stocked         50.613        435.015          0.800       3882.608
         92.007        300.201           1988            330        stocked         51.215        435.398          0.800       3921.847
         93.682        299.691           1988            331        stocked         51.815        435.782          0.800       3961.203
         95.531        299.183           1988            332        stocked         52.415        436.166          0.800       4000.694
         97.434        298.678           1988            333        stocked         53.013        436.549          0.800       4040.324
         99.266        298.177           1988            334        stocked         53.610        436.933          0.800       4080.089
        100.909        297.678           1988            335        stocked         54.207        437.316          0.800         39.879
        102.598        297.182           1988            336        stocked         54.802        438.083          0.800         79.877
        104.414        296.688           1988            337        stocked         55.396        438.851          0.800        120.009
        106.312        296.198           1988            338        stocked         55.990        439.618          0.800        160.281
        108.363        295.709           1988            339        stocked         56.582        440.385          0.800        200.710
        110.521        295.224           1988            340        stocked         57.174        441.152          0.800        241.306
        112.672        294.742           1988            341        stocked         57.764        441.919          0.800        282.070
        114.921        294.263           1988            342        stocked         58.354        442.686          0.800        323.012
        117.231        293.787           1988            343        stocked         53.112        443.453          0.800        364.137
        119.272        293.315           1988            344        stocked         48.495        444.220          0.800        405.419
        121.894        292.845           1988            345        stocked         44.237        444.988          0.800        446.918
        124.466        292.379           1988            346        stocked         41.674        445.755          0.800        488.627
        126.874        291.916           1988            347        stocked         38.095        446.522          0.800        530.531
        130.553        291.455           1988            348        stocked         35.803        447.289          0.800        572.758
        133.387        291.000           1988            349        stocked         34.569        448.056          0.800        615.224
        136.145        290.549           1988            350        stocked         34.235        448.823          0.800        657.920
        139.193        290.101           1988            351        stocked         34.490        449.590          0.800        700.878
        143.294        289.656           1988            352        stocked         31.624        450.357          0.800        744.201
        146.002        289.217           1988            353        stocked         29.043        451.124          0.800        787.752
        149.159        288.781           1988            354        stocked         26.720        451.892          0.800        831.576
        152.086        288.350           1988            355        stocked         25.319        452.659          0.800        875.650
        154.836        287.922           1988            356        stocked         24.749        453.426          0.800        919.957
        158.273        287.498           1988            357        stocked         24.830        454.193          0.800        964.566
        161.223        287.078           1988            358        stocked         25.405        454.960          0.800       1009.428
        164.810        286.662           1988            359        stocked         25.979        455.727          0.800       1054.609
        167.920        286.250           1988            360        stocked         26.552        456.494          0.800       1100.059
        171.255        285.842           1988            361        stocked         27.125        457.261          0.800       1145.803
        174.748        285.438           1988            362        stocked         24.986        458.029          0.800       1191.857
        177.797        285.039           1988            363        stocked         23.739        458.796          0.800       1238.176
        181.403        284.643           1988            364        stocked         23.189        459.563          0.800       1284.817
        185.509        284.251           1988            365        stocked         23.203        460.330          0.800       1331.830
        190.210        283.863           1988            366        stocked         23.737        461.097          0.800       1379.275
        194.277        283.482           1989              1        stocked         24.305        461.864          0.800       1427.090
        198.885        283.104           1989              2        stocked         24.872        462.631          0.800       1475.329
        202.032        282.734           1989              3        stocked         22.952        463.398          0.800       1523.846
        205.652        282.367           1989              4        stocked         21.801        464.166          0.800       1572.689
        209.528        282.003           1989              5        stocked         21.341        464.933          0.800       1621.884
        214.106        281.644           1989              6        stocked         19.772        465.700          0.800       1671.502
        217.822        281.291           1989              7        stocked         18.739        466.467          0.800       1721.457
        222.520        280.942           1989              8        stocked         18.215        467.234          0.800       1771.847
        226.766        280.598           1989              9        stocked         18.138        468.001          0.800       1822.629
        230.817        280.259           1989             10        stocked         18.597        468.768          0.800       1873.783
        234.757        279.926           1989             11        stocked         17.299        469.535          0.800       1925.298
        238.922        279.596           1989             12        stocked         16.558        470.302          0.800       1977.198
        243.639        279.271           1989             13        stocked         16.288        471.070          0.800       2029.538
        249.548        278.950           1989             14        stocked         16.368        471.837          0.800       2082.437
        254.957        278.636           1989             15        stocked         16.812        472.604          0.800       2135.848
        260.594        278.328           1989             16        stocked         17.369        473.371          0.800       2189.792
        265.704        278.027           1989             17        stocked         17.926        474.138          0.800       2244.218
        270.156        277.732           1989             18        stocked         18.482        474.905          0.800       2299.061
        274.654        277.442           1989             19        stocked         19.038        475.672          0.800       2354.326
        278.573        277.158           1989             20        stocked         17.689        476.439          0.800       2409.955
        283.213        276.877           1989             21        stocked         16.931        477.207          0.800       2466.020
        287.799        276.602           1989             22        stocked         16.520        477.974          0.800       2522.518
        293.889        276.330           1989             23        stocked         16.165        478.741          0.800       2579.599
        301.876        276.063           1989             24        stocked         16.020        479.508          0.800       2637.453
        309.698        275.805           1989             25        stocked         16.199        480.275          0.800       2696.065
        315.999        275.557           1989             26        stocked         16.728        481.042          0.800       2755.284
        321.913        275.315           1989             27        stocked         17.279        481.809          0.800       2815.072
        329.629        275.079           1989             28        stocked         17.829        482.576          0.800       2875.608
        336.376        274.851           1989             29        stocked         18.380        483.344          0.800       2936.798
        341.666        274.632           1989             30        stocked         18.929        484.111          0.800       2998.496
        346.606        274.420           1989             31        stocked         19.479        484.878          0.800       3060.668
        353.033        274.211           1989             32        stocked         20.027        485.645          0.800       3123.463
