Summary_file = P40N150c_h.sum
Title = P40N150
      year       day           date   sum@met_rain sum@soilwat2_runoff sum@soilwat2_drain        labile_p(1)        labile_p(2)        labile_p(3)        labile_p(4)        labile_p(5)        labile_p(6)        labile_p(7)        labile_p(8)        labile_p(9)       labile_p(10)      rock_p(1)       fom_p(1)          no3()          nh4()       fom_n(1)       fom_c(1)      biom_n(1)       hum_n(1) sum@soilwat2_es              sw(1)              sw(2)              sw(3)              sw(4)              sw(5)              sw(6)              sw(7)              sw(8)              sw(9)             sw(10)       sw_dep()            esw   surfaceom_wt   surfaceom_wt avg@maize_swdef_photo avg@maize_nfact_photo avg@maize_pfact_photo flowering_date          yield        biomass       p_uptake       n_uptake     root_depth        root_wt             no3(1)             no3(2)             no3(3)             no3(4)             no3(5)             no3(6)             no3(7)             no3(8)             no3(9)            no3(10)   unavail_p(1)        N_leach           flag      crop_year           crop
    (year)     (day)             ()           (mm)                (mm)               (mm)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)           (mm)           (mm)        (kg/ha)        (kg/ha)                    ()                    ()                    ()          (doy)        (kg/ha)        (kg/ha)        (g/m^2)         (g/m2)           (mm)        (g/m^2)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)        (kg/ha)        (kg/ha)            (?)            (?)            (?)
      1962        98     08/04/1962        873.400              43.743            331.616             25.805              2.841              2.139              2.180              1.377              1.347              1.308              1.268              1.229              1.189          0.000          0.113         13.811          1.514          3.458        137.043        163.666       1365.068         407.980              0.265              0.271              0.270              0.233              0.206              0.209              0.244              0.271              0.289              0.297        430.565         42.565          0.103          0.103                 0.363                 0.381                 0.962             39       5540.244      13297.520          1.342         16.826       1700.000        152.851              6.309              2.126              1.322              1.042              0.497              0.315              0.379              0.352              0.493              0.976        160.239         28.506              ?              ?              ?
      1963        95     05/04/1963       1051.300             174.334            433.227             26.808              2.807              2.131              2.166              1.322              1.303              1.278              1.244              1.198              1.171          0.000          0.117         10.618          1.288          3.892        142.051        169.987       1371.440         367.743              0.206              0.257              0.233              0.221              0.228              0.239              0.268              0.287              0.296              0.299        437.209         49.209          0.027          0.027                 0.387                 0.384                 0.598             33       5594.701      13811.104          1.453         17.235       1700.000        143.278              5.088              1.188              0.358              0.321              0.253              0.166              0.271              0.385              0.756              1.832        167.415         70.163              ?              ?              ?
      1964       102     11/04/1964        670.000              44.036            186.644             29.162              2.928              2.176              2.188              1.365              1.335              1.307              1.262              1.198              1.167          0.000          0.254         18.230          1.236          8.210        332.186        201.493       1377.244         322.175              0.100              0.200              0.203              0.204              0.208              0.217              0.253              0.278              0.292              0.298        400.408         22.407          1.178          1.178                 0.347                 0.349                 0.669             47       3159.025       9574.924          0.733         14.445       1700.000        139.035              6.867              1.620              1.468              2.433              1.597              0.878              0.901              0.798              0.757              0.912        175.536         26.121              ?              ?              ?
      1965       106     16/04/1965        903.200              90.417            467.589             29.181              2.836              2.094              2.096              1.298              1.304              1.281              1.220              1.175              1.157          0.000          0.181         18.942          1.356          7.524        228.377        199.768       1382.711         330.916              0.100              0.200              0.200              0.200              0.200              0.202              0.235              0.262              0.284              0.295        385.572          7.572          0.044          0.044                 0.295                 0.395                 0.392             46       3031.585       9739.990          0.923         14.019       1700.000        169.274              6.954              1.261              0.651              1.216              0.754              0.368              0.520              0.667              1.526              5.025        183.418         83.411              ?              ?              ?
      1966       105     15/04/1966        830.000              53.572            288.451             28.133              2.766              2.070              2.038              1.274              1.312              1.280              1.268              1.222              1.176          0.000          0.122         41.281          2.002          5.184        148.324        189.126       1388.572         320.394              0.237              0.284              0.292              0.296              0.297              0.299              0.300              0.299              0.297              0.300        498.824        110.824          0.018          0.018                 0.382                 0.415                 0.768             44       5602.462      13478.604          1.528         17.211       1700.000        137.698              5.659              3.038              3.005              5.626              5.522              4.890              4.459              3.642              2.959              2.481        191.999         52.701              ?              ?              ?
      1967       127     07/05/1967        841.400              49.879            379.568             31.345              3.016              2.222              2.263              1.417              1.381              1.340              1.260              1.208              1.177          0.000          0.101         33.733          1.302          3.527        118.000        175.471       1395.705         401.471              0.100              0.200              0.201              0.201              0.201              0.204              0.240              0.269              0.288              0.296        389.987         11.987          0.260          0.260                 0.327                 0.357                 0.817             68       4937.491      11897.400          1.050         16.658       1700.000        160.546              7.807              2.011              1.531              3.121              2.526              1.753              2.445              2.888              3.928              5.722        201.698         94.993              ?              ?              ?
      1968       109     18/04/1968        654.300              43.596            217.741             30.795              2.999              2.198              2.248              1.282              1.294              1.274              1.237              1.194              1.152          0.000          0.140         22.178          1.335          5.271        156.505        195.039       1400.846         321.072              0.100              0.200              0.200              0.200              0.201              0.203              0.238              0.266              0.286              0.296        387.943          9.943          0.137          0.137                 0.339                 0.392                 0.369             50       4218.732      11062.199          0.960         16.055       1700.000        164.322              8.592              2.477              1.802              2.385              1.355              0.746              0.896              0.966              1.244              1.715        209.356         37.208              ?              ?              ?
      1969        87     28/03/1969        654.000              20.875            192.103             27.067              2.838              2.148              2.149              1.222              1.270              1.255              1.214              1.156              1.130          0.000          0.112         32.929          1.719          5.075        135.508        181.948       1406.921         320.495              0.281              0.255              0.254              0.242              0.209              0.213              0.249              0.275              0.291              0.298        434.338         46.338          0.009          0.009                 0.386                 0.384                 0.447             31       6403.091      14836.625          1.701         18.655       1700.000        164.401              9.884              4.946              3.932              5.257              2.596              1.407              1.421              1.152              1.097              1.236        215.095         29.860              ?              ?              ?
      1970       105     15/04/1970        970.700              64.704            374.600             33.736              3.073              2.187              2.226              1.352              1.314              1.277              1.203              1.153              1.126          0.000          0.118         50.339          1.127          4.109        138.816        194.973       1414.153         437.874              0.215              0.201              0.200              0.200              0.200              0.202              0.234              0.262              0.284              0.295        396.996          8.996          0.082          0.082                 0.271                 0.350                 0.760             46       2465.123       8166.682          0.685         12.409       1700.000        152.186             37.585              4.847              0.709              0.661              0.508              0.390              0.691              0.879              1.470              2.599        221.624         55.481              ?              ?              ?
      1971        87     28/03/1971        706.200              52.490            192.329             29.807              2.724              2.001              1.956              1.145              1.217              1.201              1.201              1.150              1.119          0.000          0.118          9.553          1.414          5.379        138.593        194.946       1419.730         326.432              0.137              0.213              0.223              0.226              0.233              0.244              0.271              0.286              0.295              0.299        428.441         46.735          0.063          0.063                 0.386                 0.383                 0.599             29       6480.097      15420.950          1.447         19.320       1700.000        171.291              5.540              0.764              0.523              0.663              0.443              0.260              0.249              0.224              0.288              0.598        227.182         22.652              ?              ?              ?
      1972        91     31/03/1972        913.200              94.000            297.684             28.627              2.828              2.122              2.180              1.347              1.312              1.282              1.211              1.149              1.114          0.000          0.114          7.797          1.701          4.321        143.203        194.988       1427.427         380.419              0.293              0.302              0.306              0.306              0.304              0.275              0.254              0.278              0.292              0.298        491.384        103.384          0.119          0.119                 0.367                 0.366                 0.494             31       6494.993      15317.910          1.581         18.266       1700.000        168.740              1.792              1.082              0.812              0.867              0.416              0.208              0.240              0.250              0.480              1.651        231.761         56.169              ?              ?              ?
      1973       105     15/04/1973        636.100              15.366            160.399             32.091              2.925              2.176              2.219              1.350              1.319              1.280              1.237              1.174              1.129          0.000          0.132         64.668          1.067          4.513        174.251        191.504       1434.497         337.041              0.164              0.219              0.228              0.230              0.215              0.208              0.243              0.270              0.288              0.297        411.370         26.950          1.616          1.616                 0.335                 0.371                 0.561             50       4324.085       9886.755          0.897         12.879       1700.000        127.496             14.764             11.731             11.601             14.154              5.149              1.790              1.633              1.402              1.234              1.209        238.251         23.405              ?              ?              ?
      1974        98     08/04/1974       1186.900              99.643            515.228             25.616              2.696              2.049              2.104              1.277              1.290              1.240              1.171              1.138              1.112          0.000          0.074         26.310          2.056          2.547         89.056        169.995       1439.386         417.512              0.251              0.279              0.286              0.290              0.292              0.292              0.295              0.298              0.300              0.300        494.937        106.937          0.000          0.000                 0.392                 0.402                 0.430             38       5514.644      13575.944          2.231         17.171       1700.000        141.979              7.727              2.723              1.671              1.870              1.486              1.302              1.668              1.929              2.487              3.448        243.738         84.083              ?              ?              ?
      1975        87     28/03/1975       1165.200             177.640            430.993             27.866              2.731              2.045              2.096              1.278              1.288              1.237              1.163              1.121              1.101          0.000          0.151          4.750          1.276          2.833        113.436        165.576       1444.673         414.915              0.165              0.235              0.245              0.252              0.259              0.268              0.286              0.295              0.299              0.300        456.240         71.715          0.078          0.078                 0.379                 0.375                 0.997             29       6402.192      15750.345          1.860         18.201       1700.000        168.878              3.006              0.326              0.154              0.131              0.088              0.061              0.065              0.060              0.149              0.710        246.375         49.709              ?              ?              ?
      1976       103     12/04/1976        801.900              34.772            205.168             23.858              2.693              2.056              2.113              1.291              1.296              1.252              1.186              1.134              1.105          0.000          0.130          4.451          1.439          3.033        143.773        157.748       1449.311         368.752              0.282              0.292              0.287              0.266              0.263              0.252              0.258              0.277              0.291              0.298        467.385         79.385          0.171          0.171                 0.357                 0.351                 0.975             43       6400.425      16484.658          1.983         17.554       1700.000        197.203              2.325              0.625              0.176              0.096              0.065              0.063              0.097              0.095              0.158              0.749        249.517         25.320              ?              ?              ?
      1977       112     22/04/1977       1122.500             147.861            450.799             24.687              2.773              2.105              2.157              1.328              1.327              1.289              1.228              1.164              1.118          0.000          0.170          5.541          1.390          4.256        209.066        168.518       1454.925         410.761              0.160              0.230              0.237              0.240              0.246              0.255              0.279              0.292              0.298              0.300        444.442         60.484          0.106          0.106                 0.360                 0.356                 0.987             51       5879.447      14764.313          1.743         16.531       1700.000        138.094              3.079              0.291              0.136              0.121              0.092              0.068              0.090              0.139              0.335              1.189        252.091         58.825              ?              ?              ?
      1978        97     07/04/1978       1159.600             101.950            497.157             23.300              2.741              2.087              2.139              1.278              1.283              1.240              1.180              1.125              1.097          0.000          0.131          4.426          1.471          3.317        169.562        158.223       1459.383         384.286              0.235              0.277              0.279              0.268              0.261              0.269              0.286              0.295              0.299              0.300        474.637         86.637          0.058          0.058                 0.371                 0.368                 1.000             40       6659.229      15643.289          2.132         17.802       1700.000        171.584              3.003              0.572              0.207              0.150              0.084              0.058              0.061              0.053              0.065              0.172        254.204         40.581              ?              ?              ?
      1979       108     18/04/1979        678.800              17.228            178.831             27.501              2.837              2.102              2.152              1.280              1.256              1.229              1.184              1.127              1.092          0.000          0.237          5.890          0.950          6.230        319.120        183.206       1464.235         380.922              0.176              0.208              0.210              0.205              0.204              0.204              0.239              0.267              0.286              0.296        399.540         13.981          0.691          0.691                 0.340                 0.349                 0.969             49       4398.118      13283.216          1.237         15.523       1700.000        148.561              3.459              0.578              0.264              0.253              0.189              0.112              0.137              0.129              0.169              0.601        256.043         14.790              ?              ?              ?
      1980        82     22/03/1980        661.100              20.288            249.108             27.245              2.719              2.024              2.008              1.076              1.085              1.104              1.146              1.108              1.075          0.000          0.214         11.177          1.380          6.775        307.844        197.972       1470.002         308.057              0.167              0.221              0.226              0.226              0.205              0.204              0.240              0.268              0.287              0.296        406.310         21.659          0.259          0.259                 0.363                 0.377                 0.719             27       5341.349      12996.152          1.417         15.406       1700.000        154.922              5.857              1.305              0.830              0.737              0.357              0.189              0.252              0.253              0.364              1.034        257.808         27.520              ?              ?              ?
      1981        87     28/03/1981       1027.800             119.078            390.211             25.012              2.726              2.078              2.155              1.261              1.262              1.229              1.191              1.116              1.079          0.000          0.165         23.914          1.645          5.061        229.426        196.314       1476.276         385.940              0.185              0.253              0.262              0.268              0.273              0.280              0.292              0.298              0.299              0.300        471.872         85.391          0.071          0.071                 0.358                 0.356                 0.778             29       5355.268      13539.470          1.942         16.347       1700.000        150.846              6.660              1.855              1.427              1.950              1.679              1.624              2.029              2.236              2.261              2.192        259.865         37.090              ?              ?              ?
      1982        92     02/04/1982        781.000              66.737            206.613             31.057              2.866              2.124              2.171              1.319              1.310              1.263              1.169              1.107              1.076          0.000          0.141         13.236          1.245          4.027        179.774        187.852       1482.599         339.481              0.142              0.205              0.210              0.211              0.214              0.220              0.256              0.280              0.293              0.298        410.374         28.133          0.382          0.382                 0.348                 0.346                 0.983             35       5741.550      14719.496          1.382         18.391       1700.000        168.912              7.356              1.176              0.848              1.001              0.606              0.330              0.344              0.301              0.427              0.847        262.073         27.775              ?              ?              ?
      1983        99     09/04/1983        492.900               7.306             94.614             33.476              2.979              2.181              2.262              1.330              1.297              1.265              1.182              1.112              1.078          0.000          0.141         74.433          1.528          4.666        193.472        197.696       1489.415         319.761              0.110              0.200              0.205              0.205              0.203              0.207              0.244              0.271              0.289              0.297        394.490         15.477          2.174          2.174                 0.318                 0.325                 0.495             45       4663.189       9645.497          0.909         13.082       1700.000        108.963             28.795             15.750             11.530              9.736              3.040              1.385              1.295              1.075              0.938              0.889        266.877         10.769              ?              ?              ?
      1984       111     20/04/1984        627.200              17.506            124.226             30.036              2.737              2.060              2.122              1.298              1.313              1.261              1.178              1.100              1.077          0.000          0.074         51.509          1.407          2.525         96.682        163.112       1492.328         338.784              0.160              0.225              0.233              0.237              0.240              0.235              0.252              0.275              0.291              0.298        427.302         43.321          0.034          0.034                 0.355                 0.353                 0.344             53       5809.115      13911.812          1.723         17.240       1700.000        148.578             10.884              6.767              7.624             12.146              6.562              2.451              1.669              1.304              1.054              1.048        273.468         19.984              ?              ?              ?
      1985        95     05/04/1985       1049.100              51.405            430.898             27.124              2.765              2.083              2.164              1.299              1.280              1.224              1.136              1.099              1.071          0.000          0.103          6.091          1.351          3.329        138.973        168.158       1496.965         381.210              0.192              0.256              0.264              0.269              0.275              0.281              0.292              0.298              0.299              0.300        473.894         86.732          0.034          0.034                 0.371                 0.362                 0.985             38       6632.792      16365.936          1.782         17.069       1700.000        184.323              3.489              0.316              0.151              0.149              0.103              0.068              0.081              0.085              0.265              1.384        275.565         58.884              ?              ?              ?
      1986       107     17/04/1986        931.300              58.562            390.292             27.781              2.928              2.137              2.180              1.299              1.274              1.226              1.158              1.110              1.071          0.000          0.190          6.493          1.034          5.175        253.332        178.031       1501.672         381.137              0.157              0.225              0.233              0.236              0.238              0.224              0.251              0.276              0.291              0.298        423.824         40.161          0.158          0.158                 0.354                 0.353                 0.789             49       5917.547      14073.325          1.418         15.529       1700.000        162.431              3.331              0.348              0.173              0.152              0.113              0.098              0.145              0.164              0.329              1.640        277.220         53.505              ?              ?              ?
      1987        95     05/04/1987        650.000              29.295            209.284             30.882              2.909              2.113              2.188              1.278              1.264              1.226              1.162              1.103              1.065          0.000          0.210         33.439          1.297          5.897        281.645        192.479       1506.771         294.145              0.197              0.255              0.258              0.243              0.207              0.212              0.249              0.275              0.291              0.298        425.864         38.130          1.246          1.246                 0.346                 0.354                 0.547             42       4101.298      10008.351          1.095         14.006       1700.000        138.525             10.911              6.611              4.920              4.943              1.605              0.806              0.847              0.782              0.866              1.149        279.365         24.787              ?              ?              ?
      1988        95     04/04/1988        914.300             105.344            395.571             28.678              2.790              2.092              2.146              1.288              1.292              1.239              1.167              1.099              1.065          0.000          0.103         35.921          1.289          3.661        132.250        160.931       1509.892         279.292              0.205              0.235              0.243              0.249              0.256              0.265              0.284              0.295              0.299              0.300        457.772         69.772          0.022          0.022                 0.342                 0.340                 0.759             39       5364.785      14237.960          1.842         17.299       1700.000        169.304              5.930              1.868              1.937              4.534              4.726              4.123              3.693              3.100              2.871              3.140        283.053         78.985              ?              ?              ?
      1989       103     13/04/1989        831.300              43.159            323.830             30.270              2.887              2.125              2.168              1.275              1.271              1.226              1.155              1.087              1.058          0.000          0.129         26.694          1.326          4.220        169.080        174.728       1514.915         360.150              0.161              0.224              0.226              0.212              0.214              0.224              0.259              0.282              0.294              0.299        417.807         33.713          0.124          0.124                 0.361                 0.358                 0.985             43       5055.104      12798.309          1.382         15.523       1700.000        133.080              8.143              2.204              1.319              2.331              2.165              1.720              2.055              2.093              2.215              2.448        284.560         49.114              ?              ?              ?
      1990        85     26/03/1990        799.000              61.774            371.097             30.783              2.810              2.088              2.141              1.248              1.247              1.197              1.136              1.071              1.052          0.000          0.149          7.399          1.290          4.775        199.333        183.324       1519.481         266.039              0.244              0.201              0.204              0.205              0.208              0.215              0.252              0.278              0.292              0.298        414.596         26.596          0.688          0.688                 0.368                 0.378                 0.822             28       5139.707      14187.351          1.343         16.399       1700.000        156.863              4.282              0.361              0.174              0.178              0.132              0.096              0.136              0.184              0.416              1.440        285.588         53.284              ?              ?              ?
      1991        84     25/03/1991        824.900              47.202            195.814             30.338              2.885              2.104              2.168              1.265              1.246              1.189              1.121              1.070              1.050          0.000          0.109         29.358          1.623          3.271        140.868        174.095       1525.551         350.740              0.272              0.286              0.283              0.261              0.230              0.232              0.265              0.285              0.295              0.299        457.468         69.468          0.109          0.109                 0.341                 0.338                 0.643             31       5182.088      14048.960          1.659         17.336       1700.000        164.972              8.255              4.831              3.837              4.993              2.526              1.190              0.944              0.790              0.856              1.135        287.347         27.114              ?              ?              ?
      1992        68     08/03/1992         87.100               1.532             22.996             37.902              3.204              2.190              2.207              1.236              1.207              1.172              1.119              1.069              1.044          0.000          0.156        112.963          2.653          4.949        209.282        190.355       1530.933         114.597              0.133              0.200              0.200              0.200              0.200              0.202              0.236              0.264              0.286              0.296        390.167          8.825        109.109        109.109                 0.214                 0.307                 0.971             23       1182.823       4616.549          0.397          7.879       1700.000         95.586            100.847              6.874              1.301              0.907              0.498              0.366              0.491              0.503              0.560              0.614        289.904          0.673              ?              ?              ?
      1993       100     10/04/1993        775.000              97.104            307.217             37.183              2.951              2.073              2.068              1.173              1.225              1.185              1.131              1.071              1.050          0.000          0.108         64.118          1.316          4.217        131.234        171.317       1533.362         300.285              0.100              0.200              0.218              0.224              0.232              0.245              0.269              0.287              0.296              0.299        421.974         43.955          0.162          0.162                 0.325                 0.339                 0.763             41       4077.389       9794.221          0.842         14.160       1700.000        117.068              9.772              4.087              5.073              9.892              7.781              5.648              5.588              5.562              5.514              5.202        295.755         74.078              ?              ?              ?
      1994        86     27/03/1994        439.400              23.552            172.018             36.364              2.893              2.085              2.153              1.213              1.192              1.150              1.074              1.049              1.038          0.000          0.209         60.744          4.913         10.103        284.043        182.214       1535.621         244.144              0.100              0.200              0.200              0.200              0.200              0.201              0.234              0.262              0.283              0.295        385.121          7.121          1.872          1.872                 0.262                 0.376                 0.345             28       2001.283       7512.752          0.542         10.522       1700.000        150.403             52.384              3.146              1.420              1.578              0.802              0.283              0.211              0.110              0.176              0.634        299.274         18.641              ?              ?              ?
      1995       117     27/04/1995        580.000              25.582            184.762             35.368              2.916              2.076              2.033              1.135              1.153              1.087              1.057              1.080              1.053          0.000          0.140         94.244          1.239          7.220        194.607        186.063       1538.685         281.153              0.192              0.231              0.243              0.249              0.249              0.232              0.251              0.275              0.291              0.298        435.698         48.509          0.582          0.582                 0.334                 0.348                 0.469             59       3477.312       7892.209          0.736         10.280       1700.000        106.984             26.499             15.860             14.372             19.318              9.801              2.943              1.938              1.428              1.083              1.002        304.554         25.793              ?              ?              ?
      1996        90     30/03/1996        579.200              45.487            181.024             32.627              2.821              2.087              2.156              1.279              1.279              1.223              1.119              1.067              1.046          0.000          0.109         82.512          1.100          5.138        148.719        170.348       1540.744         256.392              0.169              0.236              0.247              0.253              0.260              0.269              0.286              0.295              0.299              0.300        457.681         72.793          0.282          0.282                 0.379                 0.385                 0.436             39       4614.405      10331.451          1.360         12.410       1700.000        117.284              7.499              4.523              6.709             18.472             17.131             12.181              7.668              4.318              2.450              1.561        307.207         39.798              ?              ?              ?
      1997       101     11/04/1997        748.800              42.396            156.621             30.743              2.846              2.075              2.150              1.211              1.188              1.153              1.087              1.058              1.043          0.000          0.076         34.028          1.203          2.868         95.699        152.145       1542.945         372.506              0.174              0.242              0.251              0.256              0.262              0.266              0.264              0.276              0.291              0.298        449.344         63.971          0.101          0.101                 0.344                 0.353                 1.000             39       4684.106      14682.379          1.710         17.021       1700.000        163.126              5.218              2.936              3.748              7.969              6.127              3.370              1.583              1.048              0.991              1.037        309.161         23.971              ?              ?              ?
      1998       102     12/04/1998       1164.300             164.110            485.204             30.272              2.844              2.075              2.140              1.210              1.200              1.159              1.104              1.061              1.038          0.000          0.140          5.226          1.180          4.836        192.273        169.202       1546.694         346.359              0.151              0.227              0.239              0.245              0.253              0.263              0.282              0.294              0.298              0.300        449.098         65.949          0.184          0.184                 0.356                 0.355                 0.979             44       5985.559      14294.350          1.365         14.299       1700.000        183.938              2.530              0.265              0.139              0.144              0.096              0.060              0.070              0.087              0.249              1.585        309.289         75.366              ?              ?              ?
