Summary_file = p70N125c_h.sum
Title = p70N125
      year       day           date   sum@met_rain sum@soilwat2_runoff sum@soilwat2_drain        labile_p(1)        labile_p(2)        labile_p(3)        labile_p(4)        labile_p(5)        labile_p(6)        labile_p(7)        labile_p(8)        labile_p(9)       labile_p(10)      rock_p(1)       fom_p(1)          no3()          nh4()       fom_n(1)       fom_c(1)      biom_n(1)       hum_n(1) sum@soilwat2_es              sw(1)              sw(2)              sw(3)              sw(4)              sw(5)              sw(6)              sw(7)              sw(8)              sw(9)             sw(10)       sw_dep()            esw   surfaceom_wt   surfaceom_wt avg@maize_swdef_photo avg@maize_nfact_photo avg@maize_pfact_photo flowering_date          yield        biomass       p_uptake       n_uptake     root_depth        root_wt             no3(1)             no3(2)             no3(3)             no3(4)             no3(5)             no3(6)             no3(7)             no3(8)             no3(9)            no3(10)   unavail_p(1)        N_leach           flag      crop_year           crop
    (year)     (day)             ()           (mm)                (mm)               (mm)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)           (mm)           (mm)        (kg/ha)        (kg/ha)                    ()                    ()                    ()          (doy)        (kg/ha)        (kg/ha)        (g/m^2)         (g/m2)           (mm)        (g/m^2)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)        (kg/ha)        (kg/ha)            (?)            (?)            (?)
      1967       127     07/05/1967        841.400              50.069            370.599             53.413              3.201              2.294              2.318              1.447              1.403              1.362              1.280              1.211              1.178          0.000          0.207          9.290          1.275          4.493        202.902        182.740       1383.074         400.475              0.100              0.200              0.200              0.200              0.201              0.203              0.239              0.267              0.287              0.296        388.852         10.852          1.021          1.021                 0.313                 0.356                 0.974             68       4801.305      12206.335          1.147         14.925       1700.000        165.918              3.406              0.434              0.224              0.375              0.301              0.169              0.273              0.340              0.767              3.000        347.111         82.557              ?              ?              ?
      1968       108     17/04/1968        654.300              43.209            217.488             52.151              3.161              2.255              2.247              1.247              1.212              1.242              1.243              1.196              1.152          0.000          0.260          7.954          1.253          8.047        298.013        202.576       1388.370         319.173              0.100              0.200              0.200              0.200              0.200              0.203              0.238              0.266              0.286              0.296        387.730          9.730          0.474          0.474                 0.313                 0.390                 0.554             50       4227.092      11231.167          1.145         13.570       1700.000        168.482              4.087              0.653              0.411              0.646              0.398              0.186              0.195              0.172              0.278              0.929        360.208         36.936              ?              ?              ?
      1969        87     28/03/1969        654.000              20.822            192.053             45.226              3.021              2.205              2.189              1.230              1.217              1.207              1.215              1.158              1.130          0.000          0.155          6.872          1.706          5.254        181.909        190.763       1395.380         320.139              0.278              0.246              0.245              0.230              0.207              0.211              0.248              0.274              0.290              0.297        428.201         40.201          0.017          0.017                 0.384                 0.382                 0.748             31       6398.664      15410.427          2.531         17.746       1700.000        165.182              3.971              0.523              0.251              0.371              0.341              0.187              0.221              0.165              0.211              0.630        370.532         30.287              ?              ?              ?
      1970       105     15/04/1970        970.700              63.707            373.186             56.593              3.171              2.221              2.252              1.360              1.317              1.280              1.205              1.152              1.125          0.000          0.273         21.235          1.042          5.290        225.353        202.189       1402.915         432.632              0.215              0.201              0.200              0.200              0.200              0.201              0.234              0.261              0.283              0.295        396.298          8.298          0.249          0.249                 0.250                 0.348                 0.999             46       2290.500       8406.425          0.972         11.801       1700.000        170.429             12.668              2.809              0.874              0.848              0.599              0.325              0.364              0.294              0.523              1.931        381.874         50.909              ?              ?              ?
      1971        87     28/03/1971        706.200              52.512            192.299             53.337              2.933              2.098              2.043              1.187              1.216              1.192              1.177              1.163              1.122          0.000          0.174          5.841          1.441          5.809        177.252        204.909       1409.376         325.787              0.136              0.207              0.214              0.216              0.222              0.232              0.265              0.283              0.294              0.299        417.603         35.981          0.069          0.069                 0.385                 0.374                 0.992             29       6485.482      16260.381          1.781         16.952       1700.000        172.168              3.868              0.406              0.235              0.253              0.191              0.135              0.134              0.105              0.129              0.386        391.876         23.064              ?              ?              ?
      1972        91     31/03/1972        913.200              94.383            296.960             48.880              3.020              2.200              2.254              1.388              1.342              1.303              1.225              1.157              1.117          0.000          0.186          6.243          1.687          5.109        231.534        204.507       1417.471         374.722              0.293              0.302              0.306              0.306              0.306              0.300              0.259              0.279              0.293              0.298        498.137        110.137          0.812          0.812                 0.368                 0.344                 0.849             31       6621.519      15230.769          2.152         14.532       1700.000        177.530              1.642              0.982              0.736              0.788              0.388              0.191              0.155              0.135              0.230              0.995        401.063         45.743              ?              ?              ?
      1973       104     14/04/1973        636.100              15.000            163.718             53.757              3.053              2.222              2.258              1.369              1.329              1.291              1.242              1.177              1.129          0.000          0.200         19.537          0.966          4.824        251.736        195.936       1424.458         335.414              0.162              0.205              0.208              0.209              0.204              0.203              0.238              0.266              0.286              0.296        397.822         13.612          4.678          4.678                 0.319                 0.369                 0.969             49       4242.035      11267.156          1.322         13.714       1700.000        142.001              5.972              2.029              1.855              3.453              2.307              0.851              0.750              0.657              0.683              0.980        412.089         24.729              ?              ?              ?
      1974        98     08/04/1974       1186.900             103.236            504.716             45.952              2.977              2.142              2.161              1.258              1.263              1.227              1.181              1.142              1.115          0.000          0.134          4.429          2.122          3.877        171.166        182.268       1430.348         408.778              0.259              0.281              0.287              0.292              0.294              0.296              0.299              0.300              0.300              0.300        498.452        110.452          0.000          0.000                 0.391                 0.388                 1.000             38       5759.551      14453.465          2.576         15.361       1700.000        168.352              2.918              0.337              0.139              0.114              0.084              0.066              0.074              0.047              0.095              0.556        420.555         60.437              ?              ?              ?
      1975        87     28/03/1975       1165.200             177.228            437.449             50.645              2.994              2.155              2.205              1.338              1.324              1.270              1.181              1.138              1.105          0.000          0.303          4.581          1.299          3.865        190.865        175.344       1436.282         411.311              0.170              0.244              0.256              0.263              0.270              0.277              0.290              0.297              0.299              0.300        466.343         81.318          0.260          0.260                 0.379                 0.353                 1.000             29       6532.868      15018.635          2.285         14.934       1700.000        177.593              3.076              0.321              0.151              0.138              0.100              0.073              0.075              0.058              0.098              0.491        426.368         50.624              ?              ?              ?
      1976       103     12/04/1976        801.900              35.006            212.533             44.590              2.986              2.173              2.213              1.336              1.323              1.279              1.207              1.150              1.109          0.000          0.181          4.586          1.405          3.105        170.419        158.091       1440.908         369.382              0.284              0.296              0.294              0.275              0.274              0.275              0.268              0.279              0.292              0.298        479.799         91.799          0.354          0.354                 0.357                 0.335                 1.000             43       6379.138      15494.171          2.673         15.314       1700.000        197.481              2.318              0.633              0.177              0.099              0.066              0.054              0.106              0.110              0.188              0.835        433.821         31.398              ?              ?              ?
      1977       112     22/04/1977       1122.500             152.490            445.396             47.054              3.054              2.211              2.245              1.361              1.336              1.299              1.239              1.173              1.120          0.000          0.352          4.493          1.321          4.266        229.870        162.027       1445.758         408.748              0.167              0.241              0.250              0.254              0.260              0.268              0.285              0.295              0.299              0.300        457.645         72.942          0.135          0.135                 0.360                 0.340                 0.992             51       5995.919      14372.732          2.301         14.342       1700.000        148.370              2.981              0.278              0.127              0.112              0.086              0.065              0.075              0.085              0.136              0.549        440.648         48.604              ?              ?              ?
      1978        97     07/04/1978       1159.600             103.627            501.256             44.420              3.088              2.215              2.234              1.318              1.295              1.250              1.190              1.129              1.098          0.000          0.247          4.162          1.411          3.126        180.785        148.174       1449.316         384.048              0.239              0.281              0.285              0.282              0.271              0.276              0.289              0.296              0.299              0.300        483.272         95.272          0.139          0.139                 0.371                 0.353                 1.000             40       6665.243      14778.408          2.800         15.047       1700.000        171.926              2.786              0.532              0.201              0.139              0.084              0.060              0.063              0.056              0.063              0.177        446.670         51.191              ?              ?              ?
      1979       108     18/04/1979        678.800              16.960            178.945             51.153              3.025              2.171              2.207              1.289              1.253              1.228              1.186              1.127              1.092          0.000          0.628          4.718          0.912          5.834        335.376        168.621       1453.103         380.771              0.179              0.209              0.211              0.206              0.203              0.204              0.238              0.265              0.286              0.296        399.244         13.345          0.949          0.949                 0.337                 0.333                 0.986             49       4236.662      13340.854          1.748         12.768       1700.000        161.642              2.653              0.393              0.168              0.150              0.178              0.151              0.144              0.126              0.156              0.598        452.067         17.707              ?              ?              ?
      1980        82     22/03/1980        661.100              19.712            248.612             49.753              2.913              2.075              2.015              1.063              1.064              1.073              1.129              1.112              1.076          0.000          0.542          5.597          1.185          7.409        417.319        184.698       1458.035         302.799              0.174              0.229              0.235              0.236              0.209              0.205              0.240              0.268              0.287              0.296        411.755         26.402          0.726          0.726                 0.364                 0.348                 0.995             27       5005.076      13040.019          2.013         11.954       1700.000        176.465              2.799              0.379              0.203              0.201              0.340              0.175              0.190              0.166              0.249              0.894        456.469         30.839              ?              ?              ?
      1981        87     28/03/1981       1027.800             119.657            387.190             48.220              3.059              2.206              2.245              1.301              1.247              1.208              1.182              1.132              1.085          0.000          0.464          4.449          1.531          5.899        348.703        186.989       1463.636         381.611              0.185              0.256              0.265              0.271              0.276              0.282              0.293              0.298              0.300              0.300        474.511         87.993          0.396          0.396                 0.358                 0.349                 0.999             29       5547.295      14026.621          2.306         14.328       1700.000        163.514              3.097              0.347              0.177              0.168              0.138              0.111              0.117              0.097              0.080              0.116        461.500         14.268              ?              ?              ?
      1982        92     02/04/1982        781.000              66.466            207.773             54.095              3.057              2.198              2.231              1.350              1.336              1.290              1.194              1.117              1.080          0.000          0.423          4.955          1.160          4.995        285.714        184.589       1469.409         337.674              0.143              0.204              0.209              0.210              0.213              0.219              0.255              0.280              0.293              0.298        409.319         26.976          1.167          1.167                 0.346                 0.334                 1.000             35       5756.310      15085.240          1.809         15.160       1700.000        173.252              3.161              0.314              0.170              0.152              0.132              0.108              0.128              0.097              0.142              0.551        466.427         24.488              ?              ?              ?
      1983        99     09/04/1983        492.900               7.090             95.280             56.788              3.120              2.236              2.283              1.309              1.295              1.273              1.198              1.118              1.080          0.000          0.341         25.847          1.227          5.847        338.108        194.771       1475.343         316.814              0.109              0.200              0.202              0.202              0.201              0.204              0.240              0.268              0.287              0.296        391.067         12.138          7.579          7.579                 0.292                 0.325                 0.974             45       4488.017       9913.458          1.169         13.119       1700.000        110.743             10.724              3.796              3.041              3.521              1.482              0.636              0.686              0.607              0.596              0.758        474.046          9.676              ?              ?              ?
      1984       111     20/04/1984        627.200              17.383            121.693             53.257              2.973              2.136              2.171              1.312              1.301              1.267              1.192              1.104              1.078          0.000          0.153         13.256          1.420          2.866        143.898        167.453       1479.078         337.423              0.158              0.222              0.230              0.232              0.235              0.223              0.248              0.273              0.290              0.297        420.584         36.801          0.049          0.049                 0.355                 0.353                 0.834             53       6043.811      14568.030          2.122         17.828       1700.000        163.556              6.870              1.282              0.845              0.981              0.601              0.467              0.582              0.446              0.431              0.751        482.982         19.700              ?              ?              ?
      1985        95     05/04/1985       1049.100              56.045            442.752             45.841              2.940              2.164              2.238              1.341              1.310              1.253              1.153              1.107              1.076          0.000          0.164          5.792          1.328          4.078        191.205        170.765       1483.836         379.907              0.194              0.259              0.267              0.272              0.277              0.283              0.293              0.298              0.300              0.300        476.613         89.202          0.045          0.045                 0.374                 0.335                 1.000             38       6572.964      15192.847          2.649         14.119       1700.000        184.145              3.481              0.313              0.153              0.154              0.112              0.080              0.087              0.069              0.196              1.146        487.162         64.348              ?              ?              ?
      1986       107     17/04/1986        931.300              58.777            391.242             50.573              3.136              2.218              2.250              1.334              1.304              1.248              1.166              1.114              1.074          0.000          0.376          6.661          1.090          4.896        269.234        170.200       1487.910         381.573              0.163              0.228              0.236              0.240              0.242              0.233              0.253              0.277              0.292              0.298        429.766         45.505          0.297          0.297                 0.355                 0.328                 1.000             49       5957.281      13759.895          2.140         13.184       1700.000        162.607              3.212              0.337              0.165              0.145              0.112              0.102              0.142              0.159              0.350              1.938        490.564         64.534              ?              ?              ?
      1987        95     05/04/1987        650.000              29.203            207.296             54.134              3.075              2.176              2.239              1.296              1.269              1.231              1.166              1.105              1.066          0.000          0.354         13.377          1.219          5.760        333.936        181.768       1492.145         293.332              0.187              0.243              0.245              0.228              0.204              0.207              0.244              0.272              0.289              0.297        416.033         29.362          2.860          2.860                 0.337                 0.354                 0.952             42       4666.947      10847.503          1.573         12.673       1700.000        144.284              5.597              2.312              1.467              1.412              0.509              0.248              0.296              0.284              0.387              0.865        494.932         26.577              ?              ?              ?
      1988        95     04/04/1988        914.300             104.786            394.521             53.466              3.067              2.205              2.244              1.288              1.260              1.231              1.173              1.103              1.067          0.000          0.152          5.634          1.266          3.344        151.178        157.857       1495.301         276.843              0.205              0.235              0.243              0.249              0.256              0.265              0.284              0.295              0.299              0.300        457.716         69.716          0.058          0.058                 0.342                 0.340                 1.000             39       5383.499      14332.340          2.095         16.722       1700.000        171.297              3.503              0.366              0.198              0.190              0.135              0.093              0.097              0.104              0.201              0.747        500.322         63.701              ?              ?              ?
      1989       103     13/04/1989        831.300              43.178            321.891             52.233              3.082              2.206              2.239              1.305              1.284              1.236              1.160              1.089              1.059          0.000          0.226          5.050          1.255          4.561        209.930        171.059       1499.838         356.927              0.156              0.219              0.220              0.208              0.210              0.219              0.256              0.280              0.293              0.298        412.437         28.825          0.189          0.189                 0.360                 0.354                 0.998             43       5160.813      13604.129          1.958         14.506       1700.000        140.886              2.940              0.348              0.169              0.142              0.116              0.091              0.113              0.113              0.219              0.798        504.324         40.445              ?              ?              ?
      1990        84     25/03/1990        799.000              61.604            368.213             56.890              3.023              2.153              2.120              1.220              1.243              1.207              1.146              1.076              1.053          0.000          0.323          4.961          1.158          6.086        313.116        180.821       1504.005         263.042              0.130              0.206              0.215              0.217              0.223              0.232              0.263              0.284              0.295              0.299        417.759         36.716          1.965          1.965                 0.374                 0.348                 0.997             28       5227.618      13616.799          1.505         12.805       1700.000        164.216              3.177              0.320              0.174              0.175              0.126              0.092              0.090              0.078              0.123              0.605        506.397         43.021              ?              ?              ?
      1991        84     25/03/1991        824.900              47.663            208.216             52.273              3.099              2.189              2.245              1.302              1.266              1.205              1.131              1.074              1.051          0.000          0.176          5.394          1.539          3.465        189.525        169.681       1509.236         353.338              0.271              0.285              0.282              0.260              0.230              0.232              0.264              0.285              0.295              0.299        456.784         68.784          0.525          0.525                 0.340                 0.337                 0.878             31       5185.589      14115.133          2.263         15.953       1700.000        165.218              3.099              0.696              0.269              0.199              0.130              0.090              0.094              0.082              0.146              0.589        510.537         26.936              ?              ?              ?
      1992        68     08/03/1992         87.100               1.414             23.032             65.233              3.294              2.224              2.235              1.247              1.211              1.176              1.123              1.071              1.044          0.000          0.421         69.738          0.730          5.769        290.712        184.904       1513.744         114.778              0.133              0.200              0.200              0.200              0.200              0.202              0.235              0.264              0.286              0.296        389.806          8.555        147.391        147.391                 0.204                 0.307                 1.000             23       1149.436       4735.673          0.523          8.269       1700.000        103.194             59.128              5.519              1.293              0.919              0.506              0.355              0.460              0.460              0.507              0.591        514.347          0.662              ?              ?              ?
      1993       100     10/04/1993        775.000              97.374            297.868             64.111              3.137              2.148              2.137              1.206              1.242              1.202              1.147              1.073              1.051          0.000          0.203         21.335          1.269          4.593        161.518        170.609       1516.493         297.384              0.100              0.200              0.206              0.209              0.213              0.224              0.258              0.281              0.294              0.299        406.110         28.106          0.159          0.159                 0.325                 0.339                 0.946             40       4934.884      11357.743          0.994         15.594       1700.000        125.655              6.198              1.042              0.935              1.562              1.163              0.836              1.288              1.706              2.584              4.020        522.879         72.690              ?              ?              ?
      1994        86     27/03/1994        439.400              23.135            172.377             64.151              3.013              2.115              2.165              1.235              1.223              1.177              1.088              1.051              1.039          0.000          0.293         32.593          0.983         10.522        335.767        186.316       1519.215         241.860              0.100              0.200              0.200              0.200              0.200              0.201              0.234              0.262              0.283              0.295        385.078          7.078          2.557          2.557                 0.253                 0.376                 0.369             28       1981.282       7508.890          0.636         10.722       1700.000        151.746             21.925              3.892              1.913              2.143              1.081              0.380              0.270              0.137              0.190              0.664        528.119         20.175              ?              ?              ?
      1995       116     26/04/1995        578.900              21.405            178.773             59.273              3.058              2.145              2.122              1.203              1.219              1.135              1.085              1.083              1.053          0.000          0.190         45.814          1.253          7.570        218.433        190.631       1522.628         278.801              0.139              0.204              0.209              0.211              0.213              0.209              0.241              0.268              0.287              0.296        400.346         18.400          0.586          0.586                 0.320                 0.347                 0.782             57       4313.247      10241.899          1.195         12.604       1700.000        114.860             14.569              6.468              5.869              8.275              4.701              1.667              1.375              1.047              0.872              0.970        536.010         26.737              ?              ?              ?
      1996        92     01/04/1996        580.300              45.330            175.001             58.996              3.000              2.176              2.263              1.352              1.330              1.257              1.136              1.071              1.047          0.000          0.153         40.369          1.226          5.428        189.227        186.094       1526.396         248.721              0.161              0.228              0.238              0.244              0.252              0.261              0.282              0.294              0.298              0.300        449.016         64.928          0.717          0.717                 0.375                 0.387                 0.879             40       4978.671      11248.252          1.577         13.475       1700.000        127.093              6.776              2.687              3.258              7.654              6.841              4.880              3.509              2.197              1.440              1.127        538.903         27.551              ?              ?              ?
      1997       101     11/04/1997        748.800              42.205            156.853             55.223              3.111              2.191              2.265              1.280              1.234              1.185              1.101              1.065              1.044          0.000          0.101         11.436          1.315          3.248        122.089        165.618       1529.878         369.380              0.174              0.242              0.251              0.256              0.262              0.266              0.264              0.276              0.291              0.298        449.277         63.909          0.141          0.141                 0.346                 0.355                 1.000             39       4688.126      14703.647          2.113         17.018       1700.000        163.465              4.131              0.969              0.892              1.473              1.054              0.583              0.513              0.425              0.537              0.858        542.740         24.420              ?              ?              ?
      1998       102     12/04/1998       1164.300             165.146            489.567             54.768              3.033              2.152              2.211              1.249              1.226              1.178              1.114              1.066              1.039          0.000          0.283          5.707          1.217          5.153        212.495        177.790       1534.312         345.883              0.158              0.231              0.243              0.250              0.258              0.267              0.284              0.295              0.299              0.300        453.831         70.049          0.189          0.189                 0.367                 0.317                 1.000             44       5778.366      13654.472          1.957         11.747       1700.000        180.614              2.770              0.262              0.133              0.133              0.088              0.058              0.064              0.080              0.265              1.853        543.919         92.523              ?              ?              ?
