Summary_file = p50N50c_h.sum
Title = p50N50
      year       day           date   sum@met_rain sum@soilwat2_runoff sum@soilwat2_drain        labile_p(1)        labile_p(2)        labile_p(3)        labile_p(4)        labile_p(5)        labile_p(6)        labile_p(7)        labile_p(8)        labile_p(9)       labile_p(10)      rock_p(1)       fom_p(1)          no3()          nh4()       fom_n(1)       fom_c(1)      biom_n(1)       hum_n(1) sum@soilwat2_es              sw(1)              sw(2)              sw(3)              sw(4)              sw(5)              sw(6)              sw(7)              sw(8)              sw(9)             sw(10)       sw_dep()            esw   surfaceom_wt   surfaceom_wt avg@maize_swdef_photo avg@maize_nfact_photo avg@maize_pfact_photo flowering_date          yield        biomass       p_uptake       n_uptake     root_depth        root_wt             no3(1)             no3(2)             no3(3)             no3(4)             no3(5)             no3(6)             no3(7)             no3(8)             no3(9)            no3(10)   unavail_p(1)        N_leach           flag      crop_year           crop
    (year)     (day)             ()           (mm)                (mm)               (mm)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)           (mm)           (mm)        (kg/ha)        (kg/ha)                    ()                    ()                    ()          (doy)        (kg/ha)        (kg/ha)        (g/m^2)         (g/m2)           (mm)        (g/m^2)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)        (kg/ha)        (kg/ha)            (?)            (?)            (?)
      1962        97     07/04/1962        868.500              44.484            326.686             33.595              2.922              2.158              2.161              1.365              1.325              1.270              1.241              1.212              1.189          0.000          0.472          3.155          0.978          3.747        270.355        109.028       1315.666         419.727              0.263              0.282              0.289              0.294              0.292              0.278              0.285              0.294              0.299              0.300        491.725        103.726          0.740          0.740                 0.369                 0.290                 0.994             39       3326.806       8803.612          1.354          6.577       1700.000        129.418              1.798              0.369              0.192              0.130              0.068              0.049              0.048              0.037              0.065              0.399        211.638         11.005              ?              ?              ?
      1963        95     05/04/1963       1055.400             176.328            459.995             34.537              2.923              2.141              2.148              1.313              1.286              1.253              1.214              1.182              1.168          0.000          0.429          2.945          0.848          4.020        297.449        112.095       1316.584         376.904              0.224              0.278              0.282              0.273              0.271              0.278              0.288              0.296              0.299              0.300        479.599         91.599          0.716          0.716                 0.386                 0.270                 0.992             33       2942.349       8507.220          1.410          6.259       1700.000        126.895              1.981              0.422              0.160              0.119              0.069              0.034              0.034              0.025              0.020              0.083        221.701         18.203              ?              ?              ?
      1964       102     11/04/1964        670.000              44.658            222.867             39.162              3.021              2.200              2.198              1.350              1.284              1.250              1.213              1.187              1.171          0.000          0.953          2.663          0.639          7.044        525.557        128.965       1318.305         333.884              0.108              0.201              0.219              0.227              0.236              0.248              0.271              0.288              0.296              0.300        426.092         47.289          5.423          5.423                 0.352                 0.263                 0.934             47       2917.702       7520.816          0.661          5.399       1700.000        122.140              1.678              0.302              0.163              0.134              0.087              0.054              0.054              0.047              0.031              0.113        232.687          4.234              ?              ?              ?
      1965       106     16/04/1965        903.200              89.469            472.208             38.994              2.992              2.189              2.156              1.300              1.261              1.243              1.217              1.174              1.161          0.000          0.600          4.089          0.626          6.393        458.408        131.645       1319.989         335.758              0.114              0.202              0.213              0.215              0.219              0.229              0.259              0.281              0.293              0.299        411.878         32.510          1.119          1.119                 0.386                 0.266                 0.430             46       2771.961       7466.315          0.807          4.725       1700.000        119.127              2.290              0.314              0.152              0.124              0.084              0.056              0.066              0.036              0.068              0.899        243.230         27.266              ?              ?              ?
      1966       105     15/04/1966        830.000              55.116            351.134             33.550              2.831              2.104              2.075              1.279              1.269              1.248              1.202              1.177              1.163          0.000          0.479          2.762          1.139          5.579        432.544        129.110       1321.621         321.466              0.237              0.286              0.293              0.298              0.299              0.300              0.300              0.301              0.301              0.302        501.739        113.739          2.404          2.404                 0.382                 0.318                 0.814             44       3427.883       8450.311          1.523          6.471       1700.000        119.363              1.643              0.356              0.224              0.214              0.104              0.056              0.048              0.036              0.027              0.054        253.074          8.903              ?              ?              ?
      1967       127     07/05/1967        841.400              49.812            381.842             38.717              3.077              2.224              2.223              1.373              1.323              1.287              1.224              1.183              1.170          0.000          0.446          3.635          0.782          3.849        284.634        123.681       1323.352         404.679              0.123              0.205              0.218              0.222              0.224              0.234              0.262              0.283              0.295              0.299        418.531         38.217          2.262          2.262                 0.355                 0.276                 0.969             68       4174.526       9629.967          0.941          7.185       1700.000        145.232              2.217              0.294              0.143              0.113              0.074              0.047              0.052              0.029              0.062              0.603        263.956         29.184              ?              ?              ?
      1968       108     17/04/1968        654.300              41.817            227.985             37.791              3.074              2.221              2.177              1.278              1.234              1.216              1.176              1.155              1.150          0.000          0.549          3.331          0.702          6.784        502.776        134.590       1325.170         328.248              0.110              0.201              0.215              0.218              0.225              0.237              0.265              0.285              0.295              0.299        417.422         38.451          5.170          5.170                 0.386                 0.274                 0.488             50       3328.291       8187.472          0.885          5.420       1700.000        127.672              2.135              0.302              0.150              0.151              0.099              0.065              0.061              0.044              0.057              0.267        272.969         10.779              ?              ?              ?
      1969        87     28/03/1969        654.000              20.952            202.093             33.816              2.932              2.139              2.144              1.272              1.244              1.206              1.173              1.143              1.126          0.000          0.420          3.462          0.937          5.204        408.540        127.794       1326.996         327.303              0.289              0.289              0.287              0.291              0.295              0.297              0.299              0.296              0.298              0.300        501.488        113.488          1.409          1.409                 0.386                 0.289                 0.726             31       4035.340       9071.178          1.726          6.911       1700.000        132.918              2.301              0.397              0.148              0.113              0.069              0.046              0.052              0.029              0.044              0.264        280.125          8.577              ?              ?              ?
      1970       105     15/04/1970        970.700              60.932            435.388             40.253              3.091              2.180              2.182              1.287              1.249              1.222              1.161              1.133              1.120          0.000          0.524          5.536          0.617          4.640        351.006        132.855       1329.113         449.321              0.214              0.201              0.200              0.200              0.200              0.202              0.237              0.265              0.285              0.296        398.493         10.493          0.815          0.815                 0.306                 0.260                 0.996             46       2423.445       7802.587          0.830          5.727       1700.000        134.279              3.337              0.548              0.175              0.142              0.092              0.056              0.071              0.052              0.150              0.912        288.129         24.074              ?              ?              ?
      1971        87     28/03/1971        706.200              55.977            253.936             38.678              2.846              2.033              1.979              1.132              1.138              1.141              1.121              1.129              1.115          0.000          0.449          3.339          0.793          6.169        421.963        137.842       1331.357         327.363              0.167              0.245              0.259              0.269              0.276              0.283              0.292              0.298              0.300              0.300        470.485         85.829          1.458          1.458                 0.386                 0.268                 0.972             29       3363.704       8385.007          1.192          5.757       1700.000        129.088              2.328              0.345              0.163              0.152              0.100              0.062              0.060              0.040              0.025              0.064        294.731          4.906              ?              ?              ?
      1972        91     31/03/1972        913.200              94.480            320.620             36.589              2.898              2.123              2.150              1.298              1.270              1.227              1.165              1.119              1.108          0.000          0.319          3.384          0.930          4.240        316.383        131.264       1333.469         386.566              0.293              0.302              0.306              0.306              0.306              0.306              0.306              0.306              0.306              0.306        518.454        130.454          1.782          1.782                 0.369                 0.276                 0.995             31       4286.603       9962.467          1.560          7.129       1700.000        145.537              1.066              0.686              0.495              0.509              0.253              0.123              0.076              0.049              0.029              0.100        301.085         11.084              ?              ?              ?
      1973       105     15/04/1973        636.100              17.264            204.294             38.040              2.905              2.156              2.185              1.323              1.265              1.236              1.188              1.132              1.119          0.000          0.326          3.564          0.680          4.437        338.852        129.372       1335.111         341.006              0.181              0.234              0.243              0.247              0.241              0.222              0.251              0.276              0.291              0.298        430.707         44.616          7.653          7.653                 0.350                 0.301                 0.964             50       3813.529       8757.551          1.108          6.801       1700.000        124.005              2.184              0.293              0.146              0.124              0.098              0.068              0.082              0.090              0.095              0.384        308.704         11.870              ?              ?              ?
      1974       100     10/04/1974       1186.900              95.240            574.916             37.327              3.054              2.171              2.161              1.248              1.202              1.166              1.148              1.120              1.104          0.000          0.291          2.522          1.149          4.414        327.798        121.229       1336.304         424.659              0.230              0.279              0.287              0.293              0.296              0.298              0.300              0.300              0.300              0.300        497.016        109.016          0.136          0.136                 0.392                 0.302                 0.975             39       2838.812       8347.532          1.408          6.558       1700.000        121.090              1.836              0.222              0.092              0.076              0.054              0.043              0.046              0.024              0.029              0.101        314.598         24.823              ?              ?              ?
      1975        87     28/03/1975       1165.200             182.227            491.633             38.650              2.951              2.114              2.138              1.261              1.250              1.207              1.131              1.107              1.095          0.000          0.490          2.835          0.733          4.317        313.200        118.915       1337.492         416.314              0.181              0.258              0.270              0.279              0.286              0.290              0.296              0.299              0.300              0.300        481.114         94.976          0.731          0.731                 0.381                 0.278                 0.999             29       3917.516       8946.536          1.451          6.684       1700.000        130.295              2.037              0.246              0.108              0.096              0.068              0.049              0.048              0.029              0.028              0.126        319.414         23.220              ?              ?              ?
      1976       103     12/04/1976        801.900              38.313            260.749             35.127              2.945              2.135              2.151              1.272              1.255              1.211              1.144              1.110              1.099          0.000          0.275          2.590          0.916          2.923        217.163        107.023       1337.470         380.620              0.283              0.297              0.302              0.299              0.292              0.293              0.297              0.300              0.300              0.300        504.292        116.292          0.657          0.657                 0.357                 0.263                 1.000             43       3724.083       9846.747          1.749          7.467       1700.000        153.098              1.509              0.452              0.143              0.079              0.045              0.034              0.037              0.028              0.028              0.237        325.044         13.633              ?              ?              ?
      1977       112     22/04/1977       1122.500             153.389            489.144             35.568              2.946              2.147              2.155              1.266              1.241              1.210              1.154              1.114              1.104          0.000          0.522          2.619          0.796          4.062        287.734        108.972       1337.863         416.208              0.183              0.259              0.270              0.277              0.282              0.287              0.294              0.298              0.300              0.300        478.629         92.373          0.309          0.309                 0.360                 0.270                 0.990             51       4144.674       9244.527          1.622          7.018       1700.000        126.562              1.952              0.208              0.094              0.081              0.061              0.044              0.050              0.050              0.031              0.050        330.291         10.612              ?              ?              ?
      1978        97     07/04/1978       1159.600             109.802            548.728             34.596              3.040              2.173              2.180              1.266              1.233              1.201              1.150              1.103              1.089          0.000          0.304          2.683          0.961          2.544        189.297         97.105       1336.865         389.481              0.242              0.286              0.293              0.297              0.297              0.294              0.296              0.299              0.300              0.300        498.690        110.690          0.337          0.337                 0.371                 0.282                 1.000             40       4362.347       9815.889          1.890          7.574       1700.000        143.993              1.801              0.373              0.147              0.104              0.063              0.045              0.045              0.033              0.025              0.047        334.671         17.536              ?              ?              ?
      1979       108     18/04/1979        678.800              17.616            182.754             37.989              2.894              2.103              2.128              1.257              1.238              1.195              1.140              1.102              1.088          0.000          0.695          2.957          0.662          4.711        344.908        108.708       1337.276         383.916              0.218              0.260              0.268              0.275              0.278              0.276              0.272              0.281              0.293              0.299        469.325         81.326          1.774          1.774                 0.354                 0.243                 0.994             49       2227.483       8642.332          1.295          5.898       1700.000        138.307              1.936              0.231              0.093              0.077              0.055              0.044              0.064              0.054              0.061              0.342        338.767          7.314              ?              ?              ?
      1980        82     22/03/1980        661.100              25.542            251.010             40.179              2.972              2.141              2.139              1.209              1.179              1.156              1.120              1.089              1.073          0.000          0.981          3.167          0.648          6.422        480.153        118.082       1338.378         323.077              0.194              0.264              0.275              0.283              0.287              0.288              0.284              0.285              0.295              0.299        477.476         90.082          2.030          2.030                 0.381                 0.260                 0.997             27       2387.654       8018.740          1.215          5.588       1700.000        126.909              1.873              0.256              0.122              0.100              0.069              0.054              0.069              0.055              0.083              0.487        342.339         12.749              ?              ?              ?
      1981        87     28/03/1981       1027.800             123.571            435.968             38.869              3.048              2.142              2.154              1.239              1.217              1.180              1.132              1.084              1.071          0.000          0.822          2.753          0.767          5.593        422.375        122.653       1339.979         397.773              0.197              0.269              0.278              0.285              0.290              0.293              0.298              0.299              0.300              0.300        487.456         99.738          0.760          0.760                 0.358                 0.271                 0.996             29       2797.448       8544.749          1.366          6.474       1700.000        128.279              2.050              0.243              0.108              0.095              0.066              0.047              0.045              0.042              0.024              0.034        346.953          5.697              ?              ?              ?
      1982        92     02/04/1982        781.000              69.158            253.055             40.339              2.935              2.119              2.129              1.244              1.226              1.181              1.129              1.082              1.072          0.000          0.681          3.249          0.636          4.703        348.842        124.654       1341.517         342.611              0.169              0.239              0.252              0.261              0.269              0.277              0.289              0.296              0.299              0.300        464.064         79.134          2.401          2.401                 0.349                 0.255                 0.999             35       3410.411       9266.335          1.267          6.679       1700.000        142.707              2.304              0.276              0.125              0.096              0.070              0.049              0.050              0.031              0.033              0.215        350.904          9.486              ?              ?              ?
      1983        99     09/04/1983        492.900               7.297             99.877             40.314              2.969              2.146              2.175              1.250              1.210              1.180              1.120              1.083              1.072          0.000          0.480          3.524          0.743          4.621        351.479        129.346       1343.241         326.687              0.134              0.212              0.222              0.224              0.218              0.222              0.255              0.278              0.292              0.298        414.163         32.759         10.987         10.987                 0.328                 0.263                 0.973             45       4093.088       8468.146          1.067          6.776       1700.000        106.866              2.283              0.291              0.141              0.130              0.101              0.071              0.084              0.059              0.062              0.302        356.071          5.352              ?              ?              ?
      1984       111     20/04/1984        627.200              18.372            141.658             37.526              2.830              2.081              2.101              1.233              1.230              1.196              1.143              1.082              1.072          0.000          0.313          2.865          0.845          3.294        256.483        118.066       1343.835         342.505              0.174              0.250              0.263              0.271              0.277              0.283              0.293              0.298              0.300              0.300        472.960         87.523          2.653          2.653                 0.355                 0.280                 0.843             53       4311.257       9713.376          1.548          7.584       1700.000        137.519              1.990              0.240              0.104              0.088              0.062              0.042              0.048              0.039              0.029              0.222        360.790          7.246              ?              ?              ?
      1985        95     05/04/1985       1049.100              62.503            502.240             35.977              2.935              2.103              2.137              1.233              1.200              1.171              1.113              1.062              1.065          0.000          0.324          2.957          0.741          3.960        297.274        113.550       1344.375         393.054              0.202              0.269              0.278              0.285              0.289              0.293              0.297              0.299              0.300              0.300        487.531         99.531          0.427          0.427                 0.374                 0.266                 1.000             38       3992.424       9443.956          1.713          6.723       1700.000        142.341              2.225              0.231              0.101              0.096              0.069              0.048              0.048              0.028              0.033              0.078        363.330         13.383              ?              ?              ?
      1986       107     17/04/1986        931.300              60.818            417.649             38.571              3.031              2.138              2.151              1.246              1.219              1.173              1.101              1.082              1.063          0.000          0.530          3.202          0.679          4.350        327.680        110.772       1344.651         385.184              0.184              0.252              0.264              0.272              0.278              0.285              0.293              0.298              0.300              0.300        475.219         88.798          0.587          0.587                 0.355                 0.262                 1.000             49       3590.273       8899.932          1.476          6.463       1700.000        133.946              2.187              0.250              0.108              0.091              0.067              0.050              0.048              0.042              0.045              0.316        366.078         22.941              ?              ?              ?
      1987        95     05/04/1987        650.000              30.001            228.579             39.547              2.936              2.111              2.156              1.236              1.210              1.167              1.120              1.074              1.058          0.000          0.598          3.078          0.710          5.084        386.204        118.581       1345.522         298.554              0.204              0.268              0.273              0.269              0.230              0.234              0.264              0.284              0.295              0.299        449.527         61.527          4.019          4.019                 0.357                 0.273                 0.958             42       3504.302       8272.213          1.240          6.112       1700.000        122.088              1.897              0.273              0.137              0.131              0.098              0.073              0.077              0.046              0.057              0.288        369.289          9.681              ?              ?              ?
      1988        95     04/04/1988        914.300             107.298            441.707             39.845              2.955              2.124              2.148              1.238              1.217              1.174              1.115              1.073              1.058          0.000          0.333          2.941          0.662          3.704        277.920        109.477       1345.541         283.021              0.220              0.256              0.267              0.275              0.281              0.286              0.294              0.298              0.300              0.300        481.105         93.105          1.241          1.241                 0.342                 0.262                 0.999             39       2969.190       9212.123          1.380          7.035       1700.000        142.312              2.189              0.222              0.104              0.088              0.062              0.043              0.043              0.039              0.032              0.118        372.453         21.215              ?              ?              ?
      1989       103     13/04/1989        831.300              43.253            337.703             39.113              2.917              2.107              2.141              1.220              1.194              1.156              1.115              1.063              1.053          0.000          0.489          2.723          0.748          4.511        331.804        117.253       1346.610         362.393              0.190              0.262              0.270              0.272              0.265              0.269              0.283              0.294              0.298              0.300        468.218         81.206          1.053          1.053                 0.361                 0.274                 0.997             43       3009.697       8443.836          1.377          6.401       1700.000        120.140              2.062              0.199              0.090              0.080              0.068              0.050              0.051              0.037              0.019              0.066        375.331          6.880              ?              ?              ?
      1990        85     26/03/1990        799.000              66.480            399.275             42.956              2.963              2.121              2.144              1.213              1.196              1.156              1.107              1.057              1.048          0.000          0.673          3.217          0.758          5.379        402.030        121.856       1347.715         278.022              0.272              0.235              0.248              0.257              0.266              0.274              0.287              0.296              0.299              0.300        471.334         83.334          3.852          3.852                 0.375                 0.276                 0.997             28       2794.467       8477.295          1.059          6.021       1700.000        129.155              2.398              0.287              0.122              0.103              0.066              0.049              0.048              0.042              0.021              0.082        377.039          8.610              ?              ?              ?
      1991        84     25/03/1991        824.900              56.631            260.266             39.258              2.986              2.115              2.147              1.215              1.192              1.147              1.093              1.053              1.046          0.000          0.358          3.283          0.988          3.609        275.352        117.792       1348.971         368.018              0.276              0.294              0.299              0.300              0.299              0.292              0.289              0.295              0.299              0.300        501.573        113.573          1.147          1.147                 0.341                 0.263                 1.000             31       3104.054       9084.547          1.545          7.215       1700.000        139.591              2.007              0.502              0.190              0.125              0.069              0.046              0.043              0.026              0.034              0.241        379.850          9.264              ?              ?              ?
      1992        68     08/03/1992         87.100               2.280             25.113             46.740              3.241              2.178              2.181              1.190              1.150              1.115              1.075              1.048              1.038          0.000          0.466         13.689          0.430          3.623        259.750        127.956       1350.595         119.092              0.148              0.200              0.200              0.200              0.200              0.202              0.236              0.264              0.286              0.296        391.564          8.715        121.097        121.097                 0.210                 0.288                 1.000             23       1194.925       4795.059          0.517          5.169       1700.000        103.661             10.672              1.388              0.399              0.353              0.188              0.099              0.096              0.073              0.095              0.326        382.537          0.619              ?              ?              ?
      1993        88     29/03/1993        775.000             105.237            297.655             43.271              2.908              2.040              2.044              1.140              1.143              1.097              1.092              1.052              1.044          0.000          0.243          3.949          0.998          3.121        165.160        126.976       1352.395         291.684              0.138              0.221              0.237              0.245              0.253              0.263              0.281              0.293              0.298              0.300        446.027         64.268          0.229          0.229                 0.321                 0.260                 0.982             31       4711.634       9171.540          1.159          7.773       1700.000        110.162              2.478              0.256              0.124              0.123              0.097              0.075              0.079              0.052              0.088              0.578        386.941         26.077              ?              ?              ?
      1994        83     24/03/1994        439.400              26.609            168.413             46.026              2.925              2.081              2.136              1.194              1.166              1.133              1.068              1.039              1.034          0.000          0.366          4.946          0.346          5.396        360.093        133.691       1353.458         253.229              0.100              0.200              0.200              0.200              0.200              0.202              0.236              0.264              0.285              0.296        386.927          8.927         13.035         13.035                 0.323                 0.275                 0.736             24       2644.879       7320.432          0.612          5.335       1700.000        121.656              3.414              0.387              0.162              0.159              0.110              0.060              0.064              0.035              0.087              0.467        389.459         11.243              ?              ?              ?
      1995       117     27/04/1995        580.000              25.802            183.780             41.598              2.875              2.055              2.028              1.162              1.158              1.117              1.068              1.056              1.047          0.000          0.331          3.813          0.697          5.694        352.771        140.712       1355.245         281.235              0.201              0.231              0.241              0.247              0.249              0.247              0.258              0.279              0.292              0.298        441.270         53.270          4.356          4.356                 0.340                 0.274                 0.370             58       3112.428       7417.316          0.972          5.829       1700.000         99.982              2.675              0.275              0.152              0.171              0.108              0.078              0.098              0.062              0.029              0.166        394.292          6.500              ?              ?              ?
      1996        83     23/03/1996        579.200              45.197            191.074             40.089              2.829              2.080              2.159              1.229              1.205              1.161              1.086              1.047              1.039          0.000          0.243          3.491          0.753          4.153        270.630        136.244       1356.880         253.070              0.199              0.265              0.275              0.282              0.287              0.291              0.297              0.299              0.300              0.300        485.120         97.247          3.415          3.415                 0.373                 0.335                 0.966             33       3900.239       8036.162          1.469          7.287       1700.000        101.867              2.479              0.268              0.138              0.141              0.088              0.059              0.058              0.040              0.048              0.172        395.466          7.921              ?              ?              ?
      1997       101     11/04/1997        748.800              47.802            185.740             39.607              2.901              2.089              2.166              1.217              1.171              1.115              1.063              1.042              1.037          0.000          0.166          2.576          0.859          2.258        143.759        117.362       1357.560         378.618              0.186              0.261              0.271              0.279              0.284              0.289              0.296              0.299              0.300              0.300        481.229         94.632          0.477          0.477                 0.349                 0.276                 1.000             39       3413.727      10815.017          1.641          8.483       1700.000        146.033              1.870              0.170              0.094              0.099              0.058              0.029              0.022              0.010              0.022              0.201        397.277          9.313              ?              ?              ?
      1998       102     12/04/1998       1164.300             169.788            540.663             41.858              2.890              2.074              2.130              1.194              1.138              1.082              1.034              1.039              1.036          0.000          0.498          2.548          0.737          4.494        309.781        122.585       1358.757         355.397              0.173              0.251              0.265              0.274              0.281              0.287              0.294              0.298              0.300              0.300        475.605         90.351          1.318          1.318                 0.372                 0.252                 1.000             44       3242.594       8359.382          1.252          5.475       1700.000        135.023              1.765              0.192              0.088              0.095              0.068              0.045              0.042              0.034              0.036              0.182        398.048         25.652              ?              ?              ?
