Summary_file = g2_99_w0.sum
Title = Ghab2_9899
      year       day       das tt_since_emerg          stage            lai     biomass_wt       grain_wt        leaf_wt        stem_wt      biomass_n        grain_n     root_depth         stem_n            cep              sw(1)              sw(2)              sw(3)              sw(4)              sw(5)              sw(6)              sw(7)              sw(8)              sw(9)             sw(10)          no3ppm(1)          no3ppm(2)          no3ppm(3)          no3ppm(4)          no3ppm(5)          no3ppm(6)          nh4ppm(1)          nh4ppm(2)          nh4ppm(3)          nh4ppm(4)          nh4ppm(5)          nh4ppm(6)    n_conc_leaf    n_conc_stem   n_conc_grain
      1998       339         7          0.000          1.999          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000         -0.000              0.098              0.130              0.130              0.170              0.207              0.244              0.257              0.258              0.262              0.271              6.500              5.400              3.287              3.351              4.120              5.510              2.788              3.690              3.200              2.548              1.253              0.428          0.000          0.000          0.000
      1998       340         8          0.000          1.999          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000         -0.000              0.095              0.130              0.131              0.170              0.207              0.244              0.257              0.258              0.263              0.271              6.500              5.400              3.290              3.356              4.213              5.577              2.788              3.690              3.200              2.545              1.162              0.358          0.000          0.000          0.000
      1998       341         9          0.000          2.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000         -0.000              0.183              0.130              0.131              0.170              0.208              0.244              0.257              0.258              0.263              0.271              6.791              5.415              3.293              3.360              4.299              5.633              2.376              3.690              3.200              2.541              1.077              0.301          0.000          0.000          0.000
      1998       342        10          0.000          2.166          0.000          0.000          0.000          0.000          0.000          0.000          0.000        150.000          0.000         -0.000              0.226              0.132              0.131              0.170              0.208              0.244              0.257              0.258              0.263              0.271              6.967              5.463              3.296              3.365              4.380              5.679              1.958              3.690              3.200              2.536              0.998              0.252          0.000          0.000          0.000
      1998       343        11          0.000          2.256          0.000          0.000          0.000          0.000          0.000          0.000          0.000        150.000          0.000         -0.000              0.220              0.134              0.131              0.170              0.208              0.243              0.256              0.258              0.263              0.271              7.103              5.506              3.299              3.370              4.455              5.716              1.611              3.690              3.200              2.532              0.924              0.212          0.000          0.000          0.000
      1998       344        12          0.000          2.325          0.000          0.000          0.000          0.000          0.000          0.000          0.000        150.000          0.000         -0.000              0.218              0.135              0.131              0.170              0.208              0.243              0.256              0.258              0.263              0.271              7.197              5.547              3.302              3.375              4.525              5.747              1.327              3.690              3.200              2.527              0.855              0.179          0.000          0.000          0.000
      1998       345        13          0.000          2.382          0.000          0.000          0.000          0.000          0.000          0.000          0.000        150.000          0.000         -0.000              0.204              0.136              0.131              0.170              0.208              0.243              0.256              0.258              0.263              0.271              7.275              5.574              3.305              3.380              4.590              5.773              1.109              3.690              3.200              2.523              0.792              0.151          0.000          0.000          0.000
      1998       346        14          0.000          2.428          0.000          0.000          0.000          0.000          0.000          0.000          0.000        150.000          0.000         -0.000              0.191              0.137              0.131              0.170              0.208              0.243              0.256              0.258              0.263              0.271              7.341              5.593              3.308              3.386              4.650              5.794              0.943              3.690              3.200              2.517              0.732              0.127          0.000          0.000          0.000
      1998       347        15          0.000          2.477          0.000          0.000          0.000          0.000          0.000          0.000          0.000        150.000          0.000         -0.000              0.184              0.137              0.132              0.170              0.208              0.243              0.256              0.258              0.263              0.271              7.398              5.609              3.311              3.393              4.706              5.811              0.801              3.690              3.200              2.512              0.677              0.107          0.000          0.000          0.000
      1998       348        16          0.000          2.519          0.000          0.000          0.000          0.000          0.000          0.000          0.000        150.000          0.000         -0.000              0.178              0.138              0.132              0.170              0.208              0.243              0.256              0.258              0.263              0.271              7.443              5.621              3.313              3.399              4.758              5.825              0.689              3.690              3.200              2.506              0.626              0.091          0.000          0.000          0.000
      1998       349        17          0.000          2.568          0.000          0.000          0.000          0.000          0.000          0.000          0.000        150.000          0.000         -0.000              0.188              0.138              0.132              0.170              0.208              0.243              0.256              0.258              0.263              0.271              7.470              5.638              3.316              3.406              4.807              5.837              0.580              3.690              3.200              2.500              0.578              0.077          0.000          0.000          0.000
      1998       350        18          0.000          2.641          0.000          0.000          0.000          0.000          0.000          0.000          0.000        150.000          0.000         -0.000              0.176              0.138              0.132              0.170              0.208              0.243              0.256              0.258              0.263              0.271              7.497              5.650              3.319              3.414              4.852              5.846              0.494              3.690              3.200              2.494              0.534              0.065          0.000          0.000          0.000
      1998       351        19          0.000          2.705          0.000          0.000          0.000          0.000          0.000          0.000          0.000        150.000          0.000         -0.000              0.214              0.140              0.132              0.170              0.208              0.243              0.256              0.258              0.263              0.271              7.486              5.686              3.322              3.421              4.894              5.853              0.370              3.690              3.200              2.487              0.493              0.056          0.000          0.000          0.000
      1998       352        20          0.000          2.764          0.000          0.000          0.000          0.000          0.000          0.000          0.000        150.000          0.000         -0.000              0.235              0.142              0.132              0.170              0.208              0.243              0.256              0.258              0.263              0.271              7.434              5.794              3.327              3.430              4.932              5.859              0.241              3.642              3.200              2.480              0.456              0.047          0.000          0.000          0.000
      1998       353        21          0.000          2.847          0.000          0.000          0.000          0.000          0.000          0.000          0.000        150.000          0.000         -0.000              0.230              0.144              0.132              0.170              0.208              0.242              0.256              0.258              0.263              0.271              7.383              5.945              3.332              3.438              4.968              5.864              0.122              3.542              3.200              2.473              0.421              0.040          0.000          0.000          0.000
      1998       354        22          0.000          2.905          0.000          0.000          0.000          0.000          0.000          0.000          0.000        150.000          0.000         -0.000              0.237              0.146              0.133              0.170              0.208              0.242              0.255              0.258              0.263              0.271              7.309              6.169              3.338              3.447              5.001              5.868              0.005              3.382              3.200              2.465              0.388              0.034          0.000          0.000          0.000
      1998       355        23          0.000          2.964          0.000          0.000          0.000          0.000          0.000          0.000          0.000        150.000          0.000         -0.000              0.233              0.148              0.133              0.170              0.208              0.242              0.255              0.258              0.263              0.271              7.148              6.433              3.344              3.456              5.032              5.870              0.000              3.174              3.200              2.457              0.358              0.029          0.000          0.000          0.000
      1998       356        24          9.550          3.000          0.043          8.600          0.000          8.600          0.000          0.516          0.000        150.000          0.000         -0.000              0.223              0.149              0.133              0.170              0.208              0.242              0.255              0.258              0.263              0.270              7.010              6.707              3.351              3.466              5.060              5.872              0.000              2.942              3.200              2.449              0.330              0.025          6.000          0.000          0.000
      1998       357        25         21.350          3.023          0.044          8.634          0.000          8.614          0.021          0.516          0.000        154.521          0.000         -0.005              0.262              0.155              0.133              0.170              0.208              0.242              0.255              0.258              0.263              0.270              6.752              7.085              3.359              3.476              5.086              5.874              0.000              2.683              3.200              2.440              0.305              0.021          5.992          0.000          0.000
      1998       358        26         31.150          3.037          0.045          8.693          0.000          8.637          0.056          0.518          0.000        164.199          0.002         -0.011              0.296              0.172              0.134              0.170              0.208              0.242              0.255              0.258              0.263              0.270              6.252              7.632              3.375              3.487              5.111              5.874              0.000              2.466              3.200              2.430              0.281              0.018          5.976          3.075          0.000
      1998       359        27         40.050          3.050          0.046          8.729          0.000          8.652          0.078          0.519          0.000        181.199          0.003         -0.012              0.288              0.251              0.138              0.171              0.208              0.242              0.255              0.258              0.263              0.270              4.780              8.861              3.552              3.499              5.133              5.875              0.000              2.287              3.200              2.420              0.259              0.016          5.966          4.092          0.000
      1998       360        28         50.250          3.064          0.047          8.771          0.000          8.668          0.102          0.521          0.000        198.199          0.005         -0.014              0.271              0.259              0.142              0.171              0.208              0.242              0.255              0.258              0.263              0.270              4.482              9.070              3.764              3.512              5.154              5.875              0.000              2.118              3.145              2.409              0.239              0.014          5.954          4.534          0.000
      1998       361        29         61.850          3.081          0.050          8.906          0.000          8.722          0.183          0.524          0.000        215.199          0.008         -0.029              0.258              0.256              0.146              0.171              0.208              0.242              0.255              0.258              0.263              0.270              4.380              9.103              4.060              3.526              5.173              5.874              0.000              1.955              2.988              2.397              0.220              0.012          5.917          4.286          0.000
      1998       362        30         70.650          3.093          0.052          8.975          0.000          8.750          0.225          0.527          0.000        232.199          0.011         -0.037              0.295              0.280              0.155              0.171              0.208              0.242              0.255              0.258              0.263              0.270              3.864              9.303              4.638              3.543              5.191              5.874              0.000              1.818              2.729              2.383              0.203              0.010          5.899          4.711          0.000
      1998       363        31         79.650          3.106          0.052          8.995          0.000          8.758          0.237          0.528          0.000        249.199          0.012         -0.038              0.303              0.288              0.169              0.171              0.208              0.241              0.255              0.258              0.263              0.270              3.561              9.196              5.286              3.565              5.207              5.873              0.000              1.699              2.508              2.365              0.187              0.009          5.893          5.169          0.000
      1998       364        32         87.750          3.118          0.053          9.022          0.000          8.769          0.253          0.530          0.000        266.199          0.014         -0.039              0.305              0.287              0.185              0.171              0.208              0.241              0.255              0.258              0.263              0.270              3.338              8.936              5.980              3.597              5.222              5.872              0.000              1.592              2.312              2.342              0.172              0.008          5.886          5.340          0.000
      1998       365        33         96.900          3.131          0.054          9.047          0.000          8.779          0.268          0.531          0.000        283.199          0.015         -0.040              0.300              0.283              0.202              0.172              0.208              0.241              0.255              0.258              0.263              0.270              3.164              8.611              6.657              3.648              5.236              5.870              0.000              1.497              2.139              2.309              0.159              0.007          5.879          5.440          0.000
      1999         1        34        103.771          3.141          0.056          9.145          0.000          8.818          0.327          0.533          0.000        300.199          0.017         -0.056              0.285              0.273              0.215              0.173              0.208              0.241              0.255              0.258              0.263              0.270              3.076              8.311              7.189              3.727              5.249              5.869              0.000              1.414              1.989              2.259              0.146              0.006          5.853          5.172          0.000
      1999         2        35        110.521          3.150          0.057          9.233          0.000          8.853          0.380          0.536          0.000        317.199          0.020         -0.067              0.272              0.265              0.224              0.174              0.208              0.241              0.254              0.258              0.263              0.270              3.014              8.093              7.588              3.835              5.261              5.868              0.000              1.338              1.853              2.189              0.135              0.006          5.830          5.147          0.000
      1999         3        36        116.463          3.159          0.059          9.316          0.000          8.886          0.430          0.538          0.000        334.199          0.022         -0.081              0.263              0.258              0.230              0.175              0.208              0.241              0.254              0.258              0.263              0.270              2.971              7.951              7.880              3.975              5.272              5.866              0.000              1.265              1.724              2.096              0.124              0.005          5.808          5.188          0.000
      1999         4        37        122.581          3.168          0.061          9.409          0.000          8.924          0.486          0.541          0.000        351.199          0.025         -0.094              0.252              0.253              0.233              0.177              0.208              0.241              0.254              0.258              0.263              0.270              2.961              7.847              8.092              4.144              5.282              5.865              0.000              1.195              1.602              1.979              0.114              0.004          5.784          5.200          0.000
      1999         5        38        129.631          3.178          0.062          9.451          0.000          8.940          0.510          0.543          0.000        368.199          0.027         -0.099              0.248              0.249              0.235              0.178              0.208              0.241              0.254              0.258              0.263              0.270              2.936              7.801              8.252              4.336              5.292              5.863              0.000              1.129              1.490              1.842              0.105              0.004          5.773          5.357          0.000
      1999         6        39        136.125          3.187          0.064          9.551          0.000          8.981          0.571          0.546          0.000        385.199          0.030         -0.115              0.238              0.245              0.235              0.180              0.208              0.241              0.254              0.258              0.263              0.270              2.950              7.748              8.367              4.547              5.301              5.862              0.000              1.068              1.387              1.689              0.097              0.003          5.747          5.291          0.000
      1999         7        40        143.375          3.197          0.065          9.625          0.000          9.010          0.615          0.549          0.000        400.074          0.033         -0.124              0.232              0.242              0.235              0.182              0.208              0.241              0.254              0.258              0.263              0.270              2.970              7.711              8.452              4.744              5.309              5.860              0.000              1.011              1.293              1.550              0.089              0.003          5.728          5.331          0.000
      1999         8        41        151.575          3.209          0.068          9.721          0.000          9.048          0.672          0.552          0.000        412.713          0.036         -0.137              0.226              0.240              0.235              0.183              0.208              0.241              0.254              0.258              0.263              0.270              2.997              7.680              8.516              4.931              5.317              5.859              0.000              0.957              1.204              1.420              0.082              0.003          5.704          5.311          0.000
      1999         9        42        157.528          3.218          0.068          9.752          0.000          9.061          0.691          0.554          0.000        423.584          0.038         -0.142              0.225              0.237              0.234              0.185              0.208              0.240              0.254              0.258              0.263              0.270              3.018              7.665              8.566              5.102              5.325              5.857              0.000              0.908              1.124              1.306              0.075              0.002          5.696          5.435          0.000
      1999        10        43        168.078          3.233          0.070          9.836          0.000          9.095          0.742          0.556          0.000        433.078          0.040         -0.154              0.236              0.237              0.233              0.187              0.208              0.240              0.254              0.258              0.263              0.270              2.983              7.693              8.613              5.268              5.332              5.855              0.000              0.859              1.046              1.196              0.069              0.002          5.675          5.387          0.000
      1999        11        44        178.978          3.248          0.072          9.907          0.000          9.123          0.784          0.558          0.000        441.492          0.042         -0.160              0.233              0.236              0.233              0.188              0.208              0.240              0.254              0.258              0.263              0.270              2.955              7.716              8.657              5.424              5.339              5.854              0.000              0.811              0.972              1.093              0.063              0.002          5.658          5.382          0.000
      1999        12        45        187.678          3.261          0.074          9.969          0.000          9.148          0.821          0.560          0.000        449.061          0.044         -0.165              0.230              0.235              0.232              0.190              0.208              0.240              0.254              0.258              0.263              0.270              2.935              7.733              8.695              5.571              5.345              5.852              0.000              0.766              0.903              0.999              0.058              0.002          5.642          5.390          0.000
      1999        13        46        194.228          3.270          0.074         10.004          0.000          9.161          0.842          0.562          0.000        455.965          0.046         -0.167              0.229              0.234              0.231              0.191              0.208              0.240              0.254              0.258              0.263              0.270              2.920              7.745              8.725              5.703              5.352              5.850              0.000              0.727              0.844              0.918              0.053              0.001          5.634          5.436          0.000
      1999        14        47        200.878          3.279          0.075         10.034          0.000          9.174          0.861          0.563          0.000        463.014          0.047         -0.168              0.227              0.233              0.231              0.192              0.209              0.240              0.254              0.258              0.263              0.270              2.911              7.753              8.749              5.824              5.358              5.849              0.000              0.693              0.792              0.847              0.049              0.001          5.626          5.459          0.000
      1999        15        48        207.928          3.290          0.076         10.088          0.000          9.195          0.893          0.565          0.000        470.265          0.048         -0.172              0.243              0.234              0.230              0.194              0.209              0.240              0.254              0.258              0.263              0.270              2.864              7.779              8.772              5.933              5.364              5.847              0.000              0.664              0.747              0.787              0.045              0.001          5.613          5.427          0.000
      1999        16        49        214.128          3.298          0.078         10.141          0.000          9.216          0.925          0.566          0.000        477.665          0.050         -0.176              0.238              0.234              0.230              0.195              0.209              0.240              0.254              0.258              0.263              0.270              2.832              7.787              8.788              6.030              5.369              5.845              0.000              0.640              0.711              0.736              0.042              0.001          5.600          5.408          0.000
      1999        17        50        222.928          3.311          0.080         10.229          0.000          9.252          0.977          0.568          0.000        485.173          0.052         -0.185              0.259              0.239              0.230              0.196              0.209              0.240              0.254              0.258              0.263              0.269              2.739              7.817              8.824              6.124              5.374              5.844              0.000              0.619              0.677              0.690              0.039              0.001          5.579          5.345          0.000
      1999        18        51        229.778          3.321          0.081         10.283          0.000          9.273          1.010          0.570          0.000        492.832          0.054         -0.188              0.276              0.260              0.236              0.198              0.209              0.240              0.253              0.258              0.263              0.269              2.462              7.812              9.033              6.227              5.379              5.842              0.000              0.599              0.646              0.649              0.036              0.001          5.566          5.357          0.000
      1999        19        52        238.278          3.333          0.083         10.448          0.000          9.339          1.109          0.574          0.000        500.653          0.058         -0.202              0.266              0.258              0.240              0.200              0.209              0.240              0.253              0.258              0.263              0.269              2.401              7.679              9.158              6.340              5.384              5.840              0.000              0.578              0.615              0.608              0.033              0.001          5.526          5.210          0.000
      1999        20        53        245.478          3.343          0.085         10.631          0.000          9.412          1.218          0.580          0.000        508.596          0.063         -0.224              0.253              0.254              0.242              0.202              0.209              0.240              0.253              0.258              0.264              0.269              2.398              7.559              9.205              6.455              5.389              5.839              0.000              0.557              0.583              0.567              0.031              0.001          5.493          5.138          0.000
      1999        21        54        253.047          3.354          0.088         10.825          0.000          9.490          1.335          0.587          0.000        516.593          0.068         -0.262              0.244              0.250              0.242              0.204              0.209              0.240              0.253              0.258              0.264              0.269              2.418              7.457              9.207              6.570              5.395              5.837              0.000              0.534              0.550              0.525              0.028              0.000          5.468          5.111          0.000
      1999        22        55        259.659          3.363          0.089         10.957          0.000          9.543          1.414          0.593          0.000        524.562          0.073         -0.283              0.237              0.247              0.242              0.206              0.209              0.239              0.253              0.258              0.264              0.269              2.448              7.378              9.190              6.678              5.401              5.836              0.000              0.512              0.518              0.486              0.026              0.000          5.454          5.160          0.000
      1999        23        56        269.459          3.377          0.092         11.205          0.000          9.642          1.563          0.603          0.000        532.430          0.079         -0.311              0.226              0.244              0.241              0.207              0.210              0.239              0.253              0.258              0.264              0.269              2.494              7.294              9.153              6.781              5.408              5.834              0.000              0.488              0.486              0.447              0.024              0.000          5.427          5.076          0.000
      1999        24        57        277.959          3.390          0.094         11.333          0.000          9.693          1.640          0.609          0.000        540.126          0.084         -0.327              0.221              0.241              0.240              0.209              0.210              0.239              0.253              0.258              0.264              0.269              2.537              7.231              9.117              6.875              5.414              5.833              0.000              0.465              0.456              0.411              0.022              0.000          5.417          5.145          0.000
      1999        25        58        285.459          3.400          0.097         11.506          0.000          9.762          1.743          0.617          0.000        547.599          0.090         -0.356              0.213              0.238              0.238              0.210              0.210              0.239              0.253              0.258              0.264              0.269              2.585              7.170              9.077              6.961              5.421              5.831              0.000              0.443              0.427              0.377              0.020              0.000          5.398          5.142          0.000
      1999        26        59        292.409          3.410          0.099         11.696          0.000          9.838          1.858          0.624          0.000        554.803          0.095         -0.386              0.203              0.236              0.237              0.212              0.210              0.239              0.253              0.258              0.264              0.269              2.639              7.109              9.032              7.037              5.428              5.829              0.000              0.422              0.401              0.347              0.018              0.000          5.379          5.128          0.000
      1999        27        60        299.409          3.420          0.100         11.744          0.000          9.857          1.886          0.628          0.000        561.777          0.098         -0.389              0.278              0.264              0.244              0.214              0.210              0.239              0.253              0.258              0.264              0.269              2.305              7.121              9.229              7.132              5.435              5.828              0.000              0.407              0.380              0.323              0.017              0.000          5.377          5.218          0.000
      1999        28        61        306.809          3.431          0.102         11.852          0.000          9.901          1.951          0.633          0.000        568.535          0.102         -0.397              0.271              0.263              0.249              0.216              0.211              0.239              0.253              0.258              0.264              0.269              2.220              6.981              9.339              7.240              5.443              5.826              0.000              0.394              0.363              0.302              0.015              0.000          5.362          5.210          0.000
      1999        29        62        316.709          3.445          0.105         12.165          0.000         10.026          2.139          0.642          0.000        575.047          0.108         -0.440              0.261              0.259              0.250              0.218              0.211              0.239              0.253              0.258              0.264              0.269              2.189              6.868              9.339              7.343              5.452              5.825              0.000              0.381              0.346              0.282              0.014              0.000          5.326          5.069          0.000
      1999        30        63        326.359          3.459          0.107         12.467          0.000         10.147          2.320          0.654          0.000        581.271          0.116         -0.489              0.249              0.255              0.250              0.221              0.211              0.239              0.253              0.258              0.264              0.269              2.216              6.753              9.284              7.437              5.461              5.824              0.000              0.368              0.330              0.263              0.013              0.000          5.299          5.018          0.000
      1999        31        64        335.409          3.472          0.110         12.782          0.000         10.273          2.509          0.667          0.000        587.174          0.125         -0.546              0.237              0.251              0.249              0.223              0.211              0.239              0.253              0.258              0.264              0.269              2.269              6.644              9.207              7.517              5.472              5.822              0.000              0.355              0.313              0.244              0.012              0.000          5.275          4.994          0.000
      1999        32        65        344.859          3.485          0.112         13.116          0.000         10.406          2.709          0.681          0.000        592.739          0.135         -0.611              0.225              0.247              0.247              0.225              0.212              0.239              0.253              0.258              0.264              0.269              2.328              6.545              9.122              7.583              5.483              5.821              0.000              0.341              0.295              0.225              0.011              0.000          5.252          4.977          0.000
      1999        33        66        355.209          3.500          0.115         13.487          0.000         10.555          2.932          0.697          0.000        597.966          0.145         -0.705              0.213              0.244              0.245              0.226              0.212              0.239              0.253              0.258              0.264              0.269              2.384              6.457              9.037              7.636              5.495              5.819              0.000              0.324              0.276              0.205              0.010              0.000          5.229          4.961          0.000
      1999        34        67        366.259          3.516          0.125         13.902          0.000         10.721          3.181          0.714          0.000        602.866          0.157         -0.774              0.200              0.241              0.243              0.227              0.212              0.239              0.253              0.258              0.264              0.269              2.440              6.377              8.950              7.675              5.507              5.818              0.000              0.308              0.258              0.187              0.009              0.000          5.202          4.929          0.000
      1999        35        68        372.319          3.524          0.131         14.136          0.000         10.814          3.321          0.727          0.000        607.708          0.166         -0.813              0.202              0.239              0.242              0.228              0.213              0.239              0.253              0.258              0.264              0.269              2.486              6.319              8.880              7.708              5.520              5.817              0.000              0.293              0.242              0.171              0.008              0.000          5.193          4.983          0.000
      1999        36        69        376.955          3.531          0.132         14.194          0.000         10.838          3.357          0.734          0.000        612.663          0.170         -0.819              0.275              0.258              0.245              0.229              0.213              0.239              0.253              0.258              0.264              0.269              2.249              6.368              8.952              7.759              5.533              5.816              0.000              0.284              0.231              0.159              0.008              0.000          5.198          5.074          0.000
      1999        37        70        382.205          3.538          0.135         14.314          0.000         10.886          3.429          0.739          0.000        617.742          0.174         -0.831              0.296              0.273              0.259              0.233              0.214              0.239              0.252              0.258              0.264              0.269              2.000              6.126              9.236              7.883              5.547              5.815              0.000              0.277              0.222              0.149              0.007              0.000          5.189          5.088          0.000
      1999        38        71        390.655          3.551          0.136         14.378          0.000         10.911          3.467          0.743          0.000        623.001          0.177         -0.834              0.330              0.293              0.279              0.242              0.214              0.238              0.252              0.258              0.264              0.269              1.726              5.692              9.505              8.222              5.570              5.813              0.000              0.272              0.215              0.142              0.007              0.000          5.185          5.113          0.000
      1999        39        72        401.655          3.566          0.145         14.744          0.000         11.057          3.686          0.753          0.000        628.525          0.184         -0.880              0.306              0.292              0.281              0.252              0.215              0.238              0.252              0.258              0.264              0.269              1.637              5.484              9.349              8.554              5.603              5.812              0.000              0.267              0.209              0.136              0.006              0.000          5.146          4.999          0.000
      1999        40        73        411.505          3.580          0.152         15.052          0.000         11.181          3.871          0.765          0.000        634.418          0.192         -0.925              0.307              0.294              0.282              0.262              0.217              0.238              0.252              0.258              0.264              0.269              1.548              5.299              9.165              8.867              5.651              5.812              0.000              0.263              0.204              0.131              0.006              0.000          5.121          4.962          0.000
      1999        41        74        421.305          3.594          0.163         15.508          0.000         11.363          4.145          0.781          0.000        640.744          0.203         -1.001              0.292              0.288              0.281              0.268              0.219              0.238              0.252              0.258              0.264              0.269              1.519              5.165              8.968              9.053              5.711              5.811              0.000              0.257              0.197              0.125              0.006              0.000          5.086          4.893          0.000
      1999        42        75        430.905          3.608          0.175         16.048          0.000         11.579          4.469          0.801          0.000        647.500          0.216         -1.075              0.282              0.282              0.279              0.272              0.221              0.238              0.252              0.258              0.264              0.269              1.534              5.046              8.809              9.118              5.777              5.811              0.000              0.251              0.190              0.119              0.006              0.000          5.052          4.833          0.000
      1999        43        76        442.155          3.624          0.191         16.743          0.000         11.857          4.886          0.828          0.000        654.617          0.233         -1.197              0.272              0.276              0.276              0.272              0.223              0.238              0.252              0.258              0.264              0.269              1.617              4.915              8.660              9.084              5.841              5.810              0.000              0.245              0.183              0.113              0.005              0.000          5.014          4.770          0.000
      1999        44        77        453.755          3.641          0.209         17.489          0.000         12.156          5.334          0.858          0.000        661.992          0.252         -1.329              0.263              0.271              0.273              0.272              0.225              0.238              0.252              0.258              0.264              0.269              1.685              4.826              8.510              9.000              5.902              5.810              0.000              0.238              0.176              0.107              0.005              0.000          4.981          4.731          0.000
      1999        45        78        463.805          3.655          0.223         18.126          0.000         12.410          5.716          0.887          0.000        669.517          0.271         -1.467              0.254              0.267              0.271              0.270              0.227              0.238              0.252              0.258              0.264              0.269              1.750              4.759              8.370              8.901              5.957              5.811              0.000              0.231              0.168              0.101              0.005              0.000          4.963          4.742          0.000
      1999        46        79        474.005          3.670          0.241         18.886          0.000         12.714          6.172          0.919          0.000        677.086          0.291         -1.613              0.249              0.264              0.268              0.269              0.229              0.238              0.252              0.258              0.264              0.269              1.802              4.701              8.230              8.790              6.006              5.811              0.000              0.225              0.162              0.096              0.005              0.000          4.935          4.719          0.000
      1999        47        80        484.355          3.684          0.259         19.666          0.000         13.026          6.640          0.952          0.000        684.605          0.312         -1.768              0.244              0.261              0.266              0.267              0.230              0.238              0.252              0.258              0.264              0.269              1.844              4.649              8.092              8.673              6.047              5.812              0.000              0.220              0.156              0.091              0.004              0.000          4.910          4.705          0.000
