ApsimVersion = 6.1
Title = Canopy Sample Simulation
            day           year       sw_dep()      lai_maize     biom_maize     lai_cowpea    biom_cowpea
            194           1988        781.225          0.000            0.0          0.000            0.0
            195           1988        779.019          0.000            0.0          0.000            0.0
            196           1988        776.827          0.000            0.0          0.000            0.0
            197           1988        775.797          0.000            0.0          0.000            0.0
            198           1988        775.003          0.000            0.0          0.000            0.0
            199           1988        774.331          0.000            0.0          0.000            0.0
            200           1988        773.734          0.000            0.0          0.000            0.0
            201           1988        773.191          0.000            0.0          0.000            0.0
            202           1988        772.687          0.000            0.0          0.000            0.0
            203           1988        772.213          0.000            0.0          0.000            0.0
            204           1988        778.676          0.000            0.0          0.000            0.0
            205           1988        776.022          0.000            0.0          0.000            0.0
            206           1988        775.139          0.000            0.0          0.000            0.0
            207           1988        774.404          0.000            0.0          0.000            0.0
            208           1988        773.758          0.000            0.0          0.000            0.0
            209           1988        773.174          0.000            0.0          0.000            0.0
            210           1988        772.636          0.000            0.0          0.000            0.0
            211           1988        772.134          0.000            0.0          0.000            0.0
            212           1988        771.662          0.000            0.0          0.000            0.0
            213           1988        771.215          0.000            0.0          0.000            0.0
            214           1988        770.790          0.000            0.0          0.000            0.0
            215           1988        770.384          0.000            0.0          0.000            0.0
            216           1988        769.996          0.000            0.0          0.000            0.0
            217           1988        769.622          0.000            0.0          0.000            0.0
            218           1988        769.263          0.000            0.0          0.000            0.0
            219           1988        768.917          0.000            0.0          0.000            0.0
            220           1988        768.583          0.000            0.0          0.000            0.0
            221           1988        768.260          0.000            0.0          0.000            0.0
            222           1988        767.947          0.000            0.0          0.000            0.0
            223           1988        767.643          0.000            0.0          0.000            0.0
            224           1988        767.349          0.000            0.0          0.000            0.0
            225           1988        767.062          0.000            0.0          0.000            0.0
            226           1988        766.784          0.000            0.0          0.000            0.0
            227           1988        766.512          0.000            0.0          0.000            0.0
            228           1988        766.247          0.000            0.0          0.000            0.0
            229           1988        765.989          0.000            0.0          0.000            0.0
            230           1988        765.736          0.000            0.0          0.000            0.0
            231           1988        765.489          0.000            0.0          0.000            0.0
            232           1988        765.247          0.000            0.0          0.000            0.0
            233           1988        765.010          0.000            0.0          0.000            0.0
            234           1988        764.778          0.000            0.0          0.000            0.0
            235           1988        764.550          0.000            0.0          0.000            0.0
            236           1988        784.180          0.000            0.0          0.000            0.0
            237           1988        782.842          0.000            0.0          0.000            0.0
            238           1988        780.383          0.000            0.0          0.000            0.0
            239           1988        779.339          0.000            0.0          0.000            0.0
            240           1988        778.531          0.000            0.0          0.000            0.0
            241           1988        782.180          0.000            0.0          0.000            0.0
            242           1988        779.612          0.000            0.0          0.000            0.0
            243           1988        778.705          0.000            0.0          0.000            0.0
            244           1988        777.936          0.000            0.0          0.000            0.0
            245           1988        777.245          0.000            0.0          0.000            0.0
            246           1988        776.601          0.000            0.0          0.000            0.0
            247           1988        775.989          0.000            0.0          0.000            0.0
            248           1988        775.400          0.000            0.0          0.000            0.0
            249           1988        774.828          0.000            0.0          0.000            0.0
            250           1988        774.270          0.000            0.0          0.000            0.0
            251           1988        779.495          0.000            0.0          0.000            0.0
            252           1988        777.097          0.000            0.0          0.000            0.0
            253           1988        776.303          0.000            0.0          0.000            0.0
            254           1988        775.578          0.000            0.0          0.000            0.0
            255           1988        774.904          0.000            0.0          0.000            0.0
            256           1988        784.057          0.000            0.0          0.000            0.0
            257           1988        790.902          0.000            0.0          0.000            0.0
            258           1988        789.404          0.000            0.0          0.000            0.0
            259           1988        796.927          0.000            0.0          0.000            0.0
            260           1988        795.019          0.000            0.0          0.000            0.0
            261           1988        793.362          0.000            0.0          0.000            0.0
            262           1988        792.186          0.000            0.0          0.000            0.0
            263           1988        791.154          0.000            0.0          0.000            0.0
            264           1988        790.175          0.000            0.0          0.000            0.0
            265           1988        789.212          0.000            0.0          0.000            0.0
            266           1988        788.245          0.000            0.0          0.000            0.0
            267           1988        787.263          0.000            0.0          0.000            0.0
            268           1988        786.264          0.000            0.0          0.000            0.0
            269           1988        785.248          0.000            0.0          0.000            0.0
            270           1988        784.221          0.000            0.0          0.000            0.0
            271           1988        783.187          0.000            0.0          0.000            0.0
            272           1988        784.405          0.000            0.0          0.000            0.0
            273           1988        783.265          0.000            0.0          0.000            0.0
            274           1988        782.154          0.000            0.0          0.000            0.0
            275           1988        781.076          0.000            0.0          0.000            0.0
            276           1988        780.035          0.000            0.0          0.000            0.0
            277           1988        779.032          0.000            0.0          0.000            0.0
            278           1988        778.071          0.000            0.0          0.000            0.0
            279           1988        777.154          0.000            0.0          0.000            0.0
            280           1988        776.280          0.000            0.0          0.000            0.0
            281           1988        775.452          0.000            0.0          0.000            0.0
            282           1988        774.669          0.000            0.0          0.000            0.0
            283           1988        773.931          0.000            0.0          0.000            0.0
            284           1988        773.236          0.000            0.0          0.000            0.0
            285           1988        772.583          0.000            0.0          0.000            0.0
            286           1988        771.970          0.000            0.0          0.000            0.0
            287           1988        771.395          0.000            0.0          0.000            0.0
            288           1988        770.856          0.000            0.0          0.000            0.0
            289           1988        770.350          0.000            0.0          0.000            0.0
            290           1988        769.876          0.000            0.0          0.000            0.0
            291           1988        769.431          0.000            0.0          0.000            0.0
            292           1988        769.013          0.000            0.0          0.000            0.0
            293           1988        768.619          0.000            0.0          0.000            0.0
            294           1988        768.247          0.000            0.0          0.000            0.0
            295           1988        767.896          0.000            0.0          0.000            0.0
            296           1988        767.563          0.000            0.0          0.000            0.0
            297           1988        767.247          0.000            0.0          0.000            0.0
            298           1988        766.947          0.000            0.0          0.000            0.0
            299           1988        766.660          0.000            0.0          0.000            0.0
            300           1988        766.385          0.000            0.0          0.000            0.0
            301           1988        766.122          0.000            0.0          0.000            0.0
            302           1988        765.868          0.000            0.0          0.000            0.0
            303           1988        765.624          0.000            0.0          0.000            0.0
            304           1988        765.388          0.000            0.0          0.000            0.0
            305           1988        765.159          0.000            0.0          0.000            0.0
            306           1988        764.937          0.000            0.0          0.000            0.0
            307           1988        764.721          0.000            0.0          0.000            0.0
            308           1988        764.510          0.000            0.0          0.000            0.0
            309           1988        764.304          0.000            0.0          0.000            0.0
            310           1988        764.103          0.000            0.0          0.000            0.0
            311           1988        763.905          0.000            0.0          0.000            0.0
            312           1988        763.712          0.000            0.0          0.000            0.0
            313           1988        763.521          0.000            0.0          0.000            0.0
            314           1988        763.334          0.000            0.0          0.000            0.0
            315           1988        763.150          0.000            0.0          0.000            0.0
            316           1988        762.969          0.000            0.0          0.000            0.0
            317           1988        762.790          0.000            0.0          0.000            0.0
            318           1988        762.613          0.000            0.0          0.000            0.0
            319           1988        762.439          0.000            0.0          0.000            0.0
            320           1988        762.267          0.000            0.0          0.000            0.0
            321           1988        772.958          0.000            0.0          0.000            0.0
            322           1988        772.566          0.000            0.0          0.000            0.0
            323           1988        772.192          0.000            0.0          0.000            0.0
            324           1988        771.833          0.000            0.0          0.000            0.0
            325           1988        771.489          0.000            0.0          0.000            0.0
            326           1988        771.157          0.000            0.0          0.000            0.0
            327           1988        770.837          0.000            0.0          0.000            0.0
            328           1988        770.526          0.000            0.0          0.000            0.0
            329           1988        770.225          0.000            0.0          0.000            0.0
            330           1988        769.932          0.000            0.0          0.000            0.0
            331           1988        769.647          0.000            0.0          0.000            0.0
            332           1988        769.369          0.000            0.0          0.000            0.0
            333           1988        769.097          0.000            0.0          0.000            0.0
            334           1988        768.832          0.000            0.0          0.000            0.0
            335           1988        768.573          0.000            0.0          0.000            0.0
            336           1988        768.319          0.000            0.0          0.000            0.0
            337           1988        768.070          0.000            0.0          0.000            0.0
            338           1988        767.826          0.000            0.0          0.000            0.0
            339           1988        767.587          0.000            0.0          0.000            0.0
            340           1988        767.352          0.000            0.0          0.000            0.0
            341           1988        767.121          0.000            0.0          0.000            0.0
            342           1988        766.893          0.000            0.0          0.000            0.0
            343           1988        767.718          0.000            0.0          0.000            0.0
            344           1988        767.873          0.000            0.0          0.000            0.0
            345           1988        785.302          0.000            0.0          0.000            0.0
            346           1988        783.740          0.000            0.0          0.000            0.0
            347           1988        793.011          0.000            0.0          0.000            0.0
            348           1988        791.185          0.000            0.0          0.000            0.0
            349           1988        790.132          0.000            0.0          0.000            0.0
            350           1988        789.262          0.000            0.0          0.000            0.0
            351           1988        788.464          0.000            0.0          0.000            0.0
            352           1988        790.559          0.000            0.0          0.000            0.0
            353           1988        800.782          0.000            0.0          0.000            0.0
            354           1988        800.227          0.000            0.0          0.000            0.0
            355           1988        798.304          0.000            0.0          0.000            0.0
            356           1988        796.906          0.000            0.0          0.000            0.0
            357           1988        795.639          0.000            0.0          0.000            0.0
            358           1988        794.414          0.000            0.0          0.000            0.0
            359           1988        793.198          0.000            0.0          0.000            0.0
            360           1988        791.976          0.000            0.0          0.000            0.0
            361           1988        790.743          0.000            0.0          0.000            0.0
            362           1988        795.451          0.000            0.0          0.000            0.0
            363           1988        793.063          0.000            0.0          0.000            0.0
            364           1988        791.249          0.000            0.0          0.000            0.0
            365           1988        789.617          0.000            0.0          0.000            0.0
