Summary_file = Dalby1500.sum
Title = Dalby 1500mm wet soil
           date       day      year   in_crop_rain eff_in_crop_rain            lai        biomass          yield             hi            nhi         sum_ep   n_conc_grain        grain_n          no3()            esw flowering_date
             ()     (day)    (year)             ()               ()      (m^2/m^2)        (kg/ha)        (kg/ha)             ()             ()           (mm)            (%)        (g/m^2)        (kg/ha)           (mm)          (doy)
     13/10/1977       286      1977        104.800           93.671          0.001      12252.434       3355.561          0.274          0.651        238.745          1.737          5.828         44.491        119.741            245
     19/10/1978       292      1978        298.100          294.198          0.001      13089.274       4766.221          0.364          0.715        202.503          1.468          6.995         43.364        297.031            247
     10/10/1979       283      1979        205.000          175.162          0.001      13336.267       4048.941          0.304          0.684        250.349          1.610          6.520         42.499        154.401            240
     05/10/1980       279      1980         89.600           88.082          0.001      12610.282       3827.013          0.303          0.690        247.590          1.722          6.592         45.030         99.372            239
     12/10/1981       285      1981        217.700          207.864          0.001      13693.964       4191.893          0.306          0.679        236.947          1.554          6.514         41.827        175.035            244
     16/10/1982       289      1982        133.300          133.096          0.001      12482.038       3806.998          0.305          0.666        241.428          1.618          6.160         44.044        128.036            246
     08/10/1983       281      1983        263.400          223.270          0.001      11912.283       4051.232          0.340          0.716        191.604          1.639          6.642         44.405        259.432            243
     15/10/1984       289      1984        295.800          284.610          0.001      12333.806       4016.602          0.326          0.715        208.304          1.752          7.038         41.833        298.935            243
     17/10/1985       290      1985        245.200          237.486          0.001      13932.827       4387.867          0.315          0.676        257.645          1.485          6.514         44.213        193.421            245
     09/10/1986       282      1986         98.600           98.600          0.001      12671.868       3904.107          0.308          0.693        234.165          1.694          6.615         43.492        107.205            242
     08/10/1987       281      1987        122.000          120.631          0.001      12879.257       4380.087          0.340          0.707        239.047          1.556          6.814         44.132        138.175            239
     03/10/1988       277      1988        243.200          237.705          0.001      12442.970       3810.479          0.306          0.693        217.259          1.742          6.639         44.400        241.960            235
     12/10/1989       285      1989        101.800          101.800          0.001      12588.120       4146.221          0.329          0.701        230.885          1.587          6.582         45.947        102.816            244
     12/10/1990       285      1990        264.200          242.876          0.001      13501.973       4236.898          0.314          0.683        235.287          1.553          6.581         43.262        213.567            243
     01/10/1991       274      1991         41.400           41.400          0.001      10864.589       3680.824          0.339          0.734        222.951          1.791          6.594         51.203        100.240            232
     15/10/1992       289      1992        129.600          129.600          0.001      13156.808       3975.028          0.302          0.668        265.490          1.539          6.119         46.341         98.448            246
     06/10/1993       279      1993        137.800          137.800          0.001      11011.983       3750.276          0.341          0.740        213.083          1.821          6.828         45.699        165.171            235
     17/10/1994       290      1994         80.200           79.883          0.001      11524.314       2982.723          0.259          0.657        244.152          1.962          5.851         45.800         82.854            247
     10/10/1995       283      1995        164.400          156.967          0.001      12235.837       3664.615          0.299          0.679        243.818          1.680          6.155         46.797        135.339            242
     10/10/1996       284      1996        159.400          159.400          0.001      12466.500       4072.713          0.327          0.712        230.418          1.678          6.835         45.184        166.529            241
     09/10/1997       282      1997        163.000          159.929          0.001      11860.682       3435.779          0.290          0.686        238.193          1.811          6.221         47.423        169.765            242
     06/10/1998       279      1998        279.800          270.144          0.001      11196.005       3974.293          0.355          0.742        176.858          1.820          7.231         43.036        328.454            239
     07/10/1999       280      1999        143.000          142.930          0.001      11116.795       3946.895          0.355          0.750        205.521          1.792          7.072         44.596        167.725            237
     09/10/2000       283      2000         59.600           59.101          0.001      11852.464       3210.778          0.271          0.676        238.765          1.911          6.136         49.728         86.760            245
     09/10/2001       282      2001         45.500           45.500          0.001      12025.042       3329.923          0.277          0.672        242.237          1.864          6.207         43.758         83.122            240
     09/10/2002       282      2002        132.800          132.084          0.001      12849.204       3699.249          0.288          0.674        278.480          1.714          6.340         45.383         93.094            243
