Summary_file = p12-97.sum
Title = south plots
      year     month       day day_month              sw(1)              sw(2)              sw(3)              sw(4)              sw(5)              sw(6)              sw(7)              sw(8)              sw(9)             sw(10)             sw(11)             sw(12)             sw(13)             sw(14)             sw(15)             sw(16)             sw(17)             sw(18)             sw(19)             sw(20)             sw(21)             sw(22)             sw(23)             sw(24)             sw(25)             sw(26)             sw(27)             sw(28)             psi(1)             psi(2)             psi(3)             psi(4)             psi(5)             psi(6)             psi(7)             psi(8)             psi(9)            psi(10)            psi(11)            psi(12)            psi(13)            psi(14)            psi(15)            psi(16)            psi(17)            psi(18)            psi(19)            psi(20)            psi(21)            psi(22)            psi(23)            psi(24)            psi(25)            psi(26)            psi(27)            psi(28)     sw_dep_025    sw_dep_2590   sw_dep_90180       sw_dep()
      1999         9       258        15              0.069              0.155              0.200              0.220              0.235              0.245              0.255              0.281              0.291              0.315              0.322              0.324              0.334              0.342              0.341              0.340              0.339              0.329              0.316              0.304              0.305              0.304              0.298              0.309              0.314              0.314              0.314              0.314        -187123.454          -2570.507           -678.608           -404.164           -264.018           -135.807            -96.635           -100.500            -98.259            -70.075            -56.239            -46.057            -45.360            -46.783            -51.778            -54.746            -61.515            -70.557            -75.361            -72.525            -64.629            -60.174            -48.025            -39.873            -30.426            -29.783            -29.257            -29.028         56.860        192.342        300.562       1866.072
      1999        10       286        13              0.312              0.313              0.314              0.317              0.304              0.275              0.274              0.297              0.295              0.319              0.325              0.327              0.339              0.348              0.349              0.349              0.348              0.338              0.324              0.311              0.312              0.311              0.303              0.314              0.319              0.319              0.319              0.319            -64.468            -63.468            -62.468            -59.450            -55.117            -47.660            -49.374            -61.012            -83.935            -59.252            -47.661            -35.708            -32.070            -27.333            -26.220            -25.219            -26.985            -32.577            -37.769            -39.551            -36.716            -34.267            -24.377            -20.111            -13.149            -12.824            -12.531            -12.393         73.915        197.444        305.071       1916.956
      1999        11       307         3              0.241              0.242              0.243              0.247              0.250              0.243              0.244              0.270              0.285              0.311              0.319              0.323              0.336              0.347              0.348              0.348              0.348              0.338              0.324              0.311              0.312              0.310              0.303              0.313              0.318              0.319              0.319              0.319           -249.459           -246.602           -240.915           -218.172           -183.339           -146.083           -144.563           -149.641           -120.208            -83.913            -65.339            -50.865            -38.998            -31.616            -29.164            -27.486            -29.208            -34.675            -39.795            -41.157            -37.936            -35.342            -25.165            -20.696            -13.583            -13.202            -12.862            -12.704         61.441        188.245        302.621       1891.426
      1999        11       323        19              0.061              0.076              0.160              0.178              0.191              0.208              0.206              0.225              0.246              0.282              0.299              0.313              0.330              0.341              0.342              0.343              0.342              0.333              0.319              0.307              0.308              0.307              0.300              0.311              0.316              0.316              0.317              0.317        -358924.088        -113935.310          -2189.545          -1254.118           -942.186           -628.617           -668.150           -869.457           -584.430           -331.019           -226.870           -117.321            -67.157            -53.818            -47.177            -43.786            -46.244            -52.741            -57.405            -56.443            -50.981            -47.651            -35.121            -28.928            -20.484            -19.856            -19.295            -19.035         46.495        166.327        295.017       1834.455
      1999        12       347        13              0.064              0.102              0.180              0.198              0.168              0.191              0.190              0.203              0.210              0.226              0.255              0.277              0.314              0.334              0.337              0.339              0.338              0.329              0.316              0.304              0.306              0.305              0.299              0.309              0.315              0.315              0.315              0.315        -278510.433         -24449.693          -1158.468           -713.271          -2086.370          -1358.269          -1431.354          -2344.770          -3295.974          -6896.514          -4993.142          -3066.890           -259.669            -97.547            -72.264            -64.223            -65.756            -71.407            -74.309            -70.630            -62.437            -57.921            -44.942            -36.770            -27.210            -26.276            -25.465            -25.094         44.603        141.500        277.904       1781.769
      2000         1        11        11              0.057              0.063              0.093              0.138              0.158              0.189              0.189              0.195              0.201              0.221              0.249              0.268              0.281              0.299              0.330              0.335              0.335              0.326              0.314              0.302              0.304              0.303              0.297              0.308              0.314              0.314              0.314              0.314        -492037.336        -288556.464         -39081.528          -4865.717          -3193.400          -1477.213          -1481.378          -3432.438          -5229.886          -9309.625          -7645.921          -7526.649          -5170.604          -2893.258           -138.781            -93.372            -88.119            -90.214            -89.693            -83.065            -72.947            -67.731            -53.036            -43.453            -33.247            -32.114            -31.111            -30.646         39.050        137.795        260.569       1748.501
      2000         2        42        11              0.057              0.063              0.093              0.140              0.160              0.191              0.184              0.183              0.194              0.218              0.246              0.264              0.277              0.293              0.312              0.326              0.332              0.324              0.312              0.301              0.302              0.302              0.296              0.307              0.313              0.313              0.313              0.313        -489026.089        -287097.802         -38496.613          -4478.724          -2943.392          -1346.949          -1947.144          -6168.206          -7800.945         -11208.961          -9690.935         -10226.729          -8236.602          -5233.807           -761.215           -209.560           -121.827           -111.450           -105.418            -95.782            -84.083            -78.333            -60.519            -49.077            -38.348            -36.983            -35.797            -35.252         39.485        134.097        253.965       1732.038
      2000         3        67         7              0.058              0.065              0.100              0.138              0.156              0.186              0.168              0.175              0.189              0.217              0.245              0.263              0.275              0.289              0.294              0.298              0.310              0.320              0.310              0.299              0.301              0.300              0.296              0.307              0.312              0.313              0.313              0.313        -466483.617        -260566.967         -25986.673          -4757.130          -3327.133          -1712.684          -4552.749          -9648.963         -10345.964         -12349.657         -11059.134         -11756.864         -10113.811          -8030.647          -4597.174          -3226.374           -916.826           -152.596           -122.936           -107.519            -93.569            -87.101            -66.987            -53.135            -42.242            -40.528            -39.128            -38.499         38.863        130.431        248.712       1709.278
      2000         4        94         3              0.058              0.065              0.103              0.134              0.153              0.165              0.155              0.170              0.186              0.216              0.243              0.262              0.273              0.287              0.289              0.290              0.293              0.291              0.304              0.297              0.299              0.299              0.295              0.306              0.312              0.312              0.312              0.312        -457415.562        -250259.360         -22625.312          -5536.875          -3902.016          -5206.681          -9572.307         -12520.922         -12420.842         -13161.547         -12131.774         -12815.584         -11550.750         -10180.349          -7828.489          -7117.010          -5413.262          -2093.684           -206.747           -136.334           -111.032           -101.583            -75.327            -57.207            -46.743            -44.504            -42.713            -41.922         36.375        127.886        246.692       1687.296
      2000         4       110        19              0.263              0.263              0.264              0.266              0.265              0.257              0.172              0.170              0.186              0.216              0.243              0.262              0.273              0.287              0.289              0.290              0.292              0.293              0.302              0.294              0.297              0.297              0.294              0.306              0.312              0.312              0.312              0.312           -159.515           -158.218           -156.379           -148.552           -128.327            -89.361          -3639.219         -12611.446         -12504.483         -13193.171         -12179.889         -12854.455         -11610.973         -10288.739          -8022.639          -7339.500          -5685.344          -1670.924           -260.909           -165.360           -128.725           -116.094            -82.160            -60.406            -49.447            -46.859            -44.842            -43.957         65.387        129.537        246.604       1715.570
      2000         5       133        12              0.080              0.185              0.212              0.231              0.243              0.247              0.205              0.170              0.186              0.216              0.243              0.262              0.273              0.287              0.289              0.290              0.293              0.298              0.301              0.293              0.296              0.296              0.293              0.305              0.311              0.312              0.312              0.312         -84809.568          -1007.459           -486.528           -316.709           -217.913           -129.061           -716.546         -12523.114         -12506.238         -13189.998         -12183.418         -12848.422         -11610.355         -10284.420          -8026.532          -7333.110          -5463.462          -1065.891           -282.483           -189.355           -149.373           -135.211            -93.098            -66.312            -53.701            -50.346            -47.917            -46.872         58.591        132.843        246.604       1710.462
      2000         6       165        13              0.279              0.280              0.280              0.282              0.274              0.259              0.263              0.280              0.229              0.216              0.243              0.262              0.273              0.287              0.289              0.290              0.294              0.302              0.300              0.292              0.294              0.294              0.292              0.304              0.311              0.311              0.311              0.311           -115.623           -114.603           -113.548           -110.189           -103.673            -80.999            -71.966           -104.515          -1266.067         -13171.010         -12188.271         -12840.103         -11609.448         -10278.487          -8031.835          -7320.192          -4872.971           -745.685           -297.391           -212.027           -170.965           -155.822           -106.778            -75.285            -60.403            -55.495            -52.241            -50.941         67.571        156.237        246.605       1740.962
      2000         7       194        12              0.292              0.293              0.293              0.295              0.285              0.264              0.264              0.283              0.270              0.220              0.243              0.262              0.273              0.287              0.289              0.290              0.295              0.304              0.300              0.291              0.293              0.293              0.291              0.304              0.310              0.311              0.311              0.311            -91.275            -90.272            -89.263            -86.204            -81.174            -69.109            -68.386            -96.769           -217.842         -10215.315         -12191.003         -12832.639         -11608.580         -10273.186          -8036.496          -7300.705          -4184.987           -629.046           -305.644           -226.891           -186.017           -170.471           -117.383            -82.997            -66.455            -60.509            -56.308            -54.666         69.857        163.489        246.606       1749.100
      2000         7       213        31              0.086              0.190              0.214              0.231              0.242              0.246              0.250              0.271              0.270              0.232              0.243              0.262              0.273              0.287              0.289              0.290              0.296              0.305              0.300              0.290              0.293              0.293              0.291              0.303              0.310              0.310              0.311              0.311         -58209.753           -888.741           -463.370           -310.786           -222.290           -134.058           -113.077           -143.122           -218.288          -4878.931         -12169.657         -12827.765         -11607.987         -10269.751          -8039.452          -7281.807          -3736.196           -589.152           -310.175           -234.890           -194.321           -178.634           -123.619            -87.711            -70.235            -63.730            -59.037            -57.168         58.577        163.361        246.609       1736.898
      2000         8       242        29              0.313              0.314              0.315              0.318              0.306              0.276              0.275              0.297              0.292              0.296              0.291              0.263              0.273              0.287              0.289              0.290              0.298              0.305              0.299              0.290              0.292              0.292              0.291              0.303              0.309              0.310              0.310              0.311            -62.936            -61.935            -60.934            -57.913            -53.610            -45.206            -46.487            -60.715            -92.045           -163.398           -384.696         -11869.061         -11606.819         -10264.564          -8043.761          -7240.189          -3123.801           -554.727           -316.728           -245.420           -205.322           -189.502           -132.201            -94.408            -75.697            -68.402            -63.154            -60.995         74.283        189.446        251.539       1782.559
      2000         9       269        25              0.065              0.107              0.185              0.209              0.226              0.237              0.247              0.274              0.283              0.304              0.312              0.313              0.287              0.287              0.289              0.290              0.300              0.306              0.299              0.290              0.291              0.292              0.290              0.302              0.309              0.310              0.310              0.310        -253712.625         -18349.946          -1023.371           -526.274           -339.530           -184.019           -128.938           -131.110           -132.717           -112.849            -98.763           -113.668          -3178.094         -10236.145          -8047.470          -7183.809          -2655.676           -542.688           -326.507           -255.975           -215.970           -200.008           -141.048           -101.066            -80.516            -72.502            -66.822            -64.485         54.129        186.545        266.384       1773.320
      2000        10       297        23              0.330              0.330              0.331              0.334              0.319              0.290              0.272              0.271              0.233              0.261              0.277              0.286              0.288              0.287              0.289              0.290              0.299              0.295              0.290              0.281              0.283              0.283              0.282              0.294              0.307              0.309              0.310              0.310            -46.276            -45.277            -44.282            -41.310            -36.454            -28.835            -51.958           -143.974          -1065.724           -932.449          -1014.308          -1241.071          -2644.119         -10011.665          -8050.548          -7127.265          -2987.424          -1426.355           -750.081           -552.819           -477.356           -456.917           -443.253           -337.098           -119.275            -78.899            -70.675            -68.007         77.872        169.245        257.854       1751.958
      2000        11       327        22              0.064              0.099              0.170              0.182              0.191              0.205              0.207              0.227              0.234              0.263              0.275              0.281              0.287              0.287              0.289              0.290              0.298              0.291              0.283              0.273              0.274              0.275              0.275              0.287              0.301              0.308              0.309              0.310        -270126.751         -28531.966          -1585.136          -1093.328           -956.053           -699.966           -662.621           -802.628          -1018.753           -861.680          -1144.890          -2033.432          -3070.172          -9811.774          -8052.824          -7071.885          -3247.727          -2072.065          -1398.463          -1139.491          -1034.319          -1029.747          -1243.700          -1081.918           -399.162            -92.295            -76.673            -72.541         46.854        158.517        256.349       1690.057
      2000        12       353        18              0.142              0.066              0.066              0.129              0.147              0.179              0.182              0.197              0.205              0.222              0.249              0.265              0.275              0.286              0.287              0.288              0.288              0.276              0.265              0.252              0.252              0.254              0.261              0.274              0.288              0.298              0.308              0.309          -4104.914        -237681.306        -241559.448          -6948.727          -4977.327          -2475.591          -2147.567          -3025.768          -4348.342          -8956.956          -8112.724          -9374.645          -9406.937         -10846.993          -9752.593          -9294.424          -8796.791          -8581.511          -8565.272          -9175.870          -9151.448          -9120.605          -9068.024          -8450.722          -5635.027           -707.657            -91.015            -79.041         36.774        137.877        247.702       1602.543
      2001         1        23        23              0.054              0.056              0.061              0.107              0.130              0.158              0.163              0.182              0.194              0.218              0.245              0.263              0.273              0.285              0.286              0.286              0.285              0.273              0.262              0.249              0.249              0.251              0.260              0.272              0.286              0.290              0.307              0.308        -692899.045        -566230.607        -355506.313         -19007.510         -10898.933          -7924.043          -6113.621          -6509.185          -7777.067         -11823.151         -11117.911         -12416.452         -12352.525         -12037.152         -11474.555         -11353.462         -11842.645         -11652.173         -11687.249         -12264.100         -12260.264         -12262.488         -12233.634         -11688.359          -8893.983          -3841.701           -122.850            -95.621         31.869        131.531        245.695       1577.110
      2001         2        51        20              0.059              0.068              0.134              0.145              0.162              0.189              0.155              0.176              0.190              0.217              0.243              0.262              0.272              0.285              0.285              0.285              0.285              0.273              0.261              0.249              0.249              0.251              0.259              0.272              0.285              0.288              0.291              0.307        -432804.465        -199572.447          -5664.839          -3679.468          -2659.570          -1542.106          -9395.097          -9097.778          -9805.161         -12709.522         -12134.635         -13256.973         -13188.874         -12556.328         -12183.707         -12159.200         -12789.988         -12599.277         -12629.149         -13099.213         -13100.044         -13126.390         -13119.640         -12650.131         -10223.999          -6035.723          -3219.516           -130.637         40.478        129.219        245.134       1571.426
      2001         3        85        26              0.069              0.150              0.189              0.200              0.204              0.202              0.151              0.171              0.186              0.216              0.243              0.261              0.272              0.284              0.285              0.285              0.284              0.272              0.260              0.248              0.248              0.250              0.259              0.271              0.284              0.286              0.287              0.304        -181351.014          -3104.685           -908.209           -664.953           -639.799           -807.152         -12612.727         -11861.193         -11892.480         -13448.343         -13014.588         -13899.102         -13840.613         -13088.349         -12879.436         -12923.035         -13567.443         -13385.003         -13415.787         -13753.261         -13757.219         -13813.270         -13823.929         -13435.420         -11592.062          -8772.733          -6268.914           -239.535         49.130        127.489        244.676       1573.201
      2001         4       120        30              0.079              0.176              0.200              0.213              0.218              0.194              0.149              0.169              0.185              0.215              0.242              0.261              0.271              0.284              0.284              0.284              0.284              0.272              0.260              0.248              0.248              0.250              0.259              0.271              0.284              0.285              0.285              0.288         -91364.860          -1308.293           -668.998           -485.767           -414.771          -1212.935         -14012.944         -13482.410         -13244.291         -13910.439         -13587.306         -14261.730         -14217.254         -13499.370         -13395.419         -13469.149         -14041.325         -13874.292         -13911.196         -14136.524         -14142.112         -14221.528         -14239.433         -13913.643         -12633.388         -10931.126          -9636.997          -5169.760         50.400        126.657        244.387       1567.144
      2001         6       178        27              0.091              0.183              0.208              0.225              0.237              0.240              0.167              0.169              0.184              0.215              0.242              0.261              0.271              0.284              0.284              0.284              0.284              0.272              0.260              0.248              0.248              0.250              0.259              0.271              0.284              0.285              0.285              0.287         -44428.744          -1086.968           -542.677           -358.763           -251.758           -164.793          -4746.389         -13544.338         -13346.117         -13928.796         -13627.669         -14269.048         -14225.957         -13534.188         -13436.710         -13511.944         -14057.044         -13900.482         -13937.812         -14149.421         -14159.529         -14235.264         -14253.641         -13935.590         -12749.178         -11302.610         -10299.403          -6901.084         57.245        128.450        244.370       1575.130
      2001         7       204        23              0.095              0.193              0.216              0.233              0.243              0.246              0.194              0.169              0.184              0.215              0.242              0.261              0.271              0.284              0.284              0.284              0.284              0.272              0.260              0.248              0.248              0.250              0.259              0.271              0.284              0.285              0.285              0.287         -34739.492           -801.729           -443.586           -301.044           -213.716           -131.817          -1177.319         -13447.910         -13348.345         -13926.915         -13629.901         -14266.919         -14223.788         -13536.204         -13437.263         -13513.397         -14054.740         -13901.150         -13938.728         -14148.412         -14160.538         -14234.692         -14253.333         -13935.041         -12749.162         -11302.793         -10296.972          -6905.187         58.913        131.169        244.370       1579.518
      2001         8       234        22              0.293              0.293              0.294              0.295              0.283              0.228              0.197              0.169              0.184              0.215              0.242              0.261              0.271              0.284              0.284              0.284              0.284              0.272              0.260              0.248              0.248              0.250              0.259              0.271              0.284              0.285              0.285              0.287            -90.304            -89.339            -88.441            -86.096            -84.806           -263.813          -1052.891         -13285.389         -13350.127         -13924.765         -13632.450         -14264.478         -14221.304         -13538.507         -13437.910         -13515.055         -14052.110         -13901.909         -13939.772         -14147.275         -14161.656         -14234.047         -14252.978         -13934.409         -12749.143         -11303.001         -10294.178          -6909.912         66.163        131.427        244.370       1587.024
      2001         9       268        25              0.255              0.255              0.254              0.244              0.231              0.241              0.214              0.169              0.184              0.215              0.242              0.261              0.271              0.284              0.284              0.284              0.284              0.272              0.260              0.248              0.248              0.250              0.259              0.271              0.284              0.285              0.285              0.287           -186.414           -186.937           -190.642           -235.749           -296.409           -161.963           -484.997         -13019.486         -13350.905         -13922.353         -13635.309         -14261.735         -14218.511         -13541.089         -13438.654         -13516.911         -14049.165         -13902.756         -13940.939         -14146.019         -14162.864         -14233.335         -14252.574         -13933.694         -12749.121         -11303.234         -10291.027          -6915.257         60.029        133.181        244.370       1582.645
      2001        10       296        23              0.298              0.299              0.300              0.301              0.289              0.221              0.200              0.169              0.184              0.215              0.242              0.261              0.271              0.284              0.284              0.284              0.284              0.272              0.260              0.248              0.248              0.250              0.259              0.271              0.284              0.285              0.285              0.287            -81.558            -80.586            -79.668            -77.192            -75.303           -359.985           -891.696         -12878.537         -13398.178         -13938.633         -13659.908         -14273.067         -14230.590         -13561.968         -13462.409         -13542.006         -14065.601         -13922.238         -13961.540         -14159.380         -14177.865         -14248.960         -14268.560         -13951.262         -12797.364         -11404.171         -10437.946          -7205.437         66.278        131.823        244.359       1587.386
      2001        11       327        23              0.058              0.064              0.093              0.127              0.137              0.167              0.182              0.169              0.184              0.215              0.242              0.261              0.271              0.284              0.284              0.284              0.284              0.271              0.260              0.248              0.248              0.250              0.258              0.271              0.284              0.284              0.284              0.285        -479539.003        -280433.779         -37944.428          -7536.333          -7846.622          -4767.477          -2196.992         -13498.483         -13878.186         -14132.252         -13900.605         -14412.416         -14379.374         -13777.698         -13721.759         -13804.180         -14264.347         -14123.999         -14174.729         -14309.350         -14326.094         -14421.199         -14441.562         -14143.070         -13324.470         -12465.325         -11967.179         -10066.108         34.832        129.730        244.232       1552.422
      2001        12       348        14              0.055              0.058              0.065              0.101              0.126              0.152              0.170              0.168              0.183              0.215              0.242              0.261              0.271              0.284              0.284              0.284              0.284              0.271              0.260              0.248              0.248              0.250              0.258              0.271              0.284              0.284              0.284              0.284        -620884.751        -475150.430        -252560.878         -25589.312         -13253.705         -11785.513          -4031.409         -13915.958         -14185.745         -14272.350         -14074.991         -14510.788         -14484.628         -13942.133         -13915.234         -13996.780         -14403.869         -14268.678         -14325.092         -14416.941         -14432.170         -14539.411         -14559.481         -14280.484         -13690.570         -13151.644         -12898.713         -11673.834         30.789        128.427        244.140       1546.252
      2002         1         9         9              0.052              0.054              0.056              0.069              0.122              0.148              0.160              0.168              0.183              0.215              0.241              0.261              0.271              0.284              0.284              0.284              0.284              0.271              0.260              0.248              0.248              0.250              0.258              0.271              0.284              0.284              0.284              0.284        -784977.655        -697266.484        -545758.093        -188249.697         -16699.348         -14558.850          -7315.547         -14205.040         -14403.718         -14384.526         -14216.810         -14587.552         -14566.733         -14081.765         -14075.939         -14154.621         -14511.488         -14384.388         -14442.736         -14502.698         -14517.085         -14629.001         -14648.363         -14390.244         -13973.822         -13650.130         -13541.590         -12758.016         28.607        127.263        244.066       1542.328
      2002         2        43        12              0.077              0.183              0.212              0.231              0.244              0.252              0.261              0.263              0.186              0.214              0.241              0.261              0.271              0.284              0.284              0.284              0.283              0.271              0.259              0.248              0.248              0.249              0.258              0.271              0.284              0.284              0.284              0.284        -105788.150          -1075.305           -489.746           -312.759           -208.725           -104.281            -75.647           -194.339         -12479.214         -14493.154         -14354.126         -14661.163         -14645.341         -14221.305         -14232.770         -14307.166         -14612.907         -14496.419         -14554.349         -14586.970         -14600.692         -14711.463         -14729.619         -14496.981         -14226.557         -14060.499         -14041.732         -13567.113         59.273        147.282        243.995       1592.534
      2002         3        80        21              0.058              0.066              0.125              0.190              0.215              0.224              0.234              0.262              0.265              0.271              0.264              0.261              0.271              0.284              0.284              0.284              0.283              0.271              0.259              0.248              0.248              0.249              0.258              0.271              0.284              0.284              0.284              0.284        -464357.574        -231202.888          -8327.774           -877.331           -458.273           -315.628           -208.105           -198.932           -261.601           -554.522          -2553.417         -14544.482         -14643.307         -14223.394         -14233.059         -14308.189         -14610.950         -14497.288         -14554.279         -14586.872         -14602.756         -14710.293         -14729.294         -14497.005         -14226.714         -14060.629         -14041.321         -13567.943         49.555        170.106        246.271       1607.916
      2002         4       120        30              0.063              0.096              0.183              0.210              0.229              0.242              0.234              0.254              0.256              0.269              0.274              0.262              0.271              0.284              0.284              0.284              0.283              0.271              0.259              0.248              0.248              0.249              0.258              0.271              0.284              0.284              0.284              0.284        -289576.732         -32189.674          -1068.912           -513.046           -312.223           -154.131           -209.060           -264.494           -380.130           -636.492          -1286.074         -13424.266         -14638.217         -14225.617         -14233.385         -14309.278         -14608.865         -14498.207         -14554.208         -14586.784         -14604.889         -14709.069         -14728.940         -14497.031         -14226.883         -14060.769         -14040.878         -13568.837         54.715        168.393        247.385       1612.478
