APSIM output file, version = 5.4
Title = peanut P Sample Simulation
            day           year            lai        biomass  green_biomass       dm_green        p_green     p_senesced       p_demand    pfact_photo    pfact_pheno pfact_expansion    pfact_grain      biomass_p green_biomass_p        grain_p         leaf_p         stem_p         root_p          pod_p         head_p    dlt_p_green dlt_p_retrans() dlt_p_detached    dlt_p_sen()  p_conc_stover LeafGreenpconc StemGreenpconc grainGreenpconc p_uptake_stover grain_p_demand    surfaceom_p
          (day)         (year)      (m^2/m^2)        (kg/ha)        (kg/ha)         (g/m2)         (g/m2)         (g/m2)        (g/m^2)             ()             ()              ()             ()        (g/m^2)         (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)         (g/m^2)        (g/m^2)            (?)            (%)            (%)            (%)             (%)             (%)        (g/m^2)        (kg/ha)
            330           1988          0.000            0.0            0.0          0.000          0.000          0.000           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            0.0
            331           1988          0.000            0.0            0.0          0.000          0.000          0.000           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            0.0
            332           1988          0.000            0.0            0.0          0.000          0.000          0.000           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            0.0
            333           1988          0.000            0.0            0.0          0.000          0.000          0.000           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            0.0
            334           1988          0.000            0.0            0.0          0.000          0.000          0.000           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            0.0
            335           1988          0.000            0.0            0.0          0.000          0.000          0.000           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            0.0
            336           1988          0.000            0.0            0.0          0.000          0.000          0.000           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            0.0
            337           1988          0.006            4.5            4.5          1.445          0.004          0.000           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.500          0.500          0.000           0.000           0.002           0.00            0.0
            338           1988          0.007            5.2            5.2          1.586          0.004          0.000           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.474          0.503          0.000           0.000           0.002           0.00            0.0
            339           1988          0.010            6.3            6.3          1.721          0.004          0.000           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.422          0.454          0.188           0.000           0.003           0.00            0.0
            340           1988          0.012            7.6            7.6          1.896          0.005          0.000           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.368          0.397          0.228           0.000           0.003           0.00            0.0
            341           1988          0.016            9.2            9.2          2.101          0.005          0.000           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.357          0.382          0.265           0.000           0.003           0.00            0.0
            342           1988          0.018           10.6           10.6          2.271          0.006          0.000           0.00          0.922          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.367          0.387          0.304           0.000           0.004           0.00            0.0
            343           1988          0.021           11.9           11.9          2.444          0.006          0.000           0.00          0.974          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.365          0.384          0.313           0.000           0.004           0.00            0.0
            344           1988          0.025           14.1           14.1          2.735          0.007          0.000           0.00          0.964          1.000           1.000          1.000           0.01            0.01           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.358          0.380          0.304           0.000           0.005           0.00            0.0
            345           1988          0.031           17.0           17.0          3.112          0.008          0.000           0.00          0.949          1.000           1.000          1.000           0.01            0.01           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.357          0.378          0.309           0.000           0.006           0.00            0.0
            346           1988          0.039           21.0           21.0          3.638          0.010          0.000           0.00          0.954          1.000           1.000          1.000           0.01            0.01           0.00           0.01           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.354          0.376          0.310           0.000           0.007           0.00            0.0
            347           1988          0.047           25.1           25.1          4.174          0.012          0.000           0.00          0.946          1.000           1.000          1.000           0.01            0.01           0.00           0.01           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.357          0.376          0.321           0.000           0.009           0.00            0.0
            348           1988          0.059           30.8           30.8          4.922          0.014          0.000           0.00          0.968          1.000           1.000          1.000           0.01            0.01           0.00           0.01           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.355          0.374          0.321           0.000           0.011           0.00            0.0
            349           1988          0.073           38.2           38.2          5.886          0.017          0.000           0.00          0.963          1.000           1.000          1.000           0.01            0.01           0.00           0.01           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.355          0.373          0.323           0.000           0.014           0.00            0.0
            350           1988          0.090           46.8           46.8          7.025          0.020          0.000           0.00          0.968          1.000           1.000          1.000           0.02            0.02           0.00           0.01           0.01           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.355          0.373          0.327           0.000           0.017           0.00            0.0
            351           1988          0.105           54.3           54.3          8.002          0.023          0.000           0.00          0.980          1.000           1.000          1.000           0.02            0.02           0.00           0.01           0.01           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.357          0.373          0.332           0.000           0.019           0.00            0.0
            352           1988          0.115           59.8           59.8          8.728          0.026          0.000           0.00          0.995          1.000           1.000          1.000           0.02            0.02           0.00           0.01           0.01           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.357          0.372          0.334           0.000           0.021           0.00            0.0
            353           1988          0.128           66.6           66.6          9.614          0.028          0.000           0.00          1.000          1.000           1.000          1.000           0.02            0.02           0.00           0.02           0.01           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.356          0.370          0.333           0.000           0.024           0.00            0.0
            354           1988          0.157           81.5           81.5         11.581          0.034          0.000           0.01          1.000          1.000           1.000          1.000           0.03            0.03           0.00           0.02           0.01           0.01           0.00           0.00           0.01            0.00           0.00              ?          0.352          0.368          0.328           0.000           0.029           0.00            0.0
            355           1988          0.192          100.5          100.5         14.082          0.042          0.000           0.01          0.999          1.000           1.000          1.000           0.04            0.04           0.00           0.02           0.01           0.01           0.00           0.00           0.01            0.00           0.00              ?          0.351          0.366          0.328           0.000           0.035           0.00            0.0
            356           1988          0.237          124.9          124.9         17.309          0.051          0.000           0.01          1.000          1.000           1.000          1.000           0.04            0.04           0.00           0.03           0.02           0.01           0.00           0.00           0.01            0.00           0.00              ?          0.350          0.365          0.328           0.000           0.044           0.00            0.0
            357           1988          0.287          152.5          152.5         20.955          0.062          0.000           0.01          1.000          1.000           1.000          1.000           0.05            0.05           0.00           0.03           0.02           0.01           0.00           0.00           0.01            0.00           0.00              ?          0.349          0.363          0.328           0.000           0.053           0.00            0.0
            358           1988          0.347          186.4          186.4         25.429          0.075          0.000           0.01          1.000          1.000           1.000          1.000           0.06            0.06           0.00           0.04           0.02           0.01           0.00           0.00           0.01            0.00           0.00              ?          0.347          0.362          0.327           0.000           0.065           0.00            0.0
            359           1988          0.415          226.1          226.1         30.664          0.090          0.000           0.02          1.000          1.000           1.000          1.000           0.08            0.08           0.00           0.05           0.03           0.01           0.00           0.00           0.01            0.00           0.00              ?          0.343          0.357          0.323           0.000           0.078           0.00            0.0
            360           1988          0.495          274.4          274.4         37.045          0.104          0.000           0.02          0.983          1.000           1.000          1.000           0.09            0.09           0.00           0.05           0.03           0.01           0.00           0.00           0.01            0.00           0.00              ?          0.327          0.340          0.308           0.000           0.090           0.00            0.0
            361           1988          0.576          324.0          324.0         43.585          0.117          0.000           0.03          0.846          1.000           1.000          1.000           0.10            0.10           0.00           0.06           0.04           0.02           0.00           0.00           0.01            0.00           0.00              ?          0.314          0.326          0.296           0.000           0.102           0.00            0.0
            362           1988          0.637          362.3          362.3         48.616          0.132          0.000           0.03          0.727          1.000           1.000          1.000           0.12            0.12           0.00           0.07           0.05           0.02           0.00           0.00           0.02            0.00           0.00              ?          0.317          0.330          0.300           0.000           0.115           0.00            0.0
            363           1988          0.723          418.3          418.3         55.984          0.146          0.000           0.03          0.778          1.000           1.000          1.000           0.13            0.13           0.00           0.08           0.05           0.02           0.00           0.00           0.01            0.00           0.00              ?          0.304          0.316          0.287           0.000           0.127           0.00            0.0
            364           1988          0.773          470.7          470.7         62.884          0.159          0.000           0.04          0.651          1.000           1.000          1.000           0.14            0.14           0.00           0.08           0.05           0.02           0.00           0.00           0.01            0.00           0.00              ?          0.294          0.318          0.275           0.000           0.138           0.00            0.0
            365           1988          0.821          522.6          522.4         69.670          0.171          0.000           0.05          0.679          1.000           1.000          1.000           0.15            0.15           0.00           0.09           0.06           0.02           0.00           0.00           0.01            0.00           0.00              ?          0.285          0.314          0.265           0.000           0.149           0.00            0.0
            366           1988          0.869          576.4          576.0         76.712          0.182          0.000           0.06          0.653          1.000           1.000          1.000           0.16            0.16           0.00           0.09           0.06           0.02           0.00           0.00           0.01            0.00           0.00              ?          0.276          0.308          0.255           0.000           0.159           0.00            0.0
              1           1989          0.915          630.4          629.8         83.766          0.193          0.000           0.07          0.598          1.000           1.000          1.000           0.17            0.17           0.00           0.10           0.07           0.02           0.01           0.01           0.01            0.00           0.00              ?          0.268          0.301          0.246           0.000           0.169           0.00            0.0
              2           1989          0.943          665.8          664.9         88.342          0.204          0.000           0.07          0.538          1.000           1.000          1.000           0.18            0.18           0.00           0.10           0.07           0.03           0.01           0.01           0.01            0.00           0.00              ?          0.269          0.300          0.246           0.000           0.179           0.00            0.0
              3           1989          0.978          711.5          710.5         94.293          0.217          0.000           0.07          0.536          1.000           1.000          1.000           0.19            0.19           0.00           0.10           0.07           0.03           0.01           0.01           0.01            0.00           0.00              ?          0.267          0.297          0.243           0.000           0.190           0.00            0.0
              4           1989          1.018          764.9          763.6        101.234          0.228          0.000           0.08          0.517          1.000           1.000          1.000           0.20            0.20           0.00           0.11           0.08           0.03           0.01           0.01           0.01            0.00           0.00              ?          0.261          0.291          0.237           0.000           0.200           0.00            0.0
              5           1989          1.056          817.3          815.8        108.054          0.238          0.000           0.09          0.467          1.000           0.934          1.000           0.21            0.21           0.00           0.11           0.08           0.03           0.02           0.02           0.01            0.00           0.00              ?          0.256          0.286          0.231           0.000           0.209           0.00            0.0
              6           1989          1.078          847.8          846.0        111.943          0.251          0.000           0.09          0.417          1.000           0.834          1.000           0.22            0.22           0.00           0.12           0.09           0.03           0.02           0.02           0.01            0.00           0.00              ?          0.260          0.288          0.234           0.000           0.220           0.00            0.0
              7           1989          1.106          886.8          884.7        116.959          0.263          0.001           0.09          0.446          1.000           0.892          1.000           0.23            0.23           0.00           0.12           0.09           0.03           0.02           0.02           0.01            0.00           0.00              ?          0.261          0.287          0.235           0.000           0.231           0.00            0.0
              8           1989          1.141          935.3          932.9        123.227          0.275          0.001           0.10          0.451          1.000           0.902          1.000           0.24            0.24           0.00           0.12           0.09           0.03           0.02           0.02           0.01            0.00           0.00              ?          0.258          0.284          0.232           0.000           0.241           0.00            0.0
              9           1989          1.175          982.6          979.9        129.331          0.285          0.001           0.10          0.427          1.000           0.854          1.000           0.25            0.25           0.00           0.13           0.10           0.04           0.03           0.03           0.01            0.00           0.00              ?          0.255          0.281          0.229           0.000           0.250           0.00            0.0
             10           1989          1.213         1034.7         1031.7        136.068          0.295          0.001           0.11          0.403          1.000           0.807          1.000           0.26            0.26           0.00           0.13           0.10           0.04           0.03           0.03           0.01            0.00           0.00              ?          0.251          0.277          0.224           0.000           0.259           0.00            0.0
             11           1989          1.242         1076.0         1072.7        141.355          0.307          0.001           0.11          0.368          1.000           0.735          1.000           0.27            0.27           0.00           0.13           0.11           0.04           0.03           0.03           0.01            0.00           0.00              ?          0.251          0.276          0.224           0.000           0.269           0.00            0.0
             12           1989          1.277         1124.1         1120.4        147.537          0.319          0.001           0.12          0.370          1.000           0.740          1.000           0.28            0.28           0.00           0.14           0.11           0.04           0.03           0.03           0.01            0.00           0.00              ?          0.250          0.274          0.222           0.000           0.280           0.00            0.0
             13           1989          1.311         1171.7         1167.7        153.647          0.330          0.001           0.12          0.358          1.000           0.716          1.000           0.29            0.29           0.00           0.14           0.11           0.04           0.04           0.04           0.01            0.00           0.00              ?          0.248          0.272          0.221           0.000           0.290           0.00            0.0
             14           1989          1.341         1213.1         1208.8        158.938          0.341          0.001           0.12          0.347          1.000           0.694          1.000           0.30            0.30           0.00           0.14           0.12           0.04           0.04           0.04           0.01            0.00           0.00              ?          0.247          0.271          0.220           0.000           0.299           0.00            0.0
             15           1989          1.373         1258.1         1253.3        164.675          0.351          0.001           0.13          0.345          1.000           0.689          1.000           0.31            0.31           0.00           0.15           0.12           0.04           0.04           0.04           0.01            0.00           0.00              ?          0.246          0.269          0.218           0.000           0.308           0.00            0.0
             16           1989          1.405         1302.4         1297.3        170.336          0.361          0.001           0.13          0.335          1.000           0.670          1.000           0.32            0.32           0.00           0.15           0.12           0.04           0.04           0.04           0.01            0.00           0.00              ?          0.244          0.268          0.216           0.000           0.317           0.00            0.0
             17           1989          1.437         1347.5         1342.0        176.083          0.371          0.001           0.13          0.326          1.000           0.651          1.000           0.33            0.33           0.00           0.15           0.13           0.05           0.04           0.04           0.01            0.00           0.00              ?          0.242          0.266          0.214           0.000           0.325           0.00            0.0
             18           1989          1.470         1393.5         1387.6        181.942          0.380          0.001           0.14          0.314          1.000           0.628          1.000           0.33            0.33           0.00           0.16           0.13           0.05           0.05           0.05           0.01            0.00           0.00              ?          0.240          0.264          0.212           0.000           0.333           0.00            0.0
             19           1989          1.492         1429.9         1423.6        185.681          0.389          0.001           0.14          0.301          1.000           0.601          1.000           0.34            0.34           0.00           0.16           0.13           0.05           0.05           0.05           0.01            0.00           0.00              ?          0.241          0.264          0.213           0.000           0.341           0.00            0.0
             20           1989          1.506         1459.4         1452.6        188.675          0.398          0.001           0.14          0.307          1.000           0.614          1.000           0.35            0.35           0.00           0.16           0.14           0.05           0.05           0.05           0.01           -0.00           0.00              ?          0.242          0.264          0.213           0.119           0.347           0.00            0.0
             21           1989          1.527         1495.9         1488.7        192.437          0.407          0.002           0.14          0.308          1.000           0.615          1.000           0.36            0.36           0.00           0.16           0.14           0.05           0.05           0.05           0.01            0.00           0.00              ?          0.242          0.262          0.212           0.153           0.353           0.00            0.0
             22           1989          1.535         1519.0         1511.3        194.731          0.415          0.002           0.14          0.293          1.000           0.587          1.000           0.37            0.36           0.01           0.17           0.14           0.05           0.05           0.06           0.01            0.00           0.00              ?          0.243          0.263          0.214           0.171           0.358           0.00            0.0
             23           1989          1.540         1539.0         1530.7        196.677          0.423          0.002           0.13          0.304          1.000           0.608          1.000           0.37            0.37           0.01           0.17           0.14           0.05           0.05           0.06           0.01           -0.00           0.00              ?          0.245          0.264          0.216           0.182           0.363           0.00            0.0
             24           1989          1.545         1559.1         1550.3        198.648          0.431          0.002           0.13          0.322          1.000           0.644          1.000           0.38            0.38           0.01           0.17           0.14           0.05           0.05           0.07           0.01            0.00           0.00              ?          0.247          0.266          0.217           0.189           0.368           0.00            0.0
             25           1989          1.562         1593.9         1584.6        202.226          0.439          0.002           0.13          0.339          1.000           0.677          1.000           0.39            0.39           0.01           0.17           0.15           0.05           0.06           0.07           0.01            0.00           0.00              ?          0.246          0.265          0.217           0.192           0.372           0.00            0.0
             26           1989          1.583         1633.8         1624.1        206.364          0.446          0.002           0.13          0.329          1.000           0.658          1.000           0.39            0.39           0.02           0.17           0.15           0.05           0.06           0.07           0.01            0.00           0.00              ?          0.245          0.263          0.215           0.195           0.377           0.00            0.0
             27           1989          1.594         1662.0         1651.9        209.232          0.454          0.002           0.13          0.310          1.000           0.620          1.000           0.40            0.40           0.02           0.17           0.15           0.05           0.06           0.08           0.01           -0.00           0.00              ?          0.245          0.262          0.215           0.199           0.381           0.00            0.0
             28           1989          1.609         1696.4         1685.8        212.762          0.461          0.002           0.13          0.310          1.000           0.620          1.000           0.41            0.41           0.02           0.17           0.15           0.05           0.06           0.08           0.01            0.00           0.00              ?          0.244          0.261          0.214           0.200           0.385           0.00            0.0
             29           1989          1.624         1730.2         1719.1        216.234          0.468          0.002           0.13          0.301          1.000           0.602          1.000           0.42            0.41           0.02           0.18           0.15           0.05           0.06           0.08           0.01           -0.00           0.00              ?          0.243          0.260          0.213           0.202           0.389           0.00            0.0
             30           1989          1.639         1766.2         1754.5        219.941          0.475          0.002           0.14          0.293          1.000           0.585          1.000           0.42            0.42           0.03           0.18           0.15           0.06           0.06           0.09           0.01           -0.00           0.00              ?          0.242          0.259          0.212           0.203           0.392           0.00            0.0
             31           1989          1.652         1801.2         1788.5        223.494          0.481          0.003           0.14          0.281          1.000           0.562          1.000           0.43            0.43           0.03           0.18           0.16           0.06           0.06           0.09           0.01           -0.00           0.00              ?          0.241          0.258          0.211           0.204           0.395           0.00            0.0
             32           1989          1.660         1831.1         1817.1        226.458          0.488          0.003           0.14          0.271          1.000           0.542          1.000           0.43            0.43           0.03           0.18           0.16           0.06           0.06           0.10           0.01           -0.00           0.00              ?          0.241          0.257          0.211           0.205           0.398           0.00            0.0
             33           1989          1.660         1851.6         1836.1        228.389          0.494          0.003           0.14          0.269          1.000           0.538          1.000           0.44            0.44           0.04           0.18           0.16           0.06           0.06           0.10           0.01           -0.00           0.00              ?          0.242          0.258          0.212           0.207           0.401           0.00            0.0
             34           1989          1.658         1870.3         1853.4        230.129          0.500          0.003           0.13          0.282          1.000           0.564          1.000           0.45            0.44           0.04           0.18           0.16           0.06           0.06           0.10           0.01            0.00           0.00              ?          0.243          0.260          0.213           0.208           0.404           0.00            0.0
             35           1989          1.655         1875.6         1857.6        230.432          0.507          0.004           0.13          0.299          1.000           0.598          1.000           0.45            0.45           0.04           0.18           0.16           0.06           0.07           0.11           0.01           -0.00           0.00              ?          0.246          0.262          0.218           0.210           0.407           0.00            0.0
             36           1989          1.652         1878.7         1859.7        230.506          0.514          0.004           0.12          0.318          1.000           0.637          1.000           0.46            0.46           0.05           0.18           0.16           0.06           0.07           0.11           0.01            0.00           0.00              ?          0.250          0.264          0.224           0.210           0.411           0.00            0.0
             37           1989          1.651         1898.4         1878.3        232.390          0.524          0.004           0.12          0.345          1.000           0.691          1.000           0.47            0.47           0.05           0.19           0.16           0.06           0.07           0.12           0.01           -0.00           0.00              ?          0.253          0.268          0.226           0.209           0.417           0.00            0.0
             38           1989          1.655         1925.4         1904.1        235.062          0.533          0.004           0.11          0.390          1.000           0.779          1.000           0.48            0.47           0.05           0.19           0.17           0.06           0.07           0.12           0.01            0.00           0.00              ?          0.255          0.271          0.227           0.209           0.423           0.00            0.0
             39           1989          1.668         1965.7         1942.8        239.152          0.542          0.004           0.11          0.418          1.000           0.836          1.000           0.49            0.48           0.05           0.19           0.17           0.06           0.07           0.13           0.01            0.00           0.00              ?          0.255          0.271          0.226           0.208           0.428           0.00            0.0
             40           1989          1.685         2013.0         1988.5        244.012          0.549          0.005           0.12          0.420          1.000           0.840          1.000           0.49            0.49           0.06           0.19           0.17           0.06           0.07           0.13           0.01            0.00           0.00              ?          0.253          0.269          0.224           0.207           0.431           0.00            0.0
             41           1989          1.703         2061.5         2035.7        249.024          0.557          0.005           0.12          0.406          1.000           0.811          1.000           0.50            0.50           0.06           0.19           0.17           0.06           0.07           0.14           0.01            0.00           0.00              ?          0.250          0.267          0.221           0.207           0.434           0.00            0.0
             42           1989          1.708         2094.3         2066.8        252.285          0.564          0.005           0.12          0.385          1.000           0.770          1.000           0.51            0.50           0.07           0.19           0.17           0.06           0.07           0.14           0.01            0.00           0.00              ?          0.250          0.267          0.220           0.209           0.436           0.00            0.0
             43           1989          1.711         2126.1         2096.7        255.422          0.571          0.006           0.12          0.387          1.000           0.774          1.000           0.52            0.51           0.07           0.19           0.17           0.06           0.08           0.15           0.01           -0.00           0.00              ?          0.250          0.267          0.220           0.209           0.439           0.00            0.0
             44           1989          1.723         2170.0         2138.6        259.873          0.577          0.006           0.12          0.392          1.000           0.784          1.000           0.52            0.52           0.08           0.19           0.17           0.06           0.08           0.15           0.01            0.00           0.00              ?          0.248          0.266          0.218           0.208           0.441           0.00            0.0
             45           1989          1.733         2213.9         2180.6        264.337          0.583          0.006           0.13          0.379          1.000           0.758          1.000           0.53            0.52           0.08           0.19           0.17           0.06           0.08           0.16           0.01           -0.00           0.00              ?          0.246          0.264          0.216           0.208           0.443           0.00            0.0
             46           1989          1.742         2255.3         2220.1        268.518          0.589          0.007           0.13          0.362          1.000           0.724          1.000           0.53            0.53           0.08           0.19           0.17           0.06           0.08           0.16           0.01           -0.00           0.00              ?          0.245          0.262          0.214           0.208           0.444           0.00            0.0
             47           1989          1.748         2294.4         2257.3        272.456          0.595          0.007           0.13          0.347          1.000           0.694          1.000           0.54            0.53           0.09           0.19           0.17           0.06           0.08           0.17           0.01           -0.00           0.00              ?          0.243          0.261          0.213           0.208           0.445           0.00            0.0
             48           1989          1.751         2329.5         2290.3        275.940          0.600          0.007           0.14          0.335          1.000           0.670          1.000           0.55            0.54           0.09           0.19           0.17           0.06           0.08           0.17           0.01            0.00           0.00              ?          0.242          0.260          0.212           0.208           0.446           0.00            0.0
             49           1989          1.751         2362.7         2321.4        279.214          0.606          0.008           0.14          0.328          1.000           0.656          1.000           0.55            0.54           0.10           0.19           0.17           0.06           0.08           0.18           0.01            0.00           0.00              ?          0.241          0.259          0.211           0.208           0.447           0.00            0.0
             50           1989          1.752         2396.1         2352.6        282.506          0.611          0.008           0.14          0.324          1.000           0.648          1.000           0.56            0.55           0.10           0.19           0.17           0.06           0.08           0.18           0.01           -0.00           0.00              ?          0.240          0.258          0.211           0.208           0.447           0.00            0.0
             51           1989          1.752         2429.4         2383.9        285.798          0.616          0.009           0.14          0.320          1.000           0.639          1.000           0.56            0.55           0.11           0.19           0.17           0.06           0.08           0.19           0.01           -0.00           0.00              ?          0.239          0.258          0.210           0.208           0.448           0.00            0.0
             52           1989          1.746         2452.5         2404.6        287.944          0.626          0.009           0.14          0.315          1.000           0.630          1.000           0.57            0.56           0.11           0.19           0.17           0.06           0.08           0.20           0.01            0.00           0.00              ?          0.242          0.260          0.213           0.209           0.452           0.00            0.0
             53           1989          1.740         2479.5         2429.0        290.493          0.636          0.009           0.13          0.343          1.000           0.687          1.000           0.58            0.57           0.12           0.20           0.18           0.06           0.09           0.20           0.01           -0.00           0.00              ?          0.244          0.264          0.215           0.209           0.457           0.00            0.0
             54           1989          1.735         2507.0         2454.3        293.140          0.646          0.010           0.13          0.378          1.000           0.756          1.000           0.59            0.58           0.12           0.20           0.18           0.06           0.09           0.21           0.01            0.00           0.00              ?          0.246          0.266          0.217           0.209           0.462           0.00            0.0
             55           1989          1.728         2530.9         2475.3        295.317          0.656          0.010           0.12          0.409          1.000           0.818          1.000           0.60            0.59           0.13           0.20           0.18           0.06           0.09           0.21           0.01            0.00           0.00              ?          0.249          0.269          0.220           0.209           0.467           0.00            0.0
             56           1989          1.722         2568.0         2507.7        298.765          0.665          0.011           0.12          0.440          1.000           0.880          1.000           0.61            0.60           0.13           0.20           0.18           0.06           0.09           0.22           0.01            0.00           0.00              ?          0.250          0.272          0.221           0.207           0.471           0.00            0.0
             57           1989          1.718         2608.4         2543.6        302.603          0.674          0.012           0.12          0.464          1.000           0.928          1.000           0.62            0.61           0.13           0.20           0.18           0.06           0.09           0.23           0.01           -0.00           0.00              ?          0.250          0.273          0.221           0.207           0.474           0.00            0.0
