ApsimVersion = 5.4
Title = pigeonp P Sample Simulation
            day           year            lai        biomass  green_biomass        GreenWt         GreenP      SenescedP       p_demand    pfact_photo    pfact_pheno pfact_expansion    pfact_grain      biomass_p green_biomass_p        grain_p     LeafGreenP     StemGreenP     RootGreenP      podGreenP         head_p    dlt_p_green dlt_p_retrans() dlt_p_detached    dlt_p_sen()  p_conc_stover LeafGreenpconc StemGreenpconc grainGreenpconc p_uptake_stover grain_p_demand    surfaceom_p
          (day)         (year)      (m^2/m^2)        (kg/ha)        (kg/ha)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)             ()             ()              ()             ()        (g/m^2)         (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)         (g/m^2)        (g/m^2)            (?)            (%)            (%)            (%)             (%)             (%)        (g/m^2)        (kg/ha)
            288           1988          0.000            0.0            0.0           0.00           0.00           0.00           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            0.0
            289           1988          0.000            0.0            0.0           0.00           0.00           0.00           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            0.0
            290           1988          0.000            0.0            0.0           0.00           0.00           0.00           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            0.0
            291           1988          0.000            0.0            0.0           0.00           0.00           0.00           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            0.0
            292           1988          0.000            0.0            0.0           0.00           0.00           0.00           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            0.0
            293           1988          0.000            0.0            0.0           0.00           0.00           0.00           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            0.0
            294           1988          0.000            0.0            0.0           0.00           0.00           0.00           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            0.0
            295           1988          0.000            0.0            0.0           0.00           0.00           0.00           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            0.0
            296           1988          0.013            6.5            6.5           1.05           0.00           0.00           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.481          0.500          0.450           0.000           0.003           0.00            0.0
            297           1988          0.015            7.9            7.9           1.32           0.00           0.00           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.501          0.546          0.436           0.000           0.004           0.00            0.0
            298           1988          0.017            8.5            8.5           1.45           0.01           0.00           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.485          0.516          0.444           0.000           0.004           0.00            0.0
            299           1988          0.019            9.7            9.7           1.69           0.01           0.00           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.488          0.523          0.442           0.000           0.005           0.00            0.0
            300           1988          0.021           11.4           11.4           2.02           0.01           0.00           0.00          1.000          1.000           1.000          1.000           0.01            0.01           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.486          0.524          0.442           0.000           0.006           0.00            0.0
            301           1988          0.025           13.8           13.8           2.50           0.01           0.00           0.00          1.000          1.000           1.000          1.000           0.01            0.01           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.485          0.524          0.441           0.000           0.007           0.00            0.0
            302           1988          0.028           17.3           17.3           3.19           0.01           0.00           0.00          1.000          1.000           1.000          1.000           0.01            0.01           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.483          0.522          0.441           0.000           0.008           0.00            0.0
            303           1988          0.031           21.6           21.6           4.03           0.01           0.00           0.00          1.000          1.000           1.000          1.000           0.01            0.01           0.00           0.01           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.479          0.516          0.442           0.000           0.010           0.00            0.0
            304           1988          0.035           26.3           26.3           4.97           0.02           0.00           0.00          1.000          1.000           1.000          1.000           0.01            0.01           0.00           0.01           0.01           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.475          0.509          0.442           0.000           0.013           0.00            0.0
            305           1988          0.039           31.6           31.6           6.01           0.02           0.00           0.00          1.000          1.000           1.000          1.000           0.01            0.01           0.00           0.01           0.01           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.472          0.505          0.442           0.000           0.015           0.00            0.0
            306           1988          0.044           36.9           36.9           7.04           0.02           0.00           0.00          1.000          1.000           1.000          1.000           0.02            0.02           0.00           0.01           0.01           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.470          0.500          0.442           0.000           0.017           0.00            0.0
            307           1988          0.048           43.3           43.3           8.32           0.03           0.00           0.00          1.000          1.000           1.000          1.000           0.02            0.02           0.00           0.01           0.01           0.01           0.00           0.00           0.00            0.00           0.00              ?          0.468          0.498          0.441           0.000           0.020           0.00            0.0
            308           1988          0.052           50.7           50.7           9.77           0.03           0.00           0.00          1.000          1.000           1.000          1.000           0.02            0.02           0.00           0.01           0.01           0.01           0.00           0.00           0.00            0.00           0.00              ?          0.467          0.496          0.441           0.000           0.024           0.00            0.0
            309           1988          0.057           58.5           58.5          11.29           0.04           0.00           0.00          1.000          1.000           1.000          1.000           0.03            0.03           0.00           0.01           0.01           0.01           0.00           0.00           0.00            0.00           0.00              ?          0.465          0.494          0.440           0.000           0.027           0.00            0.0
            310           1988          0.062           67.1           67.1          12.99           0.04           0.00           0.01          1.000          1.000           1.000          1.000           0.03            0.03           0.00           0.02           0.02           0.01           0.00           0.00           0.01            0.00           0.00              ?          0.464          0.492          0.439           0.000           0.031           0.00            0.0
            311           1988          0.064           68.3           68.3          13.19           0.04           0.00           0.00          1.000          1.000           1.000          1.000           0.03            0.03           0.00           0.02           0.02           0.01           0.00           0.00           0.00            0.00           0.00              ?          0.461          0.487          0.438           0.000           0.031           0.00            0.0
            312           1988          0.066           70.6           70.6          13.62           0.04           0.00           0.00          1.000          1.000           1.000          1.000           0.03            0.03           0.00           0.02           0.02           0.01           0.00           0.00           0.00            0.00           0.00              ?          0.461          0.487          0.438           0.000           0.033           0.00            0.0
            313           1988          0.069           74.1           74.1          14.30           0.04           0.00           0.00          1.000          1.000           1.000          1.000           0.03            0.03           0.00           0.02           0.02           0.01           0.00           0.00           0.00            0.00           0.00              ?          0.460          0.487          0.437           0.000           0.034           0.00            0.0
            314           1988          0.073           80.4           80.4          15.51           0.05           0.00           0.00          1.000          1.000           1.000          1.000           0.04            0.04           0.00           0.02           0.02           0.01           0.00           0.00           0.00            0.00           0.00              ?          0.460          0.487          0.437           0.000           0.037           0.00            0.0
            315           1988          0.077           89.5           89.5          17.29           0.05           0.00           0.01          1.000          1.000           1.000          1.000           0.04            0.04           0.00           0.02           0.02           0.01           0.00           0.00           0.01            0.00           0.00              ?          0.460          0.487          0.436           0.000           0.041           0.00            0.0
            316           1988          0.082           99.1           99.1          19.15           0.06           0.00           0.01          1.000          1.000           1.000          1.000           0.05            0.05           0.00           0.02           0.02           0.01           0.00           0.00           0.01            0.00           0.00              ?          0.459          0.486          0.436           0.000           0.045           0.00            0.0
            317           1988          0.086          108.5          108.5          20.98           0.06           0.00           0.01          1.000          1.000           1.000          1.000           0.05            0.05           0.00           0.02           0.03           0.02           0.00           0.00           0.01            0.00           0.00              ?          0.458          0.484          0.435           0.000           0.050           0.00            0.0
            318           1988          0.090          116.3          116.3          22.49           0.07           0.00           0.00          1.000          1.000           1.000          1.000           0.05            0.05           0.00           0.03           0.03           0.02           0.00           0.00           0.00            0.00           0.00              ?          0.456          0.483          0.434           0.000           0.053           0.00            0.0
            319           1988          0.094          126.4          126.4          24.46           0.08           0.00           0.01          1.000          1.000           1.000          1.000           0.06            0.06           0.00           0.03           0.03           0.02           0.00           0.00           0.01            0.00           0.00              ?          0.456          0.484          0.432           0.000           0.058           0.00            0.0
            320           1988          0.100          140.6          140.6          27.22           0.08           0.00           0.01          1.000          1.000           1.000          1.000           0.06            0.06           0.00           0.03           0.03           0.02           0.00           0.00           0.01            0.00           0.00              ?          0.455          0.490          0.427           0.000           0.064           0.00            0.0
            321           1988          0.102          142.0          142.0          27.44           0.08           0.00           0.00          1.000          1.000           1.000          1.000           0.06            0.06           0.00           0.03           0.03           0.02           0.00           0.00           0.00            0.00           0.00              ?          0.456          0.486          0.431           0.000           0.065           0.00            0.0
            322           1988          0.104          144.2          144.2          27.82           0.09           0.00           0.00          1.000          1.000           1.000          1.000           0.07            0.07           0.00           0.03           0.03           0.02           0.00           0.00           0.00            0.00           0.00              ?          0.452          0.478          0.431           0.000           0.065           0.00            0.0
            323           1988          0.108          153.4          153.4          29.58           0.09           0.00           0.01          1.000          1.000           1.000          1.000           0.07            0.07           0.00           0.03           0.04           0.02           0.00           0.00           0.01            0.00           0.00              ?          0.452          0.479          0.431           0.000           0.069           0.00            0.0
            324           1988          0.113          168.6          168.6          32.54           0.10           0.00           0.01          1.000          1.000           1.000          1.000           0.08            0.08           0.00           0.04           0.04           0.02           0.00           0.00           0.01            0.00           0.00              ?          0.452          0.490          0.423           0.000           0.076           0.00            0.0
            325           1988          0.117          177.2          177.2          34.18           0.10           0.00           0.00          1.000          1.000           1.000          1.000           0.08            0.08           0.00           0.04           0.04           0.02           0.00           0.00           0.00            0.00           0.00              ?          0.450          0.476          0.430           0.000           0.080           0.00            0.0
            326           1988          0.123          193.6          193.6          37.38           0.11           0.00           0.01          1.000          1.000           1.000          1.000           0.09            0.09           0.00           0.04           0.05           0.03           0.00           0.00           0.01            0.00           0.00              ?          0.450          0.485          0.424           0.000           0.087           0.00            0.0
            327           1988          0.129          209.8          209.8          40.52           0.12           0.00           0.01          1.000          1.000           1.000          1.000           0.09            0.09           0.00           0.04           0.05           0.03           0.00           0.00           0.01            0.00           0.00              ?          0.449          0.480          0.426           0.000           0.094           0.00            0.0
            328           1988          0.135          227.6          227.6          43.97           0.13           0.00           0.01          1.000          1.000           1.000          1.000           0.10            0.10           0.00           0.05           0.06           0.03           0.00           0.00           0.01            0.00           0.00              ?          0.447          0.485          0.421           0.000           0.102           0.00            0.0
            329           1988          0.141          248.8          248.8          48.09           0.15           0.00           0.01          1.000          1.000           1.000          1.000           0.11            0.11           0.00           0.05           0.06           0.03           0.00           0.00           0.01            0.00           0.00              ?          0.446          0.487          0.419           0.000           0.111           0.00            0.0
            330           1988          0.146          267.1          267.1          51.62           0.16           0.00           0.01          1.000          1.000           1.000          1.000           0.12            0.12           0.00           0.05           0.07           0.04           0.00           0.00           0.01            0.00           0.00              ?          0.445          0.480          0.421           0.000           0.119           0.00            0.0
            331           1988          0.152          286.1          286.1          55.29           0.17           0.00           0.01          1.000          1.000           1.000          1.000           0.13            0.13           0.00           0.05           0.07           0.04           0.00           0.00           0.01            0.00           0.00              ?          0.443          0.479          0.421           0.000           0.127           0.00            0.0
            332           1988          0.158          306.2          306.2          59.16           0.18           0.00           0.01          1.000          1.000           1.000          1.000           0.14            0.14           0.00           0.06           0.08           0.04           0.00           0.00           0.01            0.00           0.00              ?          0.442          0.477          0.420           0.000           0.135           0.00            0.0
            333           1988          0.180          318.2          318.2          61.41           0.18           0.00           0.01          1.000          1.000           1.000          1.000           0.14            0.14           0.00           0.06           0.08           0.04           0.00           0.00           0.01            0.00           0.00              ?          0.441          0.466          0.424           0.000           0.140           0.00            0.0
            334           1988          0.216          338.3          338.3          65.29           0.20           0.00           0.01          0.991          1.000           1.000          1.000           0.15            0.15           0.00           0.06           0.09           0.05           0.00           0.00           0.01            0.00           0.00              ?          0.440          0.464          0.425           0.000           0.149           0.00            0.0
            335           1988          0.269          367.5          367.5          70.95           0.21           0.00           0.02          0.986          1.000           1.000          1.000           0.16            0.16           0.00           0.07           0.09           0.05           0.00           0.00           0.02            0.00           0.00              ?          0.436          0.458          0.422           0.000           0.160           0.00            0.0
            336           1988          0.329          401.1          401.1          77.49           0.23           0.00           0.02          0.957          1.000           1.000          1.000           0.17            0.17           0.00           0.07           0.10           0.05           0.00           0.00           0.01            0.00           0.00              ?          0.427          0.447          0.413           0.000           0.171           0.00            0.0
            337           1988          0.400          443.5          443.5          85.75           0.24           0.00           0.03          0.897          1.000           1.000          1.000           0.18            0.18           0.00           0.08           0.10           0.06           0.00           0.00           0.01            0.00           0.00              ?          0.409          0.426          0.397           0.000           0.181           0.00            0.0
            338           1988          0.467          481.0          481.0          93.03           0.25           0.00           0.04          0.786          1.000           1.000          1.000           0.19            0.19           0.00           0.08           0.11           0.06           0.00           0.00           0.01            0.00           0.00              ?          0.398          0.414          0.387           0.000           0.191           0.00            0.0
            339           1988          0.535          526.8          526.8         101.95           0.26           0.00           0.06          0.721          1.000           1.000          1.000           0.20            0.20           0.00           0.09           0.11           0.06           0.00           0.00           0.01            0.00           0.00              ?          0.381          0.395          0.371           0.000           0.201           0.00            0.0
            340           1988          0.607          570.7          570.7         110.45           0.28           0.00           0.07          0.617          1.000           1.000          1.000           0.21            0.21           0.00           0.09           0.12           0.07           0.00           0.00           0.01            0.00           0.00              ?          0.367          0.380          0.358           0.000           0.210           0.00            0.0
            341           1988          0.676          609.1          609.1         117.85           0.29           0.00           0.08          0.535          1.000           1.000          1.000           0.22            0.22           0.00           0.09           0.12           0.07           0.00           0.00           0.01            0.00           0.00              ?          0.358          0.370          0.349           0.000           0.218           0.00            0.0
            342           1988          0.725          636.2          636.2         122.97           0.30           0.00           0.08          0.482          1.000           0.964          1.000           0.23            0.23           0.00           0.10           0.13           0.07           0.00           0.00           0.01            0.00           0.00              ?          0.355          0.368          0.346           0.000           0.226           0.00            0.0
            343           1988          0.769          660.7          660.7         127.56           0.31           0.00           0.08          0.472          1.000           0.945          1.000           0.23            0.23           0.00           0.10           0.13           0.07           0.00           0.00           0.01            0.00           0.00              ?          0.355          0.368          0.346           0.000           0.235           0.00            0.0
            344           1988          0.834          696.8          696.8         134.45           0.32           0.00           0.09          0.481          1.000           0.962          1.000           0.24            0.24           0.00           0.11           0.14           0.08           0.00           0.00           0.01            0.00           0.00              ?          0.350          0.362          0.340           0.000           0.244           0.00            0.0
            345           1988          0.904          735.5          735.5         141.86           0.34           0.00           0.10          0.450          1.000           0.901          1.000           0.26            0.26           0.00           0.11           0.15           0.08           0.00           0.00           0.02            0.00           0.00              ?          0.354          0.368          0.344           0.000           0.261           0.00            0.0
            346           1988          0.990          786.2          786.2         151.62           0.36           0.00           0.10          0.489          1.000           0.977          1.000           0.28            0.28           0.00           0.12           0.15           0.09           0.00           0.00           0.02            0.00           0.00              ?          0.351          0.365          0.341           0.000           0.276           0.00            0.0
            347           1988          1.061          829.1          829.1         159.81           0.38           0.00           0.11          0.476          1.000           0.951          1.000           0.29            0.29           0.00           0.13           0.16           0.09           0.00           0.00           0.02            0.00           0.00              ?          0.351          0.366          0.341           0.000           0.291           0.00            0.0
            348           1988          1.123          881.7          881.7         169.94           0.40           0.00           0.12          0.482          1.000           0.965          1.000           0.31            0.31           0.00           0.14           0.17           0.10           0.00           0.00           0.02            0.00           0.00              ?          0.346          0.361          0.336           0.000           0.305           0.00            0.0
            349           1988          1.176          935.5          935.5         180.24           0.42           0.00           0.13          0.456          1.000           0.911          1.000           0.32            0.32           0.00           0.14           0.18           0.10           0.00           0.00           0.02            0.00           0.00              ?          0.340          0.354          0.329           0.000           0.318           0.00            0.0
            350           1988          1.236          982.9          982.9         189.28           0.43           0.00           0.14          0.416          1.000           0.833          1.000           0.33            0.33           0.00           0.15           0.18           0.10           0.00           0.00           0.01            0.00           0.00              ?          0.334          0.348          0.324           0.000           0.329           0.00            0.0
            351           1988          1.294         1014.7         1014.7         192.79           0.45           0.00           0.14          0.386          1.000           0.773          1.000           0.34            0.34           0.00           0.15           0.19           0.11           0.00           0.00           0.01            0.00           0.00              ?          0.334          0.347          0.323           0.000           0.339           0.00            0.0
            352           1988          1.331         1035.5         1035.5         194.93           0.46           0.00           0.13          0.385          1.000           0.770          1.000           0.35            0.35           0.00           0.16           0.19           0.11           0.00           0.00           0.01            0.00           0.00              ?          0.337          0.351          0.326           0.000           0.349           0.00            0.0
            353           1988          1.375         1060.0         1060.0         197.54           0.47           0.00           0.13          0.409          1.000           0.818          1.000           0.36            0.36           0.00           0.16           0.20           0.11           0.00           0.00           0.02            0.00           0.00              ?          0.341          0.356          0.329           0.000           0.361           0.00            0.0
            354           1988          1.458         1112.5         1112.5         203.63           0.49           0.00           0.13          0.434          1.000           0.868          1.000           0.37            0.37           0.00           0.17           0.20           0.12           0.00           0.00           0.01            0.00           0.00              ?          0.335          0.350          0.324           0.000           0.373           0.00            0.0
            355           1988          1.537         1164.9         1164.9         209.72           0.50           0.00           0.14          0.399          1.000           0.799          1.000           0.38            0.38           0.00           0.17           0.21           0.12           0.00           0.00           0.01            0.00           0.00              ?          0.330          0.344          0.319           0.000           0.384           0.00            0.0
            356           1988          1.610         1217.5         1217.5         215.82           0.51           0.00           0.15          0.367          1.000           0.734          1.000           0.39            0.39           0.00           0.18           0.22           0.12           0.00           0.00           0.01            0.00           0.00              ?          0.324          0.338          0.313           0.000           0.395           0.00            0.0
            357           1988          1.680         1262.5         1262.5         220.97           0.52           0.00           0.16          0.331          1.000           0.662          1.000           0.40            0.40           0.00           0.18           0.22           0.12           0.00           0.00           0.01            0.00           0.00              ?          0.320          0.334          0.310           0.000           0.404           0.00            0.0
            358           1988          1.742         1306.3         1306.3         225.96           0.53           0.00           0.17          0.306          1.000           0.613          1.000           0.41            0.41           0.00           0.19           0.23           0.12           0.00           0.00           0.01            0.00           0.00              ?          0.317          0.330          0.306           0.000           0.413           0.00            0.0
            359           1988          1.804         1346.8         1346.8         230.54           0.54           0.00           0.18          0.283          1.000           0.566          1.000           0.42            0.42           0.00           0.19           0.23           0.12           0.00           0.00           0.01            0.00           0.00              ?          0.313          0.327          0.303           0.000           0.422           0.00            0.0
            360           1988          1.859         1387.2         1387.2         235.11           0.55           0.00           0.19          0.264          1.000           0.528          1.000           0.43            0.43           0.00           0.20           0.23           0.12           0.00           0.00           0.01            0.00           0.00              ?          0.310          0.324          0.300           0.000           0.430           0.00            0.0
            361           1988          1.911         1425.8         1425.8         239.45           0.56           0.00           0.20          0.245          1.000           0.489          1.000           0.44            0.44           0.00           0.20           0.24           0.12           0.00           0.00           0.01            0.00           0.00              ?          0.308          0.321          0.297           0.000           0.439           0.00            0.0
            362           1988          1.956         1454.4         1454.4         242.54           0.57           0.00           0.20          0.227          1.000           0.455          1.000           0.45            0.45           0.00           0.20           0.24           0.12           0.00           0.00           0.01            0.00           0.00              ?          0.308          0.322          0.298           0.000           0.449           0.00            0.0
            363           1988          2.003         1494.4         1494.4         247.05           0.58           0.00           0.21          0.235          1.000           0.469          1.000           0.46            0.46           0.00           0.21           0.25           0.12           0.00           0.00           0.01            0.00           0.00              ?          0.306          0.320          0.296           0.000           0.458           0.00            0.0
            364           1988          2.050         1530.3         1530.3         251.04           0.59           0.00           0.21          0.221          1.000           0.443          1.000           0.47            0.47           0.00           0.21           0.25           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.305          0.318          0.294           0.000           0.466           0.00            0.0
            365           1988          2.093         1562.6         1562.6         254.58           0.60           0.00           0.22          0.211          1.000           0.422          1.000           0.47            0.47           0.00           0.22           0.26           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.303          0.317          0.293           0.000           0.474           0.00            0.0
            366           1988          2.132         1593.5         1593.5         257.95           0.61           0.00           0.22          0.204          1.000           0.407          1.000           0.48            0.48           0.00           0.22           0.26           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.302          0.315          0.292           0.000           0.481           0.00            0.0
              1           1989          2.170         1624.9         1624.9         261.38           0.61           0.00           0.23          0.196          1.000           0.392          1.000           0.49            0.49           0.00           0.22           0.27           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.301          0.314          0.290           0.000           0.489           0.00            0.0
              2           1989          2.204         1646.1         1646.1         263.53           0.62           0.00           0.23          0.187          1.000           0.375          1.000           0.50            0.50           0.00           0.23           0.27           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.301          0.315          0.291           0.000           0.496           0.00            0.0
              3           1989          2.243         1673.8         1673.8         266.49           0.63           0.00           0.24          0.192          1.000           0.384          1.000           0.51            0.51           0.00           0.23           0.27           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.302          0.315          0.291           0.000           0.505           0.00            0.0
              4           1989          2.287         1707.0         1707.0         270.15           0.64           0.00           0.24          0.195          1.000           0.391          1.000           0.51            0.51           0.00           0.24           0.28           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.301          0.314          0.290           0.000           0.513           0.00            0.0
              5           1989          2.333         1741.2         1741.2         273.92           0.65           0.00           0.25          0.189          1.000           0.378          1.000           0.52            0.52           0.00           0.24           0.28           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.299          0.313          0.289           0.000           0.521           0.00            0.0
              6           1989          2.369         1762.0         1762.0         276.01           0.66           0.00           0.25          0.180          1.000           0.359          1.000           0.53            0.53           0.00           0.24           0.29           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.301          0.315          0.291           0.000           0.531           0.00            0.0
              7           1989          2.412         1790.6         1790.6         279.09           0.67           0.00           0.25          0.196          1.000           0.391          1.000           0.54            0.54           0.00           0.25           0.29           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.302          0.316          0.292           0.000           0.542           0.00            0.0
