Summary_file = gmtb0c.sum
Title = Greenmount B0_SOILWAT
           date       dlayer()      soil_loss  erosion_cover cover_surface_runoff
     29/05/1980       1500.000          0.069          0.062                0.062
     31/07/1980       1500.000          0.252          0.041                0.041
     25/10/1980       1500.000          0.428          0.036                0.036
     26/10/1980       1500.000          4.803          0.035                0.035
     04/12/1980       1500.000          0.052          0.032                0.032
     06/12/1980       1500.000          1.313          0.032                0.032
     15/12/1980       1500.000          0.252          0.032                0.032
     16/12/1980       1500.000          0.147          0.031                0.031
     29/12/1980       1500.000          4.041          0.033                0.033
     03/01/1981       1500.000          1.479          0.033                0.033
     04/02/1981       1500.000          0.190          0.039                0.039
     06/02/1981       1500.000         19.366          0.039                0.039
     07/02/1981       1500.000          4.138          0.039                0.039
     08/02/1981       1500.000         31.862          0.038                0.038
     10/02/1981       1500.000          0.068          0.038                0.038
     14/03/1981       1500.000          0.059          0.049                0.049
     23/03/1981       1500.000          0.022          0.052                0.052
     02/04/1981       1500.000          5.171          0.059                0.059
     06/04/1981       1500.000          0.851          0.061                0.061
     08/04/1981       1500.000          0.240          0.063                0.063
     02/06/1981       1500.000          0.039          0.057                0.057
     22/07/1981       1500.000          0.284          0.041                0.041
     21/09/1981       1500.000          2.639          0.044                0.044
     01/11/1981       1500.000          2.522          0.041                0.041
     02/11/1981       1500.000          3.157          0.040                0.040
     03/11/1981       1500.000          1.589          0.039                0.039
     04/11/1981       1500.000          0.088          0.038                0.038
     03/12/1981       1500.000          3.814          0.033                0.033
     04/12/1981       1500.000         19.648          0.033                0.033
     20/12/1981       1500.000          0.043          0.033                0.033
     21/12/1981       1500.000          0.449          0.033                0.033
     24/12/1981       1500.000          1.996          0.033                0.033
     19/01/1982       1500.000          4.407          0.037                0.037
     21/01/1982       1500.000          0.209          0.037                0.037
     25/02/1982       1500.000          1.700          0.045                0.045
     01/03/1982       1500.000          1.619          0.045                0.045
     02/03/1982       1500.000          0.063          0.046                0.046
     05/03/1982       1500.000          0.023          0.046                0.046
     08/03/1982       1500.000          0.314          0.047                0.047
     11/03/1982       1500.000          2.909          0.048                0.048
     28/04/1982       1500.000          0.328          0.075                0.075
     09/09/1982       1500.000          0.885          0.045                0.045
     11/10/1982       1500.000          6.521          0.041                0.041
     01/11/1982       1500.000          1.484          0.040                0.040
     03/12/1982       1500.000          1.816          0.041                0.041
     20/12/1982       1500.000          2.164          0.038                0.038
     30/12/1982       1500.000          0.011          0.037                0.037
     04/01/1983       1500.000          0.183          0.036                0.036
     05/01/1983       1500.000          0.212          0.036                0.036
     20/03/1983       1500.000          0.115          0.047                0.047
     21/03/1983       1500.000          0.905          0.046                0.046
     26/04/1983       1500.000          0.282          0.053                0.053
     28/04/1983       1500.000          1.052          0.053                0.053
     01/05/1983       1500.000          9.961          0.053                0.053
     02/05/1983       1500.000         11.967          0.053                0.053
     03/05/1983       1500.000         10.372          0.053                0.053
     28/05/1983       1500.000          6.775          0.058                0.058
     21/06/1983       1500.000          0.149          0.035                0.035
     22/06/1983       1500.000         27.395          0.035                0.035
     23/06/1983       1500.000          1.516          0.034                0.034
     29/07/1983       1500.000          1.613          0.035                0.035
     27/08/1983       1500.000          0.147          0.036                0.036
     15/09/1983       1500.000          0.004          0.034                0.034
     06/10/1983       1500.000          1.324          0.034                0.034
     11/10/1983       1500.000          0.017          0.033                0.033
     20/10/1983       1500.000          0.872          0.029                0.029
     04/11/1983       1500.000          0.074          0.030                0.030
     16/11/1983       1500.000          0.466          0.030                0.030
     15/12/1983       1500.000          0.500          0.031                0.031
     05/01/1984       1500.000          0.121          0.034                0.034
     11/01/1984       1500.000          0.306          0.036                0.036
     14/02/1984       1500.000          0.590          0.050                0.050
     16/02/1984       1500.000          2.086          0.051                0.051
     10/03/1984       1500.000          0.436          0.067                0.067
     07/04/1984       1500.000          0.504          0.086                0.086
     08/04/1984       1500.000          2.966          0.086                0.086
     09/04/1984       1500.000          3.012          0.086                0.086
     24/04/1984       1500.000          0.001          0.107                0.107
     15/07/1984       1500.000          0.030          0.056                0.056
     16/07/1984       1500.000          0.117          0.056                0.056
     25/07/1984       1500.000          0.008          0.054                0.054
     26/07/1984       1500.000          0.016          0.053                0.053
     27/07/1984       1500.000          6.840          0.053                0.053
     11/08/1984       1500.000          0.121          0.052                0.052
     05/11/1984       1500.000          4.127          0.047                0.047
     12/11/1984       1500.000          0.927          0.043                0.043
     19/12/1984       1500.000          1.831          0.043                0.043
     09/01/1985       1500.000          0.561          0.045                0.045
     25/01/1985       1500.000          0.078          0.046                0.046
     23/04/1985       1500.000          0.032          0.066                0.066
     17/05/1985       1500.000          0.180          0.074                0.074
     04/06/1985       1500.000          2.371          0.076                0.076
     09/07/1985       1500.000          0.184          0.049                0.049
     31/08/1985       1500.000          0.454          0.049                0.049
     14/10/1985       1500.000          0.043          0.045                0.045
     23/10/1985       1500.000          0.205          0.042                0.042
     08/11/1985       1500.000          1.415          0.040                0.040
     10/12/1985       1500.000          0.818          0.036                0.036
     11/12/1985       1500.000          0.004          0.036                0.036
     23/12/1985       1500.000          0.085          0.036                0.036
     10/01/1986       1500.000          0.288          0.037                0.037
     25/01/1986       1500.000          8.663          0.039                0.039
     08/02/1986       1500.000          0.387          0.043                0.043
     12/02/1986       1500.000          0.032          0.042                0.042
     14/02/1986       1500.000          0.105          0.042                0.042
     25/02/1986       1500.000          4.858          0.044                0.044
     02/05/1986       1500.000          0.304          0.057                0.057
     06/05/1986       1500.000          0.027          0.056                0.056
     05/07/1986       1500.000          0.061          0.044                0.044
     28/07/1986       1500.000          0.239          0.045                0.045
     23/10/1986       1500.000          5.048          0.039                0.039
     13/11/1986       1500.000          6.609          0.034                0.034
     01/12/1986       1500.000          0.316          0.033                0.033
     12/12/1986       1500.000          0.001          0.033                0.033
     26/12/1986       1500.000          0.272          0.033                0.033
     20/01/1987       1500.000          1.225          0.035                0.035
     28/01/1987       1500.000          0.538          0.037                0.037
     29/01/1987       1500.000          0.151          0.037                0.037
     16/05/1987       1500.000          0.768          0.068                0.068
     28/07/1987       1500.000          0.013          0.043                0.043
     03/08/1987       1500.000          0.264          0.042                0.042
     16/10/1987       1500.000          0.791          0.043                0.043
     17/10/1987       1500.000         15.118          0.041                0.041
     25/10/1987       1500.000          0.013          0.039                0.039
     26/10/1987       1500.000          0.990          0.039                0.039
     01/12/1987       1500.000          9.545          0.040                0.040
     02/12/1987       1500.000          3.292          0.039                0.039
     11/12/1987       1500.000          0.189          0.038                0.038
     06/01/1988       1500.000          0.049          0.037                0.037
     20/01/1988       1500.000          8.412          0.036                0.036
     13/02/1988       1500.000          9.575          0.037                0.037
     01/03/1988       1500.000          0.321          0.041                0.041
     01/04/1988       1500.000         39.988          0.051                0.051
     04/04/1988       1500.000         25.489          0.051                0.051
     06/04/1988       1500.000          4.218          0.051                0.051
     11/04/1988       1500.000          0.260          0.051                0.051
     12/04/1988       1500.000         11.693          0.051                0.051
     05/06/1988       1500.000          0.002          0.063                0.063
     06/06/1988       1500.000          0.733          0.063                0.063
     05/07/1988       1500.000          0.003          0.040                0.040
     06/07/1988       1500.000          0.650          0.040                0.040
     22/07/1988       1500.000          0.049          0.039                0.039
     23/08/1988       1500.000          1.809          0.039                0.039
     28/09/1988       1500.000          0.488          0.035                0.035
     12/12/1988       1500.000          0.115          0.033                0.033
     06/01/1989       1500.000          0.085          0.033                0.033
     07/01/1989       1500.000          5.434          0.032                0.032
     08/01/1989       1500.000          0.020          0.032                0.032
     09/01/1989       1500.000          0.016          0.032                0.032
     11/01/1989       1500.000          0.323          0.032                0.032
     20/01/1989       1500.000          0.049          0.033                0.033
     07/02/1989       1500.000          0.011          0.034                0.034
     13/02/1989       1500.000          0.023          0.036                0.036
     26/03/1989       1500.000          0.347          0.047                0.047
     27/03/1989       1500.000          2.140          0.047                0.047
     28/03/1989       1500.000          1.847          0.047                0.047
     25/04/1989       1500.000          0.986          0.055                0.055
     26/04/1989       1500.000          1.224          0.055                0.055
     06/11/1989       1500.000          0.045          0.032                0.032
     11/11/1989       1500.000          0.220          0.031                0.031
     16/11/1989       1500.000          0.087          0.029                0.029
     04/12/1989       1500.000          0.811          0.030                0.030
     05/12/1989       1500.000          0.284          0.030                0.030
     06/12/1989       1500.000          0.290          0.029                0.029
     23/12/1989       1500.000          0.487          0.030                0.030
     28/12/1989       1500.000          0.001          0.030                0.030
     14/01/1990       1500.000          0.067          0.033                0.033
     15/01/1990       1500.000         14.501          0.033                0.033
     03/02/1990       1500.000          1.827          0.035                0.035
     08/02/1990       1500.000          0.011          0.035                0.035
     27/03/1990       1500.000          0.239          0.046                0.046
     28/03/1990       1500.000          0.036          0.046                0.046
     05/04/1990       1500.000          2.884          0.047                0.047
     21/04/1990       1500.000          3.760          0.051                0.051
     18/05/1990       1500.000          0.630          0.060                0.060
     23/05/1990       1500.000          5.655          0.060                0.060
     28/05/1990       1500.000          2.639          0.059                0.059
     01/09/1990       1500.000          0.176          0.037                0.037
     05/11/1990       1500.000          0.002          0.034                0.034
     07/01/1991       1500.000          1.011          0.037                0.037
     18/01/1991       1500.000          0.407          0.038                0.038
     20/01/1991       1500.000          0.471          0.036                0.036
     27/01/1991       1500.000         13.938          0.037                0.037
     08/02/1991       1500.000         14.515          0.039                0.039
     09/02/1991       1500.000          0.078          0.039                0.039
     24/10/1991       1500.000          0.095          0.043                0.043
     28/11/1991       1500.000          1.431          0.040                0.040
     30/11/1991       1500.000          0.011          0.038                0.038
     12/12/1991       1500.000          5.351          0.033                0.033
     01/01/1992       1500.000          0.216          0.033                0.033
     08/01/1992       1500.000          0.899          0.034                0.034
     09/01/1992       1500.000         11.758          0.033                0.033
     01/02/1992       1500.000          1.711          0.039                0.039
     10/02/1992       1500.000         23.660          0.042                0.042
