Summary_file=soi.sum
Title =* insur chin sorg 15 oct
           date    soi
     16/08/1982      1
     17/08/1982      1
     18/08/1982      1
     19/08/1982      1
     20/08/1982      1
     21/08/1982      1
     22/08/1982      1
     23/08/1982      1
     24/08/1982      1
     25/08/1982      1
     26/08/1982      1
     27/08/1982      1
     28/08/1982      1
     29/08/1982      1
     30/08/1982      1
     31/08/1982      1
      1/09/1982      1
      2/09/1982      1
      3/09/1982      1
      4/09/1982      1
      5/09/1982      1
      6/09/1982      1
      7/09/1982      1
      8/09/1982      1
      9/09/1982      1
     10/09/1982      1
     11/09/1982      1
     12/09/1982      1
     13/09/1982      1
     14/09/1982      1
     15/09/1982      1
     16/09/1982      1
     17/09/1982      1
     18/09/1982      1
     19/09/1982      1
     20/09/1982      1
     21/09/1982      1
     22/09/1982      1
     23/09/1982      1
     24/09/1982      1
     25/09/1982      1
     26/09/1982      1
     27/09/1982      1
     28/09/1982      1
     29/09/1982      1
     30/09/1982      1
      1/10/1982      1
      2/10/1982      1
      3/10/1982      1
      4/10/1982      1
      5/10/1982      1
      6/10/1982      1
      7/10/1982      1
      8/10/1982      1
      9/10/1982      1
     10/10/1982      1
     11/10/1982      1
     12/10/1982      1
     13/10/1982      1
     14/10/1982      1
     15/10/1982      1
     16/10/1982      1
     17/10/1982      1
     18/10/1982      1
     19/10/1982      1
     20/10/1982      1
     21/10/1982      1
     22/10/1982      1
     23/10/1982      1
     24/10/1982      1
     25/10/1982      1
     26/10/1982      1
     27/10/1982      1
     28/10/1982      1
     29/10/1982      1
     30/10/1982      1
     31/10/1982      1
      1/11/1982      1
      2/11/1982      1
      3/11/1982      1
      4/11/1982      1
      5/11/1982      1
      6/11/1982      1
      7/11/1982      1
      8/11/1982      1
      9/11/1982      1
     10/11/1982      1
     11/11/1982      1
     12/11/1982      1
     13/11/1982      1
     14/11/1982      1
     15/11/1982      1
     16/11/1982      1
     17/11/1982      1
     18/11/1982      1
     19/11/1982      1
     20/11/1982      1
     21/11/1982      1
     22/11/1982      1
     23/11/1982      1
     24/11/1982      1
     25/11/1982      1
     26/11/1982      1
     27/11/1982      1
     28/11/1982      1
     29/11/1982      1
     30/11/1982      1
      1/12/1982      1
      2/12/1982      1
      3/12/1982      1
      4/12/1982      1
      5/12/1982      1
      6/12/1982      1
      7/12/1982      1
      8/12/1982      1
      9/12/1982      1
     10/12/1982      1
     11/12/1982      1
     12/12/1982      1
     13/12/1982      1
     14/12/1982      1
     15/12/1982      1
     16/12/1982      1
     17/12/1982      1
     18/12/1982      1
     19/12/1982      1
     20/12/1982      1
     21/12/1982      1
     22/12/1982      1
     23/12/1982      1
     24/12/1982      1
     25/12/1982      1
     26/12/1982      1
     27/12/1982      1
     28/12/1982      1
     29/12/1982      1
     30/12/1982      1
     31/12/1982      1
