Summary_file = gmtb0e.sum
Title = Greenmount B0_SOILWAT
           date       dlayer()      soil_loss  erosion_cover cover_surface_runoff
     08/11/1985        729.337          2.135          0.428                0.428
     10/12/1985        729.247          0.993          0.432                0.432
     25/01/1986        725.985         35.875          0.439                0.439
     25/02/1986        724.245         19.147          0.445                0.445
     02/05/1986        724.245          0.000          0.456                0.456
     23/10/1986        723.036         13.295          0.460                0.460
     13/11/1986        721.359         18.451          0.462                0.462
     20/01/1987        721.249          1.206          0.471                0.471
     28/01/1987        721.243          0.067          0.472                0.472
     16/05/1987        721.171          0.794          0.499                0.499
     16/10/1987        721.129          0.453          0.491                0.491
     17/10/1987        716.933         46.161          0.491                0.491
     26/10/1987        716.885          0.522          0.492                0.492
     01/12/1987        715.062         20.056          0.496                0.496
     02/12/1987        714.587          5.225          0.496                0.496
     20/01/1988        713.014         17.305          0.501                0.501
     13/02/1988        711.208         19.866          0.504                0.504
     01/04/1988        698.297        142.023          0.516                0.516
     04/04/1988        690.027         90.965          0.516                0.516
     06/04/1988        689.238          8.678          0.517                0.517
     11/04/1988        689.238          0.000          0.517                0.517
     12/04/1988        686.166         33.795          0.517                0.517
     06/06/1988        686.127          0.434          0.527                0.527
     06/07/1988        686.119          0.085          0.514                0.514
     23/08/1988        686.017          1.125          0.517                0.517
     07/01/1989        685.308          7.797          0.528                0.528
     27/03/1989        685.092          2.376          0.542                0.542
     28/03/1989        684.913          1.962          0.542                0.542
     25/04/1989        684.864          0.544          0.549                0.549
     26/04/1989        684.783          0.888          0.549                0.549
     04/12/1989        684.778          0.056          0.551                0.551
     15/01/1990        682.326         26.975          0.555                0.555
     03/02/1990        682.232          1.027          0.557                0.557
     05/04/1990        681.858          4.118          0.568                0.568
     21/04/1990        681.274          6.422          0.572                0.572
     18/05/1990        681.274          0.004          0.577                0.577
     23/05/1990        679.954         14.523          0.578                0.578
     28/05/1990        679.504          4.945          0.578                0.578
     07/01/1991        679.502          0.024          0.580                0.580
     27/01/1991        677.434         22.743          0.582                0.582
     08/02/1991        675.053         26.199          0.584                0.584
     28/11/1991        675.043          0.102          0.599                0.599
     12/12/1991        674.583          5.062          0.600                0.600
     09/01/1992        672.991         17.515          0.603                0.603
     01/02/1992        672.948          0.478          0.607                0.607
     10/02/1992        668.567         48.186          0.609                0.609
