Summary_file = output\dingxi_w.sum
Title = Continuous spring wheat at Dingxi
       day      year           date          event           flag           rain           w_ep              sw(1)              sw(2)              sw(3)              sw(4)              sw(5)              sw(6)              sw(7)              sw(8)             es         runoff          drain         sw_dep          nh4()        tot_no3             no3(1)             no3(2)             no3(3)             no3(4)             no3(5)             no3(6)             no3(7)             no3(8)           dnit       hum_c(1)      biom_c(1)       fom_c(1)    surfaceom_n   surfaceom_wt          w_lai        w_yield      w_biomass      w_root_wt     w_root_dep       w_biom_n     w_mat       n_stress       w_stress             eo
     (day)    (year)             ()             ()             ()           (mm)           (mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)           (mm)           (mm)           (mm)           (mm)        (kg/ha)        (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)      (m^2/m^2)        (kg/ha)        (kg/ha)        (g/m^2)           (mm)        (g/m^2)     (doy)             ()             ()           (mm)
        90      1986     31/03/1986          0.000          0.000          9.600          0.000              0.110              0.158              0.178              0.184              0.183              0.177              0.172              0.174         11.464          0.000          0.000        345.139         27.879        799.996             44.421             37.099             71.100            179.206            215.070            144.166             66.439             42.496          0.000       9147.248        471.628        108.975          0.428         35.295          0.000          0.000          0.000          0.000        110.070          0.000         0          1.000          1.000         63.541
       120      1986     30/04/1986          0.000          0.000         12.600          4.085              0.116              0.137              0.173              0.181              0.182              0.178              0.174              0.175         13.287          0.000          0.000        340.368        138.945        790.144             46.383             30.489             66.118            176.691            212.928            146.080             68.458             42.998          0.000       9147.220        471.710        109.842          0.410         33.851          0.557          0.000        348.918         28.420        332.390          1.594         0          1.000          0.911         97.340
       151      1986     31/05/1986          0.000          0.000         80.300         34.264              0.215              0.224              0.164              0.162              0.179              0.178              0.175              0.177         26.003          0.000          0.000        360.401         20.880        868.528             69.629             95.748             69.860            165.292            206.847            147.273             70.290             43.588          0.000       9145.371        468.998         99.619          0.199         16.434          1.369          0.000       2404.831         93.789        859.310          4.587         0          1.000          0.700        142.305
       181      1986     30/06/1986          0.000          0.000         76.300         60.156              0.204              0.217              0.154              0.138              0.148              0.170              0.176              0.178         39.004          0.000          0.000        337.541          1.840        853.323             39.062            115.599             86.751            162.442            192.561            141.587             71.166             44.156          0.000       9141.137        458.976         84.121          0.050          4.116          1.145          0.000       5765.946        130.020       1423.919          7.844         0          1.000          0.950        129.964
       212      1986     31/07/1986          0.000          0.000         84.600         62.664              0.177              0.160              0.165              0.150              0.137              0.156              0.169              0.178         38.293          1.369          0.000        319.816          1.231        801.556             28.180             70.952             97.316            173.517            185.758            132.479             68.992             44.362          0.188       9134.643        441.524         67.981          0.011          0.940          0.566       3683.256       8602.961        111.308       1660.584         14.042         0          1.000          1.000        152.163
       216      1986     04/08/1986          2.000          0.000         34.400          2.857              0.259              0.257              0.167              0.149              0.137              0.155              0.169              0.178          4.464          0.000          0.000        346.894          1.352        800.239             14.593             83.047             98.798            172.880            185.597            132.097             68.882             44.344          0.000       9133.829        439.322         66.277          0.010          0.791          0.002       3683.256       8633.161        109.646       1660.584         14.259       214          1.000          1.000         15.442
       243      1986     31/08/1986          0.000          0.000         60.100          0.000              0.234              0.238              0.237              0.168              0.140              0.155              0.168              0.177         43.671          2.340          0.000        360.984          2.100        812.868             19.954             59.556            112.180            187.429            189.175            131.767             68.613             44.195          0.031       9127.562        436.946         69.912          1.798        158.385          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000        140.511
       273      1986     30/09/1986          0.000          0.000          6.800          0.000              0.187              0.203              0.206              0.186              0.148              0.156              0.168              0.177         16.805          0.000          0.000        350.979          2.347        824.711             30.696             54.511             98.026            198.654            198.573            131.814             68.371             44.068          0.000       9121.344        422.546         53.364          1.546        136.237          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000        112.717
       304      1986     31/10/1986          0.000          0.000          8.600          0.000              0.166              0.186              0.192              0.185              0.158              0.157              0.168              0.176         14.460          0.000          0.000        345.119          2.376        831.479             37.485             52.479             92.702            195.461            208.317            132.891             68.190             43.954          0.000       9118.302        414.438         48.177          1.546        136.237          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         68.208
       334      1986     30/11/1986          0.000          0.000          4.600          0.000              0.150              0.174              0.184              0.181              0.163              0.159              0.168              0.175          9.097          0.000          0.000        340.622          2.313        833.215             41.836             50.111             89.191            190.835            214.199            135.075             68.110             43.858          0.000       9117.910        413.402         47.584          1.546        136.237          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         25.381
       365      1986     31/12/1986          0.000          0.000          2.200          0.000              0.134              0.166              0.178              0.178              0.167              0.162              0.168              0.175          5.939          0.000          0.000        336.883          2.289        833.696             44.919             48.550             86.361            186.771            217.232            137.931             68.147             43.785          0.000       9117.889        413.345         47.551          1.546        136.237          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         14.819
        31      1987     31/01/1987          0.000          0.000          0.000          0.000              0.103              0.159              0.173              0.175              0.168              0.164              0.168              0.175          5.189          0.000          0.000        331.695          2.268        833.971             48.096             46.908             84.064            183.605            218.392            140.782             68.377             43.747          0.000       9117.888        413.335         47.546          1.546        136.237          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         21.890
        59      1987     28/02/1987          0.000          1.000          2.800          0.000              0.085              0.152              0.170              0.173              0.169              0.165              0.169              0.175          6.530          0.000          0.000        327.965          2.191        834.357             50.834             45.716             82.336            181.335            218.573            143.031             68.786             43.746          0.000       9117.888        413.335         47.546          1.546        136.237          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         37.221
        90      1987     31/03/1987          0.000          0.000          4.700          0.000              0.066              0.145              0.166              0.171              0.169              0.167              0.169              0.175          8.656          0.000          0.000        324.008         31.968        835.144             54.080             44.482             80.732            179.306            218.287            145.086             69.380             43.792          0.000       9117.888        413.335         52.996          1.392        122.613          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         77.092
       120      1987     30/04/1987          0.000          0.000         28.900          6.051              0.141              0.139              0.163              0.169              0.169              0.168              0.170              0.175         17.247          0.000          0.000        329.611        122.669        843.409             65.634             41.972             79.652            177.778            217.791            146.670             70.024             43.888          0.000       9117.000        413.597         52.873          1.124         99.008          0.580          0.000        374.142         31.005        247.721          1.801         0          1.000          0.924        118.651
       151      1987     31/05/1987          0.000          0.000         63.900         32.480              0.176              0.165              0.140              0.159              0.168              0.168              0.171              0.175         30.155          0.000          0.000        330.876          8.438        915.210             85.101            102.427             76.438            171.629            216.933            147.942             70.712             44.028          0.000       9114.105        412.949         63.981          0.500         44.092          1.611          0.000       2404.023        100.486        715.999          4.904         0          1.000          0.673        131.504
       181      1987     30/06/1987          0.000          0.000         61.800         45.457              0.132              0.170              0.136              0.130              0.147              0.165              0.171              0.176         36.232          0.000          0.000        310.987          1.335        901.831             43.310            138.489             83.003            169.330            206.345            145.918             71.243             44.193          0.000       9110.667        411.182         84.134          0.102          9.008          1.132          0.000       5143.391        132.546       1311.856          6.619         0          1.000          0.872        128.020
       212      1987     31/07/1987          0.000          0.000         44.700         42.340              0.075              0.123              0.130              0.115              0.123              0.143              0.164              0.175         38.982          0.000          0.000        274.365          0.560        856.242             39.171            131.610             83.623            164.092            191.895            133.550             68.144             44.158          0.000       9107.892        408.589        107.273          0.023          2.006          0.379       2738.725       6973.514        113.701       1623.162         11.520         0          1.000          0.658        170.311
       216      1987     04/08/1987          2.000          0.000          2.200          0.658              0.074              0.122              0.130              0.115              0.123              0.142              0.163              0.175          2.422          0.000          0.000        273.485          0.550        854.616             39.621            131.069             83.532            163.927            191.415            132.989             67.936             44.126          0.000       9107.894        408.604        111.135          0.022          1.904          0.002       2738.725       6992.849        112.004       1623.162         11.687       214          1.000          0.797         10.269
       243      1987     31/08/1987          0.000          0.000         61.400          0.000              0.145              0.141              0.130              0.116              0.124              0.143              0.163              0.174         50.441          0.000          0.000        284.444          0.699        857.366             35.796            136.700             83.792            164.552            192.144            133.010             67.520             43.851          0.000       9109.585        453.155        233.034          1.323        114.126          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000        160.194
       273      1987     30/09/1987          0.000          0.000         74.800          0.000              0.177              0.200              0.161              0.118              0.124              0.144              0.162              0.173         53.149          0.000          0.000        306.094          1.660        863.157             38.488            118.635            102.895            166.508            192.961            132.936             67.126             43.608          0.000       9107.530        465.652        156.191          0.722         62.302          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000        108.226
       304      1987     31/10/1987          0.000          0.000         20.200          0.000              0.168              0.192              0.169              0.121              0.125              0.145              0.162              0.172         19.790          0.000          0.000        306.505          1.647        868.376             42.233            110.765            108.037            170.452            193.959            132.775             66.761             43.394          0.000       9105.605        463.641        131.421          0.684         58.995          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         68.183
       334      1987     30/11/1987          0.000          0.000          3.400          0.000              0.115              0.169              0.168              0.126              0.126              0.145              0.161              0.171         12.138          0.000          0.000        297.767          1.500        870.229             52.561             98.402            107.319            174.624            195.121            132.557             66.437             43.210          0.000       9105.253        463.032        127.886          0.684         58.978          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         33.488
       365      1987     31/12/1987          0.000          0.000          0.400          0.000              0.075              0.156              0.162              0.129              0.128              0.145              0.161              0.170          7.023          0.000          0.000        291.143          1.472        870.601             60.182             90.719            103.847            177.903            196.502            132.290             66.124             43.034          0.000       9105.253        463.032        127.885          0.684         58.978          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         17.076
        31      1988     31/01/1988          0.000          0.000          1.200          0.000              0.050              0.144              0.157              0.132              0.129              0.146              0.160              0.169          6.363          0.000          0.000        285.981          1.468        870.757             67.817             83.838            100.298            180.090            197.993            132.012             65.835             42.872          0.000       9105.253        463.032        127.885          0.684         58.978          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         16.340
        60      1988     29/02/1988          0.000          1.000         10.500          0.000              0.110              0.136              0.152              0.133              0.130              0.146              0.160              0.169          6.379          0.000          0.000        290.102          1.445        870.883             73.527             79.162             97.339            181.366            199.415            131.758             65.585             42.731          0.000       9105.253        463.032        127.885          0.684         58.978          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         17.149
        91      1988     31/03/1988          0.000          0.000         20.200          0.000              0.110              0.133              0.148              0.134              0.132              0.146              0.159              0.168         21.039          0.000          0.000        289.263         30.218        872.189             77.124             77.759             94.818            182.162            200.898            131.504             65.336             42.588          0.000       9105.268        463.201        130.167          0.601         51.870          0.000          0.000          0.000          0.000        101.640          0.000         0          1.000          1.000         43.321
       121      1988     30/04/1988          0.000          0.000         11.200          1.448              0.118              0.128              0.145              0.135              0.133              0.147              0.159              0.168         10.220          0.000          0.000        288.795        127.609        890.579             97.591             76.222             93.009            182.619            202.267            131.289             65.119             42.464          0.000       9105.122        463.470        129.389          0.551         47.530          0.152          0.000        103.963          9.732        177.537          0.452         0          1.000          0.689        115.046
       152      1988     31/05/1988          0.000          0.000         75.300         23.204              0.141              0.161              0.145              0.136              0.134              0.147              0.159              0.167         42.840          0.000          0.000        298.051         10.631        976.634            104.265            152.635             94.765            183.016            203.593            131.099             64.916             42.346          0.000       9103.061        462.077        115.217          0.297         25.630          0.903          0.000       1485.113         49.343        372.346          3.013         0          1.000          0.808        132.365
       182      1988     30/06/1988          0.000          0.000         27.600         15.859              0.027              0.121              0.131              0.128              0.135              0.147              0.158              0.167         36.069          0.000          0.000        273.724          2.930        974.724            110.877            149.021             94.185            178.072            204.639            130.947             64.740             42.243          0.000       9102.477        462.108        125.295          0.174         15.028          0.184        197.820       2337.231         58.306        746.199          3.851         0          1.000          0.488        161.698
       211      1988     29/07/1988          2.000          0.000         69.200         14.773              0.106              0.137              0.131              0.120              0.130              0.147              0.158              0.166         47.547          0.000          0.000        280.604          0.630        952.854             76.297            171.636             94.913            174.356            198.355            130.540             64.597             42.159          0.000       9098.676        455.953        104.378          0.064          5.485          0.002       1085.186       2924.874         50.671       1103.475          6.648       209          1.000          0.978        156.445
       213      1988     31/07/1988          0.000          0.000          0.000          0.000              0.091              0.137              0.131              0.120              0.130              0.147              0.158              0.166          1.544          0.000          0.000        279.060          0.623        953.007             76.870            171.066             94.958            174.480            198.405            130.495             64.582             42.151          0.000       9098.675        455.960        198.077          1.459         92.259          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         20.148
       244      1988     31/08/1988          0.000          0.000         94.400          0.000              0.187              0.207              0.182              0.123              0.131              0.147              0.158              0.166         59.509          0.000          0.000        313.951          1.796        962.738             68.039            145.902            134.443            178.766            198.990            130.077             64.441             42.079          0.000       9094.474        462.917        110.324          0.498         31.459          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000        147.824
       274      1988     30/09/1988          0.000          0.000         20.800          0.000              0.160              0.187              0.181              0.130              0.132              0.147              0.158              0.166         25.561          0.000          0.000        309.189          1.868        970.990             78.645            134.650            134.845            186.872            199.923            129.724             64.311             42.020          0.000       9090.338        452.934         85.657          0.442         27.950          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         88.748
       305      1988     31/10/1988          0.000          0.000         23.700          0.000              0.154              0.177              0.175              0.136              0.133              0.147              0.157              0.165         25.460          0.000          0.000        307.430          1.799        974.570             83.623            129.471            131.064            193.518            201.339            129.414             64.180             41.963          0.000       9088.931        449.680         79.379          0.351         22.170          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         48.163
       335      1988     30/11/1988          0.000          0.000          1.400          0.000              0.099              0.163              0.169              0.140              0.134              0.147              0.157              0.165          9.577          0.000          0.000        299.252          1.578        976.373             93.637            120.002            126.668            197.868            203.044            129.182             64.059             41.912          0.000       9088.618        448.821         78.186          0.350         22.136          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         35.059
       366      1988     31/12/1988          0.000          0.000          0.400          0.000              0.063              0.151              0.162              0.143              0.136              0.147              0.157              0.165          6.658          0.000          0.000        292.995          1.545        976.892            103.504            111.096            122.117            200.414            204.954            129.011             63.938             41.858          0.000       9088.618        448.821         78.186          0.350         22.136          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         17.856
        31      1989     31/01/1989          0.000          0.000          4.300          0.000              0.076              0.143              0.157              0.144              0.137              0.147              0.157              0.164          4.887          0.000          0.000        292.408          1.540        977.019            110.303            105.574            118.214            201.558            206.844            128.905             63.820             41.799          0.000       9088.618        448.821         78.186          0.350         22.136          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000          6.183
        59      1989     28/02/1989          0.000          1.000         12.800          0.000              0.127              0.141              0.154              0.144              0.139              0.147              0.156              0.164          8.453          0.000          0.000        296.755          1.539        977.070            112.136            104.806            115.459            201.880            208.452            128.869             63.722             41.746          0.000       9088.617        448.820         78.182          0.350         22.122          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         15.314
        90      1989     31/03/1989          0.000          0.000          8.600          0.000              0.091              0.139              0.151              0.145              0.140              0.147              0.156              0.164         12.944          0.000          0.000        292.411         28.731        980.034            117.546            103.085            113.284            201.837            210.076            128.891             63.626             41.690          0.000       9088.602        448.779         79.003          0.315         19.891          0.000          0.000          0.000          0.000        106.162          0.000         0          1.000          1.000         56.105
       120      1989     30/04/1989          0.000          0.000         28.400          1.770              0.163              0.134              0.148              0.144              0.141              0.148              0.156              0.163         20.593          0.000          0.000        298.449        135.391        985.352            124.746            101.835            111.531            201.609            211.478            128.963             63.549             41.641          0.000       9088.320        448.384         79.297          0.257         16.261          0.266          0.000        177.004         14.892        213.097          0.744         0          1.000          0.788         97.298
       151      1989     31/05/1989          0.000          0.000         21.300         15.121              0.081              0.122              0.138              0.144              0.142              0.148              0.156              0.163         18.708          0.000          0.000        285.920         29.844       1065.047            191.310            115.813            109.837            201.171            212.755            129.081             63.485             41.595          0.000       9086.857        444.847         85.282          0.204         12.901          0.391          0.000       1151.451         46.693        497.505          2.721         0          1.000          0.460        154.294
       181      1989     30/06/1989          0.000          0.000         47.600         15.619              0.090              0.151              0.135              0.133              0.140              0.148              0.156              0.163         29.739          0.000          0.000        288.161          1.960       1088.513            139.557            188.011            115.756            199.218            211.764            129.210             63.440             41.558          0.000       9084.207        439.374         85.943          0.095          6.004          0.274        120.190       2046.919         50.248        985.327          3.473         0          1.000          0.886        151.865
       211      1989     30/07/1989          2.000          0.000         88.300         15.375              0.251              0.250              0.194              0.123              0.128              0.146              0.156              0.163         32.172          0.468          0.000        328.446          1.372       1079.171             55.045            213.076            171.578            198.462            208.332            127.782             63.365             41.531          0.202       9081.629        434.509         83.236          0.035          2.211          0.002       1112.420       2737.648         43.450       1315.860          4.816       209          1.000          0.977        142.409
       212      1989     31/07/1989          0.000          0.000          0.000          0.000              0.238              0.239              0.199              0.123              0.128              0.146              0.156              0.163          2.001          0.000          0.000        326.445          1.529       1079.942             58.484            204.692            176.191            199.543            208.397            127.748             63.357             41.529          0.000       9081.301        435.673        157.247          1.095         80.872          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         13.027
       243      1989     31/08/1989          0.000          0.000         74.000          0.000              0.236              0.242              0.231              0.158              0.130              0.145              0.155              0.163         56.272          0.285          0.000        343.888          1.980       1092.854             59.614            152.476            192.998            244.423            211.293            127.294             63.242             41.514          0.045       9075.046        434.614         87.204          0.390         28.795          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000        134.150
       273      1989     30/09/1989          0.000          0.000         31.800          0.000              0.212              0.224              0.212              0.178              0.137              0.145              0.155              0.162         33.795          0.000          0.000        341.893          2.187       1103.187             68.614            137.892            175.392            268.944            220.577            127.121             63.145             41.501          0.000       9069.307        421.514         65.728          0.283         20.898          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000        106.216
       304      1989     31/10/1989          0.000          0.000         39.600          0.000              0.184              0.208              0.212              0.190              0.146              0.146              0.155              0.162         39.140          0.000          0.000        342.354          2.346       1109.500             69.283            121.836            169.140            281.891            235.123            127.667             63.070             41.489          0.000       9066.153        413.948         57.911          0.228         16.838          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         65.773
       334      1989     30/11/1989          0.000          0.000         10.700          0.000              0.157              0.191              0.199              0.190              0.156              0.148              0.155              0.162         16.123          0.000          0.000        336.931          2.402       1111.151             77.472            112.403            158.495            278.499            249.897            129.875             63.039             41.468          0.000       9065.674        412.742         56.902          0.227         16.736          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         26.278
       365      1989     31/12/1989          0.000          0.000          9.000          0.000              0.192              0.187              0.189              0.185              0.163              0.150              0.155              0.162          7.022          0.000          0.000        338.909          2.336       1112.153             80.107            112.799            150.566            270.373            259.798            133.945             63.114             41.451          0.000       9065.522        412.355         56.589          0.227         16.736          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         18.315
        31      1990     31/01/1990          0.000          0.000          3.500          0.000              0.179              0.179              0.185              0.181              0.167              0.153              0.156              0.162          6.253          0.000          0.000        336.155          2.340       1112.221             84.321            108.282            147.056            264.226            264.578            138.865             63.452             41.440          0.000       9065.522        412.354         56.588          0.227         16.736          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000          9.160
        59      1990     28/02/1990          0.000          1.000          6.600          0.000              0.151              0.173              0.180              0.179              0.168              0.156              0.156              0.162         10.960          0.000          0.000        331.795          2.335       1112.299             88.875            104.645            143.646            259.926            266.391            143.341             64.024             41.451          0.000       9065.512        412.325         56.565          0.227         16.736          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         16.678
        90      1990     31/03/1990          0.000          0.000         26.300          0.000              0.191              0.178              0.176              0.176              0.169              0.158              0.157              0.162         21.414          0.000          0.000        336.682         21.253       1124.252             93.763            112.529            140.758            256.020            266.876            147.879             64.916             41.511          0.000       9064.982        411.069         56.119          0.195         14.413          0.000          0.000          0.000          0.000        116.860          0.000         0          1.000          1.000         72.281
       120      1990     30/04/1990          0.000          0.000         57.100         14.003              0.236              0.187              0.184              0.176              0.169              0.160              0.158              0.162         34.144          0.000          0.000        345.635        121.742       1078.682             56.603            107.056            133.352            255.481            266.909            151.685             65.974             41.622          0.000       9063.087        406.768         58.239          0.148         10.919          1.945          0.000       1216.471         87.719        372.310          5.296         0          1.000          0.998        105.757
       151      1990     31/05/1990          0.000          0.000         55.600         61.657              0.096              0.144              0.140              0.147              0.167              0.162              0.159              0.163         33.921          0.000          0.000        305.657         26.422       1101.584             88.245            124.059            125.775            234.852            264.661            154.992             67.205             41.796          0.000       9061.023        403.284         83.863          0.064          4.743          2.362          0.000       5150.862        204.238        847.750         10.012         0          1.000          0.632        146.562
       181      1990     30/06/1990          0.000          0.000         46.000         34.994              0.151              0.122              0.130              0.119              0.131              0.153              0.160              0.163         33.350          0.000          0.000        283.312          2.854       1117.312            106.966            128.588            125.374            236.038            258.485            151.807             68.044             42.010          0.000       9059.165        402.086        111.101          0.019          1.408          0.476        106.883       6755.552        200.370       1347.538         10.698         0          1.000          0.483        171.715
       212      1990     31/07/1990          0.000          0.000         57.200         17.102              0.254              0.144              0.130              0.113              0.120              0.138              0.157              0.163         35.877          0.000          0.000        287.532          0.483       1087.068             78.585            147.840            125.229            232.052            249.496            144.711             67.016             42.138          0.000       9056.766        402.036        123.744          0.003          0.249          0.002       2160.319       7583.055        171.533       1527.436         14.049       211          1.000          0.685        170.658
       213      1990     01/08/1990          2.000          0.000              ?              ?              0.254              0.144              0.130              0.113              0.120              0.138              0.157              0.163              ?              ?              ?        287.532          0.483       1087.068             78.585            147.840            125.229            232.052            249.496            144.711             67.016             42.138              ?       9056.766        402.036        123.744          0.003          0.249          0.002       2160.319       7583.055        171.533       1527.436         14.049       211              ?              ?              ?
       243      1990     31/08/1990          0.000          0.000         76.700          0.000              0.213              0.224              0.154              0.114              0.121              0.139              0.156              0.163         59.535          0.000          0.000        304.697          1.442       1093.745             52.492            160.035            143.791            233.994            250.244            144.558             66.504             42.127          0.000       9058.323        462.913        185.434          1.268         84.439          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000        172.164
       273      1990     30/09/1990          0.000          0.000         66.500          0.000              0.241              0.241              0.208              0.121              0.121              0.139              0.155              0.163         46.276          1.085          0.000        323.836          1.847       1102.641             48.658            132.168            174.859            243.189            251.197            144.346             66.131             42.093          0.054       9054.771        464.732        124.798          0.643         42.823          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000        110.362
       304      1990     31/10/1990          0.000          0.000         48.700          0.000              0.202              0.220              0.223              0.156              0.124              0.140              0.154              0.163         42.764          0.060          0.000        329.712          2.203       1107.308             49.768            100.523            167.131            283.034            254.884            144.106             65.820             42.042          0.026       9052.942        461.897        108.586          0.471         31.331          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         59.558
       334      1990     30/11/1990          0.000          0.000          3.800          0.000              0.158              0.188              0.195              0.169              0.129              0.140              0.154              0.162         14.988          0.000          0.000        318.523          2.319       1110.270             66.062             87.424            146.927            294.891            263.407            144.006             65.569             41.983          0.000       9052.007        459.622        102.398          0.467         31.097          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         35.792
       365      1990     31/12/1990          0.000          0.000          0.000          0.000              0.120              0.172              0.182              0.170              0.134              0.141              0.153              0.162          7.714          0.000          0.000        310.809          2.299       1110.885             75.248             80.553            137.285            293.048            273.323            144.174             65.346             41.908          0.000       9051.969        459.524        102.158          0.467         31.097          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         17.238
