ApsimVersion = 6.1
Title = Continuous winter wheat at Xifeng
            day           year           date          event           flag           rain           w_ep          sw(1)          sw(2)          sw(3)          sw(4)          sw(5)          sw(6)          sw(7)          sw(8)          sw(9)             es         runoff          drain         sw_dep          nh4()        tot_no3         no3(1)         no3(2)         no3(3)         no3(4)         no3(5)         no3(6)         no3(7)         no3(8)         no3(9)           dnit       hum_c(1)      biom_c(1)       fom_c(1)    surfaceom_n   surfaceom_wt          w_lai        w_yield      w_biomass      w_root_wt     w_root_dep       w_biom_n          w_mat       n_stress       w_stress             eo
            151           1962     31/05/1962          0.000          0.000         22.100          0.783          0.229          0.235          0.243          0.251          0.258          0.264          0.270          0.280          0.280         16.486          0.000          0.000        789.644            1.1          178.5           82.5           30.6            9.1            9.6            8.9            7.5           10.5           10.1            9.9            0.0        13999.7          272.2           34.2            0.2           37.8          0.008           40.0          370.5           9.46       1632.530           1.44              0          1.000          1.000        167.528
            181           1962     30/06/1962          2.000          2.000         10.100          0.991          0.218          0.225          0.237          0.248          0.256          0.262          0.270          0.280          0.280         15.838          0.000          0.000        782.915            1.1          187.3           88.7           31.7           10.6            9.6            8.8            7.4           10.5           10.1            9.9            0.0        13971.2          261.3           19.1            0.2           37.8          0.000           99.7          406.4           8.18       2274.230           1.60            179          1.000          1.000        196.519
            181           1962     30/06/1962          2.000          2.000         21.500          0.000          0.298          0.265          0.242          0.248          0.256          0.262          0.270          0.280          0.280          3.405          0.652          0.000        800.357            1.1          187.6           69.3           49.9           12.1            9.6            8.8            7.4           10.5           10.1            9.9            0.1        13970.4          261.3           28.9            0.6           15.8          0.000            0.0            0.0           0.00          0.000           0.00              0          1.000          1.000          5.112
            212           1962     31/07/1962          0.000          0.000         85.900          0.000          0.258          0.262          0.270          0.273          0.274          0.275          0.273          0.283          0.283         46.887          7.434          5.868        826.068            1.2          199.4           28.3           58.3           44.0           18.3           11.0            8.2           10.8           10.3           10.0            0.5        13942.2          252.3           15.2            0.1            3.4          0.000            0.0            0.0           0.00          0.000           0.00              0          1.000          1.000        170.886
            243           1962     31/08/1962          0.000          1.000         74.300          0.000          0.265          0.268          0.276          0.277          0.277          0.277          0.274          0.283          0.283         40.212         13.537         14.412        832.208            1.2          210.5           22.4           52.0           56.4           25.9           13.3            9.0           11.2           10.4           10.1            0.4        13912.8          239.9            9.9            0.1            1.9          0.000            0.0            0.0           0.00          0.000           0.00              0          1.000          1.000        180.552
            264           1962     21/09/1962          0.000          3.000         55.100          0.000          0.249          0.254          0.266          0.270          0.270          0.271          0.271          0.281          0.281         32.866         11.049         28.026        815.367            1.3          214.4           22.7           42.2           58.3           31.8           16.6           10.3           11.9           10.6           10.1            0.3        13898.5          234.0            8.3            0.0            1.3          0.000            0.0            0.0           0.00          0.000           0.00              0          1.000          1.000         97.981
            273           1962     30/09/1962          0.000          0.000        105.600          0.000          0.266          0.269          0.273          0.276          0.279          0.281          0.278          0.288          0.288         12.476         40.035         28.263        840.193           14.4          230.2           14.4           34.5           58.4           43.6           26.7           15.7           14.8           11.6           10.5            0.6        13895.4          232.7            8.1            0.0            1.0          0.000            0.0            0.0           0.00        113.420           0.00              0          1.000          1.000         13.654
            304           1962     31/10/1962          0.000          0.000         46.100          2.737          0.246          0.249          0.255          0.265          0.270          0.270          0.270          0.280          0.280         31.068          1.041         44.188        807.260            3.7          220.7           16.4           22.4           46.3           45.2           30.9           19.1           17.3           12.4           10.6            0.3        13889.0          230.3           10.8            0.0            0.7          0.581            0.0          331.7          27.20        409.520           1.61              0          1.000          1.000         55.830
            334           1962     30/11/1962          0.000          0.000         42.500          1.695          0.268          0.270          0.270          0.271          0.271          0.272          0.272          0.282          0.282         13.568          0.000         10.483        824.014            2.9          213.8            6.5           21.6           42.3           45.8           33.4           21.3           19.0           13.1           10.9            0.1        13887.5          229.8           16.9            0.0            0.6          0.002            0.0          524.0          34.39        496.640           2.18              0          1.000          1.000         23.638
            365           1962     31/12/1962          0.000          0.000          0.000          0.001          0.249          0.253          0.261          0.269          0.270          0.270          0.270          0.280          0.280          8.515          0.000          4.148        811.350            2.8          213.6            9.2           20.5           40.8           45.4           33.3           21.2           19.0           13.1           10.9            0.0        13887.4          229.8           23.3            0.0            0.6          0.002            0.0          524.1          29.45        508.220           2.18              0          1.000          1.000         12.700
             31           1963     31/01/1963          0.000          0.000          0.000          0.000          0.231          0.239          0.252          0.262          0.269          0.270          0.270          0.280          0.280          9.674          0.000          0.000        801.676            2.8          213.6           12.5           20.0           39.5           44.2           33.3           21.2           19.1           13.1           10.9            0.0        13887.4          229.8           28.8            0.0            0.6          0.002            0.0          524.1          25.21        510.260           2.18              0          1.000          1.000         14.396
             59           1963     28/02/1963          0.000          0.000          1.500          0.003          0.221          0.230          0.244          0.256          0.264          0.270          0.270          0.280          0.280          9.965          0.000          0.000        793.207            2.7          213.8           15.7           19.8           38.4           43.0           32.6           21.3           19.1           13.1           10.9            0.0        13887.2          229.8           32.8            0.0            0.6          0.002            0.0          524.4          21.92        529.580           2.18              0          1.000          1.000         36.106
             90           1963     31/03/1963          0.000          0.000          4.300          0.296          0.217          0.225          0.239          0.252          0.261          0.268          0.270          0.280          0.280          9.598          0.000          0.000        787.613           95.0          222.6           25.7           20.6           38.0           42.1           32.1           21.1           19.1           13.1           10.9            0.0        13883.6          229.9           32.3            0.0            0.6          0.026            0.0          541.0          19.30        722.960           2.18              0          1.000          1.000         79.648
            120           1963     30/04/1963          0.000          0.000         30.800          1.676          0.258          0.257          0.243          0.249          0.258          0.265          0.270          0.280          0.280         20.097          0.000          0.000        796.639           23.5          295.6           69.9           48.7           39.9           41.6           31.6           20.9           19.1           13.1           10.9            0.0        13876.8          229.4           28.9            0.0            0.5          0.074            0.0          667.8          20.15       1027.220           2.22              0          1.000          1.000         88.364
            151           1963     31/05/1963          0.000          0.000        113.200          3.734          0.248          0.254          0.266          0.270          0.271          0.273          0.273          0.284          0.285         41.211         12.751         31.862        820.281            1.7          315.3           23.3           50.7           66.6           53.7           40.7           27.9           24.9           15.6           11.8            1.0        13864.7          227.4           23.6            0.0            0.2          0.074           62.8          939.0          20.71       1555.640           2.45              0          1.000          1.000        130.992
            181           1963     30/06/1963          0.000          0.000         24.300          8.205          0.226          0.235          0.249          0.259          0.266          0.270          0.270          0.280          0.280         32.371          0.000          6.792        797.212            1.0          314.9           34.4           46.7           63.2           51.3           39.5           27.6           24.8           15.6           11.8            0.0        13839.6          221.1           15.6            0.0            0.1          0.074          444.1         1289.8          17.82       2244.020           3.35              0          1.000          1.000        187.911
            187           1963     06/07/1963          2.000          2.000         24.600          0.531          0.254          0.258          0.264          0.262          0.265          0.270          0.270          0.280          0.280         10.681          0.069          0.000        810.531            1.1          316.2           26.6           49.4           68.3           52.4           39.5           27.7           24.9           15.6           11.8            0.1        13835.5          219.9           14.8            0.0            0.1          0.000          444.1         1306.2          17.38       2285.480           3.35            185          1.000          1.000         21.542
            212           1963     31/07/1963          0.000          0.000         56.200          0.000          0.253          0.258          0.268          0.270          0.270          0.271          0.271          0.281          0.281         39.242          5.382          5.423        816.685            1.2          326.3           26.7           46.7           71.6           56.4           41.9           28.9           26.0           16.2           12.0            0.2        13811.1          218.4           16.8            0.6           24.2          0.000            0.0            0.0           0.00          0.000           0.00              0          1.000          1.000        166.417
            243           1963     31/08/1963          0.000          1.000         54.900          0.000          0.305          0.272          0.265          0.267          0.270          0.270          0.270          0.280          0.280         42.483          1.434          6.087        821.581            1.2          338.5           28.6           51.3           73.4           57.1           42.9           29.7           26.8           16.6           12.2            0.2        13780.3          211.1            9.9            0.3           12.4          0.000            0.0            0.0           0.00          0.000           0.00              0          1.000          1.000        173.689
            264           1963     21/09/1963          0.000          3.000        139.700          0.000          0.287          0.294          0.288          0.289          0.288          0.287          0.279          0.289          0.288         36.577         20.583         43.244        860.877            1.3          337.2            3.6           25.7           64.7           67.9           57.1           42.3           38.8           22.4           14.6            1.2        13771.4          209.4            8.7            0.1            4.7          0.000            0.0            0.0           0.00          0.000           0.00              0          1.000          1.000         42.243
            273           1963     30/09/1963          0.000          0.000         11.400          0.000          0.243          0.250          0.263          0.270          0.270          0.270          0.270          0.281          0.281         14.681          0.002         44.944        812.649           13.6          351.1           24.1           20.9           55.6           62.5           55.7           44.1           44.6           26.8           16.9            0.3        13767.9          208.4            8.5            0.1            3.6          0.080            0.0           18.4           3.98        121.660           0.11              0          1.000          1.000         28.530
            304           1963     31/10/1963          0.000          0.000         10.200         10.210          0.207          0.222          0.243          0.260          0.268          0.270          0.270          0.280          0.280         18.630          0.000          1.526        792.484            2.4          313.6           17.0           14.7           33.9           60.3           55.4           44.1           44.6           26.8           16.9            0.0        13759.1          206.0           13.1            0.1            3.3          1.411            0.0          864.4          65.43        472.060           4.12              0          1.000          1.000         74.432
            334           1963     30/11/1963          0.000          0.000         47.800          4.294          0.313          0.278          0.269          0.270          0.270          0.270          0.270          0.280          0.280         10.462          0.000          0.000        825.528            1.9          289.9            5.0           12.6           23.2           60.8           55.8           44.1           44.6           26.8           16.9            0.0        13757.0          205.8           26.1            0.1            2.9          0.734            0.0         1460.5          87.66        600.760           6.11              0          1.000          1.000         29.995
            365           1963     31/12/1963          0.000          0.000          7.800          0.000          0.262          0.265          0.270          0.270          0.270          0.270          0.270          0.280          0.280          3.382          0.000         11.617        818.329            1.9          288.5            3.7           11.3           22.5           55.8           56.1           45.6           47.1           28.5           17.8            0.1        13756.9          205.8           40.4            0.1            2.9          0.002            0.0         1460.5          75.04        600.760           6.11              0          1.000          1.000          8.151
             31           1964     31/01/1964          0.000          0.000          7.300          0.000          0.268          0.270          0.270          0.270          0.270          0.270          0.270          0.280          0.280          2.045          0.000          3.504        820.080            1.9          288.0            3.2           11.1           22.2           54.3           56.0           46.1           47.9           29.0           18.1            0.0        13756.9          205.8           52.6            0.1            2.9          0.002            0.0         1460.5          64.24        600.760           6.11              0          1.000          1.000          4.795
             60           1964     29/02/1964          0.000          0.000          2.500          0.000          0.265          0.268          0.270          0.270          0.270          0.270          0.270          0.280          0.280          1.925          0.000          1.408        819.246            1.9          287.8            3.1           10.9           22.1           53.7           56.0           46.3           48.2           29.2           18.2            0.0        13756.9          205.8           62.4            0.1            2.9          0.002            0.0         1460.5          55.55        600.760           6.11              0          1.000          1.000          4.514
             91           1964     31/03/1964          0.000          0.000         30.400          0.142          0.239          0.249          0.263          0.270          0.270          0.270          0.270          0.280          0.281         27.929          0.000         10.093        811.482           92.6          295.9           12.8            9.2           20.7           49.8           55.4           47.5           50.5           30.9           19.1            0.1        13754.7          207.4           64.7            0.1            2.5          0.019            0.0         1471.7          47.91        769.900           6.11              0          1.000          1.000         72.565
            121           1964     30/04/1964          0.000          0.000        101.800          1.064          0.264          0.267          0.274          0.274          0.275          0.275          0.273          0.283          0.283         33.725          2.923         46.499        829.070           19.0          362.2           28.3           35.4           33.9           40.3           50.1           50.3           60.7           39.3           23.9            0.7        13747.8          211.0           55.6            0.0            1.3          0.052            0.0         1582.9          44.26       1149.880           6.15              0          1.000          1.000         91.410
            152           1964     31/05/1964          0.000          0.000         98.800          2.299          0.256          0.260          0.269          0.272          0.273          0.275          0.274          0.284          0.285         39.679          1.572         58.332        825.988            1.5          366.8           10.5           29.6           44.4           41.3           44.9           48.1           67.8           49.1           31.1            0.9        13737.6          213.2           45.7            0.0            0.5          0.052           92.0         1771.0          40.06       1638.220           6.42              0          1.000          1.000        123.770
            182           1964     30/06/1964          0.000          0.000         34.700          5.274          0.262          0.263          0.260          0.263          0.268          0.270          0.270          0.280          0.280         34.332          0.000          9.204        811.879            0.9          359.2           14.7           30.2           42.8           39.1           42.4           45.2           64.7           48.7           31.4            0.0        13715.5          212.8           29.6            0.0            0.2          0.052          572.2         2030.3          34.47       2284.660           7.64              0          1.000          1.000        189.540
            189           1964     07/07/1964          2.000          2.000         10.400          0.619          0.255          0.257          0.259          0.263          0.268          0.270          0.270          0.280          0.280         11.707          0.000          0.000        809.953            1.0          360.1           15.7           30.0           43.0           39.2           42.4           45.1           64.7           48.6           31.4            0.0        13711.0          212.2           27.6            0.0            0.1          0.000          588.1         2053.4          33.45       2355.160           7.68            187          1.000          1.000         31.618
            213           1964     31/07/1964          0.000          0.000        131.300          0.000          0.252          0.256          0.267          0.270          0.270          0.271          0.271          0.282          0.283         53.440         17.178         52.722        817.913            1.6          356.7            7.5           19.1           40.5           41.6           42.2           44.0           67.9           55.5           38.4            0.9        13694.8          222.5           36.4            0.8           18.8          0.000            0.0            0.0           0.00          0.000           0.00              0          1.000          1.000        119.834
            244           1964     31/08/1964          0.000          1.000        110.100          0.000          0.252          0.256          0.266          0.270          0.270          0.270          0.270          0.281          0.281         59.141         20.389         32.895        815.588            1.4          360.5            8.5           17.8           38.5           41.2           42.1           43.3           68.7           58.3           42.0            0.5        13668.0          219.0           20.2            0.2            5.6          0.000            0.0            0.0           0.00          0.000           0.00              0          1.000          1.000        179.275
            264           1964     20/09/1964          0.000          3.000        151.000          0.000          0.258          0.262          0.269          0.271          0.272          0.274          0.274          0.285          0.286         39.642         29.317         71.254        826.375            1.4          340.2            2.6            8.5           26.4           35.0           39.6           42.2           70.3           64.7           50.7            0.9        13659.5          217.1           17.4            0.1            2.1          0.000            0.0            0.0           0.00          0.000           0.00              0          1.000          1.000         51.386
            274           1964     30/09/1964          0.000          0.000         27.200          0.000          0.247          0.254          0.267          0.270          0.271          0.271          0.271          0.281          0.281         16.851          1.657         19.403        815.663           16.3          349.7           15.9            9.6           24.7           33.7           38.6           41.3           69.5           64.7           51.6            0.1        13656.7          216.3           16.6            0.1            1.5          0.000            0.0            0.0           0.00        119.920           0.00              0          1.000          1.000         17.090
            305           1964     31/10/1964          0.000          0.000         87.200          2.056          0.267          0.270          0.273          0.273          0.274          0.274          0.273          0.283          0.283         35.363          2.436         35.209        827.799            3.8          331.1            4.9           10.5           18.4           29.6           36.3           40.2           69.4           66.7           55.0            0.4        13650.2          214.6           19.3            0.0            0.8          0.612            0.0          352.1          28.63        459.080           1.68              0          1.000          1.000         51.108
            335           1964     30/11/1964          0.000          0.000          5.600          2.307          0.244          0.245          0.251          0.262          0.270          0.270          0.270          0.280          0.280         18.876          0.000          8.160        804.057            2.9          314.6            4.5            6.3           10.4           28.4           35.6           39.5           68.7           66.3           55.0            0.0        13648.4          214.3           25.4            0.0            0.8          1.122            0.0          689.5          43.00        582.680           2.90              0          1.000          1.000         33.890
            366           1964     31/12/1964          0.000          0.000          4.700          0.000          0.233          0.240          0.251          0.261          0.268          0.270          0.270          0.280          0.280          7.498          0.000          0.000        801.259            2.9          314.7            4.7            6.3           10.6           28.3           35.4           39.5           68.7           66.3           55.0            0.0        13648.3          214.3           33.0            0.0            0.8          0.002            0.0          689.5          36.81        586.700           2.90              0          1.000          1.000         12.639
             31           1965     31/01/1965          0.000          0.000          1.500          0.000          0.221          0.230          0.243          0.255          0.263          0.270          0.270          0.280          0.280         10.435          0.000          0.000        792.324            2.8          314.9            5.7            6.1           11.0           27.8           34.8           39.5           68.7           66.3           55.0            0.0        13648.3          214.3           39.5            0.0            0.8          0.002            0.0          689.6          31.52        590.600           2.90              0          1.000          1.000         20.896
             59           1965     28/02/1965          0.000          0.000          4.000          0.002          0.218          0.228          0.240          0.251          0.260          0.267          0.270          0.280          0.280          8.283          0.000          0.000        788.038            2.7          315.1            6.3            6.3           11.4           27.5           34.5           39.1           68.7           66.3           55.0            0.0        13648.0          214.4           44.2            0.0            0.8          0.002            0.0          689.8          27.40        608.900           2.90              0          1.000          1.000         27.292
             90           1965     31/03/1965          0.000          0.000         19.700          0.056          0.241          0.245          0.250          0.252          0.258          0.265          0.270          0.280          0.280         11.928          0.000          0.000        795.754          100.5          317.8            7.0            7.9           12.4           27.6           34.2           38.8           68.7           66.3           55.0            0.0        13645.9          214.8           45.5            0.0            0.8          0.009            0.0          694.8          23.61        734.420           2.90              0          1.000          1.000         71.832
            120           1965     30/04/1965          0.000          0.000         63.100          1.048          0.255          0.260          0.269          0.271          0.271          0.272          0.271          0.281          0.281         32.107          1.564          4.994        819.141           19.1          398.9           47.9           35.9           22.1           27.6           34.8           39.3           68.8           66.8           55.7            0.3        13638.3          215.7           38.6            0.0            0.6          0.031            0.0          771.5          22.44       1086.980           2.92              0          1.000          1.000        115.607
            151           1965     31/05/1965          0.000          0.000         30.000          2.880          0.262          0.262          0.258          0.263          0.269          0.270          0.270          0.280          0.280         31.440          0.000          2.855        811.966            1.2          418.3           52.7           50.9           23.9           27.1           34.5           38.8           68.2           66.5           55.6            0.0        13620.5          214.2           27.2            0.0            0.4          0.031          112.7          920.0          20.67       1657.460           3.22              0          1.000          1.000        177.910
            181           1965     30/06/1965          0.000          0.000         37.900          3.728          0.247          0.249          0.253          0.262          0.269          0.270          0.270          0.280          0.280         31.964          1.640          6.803        805.731            1.1          418.2           44.6           51.3           33.2           27.7           33.7           38.0           67.2           66.4           56.1            0.2        13595.4          209.0           18.5            0.0            0.2          0.031          345.4         1080.5          17.78       2312.720           3.84              0          1.000          1.000        206.837
            184           1965     03/07/1965          2.000          2.000          3.600          0.000          0.249          0.252          0.254          0.262          0.269          0.270          0.270          0.280          0.280          2.734          0.000          0.000        806.596            1.1          418.8           43.7           52.5           33.5           27.7           33.6           38.0           67.2           66.4           56.1            0.0        13593.7          208.6           18.2            0.0            0.2          0.000          345.4         1080.5          17.60       2312.720           3.84            182          1.000          1.000          4.561
            212           1965     31/07/1965          0.000          0.000        114.000          0.000          0.242          0.249          0.261          0.269          0.270          0.270          0.270          0.280          0.280         58.535         14.800         37.002        810.259            1.2          415.1           23.8           41.3           52.1           36.3           33.8           36.4           65.8           67.0           58.6            0.8        13569.4          210.0           19.9            0.3            7.2          0.000            0.0            0.0           0.00          0.000           0.00              0          1.000          1.000        164.456
            243           1965     31/08/1965          0.000          1.000         98.400          0.000          0.269          0.269          0.267          0.270          0.270          0.270          0.270          0.280          0.280         56.967          9.315         23.761        818.616            1.2          416.9           18.2           37.7           56.6           41.3           35.3           36.0           64.9           67.1           59.9            0.5        13541.2          203.2           12.5            0.1            2.9          0.000            0.0            0.0           0.00          0.000           0.00              0          1.000          1.000        172.248
            264           1965     21/09/1965          0.000          3.000         13.700          0.000          0.239          0.246          0.258          0.268          0.270          0.270          0.270          0.280          0.280         20.872          0.481          3.099        807.864            1.3          421.1           24.7           35.3           55.8           41.8           35.6           36.0           64.8           67.1           60.0            0.1        13528.5          199.7           10.6            0.1            2.2          0.000            0.0            0.0           0.00          0.000           0.00              0          1.000          1.000         91.709
            273           1965     30/09/1965          0.000          0.000         11.000          0.048          0.248          0.252          0.259          0.266          0.270          0.270          0.270          0.280          0.280          9.124          0.000          0.003        809.689            5.8          449.3           46.8           40.4           56.8           41.6           35.6           36.0           64.8           67.1           60.0            0.0        13521.6          197.9            9.9            0.1            1.6          0.088            0.0           23.3           4.45        137.490           0.14              0          1.000          1.000         37.298
            304           1965     31/10/1965          0.000          0.000         61.000         11.029          0.261          0.261          0.252          0.264          0.270          0.270          0.270          0.280          0.280         37.912          1.008         10.613        810.128            1.7          396.3           15.7           31.1           40.7           43.8           36.7           36.0           64.5           67.1           60.6            0.2        13513.1          195.9           14.1            0.0            1.0          1.558            0.0          963.9          69.55        509.130           4.44              0          1.000          1.000         71.166
            334           1965     30/11/1965          0.000          0.000         13.300          5.470          0.242          0.246          0.256          0.265          0.270          0.270          0.270          0.280          0.280         11.470          0.000          0.000        806.488            1.5          373.6           12.4           22.2           33.9           40.0           36.7           36.1           64.5           67.1           60.6            0.0        13510.7          195.6           26.7            0.0            0.9          0.544            0.0         1643.9          92.96        651.570           6.28              0          1.000          1.000         32.537
            365           1965     31/12/1965          0.000          0.000          2.800          0.025          0.243          0.247          0.254          0.261          0.268          0.270          0.270          0.280          0.280          4.654          0.000          0.000        804.610            1.5          373.7           13.3           22.3           33.7           39.6           36.5           36.1           64.5           67.1           60.6            0.0        13510.6          195.6           40.7            0.0            0.9          0.002            0.0         1647.3          79.71        656.010           6.28              0          1.000          1.000         11.958
             31           1966     31/01/1966          0.000          0.000          1.400          0.001          0.229          0.237          0.248          0.257          0.265          0.270          0.270          0.280          0.280          8.568          0.000          0.000        797.440            1.4          373.8           15.8           21.6           33.1           38.9           36.1           36.1           64.5           67.1           60.6            0.0        13510.4          195.7           52.5            0.0            0.9          0.002            0.0         1647.4          68.25        671.850           6.28              0          1.000          1.000         21.863
