Summary_file = output\xifeng_w_n0.sum
Title = Continuous winter wheat at Xifeng with low N
       day      year           date          event           flag           rain           w_ep              sw(1)              sw(2)              sw(3)              sw(4)              sw(5)              sw(6)              sw(7)              sw(8)              sw(9)             es         runoff          drain         sw_dep          nh4()        tot_no3             no3(1)             no3(2)             no3(3)             no3(4)             no3(5)             no3(6)             no3(7)             no3(8)             no3(9)           dnit       hum_c(1)      biom_c(1)       fom_c(1)    surfaceom_n   surfaceom_wt          w_lai        w_yield      w_biomass      w_root_wt     w_root_dep       w_biom_n     w_mat       n_stress       w_stress             eo
     (day)    (year)             ()            (?)             ()           (mm)           (mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)           (mm)           (mm)           (mm)           (mm)        (kg/ha)        (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)      (m^2/m^2)        (kg/ha)        (kg/ha)        (g/m^2)           (mm)        (g/m^2)     (doy)             ()             ()           (mm)
       274      1996     30/09/1996          0.000          0.000         22.100          0.137              0.259              0.263              0.271              0.272              0.272              0.272              0.271              0.281              0.281         15.891          1.600          6.259        821.461          4.112        130.013             18.081             14.534             17.754             13.473             12.357             11.362             15.704             14.046             12.702          0.049      10159.444        164.431         12.683          0.077          2.743          0.107          0.000         35.245          5.552        171.250          0.201         0          1.000          1.000         39.810
       305      1996     31/10/1996          0.000          0.000         46.900          9.585              0.246              0.250              0.260              0.269              0.270              0.270              0.270              0.280              0.280         36.989          0.272         10.944        810.571          1.426         95.949              3.366              4.991              7.406             13.610             12.405             11.380             15.856             14.161             12.772          0.056      10153.768        162.785         17.405          0.043          1.551          1.537          0.000        952.633         69.049        538.390          3.180         0          0.973          1.000         69.869
       335      1996     30/11/1996          0.000          0.000         27.500          1.728              0.257              0.261              0.267              0.270              0.270              0.270              0.270              0.280              0.280          8.071          0.000         12.137        816.135          1.301         85.223              1.257              3.011              4.934              8.656             12.443             11.524             16.134             14.364             12.899          0.026      10152.748        162.636         29.630          0.040          1.446          0.688          0.000       1285.366         76.229        628.930          3.355         0          0.736          1.000         22.273
       366      1996     31/12/1996          0.000          0.000          0.000          0.007              0.236              0.243              0.255              0.265              0.270              0.270              0.270              0.280              0.280         10.740          0.000          0.033        805.355          1.189         85.550              1.846              2.915              4.885              8.516             12.450             11.527             16.138             14.369             12.903          0.000      10152.355        162.767         41.060          0.040          1.430          0.002          0.000       1286.651         65.313        677.050          3.355         0          1.000          1.000         23.635
        31      1997     31/01/1997          0.000          0.000          7.000          0.000              0.246              0.248              0.253              0.260              0.267              0.270              0.270              0.280              0.280          7.986          0.000          0.000        804.369          1.168         85.613              1.919              3.062              4.949              8.408             12.328             11.527             16.140             14.372             12.907          0.000      10152.301        162.792         51.453          0.040          1.429          0.002          0.000       1286.693         55.915        682.270          3.355         0          1.000          1.000         17.815
        59      1997     28/02/1997          0.000          0.000         11.400          0.002              0.241              0.247              0.254              0.262              0.269              0.270              0.270              0.280              0.280         10.795          0.000          0.000        804.973          1.121         85.686              1.848              3.111              4.999              8.412             12.364             11.528             16.141             14.374             12.909          0.000      10152.174        162.903         59.178          0.040          1.427          0.003          0.000       1287.007         48.604        706.450          3.355         0          1.000          1.000         27.176
        90      1997     31/03/1997          0.000          0.000         18.400          0.122              0.238              0.245              0.256              0.263              0.269              0.270              0.270              0.280              0.280         18.230          0.000          0.000        805.020          0.679         86.339              2.120              3.289              5.199              8.417             12.354             11.529             16.143             14.376             12.912          0.001      10150.300        164.577         59.783          0.035          1.268          0.013          0.000       1299.059         41.956        922.930          3.357         0          1.000          1.000         73.024
       120      1997     30/04/1997          0.000          0.000         11.900          0.762              0.230              0.237              0.248              0.258              0.265              0.270              0.270              0.280              0.280         18.110          0.000          0.000        798.049          0.501         87.305              2.911              3.669              5.349              8.304             12.119             11.515             16.146             14.379             12.914          0.000      10144.703        167.714         49.802          0.028          0.999          0.017          0.000       1358.343         37.481       1317.250          3.379         0          1.000          1.000        129.541
       151      1997     31/05/1997          0.000          0.000         23.800          1.645              0.228              0.236              0.248              0.257              0.264              0.270              0.270              0.280              0.280         23.660          0.000          0.000        796.544          0.725         84.278              4.096              4.826              5.792              7.539             10.294              9.838             14.591             14.384             12.919          0.000      10130.394        168.914         32.466          0.013          0.479          0.017        257.244       1443.002         32.294       1960.690          4.078         0          1.000          1.000        190.077
       171      1997     20/06/1997          2.000          2.000          9.200          1.301              0.227              0.236              0.244              0.254              0.262              0.268              0.270              0.280              0.280         11.454          0.000          0.000        792.989          0.782         88.042              5.642              6.612              6.593              7.526             10.185              9.732             14.527             14.303             12.922          0.000      10118.438        167.073         24.544          0.010          0.354          0.002        302.766       1491.461         29.360       2356.570          4.124       169          1.000          1.000        129.398
       181      1997     30/06/1997          0.000          0.000          1.700          0.000              0.221              0.230              0.242              0.253              0.261              0.267              0.270              0.280              0.280          4.767          0.000          0.000        789.922          1.477         94.565              8.308              8.875              8.100              7.618             10.182              9.716             14.532             14.308             12.925          0.000      10110.188        169.741         37.771          1.646         57.894          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         70.989
       212      1997     31/07/1997          0.000          0.000         67.200          0.000              0.288              0.280              0.269              0.260              0.261              0.267              0.270              0.280              0.280         39.212          0.776          0.000        817.134          1.043        108.913              7.571             16.848             14.380              8.320             10.280              9.712             14.547             14.321             12.934          0.026      10088.491        170.343         19.027          0.596         20.952          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000        189.270
       243      1997     31/08/1997          0.000          1.000         65.400          0.000              0.238              0.245              0.258              0.268              0.270              0.270              0.270              0.280              0.280         42.404         12.407         20.200        807.522          0.908        118.625             10.685             15.370             18.626             10.953             10.568              9.998             14.835             14.455             13.136          0.147      10067.106        164.023         12.101          0.281          9.889          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000        176.929
       264      1997     21/09/1997          0.000          3.000         54.300          0.000              0.249              0.255              0.268              0.270              0.271              0.272              0.271              0.282              0.282         23.269          9.861         11.213        817.480          1.046        123.223              8.150             15.855             21.898             13.093             10.958             10.186             15.100             14.638             13.344          0.117      10055.743        160.079         10.062          0.202          7.092          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         81.138
       273      1997     30/09/1997          0.000          0.000          8.100          0.000              0.241              0.248              0.260              0.269              0.270              0.270              0.270              0.280              0.280         12.676          0.000          3.280        809.623          8.826        136.505             21.760             16.064             21.660             13.061             10.933             10.134             15.044             14.568             13.279          0.002      10053.275        159.258          9.945          0.161          5.659          0.000          0.000          0.000          0.000        118.950          0.000         0          1.000          1.000         36.835
       304      1997     31/10/1997          0.000          0.000         12.600         11.696              0.197              0.217              0.240              0.258              0.268              0.270              0.270              0.280              0.280         21.472          0.000          0.015        789.040          1.354        100.319              6.645              6.740             10.336             12.646             10.877             10.145             15.058             14.581             13.290          0.000      10045.410        156.718         14.560          0.136          4.796          1.436          0.000        886.097         64.475        512.940          3.759         0          1.000          1.000         81.703
       334      1997     30/11/1997          0.000          0.000         20.600          6.089              0.250              0.250              0.240              0.250              0.260              0.268              0.270              0.280              0.280          7.895          0.000          0.000        795.656          1.187         91.880              2.947              6.022              7.769             11.523             10.593             10.074             15.065             14.589             13.298          0.000      10043.833        156.474         28.206          0.133          4.692          0.191          0.000       1498.812         86.446        631.140          4.033         0          0.909          1.000         31.867
       365      1997     31/12/1997          0.000          0.000          0.500          0.000              0.232              0.236              0.244              0.252              0.259              0.266              0.270              0.280              0.280          4.299          0.000          0.000        791.857          1.165         91.958              3.201              5.689              7.963             11.605             10.543              9.992             15.068             14.593             13.303          0.000      10043.774        156.497         42.172          0.133          4.672          0.002          0.000       1498.882         74.008        641.580          4.033         0          1.000          1.000         10.248
        31      1998     31/01/1998          0.000          0.000          2.900          0.000              0.228              0.234              0.243              0.251              0.258              0.265              0.270              0.280              0.280          5.126          0.000          0.000        789.630          1.157         91.984              3.400              5.651              7.988             11.536             10.491              9.947             15.070             14.595             13.306          0.000      10043.768        156.501         54.219          0.133          4.671          0.002          0.000       1498.889         63.357        642.540          4.033         0          1.000          1.000         12.210
        59      1998     28/02/1998          0.000          0.000          1.600          0.006              0.212              0.223              0.237              0.248              0.257              0.263              0.270              0.280              0.280          8.985          0.000          0.000        782.240          1.003         92.184              4.169              5.411              7.897             11.399             10.427              9.902             15.072             14.597             13.309          0.000      10043.387        156.888         62.061          0.131          4.606          0.003          0.000       1499.690         55.090        702.120          4.033         0          1.000          1.000         34.866
        90      1998     31/03/1998          0.000          0.000         30.500          0.056              0.239              0.240              0.248              0.254              0.258              0.263              0.270              0.280              0.280         18.825          0.000          0.000        793.859          0.618         92.630              3.336              5.866              8.478             11.564             10.503              9.901             15.073             14.599             13.311          0.002      10042.052        158.439         65.076          0.119          4.194          0.004          0.000       1504.504         47.298        862.920          4.033         0          1.000          1.000         63.083
       120      1998     30/04/1998          0.000          0.000         69.800          0.369              0.336              0.307              0.285              0.273              0.266              0.265              0.270              0.280              0.280         23.687          2.734          0.000        836.869          0.447         94.151              2.020              6.270              9.850             12.169             10.877              9.967             15.078             14.604             13.315          0.033      10033.012        163.893         45.584          0.073          2.567          0.006          0.000       1523.681         41.142       1363.140          4.039         0          1.000          1.000        133.006
       151      1998     31/05/1998          0.000          0.000        107.400          0.311              0.274              0.268              0.266              0.270              0.270              0.271              0.271              0.281              0.282         46.615          2.745         74.032        820.566          0.669         81.923              1.231              3.140              6.807              8.645              9.368              9.295             14.438             14.987             14.012          0.191      10024.268        165.200         37.241          0.025          0.891          0.006        230.599       1546.506         35.280       1883.700          4.740         0          1.000          1.000        142.469
       175      1998     24/06/1998          2.000          2.000         17.100          0.390              0.240              0.247              0.259              0.268              0.270              0.270              0.270              0.280              0.280         26.787          0.000          1.866        808.623          0.695         84.534              3.296              4.315              7.291              8.530              9.208              9.110             14.168             14.670             13.946          0.002      10012.068        164.440         27.344          0.010          0.350          0.002        247.449       1564.436         31.439       2351.341          4.861       173          1.000          1.000        140.811
       181      1998     30/06/1998          0.000          0.000          1.600          0.000              0.235              0.243              0.256              0.266              0.270              0.270              0.270              0.280              0.280          4.803          0.000          0.000        805.420          1.479         87.777              4.719              5.512              7.929              8.490              9.221              9.114             14.170             14.672             13.948          0.000      10007.684        167.009         49.081          2.021         65.867          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         48.800
       212      1998     31/07/1998          0.000          0.000        159.400          0.000              0.260              0.263              0.272              0.273              0.275              0.276              0.274              0.284              0.283         55.106         32.132         50.255        827.327          1.129         95.796              3.956              7.640             11.791              9.726              9.370              9.325             14.707             14.935             14.346          0.223       9988.991        171.530         24.349          0.755         24.626          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000        171.096
       243      1998     31/08/1998          0.000          1.000         77.900          0.000              0.256              0.260              0.269              0.271              0.272              0.273              0.272              0.283              0.283         54.585          5.645         23.065        821.931          1.085        103.383              5.076             10.073             14.585             10.700              9.548              9.290             14.754             14.945             14.414          0.100       9971.631        168.099         15.612          0.234          7.635          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000        152.619
       264      1998     21/09/1998          0.000          3.000         23.100          0.000              0.262              0.265              0.274              0.272              0.271              0.271              0.270              0.280              0.280         18.069          0.125          5.665        821.173          1.048        109.181              6.285             12.365             16.819             11.087              9.594              9.235             14.669             14.831             14.297          0.023       9959.715        163.606         12.328          0.215          7.005          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         90.233
       273      1998     30/09/1998          0.000          0.000          0.000          0.411              0.240              0.248              0.261              0.269              0.270              0.270              0.270              0.280              0.280          8.547          0.000          2.458        809.757          5.110        125.355             23.384             11.719             16.572             11.065              9.587              9.218             14.669             14.833             14.307          0.004       9955.907        162.198         11.881          0.182          5.922          0.114          0.000         39.249          5.970        164.360          0.226         0          1.000          1.000         40.664
       304      1998     31/10/1998          0.000          0.000         30.400          8.404              0.223              0.235              0.249              0.263              0.270              0.270              0.270              0.280              0.280         30.955          0.032          0.555        800.211          1.368         93.628              5.005              6.470              8.449             11.003              9.627              9.229             14.683             14.845             14.317          0.019       9949.428        160.225         15.501          0.116          3.771          1.419          0.000        874.889         62.599        562.700          3.226         0          0.998          1.000         61.694
       334      1998     30/11/1998          0.000          0.000          0.000         13.127              0.181              0.206              0.229              0.249              0.261              0.269              0.270              0.280              0.280         10.462          0.000          0.000        776.622          1.055         78.372              2.974              3.455              4.853              4.676              9.338              9.198             14.693             14.856             14.327          0.000       9945.711        159.504         26.243          0.116          3.771          2.676          0.000       2001.375        102.627        815.420          4.582         0          0.550          1.000         45.870
       365      1998     31/12/1998          0.000          0.000          0.000          0.853              0.170              0.200              0.225              0.244              0.256              0.264              0.270              0.280              0.280          7.135          0.000          0.000        768.634          0.947         77.778              3.349              3.245              4.629              4.483              9.148              9.030             14.698             14.862             14.334          0.000       9945.283        159.573         39.644          0.116          3.771          0.358          0.000       2118.127         91.136        871.820          3.865         0          0.959          1.000         23.344
        31      1999     31/01/1999          0.000          0.000          0.000          0.022              0.162              0.197              0.222              0.240              0.252              0.260              0.270              0.280              0.280          6.036          0.000          0.000        762.576          0.886         77.877              3.792              3.170              4.569              4.557              9.005              8.912             14.676             14.859             14.338          0.000       9945.180        159.640         51.609          0.116          3.771          0.002          0.000       2120.810         78.090        894.440          3.865         0          1.000          1.000         21.774
        59      1999     28/02/1999          0.000          0.000          0.000          0.008              0.162              0.193              0.219              0.237              0.250              0.259              0.268              0.279              0.280          4.523          0.000          0.000        758.046          0.712         78.088              4.234              3.144              4.541              4.613              8.920              8.851             14.618             14.825             14.341          0.000       9944.812        159.957         59.783          0.116          3.771          0.002          0.000       2121.770         67.892        965.720          3.865         0          1.000          1.000         44.931
        90      1999     31/03/1999          0.000          0.000          8.100          0.043              0.184              0.199              0.217              0.235              0.248              0.257              0.267              0.278              0.280          8.157          0.000          0.000        757.945          0.391         78.470              4.462              3.496              4.561              4.659              8.838              8.793             14.549             14.768             14.344          0.000       9943.352        161.383         62.952          0.109          3.544          0.003          0.000       2126.100         58.236       1168.040          3.867         0          1.000          1.000         77.972
       120      1999     30/04/1999          0.000          0.000         55.800          0.135              0.250              0.254              0.260              0.248              0.249              0.256              0.266              0.277              0.280         22.368          0.000          0.000        791.243          0.357         75.704              2.078              4.522              5.618              4.730              8.102              7.965             13.635             14.708             14.347          0.006       9937.210        165.455         50.995          0.051          1.661          0.003          0.000       2135.800         50.224       1600.040          4.223         0          1.000          1.000        122.620
       151      1999     31/05/1999          0.000          0.000         85.400          0.212              0.259              0.262              0.266              0.270              0.270              0.270              0.270              0.280              0.280         40.368          1.900         17.571        816.592          0.601         70.495              1.769              3.582              5.438              4.908              6.756              7.186             11.894             14.558             14.403          0.056       9926.040        167.288         36.863          0.014          0.448          0.003        314.335       2148.336         42.996       2188.040          4.805         0          1.000          1.000        164.502
       164      1999     13/06/1999          2.000          2.000         16.800          0.047              0.247              0.254              0.267              0.270              0.271              0.271              0.271              0.281              0.281         15.896          0.000          2.176        815.273          0.664         69.846              2.323              3.810              5.569              4.812              6.492              6.945             11.522             13.958             14.415          0.009       9921.061        167.075         32.728          0.007          0.239          0.002        316.223       2150.650         40.486       2362.460          4.992       162          1.000          1.000         58.824
       181      1999     30/06/1999          0.000          0.000         28.800          0.000              0.240              0.247              0.259              0.268              0.270              0.270              0.270              0.280              0.280         22.958          2.213         10.462        808.440          1.451         75.980              4.847              6.016              7.196              5.083              6.338              6.867             11.496             13.791             14.344          0.024       9912.017        175.229         43.591          1.338         63.442          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000        105.027
       212      1999     31/07/1999          0.000          0.000        142.800          0.000              0.252              0.256              0.266              0.270              0.270              0.270              0.270              0.281              0.281         62.106         22.356         51.133        815.644          1.063         81.855              4.105              7.547             10.945              7.424              6.455              6.615             11.406             13.236             14.123          0.182       9895.462        178.217         24.349          0.416         19.711          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000        175.136
       243      1999     31/08/1999          0.000          1.000         25.700          0.000              0.251              0.255              0.263              0.269              0.270              0.270              0.270              0.280              0.280         27.468          0.005          1.405        812.467          1.047         92.991              7.818             11.677             13.922              7.768              6.509              6.619             11.402             13.208             14.068          0.004       9875.599        171.506         14.984          0.259         12.298          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000        177.927
       264      1999     21/09/1999          0.000          3.000         20.200          0.000              0.255              0.258              0.262              0.266              0.270              0.270              0.270              0.280              0.280         20.181          0.000          0.000        812.485          1.103         98.568              9.152             14.165             15.476              7.897              6.542              6.628             11.413             13.217             14.076          0.000       9865.464        167.638         12.373          0.190          8.992          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         73.197
       273      1999     30/09/1999          0.000          0.000         12.400          0.008              0.264              0.265              0.261              0.266              0.270              0.270              0.270              0.280              0.280         10.118          0.000          0.000        814.759          5.543        115.910             22.647             17.251             16.121              7.982              6.556              6.632             11.418             13.222             14.080          0.000       9861.876        166.255         11.991          0.151          7.150          0.085          0.000         21.706          4.289        139.220          0.127         0          1.000          1.000         27.765
       304      1999     31/10/1999          0.000          0.000         32.600          9.138              0.250              0.252              0.248              0.261              0.269              0.270              0.270              0.280              0.280         24.893          0.000          8.672        804.656          1.446         83.751              4.921              8.109              9.666              9.021              6.797              6.647             11.407             13.148             14.035          0.057       9855.838        164.126         15.520          0.124          5.883          1.317          0.000        809.691         57.743        526.460          3.110         0          1.000          1.000         68.249
       334      1999     30/11/1999          0.000          0.000          6.000          6.121              0.223              0.230              0.242              0.255              0.263              0.270              0.270              0.280              0.280         12.156          0.000          0.000        792.379          1.238         68.489              2.433              3.609              5.286              5.229              6.670              6.648             11.414             13.157             14.043          0.000       9854.074        163.873         26.787          0.104          4.910          0.580          0.000       1589.455         85.637        689.960          3.867         0          0.799          1.000         33.983
       365      1999     31/12/1999          0.000          0.000          0.700          0.121              0.209              0.222              0.238              0.251              0.260              0.267              0.270              0.280              0.280          8.135          0.000          0.000        784.824          1.180         68.715              2.956              3.518              5.250              5.191              6.588              6.583             11.419             13.162             14.049          0.000       9853.863        163.907         39.234          0.103          4.874          0.002          0.000       1607.253         73.938        716.720          3.867         0          1.000          1.000         20.652
        31      2000     31/01/2000          0.000          0.000         10.300          0.000              0.239              0.240              0.243              0.249              0.257              0.264              0.270              0.280              0.280          4.020          0.000          0.000        791.103          1.152         68.790              2.508              4.015              5.405              5.196              6.518              6.510             11.420             13.164             14.052          0.000       9853.791        163.932         50.064          0.103          4.870          0.002          0.000       1607.318         63.299        725.780          3.867         0          1.000          1.000          9.953
        60      2000     29/02/2000          0.000          0.000          7.000          0.002              0.226              0.235              0.242              0.249              0.256              0.263              0.270              0.280              0.280         10.350          0.000          0.000        787.752          1.100         68.866              2.635              3.998              5.408              5.206              6.498              6.480             11.421             13.166             14.054          0.000       9853.672        164.031         58.470          0.102          4.848          0.002          0.000       1607.570         54.743        745.220          3.867         0          1.000          1.000         31.709
        91      2000     31/03/2000          0.000          0.000          6.100          0.160              0.214              0.224              0.237              0.247              0.255              0.262              0.270              0.280              0.280         12.207          0.000          0.000        781.485          0.535         69.647              3.355              4.091              5.446              5.190              6.463              6.454             11.422             13.168             14.057          0.000       9851.191        166.219         56.886          0.090          4.270          0.009          0.000       1620.300         47.230        993.440          3.871         0          1.000          1.000         98.418
       121      2000     30/04/2000          0.000          0.000         15.900          0.566              0.215              0.225              0.237              0.247              0.254              0.261              0.270              0.280              0.280         15.485          0.000          0.000        781.333          0.508         70.966              3.925              4.620              5.704              5.209              6.435              6.436             11.414             13.164             14.060          0.000       9844.046        169.161         44.673          0.076          3.601          0.009          0.000       1658.044         41.349       1420.520          3.882         0          1.000          1.000        142.305
       152      2000     31/05/2000          0.000          0.000         16.600          0.976              0.218              0.227              0.238              0.247              0.254              0.261              0.269              0.279              0.280         15.615          0.000          0.000        781.342          0.748         68.129              4.663              5.437              5.847              4.596              5.356              5.294              9.718             13.153             14.065          0.000       9828.821        168.759         29.123          0.055          2.617          0.009        273.690       1702.880         35.441       2116.400          4.620         0          1.000          1.000        185.733
       165      2000     13/06/2000          2.000          2.000         22.300          0.223              0.237              0.243              0.252              0.252              0.255              0.261              0.269              0.279              0.280         10.976          0.000          0.000        792.443          0.775         69.165              4.374              6.364              6.762              4.726              5.306              5.214              9.537             12.814             14.067          0.011       9822.690        167.707         25.536          0.032          1.524          0.002        282.469       1713.348         33.372       2326.340          4.739       163          1.000          1.000         63.931
       182      2000     30/06/2000          0.000          0.000         76.500          0.000              0.249              0.255              0.267              0.271              0.271              0.272              0.272              0.282              0.282         38.215          6.569          5.880        818.279          1.575         75.321              4.197              7.515              9.740              6.183              5.714              5.489              9.603             12.772             14.108          0.055       9814.696        176.001         38.459          0.852         31.413          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         96.063
       213      2000     31/07/2000          0.000          0.000         57.300          0.000              0.251              0.255              0.262              0.269              0.270              0.270              0.270              0.280              0.280         48.710          3.658         10.876        812.335          1.035         88.224              8.603             11.927             13.449              6.966              5.826              5.486              9.529             12.521             13.916          0.032       9793.282        172.812         19.192          0.379         13.984          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000        203.818
       244      2000     31/08/2000          0.000          1.000         99.800          0.000              0.240              0.247              0.260              0.269              0.270              0.270              0.270              0.280              0.280         53.548         18.815         30.549        809.222          1.033         94.639              8.172             12.141             16.881              9.795              6.771              5.765              9.512             12.013             13.589          0.138       9776.550        167.235         13.158          0.128          4.727          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000        152.103
       264      2000     20/09/2000          0.000          3.000         16.100          0.000              0.237              0.244              0.257              0.266              0.270              0.270              0.270              0.280              0.280         18.644          0.180          0.027        806.471          1.034         99.600             10.494             13.473             18.010              9.911              6.802              5.773              9.522             12.021             13.595          0.008       9767.603        163.547         11.198          0.104          3.841          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         86.102
       274      2000     30/09/2000          0.000          0.000         58.400          0.012              0.279              0.283              0.280              0.280              0.279              0.279              0.275              0.284              0.283         15.039          3.431          5.678        840.711          5.741        115.910             10.112             20.112             22.930             13.084              8.002              6.222              9.718             12.057             13.673          0.132       9764.215        162.240         10.779          0.071          2.613          0.085          0.000         21.658          4.284        136.550          0.126         0          1.000          1.000         21.494
       305      2000     31/10/2000          0.000          0.000         65.500          1.504              0.248              0.254              0.265              0.270              0.270              0.270              0.270              0.280              0.280         33.386          9.197         48.963        813.161          2.004        101.244              5.744             10.334             17.270             15.987             10.280              7.258              9.989             11.411             12.970          0.178       9760.370        160.850         13.728          0.046          1.695          0.498          0.000        278.895         22.782        447.110          1.349         0          1.000          1.000         47.772
       335      2000     30/11/2000          0.000          0.000         13.100          2.023              0.245              0.250              0.259              0.266              0.270              0.270              0.270              0.280              0.280         15.265          0.000          0.004        808.970          1.699         93.859              4.923              8.172             13.012             15.808             10.291              7.262              9.995             11.418             12.977          0.000       9759.354        160.559         19.079          0.043          1.594          0.455          0.000        473.888         30.693        531.110          2.007         0          1.000          1.000         28.187
