ApsimVersion = 6.0
Title = Wheat Lucerne Rotation
           Date       whtYield lucerneBiomass            alw  stocking_rate
     01/11/1945            0.0            0.0          0.000          0.000
     01/12/1945            0.0           10.5          0.000          0.000
     01/01/1946            0.0          149.8          0.000          0.000
     01/02/1946            0.0         1950.4          0.000          0.000
     01/03/1946            0.0         1350.3        207.288          0.400
     01/04/1946            0.0          588.3        219.178          0.400
     01/05/1946            0.0          348.6        230.685          0.400
     01/06/1946            0.0          285.9        242.301          0.400
     01/07/1946            0.0           98.4        245.589          0.400
     01/08/1946            0.0           65.6        248.986          0.400
     01/09/1946            0.0          190.8        252.657          0.400
     01/10/1946            0.0          337.9        264.164          0.400
     01/11/1946            0.0          458.6        276.055          0.400
     01/12/1946            0.0          547.6        287.946          0.400
     01/01/1947            0.0          412.2        311.727          0.400
     01/02/1947            0.0          125.6        335.508          0.400
     01/03/1947            0.0          210.1        356.603          0.400
     01/04/1947            0.0          370.9        368.494          0.400
     01/05/1947            0.0          336.7        380.001          0.400
     01/06/1947            0.0          244.9        391.618          0.400
     01/07/1947            0.0          145.1        394.906          0.400
     01/08/1947            0.0          122.3        398.303          0.400
     01/09/1947            0.0          181.0        401.974          0.400
     01/10/1947            0.0          287.5        413.482          0.400
     01/11/1947            0.0            0.0          0.000          0.000
     01/12/1947            0.0            0.0          0.000          0.000
     01/01/1948            0.0            0.0          0.000          0.000
     01/02/1948            0.0            0.0          0.000          0.000
     01/03/1948            0.0            0.0          0.000          0.000
     01/04/1948            0.0            0.0          0.000          0.000
     01/05/1948            0.0            0.0          0.000          0.000
     01/06/1948            0.0            0.0          0.000          0.000
     01/07/1948            0.0            0.0          0.000          0.000
     01/08/1948            0.0            0.0          0.000          0.000
     01/09/1948            0.0            0.0          0.000          0.000
     01/10/1948            0.0            0.0          0.000          0.000
     01/11/1948         3078.7            0.0          0.000          0.000
     12/11/1948         3157.0            0.0          0.000          0.000
     01/12/1948            0.0            0.0          0.000          0.000
     01/01/1949            0.0           28.4          0.000          0.000
     01/02/1949            0.0          709.0          0.000          0.000
     01/03/1949            0.0         1965.4          0.000          0.000
     01/04/1949            0.0          726.8        208.438          0.400
     01/05/1949            0.0          383.6        219.945          0.400
     01/06/1949            0.0          232.4        231.562          0.400
     01/07/1949            0.0          122.8        234.849          0.400
     01/08/1949            0.0          146.6        238.246          0.400
     01/09/1949            0.0          219.9        241.918          0.400
     01/10/1949            0.0          334.4        253.424          0.400
     01/11/1949            0.0          467.2        265.315          0.400
     01/12/1949            0.0          562.9        277.206          0.400
     01/01/1950            0.0          671.0        300.987          0.400
     01/02/1950            0.0          617.0        324.767          0.400
     01/03/1950            0.0          397.2        345.863          0.400
     01/04/1950            0.0          406.9        357.754          0.400
     01/05/1950            0.0          330.8        369.261          0.400
     01/06/1950            0.0          219.9        380.878          0.400
     01/07/1950            0.0          127.2        384.166          0.400
     01/08/1950            0.0           83.3        387.563          0.400
     01/09/1950            0.0          231.6        391.234          0.400
     01/10/1950            0.0          353.9        402.742          0.400
     01/11/1950            0.0          452.9        414.632          0.400
     01/12/1950            0.0            0.0          0.000          0.000
     01/01/1951            0.0            0.0          0.000          0.000
     01/02/1951            0.0            0.0          0.000          0.000
     01/03/1951            0.0            0.0          0.000          0.000
     01/04/1951            0.0            0.0          0.000          0.000
     01/05/1951            0.0            0.0          0.000          0.000
     01/06/1951            0.0            0.0          0.000          0.000
     01/07/1951            0.0            0.0          0.000          0.000
     01/08/1951            0.0            0.0          0.000          0.000
     01/09/1951            0.0            0.0          0.000          0.000
     01/10/1951            0.0            0.0          0.000          0.000
     01/11/1951         2443.4            0.0          0.000          0.000
     18/11/1951         2915.8            0.0          0.000          0.000
     01/12/1951            0.0            0.0          0.000          0.000
     01/01/1952            0.0           10.5          0.000          0.000
     01/02/1952            0.0          116.5          0.000          0.000
     01/03/1952            0.0         1346.3          0.000          0.000
     01/04/1952            0.0         1038.6        204.219          0.400
     01/05/1952            0.0          423.9        215.726          0.400
     01/06/1952            0.0          231.4        227.342          0.400
     01/07/1952            0.0          141.0        230.630          0.400
     01/08/1952            0.0          102.6        234.027          0.400
     01/09/1952            0.0          215.0        237.698          0.400
     01/10/1952            0.0          308.3        249.205          0.400
     01/11/1952            0.0          444.2        261.096          0.400
     01/12/1952            0.0          555.0        272.987          0.400
     01/01/1953            0.0          558.9        296.767          0.400
     01/02/1953            0.0          523.2        320.548          0.400
     01/03/1953            0.0          465.7        341.644          0.400
     01/04/1953            0.0          428.6        353.535          0.400
     01/05/1953            0.0          320.9        365.042          0.400
     01/06/1953            0.0          238.2        376.659          0.400
     01/07/1953            0.0          119.0        379.947          0.400
     01/08/1953            0.0          127.3        383.344          0.400
     01/09/1953            0.0          156.3        387.015          0.400
     01/10/1953            0.0          350.1        398.522          0.400
     01/11/1953            0.0          421.3        410.413          0.400
     01/12/1953            0.0            0.0          0.000          0.000
     01/01/1954            0.0            0.0          0.000          0.000
     01/02/1954            0.0            0.0          0.000          0.000
     01/03/1954            0.0            0.0          0.000          0.000
     01/04/1954            0.0            0.0          0.000          0.000
     01/05/1954            0.0            0.0          0.000          0.000
     01/06/1954            0.0            0.0          0.000          0.000
     01/07/1954            0.0            0.0          0.000          0.000
     01/08/1954            0.0            0.0          0.000          0.000
     01/09/1954            0.0            0.0          0.000          0.000
     01/10/1954            0.0            0.0          0.000          0.000
     01/11/1954         2212.4            0.0          0.000          0.000
     19/11/1954         2756.4            0.0          0.000          0.000
     01/12/1954            0.0           10.4          0.000          0.000
     01/01/1955            0.0          106.9          0.000          0.000
     01/02/1955            0.0         1911.4          0.000          0.000
     01/03/1955            0.0         1331.0        206.521          0.400
     01/04/1955            0.0          546.1        218.411          0.400
     01/05/1955            0.0          323.4        229.918          0.400
     01/06/1955            0.0          209.8        241.534          0.400
     01/07/1955            0.0          165.7        244.822          0.400
     01/08/1955            0.0          134.4        248.219          0.400
     01/09/1955            0.0          224.2        251.890          0.400
     01/10/1955            0.0          355.5        263.397          0.400
     01/11/1955            0.0          424.8        275.288          0.400
     01/12/1955            0.0          551.6        287.179          0.400
     01/01/1956            0.0          606.8        310.960          0.400
     01/02/1956            0.0          509.7        334.740          0.400
     01/03/1956            0.0          490.5        356.603          0.400
     01/04/1956            0.0          300.5        368.494          0.400
     01/05/1956            0.0          293.9        380.001          0.400
     01/06/1956            0.0          206.6        391.618          0.400
     01/07/1956            0.0          141.0        394.906          0.400
     01/08/1956            0.0          154.4        398.303          0.400
     01/09/1956            0.0          159.4        401.974          0.400
     01/10/1956            0.0          283.1        413.482          0.400
     01/11/1956            0.0            0.0          0.000          0.000
     01/12/1956            0.0            0.0          0.000          0.000
     01/01/1957            0.0            0.0          0.000          0.000
     01/02/1957            0.0            0.0          0.000          0.000
     01/03/1957            0.0            0.0          0.000          0.000
     01/04/1957            0.0            0.0          0.000          0.000
     01/05/1957            0.0            0.0          0.000          0.000
     01/06/1957            0.0            0.0          0.000          0.000
     01/07/1957            0.0            0.0          0.000          0.000
     01/08/1957            0.0            0.0          0.000          0.000
     01/09/1957            0.0            0.0          0.000          0.000
     01/10/1957            0.0            0.0          0.000          0.000
     01/11/1957         2852.1            0.0          0.000          0.000
     07/11/1957         2897.7            0.0          0.000          0.000
     01/12/1957            0.0            0.0          0.000          0.000
     01/01/1958            0.0           10.6          0.000          0.000
     01/02/1958            0.0          106.0          0.000          0.000
     01/03/1958            0.0         1416.4          0.000          0.000
     01/04/1958            0.0          836.6        204.986          0.400
     01/05/1958            0.0          413.6        216.493          0.400
     01/06/1958            0.0          288.0        228.109          0.400
     01/07/1958            0.0          170.7        231.397          0.400
     01/08/1958            0.0          189.3        234.794          0.400
     01/09/1958            0.0          266.5        238.466          0.400
     01/10/1958            0.0          334.9        249.972          0.400
     01/11/1958            0.0          516.9        261.863          0.400
     01/12/1958            0.0          538.0        273.754          0.400
     01/01/1959            0.0          589.9        297.535          0.400
     01/02/1959            0.0          493.2        321.315          0.400
     01/03/1959            0.0          530.3        342.411          0.400
     01/04/1959            0.0          384.5        354.302          0.400
     01/05/1959            0.0          366.4        365.809          0.400
     01/06/1959            0.0          224.3        377.426          0.400
     01/07/1959            0.0          165.5        380.714          0.400
     01/08/1959            0.0          189.2        384.111          0.400
     01/09/1959            0.0          261.1        387.782          0.400
     01/10/1959            0.0          405.9        399.289          0.400
     01/11/1959            0.0          408.2        411.180          0.400
     01/12/1959            0.0            0.0          0.000          0.000
     01/01/1960            0.0            0.0          0.000          0.000
     01/02/1960            0.0            0.0          0.000          0.000
     01/03/1960            0.0            0.0          0.000          0.000
     01/04/1960            0.0            0.0          0.000          0.000
     01/05/1960            0.0            0.0          0.000          0.000
     01/06/1960            0.0            0.0          0.000          0.000
     01/07/1960            0.0            0.0          0.000          0.000
     01/08/1960            0.0            0.0          0.000          0.000
     01/09/1960            0.0            0.0          0.000          0.000
     01/10/1960            0.0            0.0          0.000          0.000
     01/11/1960         2434.6            0.0          0.000          0.000
     20/11/1960         3074.5            0.0          0.000          0.000
     01/12/1960            0.0            0.0          0.000          0.000
     01/01/1961            0.0           27.4          0.000          0.000
     01/02/1961            0.0          679.1          0.000          0.000
     01/03/1961            0.0         2141.1          0.000          0.000
     01/04/1961            0.0          811.1        208.822          0.400
     01/05/1961            0.0          381.1        220.329          0.400
     01/06/1961            0.0          223.2        231.945          0.400
     01/07/1961            0.0          116.2        235.233          0.400
     01/08/1961            0.0           91.0        238.630          0.400
     01/09/1961            0.0          224.1        242.301          0.400
     01/10/1961            0.0          363.0        253.808          0.400
     01/11/1961            0.0          488.8        265.699          0.400
     01/12/1961            0.0          491.0        277.590          0.400
     01/01/1962            0.0          514.0        301.370          0.400
     01/02/1962            0.0          496.3        325.151          0.400
     01/03/1962            0.0          580.1        346.247          0.400
     01/04/1962            0.0          384.9        358.138          0.400
     01/05/1962            0.0          322.7        369.645          0.400
     01/06/1962            0.0          216.5        381.262          0.400
     01/07/1962            0.0          174.5        384.549          0.400
     01/08/1962            0.0          182.3        387.947          0.400
     01/09/1962            0.0          197.0        391.618          0.400
     01/10/1962            0.0          325.3        403.125          0.400
     01/11/1962            0.0          447.7        415.016          0.400
     01/12/1962            0.0            0.0          0.000          0.000
     01/01/1963            0.0            0.0          0.000          0.000
     01/02/1963            0.0            0.0          0.000          0.000
     01/03/1963            0.0            0.0          0.000          0.000
     01/04/1963            0.0            0.0          0.000          0.000
     01/05/1963            0.0            0.0          0.000          0.000
     01/06/1963            0.0            0.0          0.000          0.000
     01/07/1963            0.0            0.0          0.000          0.000
     01/08/1963            0.0            0.0          0.000          0.000
     01/09/1963            0.0            0.0          0.000          0.000
     01/10/1963         2533.2            0.0          0.000          0.000
     23/10/1963         2929.4            0.0          0.000          0.000
     01/11/1963            0.0            0.0          0.000          0.000
     01/12/1963            0.0           10.8          0.000          0.000
     01/01/1964            0.0          118.3          0.000          0.000
     01/02/1964            0.0         1906.7          0.000          0.000
     01/03/1964            0.0         1122.8        210.356          0.400
     01/04/1964            0.0          464.3        222.246          0.400
     01/05/1964            0.0          356.3        233.753          0.400
     01/06/1964            0.0          212.4        245.370          0.400
     01/07/1964            0.0          189.4        248.657          0.400
     01/08/1964            0.0          201.0        252.055          0.400
     01/09/1964            0.0          215.2        255.726          0.400
     01/10/1964            0.0          312.9        267.233          0.400
     01/11/1964            0.0          444.5        279.124          0.400
     01/12/1964            0.0          567.4        291.015          0.400
     01/01/1965            0.0          578.0        314.795          0.400
     01/02/1965            0.0          564.0        338.576          0.400
     01/03/1965            0.0          558.2        359.672          0.400
     01/04/1965            0.0          428.5        371.563          0.400
     01/05/1965            0.0          135.0        383.070          0.400
     01/06/1965            0.0           56.9        394.687          0.400
     01/07/1965            0.0           51.5        397.975          0.400
     01/08/1965            0.0           59.6        401.372          0.400
     01/09/1965            0.0          186.1        405.043          0.400
     01/10/1965            0.0          383.1        416.550          0.400
     01/11/1965            0.0            0.0          0.000          0.000
     01/12/1965            0.0            0.0          0.000          0.000
     01/01/1966            0.0            0.0          0.000          0.000
     01/02/1966            0.0            0.0          0.000          0.000
     01/03/1966            0.0            0.0          0.000          0.000
     01/04/1966            0.0            0.0          0.000          0.000
     01/05/1966            0.0            0.0          0.000          0.000
     01/06/1966            0.0            0.0          0.000          0.000
     01/07/1966            0.0            0.0          0.000          0.000
     01/08/1966            0.0            0.0          0.000          0.000
     01/09/1966            0.0            0.0          0.000          0.000
     01/10/1966          301.5            0.0          0.000          0.000
     01/11/1966         3006.1            0.0          0.000          0.000
     09/11/1966         3036.7            0.0          0.000          0.000
     01/12/1966            0.0           22.1          0.000          0.000
     01/01/1967            0.0          172.6          0.000          0.000
     01/02/1967            0.0         2009.8          0.000          0.000
     01/03/1967            0.0          883.1        214.959          0.400
     01/04/1967            0.0          493.8        226.849          0.400
     01/05/1967            0.0          398.6        238.356          0.400
     01/06/1967            0.0          250.8        249.972          0.400
     01/07/1967            0.0          119.3        253.260          0.400
     01/08/1967            0.0          170.0        256.657          0.400
     01/09/1967            0.0          246.5        260.329          0.400
     01/10/1967            0.0          396.2        271.836          0.400
     01/11/1967            0.0          491.6        283.727          0.400
     01/12/1967            0.0          658.2        295.617          0.400
     01/01/1968            0.0          520.1        319.398          0.400
     01/02/1968            0.0          574.3        343.179          0.400
     01/03/1968            0.0          516.0        365.042          0.400
     01/04/1968            0.0          442.0        376.933          0.400
     01/05/1968            0.0          335.2        388.440          0.400
     01/06/1968            0.0          219.1        400.057          0.400
     01/07/1968            0.0          159.8        403.344          0.400
     01/08/1968            0.0          107.2        406.742          0.400
     01/09/1968            0.0          177.4        410.413          0.400
     01/10/1968            0.0          362.7        421.920          0.400
     01/11/1968            0.0            0.0          0.000          0.000
     01/12/1968            0.0            0.0          0.000          0.000
     01/01/1969            0.0            0.0          0.000          0.000
     01/02/1969            0.0            0.0          0.000          0.000
     01/03/1969            0.0            0.0          0.000          0.000
     01/04/1969            0.0            0.0          0.000          0.000
     01/05/1969            0.0            0.0          0.000          0.000
     01/06/1969            0.0            0.0          0.000          0.000
     01/07/1969            0.0            0.0          0.000          0.000
     01/08/1969            0.0            0.0          0.000          0.000
     01/09/1969          155.8            0.0          0.000          0.000
     01/10/1969         2476.4            0.0          0.000          0.000
     18/10/1969         2598.6            0.0          0.000          0.000
     01/11/1969            0.0            0.0          0.000          0.000
     01/12/1969            0.0           13.7          0.000          0.000
     01/01/1970            0.0          207.7          0.000          0.000
     01/02/1970            0.0         2173.6          0.000          0.000
     01/03/1970            0.0         1149.7        210.356          0.400
     01/04/1970            0.0          565.4        222.246          0.400
     01/05/1970            0.0          380.7        233.753          0.400
     01/06/1970            0.0          237.3        245.370          0.400
     01/07/1970            0.0          214.8        248.657          0.400
     01/08/1970            0.0          134.2        252.055          0.400
     01/09/1970            0.0          238.1        255.726          0.400
     01/10/1970            0.0          324.6        267.233          0.400
     01/11/1970            0.0          495.0        279.124          0.400
     01/12/1970            0.0          525.0        291.015          0.400
     01/01/1971            0.0          487.2        314.795          0.400
     01/02/1971            0.0          407.1        338.576          0.400
     01/03/1971            0.0          425.7        359.672          0.400
     01/04/1971            0.0          382.2        371.563          0.400
     01/05/1971            0.0          366.0        383.070          0.400
     01/06/1971            0.0          256.0        394.687          0.400
     01/07/1971            0.0          163.0        397.975          0.400
     01/08/1971            0.0          123.8        401.372          0.400
     01/09/1971            0.0          223.4        405.043          0.400
     01/10/1971            0.0          374.5        416.550          0.400
     01/11/1971            0.0            0.0          0.000          0.000
     01/12/1971            0.0            0.0          0.000          0.000
     01/01/1972            0.0            0.0          0.000          0.000
     01/02/1972            0.0            0.0          0.000          0.000
     01/03/1972            0.0            0.0          0.000          0.000
     01/04/1972            0.0            0.0          0.000          0.000
     01/05/1972            0.0            0.0          0.000          0.000
     01/06/1972            0.0            0.0          0.000          0.000
     01/07/1972            0.0            0.0          0.000          0.000
     01/08/1972            0.0            0.0          0.000          0.000
     01/09/1972            0.0            0.0          0.000          0.000
     01/10/1972            0.0            0.0          0.000          0.000
     01/11/1972         3165.9            0.0          0.000          0.000
     12/11/1972         3711.7            0.0          0.000          0.000
     01/12/1972            0.0            0.0          0.000          0.000
     01/01/1973            0.0          107.6          0.000          0.000
     01/02/1973            0.0         1326.1          0.000          0.000
     01/03/1973            0.0         1797.5        201.151          0.400
     01/04/1973            0.0          619.9        213.041          0.400
     01/05/1973            0.0          380.0        224.548          0.400
     01/06/1973            0.0          270.4        236.164          0.400
     01/07/1973            0.0          159.0        239.452          0.400
     01/08/1973            0.0          144.8        242.849          0.400
     01/09/1973            0.0          215.1        246.520          0.400
     01/10/1973            0.0          328.9        258.027          0.400
     01/11/1973            0.0          397.7        269.918          0.400
     01/12/1973            0.0          518.9        281.809          0.400
     01/01/1974            0.0          463.2        305.590          0.400
     01/02/1974            0.0          427.3        329.370          0.400
     01/03/1974            0.0          468.3        350.466          0.400
     01/04/1974            0.0          408.6        362.357          0.400
     01/05/1974            0.0          307.1        373.864          0.400
     01/06/1974            0.0          191.0        385.481          0.400
     01/07/1974            0.0          115.7        388.769          0.400
     01/08/1974            0.0           98.1        392.166          0.400
     01/09/1974            0.0          117.8        395.837          0.400
     01/10/1974            0.0          227.4        407.345          0.400
     01/11/1974            0.0            0.0          0.000          0.000
     01/12/1974            0.0            0.0          0.000          0.000
     01/01/1975            0.0            0.0          0.000          0.000
     01/02/1975            0.0            0.0          0.000          0.000
     01/03/1975            0.0            0.0          0.000          0.000
     01/04/1975            0.0            0.0          0.000          0.000
     01/05/1975            0.0            0.0          0.000          0.000
     01/06/1975            0.0            0.0          0.000          0.000
     01/07/1975            0.0            0.0          0.000          0.000
     01/08/1975            0.0            0.0          0.000          0.000
     01/09/1975            0.0            0.0          0.000          0.000
     01/10/1975            0.0            0.0          0.000          0.000
     01/11/1975         2888.6            0.0          0.000          0.000
     13/11/1975         3106.0            0.0          0.000          0.000
     01/12/1975            0.0            0.0          0.000          0.000
     01/01/1976            0.0           10.3          0.000          0.000
     01/02/1976            0.0           69.2          0.000          0.000
     01/03/1976            0.0         1280.5          0.000          0.000
     01/04/1976            0.0         1010.1        204.219          0.400
     01/05/1976            0.0          398.2        215.726          0.400
     01/06/1976            0.0          250.3        227.342          0.400
     01/07/1976            0.0          165.5        230.630          0.400
     01/08/1976            0.0          145.1        234.027          0.400
     01/09/1976            0.0          148.7        237.698          0.400
     01/10/1976            0.0          276.7        249.205          0.400
     01/11/1976            0.0          389.3        261.096          0.400
     01/12/1976            0.0          561.6        272.987          0.400
     01/01/1977            0.0          586.8        296.767          0.400
     01/02/1977            0.0          635.5        320.548          0.400
     01/03/1977            0.0          515.0        341.644          0.400
     01/04/1977            0.0          463.0        353.535          0.400
     01/05/1977            0.0          389.4        365.042          0.400
     01/06/1977            0.0          223.7        376.659          0.400
     01/07/1977            0.0          115.9        379.947          0.400
     01/08/1977            0.0           73.6        383.344          0.400
     01/09/1977            0.0          113.2        387.015          0.400
     01/10/1977            0.0          307.1        398.522          0.400
     01/11/1977            0.0          516.4        410.413          0.400
     01/12/1977            0.0            0.0          0.000          0.000
     01/01/1978            0.0            0.0          0.000          0.000
     01/02/1978            0.0            0.0          0.000          0.000
     01/03/1978            0.0            0.0          0.000          0.000
     01/04/1978            0.0            0.0          0.000          0.000
     01/05/1978            0.0            0.0          0.000          0.000
     01/06/1978            0.0            0.0          0.000          0.000
     01/07/1978            0.0            0.0          0.000          0.000
     01/08/1978            0.0            0.0          0.000          0.000
     01/09/1978            0.0            0.0          0.000          0.000
     01/10/1978            0.0            0.0          0.000          0.000
     01/11/1978         1618.1            0.0          0.000          0.000
     26/11/1978         2641.5            0.0          0.000          0.000
     01/12/1978            0.0            0.0          0.000          0.000
     01/01/1979            0.0           10.0          0.000          0.000
     01/02/1979            0.0           82.8          0.000          0.000
     01/03/1979            0.0         1327.6          0.000          0.000
     01/04/1979            0.0         1739.9        201.151          0.400
     01/05/1979            0.0          523.3        212.657          0.400
     01/06/1979            0.0          256.8        224.274          0.400
     01/07/1979            0.0          168.3        227.562          0.400
     01/08/1979            0.0          120.9        230.959          0.400
     01/09/1979            0.0          216.6        234.630          0.400
     01/10/1979            0.0          340.2        246.137          0.400
     01/11/1979            0.0          473.9        258.027          0.400
     01/12/1979            0.0          578.5        269.918          0.400
     01/01/1980            0.0          641.1        293.699          0.400
     01/02/1980            0.0          529.1        317.480          0.400
     01/03/1980            0.0          528.9        339.342          0.400
     01/04/1980            0.0          545.0        351.233          0.400
     01/05/1980            0.0          241.0        362.741          0.400
     01/06/1980            0.0           73.3        374.357          0.400
     01/07/1980            0.0           56.0        377.645          0.400
     01/08/1980            0.0           42.1        381.042          0.400
     01/09/1980            0.0           62.8        384.714          0.400
     01/10/1980            0.0           57.7        396.221          0.400
     01/11/1980            0.0           82.6        408.112          0.400
     01/12/1980            0.0            0.0          0.000          0.000
     01/01/1981            0.0            0.0          0.000          0.000
     01/02/1981            0.0            0.0          0.000          0.000
     01/03/1981            0.0            0.0          0.000          0.000
     01/04/1981            0.0            0.0          0.000          0.000
     01/05/1981            0.0            0.0          0.000          0.000
     01/06/1981            0.0            0.0          0.000          0.000
     01/07/1981            0.0            0.0          0.000          0.000
     01/08/1981            0.0            0.0          0.000          0.000
     01/09/1981            0.0            0.0          0.000          0.000
     01/10/1981         1756.6            0.0          0.000          0.000
     29/10/1981         2480.6            0.0          0.000          0.000
     01/11/1981            0.0            0.0          0.000          0.000
     01/12/1981            0.0           28.9          0.000          0.000
     01/01/1982            0.0          671.8          0.000          0.000
     01/02/1982            0.0         2038.9          0.000          0.000
     01/03/1982            0.0          684.9        220.329          0.400
     01/04/1982            0.0          480.6        232.219          0.400
     01/05/1982            0.0          367.1        243.726          0.400
     01/06/1982            0.0          214.0        255.342          0.400
     01/07/1982            0.0           64.6        258.630          0.400
     01/08/1982            0.0           32.6        262.027          0.400
     01/09/1982            0.0          100.5        265.698          0.400
     01/10/1982            0.0          336.6        277.206          0.400
     01/11/1982            0.0          526.2        289.096          0.400
     01/12/1982            0.0          472.6        300.987          0.400
     01/01/1983            0.0          510.6        324.768          0.400
     01/02/1983            0.0          396.1        348.549          0.400
     01/03/1983            0.0           70.2        369.645          0.400
     01/04/1983            0.0           60.8        381.535          0.400
     01/05/1983            0.0           70.6        393.043          0.400
     01/06/1983            0.0          133.0        404.660          0.400
     01/07/1983            0.0          116.3        407.947          0.400
     01/08/1983            0.0          148.3        411.344          0.400
     01/09/1983            0.0          230.0        415.016          0.400
     01/10/1983            0.0          420.6        426.523          0.400
     01/11/1983            0.0            0.0          0.000          0.000
     01/12/1983            0.0            0.0          0.000          0.000
     01/01/1984            0.0            0.0          0.000          0.000
     01/02/1984            0.0            0.0          0.000          0.000
     01/03/1984            0.0            0.0          0.000          0.000
     01/04/1984            0.0            0.0          0.000          0.000
     01/05/1984            0.0            0.0          0.000          0.000
     01/06/1984            0.0            0.0          0.000          0.000
     01/07/1984            0.0            0.0          0.000          0.000
     01/08/1984            0.0            0.0          0.000          0.000
     01/09/1984            0.0            0.0          0.000          0.000
     01/10/1984            0.0            0.0          0.000          0.000
     01/11/1984         1889.9            0.0          0.000          0.000
     24/11/1984         3364.9            0.0          0.000          0.000
     01/12/1984            0.0            0.0          0.000          0.000
     01/01/1985            0.0            0.0          0.000          0.000
     01/02/1985            0.0           85.7          0.000          0.000
     01/03/1985            0.0         1301.9          0.000          0.000
     01/04/1985            0.0         1784.7        200.767          0.400
     01/05/1985            0.0          500.9        212.274          0.400
     01/06/1985            0.0          228.8        223.890          0.400
     01/07/1985            0.0          103.4        227.178          0.400
     01/08/1985            0.0          103.5        230.575          0.400
     01/09/1985            0.0          163.1        234.246          0.400
     01/10/1985            0.0          312.1        245.753          0.400
     01/11/1985            0.0          368.6        257.644          0.400
     01/12/1985            0.0          466.1        269.534          0.400
     01/01/1986            0.0          520.1        293.315          0.400
     01/02/1986            0.0          577.7        317.096          0.400
     01/03/1986            0.0          531.9        338.192          0.400
     01/04/1986            0.0          464.8        350.083          0.400
     01/05/1986            0.0          155.0        361.590          0.400
     01/06/1986            0.0          214.0        373.207          0.400
     01/07/1986            0.0           77.0        376.494          0.400
