Summary_file = Egrandis.sum
Title = forest Sample Simulation
           date            age             fw           fvpd             ft             fn            lai         height           stem         branch           bark
     30/11/1988          1.917          1.000          0.921          0.925          0.574          6.979      12190.702      28504.453       8584.376       4321.999
     31/12/1988          2.001          1.000          0.957          1.000          0.563          6.946      12490.121      30257.686       9013.909       4585.271
     31/01/1989          2.086          1.000          0.971          0.800          0.548          7.017      12801.541      32156.229       9485.396       4870.482
     28/02/1989          2.163          1.000          1.000          1.000          0.570          6.898      13018.645      33504.121       9771.489       5071.681
     31/03/1989          2.248          1.000          1.000          1.000          0.592          6.758      13244.599      34930.906      10063.278       5284.318
     30/04/1989          2.330          1.000          1.000          1.000          0.622          6.573      13428.797      36175.871      10292.475       5469.136
     31/05/1989          2.415          1.000          1.000          0.917          0.662          6.326      13585.976      37222.340      10451.055       5623.523
     30/06/1989          2.497          1.000          1.000          0.867          0.651          6.264      13738.509      38260.180      10661.425       5778.019
     31/07/1989          2.582          1.000          1.000          0.800          0.633          6.228      13878.861      39244.820      10867.737       5924.754
     31/08/1989          2.667          1.000          1.000          0.800          0.575          6.326      14079.785      40672.871      11210.127       6138.722
     30/09/1989          2.749          1.000          1.000          0.967          0.531          6.381      14304.726      42293.164      11574.859       6380.816
     31/10/1989          2.834          1.000          0.976          1.000          0.519          6.363      14530.213      43973.547      11921.553       6630.976
     30/11/1989          2.916          1.000          0.959          1.000          0.511          6.309      14737.011      45528.348      12223.825       6861.870
     31/12/1989          3.001          1.000          0.964          1.000          0.502          6.293      14954.181      47210.723      12561.273       7111.940
     31/01/1990          3.086          1.000          0.967          1.000          0.499          6.300      15166.863      48876.203      12892.910       7359.378
     28/02/1990          3.162          1.000          1.000          1.000          0.508          6.282      15330.638      50185.684      13142.864       7553.579
     31/03/1990          3.247          1.000          1.000          1.000          0.542          6.108      15481.450      51413.613      13307.192       7733.614
     30/04/1990          3.329          1.000          1.000          0.883          0.573          5.912      15604.512      52438.160      13415.240       7882.908
     31/05/1990          3.414          1.000          1.000          1.000          0.594          5.745      15732.204      53496.543      13534.280       8037.275
     30/06/1990          3.496          1.000          1.000          0.617          0.589          5.671      15845.517      54446.055      13672.701       8176.652
     31/07/1990          3.581          1.000          1.000          0.650          0.570          5.641      15971.741      55510.965      13849.319       8333.568
     31/08/1990          3.666          1.000          1.000          0.867          0.517          5.724      16127.041      56870.641      14128.555       8535.497
     30/09/1990          3.748          1.000          1.000          0.933          0.496          5.715      16276.450      58196.828      14355.653       8731.055
     31/10/1990          3.833          1.000          0.987          1.000          0.487          5.677      16443.609      59693.691      14591.752       8951.103
     30/11/1990          3.915          1.000          0.878          1.000          0.469          5.684      16616.820      61264.188      14859.347       9182.523
     31/12/1990          4.000          1.000          1.000          0.850          0.469          5.662      16771.084      62653.637      15081.074       9386.742
     31/01/1991          4.085          1.000          0.969          0.850          0.479          5.592      16903.672      63897.562      15250.095       9568.600
     28/02/1991          4.161          1.000          1.000          1.000          0.481          5.538      17030.459      65093.992      15415.715       9743.550
     31/03/1991          4.246          1.000          1.000          1.000          0.488          5.445      17171.307      66402.336      15572.603       9934.035
     30/04/1991          4.329          1.000          1.000          0.967          0.515          5.307      17287.430      67529.250      15669.654      10096.802
     31/05/1991          4.413          1.000          1.000          0.867          0.553          5.115      17383.387      68467.336      15700.366      10230.598
     30/06/1991          4.496          1.000          1.000          0.850          0.556          5.024      17482.201      69439.297      15788.853      10370.983
     31/07/1991          4.580          1.000          0.983          0.600          0.525          5.040      17590.697      70514.906      15956.119      10528.561
     31/08/1991          4.665          1.000          0.915          0.717          0.489          5.075      17708.641      71693.195      16149.139      10701.472
     30/09/1991          4.747          1.000          0.746          1.000          0.463          5.096      17839.506      73015.555      16352.301      10895.051
     31/10/1991          4.832          1.000          0.994          0.943          0.466          5.035      17969.775      74345.734      16502.260      11087.894
     30/11/1991          4.914          1.000          0.903          0.950          0.466          4.990      18098.662      75659.680      16655.223      11278.467
     31/12/1991          4.999          1.000          0.997          0.885          0.456          4.958      18232.969      77054.961      16822.910      11480.925
     31/01/1992          5.084          1.000          1.000          0.995          0.449          4.947      18364.641      78428.820      17001.842      11680.681
     29/02/1992          5.164          1.000          1.000          1.000          0.470          4.836      18459.492      79442.672      17063.082      11825.594
     31/03/1992          5.248          1.000          1.000          1.000          0.492          4.694      18560.904      80518.578      17103.518      11978.420
     30/04/1992          5.331          1.000          1.000          1.000          0.523          4.532      18645.979      81430.094      17100.703      12106.490
     31/05/1992          5.415          1.000          1.000          0.833          0.553          4.376      18717.859      82212.758      17080.047      12215.709
     30/06/1992          5.498          1.000          1.000          0.763          0.528          4.367      18799.557      83097.547      17179.182      12343.479
     31/07/1992          5.583          1.000          1.000          0.750          0.506          4.353      18881.514      84010.664      17277.244      12475.151
     31/08/1992          5.667          1.000          1.000          0.707          0.477          4.356      18974.119      85031.016      17399.074      12622.691
     30/09/1992          5.750          1.000          0.897          0.780          0.455          4.340      19074.764      86163.781      17515.266      12785.744
     31/10/1992          5.834          1.000          0.983          1.000          0.435          4.321      19186.701      87417.250      17641.082      12965.995
     30/11/1992          5.917          1.000          0.978          1.000          0.425          4.284      19291.969      88607.234      17742.064      13136.368
     31/12/1992          6.001          1.000          1.000          1.000          0.433          4.198      19390.705      89722.414      17793.164      13294.323
     31/01/1993          6.086          1.000          1.000          0.920          0.439          4.167      19493.469      90910.945      17866.898      13463.276
     28/02/1993          6.163          1.000          0.983          0.785          0.452          4.116      19576.490      91873.344      17900.670      13599.024
     31/03/1993          6.248          1.000          1.000          0.947          0.463          4.053      19668.766      92944.227      17928.145      13749.574
     30/04/1993          6.330          1.000          1.000          0.973          0.479          3.982      19751.686      93910.625      17934.795      13884.633
     31/05/1993          6.415          1.000          1.000          0.840          0.501          3.894      19821.684      94727.805      17909.795      13997.548
     30/06/1993          6.497          1.000          1.000          0.550          0.492          3.882      19888.146      95519.195      17949.643      14109.312
     31/07/1993          6.582          1.000          1.000          0.833          0.512          3.794      19947.326      96235.320      17909.732      14207.396
     31/08/1993          6.667          1.000          1.000          0.953          0.478          3.829      20028.041      97198.859      17999.127      14344.946
     30/09/1993          6.749          1.000          1.000          0.827          0.455          3.839      20110.984      98197.602      18067.297      14486.492
     31/10/1993          6.834          1.000          1.000          1.000          0.439          3.836      20203.430      99303.391      18127.850      14642.529
     30/11/1993          6.916          1.000          0.970          1.000          0.437          3.802      20287.160     100354.586      18153.814      14789.480
     31/12/1993          7.001          1.000          0.964          0.870          0.422          3.799      20381.043     101503.734      18211.639      14951.207
     31/01/1994          7.086          1.000          1.000          1.000          0.402          3.831      20475.336     102655.172      18305.459      15114.652
     28/02/1994          7.162          1.000          1.000          1.000          0.411          3.779      20547.959     103563.750      18301.623      15240.320
     31/03/1994          7.247          1.000          1.000          1.000          0.420          3.709      20623.051     104495.875      18277.850      15368.295
     30/04/1994          7.329          1.000          1.000          1.000          0.441          3.620      20686.441     105285.914      18222.023      15475.134
     31/05/1994          7.414          1.000          1.000          0.950          0.456          3.557      20746.734     106049.484      18184.936      15578.987
     30/06/1994          7.496          1.000          1.000          0.553          0.448          3.549      20800.367     106730.336      18198.449      15673.517
     31/07/1994          7.581          1.000          1.000          0.633          0.429          3.561      20854.303     107418.281      18233.242      15769.893
     31/08/1994          7.666          1.000          1.000          0.687          0.409          3.578      20913.729     108178.742      18276.859      15876.612
     30/09/1994          7.748          1.000          0.896          0.925          0.392          3.585      20985.928     109108.031      18315.555      16006.328
     31/10/1994          7.833          1.000          1.000          1.000          0.401          3.546      21059.357     110061.594      18306.615      16137.208
     30/11/1994          7.915          1.000          0.864          1.000          0.402          3.536      21139.465     111096.258      18327.385      16280.445
     31/12/1994          8.000          1.000          1.000          1.000          0.394          3.535      21221.219     112149.172      18356.854      16426.453
     31/01/1995          8.085          1.000          0.785          0.400          0.401          3.522      21296.172     113149.383      18371.561      16564.457
     28/02/1995          8.162          1.000          1.000          1.000          0.419          3.457      21351.869     113880.602      18321.150      16662.496
     31/03/1995          8.247          1.000          0.967          1.000          0.422          3.433      21425.473     114853.156      18316.936      16795.609
     30/04/1995          8.329          1.000          1.000          1.000          0.443          3.360      21485.395     115640.391      18252.855      16900.457
     31/05/1995          8.414          1.000          1.000          0.933          0.475          3.259      21533.660     116281.141      18148.160      16983.217
     30/06/1995          8.496          1.000          1.000          0.533          0.472          3.234      21582.287     116938.734      18123.875      17071.930
     31/07/1995          8.581          1.000          1.000          0.733          0.448          3.248      21637.203     117674.703      18142.896      17173.307
     31/08/1995          8.665          1.000          1.000          0.867          0.441          3.229      21693.174     118438.203      18124.967      17276.639
     30/09/1995          8.748          1.000          1.000          0.983          0.428          3.218      21759.283     119331.977      18115.447      17398.031
     31/10/1995          8.833          1.000          1.000          1.000          0.421          3.197      21827.988     120268.633      18093.670      17524.553
     30/11/1995          8.915          1.000          1.000          0.975          0.407          3.198      21895.520     121188.617      18095.820      17649.834
     31/12/1995          9.000          1.000          1.000          1.000          0.390          3.204      21969.432     122197.820      18104.836      17787.480
     31/01/1996          9.084          1.000          0.913          0.525          0.387          3.199      22033.818     123097.484      18099.678      17909.422
     29/02/1996          9.164          1.000          1.000          0.900          0.386          3.198      22095.283     123930.672      18100.584      18022.566
     31/03/1996          9.249          1.000          1.000          1.000          0.410          3.147      22153.562     124753.820      18041.148      18131.195
     30/04/1996          9.331          1.000          1.000          1.000          0.448          3.057      22202.127     125410.289      17933.484      18214.664
     31/05/1996          9.416          1.000          1.000          0.950          0.478          2.973      22245.779     126027.281      17823.100      18292.463
     30/06/1996          9.498          1.000          1.000          0.717          0.483          2.933      22288.645     126639.531      17761.449      18371.988
     31/07/1996          9.583          1.000          1.000          0.650          0.457          2.949      22337.752     127330.867      17766.004      18465.531
     31/08/1996          9.668          1.000          1.000          0.817          0.439          2.950      22390.771     128083.195      17751.756      18566.246
     30/09/1996          9.750          1.000          1.000          1.000          0.414          2.966      22454.209     128968.594      17755.203      18685.758
     31/10/1996          9.835          1.000          1.000          1.000          0.409          2.955      22515.832     129860.938      17724.443      18804.270
     30/11/1996          9.917          1.000          0.791          0.600          0.384          2.993      22582.342     130820.094      17753.119      18934.803
     31/12/1996         10.002          1.000          0.939          0.875          0.373          2.989      22644.426     131709.234      17735.064      19053.348
