Summary_file = gmtb0d.sum
Title = Greenmount B0_SOILWAT
           date       dlayer()      soil_loss  erosion_cover cover_surface_runoff
     26/04/1983       1500.000          0.323          0.053                0.053
     28/04/1983       1500.000          1.203          0.053                0.053
     01/05/1983       1500.000         11.384          0.053                0.053
     02/05/1983       1500.000         13.677          0.053                0.053
     03/05/1983       1500.000         11.853          0.053                0.053
     28/05/1983       1500.000          7.743          0.058                0.058
     21/06/1983       1500.000          0.170          0.035                0.035
     22/06/1983       1500.000         31.308          0.035                0.035
     23/06/1983       1500.000          1.733          0.034                0.034
     29/07/1983       1500.000          1.844          0.035                0.035
     27/08/1983       1500.000          0.168          0.036                0.036
     15/09/1983       1500.000          0.004          0.034                0.034
     06/10/1983       1500.000          1.513          0.034                0.034
     11/10/1983       1500.000          0.019          0.033                0.033
     20/10/1983       1500.000          0.997          0.029                0.029
     04/11/1983       1500.000          0.085          0.030                0.030
     16/11/1983       1500.000          0.533          0.030                0.030
     15/12/1983       1500.000          0.571          0.031                0.031
     05/01/1984       1500.000          0.138          0.034                0.034
     11/01/1984       1500.000          0.350          0.036                0.036
     14/02/1984       1500.000          0.675          0.050                0.050
     16/02/1984       1500.000          2.384          0.051                0.051
     10/03/1984       1500.000          0.499          0.067                0.067
     07/04/1984       1500.000          0.576          0.086                0.086
     08/04/1984       1500.000          3.389          0.086                0.086
     09/04/1984       1500.000          3.442          0.086                0.086
     24/04/1984       1500.000          0.001          0.107                0.107
     15/07/1984       1500.000          0.035          0.056                0.056
     16/07/1984       1500.000          0.133          0.056                0.056
     25/07/1984       1500.000          0.009          0.054                0.054
     26/07/1984       1500.000          0.018          0.053                0.053
     27/07/1984       1500.000          7.817          0.053                0.053
     11/08/1984       1500.000          0.139          0.052                0.052
     05/11/1984       1500.000          4.716          0.047                0.047
     12/11/1984       1500.000          1.059          0.043                0.043
     19/12/1984       1500.000          2.093          0.043                0.043
     09/01/1985       1500.000          0.641          0.045                0.045
     25/01/1985       1500.000          0.089          0.046                0.046
     23/04/1985       1500.000          0.036          0.066                0.066
     17/05/1985       1500.000          0.206          0.074                0.074
     04/06/1985       1500.000          2.710          0.076                0.076
     09/07/1985       1500.000          0.211          0.049                0.049
     31/08/1985       1500.000          0.519          0.049                0.049
     14/10/1985       1500.000          0.049          0.045                0.045
     23/10/1985       1500.000          0.234          0.042                0.042
     08/11/1985       1500.000          1.617          0.040                0.040
     10/12/1985       1500.000          0.935          0.036                0.036
     11/12/1985       1500.000          0.005          0.036                0.036
     23/12/1985       1500.000          0.097          0.036                0.036
     10/01/1986       1500.000          0.329          0.037                0.037
     25/01/1986       1500.000          9.901          0.039                0.039
     08/02/1986       1500.000          0.443          0.043                0.043
     12/02/1986       1500.000          0.036          0.042                0.042
     14/02/1986       1500.000          0.120          0.042                0.042
     25/02/1986       1500.000          5.552          0.044                0.044
     02/05/1986       1500.000          0.347          0.057                0.057
     06/05/1986       1500.000          0.031          0.056                0.056
     05/07/1986       1500.000          0.070          0.044                0.044
     28/07/1986       1500.000          0.274          0.045                0.045
     23/10/1986       1500.000          5.770          0.039                0.039
     13/11/1986       1500.000          7.553          0.034                0.034
     01/12/1986       1500.000          0.361          0.033                0.033
     12/12/1986       1500.000          0.001          0.033                0.033
     26/12/1986       1500.000          0.311          0.033                0.033
     20/01/1987       1500.000          1.400          0.035                0.035
     28/01/1987       1500.000          0.615          0.037                0.037
     29/01/1987       1500.000          0.173          0.037                0.037
     16/05/1987       1500.000          0.877          0.068                0.068
     28/07/1987       1500.000          0.015          0.043                0.043
     03/08/1987       1500.000          0.301          0.042                0.042
     16/10/1987       1500.000          0.904          0.043                0.043
     17/10/1987       1500.000         17.277          0.041                0.041
     25/10/1987       1500.000          0.015          0.039                0.039
     26/10/1987       1500.000          1.131          0.039                0.039
     01/12/1987       1500.000         10.909          0.040                0.040
     02/12/1987       1500.000          3.763          0.039                0.039
     11/12/1987       1500.000          0.216          0.038                0.038
     06/01/1988       1500.000          0.056          0.037                0.037
     20/01/1988       1500.000          9.614          0.036                0.036
     13/02/1988       1500.000         10.943          0.037                0.037
     01/03/1988       1500.000          0.367          0.041                0.041
     01/04/1988       1500.000         45.701          0.051                0.051
     04/04/1988       1500.000         29.130          0.051                0.051
     06/04/1988       1500.000          4.821          0.051                0.051
     11/04/1988       1500.000          0.297          0.051                0.051
     12/04/1988       1500.000         13.364          0.051                0.051
     05/06/1988       1500.000          0.002          0.063                0.063
     06/06/1988       1500.000          0.837          0.063                0.063
     05/07/1988       1500.000          0.004          0.040                0.040
     06/07/1988       1500.000          0.743          0.040                0.040
     22/07/1988       1500.000          0.056          0.039                0.039
     23/08/1988       1500.000          2.067          0.039                0.039
     28/09/1988       1500.000          0.558          0.035                0.035
     12/12/1988       1500.000          0.132          0.033                0.033
     06/01/1989       1500.000          0.098          0.033                0.033
     07/01/1989       1500.000          6.210          0.032                0.032
     08/01/1989       1500.000          0.023          0.032                0.032
     09/01/1989       1500.000          0.019          0.032                0.032
     11/01/1989       1500.000          0.369          0.032                0.032
     20/01/1989       1500.000          0.056          0.033                0.033
     07/02/1989       1500.000          0.012          0.034                0.034
     13/02/1989       1500.000          0.026          0.036                0.036
     26/03/1989       1500.000          0.397          0.047                0.047
     27/03/1989       1500.000          2.445          0.047                0.047
     28/03/1989       1500.000          2.111          0.047                0.047
     25/04/1989       1500.000          1.127          0.055                0.055
     26/04/1989       1500.000          1.399          0.055                0.055
     06/11/1989       1500.000          0.052          0.032                0.032
     11/11/1989       1500.000          0.252          0.031                0.031
     16/11/1989       1500.000          0.100          0.029                0.029
     04/12/1989       1500.000          0.927          0.030                0.030
     05/12/1989       1500.000          0.325          0.030                0.030
     06/12/1989       1500.000          0.331          0.029                0.029
     23/12/1989       1500.000          0.557          0.030                0.030
     28/12/1989       1500.000          0.001          0.030                0.030
     14/01/1990       1500.000          0.077          0.033                0.033
     15/01/1990       1500.000         16.573          0.033                0.033
     03/02/1990       1500.000          2.088          0.035                0.035
     08/02/1990       1500.000          0.013          0.035                0.035
     27/03/1990       1500.000          0.273          0.046                0.046
     28/03/1990       1500.000          0.041          0.046                0.046
     05/04/1990       1500.000          3.296          0.047                0.047
     21/04/1990       1500.000          4.297          0.051                0.051
     18/05/1990       1500.000          0.720          0.060                0.060
     23/05/1990       1500.000          6.463          0.060                0.060
     28/05/1990       1500.000          3.016          0.059                0.059
     01/09/1990       1500.000          0.201          0.037                0.037
     05/11/1990       1500.000          0.002          0.034                0.034
     07/01/1991       1500.000          1.155          0.037                0.037
     18/01/1991       1500.000          0.465          0.038                0.038
     20/01/1991       1500.000          0.538          0.036                0.036
     27/01/1991       1500.000         15.929          0.037                0.037
     08/02/1991       1500.000         16.588          0.039                0.039
     09/02/1991       1500.000          0.089          0.039                0.039
     24/10/1991       1500.000          0.108          0.043                0.043
     28/11/1991       1500.000          1.635          0.040                0.040
     30/11/1991       1500.000          0.012          0.038                0.038
     12/12/1991       1500.000          6.116          0.033                0.033
     01/01/1992       1500.000          0.247          0.033                0.033
     08/01/1992       1500.000          1.028          0.034                0.034
     09/01/1992       1500.000         13.437          0.033                0.033
     01/02/1992       1500.000          1.955          0.039                0.039
     10/02/1992       1500.000         27.040          0.042                0.042
