Summary_file = step6.sum
Title = Step 6. growth by regrowth + transpiration
           date       sw_dep()          sw_dep(1)          sw_dep(2)          sw_dep(3)          sw_dep(4)     basal_area     root_depth       sw_index  transpiration vpd_estimation  max_n_avail()   growth_photo    death_frost   surfaceom_wt  transpiration
     17/01/1957        264.241              8.336             67.565             93.341             95.000          4.000        750.000          1.000          0.958         14.280         15.000         26.237          0.000          0.023          0.958
     18/01/1957        262.618              7.964             66.513             93.140             95.000          4.000        750.000          0.969          0.981         14.060         15.000         31.136          0.000          0.037          0.981
     19/01/1957        261.046              7.645             65.470             92.931             95.000          4.000        750.000          0.932          0.992         17.720         15.000         32.165          0.000          0.053          0.992
     20/01/1957        259.273              7.321             64.274             92.678             95.000          4.000        750.000          0.893          1.159         23.190         15.000         41.379          0.000          0.072          1.159
     21/01/1957        257.575              7.044             63.114             92.417             95.000          4.000        750.000          0.848          1.148         17.210         15.000         38.433          0.000          0.094          1.148
     22/01/1957        255.952              6.807             61.997             92.149             95.000          4.000        750.000          0.802          1.127         24.710         15.000         44.915          0.000          0.120          1.127
     23/01/1957        254.403              6.601             60.928             91.874             95.000          4.000        750.000          0.758          1.099         27.630         15.000         49.934          0.000          0.151          1.099
     24/01/1957        252.928              6.422             59.911             91.595             95.000          4.000        750.000          0.714          1.067         31.020         15.000         49.721          0.000          0.187          1.067
     25/01/1957        255.134              9.672             59.150             91.312             95.000          4.000        750.000          0.681          1.044         20.650         15.000         36.487          0.000          0.230          1.044
     26/01/1957        260.439             15.148             59.137             91.154             95.000          4.000        750.000          1.000          1.094         15.040         15.000         35.443          0.000          0.257          1.094
     27/01/1957        257.571             13.108             58.541             90.922             95.000          4.000        750.000          0.913          1.167          7.080         15.000         14.519          0.000          0.289          1.167
     28/01/1957        255.430             11.847             57.915             90.668             95.000          4.000        750.000          0.716          1.013         10.210         15.000         26.761          0.000          0.329          1.013
     29/01/1957        253.641             10.954             57.286             90.401             95.000          4.000        750.000          0.620          0.932         14.560         15.000         44.223          0.000          0.381          0.932
     30/01/1957        252.063             10.255             56.678             90.130             95.000          4.000        750.000          0.572          0.882         15.960         15.000         45.441          0.000          0.450          0.882
     31/01/1957        250.625              9.672             56.096             89.858             95.000          4.000        750.000          0.545          0.854         21.300         15.000         42.384          0.000          0.533          0.854
     01/02/1957        249.302              9.173             55.543             89.586             95.000          4.000        750.000          0.521          0.824         21.120         15.000         40.037          0.000          0.627          0.824
     02/02/1957        248.077              8.742             55.019             89.315             95.000          4.000        750.000          0.498          0.795         22.140         15.000         60.612          0.000          0.733          0.795
     03/02/1957        246.934              8.367             54.521             89.046             95.000          4.000        750.000          0.477          0.767         23.410         15.000         56.652          0.000          0.851          0.767
     04/02/1957        245.864              8.037             54.049             88.777             95.000          4.000        750.000          0.457          0.741         18.120         15.000         43.403          0.000          0.981          0.741
     05/02/1957        244.857              7.746             53.601             88.510             95.000          4.000        750.000          0.438          0.716         14.060         15.000         38.199          0.000          1.125          0.716
     06/02/1957        243.904              7.489             53.172             88.243             95.000          4.000        750.000          0.421          0.695         13.560         15.000         35.004          0.000          1.283          0.695
     07/02/1957        242.999              7.260             52.764             87.976             95.000          4.000        750.000          0.404          0.675          9.690         15.000         25.984          0.000          1.454          0.675
     08/02/1957        242.134              7.055             52.371             87.708             95.000          4.000        750.000          0.389          0.661         18.590         15.000         50.554          0.000          1.640          0.661
     09/02/1957        241.313              6.872             52.000             87.442             95.000          4.000        750.000          0.374          0.638         18.690         15.000         36.291          0.000          1.842          0.638
     10/02/1957        240.532              6.707             51.647             87.178             95.000          4.000        750.000          0.360          0.616         16.420         15.000         46.164          0.000          2.058          0.616
     11/02/1957        239.783              6.558             51.308             86.917             95.000          4.000        750.000          0.347          0.596         18.960         15.000         43.968          0.000          2.291          0.596
     12/02/1957        239.062              6.423             50.980             86.659             95.000          4.000        750.000          0.334          0.576         12.300         15.000         41.641          0.000          2.539          0.576
     13/02/1957        238.364              6.302             50.661             86.401             95.000          4.000        750.000          0.322          0.560         15.210         15.000         46.935          0.000          2.804          0.560
     14/02/1957        237.691              6.191             50.353             86.146             95.000          4.000        750.000          0.311          0.542         16.570         15.000         47.141          0.000          3.086          0.542
     15/02/1957        237.041              6.091             50.056             85.894             95.000          4.000        750.000          0.300          0.524         20.580         15.000         62.192          0.000          3.384          0.524
     16/02/1957        236.415              6.000             49.770             85.645             95.000          4.000        750.000          0.290          0.505         21.580         15.000         62.178          0.000          3.700          0.505
     17/02/1957        235.816              5.916             49.498             85.402             95.000          4.000        750.000          0.280          0.483         24.410         15.000         64.019          0.000          4.032          0.483
     18/02/1957        235.241              5.839             49.237             85.164             95.000          4.000        750.000          0.271          0.463         23.040         15.000         60.934          0.000          4.382          0.463
     19/02/1957        234.689              5.769             48.988             84.932             95.000          4.000        750.000          0.263          0.444         25.350         15.000         57.898          0.000          4.749          0.444
     20/02/1957        234.160              5.705             48.750             84.704             95.000          4.000        750.000          0.255          0.426         25.250         15.000         47.749          0.000          5.133          0.426
     21/02/1957        233.651              5.646             48.522             84.482             95.000          4.000        750.000          0.247          0.409         25.980         15.000         51.975          0.000          5.533          0.409
     22/02/1957        233.161              5.592             48.304             84.264             95.000          4.000        750.000          0.240          0.393         19.450         15.000         42.076          0.000          5.951          0.393
     23/02/1957        232.689              5.543             48.095             84.051             95.000          4.000        750.000          0.233          0.377          8.300         15.000         30.064          0.000          6.384          0.377
     24/02/1957        232.235              5.498             47.894             83.843             95.000          4.000        750.000          0.227          0.363         15.740         15.000         36.604          0.000          6.834          0.363
     25/02/1957        231.797              5.456             47.701             83.639             95.000          4.000        750.000          0.220          0.350         10.810         15.000         27.156          0.000          7.301          0.350
     26/02/1957        231.374              5.418             47.516             83.440             95.000          4.000        750.000          0.215          0.337         14.660         15.000         33.574          0.000          7.783          0.337
     27/02/1957        238.361             12.712             47.392             83.257             95.000          4.000        750.000          0.418          0.610         13.560         15.000         24.350          0.000          7.502          0.610
     28/02/1957        237.159             11.773             47.288             83.098             95.000          0.500        750.000          0.291          0.371         16.820         15.000         50.189          0.000          7.396          0.371
     01/03/1957        236.178             11.052             47.186             82.940             95.000          0.500        750.000          0.232          0.298         18.660         15.000         48.408          0.000          7.446          0.298
     02/03/1957        235.333             10.463             47.087             82.784             95.000          0.500        750.000          0.205          0.262         20.900         15.000         47.336          0.000          7.642          0.262
     03/03/1957        234.577              9.955             46.991             82.630             95.000          0.500        750.000          0.197          0.249         23.470         15.000         52.010          0.000          7.982          0.249
     04/03/1957        233.887              9.508             46.899             82.480             95.000          0.500        750.000          0.194          0.242         24.080         15.000         49.282          0.000          8.472          0.242
     05/03/1957        234.978             10.834             46.811             82.333             95.000          0.500        750.000          0.209          0.257         20.050         15.000         42.263          0.000          9.042          0.257
     06/03/1957        235.778             11.857             46.728             82.193             95.000          0.500        750.000          0.281          0.334         20.900         15.000         45.249          0.000          9.640          0.334
     07/03/1957        234.809             11.110             46.646             82.052             95.000          0.500        750.000          0.218          0.261         20.480         15.000         42.191          0.000         10.251          0.261
     08/03/1957        234.790             11.308             46.568             81.914             95.000          0.500        750.000          0.228          0.269         18.660         15.000         44.799          0.000         10.876          0.269
     09/03/1957        233.933             10.664             46.491             81.778             95.000          0.500        750.000          0.192          0.226         21.020         15.000         45.474          0.000         11.513          0.226
     10/03/1957        233.181             10.120             46.417             81.644             95.000          0.500        750.000          0.179          0.209         20.130         15.000         38.090          0.000         12.165          0.209
     11/03/1957        239.770             15.229             48.025             81.515             95.000          0.500        750.000          0.861          0.974         16.260         15.000         31.705          0.000         11.613          0.974
     12/03/1957        238.003             13.728             47.903             81.372             95.000          0.500        750.000          0.586          0.745         20.180         15.000         42.711          0.000         11.315          0.745
     13/03/1957        236.274             12.282             47.774             81.218             95.000          0.500        750.000          0.350          0.482         21.230         15.000         43.187          0.000         11.298          0.482
     14/03/1957        234.995             11.289             47.646             81.060             95.000          0.500        750.000          0.246          0.349         20.700         15.000         39.128          0.000         11.540          0.349
     15/03/1957        235.426             11.993             47.525             80.908             95.000          0.500        750.000          0.306          0.423         12.700         15.000         27.808          0.000         11.924          0.423
     16/03/1957        234.233             11.075             47.405             80.754             95.000          0.500        750.000          0.224          0.318         16.660         15.000         30.746          0.000         12.570          0.318
     17/03/1957        233.406             10.472             47.308             80.627             95.000          0.500        750.000          0.196          0.231         22.010         15.000         27.873          0.000         13.290          0.231
     18/03/1957        232.671              9.955             47.214             80.502             95.000          0.500        750.000          0.187          0.218         21.870         15.000         36.075          0.000         14.024          0.218
     19/03/1957        232.003              9.500             47.124             80.379             95.000          0.500        750.000          0.184          0.213         24.780         15.000         39.227          0.000         14.770          0.213
     20/03/1957        231.394              9.098             47.037             80.259             95.000          0.500        750.000          0.182          0.207         32.110         15.000         47.001          0.000         15.529          0.207
     21/03/1957        230.833              8.739             46.953             80.141             95.000          0.500        750.000          0.179          0.202         22.240         15.000         42.586          0.000         16.300          0.202
     22/03/1957        230.315              8.417             46.872             80.025             95.000          0.500        750.000          0.177          0.197         18.120         15.000         38.265          0.000         17.084          0.197
     23/03/1957        229.834              8.128             46.794             79.911             95.000          0.500        750.000          0.174          0.192         20.720         15.000         32.147          0.000         17.879          0.192
     24/03/1957        229.385              7.867             46.718             79.800             95.000          0.500        750.000          0.172          0.187         19.670         15.000         28.033          0.000         18.687          0.187
     25/03/1957        262.783             16.293             71.740             79.751             95.000          0.500        750.000          1.000          0.847         17.740         15.000         33.246          0.000         17.637          0.847
     26/03/1957        260.086             14.271             71.133             79.682             95.000          0.500        750.000          1.000          0.967         16.380         15.000         33.243          0.000         17.019          0.967
     27/03/1957        257.856             12.910             70.353             79.593             95.000          0.500        750.000          1.000          1.063         15.970         15.000         24.922          0.000         16.764          1.063
     28/03/1957        255.836             11.921             69.430             79.485             95.000          0.500        750.000          1.000          1.136         12.200         15.000         17.685          0.000         16.831          1.136
     29/03/1957        253.953             11.168             68.420             79.365             95.000          0.500        750.000          0.973          1.173         16.830         15.000         29.425          0.000         17.198          1.173
     30/03/1957        252.215             10.562             67.412             79.241             95.000          0.500        750.000          0.914          1.142         18.050         15.000         34.052          0.000         17.863          1.142
     31/03/1957        250.566             10.050             66.400             79.115             95.000          0.500        750.000          0.873          1.119         20.210         15.000         37.814          0.000         18.676          1.119
     01/04/1957        248.993              9.603             65.402             78.988             95.000          0.500        750.000          0.837          1.095         23.420         15.000         41.101          0.000         19.001          1.095
     02/04/1957        247.497              9.209             64.428             78.859             95.000          0.500        750.000          0.801          1.063         24.290         15.000         45.917          0.000         19.328          1.063
     03/04/1957        246.074              8.859             63.484             78.730             95.000          0.500        750.000          0.765          1.028         19.160         15.000         44.358          0.000         19.658          1.028
     04/04/1957        245.658              9.441             62.616             78.600             95.000          0.500        750.000          0.730          0.998         18.610         15.000         41.579          0.000         19.990          0.998
     05/04/1957        244.321              9.071             61.780             78.470             95.000          0.500        750.000          0.696          0.967         18.930         15.000         35.576          0.000         20.324          0.967
     06/04/1957        243.057              8.741             60.979             78.338             95.000          0.500        750.000          0.663          0.933         19.030         15.000         41.689          0.000         20.662          0.933
     07/04/1957        241.860              8.445             60.210             78.206             95.000          0.500        750.000          0.631          0.899         19.830         15.000         39.768          0.000         21.004          0.899
     08/04/1957        240.721              8.178             59.469             78.074             95.000          0.500        750.000          0.600          0.863         18.800         15.000         33.435          0.000         21.349          0.863
     09/04/1957        239.636              7.936             58.759             77.941             95.000          0.500        750.000          0.570          0.828         19.310         15.000         34.313          0.000         21.699          0.828
     10/04/1957        247.133             15.927             58.347             77.859             95.000          0.500        750.000          1.000          1.171         19.100         15.000         35.597          0.000         19.883          1.171
     11/04/1957        244.428             13.919             57.769             77.740             95.000          0.500        750.000          0.943          1.250         24.510         15.000         52.388          0.000         18.583          1.250
     12/04/1957        242.814             12.877             57.299             77.638             95.000          0.500        750.000          0.725          0.826         20.580         15.000         47.905          0.000         17.641          0.826
     13/04/1957        241.464             12.099             56.832             77.534             95.000          0.500        750.000          0.602          0.712         23.270         15.000         52.182          0.000         17.003          0.712
     14/04/1957        240.290             11.486             56.377             77.428             95.000          0.500        750.000          0.523          0.632         24.290         15.000         48.705          0.000         16.631          0.632
     15/04/1957        239.241             10.982             55.938             77.321             95.000          0.500        750.000          0.472          0.576         16.300         15.000         28.725          0.000         16.501          0.576
     16/04/1957        238.282             10.552             55.516             77.215             95.000          0.500        750.000          0.437          0.538         18.500         15.000         29.875          0.000         16.614          0.538
     17/04/1957        237.392             10.171             55.112             77.109             95.000          0.500        750.000          0.414          0.511         19.000         15.000         31.022          0.000         16.936          0.511
     18/04/1957        236.556              9.827             54.726             77.003             95.000          0.500        750.000          0.398          0.491         17.570         15.000         32.412          0.000         17.324          0.491
     19/04/1957        235.767              9.512             54.357             76.899             95.000          0.500        750.000          0.383          0.474         18.610         15.000         42.945          0.000         17.718          0.474
     20/04/1957        235.023              9.224             54.004             76.795             95.000          0.500        750.000          0.370          0.456         21.450         15.000         38.857          0.000         18.118          0.456
     21/04/1957        234.319              8.959             53.668             76.692             95.000          0.500        750.000          0.357          0.439          8.280         15.000         18.377          0.000         18.526          0.439
     22/04/1957        236.315             11.377             53.347             76.591             95.000          0.500        750.000          0.395          0.484         14.270         15.000         36.274          0.000         18.940          0.484
     23/04/1957        235.420             10.894             53.037             76.489             95.000          0.500        750.000          0.353          0.438         23.170         15.000         39.278          0.000         19.361          0.438
     24/04/1957        234.606             10.478             52.740             76.388             95.000          0.500        750.000          0.327          0.405         19.160         15.000         41.237          0.000         19.789          0.405
     25/04/1957        233.851             10.108             52.456             76.287             95.000          0.500        750.000          0.311          0.385         18.660         15.000         39.092          0.000         20.224          0.385
     26/04/1957        233.142              9.771             52.183             76.188             95.000          0.500        750.000          0.301          0.372         21.120         15.000         43.785          0.000         20.666          0.372
     27/04/1957        232.475              9.462             51.923             76.090             95.000          0.500        750.000          0.292          0.359         15.500         15.000         36.811          0.000         21.116          0.359
     28/04/1957        231.847              9.178             51.675             75.993             95.000          0.500        750.000          0.283          0.344         19.430         15.000         33.411          0.000         21.573          0.344
     29/04/1957        231.254              8.916             51.440             75.899             95.000          0.500        750.000          0.275          0.331         21.020         15.000         46.912          0.000         22.038          0.331
     30/04/1957        230.693              8.673             51.215             75.805             95.000          0.500        750.000          0.267          0.318         19.310         15.000         35.723          0.000         22.510          0.318
     01/05/1957        230.162              8.448             51.000             75.714             95.000          0.500        750.000          0.259          0.306         23.220         15.000         25.537          0.000         22.989          0.306
     02/05/1957        229.657              8.238             50.796             75.623             95.000          0.500        750.000          0.253          0.295         13.970         15.000         27.090          0.000         23.476          0.295
     03/05/1957        229.178              8.043             50.600             75.535             95.000          0.500        750.000          0.246          0.284         16.240         15.000          9.236          0.000         23.970          0.284
     04/05/1957        228.722              7.862             50.413             75.447             95.000          0.500        750.000          0.240          0.274         17.430         15.000         12.566          0.000         24.471          0.274
     05/05/1957        228.396              7.734             50.279             75.383             95.000          0.500        750.000          0.234          0.198         17.950         15.000         10.173          0.000         24.979          0.198
     06/05/1957        228.082              7.613             50.149             75.320             95.000          0.500        750.000          0.230          0.193         16.000         15.000         15.905          0.000         25.495          0.193
     07/05/1957        227.780              7.498             50.024             75.258             95.000          0.500        750.000          0.226          0.187         16.560         15.000         20.652          0.000         26.017          0.187
     08/05/1957        227.487              7.388             49.903             75.196             95.000          0.500        750.000          0.222          0.182         15.780         15.000         19.457          0.000         26.546          0.182
     09/05/1957        227.205              7.283             49.786             75.136             95.000          0.500        750.000          0.218          0.177         18.120         15.000         16.360          0.000         27.083          0.177
     10/05/1957        226.932              7.183             49.673             75.076             95.000          0.500        750.000          0.215          0.173         17.910         15.000         13.148          0.000         27.626          0.173
     11/05/1957        226.669              7.088             49.564             75.018             95.000          0.500        750.000          0.211          0.168         18.180         15.000         12.004          0.000         28.175          0.168
     12/05/1957        226.414              6.997             49.458             74.960             95.000          0.500        750.000          0.208          0.164         19.220         15.000         11.872          0.000         28.732          0.164
     13/05/1957        226.168              6.910             49.355             74.903             95.000          0.500        750.000          0.205          0.159         20.010         15.000         12.720          0.000         29.294          0.159
     14/05/1957        225.930              6.827             49.256             74.847             95.000          0.500        750.000          0.202          0.155         20.570         15.000         15.368          0.000         29.864          0.155
     15/05/1957        225.699              6.747             49.160             74.792             95.000          0.500        750.000          0.199          0.151         20.010         15.000         12.439          0.000         30.439          0.151
     16/05/1957        225.476              6.672             49.067             74.738             95.000          0.500        750.000          0.196          0.148         15.430         15.000          9.795          0.000         31.021          0.148
     17/05/1957        225.260              6.599             48.976             74.684             95.000          0.500        750.000          0.193          0.144         16.040         15.000          3.027          0.000         31.610          0.144
     18/05/1957        225.050              6.530             48.888             74.632             95.000          0.500        750.000          0.191          0.140         13.100         15.000          4.407          0.000         32.204          0.140
     19/05/1957        224.847              6.464             48.803             74.580             95.000          0.500        750.000          0.188          0.137         16.880         15.000         10.489          0.000         32.804          0.137
     20/05/1957        224.650              6.401             48.720             74.529             95.000          0.500        750.000          0.186          0.134          9.740         15.000          0.000          0.000         33.410          0.134
     21/05/1957        224.459              6.340             48.640             74.479             95.000          0.500        750.000          0.183          0.131         11.550         15.000          0.000        138.981         34.023          0.131
     22/05/1957        224.327              6.275             48.599             74.452             95.000          0.500        750.000          0.181          0.068         11.110         15.000          0.000          0.000         34.912          0.068
     23/05/1957        224.199              6.214             48.558             74.426             95.000          0.500        750.000          0.180          0.066         10.790         15.000          0.000          0.000         35.802          0.066
     24/05/1957        224.075              6.155             48.518             74.401             95.000          0.500        750.000          0.179          0.065         14.650         15.000          0.000        135.486         36.694          0.065
     25/05/1957        224.009              6.093             48.515             74.401             95.000          0.500        750.000          0.178          0.000         16.960         15.000          0.000          0.000         37.856          0.000
     26/05/1957        223.944              6.034             48.509             74.401             95.000          0.500        750.000          0.177          0.000         17.370         15.000          0.000          0.000         39.015          0.000
     27/05/1957        223.879              5.978             48.500             74.401             95.000          0.500        750.000          0.177          0.000         12.310         15.000          0.000          0.000         40.172          0.000
     28/05/1957        223.815              5.925             48.489             74.401             95.000          0.500        750.000          0.177          0.000         11.190         15.000          0.000          0.000         41.327          0.000
     29/05/1957        223.751              5.875             48.475             74.401             95.000          0.500        750.000          0.177          0.000         14.050         15.000          0.000          0.000         42.479          0.000
     30/05/1957        223.688              5.829             48.458             74.401             95.000          0.500        750.000          0.176          0.000         15.120         15.000          0.000          0.000         43.629          0.000
     31/05/1957        223.625              5.784             48.440             74.401             95.000          0.500        750.000          0.176          0.000         13.810         15.000          0.000          0.000         44.777          0.000
     01/06/1957        223.563              5.743             48.419             74.401             95.000          0.500        750.000          0.175          0.000          5.250         15.000          0.000          0.000         45.922          0.000
     02/06/1957        227.249              9.428             48.419             74.401             95.000          0.500        750.000          0.175          0.000         10.590         15.000          0.000          0.000         47.065          0.000
     03/06/1957        226.961              9.140             48.419             74.401             95.000          0.500        750.000          0.175          0.000         13.100         15.000          0.000          0.000         48.206          0.000
     04/06/1957        226.696              8.876             48.419             74.401             95.000          0.500        750.000          0.175          0.000         12.740         15.000          0.000          0.000         49.344          0.000
     05/06/1957        226.452              8.632             48.419             74.401             95.000          0.500        750.000          0.175          0.000         12.390         15.000          0.000          0.000         50.480          0.000
     06/06/1957        226.227              8.406             48.419             74.401             95.000          0.500        750.000          0.175          0.000         10.620         15.000          0.000          0.000         51.614          0.000
     07/06/1957        226.088              8.267             48.419             74.401             95.000          0.500        750.000          0.175          0.000          9.440         15.000          0.000          0.000         52.746          0.000
     08/06/1957        225.955              8.135             48.419             74.401             95.000          0.500        750.000          0.175          0.000         11.220         15.000          0.000          0.000         53.875          0.000
     09/06/1957        225.829              8.009             48.419             74.401             95.000          0.500        750.000          0.175          0.000         14.700         15.000          0.000          0.000         55.003          0.000
     10/06/1957        225.649              7.829             48.419             74.401             95.000          0.500        750.000          0.175          0.000         16.690         15.000          0.000          0.000         56.128          0.000
     11/06/1957        225.481              7.661             48.419             74.401             95.000          0.500        750.000          0.175          0.000         15.120         15.000          0.000          0.000         57.250          0.000
     12/06/1957        225.325              7.505             48.419             74.401             95.000          0.500        750.000          0.175          0.000         16.240         15.000          0.000          0.000         58.371          0.000
     13/06/1957        225.179              7.359             48.419             74.401             95.000          0.500        750.000          0.175          0.000         13.940         15.000          0.000          0.000         59.489          0.000
     14/06/1957        225.043              7.222             48.419             74.401             95.000          0.500        750.000          0.175          0.000         14.050         15.000          0.000          0.000         60.605          0.000
     15/06/1957        224.915              7.095             48.419             74.401             95.000          0.500        750.000          0.175          0.000         15.390         15.000          0.000          0.000         61.718          0.000
     16/06/1957        224.836              7.015             48.419             74.401             95.000          0.500        750.000          0.175          0.000         12.310         15.000          0.000          0.000         62.830          0.000
     17/06/1957        224.759              6.939             48.419             74.401             95.000          0.500        750.000          0.175          0.000         12.920         15.000          0.000          0.000         63.939          0.000
     18/06/1957        224.686              6.866             48.419             74.401             95.000          0.500        750.000          0.175          0.000         14.050         15.000          0.000          0.000         65.046          0.000
     19/06/1957        224.616              6.796             48.419             74.401             95.000          0.500        750.000          0.175          0.000         13.760         15.000          0.000          0.000         66.151          0.000
     20/06/1957        224.549              6.729             48.419             74.401             95.000          0.500        750.000          0.175          0.000         11.220         15.000          0.000          0.000         67.254          0.000
     21/06/1957        241.423             18.600             53.422             74.401             95.000          0.500        750.000          1.000          0.000          4.740         15.000          0.000          0.000         64.183          0.000
     22/06/1957        240.099             17.277             53.422             74.401             95.000          0.500        750.000          1.000          0.000          9.430         15.000          0.000          0.000         63.266          0.000
     23/06/1957        239.085             16.263             53.422             74.401             95.000          0.500        750.000          1.000          0.000         10.920         15.000          0.005          0.000         60.831          0.000
     24/06/1957        238.252             15.430             53.421             74.401             95.000          0.500        750.000          0.890          0.001         14.200         15.000          0.007          0.000         59.344          0.001
     25/06/1957        237.540             14.718             53.421             74.401             95.000          0.500        750.000          0.779          0.001         13.810         15.000          0.006          0.000         58.372          0.001
     26/06/1957        236.919             14.097             53.421             74.401             95.000          0.500        750.000          0.683          0.001         14.520         15.000          0.000          0.000         57.890          0.001
     27/06/1957        236.367             13.546             53.420             74.401             95.000          0.500        750.000          0.602          0.001         17.370         15.000          0.000          0.000         57.722          0.001
     28/06/1957        235.872             13.051             53.420             74.400             95.000          0.500        750.000          0.536          0.001         14.750         15.000          0.000          0.000         57.801          0.001
     29/06/1957        235.199             12.378             53.420             74.400             95.000          0.500        750.000          0.456          0.001         15.010         15.000          0.014          0.000         57.993          0.001
     30/06/1957        234.612             11.793             53.419             74.400             95.000          0.500        750.000          0.400          0.001          7.570         15.000          0.010          0.000         58.699          0.001
     01/07/1957        238.224             15.405             53.419             74.400             95.000          0.500        750.000          0.887          0.002          0.970         15.000          0.000          0.000         58.082          0.002
     02/07/1957        254.108             17.689             67.019             74.400             95.000          0.500        750.000          1.000          0.002          5.690         15.000          0.000          0.000         57.321          0.002
     03/07/1957        252.452             16.034             67.018             74.400             95.000          0.500        750.000          1.000          0.002         10.080         15.000          0.000          0.000         56.896          0.002
     04/07/1957        251.651             15.234             67.017             74.400             95.000          0.500        750.000          1.000          0.001         11.730         15.000          0.000          0.622         56.922          0.001
     05/07/1957        250.964             14.548             67.017             74.400             95.000          0.500        750.000          1.000          0.000         13.670         15.000          0.000          0.207         57.020          0.000
     06/07/1957        250.362             13.946             67.017             74.400             95.000          0.500        750.000          1.000          0.000         11.450         15.000          0.000          0.000         56.312          0.000
     07/07/1957        250.713             14.296             67.017             74.400             95.000          0.500        750.000          1.000          0.000          7.980         15.000          0.000          0.000         56.304          0.000
     08/07/1957        250.139             13.722             67.016             74.400             95.000          0.500        750.000          1.000          0.000          9.990         15.000          0.000          0.000         56.686          0.000
     09/07/1957        249.625             13.209             67.016             74.400             95.000          0.500        750.000          1.000          0.000         10.520         15.000          0.000          0.000         56.858          0.000
     10/07/1957        249.162             12.746             67.016             74.400             95.000          0.500        750.000          1.000          0.000         10.590         15.000          0.000          0.000         57.413          0.000
     11/07/1957        248.739             12.323             67.016             74.400             95.000          0.500        750.000          0.959          0.000          9.420         15.000          0.000          0.013         58.237          0.000
     12/07/1957        248.353             11.937             67.016             74.400             95.000          0.500        750.000          0.921          0.000         10.420         15.000          0.000          0.039         59.182          0.000
     13/07/1957        247.996             11.580             67.016             74.400             95.000          0.500        750.000          0.892          0.000         12.420         15.000          0.000          0.000         60.222          0.000
     14/07/1957        247.667             11.251             67.016             74.400             95.000          0.500        750.000          0.870          0.000         14.970         15.000          0.000          0.000         61.275          0.000
     15/07/1957        247.361             10.945             67.016             74.400             95.000          0.500        750.000          0.854          0.000          9.220         15.000          0.000          0.000         62.326          0.000
     16/07/1957        247.825             11.409             67.016             74.400             95.000          0.500        750.000          0.880          0.000          2.620         15.000          0.000          0.000         63.374          0.000
     17/07/1957        247.349             10.933             67.016             74.400             95.000          0.500        750.000          0.853          0.000         10.860         15.000          0.000          0.000         64.421          0.000
     18/07/1957        246.923             10.507             67.016             74.400             95.000          0.500        750.000          0.838          0.000         14.540         15.000          0.000          0.000         65.465          0.000
     19/07/1957        246.530             10.122             67.008             74.400             95.000          0.500        750.000          0.832          0.000         13.180         15.000          0.000          0.000         66.507          0.000
