Summary_file = gmtb0a.sum
Title = Greenmount B0_SOILWAT
           date       dlayer()      soil_loss  erosion_cover cover_surface_runoff
     11/01/1989       1500.000          0.289          0.032                0.032
     20/01/1989       1500.000          0.044          0.033                0.033
     07/02/1989       1500.000          0.010          0.034                0.034
     13/02/1989       1500.000          0.021          0.036                0.036
     26/03/1989       1500.000          0.378          0.047                0.047
     27/03/1989       1500.000          2.327          0.047                0.047
     28/03/1989       1500.000          2.013          0.047                0.047
     25/04/1989       1500.000          1.196          0.055                0.055
     26/04/1989       1500.000          1.486          0.055                0.055
     06/11/1989       1500.000          0.041          0.032                0.032
     11/11/1989       1500.000          0.194          0.031                0.031
     16/11/1989       1500.000          0.076          0.029                0.029
     04/12/1989       1500.000          0.710          0.030                0.030
     05/12/1989       1500.000          0.248          0.030                0.030
     06/12/1989       1500.000          0.251          0.029                0.029
     23/12/1989       1500.000          0.427          0.030                0.030
     28/12/1989       1500.000          0.001          0.030                0.030
     14/01/1990       1500.000          0.061          0.033                0.033
     15/01/1990       1500.000         13.118          0.033                0.033
     03/02/1990       1500.000          1.704          0.035                0.035
     08/02/1990       1500.000          0.010          0.035                0.035
     27/03/1990       1500.000          0.256          0.046                0.046
     28/03/1990       1500.000          0.039          0.046                0.046
     05/04/1990       1500.000          3.147          0.047                0.047
     21/04/1990       1500.000          4.350          0.051                0.051
     18/05/1990       1500.000          0.813          0.060                0.060
     23/05/1990       1500.000          7.291          0.060                0.060
     28/05/1990       1500.000          3.385          0.059                0.059
     01/09/1990       1500.000          0.168          0.037                0.037
     05/11/1990       1500.000          0.002          0.034                0.034
     07/01/1991       1500.000          0.963          0.037                0.037
     18/01/1991       1500.000          0.393          0.038                0.038
     20/01/1991       1500.000          0.448          0.036                0.036
     27/01/1991       1500.000         13.357          0.037                0.037
     08/02/1991       1500.000         14.244          0.039                0.039
     09/02/1991       1500.000          0.076          0.039                0.039
     24/10/1991       1500.000          0.098          0.043                0.043
     28/11/1991       1500.000          1.420          0.040                0.040
     30/11/1991       1500.000          0.010          0.038                0.038
     12/12/1991       1500.000          4.900          0.033                0.033
     01/01/1992       1500.000          0.197          0.033                0.033
     08/01/1992       1500.000          0.825          0.034                0.034
     09/01/1992       1500.000         10.737          0.033                0.033
     01/02/1992       1500.000          1.674          0.039                0.039
     10/02/1992       1500.000         24.221          0.042                0.042
