Summary_file = gmtb0e.sum
Title = Greenmount B0_SOILWAT
           date       dlayer()      soil_loss  erosion_cover cover_surface_runoff
     07/02/1981        713.499        197.653          0.038                0.038
     08/02/1981        575.266       1520.570          0.038                0.038
     10/02/1981        575.014          3.278          0.038                0.038
     14/03/1981        574.747          3.463          0.049                0.049
     23/03/1981        574.651          1.244          0.053                0.053
     02/04/1981        549.954        321.065          0.060                0.060
     06/04/1981        545.722         55.021          0.062                0.062
     08/04/1981        544.505         15.821          0.064                0.064
     02/06/1981        544.342          2.110          0.059                0.059
     22/07/1981        543.120         15.895          0.042                0.042
     26/08/1981        543.118          0.017          0.043                0.043
     21/09/1981        532.394        139.417          0.045                0.045
     01/11/1981        522.493        128.709          0.042                0.042
     02/11/1981        510.638        154.119          0.041                0.041
     03/11/1981        504.764         76.364          0.040                0.040
     04/11/1981        504.437          4.253          0.039                0.039
     03/12/1981        491.281        171.025          0.034                0.034
     04/12/1981        424.330        870.361          0.034                0.034
     20/12/1981        424.187          1.862          0.035                0.035
     21/12/1981        422.602         20.596          0.034                0.034
     24/12/1981        415.885         87.324          0.034                0.034
     19/01/1982        401.448        187.690          0.041                0.041
     21/01/1982        400.710          9.582          0.041                0.041
     25/02/1982        394.919         75.286          0.058                0.058
     01/03/1982        388.982         77.185          0.059                0.059
     02/03/1982        388.783          2.588          0.060                0.060
     05/03/1982        388.711          0.935          0.061                0.061
     08/03/1982        387.650         13.795          0.063                0.063
     11/03/1982        376.592        143.753          0.065                0.065
     28/04/1982        376.367          2.924          0.122                0.122
     09/09/1982        376.206          2.092          0.062                0.062
     11/10/1982        361.108        196.275          0.057                0.057
     01/11/1982        355.495         72.965          0.055                0.055
     03/12/1982        347.859         99.268          0.058                0.058
     20/12/1982        340.626         94.035          0.054                0.054
     30/12/1982        340.609          0.220          0.053                0.053
     04/01/1983        340.067          7.044          0.053                0.053
     05/01/1983        339.451          8.011          0.052                0.052
     20/03/1983        339.441          0.128          0.078                0.078
     21/03/1983        337.090         30.559          0.078                0.078
     26/04/1983        336.961          1.682          0.105                0.105
     28/04/1983        333.525         44.661          0.104                0.104
     01/05/1983        297.534        467.889          0.106                0.106
     02/05/1983        254.827        555.182          0.106                0.106
     03/05/1983        219.088        464.610          0.107                0.107
     28/05/1983        199.612        253.198          0.122                0.122
     21/06/1983        199.257          4.606          0.061                0.061
     22/06/1983        111.356       1142.718          0.061                0.061
     23/06/1983        106.827         63.406          0.060                0.060
     20/10/1983        105.792         14.493          0.050                0.050
     16/02/1984        101.190         64.425          0.041                0.041
