Summary_file = output\dingxi_w.sum
Title = Continuous spring wheat at Dingxi
       day      year           date          event           flag           rain           w_ep              sw(1)              sw(2)              sw(3)              sw(4)              sw(5)              sw(6)              sw(7)              sw(8)             es         runoff          drain         sw_dep          nh4()        tot_no3             no3(1)             no3(2)             no3(3)             no3(4)             no3(5)             no3(6)             no3(7)             no3(8)           dnit       hum_c(1)      biom_c(1)       fom_c(1)    surfaceom_n   surfaceom_wt          w_lai        w_yield      w_biomass      w_root_wt     w_root_dep       w_biom_n     w_mat       n_stress       w_stress             eo
       334      1970     30/11/1970          0.000          0.000          0.200          0.000              0.186              0.203              0.213              0.215              0.210              0.194              0.180              0.182         11.328          0.000          0.000        395.713          1.683         70.288              6.645              8.143              8.890             13.182             11.664              8.955              6.458              6.353          0.000       9482.884        302.128         74.461          0.517         54.613          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         34.281
       365      1970     31/12/1970          0.000          0.000          0.000          0.000              0.165              0.188              0.202              0.207              0.205              0.198              0.187              0.184          6.937          0.000          0.000        388.776          1.701         70.572              7.650              7.609              8.479             12.745             11.490              9.286              6.835              6.479          0.000       9482.822        302.096         74.241          0.517         54.613          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         14.741
        31      1971     31/01/1971          0.000          0.000          1.000          0.000              0.146              0.177              0.195              0.201              0.202              0.198              0.191              0.188          6.798          0.000          0.000        382.977          1.704         70.627              8.429              7.190              8.163             12.398             11.323              9.381              7.098              6.646          0.000       9482.822        302.096         74.239          0.517         54.613          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         12.084
        59      1971     28/02/1971          0.000          1.000          2.900          0.000              0.126              0.170              0.189              0.197              0.199              0.197              0.193              0.192          7.579          0.000          0.000        378.299          1.660         70.801              9.041              6.971              7.965             12.164             11.192              9.410              7.257              6.800          0.000       9482.764        302.067         74.040          0.517         54.613          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         32.651
        90      1971     31/03/1971          0.000          0.000          8.300          0.000              0.136              0.168              0.185              0.194              0.197              0.197              0.195              0.196          9.105          0.000          0.000        377.494         15.762         87.663             25.440              7.384              7.955             12.032             11.082              9.428              7.390              6.953          0.000       9481.832        301.694         72.916          0.461         48.702          0.000          0.000          0.000          0.000        118.110          0.000         0          1.000          1.000         87.109
       120      1971     30/04/1971          0.000          0.000          8.100         10.798              0.096              0.133              0.169              0.190              0.195              0.196              0.196              0.199         12.088          0.000          0.000        362.708        124.223         80.321             21.692              4.916              6.689             12.005             11.007              9.447              7.492              7.072          0.000       9481.095        301.325         74.242          0.461         48.702          0.935          0.000        705.345         49.026        443.930          1.582         0          0.874          0.888        110.315
       151      1971     31/05/1971          0.000          0.000         24.200         31.322              0.089              0.121              0.134              0.149              0.186              0.195              0.197              0.201         17.253          0.000          0.000        338.332         18.849        144.222             85.806              7.854              6.659              9.931              9.779              9.442              7.580              7.171          0.000       9478.994        301.017         74.447          0.416         43.905          0.939          0.000       2564.504         97.580        918.890          4.399         0          0.892          0.617        148.475
       181      1971     30/06/1971          0.000          0.000         57.900         36.186              0.180              0.180              0.133              0.123              0.142              0.176              0.195              0.202         28.437          0.000          0.000        331.609          3.198        145.042             53.900             43.364              7.414              9.290              8.231              8.108              7.507              7.228          0.000       9476.468        303.503         70.573          0.192         20.239          0.526        414.242       4641.520        107.013       1515.110          5.736         0          1.000          0.812        169.129
       208      1971     27/07/1971          2.000          0.000         38.400         41.894              0.117              0.147              0.137              0.117              0.129              0.158              0.180              0.199         24.735          0.000          0.000        303.380          0.490        109.582             25.965             32.597             11.811              9.310              8.101              7.668              6.983              7.147          0.000       9470.677        301.134         58.966          0.095          9.990          0.002       2597.223       6334.978         93.937       1692.705          9.956       206          1.000          0.970        157.374
       212      1971     31/07/1971          0.000          0.000          0.200          0.000              0.075              0.145              0.137              0.117              0.129              0.159              0.180              0.198          4.656          0.000          0.000        298.924          0.495        109.877             26.278             32.488             11.855              9.339              8.117              7.681              7.000              7.119          0.000       9470.677        301.134        102.880          1.909        187.387          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         29.831
       243      1971     31/08/1971          0.000          0.000         38.600          0.000              0.160              0.140              0.136              0.119              0.132              0.160              0.181              0.194         31.055          0.000          0.000        306.469          0.421        111.600             27.193             32.808             11.991              9.544              8.239              7.769              7.047              7.008          0.000       9469.626        312.227         87.827          1.196        117.385          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000        150.436
       273      1971     30/09/1971          0.000          0.000        107.300          0.000              0.240              0.242              0.241              0.139              0.134              0.161              0.180              0.191         50.770          0.960          0.000        362.040          1.353        114.981             10.616             31.766             29.084             13.237              8.386              7.852              7.070              6.969          0.041       9465.130        317.822         65.292          0.636         62.458          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         73.244
       304      1971     31/10/1971          0.000          0.000         11.500          0.000              0.191              0.207              0.208              0.166              0.139              0.162              0.179              0.189         20.950          0.000          0.000        352.590          1.625        118.177             15.043             28.034             25.796             18.493              8.837              7.925              7.090              6.959          0.000       9462.148        315.976         56.888          0.578         56.706          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         61.027
       334      1971     30/11/1971          0.000          0.000          9.700          0.000              0.172              0.192              0.195              0.173              0.146              0.163              0.178              0.188         13.711          0.000          0.000        348.578          1.715        119.542             16.845             26.250             24.408             20.453              9.550              7.984              7.098              6.954          0.000       9461.268        315.212         54.808          0.570         55.957          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         32.355
       365      1971     31/12/1971          0.000          0.000          0.000          0.000              0.132              0.174              0.184              0.174              0.153              0.164              0.177              0.186          7.800          0.000          0.000        340.778          1.717        119.849             19.489             23.897             23.070             21.008             10.310              8.039              7.094              6.942          0.000       9461.236        315.181         54.738          0.570         55.957          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         16.676
        31      1972     31/01/1972          0.000          0.000          2.900          0.000              0.120              0.164              0.176              0.172              0.158              0.165              0.176              0.185          6.569          0.000          0.000        337.110          1.709        119.969             21.205             22.541             22.168             21.018             10.928              8.098              7.085              6.926          0.000       9461.230        315.173         54.721          0.570         55.957          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         16.110
        60      1972     29/02/1972          0.000          1.000         10.100          0.000              0.147              0.167              0.173              0.170              0.161              0.166              0.176              0.184          7.136          0.000          0.000        340.074          1.709        119.989             20.547             23.364             21.686             20.911             11.350              8.153              7.074              6.904          0.000       9461.230        315.173         54.720          0.570         55.957          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000          7.662
        91      1972     31/03/1972          0.000          0.000         14.700          0.000              0.161              0.168              0.171              0.169              0.164              0.167              0.176              0.184         13.089          0.000          0.000        341.685         19.055        133.464             32.902             24.211             21.576             20.892             11.681              8.230              7.078              6.894          0.000       9460.211        314.355         54.496          0.501         49.170          0.000          0.000          0.000          0.000        115.740          0.000         0          1.000          1.000         80.126
       121      1972     30/04/1972          0.000          0.000         25.600         14.789              0.141              0.144              0.163              0.168              0.165              0.168              0.176              0.183         18.730          0.000          0.000        333.766        108.050        115.452             26.091             17.491             16.706             20.955             11.923              8.308              7.088              6.889          0.000       9457.988        312.902         54.401          0.446         43.785          1.163          0.000        877.279         61.654        394.810          3.886         0          1.000          0.911        112.476
       152      1972     31/05/1972          0.000          0.000         67.300         45.422              0.180              0.153              0.134              0.140              0.162              0.169              0.176              0.183         31.378          0.000          0.000        324.265          8.544        173.939             55.555             48.245             17.069             18.745             11.933              8.387              7.110              6.895          0.000       9454.939        313.720         63.601          0.191         18.799          1.547          0.000       3876.215        143.657        924.610          6.582         0          1.000          0.652        139.981
       182      1972     30/06/1972          0.000          0.000         59.900         43.309              0.146              0.145              0.131              0.119              0.131              0.158              0.175              0.183         41.354          0.000          0.000        299.503          0.635        157.574             27.127             60.268             17.764             18.631             11.692              8.128              7.060              6.905          0.000       9450.461        313.243         68.153          0.050          4.873          0.635        576.998       6188.173        149.663       1492.068          8.828         0          1.000          0.711        169.055
       213      1972     31/07/1972          2.000          0.000         51.400         28.511              0.094              0.155              0.133              0.115              0.124              0.147              0.168              0.181         34.778          0.000          0.000        287.613          0.545        111.453              8.916             33.000             18.956             18.147             11.273              7.666              6.616              6.878          0.000       9443.653        309.509         64.915          0.009          0.907          0.002       2969.208       7667.343        128.767       1658.143         13.735       211          1.000          0.942        138.657
       213      1972     31/07/1972          2.000          0.000          0.000          0.000              0.088              0.154              0.133              0.115              0.124              0.147              0.168              0.181          0.686          0.000          0.000        286.928          0.565        111.524              8.990             32.969             18.974             18.155             11.275              7.668              6.617              6.877          0.000       9443.653        309.509        188.389          3.075        234.952          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000          7.752
       244      1972     31/08/1972          0.000          0.000         77.300          0.000              0.219              0.228              0.177              0.118              0.125              0.148              0.168              0.179         39.738          0.000          0.000        324.489          1.235        120.623             10.975             32.420             25.750             18.849             11.372              7.753              6.651              6.854          0.000       9435.488        336.470         87.069          1.706        130.365          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000        163.233
       274      1972     30/09/1972          0.000          0.000          2.400          0.000              0.144              0.182              0.181              0.125              0.127              0.149              0.167              0.178         16.198          0.000          0.000        310.691          1.293        127.315             17.911             28.911             27.123             20.523             11.494              7.826              6.679              6.848          0.000       9429.466        331.448         65.804          1.697        129.678          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000        104.657
       305      1972     31/10/1972          0.000          0.000         11.700          0.000              0.125              0.169              0.173              0.131              0.128              0.150              0.166              0.177         15.811          0.000          0.000        306.580          1.186        130.793             20.642             28.552             26.517             21.972             11.667              7.889              6.704              6.850          0.000       9427.024        330.160         59.162          1.552        118.572          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         68.398
       335      1972     30/11/1972          0.000          0.000          6.300          0.000              0.113              0.160              0.166              0.135              0.130              0.150              0.166              0.176          9.505          0.000          0.000        303.375          1.024        132.102             22.570             27.507             25.690             22.963             11.864              7.935              6.721              6.853          0.000       9426.730        329.822         58.493          1.552        118.569          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         35.370
       366      1972     31/12/1972          0.000          0.000          0.900          0.000              0.083              0.150              0.160              0.137              0.132              0.150              0.165              0.175          6.019          0.000          0.000        298.256          1.007        132.368             24.365             25.940             24.829             23.624             12.074              7.962              6.726              6.849          0.000       9426.725        329.816         58.476          1.552        118.551          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         13.205
        31      1973     31/01/1973          0.000          0.000          4.100          0.000              0.070              0.142              0.155              0.139              0.134              0.151              0.165              0.174          7.274          0.000          0.000        295.083          1.007        132.461             26.042             24.482             24.071             24.041             12.282              7.977              6.723              6.842          0.000       9426.725        329.816         58.476          1.552        118.551          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         13.132
        59      1973     28/02/1973          0.000          1.000          0.000          0.000              0.043              0.134              0.151              0.140              0.136              0.151              0.164              0.173          4.554          0.000          0.000        290.529          0.956        132.642             27.606             23.216             23.512             24.293             12.466              7.991              6.722              6.836          0.000       9426.725        329.816         58.476          1.552        118.551          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         36.266
        90      1973     31/03/1973          0.000          0.000         10.000          0.000              0.040              0.128              0.148              0.140              0.137              0.151              0.164              0.172         11.976          0.000          0.000        288.552         30.779        132.985             29.051             22.239             23.013             24.476             12.656              8.005              6.717              6.828          0.000       9426.750        330.046         63.157          1.378        105.253          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         72.164
       120      1973     30/04/1973          0.000          0.000         44.900          0.350              0.223              0.171              0.145              0.140              0.139              0.151              0.163              0.172         17.811          0.000          0.000        315.291        126.181        157.051             42.222             33.009             22.798             24.630             12.831              8.023              6.716              6.822          0.000       9426.038        331.588         61.816          1.145         87.505          0.054          0.000         47.938          5.890        170.436          0.191         0          1.000          0.611        131.684
       151      1973     31/05/1973          0.000          0.000         52.900         26.380              0.117              0.141              0.140              0.141              0.140              0.152              0.163              0.171         43.860          0.000          0.000        297.951          9.237        223.527             85.398             53.656             25.078             24.828             12.999              8.041              6.714              6.813          0.000       9421.626        332.759         56.067          0.498         38.019          1.391          0.000       1909.560         62.041        535.829          4.325         0          1.000          0.884        136.833
       181      1973     30/06/1973          0.000          0.000         61.300         16.361              0.249              0.141              0.130              0.122              0.138              0.152              0.163              0.171         40.094          0.000          0.000        302.796          2.587        227.212             75.374             68.130             25.032             24.367             12.724              8.062              6.715              6.808          0.000       9420.407        334.741         64.923          0.171         13.037          0.320          0.000       2980.950         72.961        947.421          4.473         0          1.000          0.524        145.068
       212      1973     31/07/1973          0.000          0.000         55.400         24.595              0.213              0.133              0.130              0.115              0.125              0.146              0.162              0.170         44.132          0.000          0.000        289.468          0.586        198.117             42.454             71.182             26.181             24.278             12.545              7.948              6.719              6.810          0.000       9415.019        330.510         61.618          0.059          4.493          0.248       1701.069       4149.783         62.581       1393.314          7.900         0          1.000          0.919        174.824
       217      1973     05/08/1973          2.000          0.000          0.000          1.851              0.120              0.132              0.130              0.115              0.124              0.145              0.162              0.170          8.292          0.000          0.000        279.325          0.510        196.176             40.508             71.169             26.187             24.298             12.545              7.945              6.713              6.810          0.000       9414.201        329.827         60.702          0.048          3.688          0.002       1701.069       4203.996         61.339       1401.724          8.136       215          1.000          1.000         27.332
       243      1973     31/08/1973          0.000          0.000        160.700          0.000              0.270              0.275              0.273              0.154              0.125              0.145              0.161              0.170         54.672         22.081          0.000        363.272          1.385        199.210             10.367             54.776             62.018             37.865             12.662              7.990              6.712              6.820          0.180       9412.017        345.633        101.137          0.604         40.883          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000        134.349
       273      1973     30/09/1973          0.000          0.000         42.100          0.000              0.213              0.222              0.223              0.210              0.141              0.146              0.161              0.169         45.871          1.350          0.000        358.151          1.897        206.789             20.220             40.445             49.411             58.099             16.949              8.075              6.739              6.851          0.026       9406.037        343.767         71.367          0.387         26.200          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         99.607
       304      1973     31/10/1973          0.000          0.000         30.800          0.000              0.204              0.217              0.218              0.206              0.162              0.148              0.160              0.169         28.039          0.000          0.000        360.913          2.049        210.532             19.822             38.956             48.091             58.639             23.017              8.364              6.767              6.876          0.000       9403.647        341.802         63.864          0.309         20.901          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         54.342
       334      1973     30/11/1973          0.000          0.000          3.900          0.000              0.164              0.191              0.202              0.198              0.174              0.153              0.160              0.168         13.539          0.000          0.000        351.274          2.107        212.559             25.320             35.174             44.877             57.158             27.269              9.058              6.806              6.898          0.000       9402.643        340.603         61.217          0.309         20.901          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         38.641
       365      1973     31/12/1973          0.000          0.000          0.000          0.000              0.134              0.176              0.191              0.191              0.179              0.159              0.161              0.168          7.273          0.000          0.000        344.001          2.114        212.923             29.232             32.685             42.513             55.356             29.339             10.026              6.861              6.911          0.000       9402.612        340.568         61.144          0.309         20.901          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         16.910
        31      1974     31/01/1974          0.000          0.000          7.500          0.000              0.144              0.170              0.184              0.186              0.179              0.164              0.162              0.168          8.687          0.000          0.000        342.814          2.118        213.016             31.147             31.886             40.961             53.985             30.205             10.956              6.952              6.924          0.000       9402.612        340.567         61.142          0.309         20.901          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         13.089
        59      1974     28/02/1974          0.000          1.000          7.700          0.000              0.133              0.166              0.180              0.183              0.178              0.167              0.163              0.168         10.226          0.000          0.000        340.287          2.033        213.366             32.537             31.419             40.071             53.090             30.583             11.659              7.064              6.944          0.000       9402.490        340.418         60.832          0.309         20.895          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         34.938
        90      1974     31/03/1974          0.000          0.000         16.000          0.000              0.147              0.166              0.176              0.180              0.177              0.169              0.165              0.168         15.286          0.000          0.000        341.001         17.753        228.567             47.302             32.138             39.475             52.369             30.825             12.276              7.206              6.976          0.000       9401.640        339.535         59.492          0.260         17.609          0.000          0.000          0.000          0.000        119.690          0.000         0          1.000          1.000         70.969
       120      1974     30/04/1974          0.000          0.000          9.200         12.820              0.091              0.126              0.157              0.177              0.176              0.170              0.167              0.169         13.760          0.000          0.000        323.621        124.338        206.070             43.945             22.373             29.769             51.854             31.001             12.755              7.354              7.020          0.000       9400.841        338.553         62.004          0.260         17.609          0.742          0.000        809.493         55.228        452.520          2.742         0          1.000          0.688        131.846
       151      1974     31/05/1974          0.000          0.000         35.300         31.123              0.118              0.127              0.133              0.142              0.168              0.171              0.168              0.170         18.250          0.000          0.000        309.549         11.918        291.822            115.715             40.213             29.771             48.093             30.358             13.097              7.501              7.073          0.000       9397.826        336.205         61.570          0.151         10.245          0.941          0.000       2821.865        104.180        946.260          4.554         0          1.000          0.655        146.937
       181      1974     30/06/1974          0.000          0.000         19.900         27.672              0.093              0.120              0.130              0.120              0.133              0.157              0.168              0.171         17.987          0.000          0.000        283.790          1.426        283.041            118.161             44.178             29.633             40.630             24.757             11.196              7.357              7.129          0.000       9395.937        334.713         68.417          0.096          6.518          0.395        487.502       4387.526        106.787       1464.471          6.390         0          1.000          0.719        167.686
       209      1974     28/07/1974          2.000          0.000         48.200         17.592              0.145              0.124              0.130              0.114              0.122              0.143              0.162              0.171         35.743          0.000          0.000        278.656          0.507        257.827             85.506             53.491             29.633             39.722             24.164             10.941              7.224              7.146          0.000       9391.395        331.315         62.840          0.025          1.688          0.002       1844.608       5176.718         93.270       1614.986          9.159       207          1.000          0.777        157.512
       212      1974     31/07/1974          0.000          0.000         16.300          0.000              0.197              0.134              0.130              0.114              0.122              0.143              0.162              0.171          9.062          0.000          0.000        285.893          0.471        258.137             78.928             60.339             29.643             39.738             24.175             10.947              7.221              7.145          0.000       9391.116        337.826        122.209          1.703        132.307          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         20.190
       243      1974     31/08/1974          0.000          0.000         54.500          0.000              0.153              0.158              0.131              0.115              0.123              0.143              0.161              0.170         53.649          0.000          0.000        286.744          0.763        261.671             64.429             77.292             30.289             40.062             24.265             10.985              7.209              7.142          0.000       9385.472        347.470         77.550          0.754         58.599          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000        171.618
       273      1974     30/09/1974          0.000          0.000         82.200          0.000              0.216              0.209              0.206              0.126              0.124              0.144              0.160              0.169         45.830          1.420          0.000        321.694          1.611        266.761             38.488             73.515             59.711             45.232             24.416             11.027              7.220              7.153          0.047       9379.892        343.782         59.202          0.480         37.296          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         87.975
       304      1974     31/10/1974          0.000          0.000         44.100          0.000              0.205              0.220              0.212              0.150              0.126              0.144              0.159              0.169         34.080          0.000          0.000        331.714          1.820        270.096             31.343             68.782             63.319             56.139             25.047             11.063              7.235              7.168          0.003       9377.320        341.149         53.306          0.392         30.484          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         60.350
