ApsimVersion = 6.0
Title = jambincerealonly1995
           Date           year            esw         runoff          drain        no3_tot      nw_grainn    nw_anthesis   nw_tops_biom       nw_yield      nw_status         nw_lai  sor_flower_wt        sor_das        sor_lai      sor_yield sor_flowerdate           rain   sw_mm_lay(1)   sw_mm_lay(2)   sw_mm_lay(3)   sw_mm_lay(4)   sw_mm_lay(5)  dul_mm_lay(1)  dul_mm_lay(2)  dul_mm_lay(3)  dul_mm_lay(4)  dul_mm_lay(5) ll15_mm_lay(1) ll15_mm_lay(2) ll15_mm_lay(3) ll15_mm_lay(4) ll15_mm_lay(5)   crop_current        crop_in      next_crop
             ()         (year)           (mm)           (mm)           (mm)        (kg/ha)        (g/m^2)          (doy)        (kg/ha)        (kg/ha)             ()      (m^2/m^2)         (g/m2)         (days)        (m2/m2)        (kg/ha)          (doy)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)            (?)            (?)            (?)
     27/08/1941           1941        145.388          0.000          0.012          118.2           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         17.026         35.012         79.877         83.862         84.110         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     28/08/1941           1941        145.154          0.000          0.011          118.4           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         16.897         34.967         79.842         83.850         84.099         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     29/08/1941           1941        144.923          0.000          0.010          118.7           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         16.768         34.922         79.806         83.838         84.089         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     30/08/1941           1941        144.694          0.000          0.009          118.9           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         16.641         34.878         79.771         83.825         84.080         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     31/08/1941           1941        144.469          0.000          0.008          119.2           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         16.515         34.834         79.735         83.812         84.072         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     01/09/1941           1941        144.245          0.000          0.007          119.4           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         16.391         34.791         79.699         83.799         84.065         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     02/09/1941           1941        144.024          0.000          0.006          119.7           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         16.267         34.749         79.664         83.786         84.058         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     03/09/1941           1941        143.805          0.000          0.006          120.0           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         16.145         34.707         79.628         83.773         84.053         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     04/09/1941           1941        143.589          0.000          0.005          120.3           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         16.024         34.665         79.592         83.760         84.047         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     05/09/1941           1941        143.374          0.000          0.005          120.6           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         15.904         34.624         79.557         83.747         84.043         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     06/09/1941           1941        143.161          0.000          0.004          120.9           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         15.785         34.583         79.521         83.733         84.038         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     07/09/1941           1941        142.951          0.000          0.004          121.3           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         15.668         34.543         79.485         83.720         84.035         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     08/09/1941           1941        142.742          0.000          0.003          121.7           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         15.551         34.504         79.450         83.706         84.031         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     09/09/1941           1941        142.534          0.000          0.003          122.0           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         15.435         34.464         79.414         83.693         84.028         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     10/09/1941           1941        142.329          0.000          0.003          122.4           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         15.321         34.426         79.378         83.679         84.025         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     11/09/1941           1941        142.125          0.000          0.003          122.7           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         15.207         34.387         79.343         83.665         84.023         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     12/09/1941           1941        141.923          0.000          0.002          123.0           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         15.095         34.349         79.307         83.651         84.020         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     13/09/1941           1941        141.739          0.000          0.002          123.3           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         14.983         34.311         79.272         83.637         84.018         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     14/09/1941           1941        141.649          0.000          0.002          123.5           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         14.874         34.273         79.237         83.623         84.017         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     15/09/1941           1941        141.560          0.000          0.002          123.8           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         14.765         34.235         79.201         83.608         84.015         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     16/09/1941           1941        141.470          0.000          0.001          124.0           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         14.658         34.197         79.166         83.594         84.013         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     17/09/1941           1941        141.381          0.000          0.001          124.3           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         14.552         34.159         79.130         83.580         84.012         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     18/09/1941           1941        141.291          0.000          0.001          124.6           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         14.448         34.120         79.095         83.565         84.011         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     19/09/1941           1941        141.202          0.000          0.001          124.9           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         14.345         34.082         79.060         83.550         84.010         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     20/09/1941           1941        141.112          0.000          0.001          125.2           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         14.243         34.044         79.025         83.535         84.009         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     21/09/1941           1941        141.023          0.000          0.001          125.5           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         14.142         34.005         78.989         83.521         84.008         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     22/09/1941           1941        140.934          0.000          0.001          125.9           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         14.043         33.967         78.954         83.506         84.007         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     23/09/1941           1941        140.844          0.000          0.001          126.2           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         13.944         33.928         78.919         83.491         84.006         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     24/09/1941           1941        140.755          0.000          0.001          126.6           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         13.847         33.890         78.884         83.476         84.006         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     25/09/1941           1941        140.665          0.000          0.001          127.0           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         13.751         33.851         78.849         83.460         84.005         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     26/09/1941           1941        140.576          0.000          0.001          127.4           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         13.656         33.812         78.814         83.445         84.005         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     27/09/1941           1941        140.486          0.000          0.000          127.8           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         13.562         33.774         78.778         83.430         84.004         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     28/09/1941           1941        140.397          0.000          0.000          128.2           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         13.469         33.735         78.743         83.414         84.004         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     29/09/1941           1941        140.307          0.000          0.000          128.5           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         13.377         33.697         78.708         83.399         84.003         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     30/09/1941           1941        140.218          0.000          0.000          128.9           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         13.287         33.658         78.673         83.383         84.003         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     01/10/1941           1941        140.128          0.000          0.000          129.2           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         13.197         33.620         78.638         83.367         84.003         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     02/10/1941           1941        140.039          0.000          0.000          129.5           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         13.108         33.581         78.603         83.352         84.002         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     03/10/1941           1941        139.949          0.000          0.000          129.8           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         13.020         33.543         78.568         83.336         84.002         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     04/10/1941           1941        139.860          0.000          0.000          130.1           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         12.933         33.504         78.534         83.320         84.002         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     05/10/1941           1941        139.770          0.000          0.000          130.4           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         12.847         33.466         78.499         83.304         84.002         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     06/10/1941           1941        139.680          0.000          0.000          130.7           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         12.762         33.427         78.464         83.288         84.002         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     07/10/1941           1941        139.591          0.000          0.000          131.1           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         12.678         33.389         78.429         83.271         84.001         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     08/10/1941           1941        139.501          0.000          0.000          131.5           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         12.594         33.351         78.394         83.255         84.001         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     09/10/1941           1941        139.412          0.000          0.000          131.9           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         12.512         33.312         78.359         83.239         84.001         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     10/10/1941           1941        139.322          0.000          0.000          132.3           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         12.430         33.274         78.325         83.222         84.001         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     11/10/1941           1941        139.233          0.000          0.000          132.6           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.300         12.349         33.236         78.290         83.206         84.001         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     12/10/1941           1941        139.143          0.000          0.000          132.9           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         12.269         33.198         78.255         83.189         84.001         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     13/10/1941           1941        139.054          0.000          0.000          133.2           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          3.800         12.190         33.160         78.220         83.173         84.001         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     14/10/1941           1941        138.964          0.000          0.000          133.5           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         12.111         33.122         78.186         83.156         84.001         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     15/10/1941           1941        138.875          0.000          0.000          133.8           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         12.033         33.084         78.151         83.139         84.001         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     16/10/1941           1941        138.785          0.000          0.000          134.2           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         11.956         33.046         78.116         83.122         84.001         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     17/10/1941           1941        138.696          0.000          0.000          134.6           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         11.880         33.008         78.082         83.105         84.001         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     18/10/1941           1941        138.606          0.000          0.000          135.0           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         11.804         32.970         78.047         83.088         84.000         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     19/10/1941           1941        138.517          0.000          0.000          135.4           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         11.729         32.932         78.013         83.071         84.000         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     20/10/1941           1941        138.427          0.000          0.000          135.8           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         11.655         32.895         77.978         83.054         84.000         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     21/10/1941           1941        138.338          0.000          0.000          136.3           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         11.582         32.857         77.944         83.037         84.000         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     22/10/1941           1941        138.249          0.000          0.000          136.8           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         11.509         32.820         77.909         83.020         84.000         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     23/10/1941           1941        138.160          0.000          0.000          137.3           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         11.437         32.782         77.875         83.002         84.000         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     24/10/1941           1941        138.070          0.000          0.000          137.8           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         11.365         32.745         77.840         82.985         84.000         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     25/10/1941           1941        137.981          0.000          0.000          138.3           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         11.294         32.707         77.806         82.968         84.000         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     26/10/1941           1941        137.892          0.000          0.000          138.7           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         11.224         32.670         77.772         82.950         84.000         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     27/10/1941           1941        137.803          0.000          0.000          139.2           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          5.100         11.154         32.633         77.737         82.933         84.000         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     28/10/1941           1941        137.714          0.000          0.000          139.6           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         11.085         32.596         77.703         82.915         84.000         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     29/10/1941           1941        137.625          0.000          0.000          140.0           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         11.017         32.559         77.669         82.897         84.000         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     30/10/1941           1941        137.536          0.000          0.000          140.4           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         10.949         32.522         77.634         82.879         84.000         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     31/10/1941           1941        137.447          0.000          0.000          140.9           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         10.882         32.485         77.600         82.862         84.000         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     01/11/1941           1941        144.063          0.000          0.000          141.4           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0         16.300         21.678         32.475         77.566         82.844         84.000         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     02/11/1941           1941        146.461          0.000          0.000          142.0           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          5.600         24.129         32.473         77.532         82.826         84.000         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     03/11/1941           1941        143.452          0.000          0.000          142.5           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         21.184         32.462         77.499         82.808         84.000         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     04/11/1941           1941        143.243          0.000          0.000          142.9           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         21.038         32.450         77.465         82.790         84.000         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     05/11/1941           1941        143.035          0.000          0.000          143.3           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         20.894         32.438         77.432         82.772         84.000         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     06/11/1941           1941        142.829          0.000          0.000          143.8           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         20.751         32.425         77.399         82.754         84.000         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     07/11/1941           1941        142.624          0.000          0.000          144.2           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         20.610         32.413         77.366         82.735         84.000         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     08/11/1941           1941        145.237          0.000          0.000          144.7           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          7.600         23.280         32.407         77.333         82.717         84.000         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     09/11/1941           1941        144.009          0.000          0.000          145.2           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         22.111         32.398         77.301         82.699         84.000         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     10/11/1941           1941        143.796          0.000          0.000          145.8           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         21.958         32.389         77.269         82.681         84.000         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     11/11/1941           1941        143.584          0.000          0.000          146.3           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         21.807         32.378         77.236         82.662         84.000         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     12/11/1941           1941        143.374          0.000          0.000          146.9           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         21.658         32.368         77.204         82.644         84.000         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     13/11/1941           1941        143.165          0.000          0.000          147.4           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         21.510         32.357         77.173         82.625         84.000         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     14/11/1941           1941        142.958          0.000          0.000          147.9           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         21.365         32.346         77.141         82.607         84.000         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     15/11/1941           1941        142.752          0.000          0.000          148.4           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         21.220         32.334         77.109         82.588         84.000         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     16/11/1941           1941        142.548          0.000          0.000          149.0           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         21.078         32.322         77.078         82.570         84.000         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     17/11/1941           1941        142.345          0.000          0.000          149.5           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         20.937         32.310         77.047         82.551         84.000         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
     18/11/1941           1941        142.143          0.000          0.000          150.2           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         20.798         32.297         77.016         82.532         84.000         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000             wf
