Summary_file = g2_00_w0.sum
Title = Ghab2_W0_9900
           year            day            das tt_since_emerg          stage            lai     biomass_wt       grain_wt        leaf_wt        stem_wt      biomass_n        grain_n         leaf_n         stem_n            cep    sw(1-10)(1)    sw(1-10)(2)    sw(1-10)(3)    sw(1-10)(4)    sw(1-10)(5)    sw(1-10)(6)    sw(1-10)(7)    sw(1-10)(8)    sw(1-10)(9)   sw(1-10)(10) no3ppm(1-6)(1) no3ppm(1-6)(2) no3ppm(1-6)(3) no3ppm(1-6)(4) no3ppm(1-6)(5) no3ppm(1-6)(6) nh4ppm(1-6)(1) nh4ppm(1-6)(2) nh4ppm(1-6)(3) nh4ppm(1-6)(4) nh4ppm(1-6)(5) nh4ppm(1-6)(6)    n_conc_leaf    n_conc_stem   n_conc_grain
         (year)          (day)            (d)            (?)             ()      (m^2/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)           (mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)            (%)            (%)            (%)
           2000            154              0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.080          0.141          0.162          0.191          0.221          0.233          0.261          0.281          0.290          0.295          5.541          4.900          4.692          4.614          4.443          3.993          0.162          0.160          0.059          0.014          0.003          0.000          0.000          0.000          0.000
           2000            155              0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.080          0.140          0.162          0.191          0.221          0.234          0.261          0.281          0.290          0.295          5.549          4.895          4.693          4.614          4.441          3.993          0.162          0.160          0.060          0.014          0.003          0.000          0.000          0.000          0.000
           2000            156              0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.080          0.140          0.162          0.191          0.221          0.234          0.261          0.281          0.290          0.295          5.558          4.889          4.695          4.614          4.440          3.994          0.162          0.160          0.060          0.014          0.003          0.000          0.000          0.000          0.000
           2000            157              0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.080          0.140          0.162          0.191          0.221          0.234          0.261          0.281          0.289          0.295          5.567          4.884          4.696          4.613          4.439          3.994          0.162          0.160          0.060          0.014          0.003          0.000          0.000          0.000          0.000
           2000            158              0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.080          0.140          0.162          0.191          0.221          0.234          0.261          0.281          0.289          0.294          5.572          4.882          4.698          4.613          4.437          3.995          0.162          0.160          0.060          0.014          0.003          0.000          0.000          0.000          0.000
           2000            159              0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.080          0.140          0.162          0.191          0.221          0.234          0.261          0.281          0.289          0.294          5.575          4.881          4.700          4.613          4.436          3.995          0.162          0.160          0.060          0.013          0.002          0.000          0.000          0.000          0.000
           2000            160              0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.080          0.140          0.162          0.191          0.221          0.234          0.261          0.281          0.289          0.294          5.578          4.881          4.701          4.613          4.435          3.996          0.162          0.160          0.060          0.013          0.002          0.000          0.000          0.000          0.000
           2000            161              0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.080          0.140          0.163          0.191          0.221          0.234          0.261          0.280          0.289          0.294          5.581          4.881          4.703          4.613          4.434          3.996          0.162          0.160          0.060          0.013          0.002          0.000          0.000          0.000          0.000
           2000            162              0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.080          0.140          0.163          0.191          0.221          0.234          0.261          0.280          0.289          0.294          5.584          4.881          4.705          4.613          4.432          3.997          0.162          0.160          0.060          0.013          0.002          0.000          0.000          0.000          0.000
           2000            163              0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.080          0.140          0.163          0.191          0.221          0.235          0.261          0.280          0.289          0.294          5.587          4.880          4.706          4.612          4.431          3.997          0.162          0.160          0.060          0.013          0.002          0.000          0.000          0.000          0.000
           2000            164              0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.080          0.140          0.163          0.191          0.221          0.235          0.261          0.280          0.289          0.294          5.590          4.880          4.708          4.612          4.430          3.997          0.162          0.160          0.060          0.013          0.002          0.000          0.000          0.000          0.000
           2000            165              0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.080          0.140          0.163          0.191          0.221          0.235          0.261          0.280          0.289          0.294          5.594          4.880          4.710          4.612          4.429          3.998          0.162          0.160          0.061          0.013          0.002          0.000          0.000          0.000          0.000
           2000            166              0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.080          0.140          0.163          0.191          0.221          0.235          0.261          0.280          0.289          0.294          5.597          4.880          4.711          4.612          4.428          3.998          0.162          0.160          0.061          0.013          0.002          0.000          0.000          0.000          0.000
           2000            167              0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.080          0.140          0.163          0.191          0.221          0.235          0.261          0.280          0.289          0.294          5.600          4.879          4.713          4.612          4.426          3.998          0.162          0.160          0.061          0.013          0.002          0.000          0.000          0.000          0.000
           2000            168              0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.080          0.140          0.163          0.191          0.221          0.235          0.261          0.280          0.289          0.294          5.603          4.879          4.715          4.611          4.425          3.998          0.162          0.160          0.062          0.013          0.002          0.000          0.000          0.000          0.000
           2000            169              0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.080          0.140          0.163          0.191          0.221          0.235          0.261          0.280          0.289          0.294          5.606          4.879          4.717          4.611          4.424          3.998          0.162          0.160          0.062          0.013          0.002          0.000          0.000          0.000          0.000
           2000            170              0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.080          0.140          0.163          0.191          0.221          0.235          0.261          0.280          0.289          0.294          5.609          4.879          4.718          4.611          4.423          3.998          0.162          0.161          0.063          0.013          0.002          0.000          0.000          0.000          0.000
           2000            171              0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.080          0.140          0.163          0.191          0.220          0.235          0.261          0.280          0.289          0.294          5.612          4.878          4.720          4.611          4.422          3.998          0.162          0.161          0.063          0.013          0.002          0.000          0.000          0.000          0.000
           2000            172              0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.080          0.140          0.163          0.191          0.220          0.236          0.261          0.280          0.289          0.294          5.615          4.878          4.722          4.611          4.421          3.998          0.162          0.161          0.064          0.013          0.002          0.000          0.000          0.000          0.000
           2000            173              0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.080          0.140          0.163          0.191          0.220          0.236          0.261          0.280          0.289          0.294          5.618          4.878          4.724          4.610          4.420          3.998          0.162          0.161          0.064          0.013          0.002          0.000          0.000          0.000          0.000
           2000            174              0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.080          0.140          0.163          0.191          0.220          0.236          0.261          0.280          0.288          0.294          5.621          4.878          4.726          4.610          4.419          3.998          0.162          0.161          0.064          0.013          0.002          0.000          0.000          0.000          0.000
           2000            175              0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.080          0.140          0.163          0.191          0.220          0.236          0.261          0.280          0.288          0.294          5.625          4.877          4.728          4.610          4.418          3.999          0.162          0.161          0.064          0.013          0.002          0.000          0.000          0.000          0.000
           2000            176              0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.080          0.140          0.163          0.191          0.220          0.236          0.261          0.279          0.288          0.293          5.628          4.877          4.730          4.610          4.417          3.999          0.162          0.161          0.065          0.013          0.002          0.000          0.000          0.000          0.000
           2000            177              0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.080          0.140          0.163          0.191          0.220          0.236          0.261          0.279          0.288          0.293          5.631          4.877          4.731          4.609          4.416          3.999          0.162          0.161          0.065          0.013          0.002          0.000          0.000          0.000          0.000
           2000            178              0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.080          0.140          0.163          0.191          0.220          0.236          0.261          0.279          0.288          0.293          5.634          4.877          4.733          4.609          4.415          3.999          0.162          0.161          0.065          0.013          0.002          0.000          0.000          0.000          0.000
           2000            179              0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.080          0.140          0.163          0.191          0.220          0.236          0.261          0.279          0.288          0.293          5.637          4.876          4.735          4.609          4.414          3.999          0.162          0.161          0.066          0.013          0.002          0.000          0.000          0.000          0.000
           2000            180              0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.080          0.140          0.163          0.191          0.220          0.236          0.261          0.279          0.288          0.293          5.640          4.876          4.737          4.609          4.413          3.998          0.162          0.161          0.066          0.013          0.002          0.000          0.000          0.000          0.000
           2000            181              0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.080          0.140          0.163          0.191          0.220          0.237          0.261          0.279          0.288          0.293          5.643          4.876          4.739          4.609          4.412          3.998          0.162          0.161          0.066          0.013          0.002          0.000          0.000          0.000          0.000
