Summary_file = canopy.sum
Title = Canopy Sample Simulation
       day      year       sw_dep()      lai_maize     biom_maize     lai_cowpea    biom_cowpea
       206      1988        776.910          0.000          0.000          0.000          0.000
       207      1988        776.107          0.000          0.000          0.000          0.000
       208      1988        775.390          0.000          0.000          0.000          0.000
       209      1988        774.731          0.000          0.000          0.000          0.000
       210      1988        774.117          0.000          0.000          0.000          0.000
       211      1988        773.538          0.000          0.000          0.000          0.000
       212      1988        772.988          0.000          0.000          0.000          0.000
       213      1988        772.466          0.000          0.000          0.000          0.000
       214      1988        771.966          0.000          0.000          0.000          0.000
       215      1988        771.489          0.000          0.000          0.000          0.000
       216      1988        771.031          0.000          0.000          0.000          0.000
       217      1988        770.592          0.000          0.000          0.000          0.000
       218      1988        770.172          0.000          0.000          0.000          0.000
       219      1988        769.768          0.000          0.000          0.000          0.000
       220      1988        769.380          0.000          0.000          0.000          0.000
       221      1988        769.007          0.000          0.000          0.000          0.000
       222      1988        768.648          0.000          0.000          0.000          0.000
       223      1988        768.303          0.000          0.000          0.000          0.000
       224      1988        767.971          0.000          0.000          0.000          0.000
       225      1988        767.650          0.000          0.000          0.000          0.000
       226      1988        767.341          0.000          0.000          0.000          0.000
       227      1988        767.042          0.000          0.000          0.000          0.000
       228      1988        766.752          0.000          0.000          0.000          0.000
       229      1988        766.472          0.000          0.000          0.000          0.000
       230      1988        766.199          0.000          0.000          0.000          0.000
       231      1988        765.935          0.000          0.000          0.000          0.000
       232      1988        765.678          0.000          0.000          0.000          0.000
       233      1988        765.427          0.000          0.000          0.000          0.000
       234      1988        765.183          0.000          0.000          0.000          0.000
       235      1988        764.945          0.000          0.000          0.000          0.000
       236      1988        784.489          0.000          0.000          0.000          0.000
       237      1988        783.143          0.000          0.000          0.000          0.000
       238      1988        780.677          0.000          0.000          0.000          0.000
       239      1988        779.628          0.000          0.000          0.000          0.000
       240      1988        778.814          0.000          0.000          0.000          0.000
       241      1988        782.457          0.000          0.000          0.000          0.000
       242      1988        779.884          0.000          0.000          0.000          0.000
       243      1988        778.972          0.000          0.000          0.000          0.000
       244      1988        778.198          0.000          0.000          0.000          0.000
       245      1988        777.500          0.000          0.000          0.000          0.000
       246      1988        776.850          0.000          0.000          0.000          0.000
       247      1988        776.231          0.000          0.000          0.000          0.000
       248      1988        775.635          0.000          0.000          0.000          0.000
       249      1988        775.055          0.000          0.000          0.000          0.000
       250      1988        774.489          0.000          0.000          0.000          0.000
       251      1988        779.704          0.000          0.000          0.000          0.000
       252      1988        777.296          0.000          0.000          0.000          0.000
       253      1988        776.494          0.000          0.000          0.000          0.000
       254      1988        775.760          0.000          0.000          0.000          0.000
       255      1988        775.076          0.000          0.000          0.000          0.000
       256      1988        784.214          0.000          0.000          0.000          0.000
       257      1988        791.050          0.000          0.000          0.000          0.000
       258      1988        789.543          0.000          0.000          0.000          0.000
       259      1988        797.057          0.000          0.000          0.000          0.000
       260      1988        795.141          0.000          0.000          0.000          0.000
       261      1988        793.476          0.000          0.000          0.000          0.000
       262      1988        792.293          0.000          0.000          0.000          0.000
       263      1988        791.252          0.000          0.000          0.000          0.000
       264      1988        790.267          0.000          0.000          0.000          0.000
       265      1988        789.297          0.000          0.000          0.000          0.000
       266      1988        788.322          0.000          0.000          0.000          0.000
       267      1988        787.334          0.000          0.000          0.000          0.000
       268      1988        786.329          0.000          0.000          0.000          0.000
       269      1988        785.308          0.000          0.000          0.000          0.000
       270      1988        784.275          0.000          0.000          0.000          0.000
       271      1988        783.236          0.000          0.000          0.000          0.000
       272      1988        784.450          0.000          0.000          0.000          0.000
       273      1988        783.305          0.000          0.000          0.000          0.000
       274      1988        782.191          0.000          0.000          0.000          0.000
       275      1988        781.109          0.000          0.000          0.000          0.000
       276      1988        780.064          0.000          0.000          0.000          0.000
       277      1988        779.059          0.000          0.000          0.000          0.000
       278      1988        778.095          0.000          0.000          0.000          0.000
       279      1988        777.175          0.000          0.000          0.000          0.000
       280      1988        776.299          0.000          0.000          0.000          0.000
       281      1988        775.469          0.000          0.000          0.000          0.000
       282      1988        774.685          0.000          0.000          0.000          0.000
       283      1988        773.944          0.000          0.000          0.000          0.000
       284      1988        773.248          0.000          0.000          0.000          0.000
       285      1988        772.593          0.000          0.000          0.000          0.000
       286      1988        771.979          0.000          0.000          0.000          0.000
       287      1988        771.403          0.000          0.000          0.000          0.000
       288      1988        770.863          0.000          0.000          0.000          0.000
       289      1988        770.357          0.000          0.000          0.000          0.000
       290      1988        769.882          0.000          0.000          0.000          0.000
       291      1988        769.436          0.000          0.000          0.000          0.000
       292      1988        769.017          0.000          0.000          0.000          0.000
       293      1988        768.623          0.000          0.000          0.000          0.000
       294      1988        768.251          0.000          0.000          0.000          0.000
       295      1988        767.899          0.000          0.000          0.000          0.000
       296      1988        767.566          0.000          0.000          0.000          0.000
       297      1988        767.250          0.000          0.000          0.000          0.000
       298      1988        766.949          0.000          0.000          0.000          0.000
       299      1988        766.662          0.000          0.000          0.000          0.000
       300      1988        766.388          0.000          0.000          0.000          0.000
       301      1988        766.124          0.000          0.000          0.000          0.000
       302      1988        765.870          0.000          0.000          0.000          0.000
       303      1988        765.626          0.000          0.000          0.000          0.000
       304      1988        765.390          0.000          0.000          0.000          0.000
       305      1988        765.161          0.000          0.000          0.000          0.000
       306      1988        764.939          0.000          0.000          0.000          0.000
       307      1988        764.722          0.000          0.000          0.000          0.000
       308      1988        764.511          0.000          0.000          0.000          0.000
       309      1988        764.305          0.000          0.000          0.000          0.000
       310      1988        764.104          0.000          0.000          0.000          0.000
       311      1988        763.907          0.000          0.000          0.000          0.000
       312      1988        763.713          0.000          0.000          0.000          0.000
       313      1988        763.523          0.000          0.000          0.000          0.000
       314      1988        763.336          0.000          0.000          0.000          0.000
       315      1988        763.152          0.000          0.000          0.000          0.000
       316      1988        762.970          0.000          0.000          0.000          0.000
       317      1988        762.791          0.000          0.000          0.000          0.000
       318      1988        762.615          0.000          0.000          0.000          0.000
       319      1988        762.441          0.000          0.000          0.000          0.000
       320      1988        762.268          0.000          0.000          0.000          0.000
       321      1988        772.959          0.000          0.000          0.000          0.000
       322      1988        772.567          0.000          0.000          0.000          0.000
       323      1988        772.193          0.000          0.000          0.000          0.000
       324      1988        771.835          0.000          0.000          0.000          0.000
       325      1988        771.490          0.000          0.000          0.000          0.000
       326      1988        771.159          0.000          0.000          0.000          0.000
       327      1988        770.838          0.000          0.000          0.000          0.000
       328      1988        770.527          0.000          0.000          0.000          0.000
       329      1988        770.226          0.000          0.000          0.000          0.000
       330      1988        769.933          0.000          0.000          0.000          0.000
       331      1988        769.648          0.000          0.000          0.000          0.000
       332      1988        769.370          0.000          0.000          0.000          0.000
       333      1988        769.099          0.000          0.000          0.000          0.000
       334      1988        768.834          0.000          0.000          0.000          0.000
       335      1988        768.574          0.000          0.000          0.000          0.000
       336      1988        768.320          0.000          0.000          0.000          0.000
       337      1988        768.072          0.000          0.000          0.000          0.000
       338      1988        767.828          0.000          0.000          0.000          0.000
       339      1988        767.588          0.000          0.000          0.000          0.000
       340      1988        767.353          0.000          0.000          0.000          0.000
       341      1988        767.122          0.000          0.000          0.000          0.000
       342      1988        766.895          0.000          0.000          0.000          0.000
       343      1988        767.719          0.000          0.000          0.000          0.000
       344      1988        767.874          0.000          0.000          0.000          0.000
       345      1988        785.303          0.000          0.000          0.000          0.000
       346      1988        783.741          0.000          0.000          0.000          0.000
       347      1988        793.012          0.000          0.000          0.000          0.000
       348      1988        791.186          0.000          0.000          0.000          0.000
       349      1988        790.133          0.000          0.000          0.000          0.000
       350      1988        789.263          0.000          0.000          0.000          0.000
       351      1988        788.465          0.000          0.000          0.000          0.000
       352      1988        790.560          0.000          0.000          0.000          0.000
       353      1988        800.783          0.000          0.000          0.000          0.000
       354      1988        800.227          0.000          0.000          0.000          0.000
       355      1988        798.305          0.000          0.000          0.000          0.000
       356      1988        796.907          0.000          0.000          0.000          0.000
       357      1988        795.639          0.000          0.000          0.000          0.000
       358      1988        794.415          0.000          0.000          0.000          0.000
       359      1988        793.199          0.000          0.000          0.000          0.000
       360      1988        791.977          0.000          0.000          0.000          0.000
       361      1988        790.743          0.000          0.000          0.000          0.000
       362      1988        795.451          0.000          0.000          0.000          0.000
       363      1988        793.063          0.000          0.000          0.000          0.000
       364      1988        791.249          0.000          0.000          0.000          0.000
       365      1988        789.618          0.000          0.000          0.000          0.000
