"Change in Total Rainfall (mm) , in AUSTRALIA for the year 2030, Sep"
"Model: GFDL CM2.1. Emission Scenario: SRES marker scenario A1FI, Climate Sensitivity: high"
"Created on 2/14/2008 4:13:09 PM using OzClim OzClimWebService Date: 2007-10-19 14:21:20 +1000 (Fri, 19 Oct 2007) Revision: 865 "
"www.csiro.au/ozclim"
"latitude","longitude","value"
       -30,    116.25,-11.1
       -30,     116.5,-11.4
       -30,    116.75,-9.9
       -30,       117,-11.4
       -30,    117.25,-10.8
       -30,     117.5,-11.1
       -30,    117.75,-11.8
       -30,       118,-14.3
       -30,    118.25,-13.5
       -30,     118.5,-13.1
       -30,    118.75,-12.4
       -30,       119,-13.0
       -30,    119.25,-12.7
       -30,     119.5,-12.6
       -30,    119.75,-15.3
       -30,       120,-13.9
       -30,    120.25,-13.9
       -30,     120.5,-13.7
       -30,    120.75,-13.8
       -30,       121,-12.9
       -30,    121.25,-11.9
       -30,     121.5,-11.0
       -30,    121.75,-12.9
       -30,       122,-11.0
       -30,    122.25,-11.6
       -30,     122.5,-11.1
       -30,    122.75,-10.8
       -30,       123,-8.5
       -30,    123.25,-7.6
       -30,     123.5,-8.3
       -30,    123.75,-6.8
       -30,       124,-6.5
       -30,    124.25,-6.0
       -30,     124.5,-5.0
       -30,    124.75,-5.5
       -30,       125,-5.7
       -30,    125.25,-5.9
       -30,     125.5,-6.3
       -30,    125.75,-6.6
       -30,       126,-6.9
       -30,    126.25,-6.8
       -30,     126.5,-7.2
       -30,    126.75,-7.6
       -30,       127,-8.0
       -30,    127.25,-8.5
       -30,     127.5,-8.8
       -30,    127.75,-9.1
       -30,       128,-9.3
       -30,    128.25,-9.8
       -30,     128.5,-10.3
       -30,    128.75,-10.9
       -30,       129,-11.3
       -30,    129.25,-11.4
       -30,     129.5,-11.6
       -30,    129.75,-12.0
       -30,       130,-12.1
       -30,    130.25,-11.9
       -30,     130.5,-12.2
       -30,    130.75,-12.2
       -30,       131,-12.5
       -30,    131.25,-12.7
       -30,     131.5,-13.2
       -30,    131.75,-13.3
       -30,       132,-15.0
       -30,    132.25,-15.4
       -30,     132.5,-16.4
       -30,    132.75,-17.1
       -30,       133,-16.7
       -30,    133.25,-15.5
       -30,     133.5,-14.4
       -30,    133.75,-13.0
       -30,       134,-11.7
       -30,    134.25,-10.5
       -30,     134.5,-10.3
       -30,    134.75,-9.1
       -30,       135,-8.9
       -30,    135.25,-8.8
       -30,     135.5,-8.4
       -30,    135.75,-8.7
       -30,       136,-8.6
       -30,    136.25,-8.0
       -30,     136.5,-8.2
       -30,    136.75,-7.6
       -30,       137,-8.8
       -30,    137.25,-8.3
       -30,     137.5,-6.4
       -30,    137.75,-5.7
       -30,       138,-6.1
       -30,    138.25,-7.0
       -30,     138.5,-9.1
       -30,    138.75,-11.2
       -30,       139,-17.8
       -30,    139.25,-9.1
       -30,     139.5,-6.4
       -30,    139.75,-5.8
       -30,       140,-5.9
       -30,    140.25,-6.4
       -30,     140.5,-6.7
       -30,    140.75,-7.0
       -30,       141,-6.3
       -30,    141.25,-6.2
       -30,     141.5,-6.0
       -30,    141.75,-6.1
       -30,       142,-6.6
       -30,    142.25,-7.0
       -30,     142.5,-6.9
       -30,    142.75,-7.1
       -30,       143,-6.6
       -30,    143.25,-7.7
       -30,     143.5,-5.8
       -30,    143.75,-5.5
       -30,       144,-6.0
       -30,    144.25,-6.5
       -30,     144.5,-6.6
       -30,    144.75,-7.2
       -30,       145,-7.0
       -30,    145.25,-7.4
       -30,     145.5,-7.8
       -30,    145.75,-8.4
       -30,       146,-8.7
       -30,    146.25,-8.7
       -30,     146.5,-9.5
       -30,    146.75,-9.6
       -30,       147,-9.2
       -30,    147.25,-8.7
       -30,     147.5,-8.7
       -30,    147.75,-8.7
       -30,       148,-8.7
       -30,    148.25,-8.7
       -30,     148.5,-8.9
       -30,    148.75,-9.8
       -30,       149,-10.4
       -30,    149.25,-10.7
       -30,     149.5,-11.1
       -30,    149.75,-11.3
       -30,       150,-10.7
       -30,    150.25,-11.0
       -30,     150.5,-12.5
       -30,    150.75,-11.2
       -30,       151,-14.0
       -30,    151.25,-12.5
       -30,     151.5,-13.7
       -30,    151.75,-10.7
       -30,       152,-8.2
       -30,    152.25,-8.3
       -30,     152.5,-7.9
       -30,    152.75,-7.6
       -30,       153,-8.3
       -30,    153.25,-8.6
       -30,     153.5,-9999.0
       -30,    153.75,-9999.0
       -30,       154,-9999.0
    -30.25,       112,-9999.0
    -30.25,    112.25,-9999.0
    -30.25,     112.5,-9999.0
    -30.25,    112.75,-9999.0
    -30.25,       113,-9999.0
    -30.25,    113.25,-9999.0
    -30.25,     113.5,-9999.0
    -30.25,    113.75,-9999.0
    -30.25,       114,-9999.0
    -30.25,    114.25,-9999.0
    -30.25,     114.5,-9999.0
    -30.25,    114.75,-9999.0
    -30.25,       115,-9999.0
    -30.25,    115.25,-17.3
    -30.25,     115.5,-16.4
    -30.25,    115.75,-17.9
    -30.25,       116,-14.2
    -30.25,    116.25,-13.0
    -30.25,     116.5,-10.8
    -30.25,    116.75,-10.5
    -30.25,       117,-10.9
    -30.25,    117.25,-11.5
    -30.25,     117.5,-10.7
    -30.25,    117.75,-12.6
    -30.25,       118,-11.9
    -30.25,    118.25,-12.2
    -30.25,     118.5,-12.3
    -30.25,    118.75,-12.7
    -30.25,       119,-11.3
    -30.25,    119.25,-11.0
    -30.25,     119.5,-10.9
    -30.25,    119.75,-12.5
    -30.25,       120,-11.9
    -30.25,    120.25,-14.0
    -30.25,     120.5,-14.5
    -30.25,    120.75,-12.7
    -30.25,       121,-10.6
    -30.25,    121.25,-10.8
    -30.25,     121.5,-12.7
    -30.25,    121.75,-13.0
    -30.25,       122,-10.4
    -30.25,    122.25,-10.3
    -30.25,     122.5,-9.9
    -30.25,    122.75,-9.9
    -30.25,       123,-10.0
    -30.25,    123.25,-7.3
    -30.25,     123.5,-8.1
    -30.25,    123.75,-6.8
    -30.25,       124,-6.9
    -30.25,    124.25,-5.7
    -30.25,     124.5,-5.8
    -30.25,    124.75,-6.1
    -30.25,       125,-6.4
    -30.25,    125.25,-6.3
    -30.25,     125.5,-7.2
    -30.25,    125.75,-7.8
    -30.25,       126,-7.7
    -30.25,    126.25,-7.8
    -30.25,     126.5,-7.9
    -30.25,    126.75,-8.5
    -30.25,       127,-8.9
    -30.25,    127.25,-9.4
    -30.25,     127.5,-9.6
    -30.25,    127.75,-10.0
    -30.25,       128,-10.3
    -30.25,    128.25,-10.6
    -30.25,     128.5,-11.3
    -30.25,    128.75,-11.9
    -30.25,       129,-12.4
    -30.25,    129.25,-12.7
    -30.25,     129.5,-13.0
    -30.25,    129.75,-13.1
    -30.25,       130,-13.4
    -30.25,    130.25,-13.3
    -30.25,     130.5,-13.3
    -30.25,    130.75,-13.6
    -30.25,       131,-13.9
    -30.25,    131.25,-14.1
    -30.25,     131.5,-14.5
    -30.25,    131.75,-14.9
    -30.25,       132,-15.0
    -30.25,    132.25,-17.7
    -30.25,     132.5,-17.2
    -30.25,    132.75,-17.7
    -30.25,       133,-17.5
    -30.25,    133.25,-17.2
    -30.25,     133.5,-14.9
    -30.25,    133.75,-14.8
    -30.25,       134,-13.1
    -30.25,    134.25,-11.3
    -30.25,     134.5,-9.6
    -30.25,    134.75,-10.3
    -30.25,       135,-8.9
    -30.25,    135.25,-8.7
    -30.25,     135.5,-9.0
    -30.25,    135.75,-8.9
    -30.25,       136,-8.9
    -30.25,    136.25,-8.5
    -30.25,     136.5,-7.7
    -30.25,    136.75,-7.5
    -30.25,       137,-7.9
    -30.25,    137.25,-8.5
    -30.25,     137.5,-7.2
    -30.25,    137.75,-6.4
    -30.25,       138,-6.4
    -30.25,    138.25,-10.4
    -30.25,     138.5,-10.5
    -30.25,    138.75,-15.8
    -30.25,       139,-9.9
    -30.25,    139.25,-7.5
    -30.25,     139.5,-5.7
    -30.25,    139.75,-6.0
    -30.25,       140,-6.3
    -30.25,    140.25,-6.7
    -30.25,     140.5,-7.1
    -30.25,    140.75,-7.2
    -30.25,       141,-7.1
    -30.25,    141.25,-6.8
    -30.25,     141.5,-6.9
    -30.25,    141.75,-6.9
    -30.25,       142,-6.6
    -30.25,    142.25,-7.1
    -30.25,     142.5,-7.7
    -30.25,    142.75,-7.7
    -30.25,       143,-7.0
    -30.25,    143.25,-7.4
    -30.25,     143.5,-6.6
    -30.25,    143.75,-5.7
    -30.25,       144,-6.2
    -30.25,    144.25,-6.7
    -30.25,     144.5,-7.1
    -30.25,    144.75,-6.8
    -30.25,       145,-7.0
    -30.25,    145.25,-7.2
    -30.25,     145.5,-8.0
    -30.25,    145.75,-8.5
    -30.25,       146,-9.3
    -30.25,    146.25,-9.2
    -30.25,     146.5,-9.5
    -30.25,    146.75,-10.2
    -30.25,       147,-9.8
    -30.25,    147.25,-9.0
    -30.25,     147.5,-9.0
    -30.25,    147.75,-9.0
    -30.25,       148,-9.3
    -30.25,    148.25,-9.6
    -30.25,     148.5,-10.1
    -30.25,    148.75,-11.2
    -30.25,       149,-11.8
    -30.25,    149.25,-12.2
    -30.25,     149.5,-12.0
    -30.25,    149.75,-11.6
    -30.25,       150,-9.5
    -30.25,    150.25,-10.5
    -30.25,     150.5,-10.1
    -30.25,    150.75,-10.9
    -30.25,       151,-14.6
    -30.25,    151.25,-13.7
    -30.25,     151.5,-13.0
    -30.25,    151.75,-9.3
    -30.25,       152,-8.8
    -30.25,    152.25,-8.0
    -30.25,     152.5,-7.3
    -30.25,    152.75,-6.8
    -30.25,       153,-7.9
    -30.25,    153.25,-9999.0
    -30.25,     153.5,-9999.0
    -30.25,    153.75,-9999.0
    -30.25,       154,-9999.0
     -30.5,       112,-9999.0
     -30.5,    112.25,-9999.0
     -30.5,     112.5,-9999.0
     -30.5,    112.75,-9999.0
     -30.5,       113,-9999.0
     -30.5,    113.25,-9999.0
     -30.5,     113.5,-9999.0
     -30.5,    113.75,-9999.0
     -30.5,       114,-9999.0
     -30.5,    114.25,-9999.0
     -30.5,     114.5,-9999.0
     -30.5,    114.75,-9999.0
     -30.5,       115,-9999.0
     -30.5,    115.25,-16.9
     -30.5,     115.5,-18.0
     -30.5,    115.75,-18.0
     -30.5,       116,-15.7
     -30.5,    116.25,-15.2
     -30.5,     116.5,-13.2
     -30.5,    116.75,-11.1
     -30.5,       117,-11.4
     -30.5,    117.25,-10.3
     -30.5,     117.5,-10.2
     -30.5,    117.75,-11.1
     -30.5,       118,-11.2
     -30.5,    118.25,-10.1
     -30.5,     118.5,-11.2
     -30.5,    118.75,-10.7
     -30.5,       119,-11.3
     -30.5,    119.25,-11.9
     -30.5,     119.5,-11.1
     -30.5,    119.75,-11.3
     -30.5,       120,-11.3
     -30.5,    120.25,-10.7
     -30.5,     120.5,-12.6
     -30.5,    120.75,-12.4
     -30.5,       121,-11.1
     -30.5,    121.25,-9.2
     -30.5,     121.5,-11.5
     -30.5,    121.75,-12.1
     -30.5,       122,-10.4
     -30.5,    122.25,-10.3
     -30.5,     122.5,-10.0
     -30.5,    122.75,-8.8
     -30.5,       123,-9.3
     -30.5,    123.25,-9.3
     -30.5,     123.5,-7.9
     -30.5,    123.75,-6.8
     -30.5,       124,-6.3
     -30.5,    124.25,-6.2
     -30.5,     124.5,-6.3
     -30.5,    124.75,-6.7
     -30.5,       125,-7.3
     -30.5,    125.25,-8.2
     -30.5,     125.5,-8.7
     -30.5,    125.75,-9.1
     -30.5,       126,-8.7
     -30.5,    126.25,-8.6
     -30.5,     126.5,-8.7
     -30.5,    126.75,-9.4
     -30.5,       127,-9.9
     -30.5,    127.25,-10.2
     -30.5,     127.5,-10.9
     -30.5,    127.75,-11.1
     -30.5,       128,-11.5
     -30.5,    128.25,-12.1
     -30.5,     128.5,-12.8
     -30.5,    128.75,-13.5
     -30.5,       129,-14.0
     -30.5,    129.25,-14.4
     -30.5,     129.5,-14.5
     -30.5,    129.75,-14.5
     -30.5,       130,-14.7
     -30.5,    130.25,-14.8
     -30.5,     130.5,-14.9
     -30.5,    130.75,-15.0
     -30.5,       131,-15.0
     -30.5,    131.25,-15.6
     -30.5,     131.5,-16.1
     -30.5,    131.75,-16.6
     -30.5,       132,-16.8
     -30.5,    132.25,-19.2
     -30.5,     132.5,-19.3
     -30.5,    132.75,-18.5
     -30.5,       133,-18.2
     -30.5,    133.25,-18.2
     -30.5,     133.5,-16.7
     -30.5,    133.75,-15.5
     -30.5,       134,-14.5
     -30.5,    134.25,-14.0
     -30.5,     134.5,-12.5
     -30.5,    134.75,-11.9
     -30.5,       135,-10.4
     -30.5,    135.25,-9.5
     -30.5,     135.5,-10.0
     -30.5,    135.75,-9.8
     -30.5,       136,-9.7
     -30.5,    136.25,-8.7
     -30.5,     136.5,-9.2
     -30.5,    136.75,-8.3
     -30.5,       137,-8.3
     -30.5,    137.25,-9.2
     -30.5,     137.5,-10.2
     -30.5,    137.75,-7.1
     -30.5,       138,-7.2
     -30.5,    138.25,-8.3
     -30.5,     138.5,-14.6
     -30.5,    138.75,-17.5
     -30.5,       139,-8.7
     -30.5,    139.25,-8.7
     -30.5,     139.5,-5.9
     -30.5,    139.75,-6.4
     -30.5,       140,-7.0
     -30.5,    140.25,-7.4
     -30.5,     140.5,-7.7
     -30.5,    140.75,-7.4
     -30.5,       141,-7.3
     -30.5,    141.25,-7.5
     -30.5,     141.5,-9.2
     -30.5,    141.75,-8.2
     -30.5,       142,-7.0
     -30.5,    142.25,-7.1
     -30.5,     142.5,-8.6
     -30.5,    142.75,-7.4
     -30.5,       143,-6.8
     -30.5,    143.25,-5.9
     -30.5,     143.5,-5.3
     -30.5,    143.75,-6.6
     -30.5,       144,-7.6
     -30.5,    144.25,-7.3
     -30.5,     144.5,-7.5
     -30.5,    144.75,-7.0
     -30.5,       145,-7.2
     -30.5,    145.25,-8.5
     -30.5,     145.5,-8.2
     -30.5,    145.75,-8.7
     -30.5,       146,-9.8
     -30.5,    146.25,-10.4
     -30.5,     146.5,-10.7
     -30.5,    146.75,-11.5
     -30.5,       147,-10.9
     -30.5,    147.25,-10.0
     -30.5,     147.5,-9.6
     -30.5,    147.75,-9.5
     -30.5,       148,-9.9
     -30.5,    148.25,-10.4
     -30.5,     148.5,-10.9
     -30.5,    148.75,-12.0
     -30.5,       149,-13.2
     -30.5,    149.25,-13.2
     -30.5,     149.5,-13.1
     -30.5,    149.75,-9.8
     -30.5,       150,-10.1
     -30.5,    150.25,-10.8
     -30.5,     150.5,-10.8
     -30.5,    150.75,-11.2
     -30.5,       151,-12.9
     -30.5,    151.25,-13.5
     -30.5,     151.5,-14.0
     -30.5,    151.75,-10.4
     -30.5,       152,-9.4
     -30.5,    152.25,-9.1
     -30.5,     152.5,-8.3
     -30.5,    152.75,-8.1
     -30.5,       153,-8.8
     -30.5,    153.25,-9999.0
     -30.5,     153.5,-9999.0
     -30.5,    153.75,-9999.0
     -30.5,       154,-9999.0
    -30.75,       112,-9999.0
    -30.75,    112.25,-9999.0
    -30.75,     112.5,-9999.0
    -30.75,    112.75,-9999.0
    -30.75,       113,-9999.0
    -30.75,    113.25,-9999.0
    -30.75,     113.5,-9999.0
    -30.75,    113.75,-9999.0
    -30.75,       114,-9999.0
    -30.75,    114.25,-9999.0
    -30.75,     114.5,-9999.0
    -30.75,    114.75,-9999.0
    -30.75,       115,-9999.0
    -30.75,    115.25,-18.1
    -30.75,     115.5,-19.6
    -30.75,    115.75,-18.9
    -30.75,       116,-20.0
    -30.75,    116.25,-21.5
    -30.75,     116.5,-14.2
    -30.75,    116.75,-10.6
    -30.75,       117,-11.0
    -30.75,    117.25,-10.9
    -30.75,     117.5,-10.0
    -30.75,    117.75,-10.7
    -30.75,       118,-10.4
    -30.75,    118.25,-11.1
    -30.75,     118.5,-10.9
    -30.75,    118.75,-11.5
    -30.75,       119,-11.2
    -30.75,    119.25,-10.8
    -30.75,     119.5,-12.4
    -30.75,    119.75,-10.9
    -30.75,       120,-12.6
    -30.75,    120.25,-11.0
    -30.75,     120.5,-10.5
    -30.75,    120.75,-11.6
    -30.75,       121,-10.1
    -30.75,    121.25,-10.9
    -30.75,     121.5,-10.8
    -30.75,    121.75,-9.1
    -30.75,       122,-9.1
    -30.75,    122.25,-9.1
    -30.75,     122.5,-8.5
    -30.75,    122.75,-9.0
    -30.75,       123,-7.8
    -30.75,    123.25,-7.4
    -30.75,     123.5,-6.8
    -30.75,    123.75,-7.1
    -30.75,       124,-6.7
    -30.75,    124.25,-6.6
    -30.75,     124.5,-6.8
    -30.75,    124.75,-7.3
    -30.75,       125,-7.5
    -30.75,    125.25,-8.0
    -30.75,     125.5,-8.7
    -30.75,    125.75,-9.2
    -30.75,       126,-9.2
    -30.75,    126.25,-9.5
    -30.75,     126.5,-9.8
    -30.75,    126.75,-10.3
    -30.75,       127,-10.8
    -30.75,    127.25,-11.3
    -30.75,     127.5,-11.8
    -30.75,    127.75,-12.4
    -30.75,       128,-12.7
    -30.75,    128.25,-13.5
    -30.75,     128.5,-14.2
    -30.75,    128.75,-15.0
    -30.75,       129,-15.7
    -30.75,    129.25,-15.8
    -30.75,     129.5,-15.9
    -30.75,    129.75,-15.9
    -30.75,       130,-15.9
    -30.75,    130.25,-15.9
    -30.75,     130.5,-15.9
    -30.75,    130.75,-16.1
    -30.75,       131,-16.5
    -30.75,    131.25,-17.0
    -30.75,     131.5,-18.0
    -30.75,    131.75,-18.4
    -30.75,       132,-18.9
    -30.75,    132.25,-18.9
    -30.75,     132.5,-18.6
    -30.75,    132.75,-21.2
    -30.75,       133,-20.1
    -30.75,    133.25,-19.5
    -30.75,     133.5,-18.5
    -30.75,    133.75,-18.4
    -30.75,       134,-16.4
    -30.75,    134.25,-14.3
    -30.75,     134.5,-13.8
    -30.75,    134.75,-15.0
    -30.75,       135,-12.5
    -30.75,    135.25,-12.3
    -30.75,     135.5,-9.8
    -30.75,    135.75,-9.4
    -30.75,       136,-9.3
    -30.75,    136.25,-8.9
    -30.75,     136.5,-8.5
    -30.75,    136.75,-10.2
    -30.75,       137,-9.7
    -30.75,    137.25,-8.5
    -30.75,     137.5,-10.0
    -30.75,    137.75,-8.1
    -30.75,       138,-8.4
    -30.75,    138.25,-9.2
    -30.75,     138.5,-11.5
    -30.75,    138.75,-15.6
    -30.75,       139,-8.2
    -30.75,    139.25,-7.1
    -30.75,     139.5,-6.8
    -30.75,    139.75,-7.6
    -30.75,       140,-7.8
    -30.75,    140.25,-7.7
    -30.75,     140.5,-8.0
    -30.75,    140.75,-8.0
    -30.75,       141,-7.8
    -30.75,    141.25,-8.0
    -30.75,     141.5,-9.7
    -30.75,    141.75,-9.3
    -30.75,       142,-7.6
    -30.75,    142.25,-8.2
    -30.75,     142.5,-7.8
    -30.75,    142.75,-10.4
    -30.75,       143,-6.8
    -30.75,    143.25,-6.2
    -30.75,     143.5,-6.4
    -30.75,    143.75,-6.7
    -30.75,       144,-7.4
    -30.75,    144.25,-7.7
    -30.75,     144.5,-7.5
    -30.75,    144.75,-7.2
    -30.75,       145,-7.3
    -30.75,    145.25,-8.3
    -30.75,     145.5,-8.3
    -30.75,    145.75,-9.2
    -30.75,       146,-9.9
    -30.75,    146.25,-10.4
    -30.75,     146.5,-11.6
    -30.75,    146.75,-12.3
    -30.75,       147,-10.7
    -30.75,    147.25,-10.2
    -30.75,     147.5,-10.0
    -30.75,    147.75,-10.1
    -30.75,       148,-10.6
    -30.75,    148.25,-11.2
    -30.75,     148.5,-11.7
    -30.75,    148.75,-13.0
    -30.75,       149,-18.9
    -30.75,    149.25,-17.1
    -30.75,     149.5,-15.4
    -30.75,    149.75,-12.0
    -30.75,       150,-10.1
    -30.75,    150.25,-11.0
    -30.75,     150.5,-11.7
    -30.75,    150.75,-12.8
    -30.75,       151,-14.0
    -30.75,    151.25,-17.1
    -30.75,     151.5,-17.2
    -30.75,    151.75,-13.0
    -30.75,       152,-10.1
    -30.75,    152.25,-9.9
    -30.75,     152.5,-9.4
    -30.75,    152.75,-9.1
    -30.75,       153,-9.4
    -30.75,    153.25,-9999.0
    -30.75,     153.5,-9999.0
    -30.75,    153.75,-9999.0
    -30.75,       154,-9999.0
       -31,       112,-9999.0
       -31,    112.25,-9999.0
