Summary_file = referenc.sum
Title = 
      year       day             no3(1)             no3(2)             no3(3)          sw_dep(1)          sw_dep(2)          sw_dep(3)       tt_tot()            lai        biomass     root_length(1)     root_length(2)     root_length(3)     root_depth avg_swdef_photo avg_nfact_photo   plant_status      dm_dead()          yield         height     residue_wt      residue_n        fom_c()        fom_n()        leaf_no
    (year)     (day)            (kg/ha)            (kg/ha)            (kg/ha)               (mm)               (mm)               (mm)           (oC)      (m^2/m^2)        (kg/ha)           (mm/mm2)           (mm/mm2)           (mm/mm2)           (mm)              ()              ()             ()        (g/m^2)        (kg/ha)           (mm)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)             ()
      1993       237              1.644              5.460              2.740             42.407             80.168             74.115        778.001          1.973       4121.570              4.183              5.903              0.211       1000.000           1.000           1.000          alive          0.000          0.000       1398.666          0.000          0.000        168.149          4.399         14.411
      1993       244              0.528              1.204              0.578             39.158             79.708             75.714        852.131          1.955       4650.729              4.199              5.969              0.217       1000.000           1.000           1.000          alive          0.000        247.826       1544.594          0.000          0.000        159.380          4.161         14.411
      1993       251              0.339              0.430              0.095             40.472             79.142             75.444        919.424          1.934       5462.310              4.140              5.886              0.214       1000.000           1.000           1.000          alive          0.000        721.057       1681.351          0.000          0.000        150.754          3.929         14.411
      1993       258              0.321              0.346              0.024             38.993             79.955             75.724        988.364          1.914       6303.757              4.083              5.804              0.211       1000.000           1.000           0.977          alive          0.000       1201.556       1875.151          0.000          0.000        142.971          3.719         14.411
      1993       265              0.477              0.421              0.011             37.502             77.760             74.219       1076.072          1.893       7125.821              4.026              5.723              0.208       1000.000           1.000           0.849          alive          0.000       1735.502       2000.000          0.000          0.000        133.046          3.454         14.411
      1993       272              0.373              0.372              0.011             40.335             79.358             75.159       1148.473          1.877       7870.714              3.970              5.644              0.206       1000.000           1.000           0.760          alive          0.000       2216.577       2000.000          0.000          0.000        126.085          3.268         14.411
      1993       279              0.409              0.388              0.010             40.147             79.230             74.940       1229.052          1.846       8538.800              3.915              5.565              0.203       1000.000           1.000           0.669          alive          0.000       2750.161       2000.000          0.000          0.000        118.905          3.077         14.411
      1993       286              0.489              0.459              0.014             38.800             79.650             75.182       1314.586          1.799       9209.563              3.860              5.488              0.200       1000.000           0.997           0.595          alive          0.000       3272.070       2000.000          0.000          0.000        110.676          2.859         14.411
      1993       291              0.642              0.562              0.016             35.518             79.235             76.055       1387.991          0.002       5995.752              3.822              5.433              0.198       1000.000           1.000           0.452           dead          0.000          0.000       2000.000          0.000          0.000        106.395          2.746         14.411
      1993       292              0.865              0.728              0.019             32.526             78.989             76.150          0.000          0.000          0.000              0.000              0.000              0.000          0.000           1.000           0.000            out          0.000          0.000          0.000       5995.752         62.888        483.254         12.785          0.000
      1993       299              0.110              1.247              0.037             36.529             79.931             78.197          0.000          0.000          0.000              0.000              0.000              0.000          0.000           0.000           0.000            out          0.000          0.000          0.000       5784.945         60.677        396.736         10.488          0.000
      1993       300             10.000              1.000              1.000             50.000            100.000             80.000          0.000          0.000          0.000              0.000              0.000              0.000          0.000               ?               ?          alive          0.000          0.000          0.000          0.000          0.000        396.736         10.488          0.000
      1993       307             10.601              2.590              1.929             36.410             79.922             80.298        110.212          0.003          2.150              0.016              0.000              0.000        120.000           0.625           0.500          alive          0.000          0.000          0.253          0.000          0.000        315.578          8.334          1.269
      1993       314             11.661              3.280              2.046             34.871             79.178             80.002        215.655          0.011          7.749              0.067              0.005              0.000        225.000           1.000           1.000          alive          0.000          0.000          0.425          0.000          0.000        260.267          6.868          2.891
      1993       321             12.345              3.902              2.069             33.866             78.313             80.000        316.584          0.034         22.538              0.167              0.051              0.000        366.000           1.000           1.000          alive          0.000          0.000          1.369          0.000          0.000        225.016          5.934          4.444
      1993       328             13.121              4.698              2.080             32.801             77.070             80.000        426.276          0.100         61.359              0.305              0.071              0.000        597.000           1.000           1.000          alive          0.000          0.000          6.445          0.000          0.000        189.234          4.986          6.132
      1993       335             11.763              4.454              1.987             30.716             73.602             79.654        540.241          0.251        226.810              0.779              0.124              0.010        729.000           1.000           1.000          alive          0.000          0.000         33.166          0.000          0.000        162.683          4.283          7.885
      1993       342              9.348              3.594              1.563             28.661             70.513             78.699        655.928          0.565        459.320              1.389              0.246              0.028        844.500           1.000           1.000          alive          0.000          0.000         89.356          0.000          0.000        139.638          3.672         10.409
      1993       349              4.453              1.342              0.479             25.526             64.400             75.713        760.247          1.137       1034.016              1.992              1.474              0.060        960.000           0.905           0.987          alive          0.000          0.000        242.442          0.000          0.000        127.861          3.358         13.306
      1993       356              2.849              0.952              0.085             22.662             57.648             71.042        874.435          1.456       1651.382              2.208              3.188              0.104       1000.000           0.775           0.743          alive          0.000          0.000        446.898          0.000          0.000        118.211          3.085         16.478
      1993       363              2.342              0.995              0.023             20.909             52.472             66.679        993.709          1.246       2022.678              2.189              4.293              0.160       1000.000           0.464           0.592          alive          0.000          0.000        600.215          0.000          0.000        113.214          2.920         19.648
      1994         5              1.060              1.565              0.041             44.331             79.569             64.517       1110.379          1.018       2285.318              2.245              4.941              0.225       1000.000           0.434           0.553          alive          0.000          0.000        688.436          0.000          0.000        109.553          2.786         19.648
      1994        12              1.210              0.916              0.029             29.226             72.268             64.332       1235.815          1.013       2671.328              2.367              5.181              0.250       1000.000           0.985           0.553          alive          0.000          0.000        857.999          0.000          0.000         95.609          2.402         19.648
      1994        19              1.220              0.735              0.017             25.803             67.594             63.500       1364.986          1.013       2996.802              2.370              5.198              0.256       1000.000           1.000           0.537          alive          0.000          0.000       1002.317          0.000          0.000         89.423          2.216         19.648
      1994        26              1.197              0.779              0.014             23.342             63.405             62.380       1487.454          1.013       3304.046              2.337              5.126              0.252       1000.000           1.000           0.512          alive          0.000          0.000       1172.167          0.000          0.000         85.718          2.099         19.648
      1994        33              1.084              0.773              0.012             21.736             60.931             61.627       1599.504          0.964       3527.360              2.304              5.055              0.249       1000.000           1.000           0.491          alive          0.000          0.000       1288.698          0.000          0.000         84.186          2.038         19.648
      1994        40              1.024              0.788              0.011             20.495             58.214             60.616       1711.804          0.768       3764.362              2.272              4.984              0.245       1000.000           1.000           0.495          alive          0.000          0.000       1398.585          0.000          0.000         83.717          2.005         19.648
      1994        47              1.021              0.872              0.011             19.493             55.658             59.495       1831.519          0.578       3964.553              2.240              4.915              0.242       1000.000           1.000           0.492          alive          0.000          0.000       1501.105          0.000          0.000         83.644          1.985         19.648
      1994        54              1.023              0.827              0.011             18.584             54.103             58.748       1938.605          0.437       4100.471              2.209              4.847              0.239       1000.000           1.000           0.505          alive          0.000          0.000       1570.750          0.000          0.000         84.359          1.984         19.648
      1994        61              0.599              0.591              0.042             33.037             79.019             68.696       2046.466          0.310       4210.682              2.179              4.779              0.235       1000.000           1.000           0.541          alive          0.000          0.000       1635.177          0.000          0.000         78.571          1.848         19.648
      1994        67              0.940              0.728              0.024             30.778             77.019             69.360       2143.917          0.002       4265.892              2.153              4.722              0.232       1000.000           1.000           0.501           dead          0.000          0.000       1666.787          0.000          0.000         74.682          1.756         19.648
      1994        68              1.114              0.892              0.028             30.585             76.777             69.471          0.000          0.000          0.000              0.000              0.000              0.000          0.000           1.000           0.000            out          0.000          0.000          0.000       4265.892         45.090        358.436          6.848          0.000
      1994        75              1.990              1.413              0.022             29.517             75.261             70.136          0.000          0.000          0.000              0.000              0.000              0.000          0.000           0.000           0.000            out          0.000          0.000          0.000       4265.892         45.090        291.718          5.631          0.000
      1994        80             51.000              1.000              1.000             50.000            100.000             80.000          0.000          0.000          0.000              0.000              0.000              0.000          0.000           0.000           0.000          alive          0.000          0.000          0.000          0.000          0.000        259.397          5.039          0.000
      1994        87             43.122              9.179              3.326             39.337             80.155             80.557        108.157          0.004          1.903              0.014              0.000              0.000        115.000           0.625           0.375          alive          0.000          0.000          0.252          0.000          0.000        209.179          4.116          1.119
      1994        94             44.004              9.883              3.379             38.098             79.929             80.007        205.723          0.018          7.534              0.061              0.009              0.000        220.000           1.000           1.000          alive          0.000          0.000          0.386          0.000          0.000        176.186          3.505          2.620
      1994       101             44.496             10.695              3.385             37.035             79.511             80.000        301.708          0.052         29.069              0.159              0.062              0.000        361.000           1.000           1.000          alive          0.000          0.000          1.697          0.000          0.000        150.746          3.032          4.097
      1994       108             44.491             11.334              3.389             36.145             78.708             80.000        379.330          0.110         72.524              0.278              0.082              0.000        592.000           1.000           1.000          alive          0.000          0.000          6.263          0.000          0.000        133.062          2.702          5.291
      1994       115             43.498             11.721              3.380             35.049             77.191             79.971        464.856          0.279        171.915              0.561              0.114              0.006        724.000           1.000           1.000          alive          0.000          0.000         19.884          0.000          0.000        117.705          2.414          7.053
      1994       122             40.718             11.563              3.261             33.758             75.372             79.671        550.166          0.666        354.876              1.062              0.192              0.018        839.500           1.000           1.000          alive          0.000          0.000         58.352          0.000          0.000        105.598          2.187          9.423
      1994       129             33.691              9.986              2.766             31.425             71.901             78.361        629.663          1.236        774.311              1.812              0.778              0.042        955.000           1.000           1.000          alive          0.000          0.000        157.132          0.000          0.000         96.313          2.014         11.631
      1994       136             21.735              6.286              1.533             28.100             66.514             75.421        699.657          1.882       1459.222              2.498              2.273              0.073       1000.000           1.000           1.000          alive          0.000          0.000        356.074          0.000          0.000         89.798          1.896         13.576
      1994       143              9.729              2.159              0.303             24.403             59.367             70.924        772.320          2.274       2281.786              3.025              4.315              0.133       1000.000           0.930           1.000          alive          0.000          0.000        631.537          0.000          0.000         85.852          1.835         15.594
      1994       150              6.055              1.209              0.063             22.117             54.135             66.971        845.383          2.111       2817.761              3.118              5.793              0.216       1000.000           0.717           1.000          alive          0.000          0.000        844.639          0.000          0.000         84.783          1.827         17.037
      1994       157              0.725              0.876              0.059             37.066             78.236             69.784        918.113          2.111       3410.129              3.575              6.970              0.397       1000.000           1.000           0.969          alive          0.000          0.000       1079.276          0.000          0.000         83.470          1.803         17.037
      1994       164              0.434              0.433              0.019             30.423             73.560             69.356        982.396          2.111       3993.382              3.913              7.649              0.688       1000.000           1.000           0.869          alive          0.000          0.000       1311.010          0.000          0.000         83.073          1.786         17.037
      1994       171              0.515              0.410              0.010             24.450             67.943             67.882       1038.869          2.111       4529.490              3.936              7.800              0.807       1000.000           1.000           0.746          alive          0.000          0.000       1540.475          0.000          0.000         84.046          1.792         17.037
      1994       178              0.584              0.442              0.008             21.861             63.370             66.221       1093.317          1.266       4995.749              3.898              7.949              0.925       1000.000           1.000           0.661          alive          0.000          0.000       1746.839          0.000          0.000         85.959          1.815         17.037
      1994       185              0.591              0.460              0.007             20.278             60.600             65.039       1147.783          1.266       5277.780              3.844              7.958              0.972       1000.000           1.000           0.649          alive          0.000         77.817       1851.211          0.000          0.000         88.639          1.853         17.037
      1994       192              0.303              0.582              0.014             48.996             80.595             65.210       1207.638          1.266       5504.754              3.790              7.848              0.959       1000.000           1.000           0.621          alive          0.000        335.050       1858.529          0.000          0.000         90.995          1.886         17.037
      1994       199              0.209              0.326              0.016             34.646             78.406             71.642       1262.157          0.632       5745.118              3.737              7.739              0.945       1000.000           1.000           0.618          alive          0.000        563.298       1858.529          0.000          0.000         90.865          1.873         17.037
      1994       206              0.327              0.309              0.007             28.878             75.401             71.817       1313.789          0.584       5917.522              3.685              7.631              0.932       1000.000           1.000           0.622          alive          0.000        767.243       1858.529          0.000          0.000         90.662          1.861         17.037
      1994       213              0.395              0.310              0.005             26.963             73.566             71.989       1362.977          0.026       5986.671              3.634              7.525              0.919       1000.000           1.000           0.646          alive          0.000        967.465       1858.529          0.000          0.000         91.236          1.865         17.037
      1994       220              0.425              0.322              0.004             25.850             72.484             72.231       1417.851          0.026       5996.721              3.583              7.420              0.906       1000.000           1.000           0.731          alive          0.000       1183.557       1858.529          0.000          0.000         91.982          1.874         17.037
      1994       227              0.437              0.328              0.004             24.996             71.560             72.388       1472.071          0.022       6005.604              3.534              7.317              0.894       1000.000           1.000           0.827          alive          0.000       1396.496       1858.529          0.000          0.000         92.675          1.884         17.037
      1994       234              0.446              0.338              0.003             24.286             70.742             72.470       1529.612          0.022       6016.032              3.484              7.215              0.881       1000.000           1.000           0.939          alive          0.000       1551.592       1858.529          0.000          0.000         93.273          1.893         17.037
      1994       241              0.466              0.365              0.003             23.661             69.976             72.476       1596.745          0.022       6028.412              3.436              7.114              0.869       1000.000           1.000           0.995          alive          0.000       1563.971       1858.529          0.000          0.000         93.587          1.899         17.037
      1994       248              0.486              0.388              0.003             23.102             69.277             72.430       1667.579          0.022       6042.311              3.388              7.015              0.857       1000.000           1.000           1.000          alive          0.000       1577.870       1858.529          0.000          0.000         93.719          1.902         17.037
      1994       255              0.506              0.407              0.003             22.594             68.653             72.352       1745.237          0.022       6056.865              3.341              6.918              0.845       1000.000           1.000           1.000          alive          0.000       1592.425       1858.529          0.000          0.000         93.680          1.903         17.037
      1994       262              0.516              0.461              0.003             22.111             67.986             72.199       1827.924          0.022       6073.527              3.294              6.822              0.833       1000.000           1.000           1.000          alive          0.000       1609.087       1858.529          0.000          0.000         93.258          1.898         17.037
      1994       269              0.517              0.459              0.003             21.657             67.335             72.003       1899.508          0.022       6091.255              3.249              6.727              0.822       1000.000           1.000           1.000          alive          0.000       1626.815       1858.529          0.000          0.000         93.156          1.900         17.037
      1994       275              0.536              0.609              0.004             21.292             66.861             71.841       1971.384          0.002       4469.188              3.210              6.646              0.812       1000.000           1.000           0.833           dead          0.000          0.000       1858.529          0.000          0.000         92.863          1.899         17.037
      1994       276              0.553              0.747              0.005             21.235             66.816             71.827          0.000          0.000          0.000              0.000              0.000              0.000          0.000           1.000           0.000            out          0.000          0.000          0.000       4469.188         66.274        519.482         10.597          0.000
      1994       283              0.630              1.010              0.002             20.852             66.509             71.727          0.000          0.000          0.000              0.000              0.000              0.000          0.000           0.000           0.000            out          0.000          0.000          0.000       4469.188         66.274        470.590          9.604          0.000
      1994       290              0.670              1.097              0.002             20.491             66.220             71.619          0.000          0.000          0.000              0.000              0.000              0.000          0.000           0.000           0.000            out          0.000          0.000          0.000       4469.188         66.274        436.708          8.915          0.000
      1994       297              0.691              1.361              0.003             20.150             65.948             71.505          0.000          0.000          0.000              0.000              0.000              0.000          0.000           0.000           0.000            out          0.000          0.000          0.000       4469.188         66.274        402.804          8.227          0.000
      1994       304              0.700              1.696              0.002             19.829             65.688             71.385          0.000          0.000          0.000              0.000              0.000              0.000          0.000           0.000           0.000            out          0.000          0.000          0.000       4469.188         66.274        378.297          7.729          0.000
      1994       311              0.711              2.190              0.003             19.532             65.430             71.260          0.000          0.000          0.000              0.000              0.000              0.000          0.000           0.000           0.000            out          0.000          0.000          0.000       4469.188         66.274        353.436          7.224          0.000
      1994       318              0.726              2.881              0.003             19.257             65.176             71.132          0.000          0.000          0.000              0.000              0.000              0.000          0.000           0.000           0.000            out          0.000          0.000          0.000       4469.188         66.274        327.446          6.697          0.000
      1994       325              0.745              3.605              0.003             19.002             64.926             71.000          0.000          0.000          0.000              0.000              0.000              0.000          0.000           0.000           0.000            out          0.000          0.000          0.000       4469.188         66.274        308.477          6.312          0.000
      1994       332              0.768              4.450              0.003             18.764             64.679             70.865          0.000          0.000          0.000              0.000              0.000              0.000          0.000           0.000           0.000            out          0.000          0.000          0.000       4469.188         66.274        292.830          5.994          0.000
      1994       339              0.796              5.280              0.003             18.541             64.436             70.728          0.000          0.000          0.000              0.000              0.000              0.000          0.000           0.000           0.000            out          0.000          0.000          0.000       4469.188         66.274        280.849          5.750          0.000
      1994       346              0.830              6.128              0.003             18.332             64.196             70.588          0.000          0.000          0.000              0.000              0.000              0.000          0.000           0.000           0.000            out          0.000          0.000          0.000       4469.188         66.274        271.094          5.552          0.000
      1994       353              0.868              7.180              0.003             18.136             63.959             70.447          0.000          0.000          0.000              0.000              0.000              0.000          0.000           0.000           0.000            out          0.000          0.000          0.000       4469.188         66.274        261.513          5.357          0.000
      1994       360              0.914              8.467              0.004             17.951             63.726             70.304          0.000          0.000          0.000              0.000              0.000              0.000          0.000           0.000           0.000            out          0.000          0.000          0.000       4469.188         66.274        252.112          5.166          0.000
