APSIM output file, version = 5.4
Title = pigeonp P Sample Simulation
            day           year            lai        biomass  green_biomass       dm_green        p_green     p_senesced       p_demand    pfact_photo    pfact_pheno pfact_expansion    pfact_grain      biomass_p green_biomass_p        grain_p         leaf_p         stem_p         root_p          pod_p         head_p    dlt_p_green dlt_p_retrans() dlt_p_detached    dlt_p_sen()  p_conc_stover LeafGreenpconc StemGreenpconc grainGreenpconc p_uptake_stover grain_p_demand    surfaceom_p
          (day)         (year)      (m^2/m^2)        (kg/ha)        (kg/ha)         (g/m2)         (g/m2)         (g/m2)        (g/m^2)             ()             ()              ()             ()        (g/m^2)         (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)         (g/m^2)        (g/m^2)            (?)            (%)            (%)            (%)             (%)             (%)        (g/m^2)        (kg/ha)
              8           1989          2.464         1819.7         1819.7        282.142          0.679          0.001           0.25          0.205          1.000           0.411          1.000           0.55            0.55           0.00           0.25           0.30           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.303          0.317          0.292           0.000           0.551           0.00            0.0
              9           1989          2.511         1854.0         1854.0        285.935          0.688          0.001           0.26          0.204          1.000           0.408          1.000           0.56            0.56           0.00           0.26           0.30           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.302          0.316          0.291           0.000           0.559           0.00            0.0
             10           1989          2.560         1892.6         1892.6        290.243          0.696          0.001           0.27          0.199          1.000           0.398          1.000           0.57            0.57           0.00           0.26           0.31           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.300          0.314          0.289           0.000           0.568           0.00            0.0
             11           1989          2.606         1923.7         1923.7        293.622          0.707          0.001           0.27          0.188          1.000           0.376          1.000           0.58            0.58           0.00           0.27           0.31           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.301          0.314          0.290           0.000           0.578           0.00            0.0
             12           1989          2.649         1959.5         1959.5        297.585          0.718          0.001           0.27          0.192          1.000           0.385          1.000           0.59            0.59           0.00           0.27           0.32           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.300          0.314          0.289           0.000           0.589           0.00            0.0
             13           1989          2.696         1996.1         1996.1        301.652          0.729          0.001           0.28          0.192          1.000           0.384          1.000           0.60            0.60           0.00           0.28           0.32           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.300          0.314          0.289           0.000           0.599           0.00            0.0
             14           1989          2.735         2028.3         2028.3        305.166          0.739          0.001           0.28          0.190          1.000           0.380          1.000           0.61            0.61           0.00           0.28           0.33           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.300          0.314          0.289           0.000           0.609           0.00            0.0
             15           1989          2.775         2063.0         2063.0        308.986          0.748          0.001           0.29          0.191          1.000           0.381          1.000           0.62            0.62           0.00           0.28           0.33           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.299          0.314          0.288           0.000           0.618           0.00            0.0
             16           1989          2.815         2097.4         2097.4        312.765          0.757          0.001           0.29          0.187          1.000           0.375          1.000           0.63            0.63           0.00           0.29           0.34           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.299          0.313          0.288           0.000           0.627           0.00            0.0
             17           1989          2.855         2132.1         2132.1        316.583          0.766          0.001           0.30          0.183          1.000           0.366          1.000           0.63            0.63           0.00           0.29           0.34           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.298          0.312          0.287           0.000           0.635           0.00            0.0
             18           1989          2.899         2167.3         2167.3        320.464          0.774          0.001           0.31          0.178          1.000           0.356          1.000           0.64            0.64           0.00           0.30           0.35           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.297          0.311          0.286           0.000           0.643           0.00            0.0
             19           1989          2.943         2202.1         2202.1        324.296          0.782          0.001           0.31          0.171          1.000           0.343          1.000           0.65            0.65           0.00           0.30           0.35           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.296          0.310          0.285           0.000           0.651           0.00            0.0
             20           1989          2.987         2230.2         2230.2        327.283          0.791          0.001           0.32          0.165          1.000           0.330          1.000           0.66            0.66           0.00           0.30           0.35           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.296          0.310          0.285           0.000           0.660           0.00            0.0
             21           1989          3.031         2263.4         2263.4        330.909          0.799          0.001           0.32          0.166          1.000           0.333          1.000           0.67            0.67           0.00           0.31           0.36           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.295          0.309          0.284           0.000           0.668           0.00            0.0
             22           1989          3.073         2286.7         2286.7        333.285          0.807          0.001           0.33          0.162          1.000           0.323          1.000           0.68            0.68           0.00           0.31           0.36           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.295          0.310          0.284           0.000           0.676           0.00            0.0
             23           1989          3.110         2307.5         2307.5        335.362          0.815          0.001           0.33          0.165          1.000           0.329          1.000           0.68            0.68           0.00           0.32           0.37           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.296          0.310          0.285           0.000           0.684           0.00            0.0
             24           1989          3.147         2328.2         2328.2        337.429          0.823          0.001           0.33          0.170          1.000           0.341          1.000           0.69            0.69           0.00           0.32           0.37           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.297          0.311          0.286           0.000           0.692           0.00            0.0
             25           1989          3.181         2360.2         2360.2        340.897          0.831          0.001           0.33          0.176          1.000           0.351          1.000           0.70            0.70           0.00           0.32           0.38           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.296          0.310          0.285           0.000           0.699           0.00            0.0
             26           1989          3.214         2395.6         2395.6        344.790          0.838          0.001           0.34          0.171          1.000           0.342          1.000           0.71            0.71           0.00           0.33           0.38           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.295          0.309          0.284           0.000           0.707           0.00            0.0
             27           1989          3.243         2422.3         2422.3        347.599          0.845          0.001           0.34          0.163          1.000           0.326          1.000           0.71            0.71           0.00           0.33           0.38           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.295          0.309          0.284           0.000           0.714           0.00            0.0
             28           1989          3.275         2453.7         2453.7        350.994          0.853          0.001           0.35          0.162          1.000           0.324          1.000           0.72            0.72           0.00           0.33           0.39           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.294          0.308          0.283           0.000           0.721           0.00            0.0
             29           1989          3.305         2484.6         2484.6        354.331          0.860          0.001           0.36          0.157          1.000           0.314          1.000           0.73            0.73           0.00           0.34           0.39           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.293          0.307          0.282           0.000           0.728           0.00            0.0
             30           1989          3.343         2517.2         2517.2        357.872          0.867          0.001           0.36          0.152          1.000           0.304          1.000           0.74            0.74           0.00           0.34           0.39           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.292          0.306          0.281           0.000           0.735           0.00            0.0
             31           1989          3.380         2549.0         2549.0        361.316          0.873          0.001           0.37          0.145          1.000           0.291          1.000           0.74            0.74           0.00           0.34           0.40           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.291          0.305          0.280           0.000           0.742           0.00            0.0
             32           1989          3.422         2576.9         2576.9        364.264          0.880          0.001           0.38          0.139          1.000           0.279          1.000           0.75            0.75           0.00           0.35           0.40           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.291          0.305          0.279           0.000           0.749           0.00            0.0
             33           1989          3.455         2597.4         2597.4        366.284          0.886          0.001           0.38          0.136          1.000           0.272          1.000           0.76            0.76           0.00           0.35           0.40           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.291          0.305          0.280           0.000           0.755           0.00            0.0
             34           1989          3.489         2616.7         2616.7        368.161          0.893          0.001           0.38          0.138          1.000           0.276          1.000           0.76            0.76           0.00           0.35           0.41           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.291          0.305          0.280           0.000           0.762           0.00            0.0
             35           1989          3.505         2625.6         2625.6        368.743          0.899          0.001           0.38          0.140          1.000           0.281          1.000           0.77            0.77           0.00           0.36           0.41           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.293          0.307          0.281           0.000           0.768           0.00            0.0
             36           1989          3.518         2632.6         2632.6        369.084          0.906          0.001           0.37          0.151          1.000           0.301          1.000           0.78            0.78           0.00           0.36           0.42           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.295          0.309          0.283           0.000           0.776           0.00            0.0
             37           1989          3.546         2651.7         2651.7        370.945          0.917          0.001           0.37          0.164          1.000           0.327          1.000           0.79            0.79           0.00           0.36           0.42           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.296          0.311          0.285           0.000           0.786           0.00            0.0
             38           1989          3.580         2676.4         2676.4        373.498          0.927          0.001           0.37          0.175          1.000           0.349          1.000           0.80            0.80           0.00           0.37           0.43           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.297          0.312          0.286           0.000           0.795           0.00            0.0
             39           1989          3.623         2709.0         2709.0        377.044          0.936          0.001           0.38          0.181          1.000           0.362          1.000           0.80            0.80           0.00           0.37           0.43           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.297          0.312          0.285           0.000           0.804           0.00            0.0
             40           1989          3.672         2745.2         2745.2        381.026          0.944          0.001           0.38          0.180          1.000           0.360          1.000           0.81            0.81           0.00           0.38           0.44           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.296          0.311          0.285           0.000           0.813           0.00            0.0
             41           1989          3.722         2782.3         2782.3        385.134          0.952          0.001           0.39          0.175          1.000           0.350          1.000           0.82            0.82           0.00           0.38           0.44           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.295          0.310          0.284           0.000           0.821           0.00            0.0
             42           1989          3.770         2809.4         2809.4        387.979          0.960          0.001           0.39          0.168          1.000           0.336          1.000           0.83            0.83           0.00           0.39           0.44           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.295          0.310          0.284           0.000           0.829           0.00            0.0
             43           1989          3.813         2835.9         2835.9        390.758          0.968          0.001           0.40          0.169          1.000           0.337          1.000           0.84            0.84           0.00           0.39           0.45           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.295          0.310          0.284           0.000           0.837           0.00            0.0
             44           1989          3.857         2870.9         2870.9        394.584          0.976          0.001           0.40          0.169          1.000           0.339          1.000           0.84            0.84           0.00           0.39           0.45           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.294          0.309          0.283           0.000           0.845           0.00            0.0
             45           1989          3.899         2905.6         2905.6        398.385          0.983          0.001           0.41          0.163          1.000           0.327          1.000           0.85            0.85           0.00           0.40           0.46           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.293          0.308          0.282           0.000           0.852           0.00            0.0
             46           1989          3.940         2939.0         2939.0        402.015          0.990          0.001           0.42          0.157          1.000           0.314          1.000           0.86            0.86           0.00           0.40           0.46           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.292          0.307          0.281           0.000           0.859           0.00            0.0
             47           1989          3.979         2971.1         2971.1        405.487          0.997          0.001           0.43          0.151          1.000           0.302          1.000           0.87            0.87           0.00           0.40           0.46           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.291          0.306          0.280           0.000           0.866           0.00            0.0
             48           1989          4.014         3000.6         3000.6        408.626          1.003          0.001           0.43          0.146          1.000           0.291          1.000           0.87            0.87           0.00           0.41           0.47           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.291          0.305          0.279           0.000           0.872           0.00            0.0
             49           1989          4.047         3028.7         3028.7        411.596          1.009          0.001           0.44          0.142          1.000           0.283          1.000           0.88            0.88           0.00           0.41           0.47           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.290          0.304          0.279           0.000           0.879           0.00            0.0
             50           1989          4.084         3056.9         3056.9        414.570          1.016          0.001           0.44          0.138          1.000           0.277          1.000           0.89            0.89           0.00           0.41           0.47           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.290          0.304          0.278           0.000           0.885           0.00            0.0
             51           1989          4.122         3084.9         3084.9        417.520          1.022          0.001           0.45          0.135          1.000           0.270          1.000           0.89            0.89           0.00           0.42           0.48           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.289          0.303          0.278           0.000           0.891           0.00            0.0
             52           1989          4.157         3105.8         3105.8        419.593          1.033          0.001           0.45          0.131          1.000           0.262          1.000           0.90            0.90           0.00           0.42           0.48           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.290          0.305          0.279           0.000           0.902           0.00            0.0
             53           1989          4.197         3129.6         3129.6        422.019          1.043          0.001           0.45          0.141          1.000           0.282          1.000           0.91            0.91           0.00           0.42           0.49           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.291          0.306          0.280           0.000           0.912           0.00            0.0
             54           1989          4.231         3153.7         3153.7        424.476          1.054          0.001           0.45          0.149          1.000           0.297          1.000           0.92            0.92           0.00           0.43           0.49           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.293          0.307          0.281           0.000           0.923           0.00            0.0
             55           1989          4.267         3174.5         3174.5        426.531          1.064          0.001           0.45          0.156          1.000           0.312          1.000           0.93            0.93           0.00           0.43           0.50           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.294          0.309          0.282           0.000           0.933           0.00            0.0
             56           1989          4.305         3203.3         3203.3        429.578          1.075          0.001           0.45          0.165          1.000           0.330          1.000           0.94            0.94           0.00           0.44           0.50           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.294          0.309          0.283           0.000           0.943           0.00            0.0
             57           1989          4.340         3233.9         3233.9        432.855          1.085          0.001           0.45          0.169          1.000           0.338          1.000           0.95            0.95           0.00           0.44           0.51           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.295          0.310          0.283           0.000           0.954           0.00            0.0
             58           1989          4.379         3264.9         3264.9        436.176          1.095          0.001           0.45          0.172          1.000           0.343          1.000           0.96            0.96           0.00           0.45           0.51           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.295          0.310          0.283           0.000           0.964           0.00            0.0
             59           1989          4.410         3288.1         3288.1        438.533          1.105          0.001           0.45          0.178          1.000           0.356          1.000           0.97            0.97           0.00           0.45           0.52           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.296          0.311          0.284           0.000           0.973           0.00            0.0
             60           1989          4.446         3315.9         3315.9        441.447          1.115          0.001           0.44          0.194          1.000           0.387          1.000           0.98            0.98           0.00           0.46           0.52           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.296          0.311          0.284           0.000           0.983           0.00            0.0
             61           1989          4.504         3349.7         3349.7        445.128          1.124          0.001           0.41          0.229          1.000           0.457          1.000           0.99            0.99           0.00           0.46           0.53           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.296          0.311          0.284           0.000           0.992           0.00            0.0
             62           1989          4.516         3380.9         3380.9        448.317          1.133          0.001           0.33          0.332          1.000           0.664          1.000           1.00            1.00           0.00           0.47           0.53           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.296          0.313          0.283           0.000           1.000           0.00            0.0
             63           1989          4.492         3430.6         3416.1        452.275          1.139          0.003           0.18          0.630          1.000           1.000          1.000           1.01            1.00           0.00           0.47           0.54           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.294          0.315          0.279           0.000           1.005           0.00            0.0
             64           1989          4.471         3518.9         3485.7        460.433          1.144          0.007           0.17          0.693          1.000           1.000          1.000           1.01            1.01           0.00           0.47           0.54           0.13           0.00           0.00           0.01            0.00           0.00              ?          0.289          0.317          0.272           0.000           1.009           0.00            0.0
             65           1989          4.458         3649.0         3594.3        473.330          1.148          0.011           0.19          0.738          1.000           1.000          1.000           1.02            1.01           0.00           0.47           0.55           0.14           0.00           0.00           0.01            0.00           0.00              ?          0.282          0.318          0.261           0.000           1.012           0.00            0.0
             66           1989          4.464         3787.2         3716.3        487.708          1.153          0.013           0.21          0.771          1.000           1.000          1.000           1.03            1.02           0.00           0.46           0.55           0.14           0.00           0.00           0.01            0.00           0.00              ?          0.273          0.318          0.250           0.000           1.016           0.00            0.0
             67           1989          4.455         3925.9         3834.0        501.655          1.157          0.017           0.23          0.794          1.000           1.000          1.000           1.04            1.02           0.00           0.46           0.55           0.14           0.00           0.00           0.01            0.00           0.00              ?          0.266          0.318          0.240           0.000           1.019           0.00            0.0
             68           1989          4.436         4075.2         3957.7        516.406          1.159          0.022           0.25          0.817          1.000           1.000          1.000           1.04            1.02           0.00           0.46           0.56           0.14           0.00           0.00           0.01            0.00           0.00              ?          0.258          0.318          0.231           0.000           1.021           0.00            0.0
             69           1989          4.403         4237.0         4093.9        532.646          1.161          0.026           0.28          0.842          1.000           1.000          1.000           1.05            1.02           0.00           0.46           0.56           0.14           0.00           0.00           0.01            0.00           0.00              ?          0.252          0.319          0.223           0.000           1.022           0.00            0.0
             70           1989          4.367         4399.1         4230.0        548.860          1.163          0.031           0.32          0.858          1.000           1.000          1.000           1.05            1.02           0.01           0.44           0.56           0.14           0.01           0.02           0.01            0.00           0.00              ?          0.242          0.313          0.214           0.219           1.009           0.00            0.0
             71           1989          4.318         4550.9         4353.5        563.601          1.163          0.036           0.36          0.808          1.000           1.000          1.000           1.06            1.02           0.03           0.43           0.56           0.14           0.01           0.04           0.01           -0.00           0.00              ?          0.234          0.307          0.207           0.288           0.994           0.00            0.0
             72           1989          4.271         4691.2         4468.0        577.210          1.164          0.041           0.39          0.751          1.000           1.000          1.000           1.06            1.02           0.05           0.41           0.56           0.14           0.01           0.05           0.01            0.00           0.00              ?          0.226          0.300          0.201           0.323           0.979           0.00            0.0
             73           1989          4.233         4807.6         4564.5        588.516          1.166          0.044           0.42          0.681          1.000           1.000          1.000           1.07            1.03           0.06           0.40           0.56           0.14           0.01           0.07           0.01            0.00           0.00              ?          0.220          0.291          0.197           0.344           0.964           0.00            0.0
             74           1989          4.173         4912.2         4644.5        597.936          1.166          0.049           0.45          0.600          1.000           1.000          1.000           1.07            1.03           0.08           0.38           0.56           0.14           0.01           0.09           0.01            0.00           0.00              ?          0.214          0.282          0.195           0.357           0.947           0.00            0.0
             75           1989          4.090         4957.5         4662.8        600.004          1.168          0.054           0.45          0.516          1.000           1.000          1.000           1.08            1.03           0.10           0.36           0.56           0.14           0.01           0.11           0.01            0.00           0.00              ?          0.211          0.273          0.196           0.371           0.931           0.00            0.0
             76           1989          4.009         4988.2         4667.6        600.423          1.170          0.058           0.45          0.436          1.000           0.873          1.000           1.09            1.03           0.11           0.34           0.56           0.14           0.01           0.12           0.01            0.00           0.00              ?          0.210          0.266          0.198           0.378           0.916           0.00            0.0
             77           1989          3.931         5023.9         4678.2        601.529          1.172          0.063           0.45          0.369          1.000           0.738          1.000           1.09            1.03           0.13           0.33           0.56           0.14           0.01           0.14           0.01            0.00           0.00              ?          0.208          0.260          0.199           0.382           0.901           0.00            0.0
             78           1989          3.842         5065.9         4691.6        603.034          1.173          0.068           0.46          0.313          1.000           0.627          1.000           1.10            1.03           0.15           0.32           0.56           0.14           0.01           0.16           0.01            0.00           0.00              ?          0.205          0.255          0.199           0.385           0.885           0.00            0.0
             79           1989          3.757         5108.3         4706.5        604.704          1.173          0.073           0.46          0.268          1.000           0.537          1.000           1.10            1.03           0.16           0.30           0.55           0.14           0.01           0.18           0.01            0.00           0.00              ?          0.203          0.251          0.199           0.387           0.869           0.00            0.0
             80           1989          3.689         5147.7         4723.9        606.555          1.175          0.077           0.47          0.227          1.000           0.454          1.000           1.11            1.03           0.18           0.29           0.54           0.14           0.02           0.20           0.01            0.00           0.00              ?          0.200          0.246          0.199           0.389           0.853           0.00            0.0
             81           1989          3.611         5178.9         4730.2        607.138          1.175          0.081           0.47          0.187          1.000           0.374          1.000           1.11            1.03           0.20           0.28           0.54           0.14           0.02           0.21           0.01           -0.00           0.00              ?          0.198          0.242          0.198           0.391           0.836           0.00            0.0
             82           1989          3.516         5205.1         4725.8        606.544          1.175          0.087           0.47          0.154          1.000           0.309          1.000           1.12            1.03           0.21           0.27           0.53           0.14           0.02           0.23           0.01            0.00           0.00              ?          0.196          0.240          0.198           0.392           0.819           0.00            0.0
             83           1989          3.423         5226.8         4717.4        605.463          1.174          0.092           0.46          0.133          1.000           0.265          1.000           1.12            1.03           0.23           0.26           0.52           0.14           0.02           0.25           0.01            0.00           0.00              ?          0.194          0.237          0.197           0.393           0.802           0.00            0.0
             84           1989          3.336         5239.0         4701.6        603.456          1.174          0.097           0.46          0.116          1.000           0.233          1.000           1.13            1.03           0.25           0.25           0.51           0.14           0.02           0.27           0.01            0.00           0.00              ?          0.193          0.236          0.198           0.394           0.785           0.00            0.0
             85           1989          3.278         5245.9         4689.9        601.758          1.180          0.101           0.45          0.105          1.000           0.210          1.000           1.14            1.04           0.26           0.25           0.50           0.14           0.02           0.29           0.01            0.00           0.00              ?          0.193          0.235          0.199           0.394           0.774           0.00            0.0
             86           1989          3.220         5255.7         4681.0        600.398          1.187          0.104           0.44          0.101          1.000           0.202          1.000           1.15            1.04           0.28           0.24           0.49           0.14           0.03           0.31           0.01            0.00           0.00              ?          0.192          0.234          0.199           0.394           0.764           0.00            0.0
             87           1989          3.170         5268.2         4677.5        599.636          1.194          0.107           0.43          0.103          1.000           0.205          1.000           1.16            1.05           0.30           0.24           0.49           0.14           0.03           0.32           0.01            0.00           0.00              ?          0.192          0.234          0.200           0.394           0.754           0.00            0.0
             88           1989          3.119         5280.4         4673.4        598.812          1.200          0.110           0.43          0.104          1.000           0.208          1.000           1.17            1.06           0.31           0.23           0.48           0.14           0.03           0.34           0.01           -0.00           0.00              ?          0.192          0.234          0.200           0.394           0.744           0.00            0.0
             89           1989          3.073         5290.1         4668.0        597.811          1.207          0.113           0.42          0.106          1.000           0.212          1.000           1.17            1.06           0.33           0.23           0.47           0.14           0.04           0.36           0.01            0.00           0.00              ?          0.191          0.234          0.201           0.394           0.734           0.00            0.0
             90           1989          3.027         5298.9         4662.0        596.728          1.214          0.115           0.41          0.109          1.000           0.217          1.000           1.18            1.07           0.34           0.23           0.46           0.15           0.04           0.38           0.01            0.00           0.00              ?          0.191          0.234          0.201           0.393           0.725           0.00            0.0
             91           1989          2.981         5308.2         4656.5        595.710          1.220          0.118           0.40          0.112          1.000           0.224          1.000           1.19            1.07           0.36           0.22           0.45           0.15           0.04           0.40           0.01            0.00           0.00              ?          0.191          0.234          0.202           0.393           0.715           0.00            0.0
             92           1989          2.939         5313.0         4647.7        594.277          1.227          0.120           0.39          0.116          1.000           0.232          1.000           1.20            1.08           0.38           0.22           0.44           0.15           0.04           0.42           0.01           -0.00           0.00              ?          0.191          0.234          0.203           0.392           0.705           0.00            0.0
             93           1989          2.897         5318.8         4640.1        592.984          1.233          0.123           0.38          0.119          1.000           0.238          1.000           1.21            1.09           0.39           0.22           0.43           0.15           0.05           0.44           0.01           -0.00           0.00              ?          0.191          0.234          0.204           0.392           0.696           0.00            0.0
             94           1989          2.854         5328.4         4635.8        592.100          1.240          0.125           0.38          0.123          1.000           0.246          1.000           1.22            1.09           0.41           0.21           0.42           0.15           0.05           0.46           0.01            0.00           0.00              ?          0.191          0.234          0.204           0.391           0.686           0.00            0.0
             95           1989          2.809         5342.2         4635.3        591.685          1.246          0.128           0.37          0.128          1.000           0.256          1.000           1.23            1.10           0.42           0.21           0.41           0.15           0.05           0.48           0.01            0.00           0.00              ?          0.190          0.234          0.205           0.389           0.677           0.00            0.0
             96           1989          2.768         5356.6         4636.3        591.433          1.252          0.130           0.36          0.133          1.000           0.267          1.000           1.23            1.10           0.44           0.21           0.40           0.15           0.06           0.49           0.01            0.00           0.00              ?          0.190          0.234          0.205           0.389           0.667           0.00            0.0
             97           1989          2.727         5371.1         4637.8        591.231          1.258          0.133           0.36          0.136          1.000           0.273          1.000           1.24            1.11           0.45           0.20           0.39           0.15           0.06           0.51           0.01           -0.00           0.00              ?          0.189          0.233          0.205           0.388           0.656           0.00            0.0
             98           1989          2.685         5387.9         4641.1        591.255          1.263          0.135           0.35          0.138          1.000           0.276          1.000           1.25            1.11           0.47           0.20           0.38           0.15           0.06           0.53           0.01            0.00           0.00              ?          0.188          0.233          0.204           0.387           0.646           0.00            0.0
             99           1989          2.647         5405.5         4646.5        591.508          1.269          0.137           0.35          0.139          1.000           0.279          1.000           1.26            1.12           0.48           0.20           0.37           0.15           0.07           0.55           0.01            0.00           0.00              ?          0.187          0.232          0.204           0.386           0.635           0.00            0.0
            100           1989          2.607         5422.5         4650.5        591.614          1.274          0.140           0.34          0.138          1.000           0.275          1.000           1.26            1.12           0.50           0.19           0.36           0.15           0.07           0.57           0.01            0.00           0.00              ?          0.186          0.232          0.204           0.385           0.624           0.00            0.0
            101           1989          2.569         5432.9         4648.6        590.999          1.279          0.142           0.34          0.136          1.000           0.272          1.000           1.27            1.13           0.52           0.19           0.35           0.15           0.07           0.59           0.01            0.00           0.00              ?          0.185          0.231          0.204           0.385           0.612           0.00            0.0
            102           1989          2.523         5447.1         4648.1        590.597          1.284          0.145           0.33          0.133          1.000           0.267          1.000           1.28            1.13           0.53           0.19           0.34           0.15           0.08           0.61           0.01            0.00           0.00              ?          0.185          0.231          0.199           0.383           0.602           0.00            0.0
            103           1989          2.481         5462.0         4649.5        590.404          1.289          0.147           0.32          0.136          1.000           0.272          1.000           1.29            1.14           0.55           0.18           0.33           0.15           0.08           0.63           0.01            0.00           0.00              ?          0.184          0.230          0.193           0.382           0.591           0.00            0.0
            104           1989          2.446         5480.0         4656.2        590.447          1.294          0.149           0.32          0.131          1.000           0.262          1.000           1.29            1.14           0.56           0.18           0.32           0.15           0.08           0.64           0.01            0.00           0.00              ?          0.183          0.229          0.189           0.380           0.582           0.00            0.0
            105           1989          2.413         5497.0         4662.6        590.469          1.299          0.151           0.31          0.123          1.000           0.246          1.000           1.30            1.15           0.56           0.18           0.32           0.15           0.08           0.65           0.01            0.00           0.00              ?          0.187          0.232          0.190           0.369           0.586           0.00            0.0
            106           1989          2.380         5513.2         4668.1        590.393          1.304          0.153           0.23          0.208          1.000           0.416          1.000           1.30            1.15           0.56           0.18           0.32           0.15           0.09           0.65           0.01            0.00           0.00              ?          0.191          0.235          0.191           0.358           0.590           0.00            0.0
            107           1989          2.341         5529.8         4672.0        590.167          1.308          0.155           0.16          0.293          1.000           0.585          1.000           1.31            1.16           0.56           0.18           0.33           0.15           0.09           0.65           0.01            0.00           0.00              ?          0.191          0.239          0.190           0.358           0.593           0.00            0.0
            108           1989          2.304         5545.5         4676.0        589.949          1.312          0.157           0.10          0.394          1.000           0.789          1.000           1.32            1.16           0.56           0.18           0.33           0.15           0.09           0.65           0.01            0.00           0.00              ?          0.192          0.245          0.189           0.358           0.596           0.00            0.0
            109           1989          2.265         5556.4         4674.4        589.184          1.316          0.160           0.09          0.449          1.000           0.898          1.000           1.32            1.16           0.56           0.18           0.33           0.15           0.09           0.65           0.01            0.00           0.00              ?          0.193          0.250          0.189           0.358           0.598           0.00            0.0
            110           1989          2.225         5561.8         4667.0        587.828          1.319          0.162           0.08          0.502          1.000           1.000          1.000           1.32            1.16           0.56           0.18           0.33           0.16           0.09           0.65           0.01            0.00           0.00              ?          0.194          0.255          0.189           0.358           0.600           0.00            0.0
            111           1989          0.000         5561.8         3950.5        515.580          1.196          0.291           0.08          0.555          1.000           1.000          1.000           1.33            1.04           0.56           0.06           0.33           0.16           0.09           0.65           0.01            0.00           0.00              ?          0.200          0.000          0.190           0.358           0.476           0.00            0.0
            112           1989          0.000            0.0            0.0          0.000          0.000          0.000           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            7.5
            113           1989          0.000            0.0            0.0          0.000          0.000          0.000           0.00          1.000          1.000           1.000          1.000           0.00            0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00            0.00           0.00              ?          0.000          0.000          0.000           0.000           0.000           0.00            7.4
