APSIM output file, version = 5.4
Title = navybean Sample Simulation
            day           year            lai        biomass  green_biomass       dm_green       dm_green        p_green        p_green        p_sen()          p_sen       p_demand    pfact_photo    pfact_pheno pfact_expansion    pfact_grain      biomass_p green_biomass_p        grain_p         leaf_p         stem_p         root_p          pod_p         head_p     p_senesced       p_dead()    dlt_p_green dlt_p_retrans() dlt_p_detached    dlt_p_sen()  p_conc_stover    p_conc_leaf    p_conc_stem   p_conc_grain p_uptake_stover grain_p_demand    surfaceom_p
          (day)         (year)      (m^2/m^2)        (kg/ha)        (kg/ha)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)            (?)            (?)        (g/m^2)             ()             ()              ()             ()        (g/m^2)         (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)            (?)        (g/m^2)         (g/m^2)        (g/m^2)            (?)            (%)            (%)            (%)            (%)             (%)        (g/m^2)        (kg/ha)
            330           1988          0.000          0.000          0.000          0.000          0.000          0.000          0.000              ?              ?          0.000          1.000          1.000           1.000          1.000          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              ?          0.000           0.000          0.000              ?          0.000          0.000          0.000          0.000           0.000          0.000          0.000
            331           1988          0.000          0.000          0.000          0.000          0.000          0.000          0.000              ?              ?          0.000          1.000          1.000           1.000          1.000          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              ?          0.000           0.000          0.000              ?          0.000          0.000          0.000          0.000           0.000          0.000          0.000
            332           1988          0.000          0.000          0.000          0.000          0.000          0.000          0.000              ?              ?          0.000          1.000          1.000           1.000          1.000          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              ?          0.000           0.000          0.000              ?          0.000          0.000          0.000          0.000           0.000          0.000          0.000
            333           1988          0.000          0.000          0.000          0.000          0.000          0.000          0.000              ?              ?          0.000          1.000          1.000           1.000          1.000          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              ?          0.000           0.000          0.000              ?          0.000          0.000          0.000          0.000           0.000          0.000          0.000
            334           1988          0.000          0.000          0.000          0.000          0.000          0.000          0.000              ?              ?          0.000          1.000          1.000           1.000          1.000          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              ?          0.000           0.000          0.000              ?          0.000          0.000          0.000          0.000           0.000          0.000          0.000
            335           1988          0.010         25.000         25.000          7.475          7.475          0.020          0.020              ?              ?          0.000          1.000          1.000           1.000          1.000          0.013           0.013          0.000          0.013          0.000          0.007          0.000          0.000          0.000              ?          0.000           0.000          0.000              ?          0.500          0.500          0.000          0.000           0.013          0.000          0.000
            336           1988          0.013         26.461         26.461          7.742          7.742          0.021          0.021              ?              ?          0.001          1.000          1.000           1.000          1.000          0.013           0.013          0.000          0.013          0.000          0.008          0.000          0.000          0.000              ?          0.001           0.000          0.000              ?          0.491          0.502          0.000          0.000           0.013          0.000          0.000
            337           1988          0.016         27.949         27.949          8.013          8.013          0.022          0.022              ?              ?          0.001          0.935          1.000           1.000          1.000          0.014           0.014          0.000          0.013          0.000          0.008          0.000          0.000          0.000              ?          0.001           0.000          0.000              ?          0.489          0.500          0.231          0.000           0.014          0.000          0.000
            338           1988          0.020         29.632         29.632          8.323          8.323          0.023          0.023              ?              ?          0.001          0.942          1.000           1.000          1.000          0.014           0.014          0.000          0.014          0.001          0.008          0.000          0.000          0.000              ?          0.001           0.000          0.000              ?          0.487          0.499          0.297          0.000           0.014          0.000          0.000
            339           1988          0.025         32.282         32.282          8.825          8.825          0.024          0.024              ?              ?          0.002          0.942          1.000           1.000          1.000          0.016           0.016          0.000          0.015          0.001          0.009          0.000          0.000          0.000              ?          0.002           0.000          0.000              ?          0.481          0.499          0.301          0.000           0.016          0.000          0.000
            340           1988          0.032         35.504         35.504          9.439          9.439          0.026          0.026              ?              ?          0.002          0.915          1.000           1.000          1.000          0.017           0.017          0.000          0.016          0.001          0.009          0.000          0.000          0.000              ?          0.002           0.000          0.000              ?          0.478          0.497          0.330          0.000           0.017          0.000          0.000
            341           1988          0.040         39.364         39.364         10.180         10.180          0.028          0.028              ?              ?          0.002          0.914          1.000           1.000          1.000          0.019           0.019          0.000          0.017          0.002          0.010          0.000          0.000          0.000              ?          0.002           0.000          0.000              ?          0.475          0.496          0.350          0.000           0.019          0.000          0.000
            342           1988          0.047         42.402         42.402         10.755         10.755          0.030          0.030              ?              ?          0.002          0.916          1.000           1.000          1.000          0.020           0.020          0.000          0.017          0.003          0.010          0.000          0.000          0.000              ?          0.002           0.000          0.000              ?          0.476          0.494          0.386          0.000           0.020          0.000          0.000
            343           1988          0.053         45.680         45.680         11.376         11.376          0.032          0.032              ?              ?          0.002          0.951          1.000           1.000          1.000          0.022           0.022          0.000          0.018          0.003          0.010          0.000          0.000          0.000              ?          0.002           0.000          0.000              ?          0.474          0.492          0.392          0.000           0.022          0.000          0.000
            344           1988          0.062         49.712         49.712         12.147         12.147          0.034          0.034              ?              ?          0.002          0.957          1.000           1.000          1.000          0.023           0.023          0.000          0.020          0.004          0.011          0.000          0.000          0.000              ?          0.002           0.000          0.000              ?          0.471          0.490          0.392          0.000           0.023          0.000          0.000
            345           1988          0.075         55.786         55.786         13.322         13.322          0.038          0.038              ?              ?          0.004          0.952          1.000           1.000          1.000          0.026           0.026          0.000          0.021          0.005          0.012          0.000          0.000          0.000              ?          0.004           0.000          0.000              ?          0.466          0.490          0.385          0.000           0.026          0.000          0.000
            346           1988          0.090         63.224         63.224         14.768         14.768          0.042          0.042              ?              ?          0.004          0.939          1.000           1.000          1.000          0.029           0.029          0.000          0.023          0.006          0.013          0.000          0.000          0.000              ?          0.004           0.000          0.000              ?          0.464          0.488          0.389          0.000           0.029          0.000          0.000
            347           1988          0.110         72.731         72.731         16.622         16.622          0.048          0.048              ?              ?          0.006          0.941          1.000           1.000          1.000          0.034           0.034          0.000          0.026          0.007          0.014          0.000          0.000          0.000              ?          0.006           0.000          0.000              ?          0.462          0.487          0.391          0.000           0.034          0.000          0.000
            348           1988          0.138         86.066         86.066         19.236         19.236          0.056          0.056              ?              ?          0.008          0.944          1.000           1.000          1.000          0.039           0.039          0.000          0.030          0.010          0.016          0.000          0.000          0.000              ?          0.008           0.000          0.000              ?          0.459          0.485          0.391          0.000           0.039          0.000          0.000
            349           1988          0.175        103.340        103.340         22.629         22.629          0.066          0.066              ?              ?          0.010          0.944          1.000           1.000          1.000          0.047           0.047          0.000          0.035          0.012          0.019          0.000          0.000          0.000              ?          0.010           0.000          0.000              ?          0.457          0.484          0.395          0.000           0.047          0.000          0.000
            350           1988          0.217        123.595        123.595         26.608         26.608          0.078          0.078              ?              ?          0.012          0.949          1.000           1.000          1.000          0.056           0.056          0.000          0.041          0.016          0.022          0.000          0.000          0.000              ?          0.012           0.000          0.000              ?          0.456          0.482          0.400          0.000           0.056          0.000          0.000
            351           1988          0.253        140.890        140.890         29.987         29.987          0.088          0.088              ?              ?          0.010          0.963          1.000           1.000          1.000          0.064           0.064          0.000          0.045          0.019          0.024          0.000          0.000          0.000              ?          0.010           0.000          0.000              ?          0.456          0.479          0.409          0.000           0.064          0.000          0.000
            352           1988          0.281        153.978        153.978         32.519         32.519          0.096          0.096              ?              ?          0.008          0.986          1.000           1.000          1.000          0.070           0.070          0.000          0.049          0.021          0.026          0.000          0.000          0.000              ?          0.008           0.000          0.000              ?          0.455          0.476          0.414          0.000           0.070          0.000          0.000
            353           1988          0.315        170.046        170.046         35.639         35.639          0.105          0.105              ?              ?          0.009          0.997          1.000           1.000          1.000          0.077           0.077          0.000          0.053          0.024          0.028          0.000          0.000          0.000              ?          0.009           0.000          0.000              ?          0.453          0.474          0.413          0.000           0.077          0.000          0.000
            354           1988          0.372        197.221        197.221         40.967         40.967          0.120          0.120              ?              ?          0.016          0.998          1.000           1.000          1.000          0.088           0.088          0.000          0.060          0.028          0.032          0.000          0.000          0.000              ?          0.015           0.000          0.000              ?          0.446          0.469          0.404          0.000           0.088          0.000          0.000
            355           1988          0.435        227.589        227.589         46.919         46.919          0.134          0.134              ?              ?          0.019          0.954          1.000           1.000          1.000          0.099           0.099          0.000          0.067          0.032          0.035          0.000          0.000          0.000              ?          0.014           0.000          0.000              ?          0.433          0.456          0.392          0.000           0.099          0.000          0.000
            356           1988          0.497        259.301        259.301         53.125         53.125          0.147          0.147              ?              ?          0.023          0.859          1.000           1.000          1.000          0.109           0.109          0.000          0.073          0.036          0.038          0.000          0.000          0.000              ?          0.013           0.000          0.000              ?          0.419          0.441          0.379          0.000           0.109          0.000          0.000
            357           1988          0.571        295.935        295.935         60.297         60.297          0.159          0.159              ?              ?          0.032          0.752          1.000           1.000          1.000          0.118           0.118          0.000          0.079          0.039          0.041          0.000          0.000          0.000              ?          0.013           0.000          0.000              ?          0.399          0.421          0.361          0.000           0.118          0.000          0.000
            358           1988          0.648        334.151        334.151         67.768         67.768          0.171          0.171              ?              ?          0.045          0.600          1.000           1.000          1.000          0.127           0.127          0.000          0.085          0.042          0.044          0.000          0.000          0.000              ?          0.012           0.000          0.000              ?          0.380          0.402          0.343          0.000           0.127          0.000          0.000
            359           1988          0.711        366.211        366.211         73.992         73.992          0.183          0.183              ?              ?          0.053          0.460          1.000           0.920          1.000          0.136           0.136          0.000          0.090          0.046          0.047          0.000          0.000          0.000              ?          0.012           0.000          0.000              ?          0.371          0.392          0.335          0.000           0.136          0.000          0.000
            360           1988          0.770        397.688        397.688         80.085         80.085          0.194          0.194              ?              ?          0.057          0.398          1.000           0.796          1.000          0.144           0.144          0.000          0.095          0.049          0.050          0.000          0.000          0.000              ?          0.011           0.000          0.000              ?          0.363          0.383          0.328          0.000           0.144          0.000          0.000
            361           1988          0.825        427.432        427.432         85.817         85.817          0.205          0.205              ?              ?          0.062          0.347          1.000           0.695          1.000          0.152           0.152          0.000          0.100          0.052          0.052          0.000          0.000          0.000              ?          0.011           0.000          0.000              ?          0.357          0.377          0.323          0.000           0.152          0.000          0.000
            362           1988          0.865        449.775        449.775         90.059         90.059          0.217          0.217              ?              ?          0.062          0.314          1.000           0.629          1.000          0.162           0.162          0.000          0.106          0.056          0.055          0.000          0.000          0.000              ?          0.013           0.000          0.000              ?          0.360          0.380          0.327          0.000           0.162          0.000          0.000
            363           1988          0.921        480.826        480.826         96.029         96.029          0.229          0.229              ?              ?          0.065          0.364          1.000           0.729          1.000          0.171           0.171          0.000          0.112          0.059          0.058          0.000          0.000          0.000              ?          0.012           0.000          0.000              ?          0.355          0.375          0.323          0.000           0.171          0.000          0.000
            364           1988          0.980        513.637        513.637        102.335        102.335          0.239          0.239              ?              ?          0.073          0.337          1.000           0.674          1.000          0.179           0.179          0.000          0.117          0.062          0.061          0.000          0.000          0.000              ?          0.011           0.000          0.000              ?          0.348          0.367          0.317          0.000           0.179          0.000          0.000
            365           1988          1.031        541.873        541.873        107.713        107.713          0.249          0.249              ?              ?          0.079          0.296          1.000           0.593          1.000          0.186           0.186          0.000          0.121          0.065          0.063          0.000          0.000          0.000              ?          0.010           0.000          0.000              ?          0.344          0.363          0.313          0.000           0.186          0.000          0.000
            366           1988          1.080        569.318        569.318        112.921        112.921          0.259          0.259              ?              ?          0.082          0.282          1.000           0.563          1.000          0.193           0.193          0.000          0.126          0.067          0.065          0.000          0.000          0.000              ?          0.010           0.000          0.000              ?          0.340          0.358          0.310          0.000           0.193          0.000          0.000
              1           1989          1.130        597.111        597.111        118.185        118.185          0.268          0.268              ?              ?          0.088          0.263          1.000           0.527          1.000          0.201           0.201          0.000          0.130          0.070          0.067          0.000          0.000          0.000              ?          0.010           0.000          0.000              ?          0.336          0.354          0.306          0.000           0.201          0.000          0.000
              2           1989          1.166        617.189        617.189        121.899        121.899          0.277          0.277              ?              ?          0.079          0.399          1.000           0.798          1.000          0.207           0.207          0.000          0.135          0.073          0.070          0.000          0.000          0.000              ?          0.010           0.000          0.000              ?          0.336          0.354          0.307          0.000           0.207          0.000          0.000
              3           1989          1.237        656.632        656.632        129.466        129.466          0.288          0.288              ?              ?          0.083          0.522          1.000           1.000          1.000          0.215           0.215          0.000          0.140          0.076          0.073          0.000          0.000          0.000              ?          0.011           0.000          0.000              ?          0.328          0.346          0.299          0.000           0.215          0.000          0.000
              4           1989          1.351        719.529        719.529        137.502        137.502          0.298          0.298              ?              ?          0.098          0.557          1.000           1.000          1.000          0.222           0.222          0.000          0.144          0.078          0.076          0.000          0.000          0.000              ?          0.010           0.000          0.000              ?          0.309          0.326          0.281          0.000           0.222          0.000          0.000
              5           1989          1.475        788.518        788.518        146.339        146.339          0.307          0.307              ?              ?          0.101          0.510          1.000           1.000          1.000          0.229           0.229          0.000          0.148          0.080          0.078          0.000          0.000          0.000              ?          0.009           0.000          0.000              ?          0.290          0.307          0.263          0.000           0.229          0.000          0.000
              6           1989          1.558        834.740        834.740        152.141        152.141          0.318          0.318              ?              ?          0.094          0.553          1.000           1.000          1.000          0.237           0.237          0.000          0.153          0.083          0.081          0.000          0.000          0.000              ?          0.011           0.000          0.000              ?          0.284          0.300          0.257          0.000           0.237          0.000          0.000
              7           1989          1.617        900.069        900.069        160.476        160.476          0.329          0.329              ?              ?          0.086          0.701          1.000           1.000          1.000          0.244           0.244          0.000          0.158          0.086          0.084          0.000          0.000          0.000              ?          0.011           0.000          0.000              ?          0.271          0.298          0.250          0.000           0.244          0.000          0.000
              8           1989          1.703        996.694        996.396        172.929        172.929          0.339          0.339              ?              ?          0.109          0.701          1.000           1.000          1.000          0.252           0.252          0.000          0.162          0.088          0.087          0.001          0.001          0.000              ?          0.011           0.000          0.000              ?          0.253          0.290          0.238          0.000           0.252          0.000          0.000
              9           1989          1.834       1095.946       1095.354        183.317        183.317          0.348          0.348              ?              ?          0.122          0.726          1.000           1.000          1.000          0.259           0.259          0.000          0.165          0.090          0.089          0.003          0.003          0.001              ?          0.010           0.000          0.000              ?          0.238          0.274          0.217          0.000           0.259          0.000          0.000
             10           1989          1.961       1193.558       1192.713        193.529        193.529          0.356          0.356              ?              ?          0.132          0.631          1.000           1.000          1.000          0.266           0.266          0.004          0.166          0.091          0.090          0.005          0.009          0.001              ?          0.009           0.000          0.000              ?          0.223          0.258          0.198          0.197           0.262          0.000          0.000
             11           1989          2.056       1272.158       1271.006        201.668        201.668          0.366          0.366              ?              ?          0.153          0.528          1.000           1.000          1.000          0.275           0.274          0.008          0.167          0.092          0.092          0.007          0.015          0.001              ?          0.011          -0.000          0.000              ?          0.215          0.247          0.188          0.260           0.267          0.000          0.000
             12           1989          2.155       1354.483       1353.029        210.210        210.210          0.376          0.376              ?              ?          0.167          0.471          1.000           0.943          1.000          0.284           0.283          0.013          0.169          0.094          0.093          0.008          0.021          0.001              ?          0.011           0.000          0.000              ?          0.207          0.238          0.179          0.289           0.271          0.000          0.000
             13           1989          2.240       1429.164       1427.384        217.917        217.917          0.386          0.386              ?              ?          0.181          0.419          1.000           0.837          1.000          0.292           0.292          0.018          0.169          0.096          0.094          0.009          0.027          0.001              ?          0.010           0.000          0.000              ?          0.200          0.230          0.173          0.309           0.274          0.000          0.000
             14           1989          2.303       1490.110       1487.960        224.127        224.127          0.395          0.395              ?              ?          0.191          0.380          1.000           0.759          1.000          0.301           0.300          0.023          0.170          0.097          0.094          0.011          0.034          0.001              ?          0.009          -0.000          0.000              ?          0.196          0.223          0.169          0.324           0.277          0.000          0.000
             15           1989          2.366       1552.077       1549.567        230.447        230.447          0.403          0.403              ?              ?          0.201          0.355          1.000           0.711          1.000          0.308           0.308          0.029          0.169          0.098          0.095          0.012          0.040          0.001              ?          0.009           0.000          0.000              ?          0.191          0.217          0.165          0.332           0.279          0.000          0.000
             16           1989          2.422       1610.469       1607.589        236.377        236.377          0.411          0.411              ?              ?          0.211          0.331          1.000           0.661          1.000          0.316           0.316          0.035          0.169          0.099          0.095          0.013          0.048          0.001              ?          0.008          -0.000          0.000              ?          0.187          0.211          0.161          0.340           0.281          0.000          0.000
             17           1989          2.475       1667.353       1664.114        242.144        242.144          0.419          0.419              ?              ?          0.221          0.310          1.000           0.619          1.000          0.323           0.323          0.041          0.168          0.100          0.096          0.013          0.055          0.001              ?          0.008           0.000          0.000              ?          0.182          0.206          0.158          0.346           0.281          0.000          0.000
             18           1989          2.492       1723.369       1709.029        246.742        246.742          0.424          0.424              ?              ?          0.232          0.290          1.000           0.581          1.000          0.330           0.328          0.048          0.165          0.101          0.096          0.014          0.063          0.002              ?          0.008           0.000          0.000              ?          0.178          0.201          0.155          0.350           0.280          0.000          0.000
             19           1989          2.499       1777.562       1750.427        250.972        250.972          0.430          0.430              ?              ?          0.240          0.274          1.000           0.549          1.000          0.337           0.334          0.055          0.162          0.101          0.096          0.015          0.071          0.004              ?          0.007           0.000          0.000              ?          0.175          0.196          0.152          0.354           0.278          0.000          0.000
             20           1989          2.488       1820.392       1779.515        253.872        253.872          0.435          0.435              ?              ?          0.245          0.260          1.000           0.520          1.000          0.345           0.339          0.063          0.158          0.102          0.096          0.016          0.079          0.006              ?          0.008           0.000          0.000              ?          0.172          0.193          0.151          0.360           0.276          0.000          0.000
             21           1989          2.485       1869.890       1815.869        257.556        257.556          0.440          0.440              ?              ?          0.251          0.256          1.000           0.512          1.000          0.351           0.344          0.070          0.154          0.102          0.096          0.017          0.087          0.008              ?          0.007           0.000          0.000              ?          0.169          0.188          0.149          0.361           0.274          0.000          0.000
             22           1989          2.448       1903.515       1832.267        259.107        259.107          0.444          0.444              ?              ?          0.253          0.245          1.000           0.489          1.000          0.358           0.348          0.078          0.150          0.103          0.096          0.018          0.096          0.010              ?          0.007           0.000          0.000              ?          0.167          0.185          0.148          0.366           0.270          0.000          0.000
             23           1989          2.374       1933.318       1834.268        259.186        259.186          0.447          0.447              ?              ?          0.253          0.245          1.000           0.490          1.000          0.364           0.351          0.086          0.144          0.103          0.096          0.018          0.104          0.014              ?          0.007           0.000          0.000              ?          0.165          0.184          0.148          0.369           0.265          0.000          0.000
             24           1989          2.294       1961.986       1834.202        259.048        259.048          0.449          0.449              ?              ?          0.251          0.251          1.000           0.503          1.000          0.371           0.353          0.093          0.138          0.103          0.096          0.019          0.112          0.018              ?          0.007          -0.000          0.000              ?          0.164          0.182          0.147          0.370           0.260          0.000          0.000
             25           1989          2.243       2004.846       1852.367        260.858        260.858          0.452          0.452              ?              ?          0.253          0.258          1.000           0.516          1.000          0.377           0.356          0.101          0.132          0.102          0.096          0.020          0.121          0.021              ?          0.007           0.000          0.000              ?          0.161          0.179          0.145          0.369           0.255          0.000          0.000
             26           1989          2.204       2051.577       1877.197        263.367        263.367          0.455          0.455              ?              ?          0.258          0.252          1.000           0.503          1.000          0.383           0.359          0.109          0.127          0.102          0.096          0.021          0.130          0.024              ?          0.006           0.000          0.000              ?          0.158          0.174          0.142          0.370           0.249          0.000          0.000
             27           1989          2.149       2086.624       1890.303        264.603        264.603          0.458          0.458              ?              ?          0.261          0.241          1.000           0.483          1.000          0.388           0.362          0.118          0.120          0.101          0.096          0.022          0.140          0.027              ?          0.006           0.000          0.000              ?          0.155          0.170          0.140          0.373           0.243          0.000          0.000
             28           1989          2.096       2127.017       1907.512        266.295        266.295          0.461          0.461              ?              ?          0.264          0.239          1.000           0.478          1.000          0.394           0.364          0.127          0.114          0.100          0.096          0.023          0.150          0.030              ?          0.006           0.000          0.000              ?          0.151          0.165          0.138          0.374           0.237          0.000          0.000
             29           1989          2.045       2166.385       1924.935        268.001        268.001          0.463          0.463              ?              ?          0.268          0.233          1.000           0.465          1.000          0.400           0.367          0.136          0.108          0.099          0.096          0.024          0.160          0.033              ?          0.006           0.000          0.000              ?          0.148          0.160          0.135          0.375           0.231          0.000          0.000
             30           1989          1.999       2207.328       1945.826        270.067        270.067          0.466          0.466              ?              ?          0.273          0.226          1.000           0.452          1.000          0.405           0.370          0.146          0.102          0.097          0.096          0.024          0.170          0.036              ?          0.006           0.000          0.000              ?          0.144          0.155          0.132          0.375           0.224          0.000          0.000
             31           1989          1.959       2246.844       1967.975        272.246        272.246          0.469          0.469              ?              ?          0.277          0.217          1.000           0.434          1.000          0.411           0.373          0.152          0.099          0.097          0.096          0.025          0.177          0.038              ?          0.006           0.000          0.000              ?          0.142          0.153          0.131          0.367           0.221          0.000          0.000
             32           1989          1.913       2280.955       1985.056        273.873        273.873          0.472          0.472              ?              ?          0.281          0.208          1.000           0.416          1.000          0.416           0.376          0.156          0.097          0.097          0.096          0.026          0.182          0.041              ?          0.006           0.000          0.000              ?          0.142          0.153          0.131          0.355           0.220          0.000          0.000
             33           1989          1.851       2305.480       1989.112        274.114        274.114          0.474          0.474              ?              ?          0.282          0.202          1.000           0.405          1.000          0.421           0.378          0.160          0.094          0.097          0.096          0.027          0.187          0.043              ?          0.006           0.000          0.000              ?          0.142          0.153          0.131          0.348           0.218          0.000          0.000
             34           1989          1.787       2328.134       1990.606        274.083        274.083          0.476          0.476              ?              ?          0.282          0.204          1.000           0.407          1.000          0.426           0.380          0.166          0.090          0.096          0.096          0.028          0.194          0.046              ?          0.005           0.000          0.000              ?          0.142          0.153          0.131          0.343           0.214          0.000          0.000
             35           1989          1.731       2338.300       1982.198        272.955        272.955          0.479          0.479              ?              ?          0.278          0.206          1.000           0.412          1.000          0.432           0.383          0.172          0.088          0.095          0.096          0.029          0.201          0.049              ?          0.006           0.000          0.000              ?          0.143          0.153          0.132          0.341           0.211          0.000          0.000
             36           1989          1.685       2346.041       1974.888        271.917        271.917          0.483          0.483              ?              ?          0.274          0.216          1.000           0.431          1.000          0.437           0.387          0.179          0.085          0.092          0.096          0.030          0.209          0.051              ?          0.006           0.000          0.000              ?          0.143          0.153          0.133          0.341           0.208          0.000          0.000
             37           1989          1.600       2366.387       1967.157        270.948        270.948          0.488          0.488              ?              ?          0.274          0.227          1.000           0.455          1.000          0.446           0.392          0.187          0.082          0.091          0.096          0.032          0.219          0.055              ?          0.010           0.000          0.000              ?          0.144          0.156          0.132          0.341           0.205          0.000          0.000
             38           1989          1.504       2390.973       1959.867        270.061        270.061          0.492          0.492              ?              ?          0.269          0.244          1.000           0.488          1.000          0.455           0.396          0.197          0.077          0.089          0.096          0.033          0.230          0.059              ?          0.009           0.000          0.000              ?          0.144          0.155          0.131          0.343           0.200          0.000          0.000
             39           1989          1.408       2422.303       1959.733        269.949        269.949          0.495          0.495              ?              ?          0.267          0.255          1.000           0.511          1.000          0.462           0.399          0.205          0.072          0.088          0.096          0.035          0.240          0.063              ?          0.008           0.000          0.000              ?          0.143          0.155          0.129          0.341           0.195          0.000          0.000
             40           1989          1.323       2456.017       1965.357        270.433        270.433          0.498          0.498              ?              ?          0.266          0.260          1.000           0.519          1.000          0.469           0.403          0.212          0.067          0.087          0.096          0.036          0.248          0.067              ?          0.007           0.000          0.000              ?          0.143          0.154          0.128          0.337           0.191          0.000          0.000
             41           1989          1.248       2490.626       1975.232        271.351        271.351          0.501          0.501              ?              ?          0.267          0.259          1.000           0.519          1.000          0.475           0.406          0.218          0.063          0.086          0.096          0.038          0.256          0.070              ?          0.007           0.000          0.000              ?          0.142          0.154          0.128          0.332           0.187          0.000          0.000
             42           1989          1.148       2515.386       1966.939        270.366        270.366          0.504          0.504              ?              ?          0.266          0.256          1.000           0.511          1.000          0.482           0.408          0.225          0.059          0.086          0.096          0.039          0.264          0.074              ?          0.007           0.000          0.000              ?          0.143          0.154          0.129          0.328           0.183          0.000          0.000
             43           1989          1.038       2538.198       1953.340        268.836        268.836          0.505          0.505              ?              ?          0.263          0.261          1.000           0.523          1.000          0.488           0.410          0.232          0.053          0.084          0.096          0.041          0.272          0.079              ?          0.007           0.000          0.000              ?          0.143          0.154          0.128          0.326           0.178          0.000          0.000
             44           1989          0.941       2566.508       1949.523        268.332        268.332          0.507          0.507              ?              ?          0.262          0.268          1.000           0.537          1.000          0.494           0.411          0.239          0.048          0.083          0.095          0.042          0.281          0.083              ?          0.006           0.000          0.000              ?          0.142          0.154          0.127          0.323           0.172          0.000          0.000
