APSIM output file, version = 5.4
Title = wagga 1500mm wet soil
           date            day           year   in_crop_rain eff_in_crop_rain            lai        biomass          yield             hi            nhi         sum_ep   n_conc_grain        grain_n          no3()            esw flowering_date
             ()          (day)         (year)            (?)              (?)      (m^2/m^2)        (kg/ha)        (kg/ha)            (?)            (?)           (mm)            (%)        (g/m^2)        (kg/ha)           (mm)          (doy)
     25/11/1970            329           1970        467.600          450.442          0.001      16072.955       5283.672          0.329          0.731        236.154          2.071         10.941         71.596        276.111            283
     24/11/1971            328           1971        321.300          317.570          0.001      15899.767       5958.393          0.375          0.760        250.581          1.900         11.323         63.458        136.116            283
     13/11/1972            318           1972        200.600          200.042          0.001      15395.240       5597.513          0.364          0.768        257.532          2.000         11.198         58.490         44.024            275
     17/11/1973            321           1973        408.100          403.300          0.001      13819.867       5258.636          0.381          0.793        195.932          2.310         12.149         69.860        275.710            276
     28/11/1974            332           1974        523.800          479.227          0.001      16881.443       5351.974          0.317          0.729        232.982          1.955         10.464         71.921        325.530            285
     17/11/1975            321           1975        427.000          401.407          0.001      14807.960       5013.195          0.339          0.763        200.981          2.383         11.945         63.311        291.157            271
     22/11/1976            327           1976        300.800          297.829          0.001      18179.508       5793.907          0.319          0.731        255.191          2.007         11.627         52.658        135.499            278
     20/11/1977            324           1977        197.600          194.691          0.001      13331.539       4043.146          0.303          0.766        209.338          2.638         10.667         68.489         70.143            283
     26/11/1978            330           1978        507.400          473.393          0.001      16430.680       5436.737          0.331          0.732        237.893          1.876         10.201         81.123        278.827            283
     20/11/1979            324           1979        316.000          307.662          0.001      16353.210       5749.875          0.352          0.760        253.192          2.044         11.752         57.821        125.315            282
     20/11/1980            325           1980        261.400          260.670          0.001      15727.729       5480.139          0.348          0.759        257.227          2.009         11.011         65.165         75.133            281
     19/11/1981            323           1981        346.400          344.687          0.001      13740.348       5012.094          0.365          0.769        221.945          2.000         10.027         87.927        197.203            278
     16/11/1982            320           1982        113.600          113.456          0.001      11635.745       3563.472          0.306          0.756        188.600          2.469          8.798         95.958         40.980            279
     19/11/1983            323           1983        451.600          440.298          0.001      14866.796       5369.599          0.361          0.762        216.454          1.955         10.498         81.389        277.855            278
     18/11/1984            323           1984        321.500          314.498          0.001      16259.018       5362.760          0.330          0.739        231.383          1.968         10.556         65.886        188.719            279
     21/11/1985            325           1985        364.100          358.830          0.001      16296.815       5651.421          0.347          0.748        243.117          1.908         10.785         70.000        181.359            282
     29/11/1986            333           1986        429.800          422.077          0.001      18015.377       5657.011          0.314          0.720        254.974          1.927         10.901         63.514        232.898            285
     20/11/1987            324           1987        331.600          324.961          0.001      15393.126       5542.618          0.360          0.756        233.565          1.876         10.397         75.162        156.786            282
     14/11/1988            319           1988        399.000          362.211          0.001      15729.303       5268.812          0.335          0.743        228.366          1.935         10.196         80.872        212.458            275
     26/11/1989            330           1989        369.500          362.133          0.001      16973.055       5985.977          0.353          0.743        255.520          1.829         10.948         68.636        153.806            287
     21/11/1990            325           1990        352.700          338.554          0.001      16282.379       5602.161          0.344          0.745        239.674          1.877         10.516         72.459        172.096            282
     19/11/1991            323           1991        340.100          327.805          0.001      14384.042       4994.087          0.347          0.763        220.942          2.130         10.640         81.828        186.240            277
     03/12/1992            338           1992        493.500          484.361          0.001      18219.535       5939.891          0.326          0.725        247.495          1.881         11.175         63.149        290.722            291
     21/11/1993            325           1993        546.700          517.102          0.001      17702.059       5581.124          0.315          0.724        249.393          1.957         10.924         67.149        330.517            277
     19/11/1994            323           1994        171.400          171.400          0.001      13300.584       4648.271          0.349          0.788        206.686          2.424         11.269         64.265         46.650            280
     22/11/1995            326           1995        394.700          391.409          0.001      15261.296       6024.034          0.395          0.768        235.751          1.814         10.928         76.752        212.440            283
     20/11/1996            325           1996        369.600          367.851          0.001      16130.897       5463.324          0.339          0.742        232.633          1.925         10.519         73.959        209.032            280
     20/11/1997            324           1997        283.100          280.737          0.001      17802.254       5898.224          0.331          0.735        282.424          1.902         11.219         58.594         75.825            282
     20/11/1998            324           1998        360.900          349.838          0.001      16478.449       5465.712          0.332          0.739        252.010          1.996         10.908         69.555        159.877            276
     15/11/1999            319           1999        401.500          391.471          0.001      16777.176       5920.058          0.353          0.757        267.404          2.018         11.948         62.247        186.093            274
     24/11/2000            329           2000        417.200          413.469          0.001      17696.746       5763.593          0.326          0.725        263.621          1.888         10.884         70.728        203.816            286
     20/11/2001            324           2001        299.000          290.977          0.001      17822.574       5687.926          0.319          0.732        287.793          1.995         11.350         59.592         77.006            275
     15/11/2002            319           2002        158.100          157.988          0.001      12882.478       3975.968          0.309          0.767        210.474          2.619         10.414         72.828         58.048            277
