APSIM output file, version = 5.4
Title = Roseworthy Mid Sowing Low N
           date            day           year   in_crop_rain eff_in_crop_rain            lai        biomass          yield             hi            nhi         sum_ep   n_conc_grain        grain_n          no3()            esw flowering_date
             ()          (day)         (year)            (?)              (?)      (m^2/m^2)        (kg/ha)        (kg/ha)            (?)            (?)           (mm)            (%)        (g/m^2)        (kg/ha)           (mm)          (doy)
     20/11/1978            324           1978        404.500          391.409          0.000      11849.373       2331.942          0.197          0.488        177.314          1.273          2.969         23.093        100.971            279
     11/11/1979            315           1979        327.300          326.290          0.000      11404.860       2662.223          0.233          0.554        155.020          1.387          3.692         22.342         92.981            269
     07/11/1980            312           1980        314.000          312.982          0.000       8740.523       3040.280          0.348          0.665        128.117          1.353          4.112         23.244         72.248            267
     09/11/1981            313           1981        327.500          325.429          0.000      11987.900       2358.804          0.197          0.512        192.530          1.390          3.278         22.509         28.097            268
     11/11/1982            315           1982        138.900          138.900          0.000       3740.274       1159.024          0.310          0.724         53.832          2.348          2.721         30.049          0.365            270
     14/11/1983            318           1983        262.900          262.226          0.000      10499.734       2745.433          0.261          0.567        157.271          1.262          3.463         22.583         14.304            275
     16/11/1984            321           1984        291.700          291.653          0.000      11843.185       2181.654          0.184          0.492        159.543          1.422          3.103         22.437         32.129            276
     13/11/1985            317           1985        291.100          290.994          0.000      11731.531       2734.077          0.233          0.544        174.534          1.257          3.436         23.920         20.043            275
     16/11/1986            320           1986        323.400          322.635          0.000      12529.264       2573.605          0.205          0.510        168.989          1.302          3.350         22.514         49.061            274
     15/11/1987            319           1987        205.100          205.095          0.000       6923.596       2361.087          0.341          0.694         91.805          1.626          3.839         28.703         21.958            272
     04/11/1988            309           1988        240.900          238.871          0.000       8077.753       2601.002          0.322          0.656        118.794          1.419          3.692         26.683         24.392            267
     21/11/1989            325           1989        267.700          267.696          0.000       9447.457       2845.293          0.301          0.606        132.767          1.255          3.570         24.460         13.690            281
     07/11/1990            311           1990        258.200          256.816          0.000       9973.192       2630.192          0.264          0.586        143.176          1.341          3.528         22.901          5.917            269
     05/11/1991            309           1991        294.900          293.149          0.000      10933.146       2399.415          0.219          0.556        161.059          1.452          3.484         22.811         38.246            266
     17/11/1992            322           1992        389.600          388.110          0.000      11921.517       2826.300          0.237          0.540        164.203          1.291          3.648         20.852        111.093            277
     09/11/1993            313           1993        285.900          285.741          0.000       9577.795       3073.788          0.321          0.635        142.618          1.311          4.030         27.038         31.834            268
     11/11/1994            315           1994        175.600          173.120          0.000       6063.765       1659.065          0.274          0.668         78.918          2.014          3.342         24.987         14.694            271
     09/11/1995            313           1995        252.800          251.918          0.000       9123.396       2957.961          0.324          0.635        135.362          1.262          3.734         24.934         11.973            270
     10/11/1996            315           1996        334.400          332.880          0.000      12384.151       2564.898          0.207          0.525        181.959          1.360          3.489         21.753         38.854            270
     18/11/1997            322           1997        282.500          280.487          0.000       8240.240       2768.678          0.336          0.657        121.661          1.369          3.790         26.326         80.154            278
     16/11/1998            320           1998        245.100          245.025          0.000       7494.452       2536.713          0.338          0.677        112.204          1.481          3.758         26.924         24.205            275
     11/11/1999            315           1999        204.900          204.900          0.000       5346.502       1813.324          0.339          0.730         80.583          2.027          3.675         31.656         19.751            271
     14/11/2000            319           2000        296.200          296.157          0.000      10798.326       2594.173          0.240          0.552        165.538          1.312          3.403         24.036         25.947            274
     17/11/2001            321           2001        323.600          321.007          0.000      12468.753       2647.100          0.212          0.514        181.770          1.313          3.476         22.222         31.901            271
     12/11/2002            316           2002        156.100          156.100          0.000       4224.738        952.565          0.225          0.637         57.792          2.833          2.699         28.753          0.207            273
