APSIM output file, version = 5.4
Title = Roseworthy Early Sowing
           date            day           year   in_crop_rain eff_in_crop_rain            lai        biomass          yield             hi            nhi         sum_ep   n_conc_grain        grain_n          no3()            esw flowering_date
             ()          (day)         (year)            (?)              (?)      (m^2/m^2)        (kg/ha)        (kg/ha)            (?)            (?)           (mm)            (%)        (g/m^2)        (kg/ha)           (mm)          (doy)
     22/10/1979            295           1979        358.900          357.624          0.000        10383.0         3755.6          0.362          0.781        119.414          2.586           9.71           29.7        148.690            243
     09/10/1980            283           1980        253.400          253.379          0.000         8210.8         3162.2          0.385          0.810        105.000          2.708           8.56           50.4         57.313            234
     15/10/1981            288           1981        348.400          346.889          0.000        10043.6         3468.6          0.345          0.767        129.740          2.828           9.81           30.3        115.099            240
     19/10/1982            292           1982        151.900          151.900          0.000         4282.3         1001.5          0.234          0.404         45.800          2.886           2.89           75.6          7.690            241
     24/10/1983            297           1983        303.300          301.081          0.000        13217.8         4477.5          0.339          0.737        172.034          1.947           8.72           34.8         39.886            245
     22/10/1984            296           1984        284.700          284.658          0.000        10347.0         3458.2          0.334          0.763        113.845          2.779           9.61           32.4         76.203            241
     22/10/1985            295           1985        303.600          303.459          0.000        11676.7         3777.1          0.323          0.745        152.786          2.330           8.80           37.4         50.213            242
     21/10/1986            294           1986        321.800          321.669          0.000         9771.2         3248.1          0.332          0.734        109.256          2.878           9.35           32.1        107.481            240
     22/10/1987            295           1987        271.400          270.770          0.000         9667.1         3506.2          0.363          0.780        121.130          2.412           8.46           46.6         49.086            243
     09/10/1988            283           1988        281.400          275.266          0.000         8496.0         2948.2          0.347          0.702        115.996          2.878           8.49           43.9         52.663            233
     29/10/1989            302           1989        295.300          292.603          0.000        12073.0         4396.8          0.364          0.769        155.980          2.033           8.94           35.0         17.256            251
     15/10/1990            288           1990        246.000          245.999          0.000         9339.3         3262.4          0.349          0.767        115.488          2.864           9.34           39.3         49.565            237
     14/10/1991            287           1991        271.600          270.288          0.000         7710.1         2693.6          0.349          0.648         95.103          2.880           7.76           45.8         84.972            235
     25/10/1992            299           1992        410.700          407.415          0.000        11779.3         4043.1          0.343          0.761        138.377          2.423           9.80           24.7        157.407            243
     12/10/1993            285           1993        235.600          235.600          0.000         8608.9         3242.7          0.377          0.786        113.687          2.414           7.83           60.4         27.403            236
     17/10/1994            290           1994        163.100          161.058          0.000         6566.8         1991.8          0.303          0.704         79.679          2.895           5.77           66.3          0.762            239
     18/10/1995            291           1995        253.200          251.810          0.000         8669.2         3128.7          0.361          0.755        116.641          2.875           8.99           41.3         46.019            241
     16/10/1996            290           1996        333.300          332.894          0.000         9316.6         3115.6          0.334          0.700        110.484          2.875           8.96           31.3        131.548            237
     28/10/1997            301           1997        225.200          224.897          0.000        10418.7         3745.0          0.359          0.763        137.148          2.064           7.73           51.3          4.989            250
     25/10/1998            298           1998        217.300          217.300          0.000         8441.8         3308.4          0.392          0.814        109.673          2.425           8.02           53.7         12.727            247
     14/10/1999            287           1999        226.800          226.800          0.000         7414.3         2663.8          0.359          0.812         97.046          2.768           7.37           60.6         26.055            242
     24/10/2000            298           2000        327.000          326.590          0.000        12611.5         4593.9          0.364          0.755        166.884          1.915           8.80           33.0         57.366            248
     23/10/2001            296           2001        346.300          344.796          0.000        10730.5         3720.1          0.347          0.773        135.901          2.654           9.87           29.4        103.155            241
     19/10/2002            292           2002        208.300          206.999          0.000         8020.7         2854.2          0.356          0.807        106.440          2.672           7.63           55.4          1.258            241
