Summary_file = Gunnedah1500.sum
Title = Gunnedah 1500mm wet soil
           date            day           year   in_crop_rain eff_in_crop_rain            lai        biomass          yield             hi            nhi         sum_ep   n_conc_grain        grain_n          no3()            esw flowering_date
             ()          (day)         (year)            (?)              (?)      (m^2/m^2)        (kg/ha)        (kg/ha)            (?)            (?)           (mm)            (%)        (g/m^2)        (kg/ha)           (mm)          (doy)
     31/10/1978            304           1978        306.600          298.343          0.001      15459.348       5560.236          0.360          0.761        221.660          1.952         10.854         30.427        142.376            261
     23/10/1979            296           1979        185.600          185.500          0.001      13235.763       5455.567          0.412          0.812        208.193          2.219         12.107         37.673         75.180            254
     18/10/1980            292           1980        128.600          128.226          0.001      11487.067       3778.221          0.329          0.795        195.950          2.841         10.734         37.904         38.926            253
     26/10/1981            299           1981        291.200          272.352          0.001      13481.333       5376.232          0.399          0.796        210.778          2.103         11.307         32.445        130.091            258
     23/10/1982            296           1982         75.400           75.400          0.001       9816.137       3298.778          0.336          0.776        176.806          2.494          8.227         75.052         30.721            251
     25/10/1983            298           1983        302.400          297.590          0.001      16183.050       5667.143          0.350          0.752        249.601          1.984         11.242         28.309        131.916            256
     25/10/1984            299           1984        180.000          176.521          0.001      12530.129       4347.169          0.347          0.780        197.376          2.603         11.315         42.410         96.279            252
     26/10/1985            299           1985        254.200          253.550          0.001      10194.542       3910.169          0.384          0.770        170.636          2.875         11.243         51.189        155.142            257
     29/10/1986            302           1986        322.000          296.465          0.001      16312.872       5920.391          0.363          0.760        245.185          1.936         11.459         27.615        153.498            256
     24/10/1987            297           1987        211.600          211.600          0.001      10867.638       4023.577          0.370          0.786        183.607          2.597         10.449         59.958        118.785            255
     18/10/1988            292           1988        264.400          256.133          0.001      14187.355       5571.045          0.393          0.790        227.222          2.094         11.666         33.245        108.932            250
     26/10/1989            299           1989        220.800          207.456          0.001      14101.900       5475.028          0.388          0.782        227.406          1.939         10.617         34.073         95.319            259
     29/10/1990            302           1990        296.200          288.956          0.001      14420.554       5428.231          0.376          0.775        208.626          1.997         10.839         29.905        158.174            259
     18/10/1991            291           1991        279.200          241.962          0.001      12691.569       5297.134          0.417          0.806        210.564          1.985         10.516         41.894        130.746            251
     27/10/1992            301           1992        105.200          105.200          0.001      10061.934       4163.414          0.414          0.794        166.877          1.928          8.027         88.940         48.907            257
     21/10/1993            294           1993        333.200          322.919          0.001      14061.444       5176.751          0.368          0.780        213.991          2.227         11.530         33.139        187.818            249
     20/10/1994            293           1994         65.200           65.200          0.001      10522.284       3317.326          0.315          0.704        180.018          1.872          6.210        100.746         30.446            252
     17/10/1995            290           1995        183.100          178.067          0.001      12254.500       4782.600          0.390          0.801        207.696          2.357         11.273         36.826         68.957            247
     22/10/1996            296           1996        289.100          277.449          0.001      14494.914       5497.307          0.379          0.779        232.803          2.134         11.731         33.207        135.734            253
     22/10/1997            295           1997        278.400          262.157          0.001      13227.373       5187.571          0.392          0.804        225.848          2.478         12.857         34.063        130.857            252
     19/10/1998            292           1998        513.900          472.365          0.001      12254.045       4453.565          0.363          0.778        183.499          2.461         10.960         35.239        378.615            250
     15/10/1999            288           1999        220.400          219.472          0.001      12881.252       4908.902          0.381          0.791        207.839          2.371         11.641         40.651        100.055            246
     20/10/2000            294           2000        206.700          206.700          0.001      11787.121       4009.618          0.340          0.804        200.349          2.825         11.326         35.358        101.545            258
     22/10/2001            295           2001        189.000          187.591          0.001      13034.819       5425.441          0.416          0.808        212.521          2.131         11.563         37.504         64.800            253
     15/10/2002            288           2002         75.200           75.200          0.001       7738.516       2917.417          0.377          0.758        148.546          1.895          5.528        134.726         55.048            248
