APSIM output file, version = 5.4
Title = Warra 600mm wet soil Low N
           date            day           year   in_crop_rain eff_in_crop_rain            lai        biomass          yield             hi            nhi         sum_ep   n_conc_grain        grain_n          no3()            esw flowering_date
             ()          (day)         (year)            (?)              (?)      (m^2/m^2)        (kg/ha)        (kg/ha)            (?)            (?)           (mm)            (%)        (g/m^2)        (kg/ha)           (mm)          (doy)
     12/10/1990            285           1990        179.200          159.527          0.001       7203.634       1515.867          0.210          0.504        125.435          1.241          1.881         23.180         13.604            244
     03/10/1991            276           1991         29.500           29.500          0.001       4502.478       1131.668          0.251          0.644         93.832          1.927          2.180         26.773          6.063            234
     12/10/1992            286           1992        121.300          119.195          0.001       5997.172       1441.938          0.240          0.558        124.731          1.388          2.002         23.936         11.156            243
     02/10/1993            275           1993        105.100          105.100          0.001       5059.016       1455.803          0.288          0.633        100.638          1.506          2.193         25.022         15.067            232
     15/10/1994            288           1994         60.600           60.600          0.001       4154.309        980.703          0.236          0.638         90.221          2.153          2.112         23.083          6.745            246
     07/10/1995            280           1995        122.100          117.942          0.001       5355.374       1525.836          0.285          0.605        108.842          1.371          2.092         24.550         14.952            240
     07/10/1996            281           1996        172.600          171.937          0.001       5470.268       1669.226          0.305          0.626        104.556          1.378          2.301         24.698         78.141            239
     06/10/1997            279           1997        112.800          112.013          0.001       4665.533       1235.337          0.265          0.643         97.838          1.837          2.269         24.505         45.330            240
     04/10/1998            277           1998        210.100          205.841          0.001       6927.476       1840.568          0.266          0.571        120.227          1.272          2.342         25.208         84.250            236
     05/10/1999            278           1999        113.300          113.300          0.001       6331.384       1533.266          0.242          0.563        123.295          1.354          2.075         22.715          8.438            236
     06/10/2000            280           2000         53.300           53.188          0.001       4297.447       1062.157          0.247          0.635         90.326          1.945          2.066         26.512          7.618            243
     08/10/2001            281           2001         46.700           46.700          0.001       4290.864       1148.110          0.268          0.652         93.094          1.852          2.127         23.852          6.594            239
     08/10/2002            281           2002        131.000          130.624          0.001       5686.925       1499.472          0.264          0.588        129.574          1.402          2.102         25.239         10.408            242
