APSIM output file, version = 5.4
Title = Latham 200mm wet soil SandGravel
           date            day           year   in_crop_rain eff_in_crop_rain            lai        biomass          yield             hi            nhi         sum_ep   n_conc_grain        grain_n          no3()            esw flowering_date
             ()          (day)         (year)            (?)              (?)      (m^2/m^2)        (kg/ha)        (kg/ha)            (?)            (?)           (mm)            (%)        (g/m^2)        (kg/ha)           (mm)          (doy)
     09/10/1991            282           1991        176.600          176.600          0.000       4316.596       1310.168          0.304          0.667         57.393          2.892          3.789         67.050          2.092            235
     17/10/1992            291           1992        248.400          248.400          0.000       7799.982       2443.733          0.313          0.735        111.062          2.866          7.003         25.588         30.467            238
     22/10/1993            295           1993        202.500          202.500          0.000       7414.479       2293.595          0.309          0.764        100.318          2.773          6.359         32.265          3.535            248
     04/10/1994            277           1994        180.800          180.800          0.000       5078.775       1960.693          0.386          0.799         88.449          2.895          5.675         51.116          7.274            234
     14/10/1995            287           1995        209.700          209.700          0.000       7244.202       2261.916          0.312          0.777        108.458          2.802          6.337         35.423          7.231            243
     09/10/1996            283           1996        235.900          235.900          0.000       7388.601       2625.474          0.355          0.784        109.755          2.497          6.557         38.632         20.216            235
     14/10/1997            287           1997        140.000          140.000          0.000       1474.602        470.456          0.319          0.551         26.083          2.878          1.354        111.880         11.410            241
     14/10/1998            287           1998        210.400          210.400          0.000       7966.272       2968.055          0.373          0.813        108.922          2.551          7.572         25.635          8.477            239
     13/10/1999            286           1999        328.700          310.220          0.000       9519.864       3320.820          0.349          0.751        143.931          1.996          6.628         32.277         49.002            239
     12/10/2000            286           2000        121.600          121.600          0.000       1674.231        538.692          0.322          0.542         24.824          2.894          1.559        105.085          0.870            242
     15/10/2001            288           2001        169.100          169.100          0.000       3629.660       1486.879          0.410          0.720         63.218          2.900          4.313         68.341          8.950            240
     10/10/2002            283           2002         93.200           93.200          0.000        480.638         78.933          0.164          0.219          7.407          2.863          0.226        127.731          0.000            235
