APSIM output file, version = 5.4
Title = Emerald 1500mm wet soil Early sowing
           date            day           year   in_crop_rain eff_in_crop_rain            lai        biomass          yield             hi            nhi         sum_ep   n_conc_grain        grain_n          no3()            esw flowering_date
             ()          (day)         (year)            (?)              (?)      (m^2/m^2)        (kg/ha)        (kg/ha)            (?)            (?)           (mm)            (%)        (g/m^2)        (kg/ha)           (mm)          (doy)
     07/09/1979            250           1979         33.200           33.200          0.000       4969.740       1447.768          0.291          0.740        113.022          2.898          4.196         59.762          7.967            209
     06/09/1980            250           1980        179.200          140.092          0.000       7319.991       2760.153          0.377          0.769        161.270          2.075          5.727         36.757         25.374            210
     12/09/1981            255           1981        178.700          125.667          0.000       7042.075       1960.698          0.278          0.737        144.996          2.718          5.329         36.185         22.852            213
     15/09/1982            258           1982         44.600           44.552          0.000       4880.346       1205.375          0.247          0.672        109.255          2.888          3.481         61.306         15.587            219
     09/09/1983            252           1983        322.300          125.280          0.000       7096.956       2166.979          0.305          0.735        130.150          2.194          4.755         35.105         23.585            212
     09/09/1984            253           1984        187.600          183.541          0.000       7028.567       2419.963          0.344          0.769        149.598          2.750          6.655         39.407         81.946            211
     11/09/1985            254           1985        173.200          131.243          0.000       7672.984       2044.725          0.266          0.724        149.571          2.620          5.358         35.807         22.518            214
     08/09/1986            251           1986        173.100          132.229          0.000       7408.125       2176.342          0.294          0.744        145.569          2.573          5.600         35.560         23.270            208
     07/09/1987            250           1987         92.500           92.500          0.000       6827.059       2122.725          0.311          0.779        129.274          2.785          5.911         36.973          9.602            209
     04/09/1988            248           1988        243.300          225.909          0.000       8466.243       2818.484          0.333          0.745        172.484          2.186          6.162         35.721         82.431            207
     14/09/1989            257           1989        234.900          125.801          0.000       7747.360       2282.869          0.295          0.728        135.573          2.279          5.202         35.500         22.643            214
     13/09/1990            256           1990        138.200           85.037          0.000       6530.470       1761.696          0.270          0.733        127.410          2.788          4.912         40.000         21.651            212
     05/09/1991            248           1991         79.700           79.432          0.000       5567.127       1426.923          0.256          0.641        130.846          2.893          4.129         46.745         13.689            208
     05/09/1992            249           1992         80.000           79.346          0.000       5132.807       1358.637          0.265          0.731        111.438          2.862          3.888         62.703         21.602            209
     01/09/1993            244           1993        100.900          100.900          0.000       4881.156       1743.950          0.357          0.778        106.171          2.290          3.993         70.794         60.633            204
     11/09/1994            254           1994         21.800           21.698          0.000       4693.420       1216.101          0.259          0.718        108.003          2.828          3.439         68.200         18.115            213
     06/09/1995            249           1995         67.500           67.500          0.000       5002.113       1550.501          0.310          0.710        110.599          2.889          4.480         56.724          8.039            208
     06/09/1996            250           1996         85.800           69.178          0.000       5184.090       1652.508          0.319          0.736        115.878          2.899          4.791         45.625         21.847            208
     08/09/1997            251           1997         66.300           66.300          0.000       5190.393       1335.494          0.257          0.708        109.912          2.895          3.866         59.734          7.652            211
     03/09/1998            246           1998        222.400          206.288          0.000       7004.339       2438.698          0.348          0.775        146.311          2.382          5.808         39.426        103.247            207
     04/09/1999            247           1999         29.800           29.800          0.000       4591.870       1445.897          0.315          0.698        101.162          1.824          2.638         85.714         10.383            207
     08/09/2000            252           2000        127.600          127.001          0.000       6966.345       2331.738          0.335          0.777        145.864          2.490          5.806         37.765         18.498            213
     06/09/2001            249           2001         29.500           29.500          0.000       4543.589       1384.050          0.305          0.749        105.954          2.476          3.428         75.496          9.035            207
     06/09/2002            249           2002         80.500           80.500          0.000       6167.347       1595.183          0.259          0.673        129.612          2.890          4.610         39.286          7.738            209
