Summary_file = maize.sum
Title = 
           date       das          stage     zadok            lai        biomass          grain      biomass_n        grain_n        tillers      rootdepth            cep       ws_pheno       ws_photo       ws_expan      ws_tiller       Ns_pheno       Ns_photo       Ns_expan      Ns_tiller    pfact_photo      p_green()        p_sen()       p_demand    pfact_pheno pfact_expansion    pfact_grain      biomass_p green_biomass_p        grain_p         leaf_p         stem_p         root_p     deadleaf_p       flower_p         head_p   p_senesced()       p_dead()  dlt_p_green() dlt_p_retrans() dlt_p_detached()   dlt_p_dead()    dlt_p_sen()  p_conc_stover    p_conc_leaf    p_conc_stem   p_conc_grain p_uptake_stover grain_p_demand      residue_p            esw           sw()             es         runoff          drain          no3()          nh4() uptake_p_maize()       fom_cp()  fom_p_pool3()  fom_p_pool2()  fom_p_pool1()        fom_p()        hum_p()       biom_p()  soil_test_p()       rock_p()    unavail_p()     labile_p()
             ()    (days)             ()        ()      (m^2/m^2)         (g/m2)        (g/m^2)         (g/m2)        (g/m^2)             ()           (mm)           (mm)             ()             ()             ()             ()             ()             ()             ()             ()             ()        (g/m^2)        (g/m^2)        (g/m^2)             ()              ()             ()        (g/m^2)         (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)         (g/m^2)          (g/m^2)        (g/m^2)        (g/m^2)            (%)            (%)            (%)            (%)         (g/m^2)        (g/m^2)        (kg/ha)           (mm)        (mm/mm)           (mm)           (mm)           (mm)        (kg/ha)        (kg/ha)          (kg/ha)             ()        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)             ()             ()        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)
     02/06/1993         0         12.000         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.117          0.000          0.000          0.489          0.281           0.117          0.937          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.030          0.000          0.000          0.000          0.000           0.000          0.000          2.267         95.870          1.674          0.360          0.000          0.000          0.852          0.053            0.000       3158.211          0.279          1.387          0.242          1.907       2417.486         22.030         40.163          0.000        350.460         40.163
     03/06/1993         0         12.000         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.117          0.000          0.000          0.489          0.281           0.117          0.937          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.030          0.000          0.000          0.000          0.000           0.000          0.000          2.266         99.233          1.696          0.437          0.000          0.000          0.862          0.083            0.000       3158.211          0.278          1.384          0.241          1.903       2417.478         22.047         40.156          0.000        350.465         40.156
     04/06/1993         0         12.000         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.117          0.000          0.000          0.489          0.281           0.117          0.937          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.030          0.000          0.000          0.000          0.000           0.000          0.000          2.264         98.946          1.694          0.288          0.000          0.000          0.867          0.077            0.000       3158.211          0.278          1.381          0.239          1.899       2417.471         22.076         40.136          0.000        350.469         40.136
     05/06/1993         0         12.000         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.117          0.000          0.000          0.489          0.281           0.117          0.937          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.030          0.000          0.000          0.000          0.000           0.000          0.000          2.263         98.362          1.690          0.584          0.000          0.000          0.869          0.069            0.000       3158.211          0.278          1.379          0.237          1.894       2417.464         22.103         40.118          0.000        350.472         40.118
     06/06/1993         0         12.000         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.117          0.000          0.000          0.489          0.281           0.117          0.937          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.030          0.000          0.000          0.000          0.000           0.000          0.000          2.262        100.887          1.707          0.675          0.000          0.000          0.876          0.089            0.000       3158.211          0.278          1.376          0.236          1.890       2417.455         22.124         40.106          0.000        350.476         40.106
     07/06/1993         0         12.000         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.117          0.000          0.000          0.489          0.281           0.117          0.937          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.030          0.000          0.000          0.000          0.000           0.000          0.000          2.260        100.473          1.704          0.414          0.000          0.000          0.878          0.081            0.000       3158.211          0.278          1.374          0.234          1.886       2417.448         22.154         40.086          0.000        350.479         40.086
     08/06/1993         0         12.000         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.117          0.000          0.000          0.489          0.281           0.117          0.937          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.030          0.000          0.000          0.000          0.000           0.000          0.000          2.259         99.780          1.700          0.693          0.000          0.000          0.883          0.078            0.000       3158.211          0.278          1.371          0.232          1.882       2417.441         22.181         40.069          0.000        350.482         40.069
     09/06/1993         0         12.000         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.117          0.000          0.000          0.489          0.281           0.117          0.937          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.030          0.000          0.000          0.000          0.000           0.000          0.000          2.258         99.221          1.696          0.559          0.000          0.000          0.887          0.074            0.000       3158.211          0.278          1.369          0.231          1.878       2417.434         22.206         40.053          0.000        350.486         40.053
     10/06/1993         0         12.000         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.117          0.000          0.000          0.489          0.281           0.117          0.937          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.030          0.000          0.000          0.000          0.000           0.000          0.000          2.257         98.506          1.691          0.715          0.000          0.000          0.892          0.070            0.000       3158.211          0.278          1.366          0.229          1.873       2417.428         22.230         40.037          0.000        350.489         40.037
     11/06/1993         0         12.000         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.117          0.000          0.000          0.489          0.281           0.117          0.937          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.030          0.000          0.000          0.000          0.000           0.000          0.000          2.256         98.101          1.689          0.405          0.000          0.000          0.895          0.064            0.000       3158.211          0.278          1.364          0.228          1.870       2417.422         22.253         40.022          0.000        350.493         40.022
     12/06/1993         0         12.000         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.117          0.000          0.000          0.489          0.281           0.117          0.937          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.030          0.000          0.000          0.000          0.000           0.000          0.000          2.255         97.809          1.687          0.692          0.000          0.000          0.900          0.065            0.000       3158.211          0.277          1.362          0.227          1.866       2417.416         22.272         40.009          0.000        350.496         40.009
     13/06/1993         0         12.000         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.117          0.000          0.000          0.489          0.281           0.117          0.937          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.030          0.000          0.000          0.000          0.000           0.000          0.000          2.254         97.174          1.682          0.635          0.000          0.000          0.903          0.057            0.000       3158.211          0.277          1.360          0.225          1.862       2417.411         22.293         39.995          0.000        350.499         39.995
     14/06/1993         0         12.000         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.117          0.000          0.000          0.489          0.281           0.117          0.937          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.030          0.000          0.000          0.000          0.000           0.000          0.000          2.253         96.520          1.678          0.653          0.000          0.000          0.907          0.053            0.000       3158.211          0.277          1.358          0.224          1.859       2417.406         22.310         39.984          0.000        350.502         39.984
     15/06/1993         0         12.000         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.117          0.000          0.000          0.489          0.281           0.117          0.937          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.030          0.000          0.000          0.000          0.000           0.000          0.000          2.253         95.916          1.674          0.605          0.000          0.000          0.911          0.049            0.000       3158.211          0.277          1.356          0.223          1.856       2417.402         22.326         39.973          0.000        350.505         39.973
     16/06/1993         0         12.000         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.117          0.000          0.000          0.489          0.281           0.117          0.937          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.030          0.000          0.000          0.000          0.000           0.000          0.000          2.252         95.425          1.671          0.490          0.000          0.000          0.916          0.048            0.000       3158.211          0.277          1.354          0.222          1.853       2417.397         22.339         39.964          0.000        350.508         39.964
     17/06/1993         0         12.000         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.117          0.000          0.000          0.489          0.281           0.117          0.937          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.030          0.000          0.000          0.000          0.000           0.000          0.000          2.252         94.978          1.668          0.448          0.000          0.000          0.921          0.047            0.000       3158.211          0.277          1.352          0.221          1.850       2417.393         22.353         39.955          0.000        350.512         39.955
     18/06/1993         0         12.000         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.117          0.000          0.000          0.489          0.281           0.117          0.937          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.030          0.000          0.000          0.000          0.000           0.000          0.000          2.251         94.544          1.665          0.434          0.000          0.000          0.927          0.047            0.000       3158.211          0.277          1.350          0.220          1.847       2417.389         22.366         39.946          0.000        350.515         39.946
     19/06/1993         0         12.000         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.117          0.000          0.000          0.489          0.281           0.117          0.937          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.030          0.000          0.000          0.000          0.000           0.000          0.000          2.251         94.123          1.662          0.421          0.000          0.000          0.935          0.047            0.000       3158.211          0.277          1.348          0.219          1.843       2417.384         22.379         39.937          0.000        350.520         39.937
     20/06/1993         0         12.000         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.117          0.000          0.000          0.489          0.281           0.117          0.937          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.030          0.000          0.000          0.000          0.000           0.000          0.000          2.251         93.714          1.659          0.409          0.000          0.000          0.943          0.043            0.000       3158.211          0.277          1.346          0.218          1.840       2417.379         22.392         39.928          0.000        350.524         39.928
     21/06/1993         0         12.000         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.117          0.000          0.000          0.489          0.281           0.117          0.937          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.030          0.000          0.000          0.000          0.000           0.000          0.000          2.250         93.316          1.657          0.398          0.000          0.000          0.951          0.040            0.000       3158.211          0.277          1.343          0.216          1.836       2417.375         22.404         39.919          0.000        350.529         39.919
     22/06/1993         0         12.000         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.117          0.000          0.000          0.489          0.281           0.117          0.937          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.030          0.000          0.000          0.000          0.000           0.000          0.000          2.250         92.927          1.654          0.389          0.000          0.000          0.959          0.035            0.000       3158.211          0.277          1.341          0.215          1.833       2417.371         22.415         39.910          0.000        350.534         39.910
     23/06/1993         0         12.000         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.117          0.000          0.000          0.489          0.281           0.117          0.937          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.030          0.000          0.000          0.000          0.000           0.000          0.000          2.250         92.869          1.652          0.379          0.000          0.000          0.966          0.032            0.000       3158.211          0.276          1.339          0.214          1.830       2417.367         22.425         39.903          0.000        350.538         39.903
     24/06/1993         0         12.000         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.117          0.000          0.000          0.489          0.281           0.117          0.937          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.030          0.000          0.000          0.000          0.000           0.000          0.000          2.250         92.846          1.649          0.371          0.000          0.000          0.973          0.031            0.000       3158.211          0.276          1.337          0.214          1.827       2417.364         22.434         39.897          0.000        350.542         39.897
     25/06/1993         0         12.000         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.117          0.000          0.000          0.489          0.281           0.117          0.937          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.030          0.000          0.000          0.000          0.000           0.000          0.000          2.250         92.823          1.647          0.363          0.000          0.000          0.978          0.031            0.000       3158.211          0.276          1.335          0.213          1.824       2417.360         22.442         39.891          0.000        350.545         39.891
     26/06/1993         0         12.000         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.117          0.000          0.000          0.489          0.281           0.117          0.937          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.030          0.000          0.000          0.000          0.000           0.000          0.000          2.250         92.797          1.645          0.355          0.000          0.000          0.982          0.031            0.000       3158.211          0.276          1.334          0.212          1.822       2417.357         22.450         39.886          0.000        350.549         39.886
     27/06/1993         0         12.000         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.117          0.000          0.000          0.489          0.281           0.117          0.937          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.030          0.000          0.000          0.000          0.000           0.000          0.000          2.250         92.770          1.642          0.348          0.000          0.000          0.988          0.031            0.000       3158.211          0.276          1.332          0.211          1.819       2417.354         22.458         39.881          0.000        350.552         39.881
     28/06/1993         0         12.000         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.117          0.000          0.000          0.489          0.281           0.117          0.937          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.030          0.000          0.000          0.000          0.000           0.000          0.000          2.250         92.741          1.640          0.341          0.000          0.000          0.993          0.031            0.000       3158.211          0.276          1.330          0.210          1.816       2417.351         22.465         39.876          0.000        350.555         39.876
     29/06/1993         0         12.000         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.117          0.000          0.000          0.489          0.281           0.117          0.937          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.030          0.000          0.000          0.000          0.000           0.000          0.000          2.250         92.710          1.638          0.335          0.000          0.000          0.997          0.032            0.000       3158.211          0.276          1.328          0.209          1.814       2417.348         22.473         39.871          0.000        350.559         39.871
     30/06/1993         0         12.000         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.117          0.000          0.000          0.489          0.281           0.117          0.937          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.030          0.000          0.000          0.000          0.000           0.000          0.000          2.250         92.678          1.636          0.329          0.000          0.000          1.002          0.032            0.000       3158.211          0.276          1.327          0.209          1.812       2417.345         22.480         39.866          0.000        350.562         39.866
     01/07/1993         0         12.000         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.117          0.000          0.000          0.489          0.281           0.117          0.937          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.030          0.000          0.000          0.000          0.000           0.000          0.000          2.250         92.645          1.633          0.323          0.000          0.000          1.008          0.032            0.000       3158.211          0.276          1.325          0.208          1.809       2417.342         22.487         39.861          0.000        350.565         39.861
     02/07/1993         0         12.000         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.117          0.000          0.000          0.489          0.281           0.117          0.937          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.030          0.000          0.000          0.000          0.000           0.000          0.000          2.250         92.610          1.631          0.318          0.000          0.000          1.013          0.032            0.000       3158.211          0.276          1.324          0.207          1.807       2417.339         22.494         39.856          0.000        350.568         39.856
     03/07/1993         0         12.000         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.117          0.000          0.000          0.489          0.281           0.117          0.937          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.030          0.000          0.000          0.000          0.000           0.000          0.000          2.250         92.575          1.629          0.313          0.000          0.000          1.019          0.033            0.000       3158.211          0.276          1.322          0.207          1.804       2417.336         22.501         39.851          0.000        350.571         39.851
     04/07/1993         0         12.000         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.117          0.000          0.000          0.489          0.281           0.117          0.937          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.030          0.000          0.000          0.000          0.000           0.000          0.000          2.250         92.537          1.627          0.308          0.000          0.000          1.025          0.033            0.000       3158.211          0.276          1.320          0.206          1.802       2417.333         22.508         39.846          0.000        350.575         39.846
     05/07/1993         0         12.000         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.117          0.000          0.000          0.489          0.281           0.117          0.937          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.030          0.000          0.000          0.000          0.000           0.000          0.000          2.250         92.499          1.625          0.303          0.000          0.000          1.031          0.034            0.000       3158.211          0.275          1.319          0.205          1.799       2417.330         22.516         39.841          0.000        350.578         39.841
     06/07/1993         0         12.000         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.117          0.000          0.000          0.489          0.281           0.117          0.937          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.030          0.000          0.000          0.000          0.000           0.000          0.000          2.250         92.460          1.623          0.299          0.000          0.000          1.037          0.033            0.000       3158.211          0.275          1.317          0.204          1.796       2417.327         22.524         39.835          0.000        350.582         39.835
     07/07/1993         0         12.000         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.117          0.000          0.000          0.489          0.281           0.117          0.937          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.030          0.000          0.000          0.000          0.000           0.000          0.000          2.250         92.422          1.625          0.392          0.000          0.000          1.044          0.033            0.000       3158.211          0.275          1.315          0.203          1.794       2417.323         22.532         39.830          0.000        350.585         39.830
     08/07/1993         0         12.000         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.117          0.000          0.000          0.489          0.281           0.117          0.937          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.030          0.000          0.000          0.000          0.000           0.000          0.000          2.250         92.384          1.624          0.310          0.000          0.000          1.050          0.032            0.000       3158.211          0.275          1.313          0.203          1.791       2417.320         22.539         39.824          0.000        350.589         39.824
     09/07/1993         0         12.000         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.117          0.000          0.000          0.489          0.281           0.117          0.937          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.030          0.000          0.000          0.000          0.000           0.000          0.000          2.250         92.350          1.627          0.259          0.000          0.000          1.056          0.032            0.000       3158.211          0.275          1.312          0.202          1.788       2417.317         22.547         39.819          0.000        350.593         39.819
     10/07/1993         0         12.000         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.117          0.000          0.000          0.489          0.281           0.117          0.937          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.030          0.000          0.000          0.000          0.000           0.000          0.000          2.250         92.320          1.632          0.255          0.000          0.000          1.061          0.031            0.000       3158.211          0.275          1.310          0.201          1.786       2417.314         22.555         39.813          0.000        350.596         39.813
     11/07/1993         0         12.000         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.117          0.000          0.000          0.489          0.281           0.117          0.937          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.030          0.000          0.000          0.000          0.000           0.000          0.000          2.250        109.175          1.763          0.250          0.000          0.000          1.087          0.143            0.000       3158.211          0.275          1.308          0.200          1.783       2417.301         22.550         39.831          0.000        350.599         39.831
     12/07/1993         0         12.000         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.117          0.000          0.000          0.489          0.281           0.117          0.937          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.030          0.000          0.000          0.000          0.000           0.000          0.000          2.247        115.567          1.805          0.408          0.000          0.000          1.100          0.142            0.000       3158.211          0.275          1.304          0.198          1.777       2417.289         22.593         39.805          0.000        350.602         39.805
     13/07/1993         0         12.000         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.117          0.000          0.000          0.489          0.281           0.117          0.937          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.030          0.000          0.000          0.000          0.000           0.000          0.000          2.245        114.999          1.802          0.568          0.000          0.000          1.111          0.147            0.000       3158.211          0.275          1.300          0.196          1.771       2417.276         22.638         39.779          0.000        350.606         39.779
     14/07/1993         0         12.000         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.117          0.000          0.000          0.489          0.281           0.117          0.937          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.030          0.000          0.000          0.000          0.000           0.000          0.000          2.242        114.480          1.798          0.519          0.000          0.000          1.121          0.152            0.000       3158.211          0.274          1.296          0.193          1.764       2417.263         22.683         39.752          0.000        350.609         39.752
     15/07/1993         0         12.000         0          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.117          0.000          0.000          0.489          0.281           0.117          0.937          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.030          0.000          0.000          0.000          0.000           0.000          0.000          2.239        114.370          1.797          0.710          0.000          0.000          1.136          0.166            0.000       3158.211          0.274          1.292          0.191          1.757       2417.248         22.730         39.727          0.000        350.613         39.727
