APSIM output file, version = 5.3
Title = Canopy Sample Simulation
           Date       sw_dep()     lai_cowpea      lai_maize  cover_tot_sum    biom_cowpea     biom_maize
     03/03/1988       1309.314          4.672          1.018          0.921       3603.056        760.912
     04/03/1988       1301.449          4.834          1.015          0.927       3801.408        770.912
     05/03/1988       1296.249          4.891          1.010          0.933       3967.308        778.584
     06/03/1988       1319.945          4.931          1.005          0.935       4141.787        786.430
     07/03/1988       1312.416          4.998          0.996          0.938       4351.187        795.566
     08/03/1988       1304.978          5.051          0.988          0.941       4555.803        804.101
     09/03/1988       1296.405          5.053          0.978          0.943       4759.088        812.754
     10/03/1988       1288.234          5.004          0.962          0.945       4921.718        821.538
     11/03/1988       1280.394          4.859          0.945          0.945       5038.517        830.687
     12/03/1988       1276.236          4.811          0.932          0.944       5233.570        838.487
     13/03/1988       1269.319          4.123          0.920          0.945       5385.292        847.626
     14/03/1988       1262.771          4.084          0.908          0.939       5524.809        857.413
     15/03/1988       1256.665          4.019          0.895          0.939       5655.403        866.534
     16/03/1988       1250.975          4.008          0.880          0.939       5812.486        875.234
     17/03/1988       1245.609          3.952          0.859          0.939       5950.138        884.121
     18/03/1988       1240.532          3.880          0.840          0.938       6073.343        893.108
     19/03/1988       1235.784          3.809          0.820          0.937       6193.193        901.973
     20/03/1988       1231.295          3.728          0.800          0.936       6299.098        910.782
     21/03/1988       1227.088          3.649          0.780          0.936       6404.862        919.487
     22/03/1988       1223.075          3.528          0.760          0.935       6489.376        928.288
     23/03/1988       1219.322          3.371          0.739          0.933       6575.611        936.949
     24/03/1988       1215.774          3.222          0.718          0.931       6649.585        945.569
     25/03/1988       1215.286          3.072          0.698          0.930       6746.103        952.595
     26/03/1988       1211.956          2.942          0.679          0.928       6815.711        961.392
     27/03/1988       1208.848          2.812          0.660          0.926       6882.876        969.969
     28/03/1988       1206.021          2.676          0.643          0.925       6937.494        978.781
     29/03/1988       1203.598          2.533          0.627          0.923       6983.381        987.573
     30/03/1988       1201.336          2.379          0.609          0.921       7028.903        996.081
     31/03/1988       1201.068          2.271          0.596          0.919       7051.278        999.978
     01/04/1988       1236.772          2.116          0.578          0.917       7086.085       1004.459
     02/04/1988       1252.775          0.000          0.559          0.915       7122.253       1009.296
     03/04/1988       1272.449          0.000          0.542          0.882          0.000       1014.526
     04/04/1988       1304.015          0.000          0.525          0.340          0.000       1050.204
     05/04/1988       1309.267          0.000          0.510          0.339          0.000       1071.434
     06/04/1988       1334.770          0.000          0.491          0.338          0.000       1109.363
     07/04/1988       1332.312          0.000          0.474          0.337          0.000       1144.468
     08/04/1988       1335.757          0.000          0.460          0.336          0.000       1169.720
     09/04/1988       1334.419          0.000          0.447          0.335          0.000       1195.126
     10/04/1988       1332.411          0.000          0.437          0.334          0.000       1224.442
     11/04/1988       1360.884          0.000          0.428          0.333          0.000       1236.186
     12/04/1988       1382.583          0.000          0.417          0.333          0.000       1259.560
     13/04/1988       1382.230          0.000          0.405          0.332          0.000       1284.467
     14/04/1988       1379.667          0.000          0.393          0.331          0.000       1315.285
     15/04/1988       1376.957          0.000          0.381          0.330          0.000       1344.802
     16/04/1988       1374.415          0.000          0.370          0.330          0.000       1371.670
     17/04/1988       1372.314          0.000          0.359          0.329          0.000       1394.246
     18/04/1988       1370.105          0.000          0.349          0.328          0.000       1416.966
     19/04/1988       1371.286          0.000          0.341          0.327          0.000       1431.500
     20/04/1988       1370.112          0.000          0.332          0.327          0.000       1445.136
     21/04/1988       1368.584          0.000          0.323          0.326          0.000       1467.097
     22/04/1988       1367.429          0.000          0.313          0.326          0.000       1486.427
     23/04/1988       1366.279          0.000          0.304          0.325          0.000       1508.021
     24/04/1988       1365.320          0.000          0.294          0.324          0.000       1524.945
     25/04/1988       1364.368          0.000          0.285          0.324          0.000       1544.423
     26/04/1988       1363.464          0.000          0.276          0.323          0.000       1563.437
     27/04/1988       1362.568          0.000          0.267          0.323          0.000       1581.632
     28/04/1988       1361.936          0.000          0.259          0.322          0.000       1591.671
     29/04/1988       1366.015          0.000          0.251          0.321          0.000       1600.353
     30/04/1988       1364.297          0.000          0.241          0.321          0.000       1614.158
     01/05/1988       1362.275          0.000          0.234          0.320          0.000       1627.352
     02/05/1988       1360.813          0.000          0.227          0.320          0.000       1638.547
     03/05/1988       1360.119          0.000          0.220          0.319          0.000       1652.622
     04/05/1988       1359.401          0.000          0.214          0.319          0.000       1667.233
     05/05/1988       1358.658          0.000          0.207          0.318          0.000       1682.289
     06/05/1988       1357.977          0.000          0.201          0.318          0.000       1696.364
     07/05/1988       1357.287          0.000          0.195          0.317          0.000       1710.472
     08/05/1988       1356.677          0.000          0.189          0.317          0.000       1723.863
     09/05/1988       1356.077          0.000          0.184          0.317          0.000       1737.088
     10/05/1988       1355.505          0.000          0.180          0.316          0.000       1750.061
     11/05/1988       1354.926          0.000          0.175          0.316          0.000       1762.993
     12/05/1988       1354.356          0.000          0.170          0.316          0.000       1775.618
     13/05/1988       1353.827          0.000          0.166          0.315          0.000       1787.424
     14/05/1988       1353.288          0.000          0.162          0.315          0.000       1798.730
     15/05/1988       1352.796          0.000          0.158          0.315          0.000       1809.385
     16/05/1988       1352.281          0.000          0.154          0.314          0.000       1819.831
     17/05/1988       1351.899          0.000          0.150          0.314          0.000       1825.374
     18/05/1988       1374.491          0.000          0.146          0.314          0.000       1832.919
     19/05/1988       1372.617          0.000          0.143          0.314          0.000       1842.972
     20/05/1988       1371.265          0.000          0.141          0.313          0.000       1849.130
     21/05/1988       1370.446          0.000          0.138          0.313          0.000       1854.771
     22/05/1988       1368.799          0.000          0.135          0.313          0.000       1862.147
     23/05/1988       1367.016          0.000          0.132          0.313          0.000       1871.539
     24/05/1988       1365.461          0.000          0.128          0.313          0.000       1879.895
     25/05/1988       1363.854          0.000          0.126          0.312          0.000       1885.742
     26/05/1988       1362.270          0.000          0.123          0.312          0.000       1894.798
     27/05/1988       1361.337          0.000          0.119          0.312          0.000       1903.696
     28/05/1988       1360.528          0.000          0.116          0.312          0.000       1910.327
     29/05/1988       1359.784          0.000          0.114          0.312          0.000       1916.618
     30/05/1988       1359.082          0.000          0.112          0.311          0.000       1921.550
     31/05/1988       1358.399          0.000          0.110          0.311          0.000       1927.859
     01/06/1988       1357.794          0.000          0.108          0.311          0.000       1933.435
     02/06/1988       1357.203          0.000          0.106          0.311          0.000       1939.610
     03/06/1988       1356.618          0.000          0.104          0.311          0.000       1945.542
     04/06/1988       1356.113          0.000          0.101          0.311          0.000       1948.389
     05/06/1988       1377.035          0.000          0.099          0.311          0.000       1952.370
     06/06/1988       1378.772          0.000          0.096          0.310          0.000       1957.432
     07/06/1988       1377.154          0.000          0.095          0.310          0.000       1962.576
     08/06/1988       1375.529          0.000          0.093          0.310          0.000       1965.921
     09/06/1988       1373.912          0.000          0.092          0.310          0.000       1970.289
     10/06/1988       1372.838          0.000          0.090          0.310          0.000       1976.709
     11/06/1988       1371.242          0.000          0.088          0.310          0.000       1980.715
     12/06/1988       1369.757          0.000          0.087          0.310          0.000       1982.589
     13/06/1988       1368.094          0.000          0.074          0.310          0.000       1984.938
     14/06/1988       1366.580          0.000          0.066          0.309          0.000       1987.460
     15/06/1988       1365.712          0.000          0.063          0.308          0.000       1990.370
     16/06/1988       1364.942          0.000          0.063          0.308          0.000       1993.302
     17/06/1988       1364.222          0.000          0.063          0.308          0.000       1996.233
     18/06/1988       1363.546          0.000          0.063          0.308          0.000       2000.153
     19/06/1988       1362.948          0.000          0.004          0.308          0.000       2000.153
     20/06/1988       1362.383          0.000          0.000          0.304          0.000          0.000
     21/06/1988       1361.844          0.000          0.000          0.000          0.000          0.000
     22/06/1988       1361.329          0.000          0.000          0.000          0.000          0.000
     23/06/1988       1360.836          0.000          0.000          0.000          0.000          0.000
     24/06/1988       1360.361          0.000          0.000          0.000          0.000          0.000
     25/06/1988       1359.902          0.000          0.000          0.000          0.000          0.000
     26/06/1988       1359.459          0.000          0.000          0.000          0.000          0.000
     27/06/1988       1359.029          0.000          0.000          0.000          0.000          0.000
     28/06/1988       1358.611          0.000          0.000          0.000          0.000          0.000
     29/06/1988       1358.205          0.000          0.000          0.000          0.000          0.000
     30/06/1988       1357.810          0.000          0.000          0.000          0.000          0.000
     01/07/1988       1357.424          0.000          0.000          0.000          0.000          0.000
     02/07/1988       1357.047          0.000          0.000          0.000          0.000          0.000
     03/07/1988       1356.678          0.000          0.000          0.000          0.000          0.000
     04/07/1988       1356.480          0.000          0.000          0.000          0.000          0.000
     05/07/1988       1380.621          0.000          0.000          0.000          0.000          0.000
     06/07/1988       1402.817          0.000          0.000          0.000          0.000          0.000
     07/07/1988       1400.415          0.000          0.000          0.000          0.000          0.000
     08/07/1988       1398.502          0.000          0.000          0.000          0.000          0.000
     09/07/1988       1395.820          0.000          0.000          0.000          0.000          0.000
     10/07/1988       1394.406          0.000          0.000          0.000          0.000          0.000
     11/07/1988       1408.125          0.000          0.000          0.000          0.000          0.000
     12/07/1988       1407.285          0.000          0.000          0.000          0.000          0.000
     13/07/1988       1404.834          0.000          0.000          0.000          0.000          0.000
     14/07/1988       1402.728          0.000          0.000          0.000          0.000          0.000
     15/07/1988       1400.033          0.000          0.000          0.000          0.000          0.000
     16/07/1988       1398.438          0.000          0.000          0.000          0.000          0.000
     17/07/1988       1397.335          0.000          0.000          0.000          0.000          0.000
     18/07/1988       1396.403          0.000          0.000          0.000          0.000          0.000
     19/07/1988       1395.580          0.000          0.000          0.000          0.000          0.000
     20/07/1988       1394.836          0.000          0.000          0.000          0.000          0.000
     21/07/1988       1394.151          0.000          0.000          0.000          0.000          0.000
     22/07/1988       1400.818          0.000          0.000          0.000          0.000          0.000
     23/07/1988       1398.162          0.000          0.000          0.000          0.000          0.000
     24/07/1988       1395.802          0.000          0.000          0.000          0.000          0.000
     25/07/1988       1395.038          0.000          0.000          0.000          0.000          0.000
     26/07/1988       1394.338          0.000          0.000          0.000          0.000          0.000
     27/07/1988       1393.688          0.000          0.000          0.000          0.000          0.000
     28/07/1988       1393.079          0.000          0.000          0.000          0.000          0.000
     29/07/1988       1392.504          0.000          0.000          0.000          0.000          0.000
     30/07/1988       1391.958          0.000          0.000          0.000          0.000          0.000
     31/07/1988       1391.436          0.000          0.000          0.000          0.000          0.000
     01/08/1988       1390.936          0.000          0.000          0.000          0.000          0.000
     02/08/1988       1390.455          0.000          0.000          0.000          0.000          0.000
     03/08/1988       1389.992          0.000          0.000          0.000          0.000          0.000
     04/08/1988       1389.544          0.000          0.000          0.000          0.000          0.000
     05/08/1988       1389.110          0.000          0.000          0.000          0.000          0.000
     06/08/1988       1388.689          0.000          0.000          0.000          0.000          0.000
     07/08/1988       1388.279          0.000          0.000          0.000          0.000          0.000
     08/08/1988       1387.880          0.000          0.000          0.000          0.000          0.000
     09/08/1988       1387.491          0.000          0.000          0.000          0.000          0.000
     10/08/1988       1387.112          0.000          0.000          0.000          0.000          0.000
     11/08/1988       1386.741          0.000          0.000          0.000          0.000          0.000
     12/08/1988       1386.378          0.000          0.000          0.000          0.000          0.000
     13/08/1988       1386.023          0.000          0.000          0.000          0.000          0.000
     14/08/1988       1385.674          0.000          0.000          0.000          0.000          0.000
     15/08/1988       1385.333          0.000          0.000          0.000          0.000          0.000
     16/08/1988       1384.998          0.000          0.000          0.000          0.000          0.000
     17/08/1988       1384.668          0.000          0.000          0.000          0.000          0.000
     18/08/1988       1384.345          0.000          0.000          0.000          0.000          0.000
     19/08/1988       1384.027          0.000          0.000          0.000          0.000          0.000
     20/08/1988       1383.714          0.000          0.000          0.000          0.000          0.000
     21/08/1988       1383.406          0.000          0.000          0.000          0.000          0.000
     22/08/1988       1383.102          0.000          0.000          0.000          0.000          0.000
     23/08/1988       1410.873          0.000          0.000          0.000          0.000          0.000
     24/08/1988       1409.481          0.000          0.000          0.000          0.000          0.000
     25/08/1988       1406.742          0.000          0.000          0.000          0.000          0.000
     26/08/1988       1404.005          0.000          0.000          0.000          0.000          0.000
     27/08/1988       1402.586          0.000          0.000          0.000          0.000          0.000
     28/08/1988       1406.289          0.000          0.000          0.000          0.000          0.000
     29/08/1988       1402.688          0.000          0.000          0.000          0.000          0.000
     30/08/1988       1401.571          0.000          0.000          0.000          0.000          0.000
     31/08/1988       1400.630          0.000          0.000          0.000          0.000          0.000
     01/09/1988       1399.802          0.000          0.000          0.000          0.000          0.000
     02/09/1988       1399.053          0.000          0.000          0.000          0.000          0.000
     03/09/1988       1398.365          0.000          0.000          0.000          0.000          0.000
     04/09/1988       1397.725          0.000          0.000          0.000          0.000          0.000
     05/09/1988       1397.124          0.000          0.000          0.000          0.000          0.000
     06/09/1988       1396.555          0.000          0.000          0.000          0.000          0.000
     07/09/1988       1402.037          0.000          0.000          0.000          0.000          0.000
     08/09/1988       1397.902          0.000          0.000          0.000          0.000          0.000
     09/09/1988       1397.291          0.000          0.000          0.000          0.000          0.000
     10/09/1988       1396.714          0.000          0.000          0.000          0.000          0.000
     11/09/1988       1396.165          0.000          0.000          0.000          0.000          0.000
     12/09/1988       1407.333          0.000          0.000          0.000          0.000          0.000
     13/09/1988       1415.364          0.000          0.000          0.000          0.000          0.000
     14/09/1988       1414.007          0.000          0.000          0.000          0.000          0.000
     15/09/1988       1422.901          0.000          0.000          0.000          0.000          0.000
     16/09/1988       1420.362          0.000          0.000          0.000          0.000          0.000
     17/09/1988       1417.123          0.000          0.000          0.000          0.000          0.000
     18/09/1988       1415.676          0.000          0.000          0.000          0.000          0.000
     19/09/1988       1414.565          0.000          0.000          0.000          0.000          0.000
     20/09/1988       1413.628          0.000          0.000          0.000          0.000          0.000
     21/09/1988       1412.802          0.000          0.000          0.000          0.000          0.000
     22/09/1988       1412.056          0.000          0.000          0.000          0.000          0.000
     23/09/1988       1411.369          0.000          0.000          0.000          0.000          0.000
     24/09/1988       1410.730          0.000          0.000          0.000          0.000          0.000
     25/09/1988       1410.130          0.000          0.000          0.000          0.000          0.000
     26/09/1988       1409.562          0.000          0.000          0.000          0.000          0.000
     27/09/1988       1409.022          0.000          0.000          0.000          0.000          0.000
     28/09/1988       1410.588          0.000          0.000          0.000          0.000          0.000
     29/09/1988       1408.888          0.000          0.000          0.000          0.000          0.000
     30/09/1988       1408.378          0.000          0.000          0.000          0.000          0.000
     01/10/1988       1407.888          0.000          0.000          0.000          0.000          0.000
     02/10/1988       1407.416          0.000          0.000          0.000          0.000          0.000
     03/10/1988       1406.961          0.000          0.000          0.000          0.000          0.000
     04/10/1988       1406.520          0.000          0.000          0.000          0.000          0.000
     05/10/1988       1406.092          0.000          0.000          0.000          0.000          0.000
     06/10/1988       1405.677          0.000          0.000          0.000          0.000          0.000
     07/10/1988       1405.273          0.000          0.000          0.000          0.000          0.000
     08/10/1988       1404.879          0.000          0.000          0.000          0.000          0.000
     09/10/1988       1404.495          0.000          0.000          0.000          0.000          0.000
     10/10/1988       1404.120          0.000          0.000          0.000          0.000          0.000
     11/10/1988       1403.753          0.000          0.000          0.000          0.000          0.000
     12/10/1988       1403.394          0.000          0.000          0.000          0.000          0.000
     13/10/1988       1403.042          0.000          0.000          0.000          0.000          0.000
     14/10/1988       1402.697          0.000          0.000          0.000          0.000          0.000
     15/10/1988       1402.359          0.000          0.000          0.000          0.000          0.000
     16/10/1988       1402.027          0.000          0.000          0.000          0.000          0.000
     17/10/1988       1401.701          0.000          0.000          0.000          0.000          0.000
     18/10/1988       1401.380          0.000          0.000          0.000          0.000          0.000
     19/10/1988       1401.064          0.000          0.000          0.000          0.000          0.000
     20/10/1988       1400.754          0.000          0.000          0.000          0.000          0.000
     21/10/1988       1400.448          0.000          0.000          0.000          0.000          0.000
     22/10/1988       1400.147          0.000          0.000          0.000          0.000          0.000
     23/10/1988       1399.850          0.000          0.000          0.000          0.000          0.000
     24/10/1988       1399.557          0.000          0.000          0.000          0.000          0.000
     25/10/1988       1399.269          0.000          0.000          0.000          0.000          0.000
     26/10/1988       1398.984          0.000          0.000          0.000          0.000          0.000
     27/10/1988       1398.703          0.000          0.000          0.000          0.000          0.000
     28/10/1988       1398.425          0.000          0.000          0.000          0.000          0.000
     29/10/1988       1398.151          0.000          0.000          0.000          0.000          0.000
     30/10/1988       1397.880          0.000          0.000          0.000          0.000          0.000
     31/10/1988       1397.613          0.000          0.000          0.000          0.000          0.000
     01/11/1988       1397.348          0.000          0.000          0.000          0.000          0.000
     02/11/1988       1397.087          0.000          0.000          0.000          0.000          0.000
     03/11/1988       1396.828          0.000          0.000          0.000          0.000          0.000
     04/11/1988       1396.572          0.000          0.000          0.000          0.000          0.000
     05/11/1988       1396.319          0.000          0.000          0.000          0.000          0.000
     06/11/1988       1396.068          0.000          0.000          0.000          0.000          0.000
     07/11/1988       1395.820          0.000          0.000          0.000          0.000          0.000
     08/11/1988       1395.574          0.000          0.000          0.000          0.000          0.000
     09/11/1988       1395.331          0.000          0.000          0.000          0.000          0.000
     10/11/1988       1395.090          0.000          0.000          0.000          0.000          0.000
     11/11/1988       1394.852          0.000          0.000          0.000          0.000          0.000
     12/11/1988       1394.615          0.000          0.000          0.000          0.000          0.000
     13/11/1988       1394.381          0.000          0.000          0.000          0.000          0.000
     14/11/1988       1394.148          0.000          0.000          0.000          0.000          0.000
     15/11/1988       1393.918          0.000          0.000          0.000          0.000          0.000
     16/11/1988       1406.638          0.000          0.000          0.000          0.000          0.000
     17/11/1988       1404.507          0.000          0.000          0.000          0.000          0.000
     18/11/1988       1404.131          0.000          0.000          0.000          0.000          0.000
     19/11/1988       1403.764          0.000          0.000          0.000          0.000          0.000
     20/11/1988       1403.405          0.000          0.000          0.000          0.000          0.000
     21/11/1988       1403.053          0.000          0.000          0.000          0.000          0.000
     22/11/1988       1402.708          0.000          0.000          0.000          0.000          0.000
     23/11/1988       1402.370          0.000          0.000          0.000          0.000          0.000
     24/11/1988       1402.037          0.000          0.000          0.000          0.000          0.000
     25/11/1988       1401.711          0.000          0.000          0.000          0.000          0.000
     26/11/1988       1401.390          0.000          0.000          0.000          0.000          0.000
     27/11/1988       1401.074          0.000          0.000          0.000          0.000          0.000
     28/11/1988       1400.764          0.000          0.000          0.000          0.000          0.000
     29/11/1988       1400.458          0.000          0.000          0.000          0.000          0.000
     30/11/1988       1400.156          0.000          0.000          0.000          0.000          0.000
     01/12/1988       1399.859          0.000          0.000          0.000          0.000          0.000
     02/12/1988       1399.567          0.000          0.000          0.000          0.000          0.000
     03/12/1988       1399.278          0.000          0.000          0.000          0.000          0.000
     04/12/1988       1398.993          0.000          0.000          0.000          0.000          0.000
     05/12/1988       1398.712          0.000          0.000          0.000          0.000          0.000
     06/12/1988       1398.434          0.000          0.000          0.000          0.000          0.000
     07/12/1988       1398.160          0.000          0.000          0.000          0.000          0.000
     08/12/1988       1398.944          0.000          0.000          0.000          0.000          0.000
     09/12/1988       1397.889          0.000          0.000          0.000          0.000          0.000
     10/12/1988       1424.189          0.000          0.000          0.000          0.000          0.000
     11/12/1988       1420.753          0.000          0.000          0.000          0.000          0.000
     12/12/1988       1432.409          0.000          0.000          0.000          0.000          0.000
     13/12/1988       1428.563          0.000          0.000          0.000          0.000          0.000
     14/12/1988       1427.055          0.000          0.000          0.000          0.000          0.000
     15/12/1988       1425.917          0.000          0.000          0.000          0.000          0.000
     16/12/1988       1424.964          0.000          0.000          0.000          0.000          0.000
     17/12/1988       1427.224          0.000          0.000          0.000          0.000          0.000
     18/12/1988       1440.296          0.000          0.000          0.000          0.000          0.000
     19/12/1988       1439.214          0.000          0.000          0.000          0.000          0.000
     20/12/1988       1435.795          0.000          0.000          0.000          0.000          0.000
     21/12/1988       1434.346          0.000          0.000          0.000          0.000          0.000
     22/12/1988       1433.234          0.000          0.000          0.000          0.000          0.000
     23/12/1988       1432.296          0.000          0.000          0.000          0.000          0.000
     24/12/1988       1431.470          0.000          0.000          0.000          0.000          0.000
     25/12/1988       1430.723          0.000          0.000          0.000          0.000          0.000
     26/12/1988       1430.036          0.000          0.000          0.000          0.000          0.000
     27/12/1988       1436.814          0.000          0.000          0.000          0.000          0.000
     28/12/1988       1434.504          0.000          0.000          0.000          0.000          0.000
     29/12/1988       1433.362          0.000          0.000          0.000          0.000          0.000
     30/12/1988       1432.406          0.000          0.000          0.000          0.000          0.000
     31/12/1988       1431.569          0.000          0.000          0.000          0.000          0.000
