Summary_file = grasp.sum
Title = Grass growth.
      year       day          sw_dep(1)          sw_dep(2)          sw_dep(3)          sw_dep(4)          sw_dep(5)          sw_dep(6)          sw_dep(7)            eos             es  soilwat_cover     green_pool      dead_pool  growth_transp   growth_photo growth_regrowth         growth          death        n_index      rad_index       sw_index     temp_index   growth_index     basal_area      cover_tot     residue_wt  residue_cover
    (year)     (day)               (mm)               (mm)               (mm)               (mm)               (mm)               (mm)               (mm)           (mm)           (mm)             ()        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)         (kg/ha)        (kg/ha)        (kg/ha)             ()             ()             ()             ()             ()       (m^2/ha)             ()        (kg/ha)      (m^2/m^2)
      1988       293             64.317             64.963            131.862            131.986            126.074            123.275            123.616          5.630          0.241          0.073         40.914        329.076          0.785          6.081           1.031          1.031          0.080          1.000          0.941          1.000          0.730          0.687          0.500          0.060         37.400          0.015
      1988       294             64.204             64.847            131.636            131.983            126.059            123.232            123.539          7.057          0.236          0.074         42.259        328.500          0.688          9.103           1.427          1.427          0.082          1.000          0.951          1.000          1.000          0.951          0.500          0.061         38.058          0.015
      1988       295             64.088             64.729            131.400            131.981            126.048            123.195            123.471          7.347          0.232          0.075         43.596        327.927          0.676          9.159           1.421          1.421          0.085          1.000          0.948          1.000          1.000          0.948          0.500          0.062         38.715          0.015
      1988       296             63.965             64.606            131.156            131.979            126.038            123.164            123.409          7.833          0.228          0.076         44.928        327.358          0.882          9.359           1.419          1.419          0.087          1.000          0.946          1.000          1.000          0.946          0.500          0.062         39.371          0.015
      1988       297             63.876             64.515            130.942            131.987            126.030            123.137            123.355          4.636          0.225          0.077         46.155        326.794          0.933          7.320           1.317          1.317          0.090          1.000          0.896          1.000          0.980          0.878          0.500          0.063         40.026          0.016
      1988       298             63.801             64.434            130.755            131.991            126.024            123.115            123.307          3.328          2.421          0.078         47.433        326.232          1.370          3.435           0.711          1.370          0.092          1.000          0.831          1.000          0.570          0.474          0.500          0.064         40.679          0.016
      1988       299             63.709             64.337            130.560            131.987            126.019            123.096            123.265          4.636          0.618          0.079         48.293        325.675          0.955          5.695           0.933          0.955          0.095          1.000          0.908          1.000          0.685          0.622          0.500          0.064         41.332          0.016
      1988       300             63.609             64.235            130.355            131.985            126.016            123.080            123.228          5.212          0.214          0.080         49.385        325.120          1.188          6.954           1.026          1.188          0.097          1.000          0.931          1.000          0.735          0.684          0.500          0.065         41.983          0.016
      1988       301             63.503             64.127            130.151            131.972            126.012            123.066            123.195          5.716          0.211          0.080         50.502        324.569          1.086          8.884           1.216          1.216          0.099          1.000          0.942          1.000          0.860          0.810          0.500          0.066         42.633          0.017
      1988       302             63.390             64.015            129.961            131.935            126.010            123.055            123.167          6.194          0.208          0.081         51.825        324.020          0.881         11.051           1.424          1.424          0.101          1.000          0.949          1.000          1.000          0.949          0.500          0.067         43.282          0.017
      1988       303             63.267             63.897            129.770            131.878            126.008            123.046            123.143          6.995          0.206          0.082         53.144        323.476          0.930         11.267           1.423          1.423          0.104          1.000          0.949          1.000          1.000          0.949          0.500          0.067         43.930          0.017
      1988       304             63.146             63.783            129.587            131.805            126.006            123.038            123.122          6.913          0.203          0.083         54.455        322.935          1.033         11.288           1.417          1.417          0.106          1.000          0.945          1.000          1.000          0.945          0.500          0.068         44.577          0.017
      1988       305             63.028             63.673            129.407            131.719            126.005            123.031            123.104          6.929          0.200          0.084         55.762        322.398          1.045         11.486           1.416          1.416          0.109          1.000          0.944          1.000          1.000          0.944          0.500          0.069         45.223          0.018
      1988       306             62.931             63.583            129.249            131.626            126.004            123.026            123.088          5.480          0.198          0.085         57.037        321.865          1.362         10.528           1.386          1.386          0.112          1.000          0.924          1.000          1.000          0.924          0.500          0.070         45.868          0.018
      1988       307             62.831             63.487            129.086            131.522            126.003            123.021            123.075          5.982          0.195          0.086         58.336        321.335          1.297         11.880           1.413          1.413          0.114          1.000          0.942          1.000          1.000          0.942          0.500          0.070         46.512          0.018
      1988       308             62.729             63.390            128.921            131.411            126.003            123.018            123.063          6.135          0.193          0.087         59.641        320.809          1.070         12.573           1.421          1.421          0.117          1.000          0.948          1.000          1.000          0.948          0.500          0.071         47.154          0.019
      1988       309             62.629             63.295            128.756            131.293            126.002            123.014            123.054          6.102          0.191          0.088         60.936        320.287          1.202         12.509           1.415          1.415          0.119          1.000          0.943          1.000          1.000          0.943          0.500          0.072         47.796          0.019
      1988       310             62.528             63.198            128.588            131.168            126.002            123.012            123.045          6.312          0.188          0.089         62.236        319.768          1.219         13.137           1.422          1.422          0.122          1.000          0.948          1.000          1.000          0.948          0.500          0.073         48.437          0.019
      1988       311             62.493             63.166            128.485            131.053            126.001            123.010            123.038          1.966          0.786          0.090         64.269        319.253          4.190          2.158           0.429          2.158          0.124          1.000          0.673          1.000          0.425          0.286          0.500          0.074         49.076          0.019
      1988       312             62.469             63.119            128.361            130.934            126.001            123.008            123.032          4.106          4.106          0.092         65.762        318.743          1.621          4.405           0.553          1.621          0.129          1.000          0.899          1.000          0.410          0.369          0.500          0.075         49.715          0.020
      1988       313             62.376             63.035            128.217            130.809            126.001            123.007            123.027          5.050          0.183          0.093         67.505        318.237          1.874          6.337           0.668          1.874          0.132          1.000          0.938          1.000          0.475          0.446          0.500          0.076         50.352          0.020
      1988       314             62.274             62.939            128.057            130.678            126.001            123.005            123.023          5.716          0.181          0.094         68.768        317.736          1.398         10.159           0.983          1.398          0.135          1.000          0.950          1.000          0.690          0.655          0.500          0.077         50.989          0.020
      1988       315             62.174             62.844            127.894            130.543            126.001            123.004            123.019          5.732          0.179          0.095         70.142        317.238          1.512         13.763           1.352          1.512          0.138          1.000          0.944          1.000          0.955          0.901          0.500          0.078         51.624          0.020
      1988       316             62.079             62.754            127.732            130.404            126.000            123.004            123.016          5.492          0.178          0.096         71.729        316.744          1.727         13.759           1.370          1.727          0.140          1.000          0.937          1.000          0.975          0.913          0.500          0.079         52.259          0.021
      1988       317             61.985             62.663            127.567            130.263            126.000            123.003            123.013          5.492          0.176          0.098         73.506        316.254          1.920         13.263           1.276          1.920          0.143          1.000          0.940          1.000          0.905          0.850          0.500          0.080         52.892          0.021
      1988       318             61.893             62.574            127.402            130.118            126.000            123.002            123.011          5.376          0.174          0.099         75.275        315.768          1.916         11.016           1.024          1.916          0.147          1.000          0.942          1.000          0.725          0.683          0.500          0.081         53.525          0.021
      1988       319             61.794             62.478            127.227            129.968            126.000            123.002            123.009          5.741          0.172          0.100         76.717        315.287          1.593         13.726           1.208          1.593          0.151          1.000          0.948          1.000          0.850          0.806          0.500          0.082         54.156          0.021
      1988       320             61.686             62.373            127.042            129.813            126.000            123.002            123.008          6.174          0.171          0.101         78.409        314.810          1.845         17.127           1.431          1.845          0.153          1.000          0.954          1.000          1.000          0.954          0.500          0.083         54.787          0.021
      1988       321             68.143             66.575            128.504            129.867            126.000            123.001            123.007          3.605          3.605          0.102         80.846        314.337          2.594          2.803           0.304          2.594          0.157          1.000          0.882          1.000          0.230          0.203          0.500          0.084         55.416          0.022
      1988       322             66.651             65.959            129.286            130.008            126.000            123.001            123.005          4.975          0.868          0.103         82.784        313.870          2.099          4.257           0.354          2.099          0.162          1.000          0.945          1.000          0.250          0.236          0.500          0.085         52.364          0.021
      1988       323             65.783             65.475            129.659            130.176            126.000            123.001            123.005          5.666          0.442          0.103         84.440        313.408          1.821         12.204           0.957          1.821          0.166          1.000          0.952          1.000          0.670          0.638          0.500          0.086         50.314          0.020
      1988       324             65.085             65.063            129.775            130.336            126.000            123.001            123.004          6.269          0.416          0.104         85.888        312.950          1.617         18.890           1.401          1.617          0.169          1.000          0.958          1.000          0.975          0.934          0.500          0.087         48.587          0.019
      1988       325             64.557             64.738            129.771            130.478            126.000            123.001            123.003          4.693          0.395          0.104         87.929        312.496          2.213         10.961           0.960          2.213          0.172          1.000          0.921          1.000          0.695          0.640          0.500          0.089         48.462          0.019
      1988       326             64.108             64.430            129.655            130.586            126.000            123.000            123.003          5.575          0.377          0.106         89.746        312.047          1.993         17.795           1.408          1.993          0.176          1.000          0.939          1.000          1.000          0.939          0.500          0.090         49.087          0.019
      1988       327             63.735             64.161            129.487            130.659            126.000            123.000            123.002          5.241          2.561          0.107         91.540        311.602          1.974         16.943           1.390          1.974          0.179          1.000          0.926          1.000          1.000          0.926          0.500          0.091         49.711          0.020
      1988       328             63.392             63.896            129.262            130.693            126.000            123.000            123.002          6.154          0.347          0.108         93.101        311.162          1.743         20.131           1.392          1.743          0.183          1.000          0.957          1.000          0.970          0.928          0.500          0.092         50.334          0.020
      1988       329             63.086             63.651            129.013            130.690            126.000            123.000            123.001          6.278          0.334          0.110         94.827        310.726          1.913         21.036           1.434          1.913          0.186          1.000          0.956          1.000          1.000          0.956          0.500          0.093         50.956          0.020
      1988       330             62.819             63.431            128.758            130.656            126.000            123.000            123.001          5.913          0.323          0.111         96.733        310.294          2.096         19.856           1.358          2.096          0.190          1.000          0.953          1.000          0.950          0.905          0.500          0.094         51.578          0.020
      1988       331             62.578             63.226            128.498            130.594            126.000            123.000            123.001          5.816          0.312          0.112         98.595        309.867          2.056         20.201           1.375          2.056          0.193          1.000          0.950          1.000          0.965          0.917          0.500          0.095         52.198          0.021
      1988       332             62.365             63.042            128.244            130.508            126.000            123.000            123.001          5.422          2.103          0.114        100.644        309.445          2.246         19.699           1.406          2.246          0.197          1.000          0.937          1.000          1.000          0.937          0.500          0.096         52.818          0.021
      1988       333             62.162             62.861            127.983            130.400            126.000            123.000            123.001          5.589          0.295          0.115        102.754        309.027          2.311         13.267           0.845          2.311          0.201          1.000          0.955          1.000          0.590          0.563          0.500          0.098         53.437          0.021
      1988       334             61.962             62.679            127.712            130.270            126.000            123.000            123.001          5.918          0.287          0.116        104.794        308.615          2.245         19.110           1.177          2.245          0.206          1.000          0.957          1.000          0.820          0.785          0.500          0.099         54.055          0.021
      1988       335             61.761             62.496            127.430            130.119            126.000            123.000            123.000          6.247          0.279          0.118        106.638        308.207          2.054         23.226           1.369          2.054          0.210          1.000          0.961          1.000          0.950          0.913          0.500          0.100         54.672          0.021
      1988       336             61.578             62.327            127.155            129.954            126.000            123.000            123.000          5.925          0.273          0.119        108.534        307.804          2.109         22.295           1.346          2.109          0.213          1.000          0.955          1.000          0.940          0.897          0.500          0.101         55.289          0.022
      1988       337             61.397             62.158            126.875            129.774            126.000            123.000            123.000          6.072          0.266          0.121        110.568        307.405          2.251         23.680           1.428          2.251          0.217          1.000          0.952          1.000          1.000          0.952          0.500          0.102         55.904          0.022
      1988       338             61.249             62.020            126.624            129.587            126.000            123.000            123.000          5.061          4.261          0.122        112.694        307.012          2.347         20.513           1.387          2.347          0.221          1.000          0.924          1.000          1.000          0.924          0.500          0.104         56.519          0.022
      1988       339             61.085             61.861            126.351            129.387            126.000            123.000            123.000          5.761          0.255          0.123        114.987        306.623          2.518         24.309           1.426          2.518          0.225          1.000          0.950          1.000          1.000          0.950          0.500          0.105         57.133          0.022
      1988       340             60.923             61.705            126.076            129.178            126.000            123.000            123.000          5.777          0.250          0.125        117.397        306.240          2.640         24.684           1.425          2.640          0.230          1.000          0.950          1.000          1.000          0.950          0.500          0.106         57.746          0.023
      1988       341             60.780             61.568            125.817            128.964            126.000            123.000            123.000          5.181          0.245          0.127        119.805        305.862          2.643         22.929           1.402          2.643          0.235          1.000          0.935          1.000          1.000          0.935          0.500          0.108         58.359          0.023
      1988       342             60.680             61.470            125.602            128.755            126.000            123.000            123.000          3.797          0.241          0.128        122.323        305.490          2.757         16.811           1.289          2.757          0.240          1.000          0.859          1.000          1.000          0.859          0.500          0.109         58.971          0.023
      1988       343             61.596             61.947            125.618            128.576            126.000            123.000            123.000          3.241          3.241          0.130        124.910        305.124          2.832         14.925           1.228          2.832          0.245          1.000          0.818          1.000          1.000          0.818          0.500          0.111         59.582          0.023
      1988       344             61.468             61.924            125.567            128.407            126.000            123.000            123.000          4.734          4.277          0.130        127.214        304.763          2.555         21.100           1.359          2.555          0.250          1.000          0.906          1.000          1.000          0.906          0.500          0.112         54.234          0.021
      1988       345             68.797             71.498            131.848            129.045            126.000            123.000            123.000          4.910          4.546          0.129        130.142        304.408          3.182         23.133           1.382          3.182          0.254          1.000          0.922          1.000          1.000          0.922          0.500          0.114         49.510          0.019
      1988       346             67.314             68.634            132.896            129.731            126.000            123.000            123.000          5.688          2.013          0.130        133.022        304.060          3.140         26.830           1.417          3.140          0.260          1.000          0.944          1.000          1.000          0.944          0.500          0.116         45.168          0.018
      1988       347             69.134             74.704            134.725            130.720            126.000            123.000            123.000          4.368          4.221          0.130        135.731        303.717          2.975         21.775           1.324          2.975          0.266          1.000          0.905          1.000          0.975          0.883          0.500          0.117         42.544          0.017
      1988       348             67.336             72.649            134.865            131.611            126.000            123.000            123.000          4.828          2.289          0.131        139.807        303.381          4.347         20.596           1.100          4.347          0.271          1.000          0.934          1.000          0.785          0.733          0.500          0.120         38.897          0.015
      1988       349             67.328             70.520            135.064            131.957            126.000            123.000            123.000          4.900          1.033          0.132        142.985        303.054          3.458         18.072           0.910          3.458          0.280          1.000          0.940          1.000          0.645          0.606          0.500          0.122         36.553          0.014
      1988       350             67.328             69.049            135.146            131.986            126.006            123.001            123.000          4.788          0.793          0.134        146.087        302.734          3.388         23.893           1.240          3.388          0.286          1.000          0.929          1.000          0.890          0.827          0.500          0.124         35.282          0.014
      1988       351             67.376             68.045            135.025            131.988            126.008            123.003            123.001          3.356          0.669          0.136        149.507        302.421          3.712         18.827           1.244          3.712          0.292          1.000          0.842          1.000          0.985          0.829          0.500          0.126         34.920          0.014
      1988       352             69.168             68.879            134.964            131.981            126.007            123.003            123.001          1.998          1.998          0.138        154.065        302.115          4.858          8.483           0.706          4.858          0.299          1.000          0.692          1.000          0.680          0.470          0.500          0.128         35.154          0.014
      1988       353             71.223             74.765            138.068            132.594            126.129            123.028            123.007          2.192          2.192          0.139        157.132        301.819          3.375          9.863           0.764          3.375          0.308          1.000          0.723          1.000          0.705          0.510          0.500          0.130         32.242          0.013
      1988       354             68.832             74.659            139.373            133.340            126.380            123.099            123.025          4.794          4.477          0.140        160.690        301.530          3.872         28.135           1.381          3.872          0.314          1.000          0.921          1.000          1.000          0.921          0.500          0.132         29.622          0.012
      1988       355             67.292             72.500            139.262            133.914            126.698            123.219            123.064          5.102          2.068          0.142        164.006        301.248          3.638         30.141           1.395          3.638          0.321          1.000          0.930          1.000          1.000          0.930          0.500          0.134         27.263          0.011
      1988       356             67.263             70.302            138.757            134.271            127.024            123.380            123.127          5.677          1.022          0.143        167.138        300.973          3.459         32.521           1.410          3.459          0.328          1.000          0.940          1.000          1.000          0.940          0.500          0.136         25.834          0.010
      1988       357             67.288             68.774            138.026            134.411            127.312            123.566            123.215          4.978          0.789          0.145        171.016        300.706          4.213         30.573           1.388          4.213          0.334          1.000          0.925          1.000          1.000          0.925          0.500          0.138         25.245          0.010
      1988       358             67.157             67.802            137.194            134.358            127.532            123.759            123.324          5.053          0.666          0.147        174.376        300.446          3.702         32.019           1.395          3.702          0.342          1.000          0.930          1.000          1.000          0.930          0.500          0.140         25.311          0.010
      1988       359             66.694             67.306            136.459            134.182            127.673            123.942            123.448          4.982          0.588          0.149        178.432        300.194          4.404         32.037           1.390          4.404          0.349          1.000          0.927          1.000          1.000          0.927          0.500          0.143         25.912          0.010
      1988       360             66.233             66.883            135.807            133.919            127.735            124.101            123.578          5.176          0.532          0.152        181.979        299.951          3.904         34.426           1.404          3.904          0.357          1.000          0.936          1.000          1.000          0.936          0.500          0.145         26.512          0.010
      1988       361             65.803             66.500            135.228            133.602            127.721            124.225            123.707          5.271          0.489          0.154        185.776        299.715          4.161         35.581           1.408          4.161          0.364          1.000          0.939          1.000          1.000          0.939          0.500          0.147         27.112          0.011
      1988       362             69.363             69.840            135.229            133.318            127.650            124.310            123.828          3.947          3.947          0.156        189.751        299.487          4.347         28.519           1.333          4.347          0.372          1.000          0.888          1.000          1.000          0.888          0.500          0.150         27.712          0.011
      1988       363             67.157             68.022            135.139            133.069            127.547            124.357            123.934          5.344          3.227          0.158        193.252        299.267          3.880         38.940           1.420          3.880          0.380          1.000          0.947          1.000          1.000          0.947          0.500          0.152         25.539          0.010
      1988       364             66.608             67.202            134.859            132.815            127.413            124.368            124.021          5.017          0.866          0.160        197.366        299.055          4.501         37.189           1.405          4.501          0.387          1.000          0.936          1.000          1.000          0.936          0.500          0.154         24.266          0.010
      1988       365             66.042             66.569            134.643            132.593            127.261            124.347            124.086          4.567          0.711          0.162        202.033        298.852          5.062         35.396           1.385          5.062          0.395          1.000          0.924          1.000          1.000          0.924          0.500          0.157         23.695          0.009
      1988       366             65.500             66.144            134.294            132.416            127.103            124.298            124.128          4.411          0.618          0.164        207.359        298.658          5.730         35.627           1.381          5.730          0.404          1.000          0.921          1.000          1.000          0.921          0.500          0.160         23.692          0.009
      1989         1             65.030             65.761            133.847            132.270            126.949            124.228            124.148          4.571          0.553          0.168        212.003        298.476          5.059         38.155           1.394          5.059          0.415          1.000          0.929          1.000          1.000          0.929          0.500          0.162         24.211          0.010
