Summary_file = sugar.sum
Title = Sugar Sample Simulation
           Date          esw()          no3()     residue_wt     irrigation            lai        biomass  green_biomass    swdef_photo    nfact_photo
     22/11/1988        203.641         64.207          0.193          0.000          3.027        573.283        570.805          1.000          1.000
     23/11/1988        212.856         62.109          0.248          0.000          3.131        588.097        585.108          1.000          1.000
     24/11/1988        212.504         60.497          0.299          0.000          3.238        603.334        600.374          1.000          1.000
     25/11/1988        205.352         57.803          0.585          0.000          3.345        637.328        634.398          1.000          1.000
     26/11/1988        208.066         55.895          0.855          0.000          3.444        653.042        650.141          1.000          1.000
     27/11/1988        199.634         53.048          1.114          0.000          3.541        684.899        682.027          1.000          1.000
     28/11/1988        191.741         50.408          1.365          0.000          3.643        710.729        707.886          1.000          1.000
     29/11/1988        184.548         47.815          1.609          0.000          3.742        737.587        734.592          1.000          1.000
     30/11/1988        178.127         45.233          1.866          0.000          3.846        765.012        761.736          1.000          1.000
     01/12/1988        172.048         42.583          2.149          0.000          3.952        792.697        789.136          1.000          1.000
     02/12/1988        174.201         40.538          2.421          0.000          4.059        810.219        806.374          1.000          1.000
     03/12/1988        172.139         38.687          2.710          0.000          4.151        827.939        823.855          1.000          1.000
     04/12/1988        169.065         36.837          3.012          0.000          4.247        845.822        841.494          1.000          1.000
     05/12/1988        160.791         33.964          3.336          0.000          4.339        881.286        876.671          1.000          1.000
     06/12/1988        158.782         31.930          3.670          0.000          4.434        899.486        894.597          1.000          1.000
     07/12/1988        151.679         29.042          4.030          0.000          4.526        934.703        929.555          1.000          1.000
     08/12/1988        163.974         26.930          4.386          0.000          4.613        953.207        947.817          1.000          1.000
     09/12/1988        166.319         24.990          4.753          0.000          4.710        971.828        966.164          1.000          1.000
     10/12/1988        179.625         23.083          5.132          0.000          4.804        990.588        984.664          1.000          1.000
     11/12/1988        171.806         20.114          5.539          0.000          4.895       1028.704       1021.928          1.000          1.000
     12/12/1988        176.853         18.001          5.999          0.000          4.987       1047.708       1040.366          1.000          1.000
     13/12/1988        216.941         15.828          6.497          0.000          5.063       1066.772       1058.976          1.000          1.000
     14/12/1988        228.566         13.734          7.021          0.000          5.147       1085.928       1077.631          1.000          1.000
     15/12/1988        223.082         11.280          7.591          0.000          5.239       1114.957       1106.107          1.000          1.000
     16/12/1988        221.988          9.196          8.177          0.000          5.321       1134.400       1124.430          1.000          1.000
     17/12/1988        213.229          6.387          8.876          0.000          5.405       1171.249       1160.150          1.000          1.000
     18/12/1988        203.031          3.960          9.692          0.000          5.489       1215.656       1203.426          1.000          1.000
     19/12/1988        192.509          2.715         10.620          0.000          5.571       1245.693       1232.392          1.000          1.000
     20/12/1988        177.996          2.079         11.669          0.000          5.655       1289.419       1275.023          1.000          1.000
     21/12/1988        175.639          1.781         12.771          0.000          5.739       1309.258       1293.768          1.000          1.000
     22/12/1988        168.259          1.619         13.985          0.000          5.823       1345.957       1328.856          1.000          1.000
     23/12/1988        162.307          1.554         15.366          0.000          5.910       1381.936       1363.299          1.000          1.000
     24/12/1988        156.894          1.538         16.903          0.000          5.993       1413.441       1393.361          1.000          1.000
     25/12/1988        149.980          1.537         18.595          0.000          6.073       1449.949       1428.517          1.000          1.000
     26/12/1988        146.828          1.563         20.381          0.000          6.158       1470.180       1447.292          1.000          1.000
     27/12/1988        145.956          1.572         22.189          0.000          6.245       1490.661       1466.300          1.000          1.000
     28/12/1988        145.164          1.577         24.045          0.000          6.285       1510.856       1481.723          1.000          1.000
     29/12/1988        181.819          1.291         26.012          0.000          6.338       1531.095       1499.154          1.000          1.000
     30/12/1988        198.476          1.057         28.183          0.000          6.390       1551.242       1516.559          1.000          1.000
     31/12/1988        211.893          0.888         30.542          0.000          6.445       1571.582       1533.874          1.000          1.000
     01/01/1989        215.504          0.788         33.111          0.000          6.499       1591.902       1551.222          1.000          1.000
     02/01/1989        212.653          0.769         35.877          0.000          6.554       1612.203       1568.394          1.000          1.000
     03/01/1989        200.415          0.811         38.951          0.000          6.560       1652.593       1601.312          1.000          1.000
     04/01/1989        192.106          0.865         42.772          0.000          6.589       1694.688       1637.898          1.000          1.000
     05/01/1989        183.934          0.922         47.142          0.000          6.617       1738.223       1675.841          1.000          1.000
     06/01/1989        174.413          0.988         52.093          0.000          6.645       1786.477       1718.659          1.000          1.000
     07/01/1989        165.622          1.067         57.587          0.000          6.669       1824.795       1751.698          1.000          1.000
     08/01/1989        158.673          1.147         63.627          0.000          6.692       1863.621       1785.134          1.000          1.000
     09/01/1989        153.465          1.228         70.223          0.000          6.707       1898.684       1814.933          1.000          1.000
     10/01/1989        147.303          1.298         77.379          0.000          6.726       1933.590       1844.939          1.000          1.000
     11/01/1989        145.181          1.362         84.851          0.000          6.719       1953.706       1860.814          1.000          1.000
     12/01/1989        160.640          1.263         90.802          0.000          6.710       1974.124       1876.836          1.000          1.000
     13/01/1989        151.065          1.226         97.231          0.000          6.737       2019.851       1917.923          1.000          1.000
     14/01/1989        156.429          1.190        103.599          0.000          6.722       2039.522       1932.543          1.000          1.000
     15/01/1989        159.121          1.145        110.221          0.000          6.706       2059.103       1946.904          1.000          1.000
     16/01/1989        152.385          1.136        117.404          0.000          6.729       2100.536       1983.222          1.000          1.000
     17/01/1989        186.765          0.968        124.517          0.000          6.715       2119.987       1997.845          1.000          1.000
     18/01/1989        203.352          0.839        131.832          0.000          6.699       2139.396       2012.241          1.000          1.000
     19/01/1989        195.067          0.802        139.663          0.000          6.720       2175.334       2044.019          1.000          1.000
     20/01/1989        185.987          0.818        147.963          0.000          6.723       2214.070       2075.282          1.000          1.000
     21/01/1989        175.420          0.842        157.172          0.000          6.727       2261.395       2114.880          1.000          1.000
     22/01/1989        165.817          0.887        167.346          0.000          6.731       2308.618       2153.854          1.000          1.000
     23/01/1989        154.483          0.943        178.560          0.000          6.735       2354.182       2191.145          1.000          1.000
     24/01/1989        146.046          1.017        190.806          0.000          6.739       2396.639       2225.807          1.000          1.000
     25/01/1989        157.398          1.024        200.382          0.000          6.709       2416.429       2238.009          1.000          1.000
     26/01/1989        175.240          0.942        210.341          0.000          6.681       2434.510       2249.518          1.000          1.000
     27/01/1989        185.891          0.854        220.565          0.000          6.639       2453.161       2259.916          1.000          1.000
     28/01/1989        183.327          0.815        231.212          0.000          6.608       2472.081       2271.827          1.000          1.000
     29/01/1989        175.170          0.808        242.630          0.000          6.609       2505.145       2298.237          1.000          1.000
     30/01/1989        167.434          0.814        254.932          0.000          6.610       2547.482       2334.034          1.000          1.000
     31/01/1989        158.683          0.836        268.150          0.000          6.610       2590.088       2369.900          1.000          1.000
     01/02/1989        169.862          0.820        279.619          0.000          6.586       2607.960       2382.032          1.000          1.000
     02/02/1989        188.069          0.738        292.165          0.000          6.563       2625.607       2394.330          1.000          1.000
     03/02/1989        213.653          0.654        307.768          0.000          6.520       2642.034       2403.430          1.000          1.000
     04/02/1989        220.133          0.597        324.581          0.000          6.472       2658.013       2411.738          1.000          1.000
     05/02/1989        229.489          0.546        342.247          0.000          6.429       2675.709       2421.883          1.000          1.000
     06/02/1989        220.754          0.539        360.600          0.000          6.426       2712.132       2450.795          1.000          1.000
     07/02/1989        218.640          0.547        378.674          0.000          6.377       2727.295       2458.489          1.000          1.000
     08/02/1989        210.774          0.568        396.570          0.000          6.375       2765.193       2488.794          1.000          1.000
     09/02/1989        201.045          0.594        414.253          0.000          6.376       2807.599       2523.915          1.000          1.000
     10/02/1989        234.241          0.540        431.864          0.000          6.329       2823.197       2532.327          1.000          1.000
     11/02/1989        226.719          0.542        451.952          0.000          6.329       2859.406       2561.659          1.000          1.000
     12/02/1989        218.050          0.561        472.418          0.000          6.329       2897.647       2593.355          1.000          1.000
     13/02/1989        210.178          0.580        492.911          0.000          6.326       2931.876       2620.891          1.000          1.000
     14/02/1989        215.716          0.563        513.208          0.000          6.292       2953.351       2635.450          1.000          1.000
     15/02/1989        217.640          0.555        535.432          0.000          6.261       2974.455       2649.372          1.000          1.000
     16/02/1989        210.412          0.581        558.783          0.000          6.303       3011.388       2679.608          1.000          1.000
     17/02/1989        212.563          0.580        582.220          0.000          6.261       3027.370       2688.491          1.000          1.000
     18/02/1989        202.156          0.600        606.632          0.000          6.261       3065.542       2719.801          1.000          1.000
     19/02/1989        191.843          0.626        630.884          0.000          6.261       3106.222       2754.217          1.000          1.000
     20/02/1989        181.095          0.660        655.060          0.000          6.261       3139.397       2781.522          1.000          1.000
     21/02/1989        167.691          0.705        679.338          0.000          6.261       3179.281       2815.267          1.000          1.000
     22/02/1989        169.810          0.756        703.644          0.000          6.219       3194.371       2823.440          1.000          1.000
     23/02/1989        207.807          0.671        728.785          0.000          6.179       3208.075       2830.895          1.000          1.000
     24/02/1989        224.731          0.612        757.224          0.000          6.148       3226.047       2842.617          1.000          1.000
     25/02/1989        259.776          0.504        786.849          0.000          6.109       3240.814       2851.049          1.000          1.000
     26/02/1989        259.329          0.457        817.357          0.000          6.107       3256.098       2860.283          1.000          1.000
     27/02/1989        278.294          0.378        848.905          0.000          6.079       3275.292       2873.370          1.000          1.000
     28/02/1989        278.223          0.356        881.279          0.000          6.042       3288.662       2881.167          1.000          1.000
     01/03/1989        284.176          0.319        914.349          0.000          5.995       3296.562       2883.802          1.000          1.000
     02/03/1989        281.698          0.325        948.190          0.000          5.960       3310.057       2891.966          1.000          1.000
     03/03/1989        285.174          0.315        982.455          0.000          5.907       3316.995       2893.174          1.000          1.000
     04/03/1989        288.725          0.308       1017.529          0.000          5.861       3327.951       2898.233          1.000          1.000
     05/03/1989        316.524          0.249       1053.302          0.000          5.832       3344.396       2909.482          1.000          1.000
     06/03/1989        355.156          0.203       1089.630          0.000          5.791       3358.202       2917.252          1.000          1.000
     07/03/1989        362.924          0.183       1126.403          0.000          5.803       3372.104       2925.429          1.000          1.000
     08/03/1989        366.002          0.189       1163.618          0.000          5.763       3384.183       2932.180          1.000          1.000
     09/03/1989        389.260          0.176       1201.426          0.000          5.715       3390.492       2933.759          1.000          1.000
     10/03/1989        395.202          0.172       1239.874          0.000          5.672       3401.070       2939.097          1.000          1.000
     11/03/1989        404.164          0.171       1278.897          0.000          5.651       3419.252       2952.834          1.000          1.000
     12/03/1989        405.026          0.171       1318.499          0.000          5.615       3431.201       2960.186          1.000          1.000
     13/03/1989        403.751          0.172       1358.731          0.000          5.586       3447.278       2971.406          1.000          1.000
     14/03/1989        403.565          0.174       1399.454          0.000          5.565       3467.181       2986.471          1.000          1.000
     15/03/1989        393.622          0.229       1440.462          0.000          5.561       3496.340       3010.338          1.000          1.000
     16/03/1989        383.178          0.281       1481.364          0.000          5.558       3525.642       3034.570          1.000          1.000
     17/03/1989        373.045          0.319       1522.041          0.000          5.557       3554.916       3059.015          1.000          1.000
     18/03/1989        371.898          0.323       1562.583          0.000          5.510       3564.271       3063.289          1.000          1.000
     19/03/1989        389.461          0.271       1604.016          0.000          5.486       3582.481       3076.767          1.000          1.000
     20/03/1989        404.240          0.214       1646.604          0.000          5.457       3598.460       3088.248          1.000          1.000
     21/03/1989        404.729          0.189       1689.837          0.000          5.437       3616.901       3102.556          1.000          1.000
     22/03/1989        404.799          0.176       1733.702          0.000          5.399       3627.220       3108.779          1.000          1.000
     23/03/1989        400.326          0.188       1778.137          0.000          5.375       3645.775       3122.712          1.000          1.000
     24/03/1989        389.737          0.244       1823.024          0.000          5.377       3674.305       3147.532          1.000          1.000
     25/03/1989        379.262          0.285       1867.770          0.000          5.378       3702.515       3171.899          1.000          1.000
     26/03/1989        374.429          0.307       1912.336          0.000          5.342       3712.174       3177.960          1.000          1.000
     27/03/1989        367.948          0.322       1957.094          0.000          5.315       3724.748       3187.281          1.000          1.000
     28/03/1989        357.593          0.340       2002.012          0.000          5.316       3753.962       3213.137          1.000          1.000
     29/03/1989        347.164          0.354       2047.016          0.000          5.317       3782.800       3238.384          1.000          1.000
     30/03/1989        373.869          0.288       2092.027          0.000          5.293       3798.280       3250.452          1.000          1.000
     31/03/1989        385.980          0.236       2138.982          0.000          5.305       3813.425       3263.872          1.000          1.000
     01/04/1989        404.443          0.192       2186.353          0.000          5.281       3826.680       3275.472          1.000          1.000
     02/04/1989        394.709          0.217       2233.857          0.000          5.274       3850.217       3296.875          1.000          1.000
     03/04/1989        387.889          0.258       2281.059          0.000          5.276       3876.648       3321.438          1.000          1.000
     04/04/1989        387.771          0.262       2328.087          0.000          5.241       3884.874       3328.139          1.000          1.000
     05/04/1989        390.412          0.245       2375.867          0.000          5.219       3899.268       3340.897          1.000          1.000
     06/04/1989        406.054          0.193       2424.279          0.000          5.187       3906.548       3347.224          1.000          1.000
     07/04/1989        406.219          0.168       2473.027          0.000          5.151       3911.052       3351.131          1.000          1.000
     08/04/1989        403.742          0.170       2522.130          0.000          5.130       3914.818       3356.472          1.000          1.000
     09/04/1989        405.341          0.158       2571.417          0.000          5.110       3921.900       3364.511          1.000          1.000
     10/04/1989        404.072          0.155       2620.724          0.000          5.101       3933.781       3377.394          1.000          1.000
     11/04/1989        405.252          0.153       2670.064          0.000          5.075       3937.427       3382.056          1.000          1.000
     12/04/1989        396.219          0.188       2719.352          0.000          5.099       3959.399       3405.215          1.000          1.000
     13/04/1989        387.104          0.234       2768.122          0.000          5.111       3981.187       3427.899          1.000          1.000
     14/04/1989        378.057          0.265       2816.161          0.000          5.120       4002.198       3449.635          1.000          1.000
     15/04/1989        374.183          0.280       2863.563          0.000          5.101       4011.959       3459.853          1.000          1.000
     16/04/1989        370.066          0.288       2910.749          0.000          5.103       4029.349       3477.859          1.000          1.000
     17/04/1989        371.833          0.273       2957.856          0.000          5.097       4038.822       3488.869          1.000          1.000
     18/04/1989        368.735          0.275       3005.476          0.000          5.073       4042.234       3493.309          1.000          1.000
     19/04/1989        364.962          0.271       3052.982          0.000          5.083       4061.109       3513.211          1.000          1.000
     20/04/1989        360.994          0.279       3100.495          0.000          5.066       4068.540       3521.458          1.000          1.000
     21/04/1989        354.029          0.289       3147.589          0.000          5.085       4091.792       3545.647          1.000          1.000
     22/04/1989        350.480          0.298       3194.084          0.000          5.078       4102.797       3557.655          1.000          1.000
     23/04/1989        377.568          0.239       3240.479          0.000          5.121       4117.388       3572.636          1.000          1.000
     24/04/1989        389.855          0.190       3287.702          0.000          5.126       4126.381       3584.198          1.000          1.000
     25/04/1989        405.831          0.157       3335.121          0.000          5.091       4129.588       3586.642          1.000          1.000
     26/04/1989        394.241          0.175       3382.890          0.000          5.098       4156.924       3613.639          1.000          1.000
     27/04/1989        383.459          0.214       3430.494          0.000          5.104       4180.215       3636.329          1.000          1.000
     28/04/1989        374.159          0.244       3477.666          0.000          5.112       4204.149       3659.163          1.000          1.000
     29/04/1989        360.454          0.269       3524.462          0.000          5.119       4232.566       3686.654          1.000          1.000
     30/04/1989        354.754          0.294       3570.485          0.000          5.107       4245.603       3699.082          1.000          1.000
     01/05/1989        351.719          0.299       3615.845          0.000          5.094       4257.320       3710.394          1.000          1.000
     02/05/1989        346.731          0.312       3661.675          0.000          5.075       4267.494       3719.901          1.000          1.000
     03/05/1989        337.562          0.319       3707.675          0.000          5.082       4293.635       3745.708          1.000          1.000
     04/05/1989        329.331          0.324       3753.408          0.000          5.088       4318.854       3771.081          1.000          1.000
     05/05/1989        322.911          0.331       3798.915          0.000          5.103       4334.998       3789.239          1.000          1.000
     06/05/1989        330.507          0.310       3844.216          0.000          5.077       4337.733       3792.667          1.000          1.000
     07/05/1989        325.049          0.315       3890.771          0.000          5.074       4349.658       3805.666          1.000          1.000
     08/05/1989        337.349          0.284       3937.265          0.000          5.044       4352.311       3808.703          1.000          1.000
     09/05/1989        345.291          0.266       3984.790          0.000          5.015       4354.925       3811.765          1.000          1.000
     10/05/1989        353.402          0.242       4032.484          0.000          5.006       4364.749       3822.377          1.000          1.000
     11/05/1989        356.333          0.222       4080.159          0.000          5.022       4386.866       3845.328          1.000          1.000
     12/05/1989        355.100          0.236       4127.701          0.000          4.995       4389.376       3848.469          1.000          1.000
     13/05/1989        356.812          0.232       4175.008          0.000          4.978       4396.381       3856.479          1.000          1.000
     14/05/1989        356.361          0.230       4222.481          0.000          4.974       4402.920       3865.456          1.000          1.000
     15/05/1989        362.575          0.220       4269.771          0.000          4.959       4405.348       3870.144          1.000          1.000
     16/05/1989        383.542          0.172       4316.993          0.000          4.942       4407.761       3874.640          1.000          1.000
     17/05/1989        382.309          0.165       4364.145          0.000          4.932       4411.642       3880.898          1.000          1.000
     18/05/1989        376.881          0.187       4411.216          0.000          4.948       4427.760       3899.353          1.000          1.000
     19/05/1989        369.961          0.207       4457.819          0.000          4.970       4451.854       3925.605          1.000          1.000
     20/05/1989        375.138          0.199       4503.917          0.000          4.963       4459.292       3934.972          1.000          1.000
     21/05/1989        377.012          0.196       4550.216          0.000          4.972       4473.197       3950.963          1.000          1.000
     22/05/1989        374.643          0.202       4596.347          0.000          4.961       4476.686       3956.766          1.000          1.000
     23/05/1989        406.397          0.151       4642.204          0.000          4.953       4482.319       3964.529          1.000          1.000
     24/05/1989        403.424          0.141       4688.060          0.000          4.921       4484.666       3967.110          1.000          1.000
     25/05/1989        405.834          0.124       4734.220          0.000          4.907       4493.866       3976.985          1.000          1.000
     26/05/1989        402.976          0.119       4780.467          0.000          4.914       4515.790       3999.513          1.000          1.000
     27/05/1989        398.815          0.135       4826.672          0.000          4.921       4537.160       4021.594          1.000          1.000
     28/05/1989        390.055          0.169       4872.733          0.000          4.926       4561.621       4047.369          1.000          1.000
     29/05/1989        382.779          0.194       4918.284          0.000          4.933       4583.202       4069.753          1.000          1.000
     30/05/1989        376.459          0.207       4963.281          0.000          4.939       4598.978       4086.726          1.000          1.000
     31/05/1989        369.653          0.218       5007.971          0.000          4.942       4612.595       4101.704          1.000          1.000
     01/06/1989        361.957          0.224       5052.350          0.000          4.948       4629.640       4119.952          1.000          1.000
     02/06/1989        354.357          0.230       5096.309          0.000          4.953       4649.027       4140.739          1.000          1.000
     03/06/1989        347.149          0.236       5139.791          0.000          4.959       4667.807       4160.633          1.000          1.000
     04/06/1989        340.505          0.239       5182.813          0.000          4.965       4686.554       4180.382          1.000          1.000
     05/06/1989        349.258          0.222       5225.557          0.000          4.945       4688.757       4183.856          1.000          1.000
     06/06/1989        374.702          0.184       5269.862          0.000          4.922       4690.950       4186.949          1.000          1.000
     07/06/1989        370.025          0.186       5314.814          0.000          4.924       4699.101       4197.325          1.000          1.000
     08/06/1989        364.750          0.191       5359.705          0.000          4.931       4717.563       4217.002          1.000          1.000
     09/06/1989        358.851          0.194       5404.458          0.000          4.939       4741.302       4241.153          1.000          1.000
     10/06/1989        357.405          0.194       5448.963          0.000          4.915       4743.483       4244.138          1.000          1.000
     11/06/1989        354.222          0.192       5493.262          0.000          4.907       4746.302       4249.268          1.000          1.000
     12/06/1989        350.345          0.188       5537.281          0.000          4.911       4752.933       4258.876          1.000          1.000
     13/06/1989        343.947          0.184       5580.960          0.000          4.915       4769.219       4277.617          1.000          1.000
     14/06/1989        339.135          0.181       5624.278          0.000          4.918       4782.188       4291.717          1.000          1.000
     15/06/1989        335.023          0.182       5667.334          0.000          4.913       4794.252       4304.207          1.000          1.000
     16/06/1989        330.592          0.191       5710.083          0.000          4.911       4809.048       4319.162          1.000          1.000
     17/06/1989        328.821          0.201       5752.204          0.000          4.913       4823.021       4333.888          1.000          1.000
     18/06/1989        324.758          0.212       5793.871          0.000          4.938       4841.870       4355.177          1.000          1.000
     19/06/1989        322.143          0.222       5834.802          0.000          4.927       4845.219       4360.584          1.000          1.000
     20/06/1989        318.297          0.227       5875.342          0.000          4.935       4855.286       4373.018          1.000          1.000
     21/06/1989        315.584          0.228       5915.651          0.000          4.939       4862.561       4382.934          1.000          1.000
     22/06/1989        310.630          0.226       5955.960          0.000          4.948       4883.334       4407.386          1.000          1.000
     23/06/1989        305.810          0.222       5996.266          0.000          4.957       4902.905       4430.430          1.000          1.000
     24/06/1989        302.234          0.220       6036.613          0.000          4.971       4917.264       4447.513          1.000          1.000
     25/06/1989        298.931          0.217       6076.936          0.000          4.983       4929.093       4462.464          1.000          1.000
     26/06/1989        296.576          0.215       6117.239          0.000          4.998       4951.267       4487.156          1.000          1.000
     27/06/1989        294.695          0.215       6157.423          0.000          5.011       4961.147       4499.761          1.000          1.000
     28/06/1989        296.431          0.214       6197.361          0.000          5.026       4973.567       4514.646          1.000          1.000
     29/06/1989        313.529          0.194       6237.145          0.000          5.044       4988.938       4532.063          1.000          1.000
     30/06/1989        311.734          0.195       6278.174          0.000          5.049       4998.865       4543.888          1.000          1.000
     01/07/1989        311.205          0.196       6318.854          0.000          5.039       5001.833       4548.787          1.000          1.000
     02/07/1989        312.044          0.198       6358.928          0.000          5.049       5013.481       4562.509          1.000          1.000
     03/07/1989        309.599          0.203       6398.658          0.000          5.076       5029.582       4581.387          1.000          1.000
     04/07/1989        307.122          0.209       6437.400          0.000          5.101       5050.851       4605.114          1.000          1.000
     05/07/1989        311.960          0.206       6475.363          0.000          5.108       5060.122       4616.681          1.000          1.000
     06/07/1989        313.985          0.203       6513.796          0.000          5.122       5072.108       4631.013          1.000          1.000
     07/07/1989        311.011          0.209       6552.229          0.000          5.147       5096.863       4658.163          1.000          1.000
     08/07/1989        337.111          0.181       6590.163          0.000          5.153       5103.766       4667.643          1.000          1.000
     09/07/1989        344.570          0.161       6628.629          0.000          5.176       5122.490       4688.794          1.000          1.000
     10/07/1989        375.127          0.129       6667.110          0.000          5.186       5134.146       4702.413          1.000          1.000
     11/07/1989        372.347          0.136       6705.401          0.000          5.213       5155.292       4725.680          1.000          1.000
     12/07/1989        371.118          0.151       6743.239          0.000          5.227       5166.997       4739.690          1.000          1.000
     13/07/1989        367.713          0.161       6780.783          0.000          5.252       5188.691       4763.609          1.000          1.000
     14/07/1989        364.826          0.169       6817.811          0.000          5.261       5198.113       4775.324          1.000          1.000
     15/07/1989        360.615          0.171       6854.373          0.000          5.278       5218.123       4797.130          1.000          1.000
     16/07/1989        357.327          0.171       6890.639          0.000          5.297       5233.846       4814.737          1.000          1.000
     17/07/1989        353.484          0.170       6926.586          0.000          5.316       5252.156       4835.105          1.000          1.000
     18/07/1989        349.027          0.169       6962.196          0.000          5.332       5265.431       4850.484          1.000          1.000
     19/07/1989        344.709          0.165       6997.474          0.000          5.343       5275.163       4863.173          1.000          1.000
     20/07/1989        341.380          0.159       7032.498          0.000          5.348       5278.008       4869.118          1.000          1.000
     21/07/1989        335.913          0.153       7067.445          0.000          5.358       5296.357       4890.402          1.000          1.000
     22/07/1989        330.375          0.151       7102.271          0.000          5.371       5314.261       4910.857          1.000          1.000
     23/07/1989        324.862          0.152       7136.883          0.000          5.388       5330.426       4929.066          1.000          1.000
     24/07/1989        319.363          0.158       7171.229          0.000          5.405       5348.888       4949.639          1.000          1.000
     25/07/1989        313.758          0.168       7205.066          0.000          5.416       5369.521       4973.015          1.000          1.000
     26/07/1989        307.049          0.177       7238.271          0.000          5.427       5396.962       5003.188          1.000          1.000
     27/07/1989        302.934          0.186       7270.941          0.000          5.440       5411.301       5019.937          1.000          1.000
     28/07/1989        298.913          0.190       7303.277          0.000          5.456       5434.353       5045.104          1.000          1.000
     29/07/1989        295.331          0.193       7335.493          0.000          5.475       5462.310       5074.811          1.000          1.000
     30/07/1989        291.927          0.201       7367.598          0.000          5.497       5483.531       5097.417          1.000          1.000
     31/07/1989        288.048          0.210       7399.345          0.000          5.503       5499.056       5113.745          1.000          1.000
     01/08/1989        284.349          0.219       7430.807          0.000          5.513       5513.873       5129.572          1.000          1.000
     02/08/1989        280.180          0.230       7461.918          0.000          5.524       5535.438       5152.005          1.000          1.000
     03/08/1989        276.494          0.241       7492.676          0.000          5.536       5560.400       5177.402          1.000          1.000
     04/08/1989        272.408          0.250       7523.128          0.000          5.547       5579.083       5196.979          1.000          1.000
     05/08/1989        267.219          0.260       7553.396          0.000          5.557       5605.628       5224.358          1.000          1.000
     06/08/1989        262.333          0.272       7583.416          0.000          5.568       5631.257       5250.890          1.000          1.000
     07/08/1989        258.540          0.283       7613.188          0.000          5.577       5647.842       5268.541          1.000          1.000
     08/08/1989        255.786          0.289       7642.791          0.000          5.586       5665.855       5287.821          1.000          1.000
     09/08/1989        251.190          0.291       7672.430          0.000          5.592       5691.163       5315.392          1.000          1.000
     10/08/1989        246.831          0.292       7702.152          0.000          5.599       5715.272       5341.368          1.000          1.000
     11/08/1989        243.381          0.292       7732.019          0.000          5.607       5745.500       5372.861          1.000          1.000
     12/08/1989        238.859          0.293       7762.049          0.000          5.617       5773.254       5401.737          1.000          1.000
     13/08/1989        234.702          0.297       7792.091          0.000          5.625       5797.180       5427.143          1.000          1.000
     14/08/1989        230.432          0.305       7821.982          0.000          5.633       5820.520       5451.767          1.000          1.000
     15/08/1989        228.119          0.315       7851.571          0.000          5.642       5841.599       5473.277          1.000          1.000
     16/08/1989        225.184          0.327       7880.948          0.000          5.652       5865.228       5496.840          1.000          1.000
     17/08/1989        220.859          0.336       7910.059          0.000          5.660       5889.394       5521.607          1.000          1.000
     18/08/1989        216.082          0.347       7938.947          0.000          5.668       5917.267       5550.307          1.000          1.000
     19/08/1989        210.514          0.359       7967.575          0.000          5.675       5941.556       5575.792          1.000          1.000
     20/08/1989        206.812          0.373       7995.932          0.000          5.682       5964.131       5599.260          1.000          1.000
     21/08/1989        202.356          0.386       8024.106          0.000          5.691       5987.047       5622.510          1.000          1.000
     22/08/1989        196.023          0.399       8052.184          0.000          5.700       6018.520       5654.415          1.000          1.000
     23/08/1989        256.488          0.319       8080.424         65.689          5.709       6043.394       5679.630          1.000          1.000
     24/08/1989        252.368          0.305       8110.739          0.000          5.718       6064.236       5700.680          1.000          1.000
     25/08/1989        247.158          0.302       8140.758          0.000          5.727       6089.974       5726.797          1.000          1.000
     26/08/1989        246.323          0.305       8169.755          0.000          5.728       6105.592       5741.994          1.000          1.000
     27/08/1989        242.217          0.310       8198.066          0.000          5.739       6127.908       5764.023          1.000          1.000
     28/08/1989        239.653          0.316       8226.007          0.000          5.749       6151.463       5787.448          1.000          1.000
     29/08/1989        240.464          0.321       8253.827          0.000          5.752       6162.247       5799.058          1.000          1.000
     30/08/1989        249.040          0.316       8281.540          0.000          5.740       6171.209       5807.892          1.000          1.000
     31/08/1989        245.043          0.318       8309.840          0.000          5.760       6195.153       5831.903          1.000          1.000
     01/09/1989        240.571          0.325       8337.508          0.000          5.780       6218.509       5855.384          1.000          1.000
     02/09/1989        234.720          0.337       8364.788          0.000          5.799       6248.285       5885.525          1.000          1.000
     03/09/1989        230.999          0.351       8391.644          0.000          5.816       6274.322       5912.153          1.000          1.000
     04/09/1989        229.420          0.361       8418.227          0.000          5.834       6296.555       5934.822          1.000          1.000
     05/09/1989        224.292          0.363       8444.827          0.000          5.849       6324.313       5963.552          1.000          1.000
     06/09/1989        219.568          0.365       8471.521          0.000          5.862       6349.468       5989.980          1.000          1.000
     07/09/1989        213.342          0.367       8498.376          0.000          5.876       6379.261       6020.896          1.000          1.000
     08/09/1989        208.231          0.374       8525.344          0.000          5.890       6408.808       6051.473          1.000          1.000
     09/09/1989        208.549          0.380       8552.304          0.000          5.911       6426.476       6070.219          1.000          1.000
     10/09/1989        203.010          0.387       8579.183          0.000          5.929       6455.018       6099.737          1.000          1.000
     11/09/1989        197.962          0.400       8605.870          0.000          5.949       6481.943       6127.268          1.000          1.000
     12/09/1989        192.393          0.418       8632.177          0.000          5.970       6510.792       6156.485          1.000          1.000
     13/09/1989        185.625          0.437       8658.073          0.000          5.986       6538.892       6185.731          1.000          1.000
     14/09/1989        179.696          0.461       8683.550          0.000          6.002       6566.477       6214.198          1.000          1.000
     15/09/1989        174.586          0.487       8708.602          0.000          6.021       6593.633       6241.824          1.000          1.000
     16/09/1989        167.594          0.510       8733.315          0.000          6.037       6622.567       6271.595          1.000          1.000
