Summary_file = P40N25c_h.sum
Title = P40N25
      year       day           date   sum@met_rain sum@soilwat2_runoff sum@soilwat2_drain        labile_p(1)        labile_p(2)        labile_p(3)        labile_p(4)        labile_p(5)        labile_p(6)        labile_p(7)        labile_p(8)        labile_p(9)       labile_p(10)      rock_p(1)       fom_p(1)          no3()          nh4()       fom_n(1)       fom_c(1)      biom_n(1)       hum_n(1) sum@soilwat2_es              sw(1)              sw(2)              sw(3)              sw(4)              sw(5)              sw(6)              sw(7)              sw(8)              sw(9)             sw(10)       sw_dep()            esw   surfaceom_wt   surfaceom_wt avg@maize_swdef_photo avg@maize_nfact_photo avg@maize_pfact_photo flowering_date          yield        biomass       p_uptake       n_uptake     root_depth        root_wt             no3(1)             no3(2)             no3(3)             no3(4)             no3(5)             no3(6)             no3(7)             no3(8)             no3(9)            no3(10)   unavail_p(1)        N_leach           flag      crop_year           crop
    (year)     (day)             ()           (mm)                (mm)               (mm)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)           (mm)           (mm)        (kg/ha)        (kg/ha)                    ()                    ()                    ()          (doy)        (kg/ha)        (kg/ha)        (g/m^2)         (g/m2)           (mm)        (g/m^2)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)        (kg/ha)        (kg/ha)            (?)            (?)            (?)
      1962        98     08/04/1962        873.400              44.282            342.089             29.136              2.943              2.156              2.140              1.337              1.292              1.245              1.219              1.200              1.189          0.000          0.568          2.565          0.858          4.229        319.813         97.406       1306.496         430.945              0.265              0.282              0.290              0.296              0.298              0.299              0.300              0.297              0.300              0.300        501.696        113.696          0.777          0.777                 0.370                 0.261                 0.993             39       1654.993       6507.502          0.978          4.342       1700.000         98.475              1.544              0.315              0.158              0.104              0.052              0.034              0.031              0.018              0.035              0.275        182.726          6.879              ?              ?              ?
      1963        95     05/04/1963       1051.300             159.734            493.962             31.714              2.992              2.155              2.135              1.290              1.259              1.226              1.188              1.175              1.167          0.000          0.748          2.422          0.638          4.913        381.889         99.249       1306.191         380.856              0.217              0.280              0.285              0.282              0.278              0.283              0.291              0.297              0.300              0.300        484.515         96.515          0.871          0.871                 0.387                 0.243                 1.000             33       1277.524       6379.593          0.872          4.083       1700.000         96.837              1.636              0.369              0.145              0.101              0.055              0.025              0.021              0.009              0.013              0.048        191.213         11.147              ?              ?              ?
      1964       102     11/04/1964        670.000              40.349            244.236             32.818              3.005              2.188              2.162              1.318              1.255              1.221              1.188              1.183              1.172          0.000          1.324          2.214          0.470          8.474        647.993        113.428       1307.090         336.756              0.124              0.212              0.232              0.242              0.252              0.263              0.279              0.292              0.298              0.300        442.203         61.774          5.454          5.454                 0.352                 0.223                 0.967             47       1846.177       5489.491          0.505          3.314       1700.000         89.877              1.344              0.312              0.164              0.124              0.069              0.035              0.035              0.026              0.018              0.085        200.601          3.016              ?              ?              ?
      1965       106     16/04/1965        903.200              89.837            474.963             33.346              2.989              2.196              2.151              1.296              1.244              1.223              1.191              1.172              1.164          0.000          0.892          3.149          0.449          7.272        585.290        113.000       1307.500         341.849              0.134              0.218              0.234              0.242              0.249              0.258              0.274              0.288              0.297              0.300        440.070         58.653          2.792          2.792                 0.386                 0.241                 0.629             46       1255.775       5332.940          0.589          3.081       1700.000         88.183              1.849              0.320              0.150              0.106              0.069              0.040              0.039              0.016              0.035              0.525        209.039         16.370              ?              ?              ?
      1966       105     15/04/1966        830.000              47.719            381.899             30.609              2.907              2.143              2.099              1.272              1.248              1.224              1.183              1.169              1.161          0.000          0.795          2.124          0.820          7.003        581.034        111.420       1307.924         333.027              0.226              0.286              0.294              0.299              0.300              0.300              0.300              0.301              0.301              0.302        501.219        113.219          2.475          2.475                 0.382                 0.289                 0.986             44       1737.543       6230.394          0.960          4.242       1700.000         92.208              1.271              0.302              0.182              0.163              0.072              0.037              0.029              0.018              0.015              0.037        217.018          7.170              ?              ?              ?
      1967       127     07/05/1967        841.400              48.914            389.032             32.526              3.035              2.185              2.148              1.302              1.268              1.238              1.193              1.178              1.171          0.000          0.708          2.930          0.607          5.162        411.359        110.070       1308.474         405.749              0.143              0.223              0.240              0.249              0.255              0.262              0.276              0.290              0.297              0.300        446.195         63.902          2.758          2.758                 0.355                 0.242                 0.990             68       2186.920       7073.665          0.724          4.577       1700.000        114.068              1.959              0.283              0.129              0.087              0.051              0.028              0.026              0.009              0.030              0.327        225.990         17.092              ?              ?              ?
      1968       108     17/04/1968        654.300              40.953            239.924             32.345              3.081              2.212              2.166              1.270              1.211              1.191              1.157              1.158              1.149          0.000          0.804          2.715          0.538          8.134        664.734        117.570       1309.379         336.833              0.131              0.217              0.234              0.243              0.252              0.262              0.278              0.291              0.298              0.300        442.918         61.817          7.132          7.132                 0.386                 0.241                 0.876             50       1750.102       5652.709          0.626          3.417       1700.000         93.964              1.745              0.296              0.138              0.129              0.075              0.043              0.038              0.023              0.031              0.198        233.125          6.451              ?              ?              ?
      1969        87     28/03/1969        654.000              20.349            229.021             30.710              3.000              2.172              2.146              1.256              1.214              1.183              1.146              1.132              1.125          0.000          0.610          2.736          0.735          6.479        538.543        111.498       1309.859         338.934              0.289              0.292              0.289              0.294              0.297              0.298              0.300              0.300              0.300              0.300        504.656        116.656          1.279          1.279                 0.386                 0.257                 0.996             31       2268.887       6603.619          1.123          4.647       1700.000        103.310              1.867              0.353              0.123              0.079              0.044              0.029              0.027              0.013              0.023              0.180        238.997          6.261              ?              ?              ?
      1970       105     15/04/1970        970.700              59.788            436.694             33.891              3.063              2.161              2.139              1.257              1.225              1.192              1.144              1.130              1.122          0.000          0.728          3.816          0.535          5.855        472.909        115.659       1310.788         456.275              0.225              0.202              0.207              0.208              0.213              0.224              0.256              0.279              0.293              0.299        417.575         29.575          0.947          0.947                 0.352                 0.217                 0.999             46       1375.744       6215.871          0.624          3.690       1700.000        102.503              2.473              0.326              0.119              0.089              0.058              0.037              0.041              0.017              0.073              0.582        245.922         15.579              ?              ?              ?
      1971        87     28/03/1971        706.200              52.546            284.070             34.178              2.879              2.055              2.002              1.152              1.158              1.154              1.123              1.119              1.112          0.000          0.748          2.586          0.582          7.670        636.307        117.850       1311.664         332.894              0.173              0.252              0.267              0.277              0.284              0.289              0.295              0.299              0.300              0.300        478.183         92.867          4.825          4.825                 0.386                 0.234                 0.994             29       1489.479       5666.629          0.744          3.518       1700.000         90.863              1.800              0.305              0.135              0.114              0.069              0.041              0.035              0.018              0.014              0.054        251.371          3.658              ?              ?              ?
      1972        91     31/03/1972        913.200              85.922            360.208             32.271              2.915              2.111              2.105              1.241              1.209              1.171              1.127              1.111              1.106          0.000          0.637          2.698          0.711          5.713        476.301        114.107       1312.458         392.951              0.292              0.301              0.306              0.306              0.306              0.306              0.306              0.306              0.306              0.306        518.298        130.298          1.831          1.831                 0.369                 0.242                 0.993             31       2554.361       7063.133          1.075          4.558       1700.000        110.936              0.877              0.574              0.409              0.411              0.201              0.095              0.053              0.025              0.016              0.038        256.951          5.023              ?              ?              ?
      1973       105     15/04/1973        636.100              19.567            209.790             32.373              2.855              2.116              2.121              1.268              1.226              1.191              1.141              1.128              1.119          0.000          0.598          2.834          0.657          5.316        439.822        111.666       1312.789         344.477              0.194              0.251              0.263              0.271              0.274              0.274              0.273              0.284              0.295              0.299        464.892         77.515          7.190          7.190                 0.350                 0.270                 0.963             50       1986.572       6510.987          0.873          4.458       1700.000        101.633              1.878              0.254              0.111              0.084              0.055              0.037              0.042              0.037              0.047              0.289        263.295          7.598              ?              ?              ?
      1974        98     08/04/1974       1186.900              84.318            603.996             34.122              3.162              2.184              2.155              1.218              1.172              1.144              1.118              1.104              1.099          0.000          0.607          1.936          1.012          5.747        464.804        105.503       1312.792         433.883              0.250              0.283              0.290              0.296              0.298              0.299              0.300              0.300              0.300              0.300        500.818        112.818          0.204          0.204                 0.392                 0.273                 1.000             38       1154.394       6213.801          0.826          4.246       1700.000         91.253              1.397              0.212              0.084              0.063              0.042              0.029              0.028              0.014              0.014              0.054        268.104         15.383              ?              ?              ?
      1975        87     28/03/1975       1165.200             173.684            524.009             34.451              2.972              2.106              2.108              1.218              1.193              1.158              1.108              1.097              1.092          0.000          0.751          2.214          0.586          5.965        445.294        107.451       1313.195         429.548              0.184              0.263              0.276              0.285              0.291              0.295              0.298              0.300              0.300              0.300        485.975         99.609          0.564          0.564                 0.379                 0.240                 1.000             29       1925.872       6159.914          0.898          4.188       1700.000         95.761              1.611              0.220              0.093              0.079              0.053              0.035              0.030              0.012              0.016              0.066        272.422         14.402              ?              ?              ?
      1976       103     12/04/1976        801.900              36.230            290.190             32.425              3.010              2.144              2.132              1.234              1.203              1.162              1.110              1.101              1.096          0.000          0.481          2.151          0.772          3.836        301.270         97.070       1312.321         388.656              0.281              0.296              0.302              0.301              0.300              0.297              0.299              0.300              0.300              0.300        507.159        119.159          0.797          0.797                 0.357                 0.233                 1.000             43       1962.259       7283.331          1.123          5.007       1700.000        117.651              1.302              0.406              0.131              0.068              0.036              0.024              0.024              0.011              0.016              0.134        277.393          7.938              ?              ?              ?
      1977       112     22/04/1977       1122.500             143.059            519.218             32.352              2.998              2.152              2.131              1.225              1.194              1.164              1.112              1.107              1.100          0.000          0.711          2.229          0.633          4.957        374.427         97.625       1311.748         425.924              0.185              0.263              0.274              0.282              0.287              0.291              0.297              0.299              0.300              0.300        483.419         96.913          0.377          0.377                 0.360                 0.239                 0.988             51       2180.970       6688.311          1.039          4.637       1700.000         96.257              1.701              0.189              0.084              0.067              0.048              0.033              0.035              0.029              0.015              0.029        282.087          7.176              ?              ?              ?
      1978        97     07/04/1978       1159.600             109.509            575.195             31.702              3.098              2.177              2.157              1.226              1.187              1.159              1.113              1.092              1.087          0.000          0.460          2.291          0.810          3.238        254.665         87.842       1309.938         397.187              0.239              0.287              0.294              0.298              0.299              0.300              0.300              0.300              0.300              0.300        501.686        113.686          0.359          0.359                 0.371                 0.250                 1.000             40       2577.367       7250.009          1.256          5.152       1700.000        113.521              1.569              0.332              0.129              0.088              0.050              0.032              0.029              0.017              0.016              0.028        286.005          9.321              ?              ?              ?
      1979       108     18/04/1979        678.800              17.963            199.964             34.270              2.936              2.108              2.107              1.218              1.192              1.153              1.105              1.093              1.086          0.000          0.874          2.276          0.521          5.543        427.988         96.039       1309.561         388.798              0.214              0.262              0.272              0.281              0.286              0.291              0.296              0.299              0.300              0.300        485.557         97.557          2.007          2.007                 0.354                 0.221                 0.995             49        812.995       6447.142          0.783          3.751       1700.000        103.603              1.563              0.204              0.081              0.064              0.043              0.031              0.032              0.023              0.025              0.209        289.673          4.764              ?              ?              ?
      1980        82     22/03/1980        661.100              27.135            272.129             35.991              3.033              2.145              2.112              1.182              1.152              1.130              1.099              1.077              1.071          0.000          1.108          2.439          0.530          7.116        537.605        103.972       1309.753         328.652              0.195              0.265              0.276              0.284              0.289              0.293              0.298              0.299              0.300              0.300        486.447         98.992          1.853          1.853                 0.381                 0.235                 0.997             27        856.911       5776.444          0.706          3.528       1700.000         89.614              1.557              0.234              0.108              0.084              0.054              0.038              0.037              0.021              0.033              0.273        292.920          7.557              ?              ?              ?
      1981        87     28/03/1981       1027.800             110.899            467.050             34.975              3.084              2.144              2.130              1.199              1.171              1.137              1.095              1.073              1.069          0.000          0.942          2.249          0.625          6.229        465.037        107.861       1310.291         406.943              0.196              0.270              0.279              0.287              0.291              0.294              0.298              0.300              0.300              0.300        488.495        100.859          0.526          0.526                 0.358                 0.244                 0.995             29       1279.470       6293.285          0.841          4.262       1700.000         94.889              1.686              0.217              0.096              0.078              0.051              0.034              0.028              0.022              0.014              0.023        296.974          4.213              ?              ?              ?
      1982        92     02/04/1982        781.000              66.934            282.736             35.418              2.922              2.098              2.085              1.195              1.176              1.133              1.090              1.074              1.069          0.000          0.807          2.584          0.528          5.455        401.233        110.414       1310.847         348.084              0.172              0.246              0.260              0.270              0.278              0.284              0.293              0.298              0.300              0.300        472.251         87.095          2.083          2.083                 0.349                 0.226                 0.998             35       1691.295       6685.439          0.838          4.294       1700.000        107.250              1.876              0.250              0.106              0.075              0.052              0.033              0.030              0.012              0.019              0.132        300.364          6.127              ?              ?              ?
      1983        99     09/04/1983        492.900               7.709            100.145             34.597              2.930              2.110              2.107              1.205              1.172              1.136              1.088              1.077              1.072          0.000          0.655          3.005          0.623          4.909        379.891        113.414       1311.569         329.070              0.153              0.233              0.248              0.256              0.259              0.260              0.273              0.288              0.296              0.300        449.968         66.650         10.484         10.484                 0.328                 0.233                 0.976             45       2812.957       6298.284          0.823          4.454       1700.000         89.615              2.055              0.266              0.118              0.094              0.068              0.046              0.044              0.019              0.038              0.258        304.533          3.914              ?              ?              ?
      1984       111     20/04/1984        627.200              18.970            171.477             33.129              2.851              2.079              2.075              1.199              1.185              1.150              1.094              1.075              1.070          0.000          0.385          2.386          0.658          3.323        264.608        101.969       1311.089         347.403              0.180              0.257              0.269              0.278              0.284              0.289              0.296              0.299              0.300              0.300        479.861         93.881          2.631          2.631                 0.355                 0.250                 0.982             53       2545.784       7410.073          1.102          5.219       1700.000        114.092              1.774              0.205              0.082              0.059              0.037              0.025              0.029              0.021              0.015              0.138        308.109          5.767              ?              ?              ?
      1985        95     05/04/1985       1049.100              59.193            532.978             33.421              3.009              2.108              2.090              1.155              1.127              1.122              1.085              1.063              1.062          0.000          0.534          2.385          0.591          4.519        356.904         97.699       1310.418         402.051              0.203              0.272              0.282              0.289              0.293              0.296              0.299              0.300              0.300              0.300        491.033        103.033          0.613          0.613                 0.374                 0.232                 1.000             38       2030.783       6567.401          1.048          4.266       1700.000        105.083              1.820              0.202              0.086              0.080              0.056              0.037              0.032              0.018              0.019              0.036        310.368          6.511              ?              ?              ?
      1986       107     17/04/1986        931.300              59.234            444.269             34.483              3.049              2.128              2.118              1.202              1.175              1.128              1.081              1.068              1.060          0.000          0.678          2.479          0.509          4.693        372.178         94.757       1309.498         388.529              0.190              0.259              0.270              0.279              0.286              0.290              0.296              0.299              0.300              0.300        482.034         95.039          0.690          0.690                 0.355                 0.230                 1.000             49       1831.850       6462.626          0.959          4.183       1700.000        103.858              1.808              0.214              0.091              0.072              0.051              0.037              0.030              0.022              0.019              0.135        312.938         13.681              ?              ?              ?
      1987        95     05/04/1987        650.000              30.141            247.273             33.180              2.908              2.088              2.101              1.189              1.165              1.119              1.083              1.063              1.057          0.000          0.838          2.468          0.543          5.635        453.632        100.720       1309.272         300.925              0.212              0.277              0.285              0.288              0.280              0.267              0.278              0.291              0.298              0.300        477.620         89.619          4.550          4.550                 0.357                 0.238                 0.983             42       2179.127       5930.963          1.010          3.810       1700.000         95.769              1.631              0.235              0.115              0.099              0.068              0.050              0.043              0.016              0.026              0.184        315.544          5.876              ?              ?              ?
      1988        95     04/04/1988        914.300             107.206            467.770             35.962              2.981              2.115              2.112              1.193              1.168              1.128              1.071              1.061              1.055          0.000          0.585          2.344          0.524          3.900        311.973         93.226       1308.093         293.986              0.221              0.259              0.271              0.279              0.285              0.290              0.296              0.299              0.300              0.300        484.632         96.632          1.459          1.459                 0.342                 0.233                 0.999             39       1420.488       6818.269          0.891          4.591       1700.000        107.763              1.779              0.194              0.087              0.070              0.046              0.032              0.029              0.025              0.018              0.066        317.839         13.871              ?              ?              ?
      1989       103     13/04/1989        831.300              36.885            357.996             35.413              2.938              2.095              2.097              1.167              1.144              1.113              1.080              1.055              1.050          0.000          0.711          2.148          0.570          5.026        380.897        100.247       1307.971         369.457              0.193              0.268              0.277              0.282              0.280              0.280              0.288              0.296              0.299              0.300        478.880         91.602          0.947          0.947                 0.361                 0.241                 0.996             43       1303.640       6108.933          0.827          4.012       1700.000         89.843              1.663              0.168              0.074              0.060              0.047              0.034              0.032              0.019              0.011              0.040        320.569          4.037              ?              ?              ?
      1990        85     26/03/1990        799.000              55.353            427.489             37.128              2.959              2.097              2.099              1.166              1.147              1.113              1.070              1.050              1.046          0.000          0.909          2.497          0.606          6.161        469.329        105.095       1308.170         289.902              0.275              0.242              0.255              0.265              0.274              0.281              0.291              0.297              0.300              0.300        478.719         90.719          3.521          3.521                 0.375                 0.246                 0.996             28       1180.724       6104.810          0.704          3.714       1700.000         94.119              1.867              0.257              0.101              0.082              0.050              0.035              0.031              0.018              0.012              0.043        322.194          4.240              ?              ?              ?
      1991        84     25/03/1991        824.900              56.535            290.503             35.804              3.016              2.107              2.113              1.168              1.144              1.105              1.060              1.048              1.044          0.000          0.613          2.609          0.801          4.416        345.346        103.154       1308.274         375.643              0.274              0.294              0.299              0.301              0.301              0.301              0.301              0.301              0.301              0.300        507.476        119.476          1.102          1.102                 0.341                 0.235                 1.000             31       1462.871       6758.288          0.958          4.656       1700.000        107.521              1.648              0.423              0.158              0.100              0.052              0.031              0.022              0.009              0.019              0.147        324.474          5.537              ?              ?              ?
      1992        68     08/03/1992         87.100               2.349             26.168             38.200              3.206              2.155              2.142              1.148              1.106              1.070              1.048              1.041              1.037          0.000          0.564          6.361          0.375          3.841        286.231        113.676       1309.184         118.768              0.151              0.200              0.200              0.200              0.200              0.202              0.237              0.265              0.286              0.296        392.518          9.390        106.995        106.995                 0.240                 0.231                 1.000             23       1142.637       4620.189          0.479          3.306       1700.000         94.867              4.723              0.630              0.196              0.176              0.100              0.055              0.052              0.038              0.079              0.311        326.623          0.543              ?              ?              ?
      1993        88     29/03/1993        775.000             102.380            331.079             37.250              2.885              2.017              2.002              1.097              1.094              1.061              1.056              1.047              1.042          0.000          0.379          3.026          0.687          3.784        248.207        110.893       1309.742         293.249              0.154              0.236              0.253              0.263              0.272              0.279              0.289              0.297              0.300              0.300        464.337         80.896          1.183          1.183                 0.321                 0.206                 0.992             30       2201.521       6058.180          0.747          4.275       1700.000         81.534              2.128              0.235              0.104              0.093              0.070              0.054              0.054              0.022              0.034              0.232        329.447         12.456              ?              ?              ?
      1994        82     23/03/1994        439.400              37.843            160.505             38.350              2.915              2.051              2.090              1.169              1.145              1.105              1.049              1.037              1.034          0.000          0.439          3.100          0.350          5.125        384.297        114.868       1310.201         257.993              0.112              0.200              0.208              0.212              0.217              0.228              0.258              0.281              0.293              0.299        409.521         30.319         14.978         14.978                 0.359                 0.222                 0.954             23       1914.821       5788.838          0.489          3.443       1700.000         92.487              2.191              0.209              0.091              0.089              0.069              0.040              0.036              0.010              0.042              0.324        331.347          7.358              ?              ?              ?
      1995       117     27/04/1995        580.000              27.306            186.017             35.550              2.817              2.027              2.040              1.163              1.150              1.112              1.053              1.050              1.045          0.000          0.475          2.840          0.492          5.821        474.487        116.052       1310.720         284.774              0.213              0.246              0.259              0.268              0.276              0.283              0.292              0.298              0.300              0.300        475.199         87.199         12.673         12.673                 0.339                 0.243                 0.439             58       1487.231       5396.902          0.734          3.666       1700.000         79.309              2.038              0.236              0.107              0.098              0.062              0.036              0.036              0.027              0.019              0.180        334.768          4.948              ?              ?              ?
      1996        74     14/03/1996        574.400              43.476            218.783             36.156              2.918              2.076              2.099              1.158              1.124              1.093              1.056              1.038              1.034          0.000          0.409          2.490          1.021          4.004        307.767        114.245       1311.438         239.950              0.253              0.291              0.298              0.300              0.301              0.301              0.302              0.303              0.304              0.304        507.307        119.307          5.131          5.131                 0.357                 0.247                 0.974             23       1719.712       5637.376          0.899          4.400       1700.000         81.401              1.231              0.336              0.239              0.263              0.138              0.071              0.043              0.030              0.032              0.107        335.601          5.354              ?              ?              ?
      1997       101     11/04/1997        753.600              46.630            235.045             35.484              2.900              2.059              2.086              1.163              1.145              1.093              1.047              1.037              1.034          0.000          0.255          2.171          0.665          2.245        163.062        100.439       1311.170         398.374              0.189              0.264              0.275              0.282              0.288              0.292              0.297              0.299              0.300              0.300        484.210         97.299          0.416          0.416                 0.341                 0.240                 1.000             39       1738.953       8257.280          1.096          5.691       1700.000        116.207              1.652              0.146              0.076              0.067              0.041              0.025              0.019              0.008              0.015              0.122        337.618          5.901              ?              ?              ?
      1998       102     12/04/1998       1164.300             171.173            564.593             36.996              2.885              2.052              2.056              1.129              1.112              1.067              1.031              1.038              1.033          0.000          0.638          2.066          0.551          4.840        351.505        104.763       1311.243         360.843              0.179              0.257              0.271              0.281              0.287              0.292              0.297              0.299              0.300              0.300        481.931         96.079          1.372          1.372                 0.372                 0.225                 1.000             44       1468.378       5847.154          0.791          3.486       1700.000         98.891              1.520              0.167              0.075              0.073              0.054              0.036              0.031              0.021              0.019              0.069        338.460         12.174              ?              ?              ?
