Summary_file = p20N250c_h.sum
Title = p20N250
      year       day           date   sum@met_rain sum@soilwat2_runoff sum@soilwat2_drain        labile_p(1)        labile_p(2)        labile_p(3)        labile_p(4)        labile_p(5)        labile_p(6)        labile_p(7)        labile_p(8)        labile_p(9)       labile_p(10)      rock_p(1)       fom_p(1)          no3()          nh4()       fom_n(1)       fom_c(1)      biom_n(1)       hum_n(1) sum@soilwat2_es              sw(1)              sw(2)              sw(3)              sw(4)              sw(5)              sw(6)              sw(7)              sw(8)              sw(9)             sw(10)       sw_dep()            esw   surfaceom_wt   surfaceom_wt avg@maize_swdef_photo avg@maize_nfact_photo avg@maize_pfact_photo flowering_date          yield        biomass       p_uptake       n_uptake     root_depth        root_wt             no3(1)             no3(2)             no3(3)             no3(4)             no3(5)             no3(6)             no3(7)             no3(8)             no3(9)            no3(10)   unavail_p(1)        N_leach           flag      crop_year           crop
    (year)     (day)             ()           (mm)                (mm)               (mm)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)           (mm)           (mm)        (kg/ha)        (kg/ha)                    ()                    ()                    ()          (doy)        (kg/ha)        (kg/ha)        (g/m^2)         (g/m2)           (mm)        (g/m^2)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)        (kg/ha)        (kg/ha)            (?)            (?)            (?)
      1962        98     08/04/1962        873.400              47.542            327.921             15.071              2.640              2.058              2.094              1.346              1.335              1.300              1.263              1.226              1.189          0.000          0.070        128.931          1.509          2.486         75.616        142.484       1345.921         416.512              0.276              0.283              0.287              0.287              0.244              0.238              0.260              0.281              0.293              0.299        464.695         76.695          0.021          0.021                 0.369                 0.381                 0.553             40       4073.802      10672.671          0.937         15.902       1700.000        153.607             12.837             12.260             17.039             38.057             22.440             10.860              6.539              4.199              2.801              1.900         96.969         62.977              ?              ?              ?
      1963        97     07/04/1963       1051.300             163.298            463.197             15.802              2.618              2.036              2.075              1.304              1.305              1.278              1.240              1.197              1.173          0.000          0.085        121.973          1.051          3.660         94.685        149.413       1350.955         382.175              0.203              0.268              0.270              0.256              0.260              0.269              0.282              0.293              0.299              0.300        465.793         77.793          0.000          0.000                 0.390                 0.387                 0.392             35       4656.290      10062.577          0.952         13.983       1700.000        121.301              9.457              4.296              3.501              9.998             13.866             16.027             17.401             17.217             15.971             14.238        100.142        175.227              ?              ?              ?
      1964       103     12/04/1964        670.000              43.007            205.776             17.311              2.768              2.098              2.110              1.305              1.299              1.281              1.240              1.187              1.168          0.000          0.119        147.145          1.358          4.863        133.353        173.923       1355.521         337.509              0.100              0.200              0.211              0.216              0.223              0.237              0.264              0.284              0.295              0.299        414.801         36.791          0.160          0.160                 0.356                 0.353                 0.296             48       2152.918       8032.823          0.533         12.933       1700.000        127.587             15.199             10.769             14.352             31.835             27.338             19.533             13.063              7.920              4.517              2.620        104.043         71.995              ?              ?              ?
      1965       106     16/04/1965        903.200              90.521            468.763             16.409              2.653              2.061              2.101              1.288              1.273              1.251              1.205              1.170              1.157          0.000          0.120        111.830          1.265          6.215        152.548        169.673       1359.381         332.931              0.100              0.200              0.202              0.202              0.204              0.211              0.246              0.273              0.289              0.297        394.796         16.796          0.044          0.044                 0.371                 0.396                 0.307             46       2305.416       8752.335          0.559         13.649       1700.000        146.638             27.548             10.669              7.716             11.705              8.494              6.427              7.520              8.713             10.577             12.461        108.031        128.806              ?              ?              ?
      1966       106     16/04/1966        830.000              51.623            329.727             16.225              2.528              1.952              1.958              1.258              1.325              1.294              1.248              1.200              1.168          0.000          0.091        155.268          1.591          4.579        112.151        164.956       1363.964         329.977              0.228              0.285              0.293              0.299              0.300              0.300              0.300              0.300              0.301              0.301        500.844        112.844          0.019          0.019                 0.384                 0.416                 0.347             45       4733.900       9858.687          0.995         14.027       1700.000        118.663              6.069              3.706              4.739             17.465             25.863             29.021             25.933             19.806             13.710              8.954        112.319        132.553              ?              ?              ?
      1967       128     08/05/1967        841.400              49.197            386.373             19.512              2.879              2.153              2.183              1.355              1.327              1.292              1.227              1.191              1.172          0.000          0.063        141.592          1.139          2.633         67.926        144.350       1367.950         404.906              0.103              0.200              0.219              0.218              0.219              0.231              0.260              0.281              0.294              0.299        412.387         34.121          0.035          0.035                 0.357                 0.359                 0.373             69       2868.454       9697.625          0.680         15.107       1700.000        152.404             14.508              8.205              9.452             19.899             17.924             15.702             16.080             14.982             13.394             11.445        117.893        152.003              ?              ?              ?
      1968       109     18/04/1968        654.300              42.591            227.195             17.028              2.804              2.115              2.178              1.325              1.304              1.267              1.217              1.184              1.148          0.000          0.106        137.630          1.185          4.876        123.981        169.559       1372.366         326.152              0.100              0.200              0.205              0.207              0.212              0.224              0.256              0.279              0.293              0.298        404.266         26.262          0.137          0.137                 0.387                 0.393                 0.295             50       2705.398       8998.964          0.630         14.127       1700.000        140.879             23.658             14.747             15.337             25.147             18.662             13.152             10.309              7.574              5.374              3.670        121.705         66.968              ?              ?              ?
      1969        87     28/03/1969        654.000              21.029            192.729             15.246              2.585              2.031              2.078              1.284              1.288              1.248              1.177              1.146              1.126          0.000          0.088        150.217          1.398          4.593        111.317        159.831       1377.058         321.077              0.290              0.290              0.286              0.288              0.280              0.246              0.263              0.283              0.294              0.299        477.122         89.122          0.000          0.000                 0.387                 0.384                 0.320             31       4637.410      11291.916          1.104         16.278       1700.000        163.209             16.864             16.079             19.530             39.986             27.570             12.585              7.660              4.825              3.099              2.020        124.002         46.926              ?              ?              ?
      1970       105     15/04/1970        970.700              66.301            407.244             20.208              2.959              2.137              2.169              1.303              1.276              1.252              1.193              1.152              1.125          0.000          0.069        177.312          1.079          3.023         77.214        175.563       1383.844         450.702              0.217              0.202              0.203              0.204              0.208              0.218              0.252              0.276              0.291              0.298        411.635         23.635          0.000          0.000                 0.349                 0.350                 0.415             46       1687.175       6661.549          0.426         10.738       1700.000        111.427            110.889             20.084              4.786              5.548              5.604              5.639              6.923              6.739              6.126              4.974        126.398        139.498              ?              ?              ?
      1971        87     28/03/1971        706.200              52.967            210.094             17.377              2.529              1.937              1.974              1.232              1.269              1.221              1.167              1.129              1.115          0.000          0.086        146.111          1.111          4.308        103.402        173.451       1388.253         330.504              0.177              0.259              0.273              0.284              0.290              0.295              0.299              0.300              0.300              0.300        484.380         98.678          0.064          0.064                 0.386                 0.383                 0.333             29       4205.587      10522.887          0.912         15.247       1700.000        151.066             12.748              8.976             12.839             34.997             32.377             21.764             11.490              5.796              3.160              1.964        129.404         59.761              ?              ?              ?
      1972        91     31/03/1972        913.200              94.196            313.099             16.941              2.551              1.988              2.046              1.253              1.250              1.223              1.167              1.129              1.110          0.000          0.059        122.072          1.340          2.593         65.250        162.775       1393.790         388.542              0.293              0.302              0.306              0.306              0.306              0.306              0.306              0.306              0.306              0.306        518.484        130.484          0.010          0.010                 0.368                 0.366                 0.351             31       5523.515      12305.336          1.158         16.561       1700.000        161.934              3.787              4.274              5.376             15.838             19.737             20.005             18.058             14.817             11.504              8.675        131.617        128.546              ?              ?              ?
      1973       107     17/04/1973        636.200              18.285            194.036             20.067              2.737              2.088              2.137              1.318              1.299              1.258              1.218              1.169              1.130          0.000          0.052        207.729          1.171          2.233         59.977        161.823       1399.425         344.929              0.194              0.255              0.266              0.272              0.267              0.244              0.258              0.280              0.293              0.299        454.201         66.810          0.227          0.227                 0.353                 0.374                 0.280             52       2595.905       6725.913          0.594         10.200       1700.000        100.505             31.167             27.814             31.889             53.716             33.020             13.872              7.457              4.477              2.674              1.644        135.053         58.962              ?              ?              ?
      1974        98     08/04/1974       1186.800              88.951            541.187             15.938              2.560              1.961              1.999              1.204              1.227              1.189              1.145              1.123              1.104          0.000          0.044        124.553          1.637          1.804         45.476        135.919       1401.416         434.978              0.246              0.281              0.288              0.294              0.296              0.298              0.299              0.300              0.300              0.300        498.823        110.823          0.000          0.000                 0.394                 0.404                 0.481             38       5073.327      10999.853          1.314         14.086       1700.000        111.935              9.724              4.995              4.181             10.363             14.839             17.563             18.163             16.789             14.913             13.024        138.547        172.403              ?              ?              ?
      1975        88     29/03/1975       1165.200             177.618            455.387             16.582              2.516              1.937              1.983              1.194              1.217              1.177              1.131              1.108              1.096          0.000          0.058        113.451          0.881          1.755         62.169        131.394       1403.785         424.664              0.181              0.261              0.274              0.284              0.290              0.294              0.298              0.300              0.300              0.300        484.833         98.767          0.050          0.050                 0.380                 0.377                 0.792             29       5470.167      11324.563          1.115         15.230       1700.000        139.065              6.962              3.806              4.397             15.097             19.534             18.918             15.302             11.891              9.549              7.996        139.953        127.440              ?              ?              ?
      1976       103     12/04/1976        801.900              37.966            224.756             15.114              2.470              1.941              1.993              1.208              1.235              1.202              1.151              1.112              1.099          0.000          0.050        120.877          1.088          1.628         52.831        118.301       1405.292         379.444              0.283              0.297              0.302              0.302              0.301              0.299              0.295              0.290              0.296              0.299        504.537        116.537          0.000          0.000                 0.358                 0.355                 0.375             43       5828.303      12727.194          1.262         17.467       1700.000        174.131              9.458             10.193             13.573             31.355             23.932             13.631              7.596              4.907              3.606              2.627        141.625         62.694              ?              ?              ?
      1977       113     23/04/1977       1122.500             144.210            458.158             15.990              2.544              1.991              2.049              1.264              1.282              1.246              1.198              1.137              1.107          0.000          0.047        100.248          1.181          1.490         44.732        129.299       1409.043         423.523              0.169              0.248              0.259              0.264              0.270              0.276              0.288              0.296              0.299              0.300        466.356         81.486          0.000          0.000                 0.362                 0.359                 0.429             52       5816.307      12621.363          1.257         15.761       1700.000        133.092              8.166              2.755              2.346              5.755              8.226             11.117             14.314             16.143             16.266             15.160        142.937        174.320              ?              ?              ?
      1978        97     07/04/1978       1159.600             105.116            500.783             14.184              2.484              1.953              2.009              1.208              1.235              1.197              1.152              1.112              1.091          0.000          0.050         80.388          1.230          1.417         52.344        113.796       1409.861         384.091              0.245              0.287              0.294              0.298              0.298              0.295              0.296              0.299              0.300              0.300        499.737        111.737          0.000          0.000                 0.372                 0.370                 0.490             40       6636.951      13625.388          1.448         17.588       1700.000        172.782              6.647              2.989              2.102              4.699              7.067              9.744             11.531             12.379             12.134             11.096        144.676        138.978              ?              ?              ?
      1979       112     22/04/1979        678.800              18.439            185.352             17.288              2.639              2.003              2.059              1.253              1.272              1.235              1.185              1.129              1.094          0.000          0.092        164.091          0.986          3.109        103.768        143.029       1413.476         391.855              0.190              0.250              0.259              0.262              0.257              0.258              0.270              0.284              0.294              0.299        454.731         67.685          0.064          0.064                 0.361                 0.358                 0.438             52       3502.019       9187.105          0.758         12.270       1700.000        106.908             29.166             25.272             27.702             40.273             20.366              8.944              4.938              3.342              2.390              1.697        145.422         30.670              ?              ?              ?
      1980        85     25/03/1980        661.100              25.223            252.313             17.098              2.611              2.002              2.039              1.192              1.194              1.168              1.129              1.092              1.074          0.000          0.090        160.669          0.931          3.609        114.828        140.769       1415.411         326.288              0.185              0.257              0.268              0.274              0.270              0.238              0.256              0.279              0.292              0.298        452.430         65.944          0.062          0.062                 0.390                 0.388                 0.319             30       3637.617       8651.307          0.828         12.438       1700.000        118.822             26.189             24.796             25.852             33.765             18.256              8.806              7.622              6.487              5.116              3.780        147.185         56.664              ?              ?              ?
      1981        88     29/03/1981       1027.800             124.280            389.986             16.341              2.518              1.933              1.977              1.172              1.198              1.170              1.130              1.084              1.072          0.000          0.050        113.088          1.277          1.742         54.232        141.592       1419.343         397.645              0.298              0.303              0.306              0.306              0.306              0.306              0.306              0.306              0.306              0.306        519.142        131.142          0.000          0.000                 0.362                 0.360                 0.515             30       5139.025      12906.172          1.386         15.817       1700.000        144.838              3.184              2.923              2.902              6.431              9.562             14.519             18.954             20.370             18.772             15.470        148.072        145.523              ?              ?              ?
      1982        92     02/04/1982        781.000              69.622            220.926             16.933              2.613              1.987              2.026              1.205              1.217              1.187              1.129              1.094              1.074          0.000          0.085        135.366          0.888          2.702        106.190        147.512       1422.933         341.001              0.171              0.249              0.263              0.272              0.276              0.277              0.283              0.293              0.298              0.300        468.098         82.974          0.395          0.395                 0.350                 0.347                 0.693             35       4114.065      10249.509          0.873         14.675       1700.000        145.235             16.557             13.857             17.992             35.317             24.028             12.736              6.711              3.953              2.509              1.708        149.119         53.324              ?              ?              ?
      1983        99     09/04/1983        492.900               7.589            100.777             20.778              2.781              2.063              2.125              1.247              1.231              1.201              1.140              1.096              1.075          0.000          0.050        208.458          1.177          1.782         58.897        150.474       1427.154         329.747              0.143              0.230              0.244              0.247              0.227              0.231              0.260              0.282              0.294              0.299        429.246         46.989          0.212          0.212                 0.326                 0.325                 0.247             45       3039.467       7341.158          0.645         10.654       1700.000        100.241             57.862             41.500             38.175             42.555             14.664              5.904              3.385              2.072              1.368              0.972        151.857         16.322              ?              ?              ?
      1984       112     21/04/1984        627.200              18.387            134.790             18.112              2.544              1.966              2.013              1.210              1.230              1.200              1.138              1.089              1.074          0.000          0.039        183.873          0.947          1.549         45.827        125.585       1427.708         349.492              0.176              0.255              0.268              0.277              0.283              0.289              0.295              0.299              0.300              0.300        478.543         92.925          0.023          0.023                 0.357                 0.354                 0.322             54       4842.470       9690.921          1.020         12.773       1700.000        112.935             16.875             17.232             24.927             53.367             37.248             18.886              7.974              3.863              2.138              1.363        156.078         43.258              ?              ?              ?
      1985        95     05/04/1985       1049.100              54.898            451.998             15.908              2.531              1.927              1.989              1.172              1.184              1.141              1.094              1.075              1.063          0.000          0.046         68.654          0.818          1.605         50.033        118.545       1428.504         393.823              0.213              0.275              0.285              0.293              0.296              0.298              0.300              0.300              0.300              0.300        494.609        106.609          0.000          0.000                 0.375                 0.372                 0.446             38       5566.938      12761.249          1.236         18.557       1700.000        172.254              8.043              3.007              3.016              6.641              7.078              6.845              7.240              7.999              8.963              9.822        157.307        139.877              ?              ?              ?
      1986       107     17/04/1986        931.300              61.679            388.834             16.479              2.603              1.968              2.018              1.201              1.218              1.174              1.139              1.089              1.065          0.000          0.057        109.616          0.860          2.103         56.358        119.779       1430.077         385.057              0.187              0.257              0.268              0.275              0.273              0.256              0.260              0.280              0.293              0.298        458.045         71.315          0.000          0.000                 0.355                 0.353                 0.430             49       5174.707      11823.601          1.120         16.746       1700.000        163.245             10.269              5.772              7.097             16.819             15.947             12.003             10.769             10.649             10.414              9.877        158.098        124.909              ?              ?              ?
      1987        95     05/04/1987        650.000              31.411            212.490             18.858              2.690              2.009              2.094              1.226              1.227              1.193              1.135              1.090              1.061          0.000          0.060        156.597          0.991          2.432         64.180        141.938       1433.814         299.100              0.210              0.272              0.276              0.269              0.221              0.227              0.259              0.281              0.294              0.299        445.885         57.885          0.066          0.066                 0.356                 0.354                 0.344             43       3078.455       8521.955          0.759         13.359       1700.000        132.090             18.258             17.471             21.457             40.154             22.867             14.314              9.630              6.120              3.856              2.470        158.841         59.920              ?              ?              ?
      1988        95     04/04/1988        914.300             106.537            406.389             16.130              2.526              1.958              2.020              1.206              1.224              1.185              1.138              1.089              1.060          0.000          0.058        131.036          0.866          2.848         66.774        122.546       1434.305         284.087              0.218              0.256              0.268              0.276              0.282              0.287              0.294              0.298              0.300              0.300        481.496         93.496          0.021          0.021                 0.342                 0.340                 0.479             39       5230.273      11856.739          1.157         15.103       1700.000        160.255              6.190              3.077              4.467             17.088             22.339             22.472             18.893             15.016             11.870              9.625        160.834        145.726              ?              ?              ?
      1989       103     13/04/1989        831.300              43.228            326.146             17.135              2.559              1.974              2.052              1.205              1.219              1.186              1.134              1.077              1.055          0.000          0.063        134.412          1.024          2.407         68.823        134.202       1437.168         365.719              0.188              0.257              0.261              0.244              0.239              0.250              0.273              0.289              0.297              0.300        448.987         62.217          0.021          0.021                 0.361                 0.358                 0.440             44       4809.409      10489.949          1.031         13.945       1700.000        131.317              9.410              4.765              5.951             17.906             20.841             20.822             19.045             15.679             11.731              8.263        160.851        116.885              ?              ?              ?
      1990        86     27/03/1990        812.500              64.473            375.200             17.395              2.584              1.980              2.047              1.183              1.200              1.161              1.118              1.064              1.049          0.000          0.073         97.491          1.208          2.660         77.859        141.536       1439.904         277.497              0.286              0.227              0.226              0.231              0.236              0.245              0.269              0.287              0.296              0.299        446.663         58.663          0.087          0.087                 0.376                 0.379                 0.432             29       4698.116      12036.735          1.030         16.430       1700.000        149.848              7.572              3.078              2.683              8.093             10.891             12.351             13.995             14.187             13.170             11.472        161.041        142.456              ?              ?              ?
      1991        84     25/03/1991        811.400              50.168            208.191             17.783              2.593              1.966              2.032              1.188              1.193              1.153              1.109              1.065              1.047          0.000          0.056        147.223          1.377          1.950         58.876        143.786       1444.783         361.471              0.278              0.295              0.299              0.299              0.278              0.257              0.275              0.290              0.297              0.300        486.184         98.184          0.011          0.011                 0.342                 0.339                 0.333             31       5193.841      12043.163          1.201         16.046       1700.000        165.986             11.686             12.213             16.627             40.818             31.126             16.219              8.665              4.913              2.976              1.979        161.038         61.661              ?              ?              ?
      1992        68     08/03/1992         87.100               2.169             24.458             21.547              3.086              2.127              2.148              1.197              1.177              1.151              1.110              1.065              1.042          0.000          0.087        226.514          2.661          3.416        102.874        151.576       1448.257         118.617              0.148              0.200              0.200              0.200              0.200              0.202              0.237              0.266              0.287              0.296        392.575          9.746         60.518         60.518                 0.255                 0.307                 0.413             23       1277.807       4688.488          0.312          7.723       1700.000         92.261            194.226             20.515              3.979              2.374              1.222              0.920              1.037              0.898              0.708              0.635        162.588          0.723              ?              ?              ?
      1993        91     01/04/1993        775.000              99.778            314.755             20.228              2.678              1.942              1.948              1.108              1.200              1.162              1.106              1.063              1.046          0.000          0.078        188.123          1.023          3.440         87.079        140.203       1449.657         297.695              0.132              0.225              0.245              0.256              0.265              0.274              0.285              0.294              0.299              0.300        454.900         73.676          0.164          0.164                 0.326                 0.324                 0.294             33       3347.677       7352.705          0.666         10.606       1700.000         84.919             16.076             12.947             18.024             38.494             31.108             22.451             16.976             13.560             10.612              7.877        165.376        106.410              ?              ?              ?
      1994        82     23/03/1994        439.400              34.479            164.023             20.602              2.806              2.012              2.054              1.155              1.143              1.113              1.064              1.045              1.035          0.000          0.134        166.976          7.732          6.463        169.373        142.405       1450.533         254.678              0.100              0.200              0.206              0.210              0.215              0.228              0.258              0.280              0.293              0.298        406.938         28.933          1.590          1.590                 0.357                 0.360                 0.230             23       1101.972       5898.097          0.308         10.025       1700.000        102.693            108.797             14.789              9.404             11.579              7.603              4.752              3.801              2.709              2.015              1.528        167.242         28.943              ?              ?              ?
      1995       118     28/04/1995        584.500              29.069            188.930             19.926              2.680              1.994              2.057              1.210              1.206              1.166              1.104              1.062              1.049          0.000          0.098        221.824          0.810          5.557        132.938        146.541       1452.220         285.835              0.194              0.250              0.262              0.271              0.277              0.280              0.281              0.286              0.295              0.299        468.506         81.098          0.552          0.552                 0.340                 0.347                 0.235             59       2033.476       5255.175          0.475          7.609       1700.000         75.190             43.420             28.379             28.765             48.353             33.631             19.013              9.497              5.392              3.291              2.083        170.104         48.011              ?              ?              ?
      1996        80     20/03/1996        574.700              45.818            207.695             18.910              2.622              1.946              2.010              1.153              1.155              1.108              1.069              1.047              1.038          0.000          0.066        219.841          0.788          3.581         87.437        124.942       1451.907         256.125              0.211              0.273              0.282              0.289              0.292              0.295              0.299              0.300              0.300              0.300        491.620        103.620          0.202          0.202                 0.370                 0.367                 0.460             30       3267.089       6851.605          0.850          8.261       1700.000         79.820              7.700              8.227             15.032             49.608             50.439             38.986             24.709             13.933              7.357              3.850        171.841         97.648              ?              ?              ?
      1997       101     11/04/1997        748.800              45.316            174.368             17.506              2.513              1.907              1.966              1.117              1.131              1.090              1.053              1.042              1.036          0.000          0.045        140.850          0.817          1.773         49.848        108.749       1451.085         382.947              0.187              0.262              0.273              0.281              0.286              0.289              0.291              0.282              0.292              0.298        476.060         89.391          0.028          0.028                 0.341                 0.344                 0.835             39       4670.298      12206.311          1.129         14.898       1700.000        149.298              7.209              8.039             13.411             38.257             35.104             22.628              9.315              3.500              2.041              1.345        172.738         63.951              ?              ?              ?
      1998       102     12/04/1998       1164.300             167.971            492.240             17.370              2.580              1.942              2.010              1.141              1.152              1.112              1.072              1.043              1.032          0.000          0.069         54.843          0.725          2.403         84.950        120.918       1452.021         353.206              0.182              0.259              0.273              0.282              0.289              0.293              0.298              0.300              0.300              0.300        483.844         97.603          0.064          0.064                 0.359                 0.369                 0.489             44       3878.476      11339.795          0.906         17.088       1700.000        185.624              4.970              2.255              3.091              8.024              7.552              5.976              4.805              4.624              5.614              7.931        172.839        142.950              ?              ?              ?
