Summary_file=referenc.sum
Title =sugar reference run
   year    day           date         no3(1)         no3(2)         no3(3)      sw_dep(1)      sw_dep(2)      sw_dep(3)       tt_tot()            lai        biomass    swdef_photo    nfact_photo     root_depth water_log    crop_status      dm_dead()     residue_wt      residue_n        fom_c()        fom_n()
   1985    168     17/06/1985        272.221          0.106          0.001         12.655         71.804         72.054       1141.226          0.513         72.975          1.000          0.513       1000.000      ????          alive          0.000          0.000          0.000        749.307          8.378
   1985    175     24/06/1985        272.221          0.101          0.001         11.666         70.761         71.732       1221.976          0.581         83.328          1.000          0.473       1000.000      ????          alive          0.000          0.331          0.001        762.893          8.559
   1985    182      1/07/1985        272.221          0.105          0.001         10.724         69.321         71.225       1297.776          0.677         97.066          1.000          0.401       1000.000      ????          alive          0.000          1.690          0.006        776.909          8.744
   1985    189      8/07/1985        272.221          0.117          0.001         10.027         68.362         70.902       1389.476          0.759        108.464          1.000          0.338       1000.000      ????          alive          0.000          3.214          0.012        790.145          8.920
   1985    196     15/07/1985        272.222          0.112          0.000         10.026         66.847         70.316       1458.326          0.832        122.925          1.000          0.307       1000.000      ????          alive          0.000          4.875          0.018        803.589          9.097
   1985    203     22/07/1985        272.222          0.125          0.001         10.024         65.224         69.643       1527.926          0.911        137.225          1.000          0.251       1000.000      ????          alive          0.000          6.714          0.025        816.605          9.269
   1985    211     30/07/1985        272.222          0.133          0.001         10.023         64.325         69.291       1625.376          0.972        146.620          1.000          0.238       1000.000      ????          alive          0.000          9.055          0.033        831.367          9.464
   1985    218      6/08/1985        272.222          0.143          0.001         10.022         63.045         68.725       1707.726          1.041        159.822          1.000          0.219       1000.000      ????          alive          0.000         11.447          0.042        843.861          9.629
   1985    225     13/08/1985        272.223          0.164          0.001         10.020         61.505         67.996       1797.376          1.101        175.009          1.000          0.193       1000.000      ????          alive          0.000         14.554          0.053        855.685          9.785
   1985    232     20/08/1985        272.223          0.183          0.001         10.019         60.268         67.388       1894.726          1.148        186.495          1.000          0.177       1000.000      ????          alive          0.000         19.007          0.070        866.830          9.934
   1985    239     27/08/1985        272.223          0.198          0.001         10.018         58.908         66.681       1993.726          1.196        197.824          1.000          0.169       1000.000      ????          alive          0.000         24.674          0.090        877.933         10.081
   1985    246      3/09/1985        272.223          0.207          0.001         10.017         57.519         65.918       2095.576          1.205        210.599          1.000          0.190       1000.000      ????          alive          0.000         31.358          0.115        889.137         10.229
   1985    253     10/09/1985        272.223          0.198          0.001         10.016         56.020         65.042       2178.926          1.188        226.301          1.000          0.220       1000.000      ????          alive          0.000         39.883          0.146        901.659         10.392
   1985    260     17/09/1985        272.224          0.221          0.001         10.014         53.619         63.505       2282.791          1.154        245.043          1.000          0.251       1000.000      ????          alive          0.000         51.940          0.190        914.317         10.557
   1985    267     24/09/1985        272.224          0.228          0.001         10.012         51.202         61.774       2378.191          1.088        266.972          1.000          0.278       1000.000      ????          alive          0.000         68.946          0.253        927.933         10.732
   1985    274      1/10/1985        194.731         57.184          0.682         32.457         76.366         65.194       2479.741          1.128        331.773          1.000          0.999       1000.000      ????          alive          0.000         93.201          0.341        850.049          9.847
   1985    281      8/10/1985        192.235         56.364          0.008         26.844         72.007         64.064       2580.541          1.148        378.598          1.000          1.000       1000.000      ????          alive          0.000        121.672          0.446        795.910          9.235
   1985    288     15/10/1985        188.711         54.733          0.008         22.469         64.923         61.879       2691.991          1.209        451.401          0.986          1.000       1000.000      ????          alive          0.000        154.590          0.566        779.186          9.055
   1985    295     22/10/1985        186.827         51.816          0.008         19.826         58.273         59.404       2813.591          1.265        520.706          0.888          1.000       1000.000      ????          alive          0.000        192.304          0.704        774.563          9.015
   1985    302     29/10/1985        186.850         47.848          0.007         17.912         52.897         56.940       2934.041          1.299        575.182          0.662          1.000       1000.000      ????          alive          0.000        234.599          0.859        778.845          9.080
   1985    309      5/11/1985        145.303         85.177          1.794         48.043         83.626         58.969       3050.991          1.292        611.337          0.576          1.000       1000.000      ????          alive          0.000        281.474          1.031        777.463          9.079
   1985    316     12/11/1985        134.407         87.853          3.315         29.716         74.603         63.961       3175.241          1.387        688.711          1.000          1.000       1000.000      ????          alive          0.000        331.423          1.214        693.360          8.111
   1985    323     19/11/1985        131.510         85.645          1.963         23.473         66.022         61.507       3298.291          1.484        768.080          0.873          1.000       1000.000      ????          alive          0.000        384.588          1.409        642.547          7.531
   1985    330     26/11/1985        129.911         82.530          1.077         20.057         58.100         58.691       3434.391          1.594        848.529          0.805          1.000       1000.000      ????          alive          0.000        440.984          1.615        617.124          7.247
   1985    337      3/12/1985        129.948         79.948          0.552         17.888         52.596         56.229       3564.454          1.613        887.074          0.351          1.000       1000.000      ????          alive          0.000        499.999          1.832        609.840          7.176
   1985    344     10/12/1985         97.858        105.108          3.761         39.476         80.706         60.303       3697.017          1.705        953.427          0.587          1.000       1000.000      ????          alive          0.000        560.850          2.054        592.266          6.983
   1985    351     17/12/1985         94.269        101.776          2.772         26.971         69.526         58.393       3831.878          1.924       1056.206          0.817          1.000       1000.000      ????          alive          0.000        620.518          2.273        537.127          6.346
   1985    358     24/12/1985         92.359         98.803          2.048         21.669         60.762         56.083       3967.093          2.059       1133.801          0.545          1.000       1000.000      ????          alive          0.000        678.113          2.484        513.093          6.075
   1985    365     31/12/1985         92.256         97.809          1.593         19.007         54.441         53.981       4104.101          2.084       1176.848          0.450          1.000       1000.000      ????          alive          0.000        736.709          2.699        506.453          6.009
   1986      7      7/01/1986         71.544        113.432          4.393         47.585         83.799         57.213       4239.669          2.067       1212.453          0.474          1.000       1000.000      ????          alive          0.000        798.115          2.924        501.019          5.957
   1986     14     14/01/1986         66.317        110.547          6.497         27.653         71.525         60.381       4374.873          2.154       1311.338          0.719          1.000       1000.000      ????          alive          0.000        863.781          3.164        435.499          5.191
   1986     21     21/01/1986         65.837        108.458          5.407         21.626         62.362         57.881       4509.957          2.193       1390.776          0.937          1.000       1000.000      ????          alive          0.000        934.465          3.423        401.185          4.795
   1986     28     28/01/1986         65.804        105.780          4.695         18.746         55.740         55.615       4638.566          2.206       1448.561          0.701          1.000       1000.000      ????          alive          0.000       1009.782          3.699        387.887          4.649
   1986     35      4/02/1986         65.853        103.201          4.203         16.526         51.374         53.766       4755.917          2.267       1512.776          0.723          1.000       1000.000      ????          alive          0.000       1087.572          3.984        386.379          4.643
   1986     42     11/02/1986         47.470        109.849          8.581         30.072         74.154         59.451       4887.494          2.430       1623.201          0.785          1.000       1000.000      ????          alive          0.000       1165.933          4.271        349.579          4.212
   1986     49     18/02/1986         46.860        107.217          7.939         22.751         63.732         56.946       5016.021          2.543       1718.305          0.710          1.000       1000.000      ????          alive          0.000       1245.810          4.564        326.207          3.941
   1986     56     25/02/1986         46.675        105.099          7.475         19.538         56.502         54.737       5145.647          2.478       1768.395          0.287          1.000       1000.000      ????          alive          0.000       1330.146          4.873        318.185          3.854
   1986     63      4/03/1986         46.721        105.109          7.157         17.314         51.476         52.803       5278.207          2.384       1797.275          0.305          1.000       1000.000      ????          alive          0.000       1420.912          5.205        318.520          3.868
   1986     70     11/03/1986         33.339        107.845         15.118         34.764         76.914         63.879       5401.931          2.464       1873.356          0.908          1.000       1000.000      ????          alive          0.000       1515.500          5.552        301.180          3.666
   1986     77     18/03/1986         33.035        105.301         14.696         24.230         67.177         61.263       5528.081          2.597       1967.599          0.901          1.000       1000.000      ????          alive          0.000       1609.847          5.897        281.840          3.438
   1986     84     25/03/1986         32.981        103.252         14.364         19.290         59.149         58.580       5649.981          2.625       2034.953          0.885          1.000       1000.000      ????          alive          0.000       1704.169          6.243        276.555          3.381
   1986     91      1/04/1986         33.036        101.181         14.072         16.830         53.843         56.383       5767.781          2.586       2097.434          0.793          1.000       1000.000      ????          alive          0.000       1804.085          6.609        279.425          3.423
   1986     92      2/04/1986         33.043        100.974         14.038         16.514         53.143         56.056          0.000          0.000          0.000          0.521          1.000       1000.000      ????            out          0.000       6815.330         35.303       2235.858         52.495
   1986     98      8/04/1986         33.092         98.696         11.220         14.763         53.091         56.057          0.000          0.000          0.000          0.521          1.000          0.000      ????            out          0.000          0.000          0.000       1983.060         46.521
   1986    105     15/04/1986         33.157         96.680          8.911         12.960         53.020         56.057          0.000          0.000          0.000          0.521          1.000          0.000      ????            out          0.000          0.000          0.000       1758.921         41.223
   1986    112     22/04/1986         23.735         95.401         13.906         35.209         80.249         68.538          0.000          0.000          0.000          0.521          1.000          0.000      ????            out          0.000          0.000          0.000       1422.301         33.340
   1986    119     29/04/1986         23.256         94.185         12.514         31.369         79.862         68.822          0.000          0.000          0.000          0.521          1.000          0.000      ????            out          0.000          0.000          0.000       1147.878         26.914
   1986    126      6/05/1986         23.383         93.794         11.678         28.729         79.629         68.919          0.000          0.000          0.000          0.521          1.000          0.000      ????            out          0.000          0.000          0.000        955.303         22.400
   1986    133     13/05/1986         23.731         93.752         11.261         26.612         79.381         69.014          0.000          0.000          0.000          0.521          1.000          0.000      ????            out          0.000          0.000          0.000        814.235         19.088
   1986    140     20/05/1986         24.121         93.965         11.140         24.807         79.124         69.106          0.000          0.000          0.000          0.521          1.000          0.000      ????            out          0.000          0.000          0.000        709.692         16.631
   1986    147     27/05/1986         24.477         94.398         11.201         23.215         78.863         69.195          0.000          0.000          0.000          0.521          1.000          0.000      ????            out          0.000          0.000          0.000        627.465         14.696
   1986    154      3/06/1986         24.729         94.938         11.371         21.780         78.601         69.281          0.000          0.000          0.000          0.521          1.000          0.000      ????            out          0.000          0.000          0.000        565.713         13.242
   1986    161     10/06/1986         24.891         95.529         11.640         20.465         78.338         69.365          0.000          0.000          0.000          0.521          1.000          0.000      ????            out          0.000          0.000          0.000        519.018         12.141
   1986    168     17/06/1986         25.006         96.257         12.014         19.251         78.074         69.446          0.000          0.000          0.000          0.521          1.000          0.000      ????            out          0.000          0.000          0.000        478.749         11.190
   1986    175     24/06/1986         25.124         97.071         12.473         18.124         77.804         69.525          0.000          0.000          0.000          0.521          1.000          0.000      ????            out          0.000          0.000          0.000        443.808         10.365
   1986    182      1/07/1986         25.250         97.815         12.953         17.073         77.529         69.601          0.000          0.000          0.000          0.521          1.000          0.000      ????            out          0.000          0.000          0.000        416.551          9.721
   1986    189      8/07/1986         25.381         98.739         13.530         16.088         77.248         69.674          0.000          0.000          0.000          0.521          1.000          0.000      ????            out          0.000          0.000          0.000        390.512          9.106
   1986    196     15/07/1986         25.519         99.659         14.136         15.160         76.964         69.744          0.000          0.000          0.000          0.521          1.000          0.000      ????            out          0.000          0.000          0.000        368.391          8.584
   1986    203     22/07/1986         25.662        100.610         14.774         14.282         76.675         69.812          0.000          0.000          0.000          0.521          1.000          0.000      ????            out          0.000          0.000          0.000        349.259          8.132
   1986    211     30/07/1986         25.833        101.647         15.503         13.335         76.342         69.887          0.000          0.000          0.000          0.521          1.000          0.000      ????            out          0.000          0.000          0.000        331.132          7.704
   1986    218      6/08/1986         25.988        102.500         16.131         12.549         76.049         69.949          0.000          0.000          0.000          0.521          1.000          0.000      ????            out          0.000          0.000          0.000        317.945          7.393
   1986    225     13/08/1986         26.148        103.327         16.754         11.800         75.753         70.008          0.000          0.000          0.000          0.521          1.000          0.000      ????            out          0.000          0.000          0.000        306.567          7.124
   1986    232     20/08/1986         26.313        104.298         17.442         11.084         75.456         70.065          0.000          0.000          0.000          0.521          1.000          0.000      ????            out          0.000          0.000          0.000        295.405          6.861
   1986    239     27/08/1986         26.482        105.204         18.107         10.398         75.157         70.120          0.000          0.000          0.000          0.521          1.000          0.000      ????            out          0.000          0.000          0.000        285.832          6.635
   1986    246      3/09/1986         25.038        107.323         19.154         43.600         80.573         70.747         27.750          0.000          0.000          0.583          0.571        600.000      ????          alive          0.000          0.000          0.000        274.851          6.378
   1986    253     10/09/1986         25.077        107.334         21.344         33.118         79.968         73.094        127.614          0.000          0.000          1.000          0.000        600.000      ????          alive          0.000          0.000          0.000        250.137          5.809
   1986    260     17/09/1986         25.901        108.385         22.064         29.756         79.719         73.169        220.445          0.013          3.959          1.000          0.714        630.000      ????          alive          0.000          0.000          0.000        229.693          5.318
   1986    267     24/09/1986         25.995        109.593         23.573         37.894         81.062         74.343        339.045          0.024          5.520          1.000          1.000        700.000      ????          alive          0.000          0.000          0.000        214.019          4.915
   1986    274      1/10/1986         27.001        110.100         24.932         30.769         79.748         75.245        449.245          0.045          8.311          1.000          1.000        770.000      ????          alive          0.000          0.000          0.000        198.055          4.511
   1986    281      8/10/1986         27.906        110.729         25.645         27.429         78.944         75.191        562.795          0.087         14.220          1.000          1.000        840.000      ????          alive          0.000          0.000          0.000        186.246          4.204
   1986    288     15/10/1986         27.846        111.083         26.803         31.824         79.286         75.614        681.128          0.174         26.174          1.000          1.000        910.000      ????          alive          0.000          0.000          0.000        174.688          3.908
   1986    295     22/10/1986         28.405        110.027         27.362         27.316         77.146         75.043        802.277          0.338         48.857          1.000          1.000        980.000      ????          alive          0.000          0.000          0.000        164.908          3.653
   1986    302     29/10/1986         27.342        108.040         27.775         29.941         76.667         74.008        929.227          0.651         92.010          1.000          1.000       1000.000      ????          alive          0.000          0.000          0.000        155.543          3.409
   1986    309      5/11/1986         25.795        106.169         28.234         31.197         77.096         72.966       1051.877          0.971        136.265          1.000          1.000       1000.000      ????          alive          0.000          0.000          0.000        147.955          3.204
   1986    316     12/11/1986         23.119        100.986         28.540         30.821         74.737         71.200       1167.877          1.510        214.655          1.000          1.000       1000.000      ????          alive          0.000          0.000          0.000        142.303          3.039
   1986    323     19/11/1986         17.390         90.268         27.682         34.712         75.023         67.655       1298.535          2.341        368.499          0.907          1.000       1000.000      ????          alive          0.000          0.289          0.001        136.777          2.871
   1986    330     26/11/1986         12.423         80.622         27.349         38.230         78.140         64.766       1414.057          2.969        507.033          0.839          1.000       1000.000      ????          alive          0.000          2.480          0.009        133.575          2.743
   1986    337      3/12/1986          8.931         69.064         27.361         43.218         78.948         63.536       1538.290          3.556        643.307          0.647          1.000       1000.000      ????          alive          0.000          7.289          0.027        131.200          2.626
   1986    344     10/12/1986          7.077         58.234         27.473         35.839         77.496         65.333       1658.990          4.190        775.897          0.895          1.000       1000.000      ????          alive          0.000         16.063          0.059        130.506          2.537
   1986    351     17/12/1986          4.796         44.135         25.145         38.656         78.229         63.958       1789.633          4.843        965.892          0.848          1.000       1000.000      ????          alive          0.000         26.396          0.097        130.279          2.455
   1986    358     24/12/1986          3.324         31.113         22.107         43.862         79.035         63.288       1924.958          5.435       1150.306          0.777          1.000       1000.000      ????          alive          0.000         40.619          0.149        130.341          2.373
   1986    365     31/12/1986          2.658         20.956         18.765         33.335         74.748         62.339       2056.807          5.774       1287.643          0.460          1.000       1000.000      ????          alive          0.000         62.208          0.228        130.614          2.295
   1987      7      7/01/1987          2.280         16.471         17.394         38.173         78.016         63.594       2188.323          6.003       1434.498          0.927          1.000       1000.000      ????          alive          0.000         93.301          0.342        132.076          2.241
   1987     14     14/01/1987          1.886         11.588         14.728         43.871         79.089         63.116       2320.458          6.053       1575.003          0.539          1.000       1000.000      ????          alive          0.000        131.628          0.482        133.204          2.185
   1987     21     21/01/1987          1.722          7.960         12.128         34.743         74.978         62.266       2455.347          6.057       1739.404          0.675          1.000       1000.000      ????          alive          0.000        187.813          0.688        134.172          2.133
   1987     28     28/01/1987          1.485          5.494          9.748         37.228         77.317         62.894       2591.675          5.704       1881.234          0.677          1.000       1000.000      ????          alive          0.000        274.345          1.005        134.774          2.080
   1987     35      4/02/1987          1.140          3.346          6.911         41.204         80.563         65.588       2727.657          5.374       2027.018          0.907          1.000       1000.000      ????          alive          0.000        412.168          1.510        136.307          2.047
   1987     42     11/02/1987          0.752          1.562          3.725         37.630         77.909         65.229       2859.507          5.097       2157.282          0.913          1.000       1000.000      ????          alive          0.000        594.186          2.177        139.153          2.038
   1987     49     18/02/1987          0.235          0.268          0.798         36.372         77.219         65.185       2985.307          4.909       2279.263          0.942          1.000       1000.000      ????          alive          0.000        812.784          2.977        143.468          2.055
