APSIM output file, version = 5.4
Title = WaterSupply Sample Simulation
           Date        biomass          yield  grain_protein     grain_size            esw      dam_water  channel_water     bore_water     irrigation        deficit
     29/02/1940          0.000          0.000          0.000          0.000        149.444         50.000         98.000          2.000          0.000        249.842
     01/03/1940          0.000          0.000          0.000          0.000        147.099         50.000         98.000          2.000          0.000        251.056
     02/03/1940          0.000          0.000          0.000          0.000        144.102         50.000         98.000          2.000          0.000        253.401
     03/03/1940          0.000          0.000          0.000          0.000        141.941         50.000         98.000          2.000          0.000        256.398
     04/03/1940          0.000          0.000          0.000          0.000        140.605         50.000         98.000          2.000          0.000        258.559
     05/03/1940          0.000          0.000          0.000          0.000        139.545         50.000         98.000          2.000          0.000        259.895
     06/03/1940          0.000          0.000          0.000          0.000        138.640         50.000         98.000          2.000          0.000        260.955
     07/03/1940          0.000          0.000          0.000          0.000        137.836         50.000         98.000          2.000          0.000        261.860
     08/03/1940          0.000          0.000          0.000          0.000        137.105         50.000         98.000          2.000          0.000        262.664
     09/03/1940          0.000          0.000          0.000          0.000        136.431         50.000         98.000          2.000          0.000        263.395
     10/03/1940          0.000          0.000          0.000          0.000        135.803         50.000         98.000          2.000          0.000        264.069
     11/03/1940          0.000          0.000          0.000          0.000        135.211         50.000         98.000          2.000          0.000        264.697
     12/03/1940          0.000          0.000          0.000          0.000        134.650         50.000         98.000          2.000          0.000        265.289
     13/03/1940          0.000          0.000          0.000          0.000        134.116         50.000         98.000          2.000          0.000        265.850
     14/03/1940          0.000          0.000          0.000          0.000        133.606         50.000         98.000          2.000          0.000        266.384
     15/03/1940          0.000          0.000          0.000          0.000        133.115         50.000         98.000          2.000          0.000        266.894
     16/03/1940          0.000          0.000          0.000          0.000        132.643         50.000         98.000          2.000          0.000        267.385
     17/03/1940          0.000          0.000          0.000          0.000        132.188         50.000         98.000          2.000          0.000        267.857
     18/03/1940          0.000          0.000          0.000          0.000        156.243         50.000         98.000          2.000          0.000        268.312
     19/03/1940          0.000          0.000          0.000          0.000        186.303         50.000         98.000          2.000          0.000        244.257
     20/03/1940          0.000          0.000          0.000          0.000        184.236         50.000         98.000          2.000          0.000        214.197
     21/03/1940          0.000          0.000          0.000          0.000        180.800         50.000         98.000          2.000          0.000        216.264
     22/03/1940          0.000          0.000          0.000          0.000        178.983         50.000         98.000          2.000          0.000        219.700
     23/03/1940          0.000          0.000          0.000          0.000        177.734         50.000         98.000          2.000          0.000        221.517
     24/03/1940          0.000          0.000          0.000          0.000        176.719         50.000         98.000          2.000          0.000        222.766
     25/03/1940          0.000          0.000          0.000          0.000        175.842         50.000         98.000          2.000          0.000        223.781
     26/03/1940          0.000          0.000          0.000          0.000        175.058         50.000         98.000          2.000          0.000        224.658
     27/03/1940          0.000          0.000          0.000          0.000        174.342         50.000         98.000          2.000          0.000        225.442
     28/03/1940          0.000          0.000          0.000          0.000        173.680         50.000         98.000          2.000          0.000        226.158
     29/03/1940          0.000          0.000          0.000          0.000        173.061         50.000         98.000          2.000          0.000        226.820
     30/03/1940          0.000          0.000          0.000          0.000        172.477         50.000         98.000          2.000          0.000        227.439
     31/03/1940          0.000          0.000          0.000          0.000        171.924         50.000         98.000          2.000          0.000        228.023
     01/04/1940          0.000          0.000          0.000          0.000        171.396         50.000         98.000          2.000          0.000        228.576
     02/04/1940          0.000          0.000          0.000          0.000        170.890         50.000         98.000          2.000          0.000        229.104
     03/04/1940          0.000          0.000          0.000          0.000        170.405         50.000         98.000          2.000          0.000        229.610
     04/04/1940          0.000          0.000          0.000          0.000        169.937         50.000         98.000          2.000          0.000        230.095
     05/04/1940          0.000          0.000          0.000          0.000        169.485         50.000         98.000          2.000          0.000        230.563
     06/04/1940          0.000          0.000          0.000          0.000        169.047         50.000         98.000          2.000          0.000        231.015
     07/04/1940          0.000          0.000          0.000          0.000        168.623         50.000         98.000          2.000          0.000        231.453
     08/04/1940          0.000          0.000          0.000          0.000        168.210         50.000         98.000          2.000          0.000        231.877
     09/04/1940          0.000          0.000          0.000          0.000        167.809         50.000         98.000          2.000          0.000        232.290
     10/04/1940          0.000          0.000          0.000          0.000        167.417         50.000         98.000          2.000          0.000        232.691
     11/04/1940          0.000          0.000          0.000          0.000        167.035         50.000         98.000          2.000          0.000        233.083
     12/04/1940          0.000          0.000          0.000          0.000        166.662         50.000         98.000          2.000          0.000        233.465
     13/04/1940          0.000          0.000          0.000          0.000        166.297         50.000         98.000          2.000          0.000        233.838
     14/04/1940          0.000          0.000          0.000          0.000        176.398         50.000         98.000          2.000          0.000        234.203
     15/04/1940          0.000          0.000          0.000          0.000        172.821         50.000         98.000          2.000          0.000        224.102
     16/04/1940          0.000          0.000          0.000          0.000        172.250         50.000         98.000          2.000          0.000        227.679
     17/04/1940          0.000          0.000          0.000          0.000        171.707         50.000         98.000          2.000          0.000        228.250
     18/04/1940          0.000          0.000          0.000          0.000        171.188         50.000         98.000          2.000          0.000        228.793
     19/04/1940          0.000          0.000          0.000          0.000        170.691         50.000         98.000          2.000          0.000        229.312
     20/04/1940          0.000          0.000          0.000          0.000        170.213         50.000         98.000          2.000          0.000        229.809
     21/04/1940          0.000          0.000          0.000          0.000        169.752         50.000         98.000          2.000          0.000        230.287
     22/04/1940          0.000          0.000          0.000          0.000        169.306         50.000         98.000          2.000          0.000        230.748
     23/04/1940          0.000          0.000          0.000          0.000        168.874         50.000         98.000          2.000          0.000        231.194
     24/04/1940          0.000          0.000          0.000          0.000        168.454         50.000         98.000          2.000          0.000        231.626
     25/04/1940          0.000          0.000          0.000          0.000        168.046         50.000         98.000          2.000          0.000        232.046
     26/04/1940          0.000          0.000          0.000          0.000        167.649         50.000         98.000          2.000          0.000        232.454
     27/04/1940          0.000          0.000          0.000          0.000        167.261         50.000         98.000          2.000          0.000        232.851
     28/04/1940          0.000          0.000          0.000          0.000        166.883         50.000         98.000          2.000          0.000        233.239
     29/04/1940          0.000          0.000          0.000          0.000        166.513         50.000         98.000          2.000          0.000        233.617
     30/04/1940          0.000          0.000          0.000          0.000        166.151         50.000         98.000          2.000          0.000        233.987
     01/05/1940          0.000          0.000          0.000          0.000        165.797         50.000         98.000          2.000          0.000        234.348
     02/05/1940          0.000          0.000          0.000          0.000        165.450         50.000         98.000          2.000          0.000        234.703
     03/05/1940          0.000          0.000          0.000          0.000        165.109         50.000         98.000          2.000          0.000        235.050
     04/05/1940          0.000          0.000          0.000          0.000        164.775         50.000         98.000          2.000          0.000        235.391
     05/05/1940          0.000          0.000          0.000          0.000        164.447         50.000         98.000          2.000          0.000        235.725
     06/05/1940          0.000          0.000          0.000          0.000        164.124         50.000         98.000          2.000          0.000        236.053
     07/05/1940          0.000          0.000          0.000          0.000        163.806         50.000         98.000          2.000          0.000        236.376
     08/05/1940          0.000          0.000          0.000          0.000        163.494         50.000         98.000          2.000          0.000        236.694
     09/05/1940          0.000          0.000          0.000          0.000        163.187         50.000         98.000          2.000          0.000        237.006
     10/05/1940          0.000          0.000          0.000          0.000        162.884         50.000         98.000          2.000          0.000        237.313
     11/05/1940          0.000          0.000          0.000          0.000        162.585         50.000         98.000          2.000          0.000        237.616
     12/05/1940          0.000          0.000          0.000          0.000        162.291         50.000         98.000          2.000          0.000        237.915
     13/05/1940          0.000          0.000          0.000          0.000        162.001         50.000         98.000          2.000          0.000        238.209
     14/05/1940          0.000          0.000          0.000          0.000        161.715         50.000         98.000          2.000          0.000        238.499
     15/05/1940          0.000          0.000          0.000          0.000        161.433         50.000         98.000          2.000          0.000        238.785
     16/05/1940          0.000          0.000          0.000          0.000        161.154         50.000         98.000          2.000          0.000        239.067
     17/05/1940          0.000          0.000          0.000          0.000        160.879         50.000         98.000          2.000          0.000        239.346
     18/05/1940          0.000          0.000          0.000          0.000        160.607         50.000         98.000          2.000          0.000        239.621
     19/05/1940          0.000          0.000          0.000          0.000        160.338         50.000         98.000          2.000          0.000        239.893
     20/05/1940          0.000          0.000          0.000          0.000        160.072         50.000         98.000          2.000          0.000        240.162
     21/05/1940          0.000          0.000          0.000          0.000        174.205         50.000         98.000          2.000          0.000        240.428
     22/05/1940          0.000          0.000          0.000          0.000        171.377         50.000         98.000          2.000          0.000        226.295
     23/05/1940          0.000          0.000          0.000          0.000        170.098         50.000         98.000          2.000          0.000        229.123
     24/05/1940          0.000          0.000          0.000          0.000        169.641         50.000         98.000          2.000          0.000        230.402
     25/05/1940          0.000          0.000          0.000          0.000        169.198         50.000         98.000          2.000          0.000        230.859
     26/05/1940          0.000          0.000          0.000          0.000        168.770         50.000         98.000          2.000          0.000        231.301
     27/05/1940          0.000          0.000          0.000          0.000        168.353         50.000         98.000          2.000          0.000        231.730
     28/05/1940          0.000          0.000          0.000          0.000        167.948         50.000         98.000          2.000          0.000        232.147
     29/05/1940          0.000          0.000          0.000          0.000        167.553         50.000         98.000          2.000          0.000        232.552
     30/05/1940          0.000          0.000          0.000          0.000        167.168         50.000         98.000          2.000          0.000        232.947
     31/05/1940          0.000          0.000          0.000          0.000        166.791         50.000         98.000          2.000          0.000        233.332
     01/06/1940          0.000          0.000          0.000          0.000        166.424         50.000         98.000          2.000          0.000        233.709
     02/06/1940          0.000          0.000          0.000          0.000        166.064         50.000         98.000          2.000          0.000        234.076
     03/06/1940          0.000          0.000          0.000          0.000        165.711         50.000         98.000          2.000          0.000        234.436
     04/06/1940          0.000          0.000          0.000          0.000        165.366         50.000         98.000          2.000          0.000        234.789
     05/06/1940          0.000          0.000          0.000          0.000        165.027         50.000         98.000          2.000          0.000        235.134
     06/06/1940          0.000          0.000          0.000          0.000        164.694         50.000         98.000          2.000          0.000        235.473
     07/06/1940          0.000          0.000          0.000          0.000        164.367         50.000         98.000          2.000          0.000        235.806
     08/06/1940          0.000          0.000          0.000          0.000        164.045         50.000         98.000          2.000          0.000        236.133
     09/06/1940          0.000          0.000          0.000          0.000        163.729         50.000         98.000          2.000          0.000        236.455
     10/06/1940          0.000          0.000          0.000          0.000        163.418         50.000         98.000          2.000          0.000        236.771
     11/06/1940          0.000          0.000          0.000          0.000        163.112         50.000         98.000          2.000          0.000        237.082
     12/06/1940          0.000          0.000          0.000          0.000        162.810         50.000         98.000          2.000          0.000        237.388
     13/06/1940          0.000          0.000          0.000          0.000        162.513         50.000         98.000          2.000          0.000        237.690
     14/06/1940          0.000          0.000          0.000          0.000        162.220         50.000         98.000          2.000          0.000        237.987
     15/06/1940          0.000          0.000          0.000          0.000        161.931         50.000         98.000          2.000          0.000        238.280
     16/06/1940          0.000          0.000          0.000          0.000        161.645         50.000         98.000          2.000          0.000        238.569
     17/06/1940          0.000          0.000          0.000          0.000        161.364         50.000         98.000          2.000          0.000        238.855
     18/06/1940          0.000          0.000          0.000          0.000        161.086         50.000         98.000          2.000          0.000        239.136
     19/06/1940          0.000          0.000          0.000          0.000        160.811         50.000         98.000          2.000          0.000        239.414
     20/06/1940          0.000          0.000          0.000          0.000        160.540         50.000         98.000          2.000          0.000        239.689
     21/06/1940          0.000          0.000          0.000          0.000        160.272         50.000         98.000          2.000          0.000        239.960
     22/06/1940          0.000          0.000          0.000          0.000        160.007         50.000         98.000          2.000          0.000        240.228
     23/06/1940          0.000          0.000          0.000          0.000        159.745         50.000         98.000          2.000          0.000        240.493
     24/06/1940          0.000          0.000          0.000          0.000        159.486         50.000         98.000          2.000          0.000        240.755
     25/06/1940          0.000          0.000          0.000          0.000        159.230         50.000         98.000          2.000          0.000        241.014
     26/06/1940          0.000          0.000          0.000          0.000        158.977         50.000         98.000          2.000          0.000        241.270
     27/06/1940          0.000          0.000          0.000          0.000        158.726         50.000         98.000          2.000          0.000        241.523
     28/06/1940          0.000          0.000          0.000          0.000        158.477         50.000       1000.000        100.000          0.000        241.774
     29/06/1940          0.000          0.000          0.000          0.000        158.231         50.000       1000.000        100.000          0.000        242.023
     30/06/1940          0.000          0.000          0.000          0.000        157.988         50.000       1000.000        100.000          0.000        242.269
     01/07/1940          0.000          0.000          0.000          0.000        157.747         50.000       1000.000        100.000          0.000        242.512
     02/07/1940          0.000          0.000          0.000          0.000        157.508         50.000       1000.000        100.000          0.000        242.753
     03/07/1940          0.000          0.000          0.000          0.000        157.271         50.000       1000.000        100.000          0.000        242.992
     04/07/1940          0.000          0.000          0.000          0.000        157.036         50.000       1000.000        100.000          0.000        243.229
     05/07/1940          0.000          0.000          0.000          0.000        156.804         50.000       1000.000        100.000          0.000        243.464
     06/07/1940          0.000          0.000          0.000          0.000        156.573         50.000       1000.000        100.000          0.000        243.696
     07/07/1940          0.000          0.000          0.000          0.000        156.345         50.000       1000.000        100.000          0.000        243.927
     08/07/1940          0.000          0.000          0.000          0.000        156.118         50.000       1000.000        100.000          0.000        244.155
     09/07/1940          0.000          0.000          0.000          0.000        155.894         50.000       1000.000        100.000          0.000        244.382
     10/07/1940          0.000          0.000          0.000          0.000        155.671         50.000       1000.000        100.000          0.000        244.606
     11/07/1940          0.000          0.000          0.000          0.000        155.450         50.000       1000.000        100.000          0.000        244.829
     12/07/1940          0.000          0.000          0.000          0.000        155.230         50.000       1000.000        100.000          0.000        245.050
     13/07/1940          0.000          0.000          0.000          0.000        155.013         50.000       1000.000        100.000          0.000        245.270
     14/07/1940          0.000          0.000          0.000          0.000        154.797         50.000       1000.000        100.000          0.000        245.487
     15/07/1940          0.000          0.000          0.000          0.000        154.582         50.000       1000.000        100.000          0.000        245.703
     16/07/1940          0.000          0.000          0.000          0.000        154.369         50.000       1000.000        100.000          0.000        245.918
     17/07/1940          0.000          0.000          0.000          0.000        154.158         50.000       1000.000        100.000          0.000        246.131
     18/07/1940          0.000          0.000          0.000          0.000        153.949         50.000       1000.000        100.000          0.000        246.342
     19/07/1940          0.000          0.000          0.000          0.000        153.740         50.000       1000.000        100.000          0.000        246.551
     20/07/1940          0.000          0.000          0.000          0.000        153.534         50.000       1000.000        100.000          0.000        246.760
     21/07/1940          0.000          0.000          0.000          0.000        153.328         50.000       1000.000        100.000          0.000        246.966
     22/07/1940          0.000          0.000          0.000          0.000        153.124         50.000       1000.000        100.000          0.000        247.172
     23/07/1940          0.000          0.000          0.000          0.000        152.922         50.000       1000.000        100.000          0.000        247.376
     24/07/1940          0.000          0.000          0.000          0.000        152.721         50.000       1000.000        100.000          0.000        247.578
     25/07/1940          0.000          0.000          0.000          0.000        152.521         50.000       1000.000        100.000          0.000        247.779
     26/07/1940          0.000          0.000          0.000          0.000        152.322         50.000       1000.000        100.000          0.000        247.979
     27/07/1940          0.000          0.000          0.000          0.000        152.125         50.000       1000.000        100.000          0.000        248.178
     28/07/1940          0.000          0.000          0.000          0.000        151.929         50.000       1000.000        100.000          0.000        248.375
     29/07/1940          0.000          0.000          0.000          0.000        151.734         50.000       1000.000        100.000          0.000        248.571
     30/07/1940          0.000          0.000          0.000          0.000        151.540         50.000       1000.000        100.000          0.000        248.766
     31/07/1940          0.000          0.000          0.000          0.000        151.348         50.000       1000.000        100.000          0.000        248.960
     01/08/1940          0.000          0.000          0.000          0.000        151.156         50.000       1000.000        100.000          0.000        249.152
     02/08/1940          0.000          0.000          0.000          0.000        150.966         50.000       1000.000        100.000          0.000        249.344
     03/08/1940          0.000          0.000          0.000          0.000        150.777         50.000       1000.000        100.000          0.000        249.534
     04/08/1940          0.000          0.000          0.000          0.000        150.589         50.000       1000.000        100.000          0.000        249.723
     05/08/1940          0.000          0.000          0.000          0.000        151.541         50.000       1000.000        100.000          0.000        249.911
     06/08/1940          0.000          0.000          0.000          0.000        150.402         50.000       1000.000        100.000          0.000        248.959
     07/08/1940          0.000          0.000          0.000          0.000        150.216         50.000       1000.000        100.000          0.000        250.098
     08/08/1940          0.000          0.000          0.000          0.000        150.031         50.000       1000.000        100.000          0.000        250.284
     09/08/1940          0.000          0.000          0.000          0.000        149.848         50.000       1000.000        100.000          0.000        250.469
     10/08/1940          0.000          0.000          0.000          0.000        149.665         50.000       1000.000        100.000          0.000        250.652
     11/08/1940          0.000          0.000          0.000          0.000        149.483         50.000       1000.000        100.000          0.000        250.835
     12/08/1940          0.000          0.000          0.000          0.000        149.302         50.000       1000.000        100.000          0.000        251.017
     13/08/1940          0.000          0.000          0.000          0.000        149.122         50.000       1000.000        100.000          0.000        251.198
     14/08/1940          0.000          0.000          0.000          0.000        148.943         50.000       1000.000        100.000          0.000        251.378
     15/08/1940          0.000          0.000          0.000          0.000        148.765         50.000       1000.000        100.000          0.000        251.557
     16/08/1940          0.000          0.000          0.000          0.000        148.588         50.000       1000.000        100.000          0.000        251.735
     17/08/1940          0.000          0.000          0.000          0.000        148.412         50.000       1000.000        100.000          0.000        251.912
     18/08/1940          0.000          0.000          0.000          0.000        148.237         50.000       1000.000        100.000          0.000        252.088
     19/08/1940          0.000          0.000          0.000          0.000        148.062         50.000       1000.000        100.000          0.000        252.263
     20/08/1940          0.000          0.000          0.000          0.000        147.889         50.000       1000.000        100.000          0.000        252.438
     21/08/1940          0.000          0.000          0.000          0.000        147.716         50.000       1000.000        100.000          0.000        252.611
     22/08/1940          0.000          0.000          0.000          0.000        147.544         50.000       1000.000        100.000          0.000        252.784
     23/08/1940          0.000          0.000          0.000          0.000        147.373         50.000       1000.000        100.000          0.000        252.956
     24/08/1940          0.000          0.000          0.000          0.000        147.203         50.000       1000.000        100.000          0.000        253.127
     25/08/1940          0.000          0.000          0.000          0.000        147.033         50.000       1000.000        100.000          0.000        253.297
     26/08/1940          0.000          0.000          0.000          0.000        146.865         50.000       1000.000        100.000          0.000        253.467
     27/08/1940          0.000          0.000          0.000          0.000        146.697         50.000       1000.000        100.000          0.000        253.635
     28/08/1940          0.000          0.000          0.000          0.000        146.530         50.000       1000.000        100.000          0.000        253.803
     29/08/1940          0.000          0.000          0.000          0.000        146.363         50.000       1000.000        100.000          0.000        253.970
     30/08/1940          0.000          0.000          0.000          0.000        146.198         50.000       1000.000        100.000          0.000        254.137
     31/08/1940          0.000          0.000          0.000          0.000        146.033         50.000       1000.000        100.000          0.000        254.302
     01/09/1940          0.000          0.000          0.000          0.000        145.869         50.000       1000.000        100.000          0.000        254.467
     02/09/1940          0.000          0.000          0.000          0.000        145.705         50.000       1000.000        100.000          0.000        254.631
     03/09/1940          0.000          0.000          0.000          0.000        145.542         50.000       1000.000        100.000          0.000        254.795
     04/09/1940          0.000          0.000          0.000          0.000        145.380         50.000       1000.000        100.000          0.000        254.958
     05/09/1940          0.000          0.000          0.000          0.000        145.219         50.000       1000.000        100.000          0.000        255.120
     06/09/1940          0.000          0.000          0.000          0.000        145.058         50.000       1000.000        100.000          0.000        255.281
     07/09/1940          0.000          0.000          0.000          0.000        144.898         50.000       1000.000        100.000          0.000        255.442
     08/09/1940          0.000          0.000          0.000          0.000        144.739         50.000       1000.000        100.000          0.000        255.602
     09/09/1940          0.000          0.000          0.000          0.000        144.580         50.000       1000.000        100.000          0.000        255.761
     10/09/1940          0.000          0.000          0.000          0.000        144.422         50.000       1000.000        100.000          0.000        255.920
     11/09/1940          0.000          0.000          0.000          0.000        144.265         50.000       1000.000        100.000          0.000        256.078
     12/09/1940          0.000          0.000          0.000          0.000        144.108         50.000       1000.000        100.000          0.000        256.235
     13/09/1940          0.000          0.000          0.000          0.000        143.952         50.000       1000.000        100.000          0.000        256.392
     14/09/1940          0.000          0.000          0.000          0.000        143.796         50.000       1000.000        100.000          0.000        256.548
     15/09/1940          0.000          0.000          0.000          0.000        143.642         50.000       1000.000        100.000          0.000        256.703
     16/09/1940          0.000          0.000          0.000          0.000        143.487         50.000       1000.000        100.000          0.000        256.858
     17/09/1940          0.000          0.000          0.000          0.000        143.334         50.000       1000.000        100.000          0.000        257.013
     18/09/1940          0.000          0.000          0.000          0.000        143.180         50.000       1000.000        100.000          0.000        257.166
     19/09/1940          0.000          0.000          0.000          0.000        143.028         50.000       1000.000        100.000          0.000        257.320
     20/09/1940          0.000          0.000          0.000          0.000        142.876         50.000       1000.000        100.000          0.000        257.472
     21/09/1940          0.000          0.000          0.000          0.000        142.725         50.000       1000.000        100.000          0.000        257.624
     22/09/1940          0.000          0.000          0.000          0.000        155.361         50.000       1000.000        100.000          0.000        257.775
     23/09/1940          0.000          0.000          0.000          0.000        151.531         50.000       1000.000        100.000          0.000        245.139
     24/09/1940          0.000          0.000          0.000          0.000        151.339         50.000       1000.000        100.000          0.000        248.969
