Summary_file = pasture.sum
Title = Pasture PI SAMPLE Simulation
           Date           rain          rtdep             rlv(1)             rlv(2)             rlv(3)             rlv(4)             rlv(5)             rlv(6)             rlv(7)          rwu()       sw_dep()             es          no3()          nh4()          fom()             rwu(1)             rwu(2)             rwu(3)             rwu(4)             rwu(5)             rwu(6)             rwu(7)          sw_dep(1)          sw_dep(2)          sw_dep(3)          sw_dep(4)          sw_dep(5)          sw_dep(6)          sw_dep(7)             no3(1)             no3(2)             no3(3)             no3(4)             no3(5)             no3(6)             no3(7)             nh4(1)             nh4(2)             nh4(3)             nh4(4)             nh4(5)             nh4(6)             nh4(7)            fom      cover_tot  residue_cover
     09/03/1989          0.000        100.000         162181.266              0.000              0.000              0.000              0.000              0.000              0.000          0.000        762.711          0.320        154.442          1.522              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             64.170             64.658            130.534            131.349            126.000            123.000            123.000             20.804             22.399             49.410             30.669             13.176              9.866              8.118              0.431              0.356              0.472              0.206              0.038              0.008              0.010              ?          0.161          0.161
     10/03/1989          0.000        100.000         161553.266              0.000              0.000              0.000              0.000              0.000              0.000          0.000        762.401          0.310        154.956          1.549              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             64.015             64.530            130.401            131.455            126.000            123.000            123.000             21.095             22.459             49.464             30.755             13.194              9.869              8.119              0.433              0.366              0.483              0.210              0.038              0.008              0.011              ?          0.159          0.159
     11/03/1989          0.000        100.000         160922.969              0.000              0.000              0.000              0.000              0.000              0.000          0.000        762.101          0.301        155.477          1.575              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             63.877             64.414            130.277            131.533            126.000            123.000            123.000             21.391             22.527             49.524             30.831             13.212              9.872              8.121              0.437              0.375              0.493              0.214              0.037              0.009              0.011              ?          0.157          0.157
     12/03/1989          0.000        100.000         160290.938              0.000              0.000              0.000              0.000              0.000              0.000          0.000        761.808          0.292        156.006          1.601              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             63.753             64.310            130.159            131.586            126.000            123.000            123.000             21.692             22.602             49.587             30.898             13.230              9.874              8.123              0.441              0.383              0.503              0.218              0.037              0.009              0.011              ?          0.156          0.156
     13/03/1989          0.000        100.000         159658.062              0.000              0.000              0.000              0.000              0.000              0.000          0.000        761.524          0.285        156.546          1.633              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             63.643             64.216            130.047            131.619            126.000            123.000            123.000             21.999             22.682             49.655             30.959             13.249              9.877              8.125              0.449              0.392              0.513              0.223              0.036              0.009              0.011              ?          0.155          0.155
     14/03/1989          0.000        100.000         159022.609              0.000              0.000              0.000              0.000              0.000              0.000          0.000        761.246          0.277        157.097          1.666              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             63.543             64.130            129.940            131.634            126.000            123.000            123.000             22.313             22.769             49.727             31.013             13.268              9.880              8.127              0.457              0.401              0.524              0.227              0.036              0.009              0.011              ?          0.153          0.153
     15/03/1989          0.000        100.000         158381.969              0.000              0.000              0.000              0.000              0.000              0.000          0.000        760.976          0.271        157.663          1.707              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             63.453             64.051            129.837            131.634            126.000            123.000            123.000             22.634             22.861             49.804             31.064             13.288              9.883              8.129              0.469              0.412              0.537              0.233              0.035              0.009              0.011              ?          0.152          0.152
     16/03/1989         13.000        100.000         157730.359              0.000              0.000              0.000              0.000              0.000              0.000          0.000        771.519          2.130        158.148          1.713              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             69.198             67.485            131.050            131.786            126.000            123.000            123.000             21.363             23.928             50.360             31.174             13.307              9.886              8.131              0.460              0.417              0.544              0.236              0.035              0.009              0.011              ?          0.151          0.151
     17/03/1989          2.400        100.000         157082.672              0.000              0.000              0.000              0.000              0.000              0.000          0.000        772.314          1.605        158.657          1.690              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             68.628             67.665            132.021            132.000            126.000            123.000            123.000             21.153             24.035             50.817             31.307             13.325              9.888              8.133              0.440              0.414              0.544              0.236              0.036              0.009              0.011              ?          0.150          0.150
     18/03/1989          0.000        100.000         156448.469              0.000              0.000              0.000              0.000              0.000              0.000          0.000        770.102          2.213        159.187          1.656              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             66.746             66.742            132.613            132.000            126.000            123.000            123.000             21.509             23.813             51.141             31.358             13.341              9.891              8.135              0.429              0.403              0.535              0.232              0.036              0.009              0.011              ?          0.148          0.148
     19/03/1989          0.000        100.000         155826.438              0.000              0.000              0.000              0.000              0.000              0.000          0.000        768.947          1.155        159.683          1.621              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             65.903             66.194            132.850            132.000            126.000            123.000            123.000             21.824             23.729             51.337             31.407             13.356              9.894              8.137              0.426              0.389              0.522              0.227              0.037              0.009              0.011              ?          0.146          0.146
     20/03/1989          0.000        100.000         155209.219              0.000              0.000              0.000              0.000              0.000              0.000          0.000        768.181          0.765        160.144          1.584              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             65.407             65.873            132.902            132.000            126.000            123.000            123.000             22.100             23.720             51.465             31.454             13.370              9.897              8.139              0.429              0.372              0.505              0.221              0.037              0.008              0.011              ?          0.145          0.145
     21/03/1989          0.000        100.000         154594.938              0.000              0.000              0.000              0.000              0.000              0.000          0.000        767.529          0.652        160.604          1.556              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             65.052             65.635            132.843            132.000            126.000            123.000            123.000             22.393             23.738             51.548             31.501             13.384              9.899              8.141              0.430              0.360              0.493              0.216              0.038              0.008              0.011              ?          0.143          0.143
     22/03/1989          0.000        100.000         153981.141              0.000              0.000              0.000              0.000              0.000              0.000          0.000        766.951          0.578        161.087          1.542              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             64.790             65.446            132.716            132.000            126.000            123.000            123.000             22.717             23.774             51.605             31.547             13.400              9.902              8.142              0.424              0.357              0.489              0.215              0.038              0.008              0.011              ?          0.142          0.142
     23/03/1989          0.000        100.000         153365.984              0.000              0.000              0.000              0.000              0.000              0.000          0.000        766.427          0.524        161.601          1.559              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             64.590             65.288            132.549            132.000            126.000            123.000            123.000             23.068             23.825             51.647             31.594             13.418              9.904              8.144              0.424              0.365              0.496              0.218              0.037              0.008              0.011              ?          0.140          0.140
     24/03/1989          0.000        100.000         152741.016              0.000              0.000              0.000              0.000              0.000              0.000          0.000        765.943          0.484        162.132          1.609              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             64.431             65.151            132.361            132.000            126.000            123.000            123.000             23.427             23.887             51.684             31.643             13.438              9.907              8.146              0.439              0.379              0.511              0.224              0.036              0.009              0.011              ?          0.139          0.139
     25/03/1989          5.000        100.000         152106.266              0.000              0.000              0.000              0.000              0.000              0.000          0.000        768.222          2.721        162.678          1.652              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             65.775             65.915            132.533            132.000            126.000            123.000            123.000             23.351             24.258             51.861             31.692             13.458              9.910              8.148              0.451              0.392              0.524              0.229              0.036              0.009              0.011              ?          0.138          0.138
     26/03/1989         45.000        100.000         151474.453              0.000              0.000              0.000              0.000              0.000              0.000          0.000        792.753          1.610        162.419          1.727              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             71.890             74.850            140.613            133.123            126.225            123.045            123.009             18.643             25.480             54.492             32.200             13.537              9.917              8.151              0.507              0.420              0.514              0.230              0.035              0.009              0.011              ?          0.137          0.137
     27/03/1989         28.000        100.000         150856.703              0.000              0.000              0.000              0.000              0.000              0.000          0.000        809.418          2.399        161.809          1.766              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             71.101             74.850            149.400            139.848            127.749            123.386            123.084             15.127             23.391             56.268             34.919             13.987              9.959              8.159              0.520              0.441              0.528              0.221              0.035              0.009              0.011              ?          0.135          0.135
     28/03/1989          1.200        100.000         150251.266              0.000              0.000              0.000              0.000              0.000              0.000          0.000        807.600          2.954        161.481          1.700              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             68.387             74.418            147.634            140.805            129.160            123.941            123.256             15.132             23.036             55.207             35.452             14.451             10.027              8.175              0.478              0.444              0.514              0.210              0.035              0.009              0.011              ?          0.134          0.134
     29/03/1989          0.000        100.000         149656.109              0.000              0.000              0.000              0.000              0.000              0.000          0.000        805.116          2.352        161.359          1.592              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             67.500             71.804            146.026            141.249            130.378            124.628            123.530             15.783             22.241             54.324             35.793             14.902             10.116              8.200              0.466              0.398              0.476              0.198              0.035              0.008              0.011              ?          0.131          0.131
     30/03/1989          0.000        100.000         149069.219              0.000              0.000              0.000              0.000              0.000              0.000          0.000        803.857          1.034        161.300          1.507              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             67.500             70.179            144.294            141.258            131.354            125.373            123.899             16.266             21.805             53.493             35.966             15.319             10.219              8.233              0.461              0.364              0.442              0.186              0.035              0.008              0.011              ?          0.129          0.129
     31/03/1989          0.000        100.000         148491.141              0.000              0.000              0.000              0.000              0.000              0.000          0.000        802.727          0.794        161.290          1.446              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             67.500             69.119            142.648            140.936            132.070            126.113            124.342             16.673             21.566             52.758             36.006             15.689             10.327              8.272              0.457              0.343              0.417              0.177              0.035              0.007              0.010              ?          0.128          0.128
     01/04/1989          0.000        100.000         147921.875              0.000              0.000              0.000              0.000              0.000              0.000          0.000        801.600          0.670        161.310          1.401              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             67.500             68.396            141.161            140.381            132.532            126.797            124.833             17.041             21.434             52.132             35.948             16.003             10.435              8.317              0.454              0.326              0.399              0.169              0.035              0.007              0.010              ?          0.126          0.126
     02/04/1989          2.600        100.000         147359.906              0.000              0.000              0.000              0.000              0.000              0.000          0.000        802.526          1.088        161.320          1.356              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             68.492             68.903            139.939            139.693            132.765            127.390            125.344             17.041             21.643             51.640             35.831             16.262             10.538              8.364              0.446              0.312              0.384              0.163              0.034              0.007              0.010              ?          0.124          0.124
     03/04/1989          3.200        100.000         146808.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000        803.708          1.306        161.296          1.309              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             69.548             69.563            139.094            138.973            132.806            127.873            125.850             16.935             21.853             51.299             35.693             16.471             10.633              8.412              0.433              0.295              0.372              0.158              0.034              0.007              0.009              ?          0.122          0.122
     04/04/1989          0.400        100.000         146263.703              0.000              0.000              0.000              0.000              0.000              0.000          0.000        801.163          2.113        161.323          1.287              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             67.500             69.658            138.468            138.272            132.699            128.239            126.328             17.002             21.907             51.049             35.552             16.637             10.717              8.459              0.439              0.282              0.363              0.154              0.034              0.006              0.009              ?          0.121          0.121
     05/04/1989          0.400        100.000         145724.734              0.000              0.000              0.000              0.000              0.000              0.000          0.000        798.567          2.057        161.387          1.277              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             67.251             68.073            137.916            137.601            132.480            128.487            126.760             17.594             21.482             50.842             35.412             16.766             10.790              8.502              0.442              0.276              0.357              0.152              0.034              0.006              0.009              ?          0.119          0.119
     06/04/1989          0.200        100.000         145187.281              0.000              0.000              0.000              0.000              0.000              0.000          0.000        796.940          0.794        161.473          1.272              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             67.086             67.747            137.230            136.947            132.173            128.624            127.132             17.879             21.462             50.611             35.268             16.862             10.849              8.542              0.443              0.273              0.356              0.151              0.034              0.006              0.009              ?          0.117          0.117
     07/04/1989          0.000        100.000         144652.438              0.000              0.000              0.000              0.000              0.000              0.000          0.000        795.294          0.536        161.584          1.273              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             66.882             67.504            136.694            136.315            131.801            128.660            127.438             18.142             21.467             50.448             35.124             16.930             10.897              8.576              0.442              0.272              0.357              0.152              0.034              0.006              0.009              ?          0.116          0.116
     08/04/1989          0.000        100.000         144121.750              0.000              0.000              0.000              0.000              0.000              0.000          0.000        793.633          0.493        161.720          1.279              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             66.685             67.296            136.268            135.723            131.386            128.605            127.671             18.402             21.483             50.337             34.986             16.974             10.932              8.605              0.439              0.274              0.362              0.154              0.034              0.006              0.009              ?          0.114          0.114
     09/04/1989          0.000        100.000         143593.469              0.000              0.000              0.000              0.000              0.000              0.000          0.000        791.967          0.458        161.880          1.287              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             66.502             67.113            135.922            135.181            130.945            128.473            127.832             18.661             21.509             50.265             34.860             17.000             10.957              8.628              0.435              0.278              0.368              0.157              0.034              0.006              0.009              ?          0.113          0.113
     10/04/1989          0.000        100.000         143068.922              0.000              0.000              0.000              0.000              0.000              0.000          0.000        790.307          0.430        162.060          1.296              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             66.334             66.952            135.636            134.692            130.494            128.277            127.921             18.917             21.542             50.223             34.748             17.012             10.972              8.645              0.432              0.281              0.374              0.160              0.034              0.006              0.009              ?          0.111          0.111
     11/04/1989          0.300        100.000         142546.438              0.000              0.000              0.000              0.000              0.000              0.000          0.000        788.664          0.707        162.249          1.300              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             66.183             66.810            135.395            134.256            130.047            128.031            127.943             19.163             21.582             50.206             34.651             17.012             10.979              8.657              0.431              0.281              0.378              0.161              0.035              0.006              0.009              ?          0.110          0.110
     12/04/1989          3.400        100.000         142030.391              0.000              0.000              0.000              0.000              0.000              0.000          0.000        787.809          3.029        162.457          1.306              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             66.421             66.954            135.304            133.868            129.611            127.747            127.904             19.307             21.689             50.246             34.567             17.004             10.979              8.663              0.430              0.282              0.382              0.164              0.035              0.006              0.008              ?          0.109          0.109
     13/04/1989          0.000        100.000         141514.500              0.000              0.000              0.000              0.000              0.000              0.000          0.000        785.849          0.758        162.674          1.309              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             66.037             66.689            135.135            133.543            129.197            127.437            127.810             19.590             21.688             50.263             34.503             16.991             10.974              8.665              0.429              0.281              0.384              0.165              0.035              0.006              0.008              ?          0.107          0.107
     14/04/1989          0.000        100.000         141003.984              0.000              0.000              0.000              0.000              0.000              0.000          0.000        784.311          0.370        162.906          1.312              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             65.922             66.567            134.976            133.256            128.809            127.111            127.671             19.833             21.734             50.287             34.450             16.975             10.964              8.663              0.429              0.280              0.386              0.167              0.036              0.006              0.008              ?          0.106          0.106
     15/04/1989          0.000        100.000         140497.812              0.000              0.000              0.000              0.000              0.000              0.000          0.000        782.834          0.354        163.146          1.313              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             65.811             66.468            134.831            133.005            128.448            126.779            127.492             20.071             21.788             50.316             34.406             16.957             10.951              8.657              0.429              0.279              0.386              0.168              0.036              0.006              0.008              ?          0.105          0.105
     16/04/1989          0.000        100.000         139996.172              0.000              0.000              0.000              0.000              0.000              0.000          0.000        781.422          0.341        163.404          1.317              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             65.714             66.377            134.678            132.804            128.119            126.447            127.283             20.316             21.845             50.343             34.379             16.939             10.935              8.648              0.427              0.280              0.389              0.170              0.036              0.006              0.008              ?          0.104          0.104
     17/04/1989          0.000        100.000         139498.422              0.000              0.000              0.000              0.000              0.000              0.000          0.000        780.081          0.329        163.672          1.319              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             65.626             66.293            134.522            132.643            127.824            126.122            127.051             20.558             21.904             50.369             34.365             16.922             10.918              8.636              0.426              0.280              0.391              0.172              0.036              0.006              0.008              ?          0.102          0.102
     18/04/1989          0.000        100.000         139002.578              0.000              0.000              0.000              0.000              0.000              0.000          0.000        778.812          0.318        163.954          1.323              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             65.546             66.212            134.364            132.514            127.562            125.810            126.803             20.803             21.964             50.395             34.361             16.907             10.900              8.623              0.424              0.281              0.393              0.174              0.037              0.006              0.008              ?          0.101          0.101
     19/04/1989          0.000        100.000         138510.156              0.000              0.000              0.000              0.000              0.000              0.000          0.000        777.617          0.308        164.243          1.325              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             65.471             66.135            134.208            132.412            127.332            125.515            126.545             21.045             22.025             50.422             34.366             16.895             10.882              8.608              0.422              0.281              0.395              0.175              0.037              0.007              0.008              ?          0.100          0.100
     20/04/1989          0.000        100.000         138020.781              0.000              0.000              0.000              0.000              0.000              0.000          0.000        776.497          0.299        164.540          1.326              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             65.400             66.062            134.053            132.329            127.131            125.238            126.284             21.283             22.087             50.449             34.378             16.885             10.865              8.593              0.422              0.281              0.395              0.176              0.037              0.007              0.008              ?          0.099          0.099
     21/04/1989          0.000        100.000         137533.953              0.000              0.000              0.000              0.000              0.000              0.000          0.000        775.450          0.291        164.842          1.325              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             65.332             65.990            133.901            132.263            126.958            124.982            126.023             21.517             22.149             50.477             34.395             16.878             10.848              8.578              0.421              0.280              0.395              0.177              0.037              0.007              0.008              ?          0.098          0.098
     22/04/1989          0.400        100.000         137049.531              0.000              0.000              0.000              0.000              0.000              0.000          0.000        774.474          0.683        165.158          1.327              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             65.267             65.921            133.752            132.211            126.808            124.747            125.768             21.755             22.212             50.506             34.417             16.873             10.833              8.562              0.420              0.280              0.397              0.178              0.037              0.007              0.008              ?          0.097          0.097
     23/04/1989          0.000        100.000         136562.062              0.000              0.000              0.000              0.000              0.000              0.000          0.000        773.568          0.276        165.463          1.321              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             65.204             65.854            133.606            132.169            126.680            124.534            125.521             21.976             22.274             50.536             34.442             16.871             10.818              8.547              0.421              0.277              0.393              0.177              0.038              0.007              0.008              ?          0.096          0.096
     24/04/1989         26.000        100.000         136085.266              0.000              0.000              0.000              0.000              0.000              0.000          0.000        791.695          0.960        165.329          1.339              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             72.540             74.850            135.778            132.290            126.602            124.348            125.287             18.985             24.298             51.299             34.530             16.878             10.806              8.532              0.438              0.290              0.384              0.174              0.038              0.007              0.008              ?          0.095          0.095
     25/04/1989          3.100        100.000         135618.828              0.000              0.000              0.000              0.000              0.000              0.000          0.000        793.318          0.959        165.176          1.335              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             72.541             74.850            137.335            132.699            126.622            124.202            125.070             18.410             24.011             51.795             34.731             16.911             10.799              8.519              0.445              0.298              0.369              0.169              0.039              0.006              0.008              ?          0.095          0.095
     26/04/1989         60.600        100.000         135162.250              0.000              0.000              0.000              0.000              0.000              0.000          0.000        815.483          2.404        164.642          1.313              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             71.096             74.850            149.400            142.184            128.534            124.469            124.950             13.916             21.489             54.059             38.306             17.508             10.850              8.515              0.425              0.304              0.373              0.158              0.039              0.006              0.008              ?          0.094          0.094
     27/04/1989          2.400        100.000         134707.516              0.000              0.000              0.000              0.000              0.000              0.000          0.000        814.807          2.586        164.196          1.283              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             69.711             74.609            147.672            142.682            130.164            125.008            124.961             13.754             21.209             53.088             38.603             18.074             10.945              8.521              0.419              0.304              0.359              0.148              0.038              0.006              0.008              ?          0.092          0.092
     28/04/1989          0.400        100.000         134253.844              0.000              0.000              0.000              0.000              0.000              0.000          0.000        812.121          2.559        163.872          1.240              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             67.500             73.406            146.143            142.774            131.486            125.703            125.110             13.894             20.778             52.255             38.741             18.590             11.072              8.541              0.427              0.285              0.336              0.140              0.038              0.006              0.008              ?          0.091          0.091
     29/04/1989          0.000        100.000         133802.266              0.000              0.000              0.000              0.000              0.000              0.000          0.000        809.664          1.861        163.651          1.201              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             67.500             70.633            144.643            142.548            132.498            126.462            125.380             14.542             20.029             51.494             38.751             19.045             11.218              8.572              0.431              0.265              0.319              0.135              0.037              0.006              0.008              ?          0.090          0.090
     30/04/1989          0.000        100.000         133353.734              0.000              0.000              0.000              0.000              0.000              0.000          0.000        807.974          1.004        163.490          1.181              ?              0.000              0.000              0.000              0.000              0.000              0.000              0.000             67.500             69.272            143.000            142.038            133.206            127.211            125.746             14.960             19.706             50.758             38.649             19.430             11.374              8.613              0.433              0.257              0.309              0.132              0.036              0.006              0.008              ?          0.088          0.088
