Summary_file = fieldpea.sum
Title = fieldpea sample
       day      year           date       sw_dep()         runoff          drain             es            eos             eo           rain     residue_wt  residue_cover      residue_n       das          stage            lai        biomass  green_biomass          yield             ep    swdef_photo    nfact_photo     root_depth        node_no        leaf_wt        stem_wt flowering_date maturity_date        leaf_no            esw
     (day)    (year)             ()           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)        (kg/ha)      (m^2/m^2)        (kg/ha)    (days)             ()      (m^2/m^2)        (kg/ha)        (kg/ha)        (kg/ha)           (mm)             ()             ()           (mm)     (nodes/m2)        (g/m^2)        (g/m^2)          (doy)         (doy)    (leaves/m2)           (mm)
        36      2003    05/Feb/2003        333.334          0.000          0.000          0.023          5.431          6.787          0.000       2532.279          0.397         41.272         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         46.311
        37      2003    06/Feb/2003        333.311          0.000          0.000          0.023          5.864          7.328          0.000       2532.279          0.397         41.272         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         46.288
        38      2003    07/Feb/2003        333.288          0.000          0.000          0.023          5.712          7.138          0.000       2532.279          0.397         41.272         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         46.265
        39      2003    08/Feb/2003        333.265          0.000          0.000          0.023          5.649          7.059          0.000       2532.279          0.397         41.272         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         46.242
        40      2003    09/Feb/2003        333.242          0.000          0.000          0.023          5.623          7.027          0.000       2532.279          0.397         41.272         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         46.220
        41      2003    10/Feb/2003        333.220          0.000          0.000          0.023          5.603          7.002          0.000       2532.279          0.397         41.272         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         46.197
        42      2003    11/Feb/2003        333.197          0.000          0.000          0.022          5.782          7.226          0.000       2532.279          0.397         41.272         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         46.175
        43      2003    12/Feb/2003        333.175          0.000          0.000          0.022          2.887          3.607          0.000       2532.279          0.397         41.272         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         46.153
        44      2003    13/Feb/2003        333.153          0.000          0.000          0.022          5.813          7.265          0.000       2532.279          0.397         41.272         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         46.131
        45      2003    14/Feb/2003        333.131          0.000          0.000          0.022          6.061          7.574          0.000       2532.279          0.397         41.272         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         46.109
        46      2003    15/Feb/2003        333.109          0.000          0.000          0.022          3.470          4.336          0.000       2532.279          0.397         41.272         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         46.088
        47      2003    16/Feb/2003        333.088          0.000          0.000          0.522          2.872          3.589          0.500       2532.279          0.397         41.272         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         46.066
        48      2003    17/Feb/2003        333.066          0.000          0.000          0.521          3.369          4.210          0.500       2532.279          0.397         41.272         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         46.045
        49      2003    18/Feb/2003        333.045          0.000          0.000          0.021          3.244          4.054          0.000       2532.279          0.397         41.272         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         46.038
        50      2003    19/Feb/2003        333.038          0.000          0.000          0.007          1.835          2.294          0.000       2532.279          0.397         41.272         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         46.038
        51      2003    20/Feb/2003        352.602          0.000          0.000          1.636          1.636          2.044         21.200       2522.700          0.396         41.116         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         60.602
        52      2003    21/Feb/2003        383.748          1.374          0.000          1.881          1.881          2.348         34.400       2443.272          0.387         39.821         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         91.748
        53      2003    22/Feb/2003        382.120          0.000          0.000          1.728          2.066          2.562          0.100       2368.958          0.377         38.610         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         90.120
        54      2003    23/Feb/2003        379.586          0.000          0.000          2.535          4.271          5.260          0.000       2290.910          0.368         37.338         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         87.586
        55      2003    24/Feb/2003        378.355          0.000          0.000          1.230          5.210          6.374          0.000       2215.554          0.358         36.110         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         86.355
        56      2003    25/Feb/2003        377.407          0.000          0.000          0.948          5.708          6.937          0.000       2187.104          0.354         35.646         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         85.407
        57      2003    26/Feb/2003        376.607          0.000          0.000          0.801          5.506          6.675          0.000       2187.104          0.354         35.646         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         84.607
        58      2003    27/Feb/2003        375.901          0.000          0.000          0.706          5.132          6.222          0.000       2187.104          0.354         35.646         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         83.901
        59      2003    28/Feb/2003        375.262          0.000          0.000          1.439          3.485          4.224          0.800       2187.104          0.354         35.646         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         83.262
        60      2003    01/Mar/2003        374.675          0.000          0.000          1.187          3.574          4.332          0.600       2187.104          0.354         35.646         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         82.675
        61      2003    02/Mar/2003        374.128          0.000          0.000          0.547          3.441          4.171          0.000       2187.104          0.354         35.646         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         82.128
        62      2003    03/Mar/2003        373.614          0.000          0.000          0.514          3.656          4.432          0.000       2187.104          0.354         35.646         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         81.614
        63      2003    04/Mar/2003        373.128          0.000          0.000          0.486          3.226          3.910          0.000       2187.104          0.354         35.646         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         81.128
        64      2003    05/Mar/2003        372.665          0.000          0.000          0.462          4.676          5.668          0.000       2187.104          0.354         35.646         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         80.665
        65      2003    06/Mar/2003        372.224          0.000          0.000          0.442          4.764          5.775          0.000       2187.104          0.354         35.646         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         80.224
        66      2003    07/Mar/2003        371.800          0.000          0.000          0.424          4.901          5.941          0.000       2187.104          0.354         35.646         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         79.800
        67      2003    08/Mar/2003        371.392          0.000          0.000          0.408          4.522          5.482          0.000       2187.104          0.354         35.646         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         79.392
        68      2003    09/Mar/2003        370.998          0.000          0.000          0.394          4.720          5.722          0.000       2187.104          0.354         35.646         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         78.998
        69      2003    10/Mar/2003        370.618          0.000          0.000          0.381          4.465          5.412          0.000       2187.104          0.354         35.646         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         78.618
        70      2003    11/Mar/2003        370.249          0.000          0.000          0.369          4.656          5.644          0.000       2187.104          0.354         35.646         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         78.249
        71      2003    12/Mar/2003        369.890          0.000          0.000          0.358          5.081          6.159          0.000       2187.104          0.354         35.646         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         77.890
        72      2003    13/Mar/2003        369.542          0.000          0.000          0.349          3.859          4.678          0.000       2187.104          0.354         35.646         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         77.565
        73      2003    14/Mar/2003        369.202          0.000          0.000          0.339          4.096          4.966          0.000       2187.104          0.354         35.646         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         77.468
        74      2003    15/Mar/2003        368.871          0.000          0.000          0.331          3.140          3.806          0.000       2187.104          0.354         35.646         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         77.370
        75      2003    16/Mar/2003        368.548          0.000          0.000          0.323          4.330          5.249          0.000       2187.104          0.354         35.646         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         77.272
        76      2003    17/Mar/2003        368.232          0.000          0.000          0.316          4.869          5.903          0.000       2187.104          0.354         35.646         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         77.174
        77      2003    18/Mar/2003        367.923          0.000          0.000          0.309          5.278          6.398          0.000       2187.104          0.354         35.646         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         77.076
        78      2003    19/Mar/2003        367.620          0.000          0.000          1.903          2.688          3.259          1.600       2187.104          0.354         35.646         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         76.977
        79      2003    20/Mar/2003        367.608          0.000          0.000          2.412          2.412          2.924          2.400       2187.104          0.354         35.646         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         76.881
        80      2003    21/Mar/2003        367.311          0.000          0.000          0.897          2.095          2.540          0.600       2187.104          0.354         35.646         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         76.784
        81      2003    22/Mar/2003        367.020          0.000          0.000          0.291          2.239          2.714          0.000       2187.104          0.354         35.646         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         76.688
        82      2003    23/Mar/2003        366.734          0.000          0.000          0.286          3.413          4.137          0.000       2187.104          0.354         35.646         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         76.591
        83      2003    24/Mar/2003        366.454          0.000          0.000          0.281          4.037          4.893          0.000       2187.104          0.354         35.646         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         76.494
        84      2003    25/Mar/2003        366.178          0.000          0.000          0.276          3.157          3.827          0.000       2187.104          0.354         35.646         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         76.397
        85      2003    26/Mar/2003        365.907          0.000          0.000          0.271          3.493          4.235          0.000       2187.104          0.354         35.646         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         76.300
        86      2003    27/Mar/2003        365.640          0.000          0.000          0.267          3.985          4.830          0.000       2187.104          0.354         35.646         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         76.203
        87      2003    28/Mar/2003        365.377          0.000          0.000          0.263          3.355          4.068          0.000       2187.104          0.354         35.646         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         76.106
        88      2003    29/Mar/2003        365.118          0.000          0.000          0.259          3.780          4.582          0.000       2187.104          0.354         35.646         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         76.010
        89      2003    30/Mar/2003        364.863          0.000          0.000          0.255          3.138          3.804          0.000       2187.104          0.354         35.646         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         75.913
        90      2003    31/Mar/2003        364.611          0.000          0.000          0.252          3.027          3.670          0.000       2187.104          0.354         35.646         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         75.816
        91      2003    01/Apr/2003        364.363          0.000          0.000          0.248          1.790          2.170          0.000       2187.104          0.354         35.646         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         75.720
        92      2003    02/Apr/2003        364.118          0.000          0.000          0.445          2.826          3.426          0.200       2187.104          0.354         35.646         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         75.623
        93      2003    03/Apr/2003        363.877          0.000          0.000          0.242          3.642          4.415          0.000       2187.104          0.354         35.646         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         75.527
        94      2003    04/Apr/2003        363.638          0.000          0.000          0.238          3.668          4.447          0.000       2187.104          0.354         35.646         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         75.431
        95      2003    05/Apr/2003        363.403          0.000          0.000          0.236          3.077          3.730          0.000       2187.104          0.354         35.646         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         75.335
        96      2003    06/Apr/2003        363.170          0.000          0.000          0.233          3.613          4.380          0.000       2187.104          0.354         35.646         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         75.239
        97      2003    07/Apr/2003        362.940          0.000          0.000          0.230          1.593          1.932          0.000       2187.104          0.354         35.646         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         75.144
        98      2003    08/Apr/2003        363.191          0.000          0.000          1.949          1.949          2.363          2.200       2187.104          0.354         35.646         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         75.053
        99      2003    09/Apr/2003        362.713          0.000          0.000          0.478          2.881          3.493          0.000       2187.104          0.354         35.646         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         74.959
       100      2003    10/Apr/2003        362.488          0.000          0.000          0.225          2.542          3.081          0.000       2187.104          0.354         35.646         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         74.866
       101      2003    11/Apr/2003        362.266          0.000          0.000          2.222          2.935          3.557          2.000       2187.104          0.354         35.646         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         74.773
       102      2003    12/Apr/2003        362.046          0.000          0.000          0.220          1.336          1.619          0.000       2187.104          0.354         35.646         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         74.680
       103      2003    13/Apr/2003        367.064          0.000          0.000          2.583          2.583          3.131          7.600       2030.459          0.334         33.093         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         75.064
       104      2003    14/Apr/2003        366.367          0.000          0.000          1.096          2.194          2.623          0.400       1900.463          0.316         30.974         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         74.571
       105      2003    15/Apr/2003        366.780          0.000          0.000          2.188          2.188          2.586          2.600       1780.776          0.300         29.024         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         74.780
       106      2003    16/Apr/2003        367.551          0.000          0.000          3.029          3.029          3.543          3.800       1722.699          0.291         28.077         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         75.551
       107      2003    17/Apr/2003        367.255          0.000          0.000          0.296          3.151          3.666          0.000       1663.602          0.283         27.114         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         75.255
       108      2003    18/Apr/2003        366.965          0.000          0.000          0.290          2.961          3.428          0.000       1602.304          0.274         26.115         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         74.965
       109      2003    19/Apr/2003        366.680          0.000          0.000          0.285          3.572          4.113          0.000       1537.917          0.265         25.066         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         74.680
       110      2003    20/Apr/2003        366.401          0.000          0.000          0.280          3.196          3.659          0.000       1497.150          0.259         24.401         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         74.401
       111      2003    21/Apr/2003        366.126          0.000          0.000          0.275          3.444          3.929          0.000       1477.415          0.256         24.080         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         74.214
       112      2003    22/Apr/2003        365.855          0.000          0.000          0.270          3.410          3.883          0.000       1477.415          0.256         24.080         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         74.161
       113      2003    23/Apr/2003        365.589          0.000          0.000          0.266          3.305          3.764          0.000       1477.415          0.256         24.080         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         74.106
       114      2003    24/Apr/2003        365.327          0.000          0.000          0.262          3.394          3.866          0.000       1477.415          0.256         24.080         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         74.050
       115      2003    25/Apr/2003        365.069          0.000          0.000          0.258          3.157          3.595          0.000       1477.415          0.256         24.080         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         73.994
       116      2003    26/Apr/2003        364.814          0.000          0.000          0.254          3.021          3.440          0.000       1477.415          0.256         24.080         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         73.936
       117      2003    27/Apr/2003        364.563          0.000          0.000          0.251          3.345          3.809          0.000       1477.415          0.256         24.080         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         73.877
       118      2003    28/Apr/2003        364.316          0.000          0.000          0.247          2.922          3.328          0.000       1477.415          0.256         24.080         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         73.818
       119      2003    29/Apr/2003        364.072          0.000          0.000          0.244          2.370          2.699          0.000       1477.415          0.256         24.080         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         73.757
       120      2003    30/Apr/2003        363.831          0.000          0.000          0.241          1.649          1.878          0.000       1477.415          0.256         24.080         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         73.696
       121      2003    01/May/2003        367.252          0.000          0.000          2.379          2.379          2.710          5.800       1431.907          0.249         23.338         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         75.252
       122      2003    02/May/2003        366.352          0.000          0.000          0.899          1.902          2.157          0.000       1389.066          0.243         22.640         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         74.352
       123      2003    03/May/2003        366.078          0.000          0.000          0.274          1.688          1.907          0.000       1321.489          0.232         21.538         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         74.078
       124      2003    04/May/2003        365.808          0.000          0.000          0.270          2.789          3.133          0.000       1274.506          0.225         20.772         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         73.808
       125      2003    05/May/2003        365.543          0.000          0.000          0.265          2.918          3.265          0.000       1253.088          0.222         20.423         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         73.543
       126      2003    06/May/2003        365.281          0.000          0.000          0.261          2.493          2.783          0.000       1245.347          0.220         20.297         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         73.433
       127      2003    07/May/2003        365.024          0.000          0.000          0.258          2.360          2.633          0.000       1238.024          0.219         20.178         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         73.385
       128      2003    08/May/2003        364.770          0.000          0.000          0.254          2.945          3.284          0.000       1230.440          0.218         20.054         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         73.336
       129      2003    09/May/2003        364.520          0.000          0.000          0.250          2.079          2.317          0.000       1225.898          0.217         19.980         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         73.286
       130      2003    10/May/2003        364.273          0.000          0.000          0.247          0.973          1.084          0.000       1225.898          0.217         19.980         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         73.236
       131      2003    11/May/2003        364.236          0.000          0.000          2.037          2.037          2.269          2.000       1225.898          0.217         19.980         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         73.185
       132      2003    12/May/2003        371.556          0.000          0.000          1.680          1.680          1.871          9.000       1206.328          0.214         19.661         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         79.556
       133      2003    13/May/2003        370.002          0.000          0.000          2.554          2.554          2.840          1.000       1127.357          0.202         18.374         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         78.002
       134      2003    14/May/2003        369.650          0.000          0.000          0.352          1.866          2.060          0.000       1081.562          0.195         17.628         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         77.650
       135      2003    15/May/2003        369.308          0.000          0.000          0.342          2.063          2.269          0.000       1043.915          0.188         17.014         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         77.308
       136      2003    16/May/2003        368.974          0.000          0.000          0.334          1.154          1.265          0.000       1005.462          0.182         16.387         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         76.974
       137      2003    17/May/2003        368.649          0.000          0.000          0.326          1.610          1.758          0.000        962.771          0.175         15.692         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         76.649
       138      2003    18/May/2003        369.433          0.000          0.000          1.416          1.416          1.541          2.200        917.613          0.168         14.956         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         77.433
       139      2003    19/May/2003        368.331          0.000          0.000          1.302          1.734          1.880          0.200        889.025          0.163         14.490         0         12.000          0.000          0.000          0.000          0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000              0             0          0.000         76.331
