Summary_file = gmtb0a.sum
Title = Greenmount B0_SOILWAT
           date       dlayer()      soil_loss  erosion_cover cover_surface_runoff
     11/01/1989       1500.000          0.290          0.031                0.031
     20/01/1989       1500.000          0.044          0.032                0.032
     07/02/1989       1500.000          0.009          0.034                0.034
     13/02/1989       1500.000          0.021          0.035                0.035
     26/03/1989       1500.000          0.367          0.046                0.046
     27/03/1989       1500.000          2.326          0.046                0.046
     28/03/1989       1500.000          2.019          0.046                0.046
     25/04/1989       1500.000          1.196          0.054                0.054
     26/04/1989       1500.000          1.490          0.054                0.054
     06/11/1989       1500.000          0.038          0.031                0.031
     11/11/1989       1500.000          0.194          0.030                0.030
     16/11/1989       1500.000          0.076          0.029                0.029
     04/12/1989       1500.000          0.706          0.030                0.030
     05/12/1989       1500.000          0.247          0.029                0.029
     06/12/1989       1500.000          0.252          0.029                0.029
     23/12/1989       1500.000          0.426          0.030                0.030
     28/12/1989       1500.000          0.001          0.030                0.030
     14/01/1990       1500.000          0.059          0.032                0.032
     15/01/1990       1500.000         13.121          0.032                0.032
     03/02/1990       1500.000          1.700          0.035                0.035
     08/02/1990       1500.000          0.010          0.035                0.035
     27/03/1990       1500.000          0.245          0.045                0.045
     28/03/1990       1500.000          0.038          0.045                0.045
     05/04/1990       1500.000          3.142          0.046                0.046
     21/04/1990       1500.000          4.353          0.051                0.051
     18/05/1990       1500.000          0.811          0.059                0.059
     23/05/1990       1500.000          7.295          0.059                0.059
     28/05/1990       1500.000          3.394          0.059                0.059
     01/09/1990       1500.000          0.155          0.036                0.036
     05/11/1990       1500.000          0.001          0.034                0.034
     07/01/1991       1500.000          0.895          0.036                0.036
     18/01/1991       1500.000          0.387          0.037                0.037
     20/01/1991       1500.000          0.449          0.036                0.036
     27/01/1991       1500.000         13.394          0.036                0.036
     08/02/1991       1500.000         14.291          0.038                0.038
     09/02/1991       1500.000          0.076          0.038                0.038
     24/10/1991       1500.000          0.096          0.042                0.042
     28/11/1991       1500.000          1.410          0.039                0.039
     30/11/1991       1500.000          0.010          0.037                0.037
     12/12/1991       1500.000          4.898          0.033                0.033
     01/01/1992       1500.000          0.197          0.033                0.033
     08/01/1992       1500.000          0.825          0.033                0.033
     09/01/1992       1500.000         10.753          0.033                0.033
     01/02/1992       1500.000          1.671          0.038                0.038
     10/02/1992       1500.000         24.242          0.041                0.041
