Summary_file = gmtb0c.sum
Title = Greenmount B0_SOILWAT
           date       dlayer()      soil_loss  erosion_cover cover_surface_runoff
     29/05/1980       1500.000          0.067          0.061                0.061
     31/07/1980       1500.000          0.243          0.040                0.040
     25/10/1980       1500.000          0.408          0.035                0.035
     26/10/1980       1500.000          4.808          0.035                0.035
     04/12/1980       1500.000          0.048          0.032                0.032
     06/12/1980       1500.000          1.297          0.031                0.031
     15/12/1980       1500.000          0.252          0.031                0.031
     16/12/1980       1500.000          0.147          0.031                0.031
     29/12/1980       1500.000          4.063          0.032                0.032
     03/01/1981       1500.000          1.490          0.032                0.032
     04/02/1981       1500.000          0.187          0.039                0.039
     06/02/1981       1500.000         19.497          0.038                0.038
     07/02/1981       1500.000          4.173          0.038                0.038
     08/02/1981       1500.000         32.113          0.038                0.038
     10/02/1981       1500.000          0.069          0.038                0.038
     14/03/1981       1500.000          0.058          0.048                0.048
     23/03/1981       1500.000          0.020          0.051                0.051
     02/04/1981       1500.000          5.219          0.058                0.058
     06/04/1981       1500.000          0.864          0.060                0.060
     08/04/1981       1500.000          0.244          0.062                0.062
     02/06/1981       1500.000          0.038          0.056                0.056
     22/07/1981       1500.000          0.265          0.041                0.041
     21/09/1981       1500.000          2.561          0.044                0.044
     01/11/1981       1500.000          2.489          0.040                0.040
     02/11/1981       1500.000          3.176          0.039                0.039
     03/11/1981       1500.000          1.603          0.038                0.038
     04/11/1981       1500.000          0.089          0.038                0.038
     03/12/1981       1500.000          3.830          0.033                0.033
     04/12/1981       1500.000         19.777          0.033                0.033
     20/12/1981       1500.000          0.043          0.033                0.033
     21/12/1981       1500.000          0.452          0.033                0.033
     24/12/1981       1500.000          2.009          0.032                0.032
     19/01/1982       1500.000          4.419          0.037                0.037
     21/01/1982       1500.000          0.211          0.036                0.036
     25/02/1982       1500.000          1.698          0.045                0.045
     01/03/1982       1500.000          1.630          0.045                0.045
     02/03/1982       1500.000          0.064          0.045                0.045
     05/03/1982       1500.000          0.023          0.045                0.045
     08/03/1982       1500.000          0.317          0.046                0.046
     11/03/1982       1500.000          2.933          0.047                0.047
     28/04/1982       1500.000          0.329          0.074                0.074
     09/09/1982       1500.000          0.821          0.045                0.045
     11/10/1982       1500.000          6.428          0.041                0.041
     01/11/1982       1500.000          1.475          0.039                0.039
     03/12/1982       1500.000          1.795          0.041                0.041
     20/12/1982       1500.000          2.161          0.038                0.038
     30/12/1982       1500.000          0.011          0.037                0.037
     04/01/1983       1500.000          0.184          0.036                0.036
     05/01/1983       1500.000          0.214          0.036                0.036
     20/03/1983       1500.000          0.114          0.046                0.046
     21/03/1983       1500.000          0.904          0.045                0.045
     26/04/1983       1500.000          0.277          0.052                0.052
     28/04/1983       1500.000          1.063          0.052                0.052
     01/05/1983       1500.000         10.072          0.052                0.052
     02/05/1983       1500.000         12.101          0.052                0.052
     03/05/1983       1500.000         10.489          0.053                0.053
     28/05/1983       1500.000          6.847          0.057                0.057
     21/06/1983       1500.000          0.147          0.034                0.034
     22/06/1983       1500.000         27.560          0.034                0.034
     23/06/1983       1500.000          1.527          0.034                0.034
     29/07/1983       1500.000          1.603          0.035                0.035
     27/08/1983       1500.000          0.138          0.036                0.036
     15/09/1983       1500.000          0.002          0.034                0.034
     06/10/1983       1500.000          1.286          0.033                0.033
     11/10/1983       1500.000          0.016          0.032                0.032
     20/10/1983       1500.000          0.879          0.029                0.029
     04/11/1983       1500.000          0.073          0.029                0.029
     16/11/1983       1500.000          0.464          0.029                0.029
     15/12/1983       1500.000          0.496          0.030                0.030
     05/01/1984       1500.000          0.118          0.034                0.034
     11/01/1984       1500.000          0.306          0.036                0.036
     14/02/1984       1500.000          0.588          0.050                0.050
     16/02/1984       1500.000          2.099          0.051                0.051
     10/03/1984       1500.000          0.438          0.067                0.067
     07/04/1984       1500.000          0.503          0.085                0.085
     08/04/1984       1500.000          2.997          0.085                0.085
     09/04/1984       1500.000          3.049          0.086                0.086
     24/04/1984       1500.000          0.001          0.107                0.107
     15/07/1984       1500.000          0.029          0.056                0.056
     16/07/1984       1500.000          0.117          0.056                0.056
     25/07/1984       1500.000          0.008          0.053                0.053
     26/07/1984       1500.000          0.016          0.053                0.053
     27/07/1984       1500.000          6.894          0.052                0.052
     11/08/1984       1500.000          0.122          0.052                0.052
     05/11/1984       1500.000          3.985          0.047                0.047
     12/11/1984       1500.000          0.927          0.042                0.042
     19/12/1984       1500.000          1.825          0.043                0.043
     09/01/1985       1500.000          0.558          0.044                0.044
     25/01/1985       1500.000          0.076          0.045                0.045
     23/04/1985       1500.000          0.030          0.065                0.065
     17/05/1985       1500.000          0.177          0.072                0.072
     04/06/1985       1500.000          2.420          0.074                0.074
     09/07/1985       1500.000          0.181          0.048                0.048
     31/08/1985       1500.000          0.442          0.048                0.048
     14/10/1985       1500.000          0.040          0.045                0.045
     23/10/1985       1500.000          0.201          0.041                0.041
     08/11/1985       1500.000          1.415          0.039                0.039
     10/12/1985       1500.000          0.811          0.035                0.035
     11/12/1985       1500.000          0.004          0.035                0.035
     23/12/1985       1500.000          0.085          0.036                0.036
     10/01/1986       1500.000          0.285          0.037                0.037
     25/01/1986       1500.000          8.688          0.039                0.039
     08/02/1986       1500.000          0.394          0.042                0.042
     12/02/1986       1500.000          0.032          0.042                0.042
     14/02/1986       1500.000          0.106          0.042                0.042
     25/02/1986       1500.000          4.894          0.044                0.044
     02/05/1986       1500.000          0.298          0.056                0.056
     06/05/1986       1500.000          0.025          0.055                0.055
     05/07/1986       1500.000          0.052          0.044                0.044
     28/07/1986       1500.000          0.219          0.044                0.044
     23/10/1986       1500.000          4.942          0.039                0.039
     13/11/1986       1500.000          6.590          0.033                0.033
     01/12/1986       1500.000          0.315          0.032                0.032
     12/12/1986       1500.000          0.001          0.033                0.033
     26/12/1986       1500.000          0.269          0.033                0.033
     20/01/1987       1500.000          1.218          0.035                0.035
     28/01/1987       1500.000          0.538          0.036                0.036
     29/01/1987       1500.000          0.152          0.036                0.036
     16/05/1987       1500.000          0.773          0.067                0.067
     28/07/1987       1500.000          0.011          0.043                0.043
     03/08/1987       1500.000          0.260          0.042                0.042
     16/10/1987       1500.000          0.736          0.042                0.042
     17/10/1987       1500.000         15.142          0.041                0.041
     25/10/1987       1500.000          0.013          0.039                0.039
     26/10/1987       1500.000          0.999          0.038                0.038
     01/12/1987       1500.000          9.542          0.039                0.039
     02/12/1987       1500.000          3.321          0.038                0.038
     11/12/1987       1500.000          0.191          0.037                0.037
     06/01/1988       1500.000          0.046          0.037                0.037
     20/01/1988       1500.000          8.469          0.035                0.035
     13/02/1988       1500.000          9.619          0.037                0.037
     01/03/1988       1500.000          0.323          0.041                0.041
     01/04/1988       1500.000         40.218          0.050                0.050
     04/04/1988       1500.000         25.736          0.051                0.051
     06/04/1988       1500.000          4.262          0.050                0.050
     11/04/1988       1500.000          0.263          0.050                0.050
     12/04/1988       1500.000         11.808          0.050                0.050
     05/06/1988       1500.000          0.001          0.062                0.062
     06/06/1988       1500.000          0.732          0.062                0.062
     05/07/1988       1500.000          0.002          0.040                0.040
     06/07/1988       1500.000          0.643          0.040                0.040
     22/07/1988       1500.000          0.048          0.038                0.038
     23/08/1988       1500.000          1.782          0.038                0.038
     28/09/1988       1500.000          0.484          0.034                0.034
     12/12/1988       1500.000          0.106          0.033                0.033
     06/01/1989       1500.000          0.081          0.032                0.032
     07/01/1989       1500.000          5.459          0.032                0.032
     08/01/1989       1500.000          0.021          0.032                0.032
     09/01/1989       1500.000          0.016          0.031                0.031
     11/01/1989       1500.000          0.326          0.031                0.031
     20/01/1989       1500.000          0.049          0.032                0.032
     07/02/1989       1500.000          0.010          0.034                0.034
     13/02/1989       1500.000          0.023          0.035                0.035
     26/03/1989       1500.000          0.340          0.046                0.046
     27/03/1989       1500.000          2.156          0.046                0.046
     28/03/1989       1500.000          1.867          0.046                0.046
     25/04/1989       1500.000          0.995          0.054                0.054
     26/04/1989       1500.000          1.238          0.054                0.054
     06/11/1989       1500.000          0.042          0.031                0.031
     11/11/1989       1500.000          0.221          0.030                0.030
     16/11/1989       1500.000          0.088          0.029                0.029
     04/12/1989       1500.000          0.811          0.030                0.030
     05/12/1989       1500.000          0.285          0.029                0.029
     06/12/1989       1500.000          0.291          0.029                0.029
     23/12/1989       1500.000          0.488          0.030                0.030
     28/12/1989       1500.000          0.001          0.030                0.030
     14/01/1990       1500.000          0.065          0.032                0.032
     15/01/1990       1500.000         14.572          0.032                0.032
     03/02/1990       1500.000          1.832          0.035                0.035
     08/02/1990       1500.000          0.011          0.035                0.035
     27/03/1990       1500.000          0.230          0.045                0.045
     28/03/1990       1500.000          0.036          0.045                0.045
     05/04/1990       1500.000          2.897          0.046                0.046
     21/04/1990       1500.000          3.789          0.051                0.051
     18/05/1990       1500.000          0.633          0.059                0.059
     23/05/1990       1500.000          5.704          0.059                0.059
     28/05/1990       1500.000          2.667          0.059                0.059
     01/09/1990       1500.000          0.164          0.036                0.036
     05/11/1990       1500.000          0.001          0.034                0.034
     07/01/1991       1500.000          0.946          0.036                0.036
     18/01/1991       1500.000          0.405          0.037                0.037
     20/01/1991       1500.000          0.476          0.036                0.036
     27/01/1991       1500.000         14.098          0.036                0.036
     08/02/1991       1500.000         14.705          0.038                0.038
     09/02/1991       1500.000          0.079          0.038                0.038
     24/10/1991       1500.000          0.093          0.042                0.042
     28/11/1991       1500.000          1.433          0.039                0.039
     30/11/1991       1500.000          0.011          0.037                0.037
     12/12/1991       1500.000          5.387          0.033                0.033
     01/01/1992       1500.000          0.218          0.033                0.033
     08/01/1992       1500.000          0.905          0.033                0.033
     09/01/1992       1500.000         11.853          0.033                0.033
     01/02/1992       1500.000          1.719          0.038                0.038
     10/02/1992       1500.000         23.845          0.041                0.041
