APSIM output file, version = 5.4
Title = Pasture PI SAMPLE Simulation
           Date           rain          rtdep         rlv(1)         rlv(2)         rlv(3)         rlv(4)         rlv(5)         rlv(6)         rlv(7)          rwu()       sw_dep()             es          no3()          nh4()          fom()            rwu      sw_dep(1)      sw_dep(2)      sw_dep(3)      sw_dep(4)      sw_dep(5)      sw_dep(6)      sw_dep(7)         no3(1)         no3(2)         no3(3)         no3(4)         no3(5)         no3(6)         no3(7)         nh4(1)         nh4(2)         nh4(3)         nh4(4)         nh4(5)         nh4(6)         nh4(7)            fom      cover_tot  residue_cover
             ()           (mm)           (mm)      (mm/mm^3)      (mm/mm^3)      (mm/mm^3)      (mm/mm^3)      (mm/mm^3)      (mm/mm^3)      (mm/mm^3)            (?)           (mm)           (mm)        (kg/ha)        (kg/ha)            (?)            (?)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (?)      (m^2/m^2)      (m^2/m^2)
     20/02/1989          0.000        100.000      75706.711          0.000          0.000          0.000          0.000          0.000          0.000              ?        718.454          0.348        145.814          1.770              ?              ?         58.605         59.151        119.653        119.971        119.905        120.216        120.953         23.820         24.391         44.934         24.146         11.073          9.525          7.925          0.495          0.435          0.550          0.232          0.037          0.009          0.011              ?          0.108          0.108
     21/02/1989         99.000        100.000      75346.359          0.000          0.000          0.000          0.000          0.000          0.000              ?        761.216          4.095        145.990          1.794              ?              ?         69.405         74.850        133.802        121.643        120.133        120.318        121.066         16.786         25.767         49.908         24.892         11.162          9.539          7.936          0.487          0.464          0.552          0.233          0.037          0.009          0.011              ?          0.107          0.107
     22/02/1989          0.000        100.000      74989.125          0.000          0.000          0.000          0.000          0.000          0.000              ?        758.809          2.406        146.389          1.778              ?              ?         67.500         73.072        133.373        122.791        120.449        120.443        121.182         17.264         25.056         49.831         25.461         11.275          9.556          7.947          0.487          0.446          0.554          0.234          0.037          0.009          0.011              ?          0.105          0.105
     23/02/1989          0.000        100.000      74629.672          0.000          0.000          0.000          0.000          0.000          0.000              ?        757.774          1.035        146.909          1.758              ?              ?         67.500         70.410        133.443        123.714        120.811        120.592        121.304         17.883         24.211         49.920         25.961         11.401          9.574          7.959          0.482          0.431          0.553          0.234          0.037          0.009          0.012              ?          0.104          0.104
     24/02/1989          0.200        100.000      74283.180          0.000          0.000          0.000          0.000          0.000          0.000              ?        756.980          0.994        147.475          1.729              ?              ?         67.500         68.380        133.260        124.452        121.191        120.763        121.433         18.415         23.634         49.925         26.399         11.534          9.596          7.971          0.468          0.424          0.547          0.232          0.037          0.009          0.011              ?          0.103          0.103
     25/02/1989          0.000        100.000      73941.438          0.000          0.000          0.000          0.000          0.000          0.000              ?        756.310          0.670        148.014          1.694              ?              ?         67.319         67.318        132.592        124.994        121.566        120.951        121.571         18.820         23.386         49.770         26.765         11.670          9.619          7.984          0.458          0.413          0.537          0.228          0.037          0.009          0.011              ?          0.102          0.102
     26/02/1989          0.000        100.000      73603.375          0.000          0.000          0.000          0.000          0.000          0.000              ?        755.720          0.590        148.527          1.661              ?              ?         66.791         66.772        131.978        125.389        121.923        121.149        121.718         19.059         23.310         49.638         27.074         11.804          9.643          7.998          0.455          0.400          0.525          0.224          0.038          0.009          0.011              ?          0.100          0.100
     27/02/1989          0.000        100.000      73271.797          0.000          0.000          0.000          0.000          0.000          0.000              ?        755.187          0.533        149.022          1.632              ?              ?         66.286         66.320        131.422        125.674        122.254        121.355        121.876         19.276         23.263         49.527         27.339         11.935          9.669          8.013          0.455          0.388          0.512          0.219          0.038          0.009          0.011              ?          0.099          0.099
     28/02/1989          0.000        100.000      72940.898          0.000          0.000          0.000          0.000          0.000          0.000              ?        754.696          0.491        149.489          1.600              ?              ?         65.828         65.916        130.913        125.876        122.556        121.563        122.043         19.477         23.228         49.432         27.568         12.061          9.695          8.028          0.458          0.373          0.497          0.213          0.039          0.008          0.011              ?          0.098          0.098
     01/03/1989          0.000        100.000      72624.750          0.000          0.000          0.000          0.000          0.000          0.000              ?        754.239          0.457        149.941          1.570              ?              ?         65.414         65.550        130.441        126.015        122.830        121.770        122.219         19.674         23.201         49.349         27.768         12.182          9.722          8.044          0.462          0.359          0.483          0.208          0.039          0.008          0.011              ?          0.097          0.097
     02/03/1989          0.000        100.000      72311.594          0.000          0.000          0.000          0.000          0.000          0.000              ?        753.810          0.429        150.390          1.546              ?              ?         65.036         65.216        130.000        126.104        123.076        121.975        122.403         19.879         23.183         49.276         27.945         12.298          9.749          8.060          0.464          0.349          0.472          0.203          0.039          0.008          0.010              ?          0.096          0.096
     03/03/1989          0.000        100.000      71990.062          0.000          0.000          0.000          0.000          0.000          0.000              ?        753.405          0.406        150.827          1.524              ?              ?         64.691         64.910        129.586        126.154        123.296        122.174        122.594         20.080         23.171         49.212         28.103         12.409          9.775          8.077          0.467          0.340          0.461          0.199          0.040          0.008          0.010              ?          0.094          0.094
     04/03/1989          0.000        100.000      71677.148          0.000          0.000          0.000          0.000          0.000          0.000              ?        753.019          0.386        151.258          1.504              ?              ?         64.374         64.627        129.195        126.175        123.491        122.368        122.789         20.284         23.164         49.156         28.244         12.514          9.802          8.095          0.468          0.331          0.451          0.196          0.040          0.008          0.010              ?          0.093          0.093
     05/03/1989          2.800        100.000      71360.414          0.000          0.000          0.000          0.000          0.000          0.000              ?        752.650          3.169        151.710          1.497              ?              ?         64.081         64.365        128.825        126.171        123.664        122.559        122.986         20.511         23.164         49.107         28.372         12.615          9.828          8.112          0.465          0.331          0.449          0.195          0.040          0.008          0.010              ?          0.092          0.092
     06/03/1989          0.000        100.000      71040.016          0.000          0.000          0.000          0.000          0.000          0.000              ?        752.297          0.354        152.185          1.498              ?              ?         63.811         64.120        128.473        126.148        123.817        122.927        123.000         20.761         23.172         49.067         28.488         12.713          9.868          8.115          0.457          0.335          0.452          0.197          0.039          0.008          0.010              ?          0.091          0.091
     07/03/1989          0.000        100.000      70720.430          0.000          0.000          0.000          0.000          0.000          0.000              ?        751.956          0.340        152.667          1.502              ?              ?         63.559         63.892        128.139        126.110        124.255        123.000        123.000         21.016         23.187         49.035         28.596         12.838          9.878          8.117          0.449          0.341          0.457          0.199          0.039          0.008          0.010              ?          0.090          0.090
     08/03/1989          0.000        100.000      70403.047          0.000          0.000          0.000          0.000          0.000          0.000              ?        751.628          0.328        153.167          1.511              ?              ?         63.325         63.679        127.820        126.094        124.710        123.000        123.000         21.285         23.208         49.010         28.704         12.959          9.881          8.119          0.440          0.348          0.464          0.202          0.039          0.008          0.010              ?          0.089          0.089
     09/03/1989          0.000        100.000      70087.891          0.000          0.000          0.000          0.000          0.000          0.000              ?        751.311          0.318        153.676          1.529              ?              ?         63.106         63.478        127.519        126.099        125.109        123.000        123.000         21.560         23.237         48.995         28.812         13.067          9.883          8.121          0.435          0.357          0.473          0.206          0.038          0.008          0.010              ?          0.089          0.089
     10/03/1989          0.000        100.000      69768.359          0.000          0.000          0.000          0.000          0.000          0.000              ?        751.003          0.308        154.193          1.556              ?              ?         62.900         63.290        127.238        126.115        125.460        123.000        123.000         21.837         23.273         48.990         28.918         13.166          9.886          8.123          0.438          0.367          0.484          0.210          0.038          0.008          0.011              ?          0.088          0.088
     11/03/1989          0.000        100.000      69449.562          0.000          0.000          0.000          0.000          0.000          0.000              ?        750.704          0.299        154.717          1.582              ?              ?         62.707         63.113        126.976        126.138        125.769        123.000        123.000         22.118         23.315         48.994         29.021         13.255          9.889          8.124          0.441          0.376          0.494          0.214          0.037          0.009          0.011              ?          0.087          0.087
     12/03/1989          0.000        100.000      69130.156          0.000          0.000          0.000          0.000          0.000          0.000              ?        750.413          0.291        155.250          1.608              ?              ?         62.526         62.947        126.733        126.207        126.000        123.000        123.000         22.403         23.363         49.008         29.131         13.327          9.891          8.126          0.445          0.385          0.503          0.218          0.037          0.009          0.011              ?          0.086          0.086
     13/03/1989          0.000        100.000      68810.266          0.000          0.000          0.000          0.000          0.000          0.000              ?        750.130          0.283        155.793          1.640              ?              ?         62.356         62.792        126.512        126.470        126.000        123.000        123.000         22.693         23.418         49.033         29.281         13.346          9.894          8.128          0.453          0.394          0.514          0.223          0.036          0.009          0.011              ?          0.085          0.085
     14/03/1989          0.000        100.000      68488.867          0.000          0.000          0.000          0.000          0.000          0.000              ?        749.854          0.276        156.347          1.673              ?              ?         62.196         62.647        126.332        126.678        126.000        123.000        123.000         22.990         23.479         49.076         29.410         13.365          9.897          8.130          0.462          0.403          0.525          0.227          0.036          0.009          0.011              ?          0.084          0.084
     15/03/1989          0.000        100.000      68160.352          0.000          0.000          0.000          0.000          0.000          0.000              ?        749.585          0.270        156.915          1.713              ?              ?         62.047         62.516        126.180        126.841        126.000        123.000        123.000         23.295         23.547         49.133         29.524         13.385          9.900          8.132          0.474          0.414          0.537          0.233          0.035          0.009          0.011              ?          0.083          0.083
     16/03/1989         13.000        100.000      67820.039          0.000          0.000          0.000          0.000          0.000          0.000              ?        759.894          2.391        157.482          1.730              ?              ?         67.622         65.818        127.327        127.127        126.000        123.000        123.000         22.040         24.615         49.699         29.687         13.404          9.903          8.134          0.474          0.419          0.545          0.236          0.035          0.009          0.011              ?          0.083          0.083
     17/03/1989          2.400        100.000      67491.188          0.000          0.000          0.000          0.000          0.000          0.000              ?        760.494          1.800        158.044          1.714              ?              ?         66.898         65.912        128.199        127.486        126.000        123.000        123.000         21.870         24.692         50.139         29.880         13.421          9.906          8.136          0.463          0.416          0.544          0.236          0.036          0.009          0.011              ?          0.082          0.082
     18/03/1989          0.000        100.000      67177.945          0.000          0.000          0.000          0.000          0.000          0.000              ?        758.015          2.479        158.583          1.673              ?              ?         64.882         64.849        128.453        127.832        126.000        123.000        123.000         22.281         24.411         50.342         30.066         13.437          9.908          8.138          0.444          0.405          0.535          0.232          0.036          0.009          0.011              ?          0.081          0.081
     19/03/1989          0.000        100.000      66871.172          0.000          0.000          0.000          0.000          0.000          0.000              ?        757.174          0.841        159.085          1.635              ?              ?         64.200         64.353        128.484        128.138        126.000        123.000        123.000         22.550         24.336         50.461         30.235         13.452          9.911          8.140          0.438          0.391          0.522          0.227          0.037          0.009          0.011              ?          0.080          0.080
     20/03/1989          0.000        100.000      66562.141          0.000          0.000          0.000          0.000          0.000          0.000              ?        756.478          0.697        159.551          1.596              ?              ?         63.681         63.995        128.405        128.396        126.000        123.000        123.000         22.801         24.307         50.536         30.385         13.466          9.914          8.142          0.439          0.374          0.506          0.221          0.037          0.008          0.011              ?          0.080          0.080
     21/03/1989          0.000        100.000      66254.742          0.000          0.000          0.000          0.000          0.000          0.000              ?        755.869          0.608        160.015          1.565              ?              ?         63.282         63.709        128.272        128.606        126.000        123.000        123.000         23.070         24.301         50.589         30.514         13.481          9.916          8.144          0.438          0.361          0.493          0.216          0.038          0.008          0.011              ?          0.079          0.079
     22/03/1989          0.000        100.000      65947.812          0.000          0.000          0.000          0.000          0.000          0.000              ?        755.323          0.547        160.502          1.550              ?              ?         62.968         63.472        128.113        128.769        126.000        123.000        123.000         23.371         24.313         50.632         30.624         13.497          9.919          8.146          0.431          0.358          0.489          0.215          0.038          0.008          0.011              ?          0.078          0.078
     23/03/1989          0.000        100.000      65639.062          0.000          0.000          0.000          0.000          0.000          0.000              ?        754.822          0.501        161.019          1.566              ?              ?         62.714         63.272        127.945        128.891        126.000        123.000        123.000         23.701         24.341         50.673         30.720         13.515          9.921          8.148          0.430          0.366          0.497          0.218          0.037          0.008          0.011              ?          0.077          0.077
     24/03/1989          0.000        100.000      65316.594          0.000          0.000          0.000          0.000          0.000          0.000              ?        754.357          0.465        161.554          1.616              ?              ?         62.503         63.100        127.776        128.977        126.000        123.000        123.000         24.043         24.384         50.716         30.802         13.535          9.924          8.149          0.444          0.380          0.511          0.224          0.036          0.009          0.011              ?          0.077          0.077
     25/03/1989          5.000        100.000      64987.934          0.000          0.000          0.000          0.000          0.000          0.000              ?        756.335          3.022        162.103          1.658              ?              ?         63.667         63.706        127.894        129.067        126.000        123.000        123.000         23.990         24.718         50.875         30.887         13.555          9.927          8.151          0.456          0.393          0.524          0.229          0.036          0.009          0.011              ?          0.076          0.076
     26/03/1989         45.000        100.000      64669.992          0.000          0.000          0.000          0.000          0.000          0.000              ?        782.008          1.787        162.100          1.734              ?              ?         71.713         74.228        134.141        129.926        126.000        123.000        123.000         19.329         26.624         53.212         31.279         13.573          9.930          8.153          0.509          0.409          0.529          0.232          0.035          0.009          0.011              ?          0.075          0.075
     27/03/1989         28.000        100.000      64367.844          0.000          0.000          0.000          0.000          0.000          0.000              ?        797.622          2.658        161.741          1.745              ?              ?         70.842         74.850        147.005        132.742        126.148        123.030        123.006         15.867         24.707         57.003         32.442         13.630          9.936          8.156          0.515          0.431          0.514          0.230          0.036          0.009          0.011              ?          0.075          0.075
     28/03/1989          1.200        100.000      64070.863          0.000          0.000          0.000          0.000          0.000          0.000              ?        795.768          3.045        161.615          1.670              ?              ?         68.088         74.377        145.709        134.735        126.666        123.157        123.036         15.879         24.322         56.193         33.316         13.793          9.953          8.160          0.478          0.434          0.479          0.223          0.036          0.009          0.011              ?          0.074          0.074
     29/03/1989          0.000        100.000      63779.875          0.000          0.000          0.000          0.000          0.000          0.000              ?        793.694          2.047        161.639          1.573              ?              ?         67.500         71.789        144.471        136.082        127.349        123.395        123.108         16.549         23.487         55.476         33.959         14.017          9.983          8.168          0.467          0.390          0.448          0.212          0.037          0.008          0.011              ?          0.073          0.073
     30/03/1989          0.000        100.000      63492.086          0.000          0.000          0.000          0.000          0.000          0.000              ?        792.616          1.021        161.713          1.500              ?              ?         67.500         70.180        143.047        136.875        128.054        123.727        123.232         17.047         23.025         54.769         34.397         14.268         10.026          8.180          0.463          0.359          0.421          0.201          0.037          0.008          0.011              ?          0.073          0.073
     31/03/1989          0.000        100.000      63207.961          0.000          0.000          0.000          0.000          0.000          0.000              ?        791.725          0.788        161.828          1.447              ?              ?         67.500         69.126        141.650        137.230        128.689        124.120        123.409         17.466         22.768         54.129         34.669         14.521         10.077          8.197          0.460          0.338          0.401          0.192          0.037          0.008          0.010              ?          0.072          0.072
     01/04/1989          0.000        100.000      62928.098          0.000          0.000          0.000          0.000          0.000          0.000              ?        790.900          0.666        161.968          1.407              ?              ?         67.500         68.405        140.364        137.257        129.203        124.536        123.635         17.846         22.623         53.577         34.811         14.759         10.135          8.218          0.457          0.323          0.387          0.185          0.037          0.007          0.010              ?          0.071          0.071
     02/04/1989          2.600        100.000      62651.246          0.000          0.000          0.000          0.000          0.000          0.000              ?        792.085          1.191        162.093          1.367              ?              ?         68.389         68.910        139.304        137.066        129.576        124.944        123.897         17.843         22.837         53.142         34.865         14.971         10.194          8.242          0.450          0.309          0.376          0.178          0.037          0.007          0.010              ?          0.070          0.070
     03/04/1989          3.200        100.000      62380.922          0.000          0.000          0.000          0.000          0.000          0.000              ?        793.561          1.428        162.178          1.324              ?              ?         69.343         69.552        138.583        136.770        129.814        125.318        124.181         17.736         23.047         52.847         34.872         15.156         10.252          8.268          0.439          0.294          0.366          0.172          0.037          0.007          0.010              ?          0.069          0.069
     04/04/1989          0.400        100.000      62113.219          0.000          0.000          0.000          0.000          0.000          0.000              ?        791.285          2.308        162.319          1.305              ?              ?         67.500         69.257        138.051        136.426        129.937        125.642        124.473         17.931         22.985         52.634         34.853         15.313         10.307          8.296          0.444          0.282          0.359          0.167          0.037          0.007          0.009              ?          0.069          0.069
     05/04/1989          0.400        100.000      61846.832          0.000          0.000          0.000          0.000          0.000          0.000              ?        789.523          1.723        162.484          1.294              ?              ?         67.294         68.043        137.518        136.044        129.958        125.905        124.760         18.452         22.655         52.440         34.812         15.445         10.357          8.323          0.447          0.277          0.355          0.163          0.037          0.007          0.009              ?          0.068          0.068
     06/04/1989          0.200        100.000      61579.789          0.000          0.000          0.000          0.000          0.000          0.000              ?        788.433          0.782        162.667          1.289              ?              ?         67.103         67.705        136.961        135.639        129.894        126.103        125.028         18.734         22.623         52.254         34.753         15.552         10.401          8.349          0.448          0.273          0.354          0.162          0.037          0.007          0.009              ?          0.067          0.067
     07/04/1989          0.000        100.000      61315.336          0.000          0.000          0.000          0.000          0.000          0.000              ?        787.338          0.528        162.869          1.289              ?              ?         66.878         67.464        136.508        135.225        129.760        126.234        125.269         18.994         22.623         52.119         34.684         15.637         10.438          8.374          0.447          0.273          0.356          0.161          0.037          0.006          0.009              ?          0.066          0.066
     08/04/1989          0.000        100.000      61054.387          0.000          0.000          0.000          0.000          0.000          0.000              ?        786.233          0.486        163.092          1.294              ?              ?         66.668         67.259        136.135        134.821        129.572        126.302        125.476         19.255         22.636         52.025         34.611         15.702         10.468          8.396          0.443          0.275          0.362          0.162          0.036          0.007          0.009              ?          0.066          0.066
     09/04/1989          0.000        100.000      60793.938          0.000          0.000          0.000          0.000          0.000          0.000              ?        785.120          0.453        163.334          1.302              ?              ?         66.479         67.079        135.824        134.438        129.346        126.311        125.643         19.517         22.658         51.963         34.540         15.751         10.491          8.414          0.440          0.279          0.368          0.164          0.036          0.007          0.009              ?          0.065          0.065
     10/04/1989          0.000        100.000      60537.719          0.000          0.000          0.000          0.000          0.000          0.000              ?        784.002          0.426        163.591          1.310              ?              ?         66.309         66.921        135.561        134.082        129.093        126.267        125.768         19.776         22.690         51.928         34.474         15.785         10.507          8.430          0.436          0.281          0.374          0.166          0.036          0.007          0.009              ?          0.064          0.064
     11/04/1989          0.300        100.000      60281.488          0.000          0.000          0.000          0.000          0.000          0.000              ?        782.886          0.703        163.851          1.314              ?              ?         66.157         66.782        135.336        133.756        128.826        126.179        125.850         20.026         22.727         51.915         34.414         15.808         10.518          8.442          0.435          0.281          0.378          0.167          0.036          0.007          0.009              ?          0.063          0.063
     12/04/1989          3.400        100.000      60029.602          0.000          0.000          0.000          0.000          0.000          0.000              ?        782.289          3.275        164.126          1.319              ?              ?         66.259         66.851        135.224        133.458        128.552        126.054        125.891         20.209         22.812         51.948         34.361         15.822         10.524          8.450          0.434          0.283          0.382          0.169          0.036          0.007          0.009              ?          0.063          0.063
     13/04/1989          0.000        100.000      59775.805          0.000          0.000          0.000          0.000          0.000          0.000              ?        781.057          0.509        164.405          1.321              ?              ?         66.040         66.666        135.074        133.202        128.282        125.899        125.892         20.470         22.833         51.972         34.320         15.829         10.525          8.456          0.433          0.282          0.384          0.170          0.036          0.007          0.009              ?          0.062          0.062
     14/04/1989          0.000        100.000      59526.605          0.000          0.000          0.000          0.000          0.000          0.000              ?        779.975          0.367        164.692          1.322              ?              ?         65.914         66.552        134.932        132.974        128.020        125.724        125.859         20.715         22.880         52.000         34.285         15.830         10.522          8.459          0.433          0.281          0.386          0.171          0.037          0.007          0.009              ?          0.061          0.061
     15/04/1989          0.000        100.000      59282.281          0.000          0.000          0.000          0.000          0.000          0.000              ?        778.925          0.352        164.983          1.323              ?              ?         65.802         66.454        134.790        132.779        127.772        125.533        125.794         20.957         22.931         52.029         34.261         15.829         10.517          8.458          0.433          0.280          0.387          0.172          0.037          0.007          0.009              ?          0.060          0.060
     16/04/1989          0.000        100.000      59041.105          0.000          0.000          0.000          0.000          0.000          0.000              ?        777.911          0.339        165.288          1.326              ?              ?         65.704         66.364        134.640        132.623        127.542        125.335        125.702         21.207         22.986         52.055         34.249         15.826         10.509          8.456          0.431          0.281          0.389          0.173          0.037          0.007          0.009              ?          0.060          0.060
     17/04/1989          0.000        100.000      58801.461          0.000          0.000          0.000          0.000          0.000          0.000              ?        776.937          0.327        165.598          1.328              ?              ?         65.616         66.279        134.486        132.499        127.334        125.135        125.588         21.454         23.043         52.080         34.247         15.822         10.500          8.451          0.429          0.281          0.391          0.174          0.037          0.007          0.009              ?          0.059          0.059
     18/04/1989          0.000        100.000      58560.348          0.000          0.000          0.000          0.000          0.000          0.000              ?        776.006          0.316        165.918          1.331              ?              ?         65.535         66.199        134.331        132.399        127.147        124.937        125.458         21.704         23.101         52.105         34.253         15.819         10.490          8.445          0.428          0.282          0.393          0.176          0.037          0.007          0.009              ?          0.059          0.059
     19/04/1989          0.000        100.000      58322.238          0.000          0.000          0.000          0.000          0.000          0.000              ?        775.120          0.307        166.242          1.333              ?              ?         65.460         66.122        134.176        132.319        126.981        124.746        125.316         21.950         23.161         52.130         34.266         15.817         10.480          8.438          0.426          0.282          0.395          0.177          0.037          0.007          0.009              ?          0.058          0.058
     20/04/1989          0.000        100.000      58084.684          0.000          0.000          0.000          0.000          0.000          0.000              ?        774.281          0.298        166.569          1.333              ?              ?         65.389         66.049        134.023        132.255        126.836        124.564        125.165         22.193         23.221         52.156         34.284         15.817         10.469          8.430          0.425          0.282          0.395          0.177          0.038          0.007          0.009              ?          0.057          0.057
     21/04/1989          0.000        100.000      57847.922          0.000          0.000          0.000          0.000          0.000          0.000              ?        773.489          0.290        166.900          1.332              ?              ?         65.321         65.978        133.872        132.204        126.710        124.393        125.011         22.433         23.281         52.182         34.306         15.817         10.459          8.421          0.425          0.281          0.395          0.178          0.038          0.007          0.009              ?          0.057          0.057
     22/04/1989          0.400        100.000      57612.941          0.000          0.000          0.000          0.000          0.000          0.000              ?        772.742          0.682        167.240          1.334              ?              ?         65.256         65.909        133.723        132.163        126.600        124.235        124.856         22.675         23.342         52.210         34.332         15.819         10.450          8.412          0.423          0.281          0.397          0.179          0.038          0.007          0.009              ?          0.056          0.056
     23/04/1989          0.000        100.000      57372.242          0.000          0.000          0.000          0.000          0.000          0.000              ?        772.042          0.275        167.568          1.327              ?              ?         65.193         65.842        133.578        132.131        126.506        124.089        124.702         22.901         23.403         52.238         34.360         15.822         10.441          8.403          0.425          0.277          0.393          0.178          0.038          0.007          0.009              ?          0.055          0.055
     24/04/1989         26.000        100.000      57144.008          0.000          0.000          0.000          0.000          0.000          0.000              ?        789.822          1.028        167.453          1.345              ?              ?         72.472         74.850        135.368        132.178        126.441        123.959        124.554         19.895         25.557         52.923         34.420         15.830         10.433          8.395          0.441          0.291          0.385          0.175          0.038          0.007          0.009              ?          0.055          0.055
     25/04/1989          3.100        100.000      56920.863          0.000          0.000          0.000          0.000          0.000          0.000              ?        791.541          1.027        167.316          1.339              ?              ?         72.473         74.850        136.952        132.533        126.459        123.859        124.415         19.311         25.258         53.468         34.605         15.859         10.428          8.387          0.446          0.299          0.370          0.170          0.039          0.007          0.009              ?          0.054          0.054
     26/04/1989         60.600        100.000      56701.906          0.000          0.000          0.000          0.000          0.000          0.000              ?        812.674          2.572        166.798          1.320              ?              ?         70.928         74.850        149.400        140.881        128.144        124.116        124.355         14.757         22.718         56.169         37.908         16.389         10.471          8.385          0.427          0.305          0.374          0.160          0.039          0.006          0.008              ?          0.054          0.054
     27/04/1989          2.400        100.000      56480.355          0.000          0.000          0.000          0.000          0.000          0.000              ?        811.959          2.764        166.372          1.291              ?              ?         69.399         74.583        147.667        141.638        129.643        124.621        124.408         14.592         22.418         55.165         38.336         16.914         10.552          8.394          0.424          0.304          0.360          0.150          0.039          0.006          0.008              ?          0.053          0.053
     28/04/1989          0.400        100.000      56258.062          0.000          0.000          0.000          0.000          0.000          0.000              ?        809.420          2.544        166.080          1.243              ?              ?         67.500         73.100        146.124        141.935        130.901        125.277        124.582         14.818         21.896         54.300         38.581         17.411         10.661          8.413          0.431          0.280          0.337          0.142          0.038          0.006          0.008              ?          0.053          0.053
     29/04/1989          0.000        100.000      56039.301          0.000          0.000          0.000          0.000          0.000          0.000              ?        807.309          1.644        165.881          1.205              ?              ?         67.500         70.606        144.579        141.864        131.894        126.001        124.866         15.432         21.182         53.500         38.675         17.861         10.788          8.442          0.435          0.262          0.319          0.137          0.038          0.006          0.008              ?          0.052          0.052
     30/04/1989          0.000        100.000      55823.930          0.000          0.000          0.000          0.000          0.000          0.000              ?        805.776          0.974        165.743          1.186              ?              ?         67.500         69.281        142.944        141.480        132.611        126.723        125.237         15.859         20.846         52.740         38.642         18.252         10.924          8.480          0.437          0.255          0.310          0.134          0.037          0.006          0.008              ?          0.052          0.052
