Summary_file = lysS113.sum
Title = south lysimeter
year,month,day,day_month,period,sw(1),sw(2),sw(3),sw(4),sw(5),sw(6),sw(7),sw(8),sw(9),sw(10),sw(11),sw(12),sw(13),sw(14),sw(15),sw(16),sw(17),sw(18),no3(1),no3(2),no3(3),no3(4),no3(5),no3(6),no3(7),no3(8),no3(9),no3(10),no3(11),no3(12),no3(13),no3(14),no3(15),nh4(1),nh4(2),nh4(3),nh4(4),nh4(5),nh4(6),nh4(7),nh4(8),nh4(9),nh4(10),nh4(11),nh4(12),nh4(13),nh4(14),nh4(15),no3_025,no3_2590,nh4_025,nh4_2590,sw_dep_025,sw_dep_2590,sw_dep_90180,no3_030,no3_3080,nh4_030,nh4_3080,sw_dep_030,sw_dep_3080,rain,T,ET,swdep(1),swdep(2),swdep(3),swdep(4),swdep(5),swdep(6),swdep(7),swdep(8),swdep(9),swdep(10),swdep(11),swdep(12),swdep(13),swdep(14),swdep(15),swdep(16),swdep(17),swdep(18),es,runoff,drain,eo,h,drain_25,drain_90,drain_180,cum_rain,cum_ET,cum_E,cum_T,cdrain_25,cdrain_90,cdrain180,cum_drain,no3(),nh4(),nit_tot(),leach_no3,cleach_25,cleach_90,urea(),biom_n(),fom_n(),hum_n(),sum@soiln2_dnit[],sum@soiln2_dlt_n_min[],residue_n,residue_wt,residue_cover,L_dlt_n_fixed,P_dlt_n_fixed,W_biomass_n,W_root_n,L_biomass_n,L_root_n,C_biomass_n,C_root_n,P_biomass_n,P_root_n,cum_nmin010,cum_nmin1020,cum_nmin2030,no3_010,nh4_010,fom_n_010,biom_n_010,hum_n_010,no3_sol_20,no3_sol_30,no3_sol_50,no3_sol_90,cumnetdrain120
1997,4,113,23,    10.000,     0.053,     0.054,     0.057,     0.071,     0.122,     0.148,     0.149,     0.169,     0.185,     0.215,     0.242,     0.261,     0.271,     0.284,     0.284,     0.284,     0.284,     0.284,     0.392,     0.580,     0.888,     1.110,     2.196,     0.272,     0.609,     0.344,     0.366,     0.288,     0.000,     0.000,     0.000,     0.000,     0.000,     0.075,     0.107,     0.151,     0.213,     0.395,     0.005,     0.004,     0.001,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     5.438,     1.607,     0.946,     0.005,    28.691,    98.549,   244.038,     5.743,     1.303,     0.948,     0.003,    36.164,    95.160,     0.000,     0.064,     0.122,     0.265,     0.542,     1.138,     2.838,     9.134,    14.774,    14.945,    16.852,    27.775,    43.060,    48.406,    52.195,    54.180,    42.529,    28.358,    21.278,    14.196,     7.099,     0.057,     0.000,     0.000,     2.793,     0.000,     0.000,     0.000,     0.000,     0.000,     0.117,     0.057,     0.060,     0.000,     0.000,     0.000,     0.000,     7.046,     0.951,  4777.702,     0.000,    -0.001,     0.000,     0.000,   245.043,    48.577,  4476.085,     0.000,    -0.001,    43.627,  2176.667,     0.353,     0.001,     0.000,     0.000,?,     4.961,    10.996,     0.000,     0.000,     0.000,     0.000,     7.361,    -0.249,    -1.323,     3.702,     0.678,     5.359,   127.105,  1133.528,    39.118,    24.047,     4.072,     1.317,    -0.006
1997,5,128,8,    10.000,     0.200,     0.212,     0.217,     0.218,     0.169,     0.148,     0.148,     0.168,     0.184,     0.215,     0.242,     0.261,     0.271,     0.283,     0.283,     0.284,     0.284,     0.284,     0.132,     0.238,     0.504,     1.692,     2.905,     0.380,     0.581,     0.348,     0.364,     0.285,     0.000,     0.000,     0.000,     0.000,     0.000,     0.058,     0.109,     0.211,     0.358,     0.438,     0.007,     0.003,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     5.851,     1.578,     1.181,     0.003,    43.663,    98.195,   243.946,     6.141,     1.287,     1.183,     0.002,    51.063,    94.852,    19.200,     0.921,     3.749,     1.002,     2.116,     4.350,     8.739,    12.683,    14.773,    14.801,    16.783,    27.658,    43.010,    48.360,    52.178,    54.171,    42.517,    28.348,    21.269,    14.188,     7.095,     3.628,     0.000,     0.000,    38.394,     0.000,     0.000,     0.000,     0.000,    19.200,     4.837,     3.685,     1.152,     0.000,     0.000,     0.000,     0.000,     7.431,     1.185,  4785.550,     0.000,    -0.015,     0.000,     0.000,   249.311,    51.283,  4476.340,     0.000,     0.567,    44.672,  2229.396,     0.360,     0.021,     0.000,     0.000,?,     4.396,    10.691,     0.000,     0.000,     0.000,     0.000,     7.907,    -0.234,    -1.323,     3.534,     0.882,     5.663,   130.541,  1133.738,    19.360,    22.907,     3.928,     1.318,    -0.055
1997,5,143,23,    10.000,     0.184,     0.206,     0.215,     0.224,     0.227,     0.162,     0.148,     0.168,     0.184,     0.215,     0.242,     0.261,     0.271,     0.283,     0.283,     0.284,     0.284,     0.284,     0.171,     0.305,     0.564,     1.537,     3.971,     0.680,     0.567,     0.352,     0.365,     0.283,     0.000,     0.000,     0.000,     0.000,     0.000,     0.097,     0.169,     0.307,     0.548,     0.493,     0.000,     0.002,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     7.228,     1.567,     1.614,     0.002,    49.429,    99.593,   243.947,     7.511,     1.283,     1.615,     0.001,    56.831,    94.852,    15.900,     3.301,    10.471,     0.920,     2.062,     4.307,     8.967,    17.002,    16.171,    14.803,    16.783,    27.657,    43.010,    48.359,    52.178,    54.172,    42.517,    28.348,    21.270,    14.188,     7.095,     6.906,     0.000,     0.000,    28.630,     0.000,     0.000,     0.000,     0.000,    35.100,    14.970,    10.589,     4.381,     0.000,     0.000,     0.000,     0.000,     8.797,     1.617,  4804.777,     0.000,    -0.015,     0.000,     0.000,   264.379,    52.740,  4477.245,     0.000,     1.685,    31.718,  1583.217,     0.271,     0.039,     0.000,     0.000,?,     4.090,    10.399,     0.000,     0.000,     0.000,     0.000,     9.456,    -0.158,    -1.389,     3.901,     1.285,     5.313,   142.632,  1134.498,    17.139,    23.357,     3.834,     1.318,    -0.054
1997,6,158,7,    10.000,     0.067,     0.121,     0.181,     0.201,     0.210,     0.181,     0.148,     0.168,     0.184,     0.215,     0.242,     0.261,     0.271,     0.283,     0.283,     0.284,     0.284,     0.284,     0.181,     0.506,     1.159,     2.007,     3.976,     0.307,     0.556,     0.355,     0.364,     0.280,     0.000,     0.000,     0.000,     0.000,     0.000,     0.116,     0.161,     0.341,     0.606,     0.489,     0.000,     0.001,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     8.136,     1.555,     1.713,     0.001,    47.019,   101.533,   243.947,     8.414,     1.277,     1.714,     0.001,    54.424,    94.855,     8.800,     2.482,    11.336,     0.336,     1.215,     3.627,     8.025,    15.713,    18.103,    14.810,    16.783,    27.657,    43.010,    48.359,    52.178,    54.172,    42.517,    28.348,    21.270,    14.188,     7.095,     8.734,     0.000,     0.000,    27.948,     0.000,     0.008,     0.000,     0.000,    43.900,    26.172,    19.322,     6.850,     0.009,     0.000,     0.000,     0.000,     9.692,     1.715,  4817.356,     0.000,    -0.017,     0.000,     0.000,   274.960,    53.077,  4477.913,     0.000,     1.078,    26.407,  1318.478,     0.232,     0.104,     0.000,     0.000,?,     3.743,    10.121,     0.000,     0.000,     0.000,     0.000,    11.129,    -0.452,    -1.865,     5.178,     1.387,     5.107,   149.475,  1134.952,    25.010,    25.307,     3.753,     1.317,    -0.053
1997,6,163,12,    10.000,     0.062,     0.076,     0.163,     0.194,     0.203,     0.181,     0.148,     0.168,     0.184,     0.215,     0.242,     0.261,     0.271,     0.283,     0.283,     0.284,     0.284,     0.284,     0.226,     0.401,     1.318,     2.248,     3.984,     0.100,     0.547,     0.356,     0.364,     0.279,     0.000,     0.000,     0.000,     0.000,     0.000,     0.120,     0.170,     0.311,     0.591,     0.467,     0.000,     0.001,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     8.277,     1.546,     1.659,     0.001,    45.430,   101.572,   243.947,     8.550,     1.273,     1.660,     0.001,    52.836,    94.857,     0.000,     0.571,     2.002,     0.310,     0.758,     3.251,     7.750,    15.222,    18.139,    14.813,    16.783,    27.657,    43.011,    48.359,    52.178,    54.172,    42.517,    28.348,    21.270,    14.188,     7.095,     1.123,     0.000,     0.000,     7.448,     0.000,     0.005,     0.000,     0.000,    43.900,    27.758,    20.445,     7.313,     0.014,     0.000,     0.000,     0.000,     9.825,     1.659,  4819.035,     0.000,    -0.022,     0.000,     0.000,   276.286,    53.266,  4478.000,     0.000,     0.156,    28.532,  1424.816,     0.248,     0.000,     0.000,     0.000,?,     3.451,    10.032,     0.000,     0.000,     0.000,     0.000,    11.477,    -0.546,    -2.014,     5.521,     1.348,     5.108,   149.980,  1134.991,    29.012,    26.174,     3.693,     1.317,    -0.054
1997,6,170,19,    10.000,     0.081,     0.183,     0.207,     0.222,     0.229,     0.203,     0.148,     0.168,     0.184,     0.215,     0.242,     0.261,     0.271,     0.283,     0.283,     0.284,     0.284,     0.284,     0.166,     0.564,     0.918,     1.989,     4.451,     0.288,     0.536,     0.357,     0.364,     0.278,     0.000,     0.000,     0.000,     0.000,     0.000,     0.101,     0.170,     0.316,     0.622,     0.506,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     8.376,     1.535,     1.715,     0.000,    52.734,   103.743,   243.947,     8.644,     1.267,     1.715,     0.000,    60.144,    94.860,    13.600,     0.501,     5.514,     0.405,     1.826,     4.144,     8.868,    17.185,    20.306,    14.819,    16.783,    27.656,    43.011,    48.359,    52.178,    54.172,    42.517,    28.348,    21.270,    14.188,     7.095,     5.702,     0.000,     0.000,    12.354,     0.000,     0.007,     0.000,     0.000,    57.500,    34.046,    26.147,     7.899,     0.021,     0.000,     0.000,     0.000,     9.911,     1.715,  4822.674,     0.000,    -0.029,     0.000,     0.000,   279.303,    53.545,  4478.200,     0.000,     0.168,    30.403,  1518.487,     0.262,     0.002,     0.000,     0.000,?,     3.024,     9.909,     0.000,     0.000,     0.000,     0.000,    11.977,    -0.708,    -2.231,     5.121,     1.378,     5.151,   151.596,  1135.103,    22.427,    25.901,     3.617,     1.317,    -0.051
1997,6,171,20,    10.000,     0.072,     0.168,     0.201,     0.217,     0.226,     0.203,     0.148,     0.168,     0.184,     0.215,     0.242,     0.261,     0.271,     0.283,     0.283,     0.284,     0.284,     0.284,     0.155,     0.569,     1.002,     2.002,     4.409,     0.242,     0.534,     0.357,     0.364,     0.277,     0.000,     0.000,     0.000,     0.000,     0.000,     0.104,     0.171,     0.321,     0.622,     0.502,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     8.379,     1.532,     1.720,     0.000,    52.062,   103.784,   243.947,     8.646,     1.265,     1.720,     0.000,    59.472,    94.860,     0.000,     0.123,     0.974,     0.360,     1.676,     4.023,     8.697,    16.961,    20.345,    14.820,    16.783,    27.656,    43.011,    48.359,    52.178,    54.172,    42.517,    28.348,    21.270,    14.188,     7.095,     0.538,     0.000,     0.000,     2.177,     0.000,     0.001,     0.000,     0.000,    57.500,    34.719,    26.685,     8.034,     0.022,     0.000,     0.000,     0.000,     9.912,     1.720,  4823.248,     0.000,    -0.030,     0.000,     0.000,   279.827,    53.554,  4478.235,     0.000,     0.020,    30.545,  1525.611,     0.263,     0.000,     0.000,     0.000,?,     2.969,     9.892,     0.000,     0.000,     0.000,     0.000,    12.055,    -0.736,    -2.268,     5.198,     1.385,     5.153,   151.880,  1135.123,    23.016,    25.996,     3.606,     1.317,    -0.053
1997,6,175,24,    10.000,     0.068,     0.131,     0.188,     0.208,     0.218,     0.204,     0.148,     0.168,     0.184,     0.215,     0.242,     0.261,     0.271,     0.283,     0.283,     0.284,     0.284,     0.284,     0.184,     0.556,     1.214,     2.146,     4.332,     0.038,     0.526,     0.357,     0.364,     0.277,     0.000,     0.000,     0.000,     0.000,     0.000,     0.111,     0.163,     0.329,     0.621,     0.484,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     8.470,     1.524,     1.708,     0.000,    50.508,   103.864,   243.947,     8.733,     1.261,     1.708,     0.000,    57.920,    94.862,     0.200,     0.386,     2.056,     0.341,     1.306,     3.753,     8.308,    16.379,    20.421,    14.824,    16.783,    27.656,    43.011,    48.359,    52.178,    54.172,    42.517,    28.348,    21.270,    14.188,     7.095,     1.441,     0.000,     0.000,     5.886,     0.000,     0.004,     0.000,     0.000,    57.700,    36.468,    28.125,     8.343,     0.026,     0.000,     0.000,     0.000,     9.994,     1.706,  4825.217,     0.000,    -0.035,     0.000,     0.000,   281.602,    53.559,  4478.356,     0.000,     0.088,    31.189,  1557.922,     0.268,     0.000,     0.000,     0.000,?,     2.776,     9.824,     0.000,     0.000,     0.000,     0.000,    12.367,    -0.847,    -2.419,     5.544,     1.385,     5.146,   152.732,  1135.184,    25.826,    26.446,     3.549,     1.316,    -0.052
1997,6,176,25,    10.000,     0.067,     0.120,     0.185,     0.206,     0.218,     0.204,     0.148,     0.168,     0.184,     0.215,     0.242,     0.261,     0.271,     0.283,     0.283,     0.284,     0.284,     0.284,     0.196,     0.540,     1.063,     1.746,     3.351,     0.029,     0.524,     0.357,     0.364,     0.276,     0.000,     0.000,     0.000,     0.000,     0.000,     0.111,     0.158,     0.328,     0.621,     0.481,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     6.925,     1.521,     1.699,     0.000,    50.225,   103.875,   243.947,     7.187,     1.259,     1.699,     0.000,    57.638,    94.863,     0.000,     0.058,     0.366,     0.337,     1.200,     3.692,     8.241,    16.324,    20.431,    14.825,    16.783,    27.656,    43.011,    48.359,    52.178,    54.172,    42.517,    28.348,    21.270,    14.188,     7.095,     0.278,     0.000,     0.000,     1.201,     0.000,     0.001,     0.000,     0.000,    57.700,    36.751,    28.403,     8.348,     0.027,     0.000,     0.000,     0.000,     8.445,     1.699,  4827.381,     0.000,    -0.037,     0.000,     0.000,   281.869,    56.993,  4478.375,     0.000,     0.051,    32.121,  1593.259,     0.273,     0.038,     0.000,     0.000,?,     0.674,     9.471,     0.000,     0.000,     0.000,     0.000,    12.430,    -0.852,    -2.434,     4.662,     1.378,     5.818,   152.878,  1135.195,    21.183,    20.526,     3.532,     1.316,    -0.053
1997,7,191,10,    10.000,     0.067,     0.128,     0.186,     0.207,     0.223,     0.216,     0.149,     0.168,     0.184,     0.215,     0.242,     0.261,     0.271,     0.283,     0.283,     0.284,     0.284,     0.284,     0.192,     0.562,     1.257,     1.990,     3.309,     0.029,     0.488,     0.357,     0.363,     0.273,     0.000,     0.000,     0.000,     0.000,     0.000,     0.115,     0.165,     0.335,     0.614,     0.446,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     7.339,     1.481,     1.675,     0.000,    51.960,   105.113,   243.947,     7.583,     1.237,     1.675,     0.000,    59.385,    94.876,    14.200,     0.014,    11.925,     0.334,     1.277,     3.712,     8.290,    16.704,    21.643,    14.851,    16.783,    27.656,    43.011,    48.359,    52.178,    54.172,    42.517,    28.348,    21.270,    14.187,     7.095,    12.428,     0.000,     0.000,    24.334,     0.000,     0.025,     0.000,     0.000,    71.900,    49.191,    40.832,     8.359,     0.053,     0.000,     0.000,     0.000,     8.819,     1.675,  4834.416,     0.000,    -0.067,     0.000,     0.000,   287.770,    57.359,  4478.792,     0.000,     0.916,    27.212,  1350.039,     0.237,     0.053,     0.000,     0.000,?,     0.734,     9.252,     0.000,     0.000,     0.000,     0.000,    13.555,    -0.947,    -2.650,     5.104,     1.378,     5.670,   156.568,  1135.462,    24.007,    19.808,     3.283,     1.311,    -0.054
1997,7,206,25,    10.000,     0.059,     0.067,     0.133,     0.191,     0.213,     0.215,     0.149,     0.168,     0.184,     0.215,     0.242,     0.261,     0.271,     0.283,     0.283,     0.284,     0.284,     0.284,     0.282,     0.467,     1.400,     2.442,     3.411,     0.029,     0.453,     0.356,     0.362,     0.270,     0.000,     0.000,     0.000,     0.000,     0.000,     0.120,     0.170,     0.264,     0.563,     0.407,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     8.031,     1.441,     1.524,     0.000,    48.748,   104.994,   243.948,     8.257,     1.215,     1.524,     0.000,    56.190,    94.892,     2.100,     0.139,     5.860,     0.293,     0.674,     2.657,     7.622,    16.009,    21.493,    14.883,    16.784,    27.655,    43.011,    48.359,    52.178,    54.172,    42.517,    28.349,    21.270,    14.187,     7.095,     5.107,     0.000,     0.000,    28.006,     0.000,     0.030,     0.000,     0.000,    74.000,    54.470,    45.938,     8.532,     0.083,     0.000,     0.000,     0.000,     9.472,     1.525,  4836.477,     0.000,    -0.097,     0.000,     0.000,   288.460,    58.155,  4478.865,     0.000,     0.510,    28.092,  1394.053,     0.243,     0.031,     0.000,     0.000,?,     0.675,     9.049,     0.000,     0.000,     0.000,     0.000,    14.164,    -0.988,    -2.785,     5.728,     1.253,     5.712,   156.337,  1135.467,    32.039,    21.309,     3.044,     1.307,    -0.053
1997,8,221,9,    10.000,     0.282,     0.283,     0.283,     0.285,     0.276,     0.256,     0.152,     0.168,     0.184,     0.215,     0.242,     0.261,     0.271,     0.283,     0.283,     0.284,     0.284,     0.284,     0.187,     0.321,     0.666,     2.159,     4.855,     0.790,     0.427,     0.352,     0.360,     0.267,     0.000,     0.000,     0.000,     0.000,     0.000,     0.073,     0.135,     0.291,     0.642,     0.529,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     8.978,     1.406,     1.670,     0.000,    67.624,   109.398,   243.947,     9.191,     1.192,     1.670,     0.000,    75.204,    95.030,    34.300,     0.873,    13.751,     1.411,     2.826,     5.663,    11.388,    20.716,    25.620,    15.160,    16.784,    27.655,    43.011,    48.358,    52.178,    54.172,    42.517,    28.349,    21.270,    14.187,     7.095,    14.244,     0.000,     0.000,    30.158,     0.000,     0.084,     0.000,     0.000,   108.300,    69.621,    60.185,     9.436,     0.362,     0.000,     0.000,     0.000,    10.386,     1.669,  4843.465,     0.000,    -0.111,     0.000,     0.000,   294.066,    58.066,  4479.278,     0.011,     0.922,    23.968,  1189.762,     0.212,     0.177,     0.000,     0.000,?,     0.755,     8.860,     0.000,     0.000,     0.000,     0.000,    15.459,    -1.167,    -3.096,     4.951,     1.317,     5.529,   159.484,  1135.709,    18.963,    23.435,     2.819,     1.302,    -0.056
1997,8,236,24,    10.000,     0.107,     0.193,     0.212,     0.222,     0.228,     0.227,     0.174,     0.168,     0.184,     0.215,     0.242,     0.261,     0.271,     0.283,     0.283,     0.284,     0.284,     0.284,     0.313,     0.859,     1.562,     2.238,     3.752,     0.655,     0.431,     0.349,     0.359,     0.264,     0.000,     0.000,     0.000,     0.000,     0.000,     0.116,     0.206,     0.359,     0.595,     0.477,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     9.379,     1.403,     1.753,     0.000,    55.379,   108.738,   243.947,     9.594,     1.188,     1.753,     0.000,    64.079,    96.155,    14.000,     3.402,    24.186,     0.534,     1.929,     4.234,     8.897,    17.070,    22.715,    17.400,    16.790,    27.654,    43.011,    48.358,    52.178,    54.172,    42.517,    28.349,    21.270,    14.187,     7.095,    20.576,     0.000,     0.000,    33.911,     0.000,     2.438,     0.000,     0.000,   122.300,    93.619,    80.760,    12.859,     2.607,     0.000,     0.000,     0.000,    10.782,     1.753,  4848.432,     0.000,    -0.008,     0.000,     0.000,   298.545,    57.729,  4479.624,     0.048,     0.663,    21.201,  1052.695,     0.190,     0.745,     0.000,     0.000,?,     1.455,     8.681,     0.000,     0.000,     0.000,     0.000,    16.731,    -1.415,    -3.512,     6.223,     1.435,     5.402,   161.334,  1135.872,    25.151,    21.982,     2.474,     1.298,    -0.054
1997,9,251,8,    10.000,     0.289,     0.289,     0.290,     0.291,     0.281,     0.254,     0.180,     0.168,     0.184,     0.215,     0.242,     0.261,     0.271,     0.283,     0.283,     0.284,     0.284,     0.284,     0.157,     0.349,     0.833,     2.234,     4.989,     1.402,     0.345,     0.342,     0.357,     0.261,     0.000,     0.000,     0.000,     0.000,     0.000,     0.075,     0.166,     0.343,     0.690,     0.583,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     9.964,     1.305,     1.857,     0.000,    68.287,   112.008,   243.949,    10.136,     1.133,     1.857,     0.000,    77.278,    96.454,    35.800,     4.894,    21.878,     1.443,     2.891,     5.793,    11.652,    21.112,    25.396,    17.981,    16.798,    27.654,    43.012,    48.358,    52.179,    54.172,    42.517,    28.349,    21.271,    14.187,     7.095,    17.162,     0.000,     0.000,    34.809,     0.000,     0.501,     0.000,     0.000,   158.100,   115.925,    97.921,    18.004,     3.196,     0.000,     0.000,     0.000,    11.269,     1.856,  4854.725,     0.000,     0.031,     0.000,     0.000,   304.465,    57.050,  4480.084,     0.022,     1.032,    16.951,   841.937,     0.155,     0.906,     0.000,     0.000,?,     2.329,     8.506,     0.000,     0.000,     0.000,     0.000,    18.343,    -1.639,    -3.950,     5.236,     1.468,     5.189,   164.192,  1136.114,    19.172,    23.629,     1.916,     1.292,    -0.059
1997,9,260,17,    10.000,     0.073,     0.174,     0.204,     0.220,     0.226,     0.219,     0.182,     0.168,     0.184,     0.215,     0.242,     0.261,     0.271,     0.283,     0.283,     0.284,     0.284,     0.284,     0.231,     0.885,     1.499,     2.532,     4.270,     0.890,     0.277,     0.336,     0.356,     0.260,     0.000,     0.000,     0.000,     0.000,     0.000,     0.122,     0.201,     0.378,     0.673,     0.536,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,    10.307,     1.229,     1.910,     0.000,    53.747,   108.705,   243.950,    10.446,     1.090,     1.910,     0.000,    62.854,    96.576,     5.600,     5.871,    20.144,     0.366,     1.737,     4.087,     8.785,    16.917,    21.855,    18.215,    16.803,    27.653,    43.012,    48.358,    52.179,    54.173,    42.517,    28.349,    21.271,    14.187,     7.095,    13.614,     0.000,     0.000,    28.862,     0.000,     0.332,     0.000,     0.000,   163.700,   135.825,   111.535,    24.290,     3.437,     0.000,     0.000,     0.000,    11.536,     1.910,  4857.698,     0.000,     0.063,     0.000,     0.000,   307.612,    56.277,  4480.362,     0.000,     1.046,    14.527,   721.648,     0.134,     0.624,     0.000,     0.000,?,     3.004,     8.400,     0.000,     0.000,     0.000,     0.000,    19.740,    -1.762,    -4.255,     6.570,     1.553,     4.968,   165.305,  1136.238,    28.821,    25.244,     1.522,     1.286,    -0.057
1997,9,261,18,    10.000,     0.069,     0.157,     0.198,     0.216,     0.224,     0.219,     0.182,     0.168,     0.184,     0.215,     0.242,     0.261,     0.271,     0.283,     0.283,     0.284,     0.284,     0.284,     0.240,     0.782,     1.243,     1.863,     2.921,     0.581,     0.240,     0.335,     0.355,     0.259,     0.000,     0.000,     0.000,     0.000,     0.000,     0.125,     0.195,     0.378,     0.674,     0.534,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     7.630,     1.189,     1.906,     0.000,    53.223,   108.711,   243.950,     7.750,     1.069,     1.906,     0.000,    62.331,    96.576,     0.000,     0.754,     1.613,     0.347,     1.572,     3.966,     8.643,    16.835,    21.860,    18.216,    16.803,    27.653,    43.012,    48.358,    52.179,    54.173,    42.517,    28.349,    21.271,    14.187,     7.095,     0.510,     0.000,     0.000,     2.932,     0.000,     0.001,     0.000,     0.000,   163.700,   136.347,   112.045,    24.302,     3.438,     0.000,     0.000,     0.000,     8.820,     1.906,  4857.520,     0.000,     0.065,     0.000,     0.000,   307.851,    58.557,  4480.386,     0.000,     0.111,    15.595,   756.538,     0.140,     0.085,     0.000,     0.000,?,     0.852,     8.154,     0.000,     0.000,     0.000,     0.000,    19.880,    -1.771,    -4.285,     5.102,     1.550,     5.426,   165.354,  1136.249,    21.555,    17.353,     1.319,     1.284,    -0.056
1997,10,276,3,    10.000,     0.065,     0.111,     0.188,     0.213,     0.231,     0.240,     0.243,     0.182,     0.184,     0.215,     0.242,     0.261,     0.271,     0.283,     0.283,     0.284,     0.284,     0.284,     0.231,     0.603,     1.506,     1.931,     2.598,     0.893,     0.431,     0.335,     0.351,     0.256,     0.000,     0.000,     0.000,     0.000,     0.000,     0.126,     0.164,     0.330,     0.612,     0.573,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     7.762,     1.373,     1.805,     0.000,    54.977,   118.398,   243.949,     7.977,     1.158,     1.805,     0.000,    67.151,   101.080,    33.400,     0.715,    24.110,     0.324,     1.110,     3.752,     8.525,    17.289,    23.977,    24.348,    18.239,    27.655,    43.012,    48.358,    52.179,    54.173,    42.516,    28.349,    21.271,    14.187,     7.095,    23.273,     0.000,     0.000,    54.078,     0.000,     7.831,     0.000,     0.000,   197.100,   160.420,   135.318,    25.102,    11.266,     0.000,     0.000,     0.000,     9.136,     1.805,  4859.833,     0.000,     0.579,     0.000,     0.000,   311.638,    56.474,  4480.780,     0.035,     1.705,    13.212,   640.996,     0.120,     0.231,     0.000,     0.000,?,     1.240,     8.001,     0.000,     0.000,     0.000,     0.000,    22.294,    -1.965,    -4.851,     5.137,     1.423,     4.921,   165.533,  1136.361,    22.648,    15.028,     1.769,     1.269,    -0.053
1997,10,288,15,    10.000,     0.064,     0.106,     0.183,     0.205,     0.219,     0.216,     0.225,     0.185,     0.184,     0.215,     0.242,     0.261,     0.271,     0.283,     0.283,     0.284,     0.284,     0.284,     0.295,     0.742,     1.844,     2.642,     3.347,     0.473,     0.268,     0.295,     0.346,     0.253,     0.000,     0.000,     0.000,     0.000,     0.000,     0.119,     0.158,     0.327,     0.658,     0.670,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     9.343,     1.162,     1.932,     0.000,    51.220,   114.384,   243.949,     9.477,     1.028,     1.932,     0.000,    62.481,   100.404,    11.800,     5.871,    16.480,     0.322,     1.057,     3.667,     8.203,    16.418,    21.553,    22.523,    18.472,    27.658,    43.012,    48.357,    52.179,    54.173,    42.516,    28.349,    21.271,    14.187,     7.095,    10.603,     0.000,     0.000,    49.743,     0.000,    -0.015,     0.000,     0.000,   208.900,   177.568,   145.921,    31.647,    11.252,     0.000,     0.000,     0.000,    10.506,     1.933,  4862.330,     0.000,     0.596,     0.000,     0.000,   314.137,    54.666,  4481.090,     0.000,     2.027,    11.292,   547.982,     0.104,     1.301,     0.000,     0.000,?,     2.600,     7.884,     0.000,     0.000,     0.000,     0.000,    24.586,    -1.996,    -5.208,     6.639,     1.485,     4.485,   165.375,  1136.444,    32.215,    20.389,     1.192,     1.251,    -0.054
